word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form
o(,ὁ,article,de\,δέ,particle,au)to\n,αὐτός,pronoun,e)kfeu/gei,ἐκφεύγω,verb,kai\,καί,conjunction,th\n,ὁ,article,*mhdikh\n,Μηδικός,adjective,e)kratu/neto,κρατύνω,verb,e(autw=|,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,*eu)me/nh,Εὐμενέω,verb,me\n,μέν,particle,ktei/nei,κτείνω,verb,katalabw\n,καταλαμβάνω,verb,o(,ὁ,article,*)anti/gonos,Ἀντίγονος,proper,kai\,καί,conjunction,e)paniw\n,ἐπάνειμι,verb,u(pede/xqh,ὑποδέχομαι,verb,lamprw=s,λαμπρός,adjective,u(po\,ὑπό,preposition,*seleu/kou,Σέλευκος,proper,satrapeu/ontos,σατραπεύω,verb,e)n,ἐν,preposition,*babulw=ni,Βαβυλών,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(bri/santos,ὑβρίζω,verb,de/,δέ,particle,tina,τις,pronoun,tw=n,ὁ,article,h(gemo/nwn,ἡγεμών,noun,tou=,ὁ,article,*seleu/kou,Σέλευκος,proper,kai\,καί,conjunction,ou),οὐ,adverb,koinw/santos,κοινόω,verb,*)antigo/nw|,Ἀντίγονος,proper,paro/nti,πάρειμι,verb,xaleph/nas,χαλεπαίνω,verb,o(,ὁ,article,*)anti/gonos,Ἀντίγονος,proper,h)/|tei,αἰτέω,verb,logismou\s,λογισμός,noun,xrhma/twn,χρῆμα,adjective,te,τε,particle,kai\,καί,conjunction,kthma/twn,κτῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,a)sqene/steros,ἀσθενής,adjective,w)\n,εἰμί,verb,*)anti/gonou,,,pro\s,πρός,preposition,*ptolemai=on,Πτολεμαῖος,proper,e)s,εἰς,preposition,*ai)/gupton,Αἴγυπτος,proper,u(pexw/rei,ὑποχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*)anti/gonos,Ἀντίγονος,proper,eu)qu\s,εὐθύς,adverb,e)pi\,ἐπί,preposition,th=|,ὁ,article,fugh=|,φυγή,noun,tou=,ὁ,article,*seleu/kou,Σέλευκος,proper,*bli/tora/,Βλίτωρ,proper,te,τε,particle,*mesopotami/as,Μεσοποταμία,proper,h(gou/menon,ἡγέομαι,verb,pare/luse,παραλύω,verb,th=s,ὁ,article,a)rxh=s,ἀρχή,noun,o(/ti,ὅστις,pronoun,*se/leukon,Σέλευκος,proper,meqh=ken,μεθήκω,verb,a)pio/nta,ἄπειμι,verb,kai\,καί,conjunction,th\n,ὁ,article,*babulwni/an,Βαβυλώνιος,proper,kai\,καί,conjunction,th\n,ὁ,article,*mesopotami/an,Μεσοποταμία,proper,kai\,καί,conjunction,o(/sa,ὅσος,adjective,a)/lla,ἄλλος,adjective,e)k,*mh/dwn,Μήδων,proper,e)pi\,ἐπί,preposition,to\n,ὁ,article,*(ellh/sponton,Ἑλλήσποντος,proper,e)/qnh,ἔθνος,adjective,kaqi/stato,καθίστημι,verb,e(autw=|,ἑαυτοῦ,pronoun,h)/dh,ἤδη,adverb,kai\,καί,conjunction,*)antipa/trou,Ἀντίπατρος,proper,teqnew=tos,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/fqono/s,ἐπίφθονος,adjective,te,τε,particle,eu)qu\s,εὐθύς,adverb,e)k,ἐκ,preposition,tw=nde,ὅδε,pronoun,toi=s,ὁ,article,a)/lloi=s,ἀναλόω,verb,satra/pais,σατράπης,noun,e)gi/gneto,γίγνομαι,verb,gh=s,γῆ,noun,a)/rxwn,ἄρχων,noun,tosh=sde,τοσόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,tw=|,ὁ,article,*seleu/kw|,Σέλευκος,proper,parakalou=nti,παρακαλέω,verb,sune/qento,συντίθημι,verb,*ptolemai=o/s,Πτολεμαῖος,proper,te,τε,particle,kai\,καί,conjunction,*lusi/maxos,Λυσίμαχος,proper,o(,ὁ,article,*qra/|khs,Θρᾴκη,proper,satra/phs,σατράπης,noun,kai\,καί,conjunction,*ka/ssandros,Κάσσανδρος,proper,o(,ὁ,article,*)antipa/trou,Ἀντίπατρος,proper,*makedo/nwn,Μακεδών,proper,e)pi\,ἐπί,preposition,tw=|,ὁ,article,patri\,πατήρ,noun,h(gou/menos,ἡγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(mou=,ὁμοῦ,adverb,presbeusa/menoi,πρεσβεύω,verb,to\n,ὁ,article,*)anti/gonon,Ἀντίγονος,proper,h)ci/oun,ἀξιόω,verb,th\n,ὁ,article,e)pi/kthton,ἐπίκτητος,adjective,au)tw=|,αὐτός,pronoun,genome/nhn,γίγνομαι,verb,gh=n,γῆ,noun,te,τε,particle,kai\,καί,conjunction,xrh/mata,χρῆμα,adjective,pro/s,πρός,preposition,te,τε,particle,sfa=s,σφεῖς,pronoun,nei/masqai,νέμω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,e(te/rous,ἕτερος,adjective,*makedo/nas,Μακεδών,proper,oi(\,ἕ,pronoun,tw=n,ὁ,article,satrapeiw=n,σατραπεία,noun,e)cepeptw/kesan,ἐκπίτνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pixleua/santos,ἐπιχλευάζω,verb,de\,δέ,particle,au)tou\s,αὐτός,pronoun,tou=,ὁ,article,*)antigo/nou,Ἀντίγονος,proper,oi(,ὁ,article,me\n,μέν,particle,e)s,εἰς,preposition,po/lemon,πόλεμος,noun,kaqi/stanto,καθίστημι,verb,koino/n,κοινός,adjective,o(,ὁ,article,de\,δέ,particle,a)ntipareskeua/zeto,ἀντιπαρασκευάζομαι,verb,kai\,καί,conjunction,e)ce/balle,ἐκβάλλω,verb,ta\s,ὁ,article,froura\s,φρουρά,noun,o(/sai,ὅσος,adjective,e)/ti,ἔτι,adverb,h)=san,εἰμί,verb,e)n,ἐν,preposition,th=|,ὁ,article,*suri/a|,Σύριος,proper,*ptolemai/ou,Πτολεμαῖος,proper,kai\,καί,conjunction,*foini/khs,Φοινίκη,proper,te,τε,particle,kai\,καί,conjunction,th=s,legome/nhs,λέγω,verb,koi/lhs,κόιλος,adjective,ta\,ὁ,article,e)/ti,ἔτι,adverb,u(ph/koa,ὑπήκοος,adjective,tou=,ὁ,article,*ptolemai/ou,Πτολεμαῖος,proper,pro\s,πρός,preposition,e(auto\n,ἑαυτοῦ,pronoun,a)qro/ws,ἀθρόος,adjective,perie/spa,περισπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xwrw=n,χώρα,noun,d',δέ,particle,u(pe\r,ὑπέρ,preposition,ta\s,ὁ,article,*kiliki/ous,Κίλιξ,proper,pu/las,πύλη,adjective,*dhmh/trion,Δημήτριος,proper,to\n,ὁ,article,ui(o/n,υἱός,noun,a)mfi\,ἀμφί,preposition,du/o,δύο,adjective,kai\,καί,conjunction,ei)/kosin,εἴκοσι,verb,e)/th,ἔτης,noun,gegono/ta,γίγνομαι,verb,e)n,ἐν,preposition,*ga/zh|,γάζα,adjective,meta\,μετά,preposition,tou=,ὁ,article,stratou=,στρατός,noun,katalei/pei,καταλιμπάνω,verb,pro\s,πρός,preposition,ta\s,ὁ,article,o(rma\s,ὁρμή,noun,*ptolemai/ou,Πτολεμαῖος,proper,ta\s,ὁ,article,a)p',ἀπό,preposition,*ai)gu/ptou,Αἴγυπτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,οὗτος,pronoun,o(,ὁ,article,*ptolemai=os,Πτολεμαῖος,proper,e)ni/ka,νικάω,verb,peri\,περί,preposition,th\n,ὁ,article,*ga/zan,γάζα,adjective,ma/xh|,μάχη,noun,lamprw=s,λαμπρός,adjective,kai\,καί,conjunction,to\,ὁ,article,meira/kion,μειράκιον,noun,e)s,εἰς,preposition,to\n,ὁ,article,pate/ra,πατήρ,noun,e)xw/rei,χωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ptolemai=os,Πτολεμαῖος,proper,d',δέ,particle,au)ti/ka,αὐτίκα,adverb,to\n,ὁ,article,*se/leukon,Σέλευκος,proper,e)s,εἰς,preposition,th=n,,,*babulw=na,Βαβυλών,proper,pe/mpei,πέμπω,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,a)nalhyo/menon,ἀναλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pezou\s,πεζός,adjective,e)s,εἰς,preposition,tou=to,οὗτος,pronoun,e)/dwken,δίδωμι,verb,au)tw=|,αὐτός,pronoun,xili/ous,χίλιοι,adjective,kai\,καί,conjunction,triakosi/ous,τριακόσιοι,adjective,i(ppe/as,ἱππεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,su\n,σύν,preposition,ou(/tws,οὕτως,adverb,o)li/gois,ὀλίγος,adjective,o(,ὁ,article,*se/leukos,Σέλευκος,proper,th/n,ὁ,article,te,τε,particle,*babulwni/an,Βαβυλώνιος,proper,proqu/mws,πρόθυμος,adjective,au)to\n,αὐτός,pronoun,a(/ma,ἅμα,adverb,tw=n,ὁ,article,a)ndrw=n,ἀνήρ,noun,e)kdexome/nwn,ἐκδέχομαι,verb,a)ne/labe,ἀναλαμβάνω,verb,kai\,καί,conjunction,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,met',μετά,preposition,ou),οὐ,adverb,polu\,πολύς,adjective,e)s,εἰς,preposition,me/ga,μέγας,adverb,proh/gagen,προάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,*)anti/gonos,Ἀντίγονος,proper,*ptolemai=on,Πτολεμαῖος,proper,h)mu/neto,ἀμύνω,verb,kai\,καί,conjunction,naumaxi/a|,ναυμαχία,noun,peri\,περί,preposition,*ku/pron,Κύπρος,proper,e)ni/ka,νικάω,verb,perifanei=,περιφαίνομαι,verb,*dhmhtri/ou,Δημήτριος,proper,tou=,ὁ,article,paido\s,παῖς,adjective,strathgou=ntos,στρατηγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)f',ἐπί,preposition,o(/tw|,ὅστις,pronoun,lamprota/tw|,λαμπρός,adjective,genome/nw|,γίγνομαι,verb,o(,ὁ,article,strato\s,στρατός,noun,a)nei=pen,ἀνειπεῖν,verb,a)/mfw,ἄμφω,noun,basile/as,βασιλεύς,noun,*)anti/gono/n,Ἀντίγονος,proper,te,τε,particle,kai\,καί,conjunction,*dhmh/trion,Δημήτριος,proper,h)/dh,ἤδη,adverb,kai\,καί,conjunction,tw=n,ὁ,article,basile/wn,βασίλη,noun,teqnew/twn,θνήσκω,verb,*)aridai/ou,Ἀριδαῖος,proper,te,τε,particle,tou=,ὁ,article,*fili/ppou,Φίλιππος,proper,kai\,καί,conjunction,*)olumpia/dos,Ὀλυμπιάς,proper,kai\,καί,conjunction,tw=n,ὁ,article,ui(w=n,υἱός,noun,*)aleca/ndrou,Ἀλέξανδρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
