word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS
oi)\,οἰ,interjection,'gw\,ἀγός,noun,ta/laina,τάλας,adjective,diapepragme/nou,διαπράσσω,verb,stratou=,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,nukto\s,νύξ,adjective,o)/yis,ὄψις,noun,e)mfanh\s,ἐμφανής,adjective,e)nupni/wn,ἐνύπνιος,adjective,w(s,ὡς,conjunction,ka/rta,κάρτα,adverb,moi,ἐγώ,pronoun,safw=s,σαφής,adverb,e)dh/lwsas,δηλόω,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de\,δέ,particle,fau/lws,φαῦλος,adjective,au)/t',αὐτός,pronoun,a)/gan,ἄγαν,adverb,e)kri/nate,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,d',δέ,particle,e)peidh\,ἐπεί,conjunction,th=|d',ὅδε,pronoun,e)ku/rwsen,κυρόω,verb,fa/tis,φάτις,adjective,u(mw=n,σύ,pronoun,qeoi=s,θεός,noun,me\n,μέν,particle,prw=ton,πρότερος,adjective,eu)/casqai,εὔχομαι,verb,qe/lw,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,*gh=|,Γαῖα,proper,te,τε,particle,kai\,καί,conjunction,fqitoi=s,φθιτός,adjective,dwrh/mata,δώρημα,noun,h(/cw,ἥκω,verb,labou=sa,λαμβάνω,verb,pe/lanon,πέλανος,noun,e)c,ἐκ,preposition,oi)/kwn,οἶκος,noun,e)mw=n,ἐμός,adjective,e)pi/stamai,ἐφίστημι,verb,me\n,μέν,particle,w(s,ὡς,conjunction,e)p',ἐπί,preposition,e)ceirgasme/nois,ἐξεργάζομαι,verb,a)ll',ἀλλά,adverb,e)s,εἰς,preposition,to\,ὁ,article,loipo\n,λοιπός,adjective,ei)/,εἰ,conjunction,ti,τις,pronoun,dh\,δή,particle,lw=|on,λωίων,adjective,pe/loi,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(ma=s,σύ,pronoun,de\,δέ,particle,xrh\,χρή,verb,'pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,toi=s,ὁ,article,pepragme/nois,πράσσω,verb,pistoi=si,πιστόν,noun,pista\,πιστός,adjective,cumfe/rein,συμφέρω,verb,bouleu/mata,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pai=d',παῖς,adjective,e)a/n,ἐάν,conjunction,per,πέρ,particle,deu=r',δεῦρο,adverb,e)mou=,ἐγώ,pronoun,pro/sqen,πρόσθεν,adverb,mo/lh|,βλώσκω,verb,parhgorei=te,παρηγορέω,verb,kai\,καί,conjunction,prope/mpet',προπέμπω,verb,e)s,εἰς,preposition,do/mous,δόμος,noun,mh\,μή,conjunction,kai/,καί,conjunction,ti,τις,pronoun,pro\s,πρός,preposition,kakoi=si,κακός,adjective,prosqh=tai,προσθέω,verb,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*zeu=,Ζεύς,proper,basileu=,βασιλεύς,noun,nu=n,νῦν,adverb,ga\r,γάρ,particle,*persw=n,Πέρσης,proper,tw=n,ὁ,article,megalau/xwn,μεγάλαυχος,adjective,kai\,καί,conjunction,polua/ndrwn,πολύανδρος,adjective,stratia\n,στρατία,noun,o)le/sas,ὄλλυμι,verb,a)/stu,ἄστυ,noun,to\,ὁ,article,*sou/swn,Σοῦσα,proper,h)d',ἠδέ,conjunction,*)agbata/nwn,,,pe/nqei,πένθος,noun,dnoferw=|,δνοφερός,adjective,kate/kruyas,κατακρύπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollai\,πολύς,adjective,d',δέ,particle,a)talai=s,,,xersi\,χείρ,noun,kalu/ptras,κάλυπτρα,noun,katereiko/menai,κατερείκω,verb,diamudale/ois,,,da/krusi,δάκρυον,noun,ko/lpous,κόλπος,noun,te/ggous',τέγγω,verb,a)/lgous,ἄλγος,noun,mete/xousai,μετέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,d',δέ,particle,a(bro/gooi,ἁβρόγοος,adjective,*persi/des,Περσίς,proper,a)ndrw=n,ἀνήρ,noun,poqe/ousai,ποθέω,verb,i)dei=n,εἶδον,verb,a)rtizugi/an,ἀρτιζυγία,noun,le/ktrwn,λέκτρον,noun,eu)na\s,εὐνή,noun,a(broxi/twnas,ἁβροχίτων,noun,xlidanh=s,χλιδανός,adverb,h(/bhs,ἥβη,noun,te/ryin,τέρψις,noun,a)fei=sai,ἀφίημι,verb,penqou=si,πενθέω,verb,go/ois,γόος,noun,a)korestota/tois,ἀκόρεστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,de\,δέ,particle,mo/ron,μόρον,noun,tw=n,ὁ,article,oi)xome/nwn,οἴχομαι,verb,ai)/rw,αἴρω,verb,doki/mws,δόκιμος,adjective,polupenqh=,πολυπενθής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,ga\r,γάρ,particle,dh\,δή,particle,pro/pasa,πρόπας,adjective,me\n,μέν,particle,ste/nei,στένω,verb,gai=',γαῖα,noun,*)asia\s,Ἄσιας,proper,e)kkenoume/na,ἐκκενόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ce/rchs,Ξέρξης,proper,me\n,μέν,particle,a)/gagen,ἄγω,verb,popoi=,πόποι,interjection,*ce/rchs,Ξέρξης,proper,d',δέ,particle,a)pw/lesen,ἀπόλλυμι,verb,totoi=,ὀτοτοῖ,interjection,*ce/rchs,Ξέρξης,proper,de\,δέ,particle,pa/nt',πᾶς,adjective,e)pe/spe,ἐφέπω,verb,dusfro/nws,δύσφρων,adverb,bari/dessi,βᾶρις,adjective,ponti/ais,πόντιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/pte,τίπτε,adverb,*darei=os,Δαρεῖος,proper,me\n,μέν,particle,ou(/tw,οὕτως,adverb,to/t',τότε,adverb,a)blabh\s,ἀβλαβής,adjective,e)ph=n,ἔπειμι,verb,to/carxos,τόξαρχος,noun,polih/tais,πολίτης,noun,*sousi/dais,,,fi/los,φίλος,adjective,a)/ktwr,ἄκτωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pezou/s,πεζός,adjective,te,τε,particle,ga\r,γάρ,particle,kai\,καί,conjunction,qalassi/ous,θαλάσσιος,adjective,lino/pteroi,,,kuanw/pides,κυανῶπις,adjective,na=es,ναῦς,noun,me\n,μέν,particle,a)/gagon,ἄγω,verb,popoi=,πόποι,interjection,na=es,ναῦς,noun,d',δέ,particle,a)pw/lesan,ἀπόλλυμι,verb,totoi=,ὀτοτοῖ,interjection,na=es,ναῦς,noun,panwle/qroisin,πανώλεθρος,adjective,e)mbolai=s,ἐμβολή,noun,ai(/,ὅς,pronoun,t',σύ,pronoun,*)iao/nwn,Ἰάονες,proper,xe/res,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tutqa\,τυτθός,adjective,d',δέ,particle,e)kfugei=n,ἐκφεύγω,verb,a)/nakt',ἄναξ,noun,au)to\n,αὐτός,pronoun,ei)sakou/omen,,,*qrh/|khs,Θρᾴκη,proper,a)\m,ἀνά,preposition,pedih/reis,πεδιήρης,adjective,dusxi/mous,δύσχιμος,adjective,te,τε,particle,keleu/qous,κέλευθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,d',δέ,particle,a)/ra,ἄρα,particle,prwto/moiroi,,,feu=,φεῦ,interjection,leifqe/ntes,λείπω,verb,pro\s,πρός,preposition,a)na/gkas,ἀνάγκη,noun,h)e/,ἠέ,conjunction,a)kta\s,ἀκτή,noun,a)mfi\,ἀμφί,preposition,*kuxrei/as,,,o)a=,ὀᾶ,interjection,su/rontai,σύρω,verb,ste/ne,στένω,verb,kai\,καί,conjunction,dakna/zou,δακνάζομαι,verb,baru\,βαρύς,adjective,d',δέ,particle,a)mbo/ason,ἀναβοάω,verb,ou)ra/ni',οὐράνιος,adjective,a)/xh,ἄχος,adjective,o)a=,ὀᾶ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tei=ne,τείνω,verb,de\,δέ,particle,dusba/ukton,δυσβάυκτος,adjective,boa=tin,βοητής,noun,ta/lainan,τάλας,adjective,au)da/n,αὐδή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnapto/menoi,κνάπτω,verb,de\,δέ,particle,di/na|,δίνη,noun,feu=,φεῦ,interjection,sku/llontai,σκύλλω,verb,pro\s,πρός,preposition,a)nau/dwn,ἄναυδος,adjective,h)e/,ἠέ,conjunction,pai/dwn,παῖς,adjective,ta=s,ὁ,article,a)mia/ntou,ἀμίαντος,adjective,o)a=,ὀᾶ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penqei=,πενθέω,verb,d',δέ,particle,a)/ndra,ἀνήρ,noun,do/mos,δόμος,noun,sterhqei/s,στερέω,verb,toke/es,τοκεύς,noun,t',τε,particle,a)/paides,ἄπαις,noun,daimo/ni',δαιμόνιος,adjective,a)/xh,ἄχος,adjective,o)a=,ὀᾶ,interjection,duro/menoi,ὀδύρομαι,verb,ge/rontes,γέρων,noun,to\,ὁ,article,pa=n,πᾶς,adjective,dh\,δή,particle,klu/ousin,κλύω,verb,a)/lgos,ἄλγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,d',δέ,particle,a)na\,ἀνά,preposition,ga=n,γῆ,noun,*)asi/an,Ἄσιος,proper,dh\n,δήν,adverb,ou)ke/ti,οὐκέτι,adverb,personomou=ntai,Περσονομέομαι,verb,ou)d',οὐδέ,particle,e)/ti,ἔτι,adverb,dasmoforou=sin,δασμοφορέω,verb,desposu/noisin,δεσπόσυνος,adjective,a)na/gkais,ἀνάγκη,noun,ou)d',οὐδέ,particle,e)s,εἰς,preposition,ga=n,γῆ,noun,propi/tnontes,προπίτνω,verb,a(/zontai,ἅζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basilei/a,βασιλεία,noun,ga\r,γάρ,particle,dio/lwlen,διόλλυμι,verb,i)sxu/s,ἰσχύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,e)/ti,ἔτι,adverb,glw=ssa,γλῶσσα,noun,brotoi=sin,βροτός,noun,e)n,ἐν,preposition,fulakai=s,φυλακή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/lutai,λύω,verb,ga\r,γάρ,particle,lao\s,λαός,noun,e)leu/qera,ἐλεύθερος,adjective,ba/zein,βάζω,verb,w(s,ὡς,conjunction,e)lu/qh,λύω,verb,zugo\n,ζυγόν,noun,a)lka=s,ἀλκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(maxqei=sa,αἱμάσσω,verb,d',δέ,particle,a)/rouran,ἄρουρα,adjective,*ai)/antos,Αἴας,proper,periklu/sta,περίκλυστος,adjective,na=sos,νῆσος,noun,e)/xei,ἔχω,verb,ta\,ὁ,article,*persa=n,Πέρσης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fi/loi,φίλος,adjective,kakw=n,κακός,adjective,me\n,μέν,particle,o(/stis,ὅστις,pronoun,e)/mpeiros,ἔμπειρος,adjective,kurei=,κυρέω,verb,e)pi/statai,ἐφίστημι,verb,brotoi=sin,βροτός,noun,w(s,ὡς,conjunction,o(/tan,ὅταν,conjunction,klu/dwn,κλύδων,adjective,kakw=n,κακός,adjective,e)pe/lqh|,ἐπέρχομαι,verb,pa/nta,πᾶς,adjective,deimai/nein,δειμαίνω,verb,filei=,φιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,d',δέ,particle,o(,ὁ,article,dai/mwn,δαίμων,adjective,eu)roh=|,εὐροέω,verb,pepoiqe/nai,πείθω,verb,to\n,ὁ,article,au)to\n,αὐτός,pronoun,ai)ei\,ἀεί,adverb,dai/mon',δαίμων,adjective,ou)riei=n,ὁρίζω,verb,tu/xhn,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,ga\r,γάρ,particle,h)/dh,ἤδη,adverb,pa/nta,πᾶς,adjective,me\n,μέν,particle,fo/bou,φόβος,noun,ple/a,πλέος,adjective,e)n,ἐν,preposition,o)/mmasin,ὄμμα,noun,ta)ntai=a,ἀνταῖος,adjective,fai/netai,φαίνω,verb,qew=n,θέα,noun,boa=|,βοάω,verb,d',δέ,particle,e)n,ἐν,preposition,w)si\,οὖς,noun,ke/lados,κέλαδος,noun,ou),οὐ,adverb,paiw/nios,Παιώνιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi/a,τοῖος,adjective,kakw=n,κακός,adjective,e)/kplhcis,ἔκπληξις,noun,e)kfobei=,ἐκφοβέω,verb,fre/nas,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiga\r,τοιγάρ,particle,ke/leuqon,κέλευθος,noun,th/nd',ὅδε,pronoun,a)/neu,ἄνευ,preposition,t',τε,particle,o)xhma/twn,ὄχημα,noun,xlidh=s,χλιδή,noun,te,τε,particle,th=s,ὁ,article,pa/roiqen,πάροιθε,preposition,e)k,ἐκ,preposition,do/mwn,δόμος,noun,pa/lin,πάλιν,adverb,e)/steila,στέλλω,verb,paido\s,παῖς,adjective,patri\,πατήρ,noun,preumenei=s,πρευμενής,adverb,xoa\s,χοή,noun,fe/rous',φέρω,verb,a(/per,ὅς,pronoun,nekroi=si,νεκρός,noun,meilikth/ria,μειλικτήριος,adjective,boo/s,βοῦς,noun,t',τε,particle,a)f',ἀπό,preposition,a(gnh=s,ἁγνός,adjective,leuko\n,λευκός,adjective,eu)/poton,εὔποτος,adjective,ga/la,γάλα,noun,th=s,ὁ,article,t',τε,particle,a)nqemourgou=,ἀνθεμουργός,adjective,sta/gma,στάγμα,noun,pamfae\s,παμφαής,adjective,me/li,μέλι,noun,liba/sin,λιβάς,noun,u(drhlai=s,ὑδρηλός,adjective,parqe/nou,παρθένος,noun,phgh=s,πηγή,noun,me/ta,μετά,preposition,a)kh/rato/n,ἀκήρατος,adjective,te,τε,particle,mhtro\s,μήτηρ,noun,a)gri/as,ἄγριος,adjective,a)/po,ἀπό,preposition,poto\n,ποτός,adjective,palaia=s,παλαιός,adjective,a)mpe/lou,ἄμπελος,noun,ga/nos,γάνος,adjective,to/de,ὅδε,pronoun,,,,,,
th=s,ὁ,article,t',τε,particle,ai)e\n,ἀεί,adverb,e)n,ἐν,preposition,fu/lloisi,φύλλον,noun,qallou/shs,θάλλω,verb,bi/on,βίος,adjective,canqh=s,ξανθός,adjective,e)lai/as,ἐλαία,noun,karpo\s,καρπός,noun,eu)w/dhs,εὐώδης,adverb,pa/ra,παρά,preposition,a)/nqh,ἄνθη,noun,te,τε,particle,plekta/,πλεκτή,noun,pamfo/rou,πάμφορος,adjective,gai/as,γαῖα,noun,te/kna,τέκνον,noun,a)ll',ἀλλά,adverb,w)=,ὦ,interjection,fi/loi,φίλος,adjective,xoai=si,χοή,noun,tai=sde,ὅδε,pronoun,nerte/rwn,νέρτερος,adjective,u(/mnous,ὕμνος,noun,e)peufhmei=te,ἐπευφημέω,verb,to/n,ὁ,article,te,τε,particle,dai/mona,δαίμων,adjective,*darei=on,Δαρεῖος,proper,a)nakalei=sqe,ἀνακαλέω,verb,gapo/tous,γάποτος,adjective,d',δέ,particle,e)gw\,ἐγώ,pronoun,tima\s,τιμή,noun,prope/myw,προπέμπω,verb,ta/sde,ὅδε,pronoun,nerte/rois,νέρτερος,adjective,qeoi=s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basi/leia,βασίλειον,noun,gu/nai,γυνή,noun,pre/sbos,πρέσβος,noun,*pe/rsais,Πέρσης,proper,su/,σύ,pronoun,te,τε,particle,pe/mpe,πέμπω,verb,xoa\s,χοή,noun,qala/mous,θάλαμος,adjective,u(po\,ὑπό,preposition,gh=s,γῆ,noun,h(mei=s,ἐγώ,pronoun,q',τε,particle,u(/mnois,ὕμνος,noun,ai)thso/meqa,αἰτέω,verb,fqime/nwn,φθίω,verb,pompou\s,πομπός,noun,eu)/fronas,εὔφρων,adjective,ei)=nai,εἰμί,verb,kata\,κατά,preposition,gai/as,γαῖα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,xqo/nioi,χθόνιος,adjective,dai/mones,δαίμων,adjective,a(gnoi/,ἁγνός,adjective,*gh=,Γαῖα,proper,te,τε,particle,kai\,καί,conjunction,*(ermh=,Ἑρμῆς,proper,basileu=,βασιλεύς,noun,t',τε,particle,e)ne/rwn,ἔνεροι,noun,pe/myat',πέμπω,verb,e)/nerqen,ἔνερθε,preposition,yuxh\n,ψυχή,noun,e)s,εἰς,preposition,fw=s,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,ti,τις,pronoun,kakw=n,κακός,adjective,a)/kos,ἄκος,noun,oi)=de,οἶδα,verb,ple/on,πλέος,adjective,mo/nos,μόνος,adjective,a)\n,ἄν,particle,qnhtw=n,θνητός,adjective,pe/ras,πέρας,noun,ei)/poi,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,r(',ἄρα,particle,a)i/ei,ἀίω,verb,mou,ἐγώ,pronoun,makari/tas,μακαρίτης,noun,i)sodai/mwn,ἰσοδαίμων,adjective,basileu\s,βασιλεύς,noun,ba/rbar',βαρβάρα,noun,a)safhnh=,,,i(e/ntos,ἵημι,verb,ta\,ὁ,article,panai/ol',παναίολος,adjective,ai)anh=,αἰανής,adjective,du/sqroa,δύσθροος,adjective,ba/gmat',,,h)\,ἠέ,conjunction,panta/lan',παντάλας,adjective,a)/xh,ἄχος,adjective,diaboa/sw,διαβοάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
