word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS
*kai\,καί,conjunction,oi(,ἕ,pronoun,me\n,μέν,particle,e)n,ἐν,preposition,tou/tois,οὗτος,pronoun,h)=san,εἰμί,verb,e)nnoou=ntes,ἐννοέω,verb,o(/pws,ὅπως,conjunction,o)pi/sw,ὀπίσω,adverb,th\n,ὁ,article,ei)s,εἰς,preposition,*kiliki/an,Κίλιξ,proper,e)leu/sontai,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,*)anqei/a|,,,ai(,ὁ,article,tria/konta,τριάκοντα,noun,parelhlu/qesan,παρέρχομαι,verb,h(me/rai,ἡμέρα,noun,kai\,καί,conjunction,pareskeua/zeto,παρασκευάζω,verb,tw=|,ὁ,article,*perila/w|,Περίλαος,proper,ta\,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,ga/mon,γάμος,adjective,kai\,καί,conjunction,i(erei=a,ἱερεῖον,noun,kath/geto,κατάγω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,xwri/wn,χωρίον,noun,pollh\,πολύς,adjective,de\,δέ,particle,h(,ὁ,article,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,a)fqoni/a,ἀφθονία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumparh=san,συμπάρειμι,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,oi(/,ἕ,pronoun,te,τε,particle,oi)kei=oi,οἰκεῖος,adjective,kai\,καί,conjunction,suggenei=s,συγγενεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,politw=n,πολίτης,noun,sunew/rtazon,σύνεορτάζω,verb,to\n,ὁ,article,*)anqei/as,Ἄνθεια,proper,ga/mon,γάμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)en,ἐν,preposition,de\,δέ,particle,tw=|,ὁ,article,xro/nw|,χρόνος,noun,o(\n,ὅς,pronoun,h(,ὁ,article,*)/anqeia,Ἄνθεια,proper,lhfqei=sa,λαμβάνω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,lh|sthri/ou,λῃστήριον,noun,h)=lqen,ἔρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*tarso\n,Ταρσός,proper,presbu/ths,πρεσβύτης,noun,*)efe/sios,Ἐφέσιος,proper,i)atro\s,ἰατρός,noun,th\n,ὁ,article,te/xnhn,τέχνη,noun,*eu)/docos,Εὔδοξος,proper,tou)/noma,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(=ke,ἥκω,verb,de\,δέ,particle,nauagi/a|,ναυαγία,noun,peripesw\n,περιπίπτω,verb,ei)s,εἰς,preposition,*ai)/gupton,Αἴγυπτος,proper,ple/wn,πλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou(=tos,οὗτος,pronoun,o(,ὁ,article,*eu)/docos,Εὔδοξος,proper,perih/|ei,περεῖμι,verb,me\n,μέν,particle,kai\,καί,conjunction,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,a)/ndras,ἀνήρ,noun,o(/soi,ὅσος,adjective,*tarse/wn,,,eu)dokimw/tatoi,εὐδόκιμος,adjective,ou(\s,ὅς,pronoun,me\n,μέν,particle,e)sqh=tas,ἐσθής,noun,ou(\s,ὅς,pronoun,de\,δέ,particle,a)rgu/rion,ἀργύριον,adjective,ai)tw=n,αἰτέω,verb,dihgou/menos,διηγέομαι,verb,e(ka/stw|,ἕκαστος,adjective,th\n,ὁ,article,sumfora/n,συμφορά,noun,prosh=lqe,προσέρχομαι,verb,de\,δέ,particle,kai\,καί,conjunction,tw=|,ὁ,article,*perila/w|,Περίλαος,proper,kai\,καί,conjunction,ei)=pen,εἶπον,verb,o(/ti,ὅστις,pronoun,*)efe/sios,Ἐφέσιος,proper,kai\,καί,conjunction,i)atro\s,ἰατρός,noun,th\n,ὁ,article,te/xnhn,τέχνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,de\,δέ,particle,au)to\n,αὐτός,pronoun,labw\n,λαμβάνω,verb,a)/gei,ἄγω,verb,pro\s,πρός,preposition,th\n,ὁ,article,*)/anqeian,Ἄνθεια,proper,h(sqh/sesqai,ἥδομαι,verb,nomi/zwn,νομίζω,verb,a)ndri\,ἀνδρίς,noun,o)fqe/nti,ὁράω,verb,*)efesi/w|,Ἐφέσιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(hde\,,,e)filofronei=to/,φιλοφρονέομαι,verb,te,τε,particle,to\n,ὁ,article,*eu)/docon,Εὔδοξος,proper,kai\,καί,conjunction,a)nepunqa/neto,ἀναπυνθάνομαι,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,peri\,περί,preposition,tw=n,ὁ,article,au(th=s,ἑαυτοῦ,pronoun,le/gein,λέγω,verb,e)/xoi,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,o(/ti,ὅστις,pronoun,ou)de\n,οὐδείς,pronoun,e)pi/staito,ἐφίστημι,verb,makra=s,μακρός,adjective,au)tw=|,αὐτός,pronoun,th=s,ὁ,article,a)podhmi/as,ἀποδημία,noun,th=s,ὁ,article,a)po\,ἀπό,preposition,*)efe/sou,Ἔφεσος,proper,gegenhme/nhs,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll),ἀλλά,adverb,ou)de\n,οὐδείς,pronoun,h(=tton,ἥσσων,adverb,e)/xairen,χαίρω,verb,au)tw=|,αὐτός,pronoun,h(,ὁ,article,*)/anqeia,Ἄνθεια,proper,a)namimnhskome/nh,ἀναμιμνήσκω,verb,tw=n,ὁ,article,oi)/koi,οἴκοι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,dh\,δή,particle,sunh/qhs,συνήθης,adverb,te,τε,particle,e)gego/nei,γίγνομαι,verb,toi=s,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,oi)ki/an,οἰκία,noun,kai\,καί,conjunction,ei)sh/|ei,εἴσειμι,verb,par),πηρός,adjective,e(/kasta,ἕκαστος,adjective,pro\s,πρός,preposition,th\n,ὁ,article,*)/anqeian,Ἄνθεια,proper,pa/ntwn,πᾶς,adjective,a)polau/wn,ἀπολαύω,verb,tw=n,ὁ,article,e)pithdei/wn,ἐπιτήδειος,adjective,a)ei\,ἀεί,adverb,deo/menos,δέομαι,verb,au)th=s,αὐτός,pronoun,ei)s,εἰς,preposition,*)/efeson,Ἔφεσος,proper,parapemfqh=nai,παραπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,kai\,καί,conjunction,pai=des,παῖς,adjective,h)=san,εἰμί,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,gunh/,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ws,ὡς,conjunction,ou)=n,οὖν,particle,pa/nta,πᾶς,adjective,ta\,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,ga/mon,γάμος,adjective,e)cetete/lesto,ἐκτελέω,verb,tw=|,ὁ,article,*perila/w|,Περίλαος,proper,e)feisth/kei,ἐφίστημι,verb,de\,δέ,particle,h(,ὁ,article,h(me/ra,ἡμέρα,noun,dei=pnon,δεῖπνον,noun,me\n,μέν,particle,au)tw=|,αὐτός,pronoun,polutele\s,πολυτελής,adverb,h(toi/masto,ἑτοιμάζω,verb,kai\,καί,conjunction,h(,ὁ,article,*)/anqeia,Ἄνθεια,proper,e)keko/smhto,κοσμέω,verb,ko/smw|,κόσμος,noun,numfikw=|,νυμφίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pau/eto,ἐπαύω,verb,de\,δέ,particle,ou)/te,οὔτε,adverb,nu/ktwr,νύκτωρ,adverb,ou)/te,οὔτε,adverb,meq),μεθό,adverb,h(me/ran,ἡμέρα,noun,dakru/ousa,δακρύω,verb,a)ll),ἀλλά,adverb,a)ei\,ἀεί,adverb,pro\,πρό,preposition,o)fqalmw=n,ὀφθαλμός,noun,ei)=xen,ἔχω,verb,*(abroko/mhn,ἁβροκόμης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)eneno/ei,ἐννοέω,verb,de\,δέ,particle,a(/ma,ἅμα,adverb,polla/,πολύς,adjective,to\n,ὁ,article,e)/rwta,ἔρως,noun,tou\s,ὁ,article,o(/rkous,ὅρκος,noun,th\n,ὁ,article,patri/da,πατρίς,adjective,tou\s,ὁ,article,pate/ras,πατήρ,noun,th\n,ὁ,article,a)na/gkhn,ἀνάγκη,noun,to\n,ὁ,article,ga/mon,γάμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,dh\,δή,particle,kaq),καθά,adverb,au(th\n,ἑαυτοῦ,pronoun,genome/nh,γίγνομαι,verb,kairou=,καιρός,noun,labome/nh,λαμβάνω,verb,spara/casa,σπαράσσω,verb,ta\s,ὁ,article,ko/mas,κόμη,noun,w)=,ὦ,interjection,pa/nta,πᾶς,adjective,a)/dikos,ἄδικος,adjective,e)gw\,ἐγώ,pronoun,fhsi\,φημί,verb,kai\,καί,conjunction,ponhra/,πονηρός,adjective,h(/tis,ὅστις,pronoun,ou)xi\,οὐ,adverb,toi=s,ὁ,article,i)/sois,ἴσος,adjective,*(abroko/mhn,ἁβροκόμης,noun,a)mei/bomai,ἀμείβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,i(/na,ἵνα,conjunction,e)mo\s,ἐμός,adjective,a)nh\r,ἀνήρ,noun,mei/nh|,μένω,verb,kai\,καί,conjunction,desma\,δεσμός,noun,u(pome/nei,ὑπομένω,verb,kai\,καί,conjunction,basa/nous,βάσανος,noun,kai\,καί,conjunction,i)/sws,ἴσως,adverb,pou,πού,adverb,kai\,καί,conjunction,te/qnhken,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,kai\,καί,conjunction,e)kei/nwn,ἐκεῖνος,pronoun,a)mnhmonw=,ἀμνημονέω,verb,kai\,καί,conjunction,gamou=mai,γαμέω,verb,dustuxh/s,δυστυχής,adverb,kai\,καί,conjunction,to\n,ὁ,article,u(me/naion,ὑμέναιος,noun,a(/|sei,,,tis,τις,pronoun,e)p),ἐπί,preposition,e)moi/,ἐγώ,pronoun,kai\,καί,conjunction,e)p),ἐπί,preposition,eu)nh\n,εὐνή,noun,a)fi/comai,ἀφίζω,verb,th\n,ὁ,article,*perila/ou,Περίλαος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)all),ἀλλά,adverb,w)=,ὦ,interjection,filta/th,φίλτατος,adjective,mou,ἐγώ,pronoun,pasw=n,πᾶς,adjective,*(abroko/mou,ἁβροκόμης,noun,yuxh/,ψυχή,noun,mhde/n,μηδείς,pronoun,ti,τις,pronoun,u(pe\r,ὑπέρ,preposition,e)mou=,ἐγώ,pronoun,luphqh=|s,λυπέω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,pote,ποτέ,particle,e(kou=sa,ἑκών,adjective,a)dikh/saimi/,ἀδικέω,verb,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)leu/somai,ἔρχομαι,verb,kai\,καί,conjunction,me/xri,μέχρι,preposition,qana/tou,θάνατος,adjective,mei/nasa,μένω,verb,nu/mfh,νύμφη,noun,sh/,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tau=ta,οὗτος,pronoun,ei)=pe,εἶπον,verb,kai\,καί,conjunction,a)fikome/nou,ἀφικνέομαι,verb,par),πηρός,adjective,au)th\n,αὐτός,pronoun,tou=,ὁ,article,*eu)do/cou,Εὔδοξος,proper,tou=,ὁ,article,*)efesi/ou,Ἐφέσιος,proper,i)atrou=,ἰατρός,noun,a)pagagou=sa,ἀπάγω,verb,au)to\n,αὐτός,pronoun,e)p),ἐπί,preposition,oi)/khma/,οἴκημα,noun,ti,τις,pronoun,h)remai=on,ἠρεμαῖος,adjective,prospi/ptei,προσπίτνω,verb,toi=s,ὁ,article,go/nasin,γόνυ,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,i(keteu/ei,ἱκετεύω,verb,mhdeni\,μηδείς,pronoun,kateipei=n,κατεῖπον,verb,tw=n,ὁ,article,r(hqhsome/nwn,ἐρῶ,verb,mhde\n,μηδείς,pronoun,kai\,καί,conjunction,o(rki/zei,ὁρκίζω,verb,th\n,ὁ,article,pa/trion,πάτριος,adjective,qeo\n,θεός,noun,*)/artemin,Ἄρτεμις,proper,cumpra/cein,συμπράσσω,verb,pa/nta,πᾶς,adjective,o(/sa,ὅσος,adjective,a)\n,ἄν,particle,au)tou=,αὐτός,pronoun,dehqh=|,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ani/sthsin,ἀνίστημι,verb,au)th\n,αὐτός,pronoun,o(,ὁ,article,*eu)/docos,Εὔδοξος,proper,polla\,πολύς,adjective,qrhnou=san,θρηνέω,verb,kai\,καί,conjunction,qarrei=n,θαρσέω,verb,pareka/lei,παρακαλέω,verb,kai\,καί,conjunction,e)pw/mnue,ἐπόμνυμι,verb,pa/nta,πᾶς,adjective,poih/sein,ποιέω,verb,u(pisxnou/menos,ὑποσχέθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*le/gei,λέγω,verb,dh\,δή,particle,au)tw=|,αὐτός,pronoun,to\n,ὁ,article,*(abroko/mou,ἁβροκόμης,noun,e)/rwta,ἔρως,noun,kai\,καί,conjunction,tou\s,ὁ,article,o(/rkous,ὅρκος,noun,tou\s,ὁ,article,pro\s,πρός,preposition,e)kei=non,ἐκεῖνος,pronoun,kai\,καί,conjunction,ta\s,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,swfrosu/nhs,σωφροσύνη,noun,sunqh/kas,συνθήκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
