word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/70/@_form,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/25/lemma/@_entry,word/25/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/66/lemma/@_entry,word/66/lemma/@_POS,word/70/lemma/@_entry,word/70/lemma/@_POS,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/lemma/@_entry,word/75/lemma/@_POS,word/79/lemma/@_entry,word/79/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/69/lemma/@_entry,word/69/lemma/@_POS,word/9/lemma/@_entry,word/9/lemma/@_POS,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS,word/33/lemma/@_entry,word/33/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/58/lemma/@_entry,word/58/lemma/@_POS
desmeu/ousin,de\,δέ,particle,forti/a,φορτίον,noun,bare/a,βαρύς,adjective,kai\,καί,conjunction,e)pitiqe/asin,e)pi\,ἐπί,preposition,tou\s,ἐπιτίθημι,verb,ὁ,article,w)/mous,tw=n,a)nqrw/pwn,ἄνθρωπος,noun,au)toi\,αὐτός,pronoun,de\,δέ,particle,tw=|,ὁ,article,daktu/lw|,δάκτυλος,noun,au)tw=n,αὐτός,pronoun,ou),οὐ,adverb,qe/lousin,ἐθέλω,verb,kinh=sai,κινέω,verb,au)ta/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦμος,noun,,,,,,,,,,,,,,,,,,,δεσμεύω,verb,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,de\,δέ,particle,ta\,ὁ,article,e)/rga,ἔργον,noun,au)tw=n,αὐτός,pronoun,poiou=sin,pro\s,πρός,preposition,to\,ποιέω,verb,ὁ,article,qeaqh=nai,toi=s,a)nqrw/pois,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θεάομαι,verb,,,,,,,,,,,,,,,,,,,πᾶς,adjective,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
platu/nousi,ga\r,γάρ,particle,ta\,ὁ,article,fulakth/ria,φυλακτήριον,noun,au)tw=n,αὐτός,pronoun,kai\,megalu/nousi,μεγαλύνω,verb,ta\,καί,conjunction,ὁ,article,kra/speda,filou=si,de\,δέ,particle,th\n,ὁ,article,prwtoklisi/an,πρωτοκλισία,noun,e)n,ἐν,preposition,toi=s,ὁ,article,dei/pnois,δεῖπνον,noun,kai\,καί,conjunction,ta\s,ὁ,article,prwtokaqedri/as,πρωτοκαθεδρία,noun,e)n,ἐν,preposition,tai=s,ὁ,article,sunagwgai=s,συναγωγή,noun,kai\,tou\s,ὁ,article,a)spasmou\s,ἀσπασμός,noun,e)n,tai=s,ὁ,article,a)gorai=s,ἀγορά,noun,kai\,kalei=sqai,u(po\,ὑπό,preposition,tw=n,ὁ,article,a)nqrw/pwn,ἄνθρωπος,noun,*(rabbei/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κράσπεδον,noun,καί,conjunction,ἐν,preposition,,,,,,,,,,,,,,,πλατύνω,verb,,,φιλέω,verb,καί,conjunction,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,de\,δέ,particle,mh\,μή,conjunction,klhqh=te,καλέω,verb,*(rabbei/,,,ei(=s,ga/r,γάρ,particle,e)stin,εἷς,adjective,εἰμί,verb,u(mw=n,o(,dida/skalos,διδάσκαλος,noun,pa/ntes,πᾶς,adjective,de\,δέ,particle,u(mei=s,σύ,pronoun,a)delfoi/,ἀδελφός,adjective,e)ste,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,pate/ra,πατήρ,noun,mh\,μή,conjunction,kale/shte,καλέω,verb,u(mw=n,σύ,pronoun,e)pi\,th=s,ὁ,article,gh=s,ἐπί,preposition,γῆ,noun,ei(=s,ga/r,e)stin,εἰμί,verb,u(mw=n,σύ,pronoun,o(,ὁ,article,path\r,πατήρ,noun,o(,ὁ,article,ou)ra/nios,οὐράνιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἷς,adjective,,,,,,,,,,,,,,,,,,,καί,conjunction,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,klhqh=te,καλέω,verb,kaqhghtai/,καθηγητής,noun,o(/ti,ὅστις,pronoun,kaqhghth\s,καθηγητής,noun,u(mw=n,e)sti\n,εἰμί,verb,ei(=s,σύ,pronoun,εἷς,adjective,o(,xristo/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,μηδέ,particle,,,χριστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,mei/zwn,μέγας,adverb,u(mw=n,σύ,pronoun,e)/stai,εἰμί,verb,u(mw=n,dia/konos,διάκονος,noun,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/ostis,de\,δέ,particle,u(yw/sei,ὑψόω,verb,e(auto\n,ἑαυτοῦ,pronoun,tapeinwqh/setai,ταπεινόω,verb,kai\,o(/stis,ὅστις,pronoun,tapeinw/sei,καί,conjunction,ταπεινόω,verb,e(auto\n,u(ywqh/setai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,ὅστις,pronoun,,,ὑψόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)ai\,de\,δέ,particle,u(mi=n,σύ,pronoun,grammatei=s,γραμματεύς,noun,kai\,καί,conjunction,*farisai=oi,u(pokritai/,ὑποκριτής,noun,o(/ti,Φαρισαῖος,proper,ὅστις,pronoun,klei/ete,th\n,basilei/an,βασιλεία,noun,tw=n,ὁ,article,ou)ranw=n,οὐρανός,noun,e)/mprosqen,ἔμπροσθεν,adverb,tw=n,ὁ,article,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κλέω,verb,,,,,,,,,,,,,,,,,,,οὐαί,interjection,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,ga\r,γάρ,particle,ou)k,οὐ,adverb,ei)se/rxesqe,εἰσέρχομαι,verb,ou)de\,οὐδέ,particle,tou\s,ei)serxome/nous,εἰσέρχομαι,verb,a)fi/ete,ὁ,article,ἀφίημι,verb,ei)selqei=n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰσέρχομαι,verb,,,,,,,,,,,,,,,,,,,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)ai\,u(mi=n,σύ,pronoun,grammatei=s,γραμματεύς,noun,kai\,καί,conjunction,*farisai=oi,Φαρισαῖος,proper,u(pokritai/,o(/ti,ὅστις,pronoun,peria/gete,ὑποκριτής,noun,περιάγω,verb,th\n,qa/lassan,kai\,καί,conjunction,th\n,ὁ,article,chra\n,ξηρός,adjective,poih=sai,ποιέω,verb,e(/na,ἕνος,adjective,prosh/luton,προσήλυτος,adjective,kai\,καί,conjunction,o(/tan,ὅταν,conjunction,ge/nhtai,γίγνομαι,verb,poiei=te,ποιέω,verb,au)to\n,αὐτός,pronoun,ui(o\n,υἱός,noun,gee/nnhs,diplo/teron,διπλός,adjective,u(mw=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,γέεννα,noun,,,,,,,,,,,,,,,,,οὐαί,interjection,,,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)ai\,u(mi=n,σύ,pronoun,o(dhgoi\,ὁδηγός,noun,tufloi\,τυφλός,adjective,oi(,ἕ,pronoun,le/gontes,*(\os,ὅς,pronoun,a)\n,λέγω,verb,ἄν,particle,o)mo/sh|,e)n,tw=|,ὁ,article,naw=|,ναός,noun,ou)de/n,οὐδείς,pronoun,e)stin,εἰμί,verb,o(\s,ὅς,pronoun,d',δέ,particle,a)\n,ἄν,particle,o)mo/sh|,ὄμνυμι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,xrusw=|,χρυσός,noun,tou=,ὁ,article,naou=,o)fei/lei,ὀφέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὄμνυμι,verb,ναός,noun,,,,,,,,,,,,,,,,,οὐαί,interjection,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,
mwroi\,kai\,καί,conjunction,tufloi/,τυφλός,adjective,ti/s,τίς,pronoun,ga\r,γάρ,particle,mei/zwn,e)sti/n,εἰμί,verb,o(,μέγας,adverb,ὁ,article,xruso\s,h)\,o(,ὁ,article,nao\s,ναός,noun,o(,ὁ,article,a(gia/sas,ἁγιάζω,verb,to\n,ὁ,article,xruso/n,χρυσός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρυσός,noun,,,,,,,,,,,,,,,,,,,μωρός,adjective,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,*(\os,ὅς,pronoun,a)\n,ἄν,particle,o)mo/sh|,ὄμνυμι,verb,e)n,ἐν,preposition,tw=|,qusiasthri/w|,θυσιαστήριον,noun,ou)de/n,ὁ,article,οὐδείς,pronoun,e)stin,o(\s,d',δέ,particle,a)\n,ἄν,particle,o)mo/sh|,ὄμνυμι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,dw/rw|,δῶρον,noun,tw=|,ὁ,article,e)pa/nw,ἐπάνω,adverb,au)tou=,αὐτός,pronoun,o)fei/lei,ὀφέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,καί,conjunction,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
tufloi/,ti/,τίς,pronoun,ga\r,γάρ,particle,mei=zon,μέγας,adverb,to\,ὁ,article,dw=ron,h)\,ἠέ,conjunction,to\,δῶρον,noun,ὁ,article,qusiasth/rion,to\,a(gia/zon,ἁγιάζω,verb,to\,ὁ,article,dw=ron,δῶρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θυσιαστήριον,noun,,,,,,,,,,,,,,,,,,,τυφλός,adjective,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ou)=n,οὖν,particle,o)mo/sas,ὄμνυμι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,qusiasthri/w|,o)mnu/ei,ὄμνυμι,verb,e)n,θυσιαστήριον,noun,ἐν,preposition,au)tw=|,kai\,e)n,ἐν,preposition,pa=si,πᾶς,adjective,toi=s,ὁ,article,e)pa/nw,ἐπάνω,adverb,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,ὁ,article,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(,ὁ,article,o)mo/sas,ὄμνυμι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,naw=|,o)mnu/ei,ὄμνυμι,verb,e)n,ναός,noun,ἐν,preposition,au)tw=|,kai\,e)n,ἐν,preposition,tw=|,ὁ,article,katoikou=nti,κατοικέω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,καί,conjunction,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(,ὁ,article,o)mo/sas,ὄμνυμι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,ou)ranw=|,o)mnu/ei,ὄμνυμι,verb,e)n,οὐρανός,noun,ἐν,preposition,tw=|,qro/nw|,tou=,ὁ,article,qeou=,θεός,noun,kai\,καί,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,kaqhme/nw|,κάθημαι,verb,e)pa/nw,ἐπάνω,adverb,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,καί,conjunction,,,θρόνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)ai\,u(mi=n,σύ,pronoun,grammatei=s,γραμματεύς,noun,kai\,καί,conjunction,*farisai=oi,Φαρισαῖος,proper,u(pokritai/,o(/ti,ὅστις,pronoun,a)podekatou=te,ὑποκριτής,noun,ἀποδεκατόω,verb,to\,h(du/osmon,kai\,καί,conjunction,to\,ὁ,article,a)/nhqon,ἄνηθον,noun,kai\,καί,conjunction,to\,ὁ,article,ku/minon,κύμινον,adjective,kai\,καί,conjunction,a)fh/kate,ἀφίημι,verb,ta\,ὁ,article,baru/tera,βαρύς,adjective,tou=,ὁ,article,no/mou,νόμος,noun,th\n,kri/sin,κρίσις,adjective,kai\,καί,conjunction,to\,e)/leos,ἔλεος,noun,kai\,καί,conjunction,th\n,pi/stin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁ,article,ὁ,article,,,,,,,,,,,,,,,οὐαί,interjection,,,ἡδύοσμον,noun,ὁ,article,πίστις,noun,,,,,,,,,,,,,,,,,,,,,,
tau=ta,de\,δέ,particle,e)/dei,δέω,verb,poih=sai,ποιέω,verb,ka)kei=na,ἐκεῖνος,pronoun,mh\,a)fei=nai,ἀφίημι,verb,,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(dhgoi\,tufloi/,τυφλός,adjective,diuli/zontes,διυλίζω,verb,to\n,ὁ,article,kw/nwpa,κώνωψ,noun,th\n,de\,δέ,particle,ka/mhlon,ὁ,article,κάμηλος,noun,katapi/nontes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καταπίνω,verb,,,,,,,,,,,,,,,,,,,ὁδηγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)ai\,u(mi=n,σύ,pronoun,grammatei=s,γραμματεύς,noun,kai\,καί,conjunction,*farisai=oi,Φαρισαῖος,proper,u(pokritai/,o(/ti,ὅστις,pronoun,kaqari/zete,ὑποκριτής,noun,καθαρίζω,verb,to\,e)/cwqen,tou=,ὁ,article,pothri/ou,ποτήριον,noun,kai\,καί,conjunction,th=s,ὁ,article,paroyi/dos,παροψίς,noun,e)/swqen,ἔσωθεν,adverb,de\,δέ,particle,ge/mousin,γέμω,verb,e)c,ἐκ,preposition,a(rpagh=s,ἁρπαγή,noun,kai\,καί,conjunction,a)krasi/as,ἀκρασία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,οὐαί,interjection,,,ἔξωθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,
*farisai=e,tufle/,τυφλός,adjective,kaqa/rison,καθαρίζω,verb,prw=ton,πρότερος,adjective,to\,ὁ,article,e)/ntos,tou=,ὁ,article,pothri/ou,ἔντεα,noun,ποτήριον,noun,kai\,th=s,paroyi/dos,παροψίς,noun,i(/na,ἵνα,conjunction,ge/nhtai,γίγνομαι,verb,kai\,καί,conjunction,to\,ὁ,article,e)kto\s,ἐκτός,adverb,au)tou=,αὐτός,pronoun,kaqaro/n,καθαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,Φαρισαῖος,proper,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)ai\,u(mi=n,σύ,pronoun,grammatei=s,γραμματεύς,noun,kai\,καί,conjunction,*farisai=oi,Φαρισαῖος,proper,u(pokritai/,o(/ti,ὅστις,pronoun,paromoia/zete,ὑποκριτής,noun,παρομοιάζω,verb,ta/fois,kekoniame/nois,oi(/tines,ὅστις,pronoun,e)/cwqen,ἔξωθεν,adverb,me\n,μέν,particle,fai/nontai,φαίνω,verb,w(rai=oi,ὡραῖος,adjective,e)/swqen,ἔσωθεν,adverb,de\,δέ,particle,ge/mousin,γέμω,verb,o)ste/wn,ὀστέον,noun,nekrw=n,νεκρός,noun,kai\,καί,conjunction,pa/shs,πᾶς,adjective,a)kaqarsi/as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τάφος,noun,ἀκαθαρσία,noun,,,,,,,,,,,,,,,,,οὐαί,interjection,,,κονιάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
