word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS
e)n,ἐν,preposition,poi/w|,ποῖος,adjective,dh\,δή,particle,lo/gw|,λόγος,noun,nu=n,νῦν,adverb,e)gkalei=q',ἐγκαλέω,verb,w(s,ὡς,conjunction,pare/dwken,παραδίδωμι,verb,w)=,ὦ,interjection,*cenopei/qh,,,kai\,καί,conjunction,*nausi/maxe,Ναυσίμαχος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,me\n,μέν,particle,ga\r,γάρ,particle,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)podo/nti,ἀποδίδωμι,verb,di/kas,δίκη,adjective,e)lagxa/nete,λαγχάνω,verb,kai\,καί,conjunction,xrh/mat',χρῆμα,adjective,e)pra/ttesqe,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)p',ἐπί,preposition,a)mfo/ter',ἀμφότερος,adjective,e)/stai,εἰμί,verb,sukofantei=n,συκοφαντέω,verb,u(mi=n,σύ,pronoun,kai\,καί,conjunction,tote\,τοτέ,adverb,me\n,μέν,particle,tou=,ὁ,article,mh\,μή,conjunction,paradou=nai,παραδίδωμι,verb,xrh/mat',χρῆμα,adjective,e)pra/casqe,πράσσω,verb,tote\,τοτέ,adverb,d',δέ,particle,w(s,ὡς,conjunction,parado/ntos,παραδίδωμι,verb,diw/kete,διώκω,verb,ou)de\n,οὐδείς,pronoun,kwlu/ei,κωλύω,verb,kai\,καί,conjunction,tri/ton,τρίτος,adjective,ti,skopei=n,σκοπάω,verb,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,o(/tou,ὅστις,pronoun,pa/lin,πάλιν,adverb,dika/sesqe,δικάζω,verb,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,no/moi,νόμος,noun,d',δέ,particle,ou),οὐ,adverb,tau=ta,οὗτος,pronoun,le/gousin,λέγω,verb,a)ll',ἀλλά,adverb,a(/pac,ἅπαξ,adverb,peri\,περί,preposition,tw=n,ὁ,article,au)tw=n,αὐτός,pronoun,pro\s,πρός,preposition,to\n,ὁ,article,au)to\n,αὐτός,pronoun,ei)=nai,εἰμί,verb,ta\s,ὁ,article,di/kas,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,toi/nun,τοίνυν,particle,ei)dh=t',οἶδα,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,mo/non,μόνος,adjective,ou)k,οὐ,adverb,a)dikou=ntai,ἀδικέω,verb,nu=n,νῦν,adverb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,para\,παρά,preposition,pa/ntas,πᾶς,adjective,h(mi=n,ἐγώ,pronoun,dika/zontai,δικάζω,verb,tou\s,ὁ,article,no/mous,νόμος,noun,bou/lomai,βούλομαι,verb,kai\,καί,conjunction,tou=ton,οὗτος,pronoun,u(mi=n,σύ,pronoun,to\n,no/mon,νόμος,noun,ei)pei=n,εἶπον,verb,o(/stis,ὅστις,pronoun,diarrh/dhn,διαρρήδην,adverb,le/gei,λέγω,verb,e)a\n,ἐάν,conjunction,pe/nt',πέντε,adverb,e)/th,ἔτης,noun,pare/lqh|,παρέρχομαι,verb,kai\,καί,conjunction,mh\,μή,conjunction,dika/swntai,δικάζω,verb,ὁ,article,mhke/t',μηκέτι,adverb,ei)=nai,εἰμί,verb,toi=s,ὁ,article,o)rfanoi=s,ὀρφανός,adjective,di/khn,δίκη,adjective,peri\,περί,preposition,tw=n,ὁ,article,e)k,ἐκ,preposition,th=s,ὁ,article,e)pitroph=s,ἐπιτροπή,noun,e)gklhma/twn,ἔγκλημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,u(mi=n,σύ,pronoun,a)nagnw/setai,ἀναγιγνώσκω,verb,to\n,ὁ,article,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou/et',ἀκούω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,tou=,ὁ,article,no/mou,νόμος,noun,le/gontos,λέγω,verb,a)/ntikrus,ἄντικρυς,adverb,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,pe/nt',πέντε,adverb,e)tw=n,ἔται,noun,dika/swntai,δικάζω,verb,mhke/t',μηκέτι,adverb,ei)=nai,εἰμί,verb,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,e)la/xomen,λαγχάνω,verb,fai=en,φημί,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dielu/sasqe/,διαλύω,verb,ge,γε,particle,w(/st',ὥστε,conjunction,ou)k,οὐ,adverb,ei)si\n,εἰμί,verb,au)=qis,αὖθις,adverb,u(mi=n,σύ,pronoun,di/kai,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,deino/n,δεινός,adjective,g',γε,particle,a)\n,ἄν,particle,ei)/h,ἀίω,verb,ei),εἰ,conjunction,tw=n,ὁ,article,me\n,μέν,particle,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,a)dikhma/twn,ἀδίκημα,noun,ou),οὐ,adverb,di/dwsin,δίδωμι,verb,e)/cw,ἔξω,adverb,pe/nt',πέντε,adverb,e)tw=n,ἔται,noun,ta\s,ὁ,article,di/kas,δίκη,adjective,toi=s,ὁ,article,o)rfanoi=s,ὀρφανός,adjective,o(,ὁ,article,no/mos,νόμος,noun,kata\,κατά,preposition,tw=n,ὁ,article,ou)k,a)feime/nwn,ἀφίημι,verb,e)pitro/pwn,ἐπίτροπος,adjective,pro\s,πρός,preposition,de\,δέ,particle,tou\s,ὁ,article,e)c,ἐκ,preposition,e)kei/nwn,ἐκεῖνος,pronoun,h(ma=s,ἐγώ,pronoun,peri\,περί,preposition,w(=n,ὅς,pronoun,au)tou\s,αὐτός,pronoun,a)fh/kate,ἀφίημι,verb,οὐ,adverb,ei)kostw=|,εἰκοστός,adjective,nu=n,νῦν,adverb,e)/tei,ἔτος,noun,di/khn,δίκη,adjective,tele/saisq',τελέω,verb,u(mei=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou/w,ἀκούω,verb,toi/nun,τοίνυν,particle,au)tou\s,αὐτός,pronoun,ta\,ὁ,article,me\n,μέν,particle,peri\,περί,preposition,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,no/mwn,νόμος,noun,di/kaia,δίκαιος,adjective,feu/cesqai,φεύγω,verb,pareskeua/sqai,παρασκευάζω,verb,de\,δέ,particle,le/gein,λέγω,verb,w(s,ὡς,conjunction,polla\,πολύς,adjective,xrh/mat',χρῆμα,adjective,au)toi=s,αὐτός,pronoun,katelei/fqh,καταλιμπάνω,verb,kai\,καί,conjunction,tau=t',οὗτος,pronoun,a)pesterh/qhsan,kai\,καί,conjunction,tekmhri/w|,τεκμήριον,noun,xrh/sesqai,χράω,verb,tou/tou,οὗτος,pronoun,tw=|,ὁ,article,mege/qei,μέγεθος,adjective,tw=n,ὁ,article,dikw=n,δίκη,adjective,a(\s,ὅς,pronoun,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,e)/laxon,λαγχάνω,verb,ἀποστερέω,verb,kai\,καί,conjunction,th\n,ὁ,article,o)rfani/an,ὀρφανία,noun,o)durei=sqai,ὀδύρομαι,verb,kai\,καί,conjunction,to\n,ὁ,article,th=s,ὁ,article,e)pitroph=s,ἐπιτροπή,noun,lo/gon,λόγος,noun,diecie/nai,διέξειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=t',οὗτος,pronoun,ei)=nai,εἰμί,verb,kai\,καί,conjunction,toiau=q',τοιοῦτος,adjective,oi(=s,ὅς,pronoun,pepisteu/kasi,πιστεύω,verb,kai\,καί,conjunction,di',διά,preposition,w(=n,ὅς,pronoun,u(ma=s,σύ,pronoun,e)capath/sein,ἐξαπατάω,verb,oi)/ontai,οἴομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,to\,ὁ,article,me\n,μέν,particle,tw=n,ὁ,article,dikw=n,δίκη,adjective,me/geqos,μέγεθος,adjective,tw=n,ὁ,article,to/te,τότε,adverb,lhxqeisw=n,λαγχάνω,verb,mei=zon,μέγας,adverb,h(gou=mai,ἡγέομαι,verb,tekmh/rion,τεκμήριον,noun,h(mi=n,ἐγώ,pronoun,w(s,ὡς,conjunction,e)sukofantei=q',συκοφαντέω,verb,o(,ὁ,article,path/r,πατήρ,noun,h)\,ἠέ,conjunction,tou/tois,οὗτος,pronoun,w(s,ὡς,conjunction,po/ll',πολύς,adjective,a)pesterou=nto,ἀποστερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)gdoh/konta,ὀγδοήκοντα,noun,me\n,μέν,particle,ga\r,γάρ,particle,ta/lant',τάλαντον,noun,e)/xwn,ἔχω,verb,e)cele/gxein,ἐξελέγχω,verb,ou)de\,οὐδέ,particle,ei(=s,εἷς,adjective,a)\n,ἄν,particle,tri/a,τρεῖς,noun,labw\n,λαμβάνω,verb,a)phlla/gh,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosou/twn,τοσοῦτος,adjective,de\,δέ,particle,xrhma/twn,χρῆμα,adjective,e)pitroph=s,ἐπιτροπή,noun,feu/gwn,φεύγω,verb,ou)dei\s,οὐδείς,pronoun,e)/stin,εἰμί,verb,o(/stis,ὅστις,pronoun,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)/dwken,δίδωμι,verb,tri/a,τρεῖς,noun,ta/lanta,τάλαντον,noun,to\n,ὁ,article,ki/ndunon,κίνδυνος,noun,w)nou/menos,ὠνέομαι,verb,kai\,καί,conjunction,ta\,ὁ,article,fu/sei,φύσις,noun,to/te,τότε,adverb,tou/tois,οὗτος,pronoun,pleonekth/maq',πλεονέκτημα,noun,u(pa/rxonta,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,o)rfanoi\,ὀρφανός,adjective,kai\,καί,conjunction,ne/oi,νέος,adjective,kai\,καί,conjunction,o(poi=oi/,ὁποῖος,adjective,tine/s,τις,pronoun,ei)sin,εἰμί,verb,a)gnw=tes,ἀγνώς,noun,h)=san,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,pa/ntes,πᾶς,adjective,fasi\n,φημί,verb,mega/lwn,μέγας,adverb,dikai/wn,δίκαιος,adjective,i)sxu/ein,ἰσχύω,verb,ple/on,πλέος,adjective,par',παρά,preposition,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
