word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/50/lemma/@_entry,word/50/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
ei),εἰ,conjunction,me\n,μέν,particle,ga\r,γάρ,particle,a)nelei=n,ἀναιρέω,verb,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,boulo/menos,βούλομαι,verb,metepe/mpeto,μεταπέμπω,verb,th\n,ὁ,article,a)rxh/n,ἀρχή,noun,w(/sper,ὥσπερ,adverb,h(mei=s,ἐγώ,pronoun,famen,φημί,verb,ou)dei\s,οὐδείς,pronoun,e)/nesti,ἔνειμι,verb,tou/tois,οὗτος,pronoun,lo/gos,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,ou(/tw,οὕτως,adverb,parafronw=n,παραφρονέω,verb,e)/tuxen,τυγχάνω,verb,w(/sq',ὥστε,conjunction,h(ma=s,ἐγώ,pronoun,a)ei\,ἀεί,adverb,peri\,περί,preposition,e)laxi/stou,ἐλάχιστος,adjective,poiei=sqai,ποιέω,verb,tou\s,ὁ,article,ge/nei,γένος,noun,prwteu/ontas,πρωτεύω,verb,kai\,καί,conjunction,xrwme/nous,χράομαι,verb,au)tw=|,αὐτός,pronoun,pa/ntwn,πᾶς,adjective,oi)keio/tata,οἰκεῖος,adjective,dikai/ws,δίκαιος,adjective,a)\n,ἄν,particle,dh/pou,ta\s,ὁ,article,toiau/tas,τοιοῦτος,adjective,diaqh/kas,διαθήκη,noun,a)ku/rous,ἄκυρος,adjective,poih/saite,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δήπου,particle,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,toi/nun,τοίνυν,particle,e)nqumei=sqe,ἐνθυμέομαι,verb,o(/ti,ὅστις,pronoun,fa/skontes,φάσκω,verb,kalei=n,καλέω,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,*klew/numon,Κλεώνυμος,proper,i(/na,ἵνα,conjunction,bebaiw/sh|,βεβαιόω,verb,th\n,ὁ,article,au(tw=n,ἑαυτοῦ,pronoun,dwrea/n,δωρεά,noun,prostaxqe\n,προσστάζω,verb,au)toi=s,αὐτός,pronoun,ou)k,οὐ,adverb,e)to/lmhsan,τολμάω,verb,ei)sagagei=n,εἰσάγω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,to\n,e)lqo/nta,ἔρχομαι,verb,tw=n,ὁ,article,a)rxo/ntwn,ἄρχων,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,qu/ran,θύρα,noun,a)pe/pemyan,ἀποπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,duoi=n,δύο,adjective,toi=n,ὁ,article,e)nantiwta/toin,ἐναντίος,adjective,qa/tera,ἕτερος,adjective,me/llontes,μέλλω,verb,h)\,ἠέ,conjunction,th\n,ὁ,article,ou)si/an,οὐσία,adjective,e(/cein,ἔχω,verb,bebaiote/ran,βέβαιος,adjective,h)\,ἠέ,conjunction,e)kei/nw|,ἐκεῖνος,pronoun,mh\,μή,conjunction,poih/santes,ποιέω,verb,a)pexqh/sesqai,ἀπέσσομαι,verb,th\n,ὁ,article,a)pe/xqeian,ἀπέχθεια,noun,ei(/lonto,αἱρέω,verb,ma=llon,μᾶλλον,adverb,tau/ths,οὗτος,pronoun,th=s,dwrea=s,δωρεά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,a)\n,ἄν,particle,e(/tera,ἕτερος,adjective,tou/twn,οὗτος,pronoun,ge/noito,γίγνομαι,verb,a)pisto/tera,ἄπιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,me\n,μέν,particle,thlikau=ta,τηλικοῦτος,adjective,me/llontas,μέλλω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,pra/gmatos,πρᾶγμα,noun,kerdai/nein,κερδαίνω,verb,w(/sper,ὥσπερ,adverb,zhmiwqhsome/nous,ζημιόω,verb,fula/casqai,φυλάσσω,verb,th\n,ὁ,article,diakoni/an,διακονία,noun,*klew/numon,Κλεώνυμος,proper,d',δέ,particle,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,tou/twn,οὗτος,pronoun,w)felei/as,ὠφέλεια,noun,tosau/thn,τοσοῦτος,adjective,poih/sasqai,ποιέω,verb,spoudh\n,w(/ste,ὥστε,conjunction,*poseidi/ppw|,,,me/n,μέν,particle,o(/ti,ὅστις,pronoun,kathme/lhsen,καταμελέω,verb,o)rgisqh=nai,ὀργίζω,verb,*diokle/ous,Διοκλέης,proper,de\,δέ,particle,tau)ta\,ταυτός,adjective,pa/lin,πάλιν,adverb,e)s,εἰς,preposition,th\n,ὁ,article,u(sterai/an,ὑστεραῖος,adjective,dehqh=nai,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σπουδή,noun,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,dh/,δή,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,w(s,ὡς,conjunction,ou(=toi/,οὗτος,pronoun,fasin,φημί,verb,e)n,ἐν,preposition,tai=s,ὁ,article,nu=n,νῦν,adverb,gegramme/nais,γράφω,verb,diaqh/kais,διαθήκη,noun,e)/dwken,δίδωμι,verb,au)toi=s,αὐτός,pronoun,th\n,ὁ,article,ou)si/an,οὐσία,adjective,kai\,καί,conjunction,tou=t',οὗτος,pronoun,a)/cion,ἄξιος,adjective,ei)=nai/,εἰμί,verb,moi,dokei=,δοκέω,verb,qauma/zein,θαυμάζω,verb,o(/,ὅς,pronoun,ti/,τίς,pronoun,pote,ποτέ,particle,e)panorqw/sas,ἐπανορθόω,verb,kuriwte/ras,κύριος,adjective,au)ta\s,αὐτός,pronoun,h(gei=t',ἁγέομαι,verb,a)\n,ἄν,particle,poih=sai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,ga\r,γάρ,particle,a)/llois,ἄλλος,adjective,ou(=tos,οὗτος,pronoun,o(/ros,ὅρος,adjective,e)sti/n,εἰμί,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,tw=n,ὁ,article,dwrew=n,δωρεά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,ei)/,εἰ,conjunction,ti,τις,pronoun,prosgra/yai,προσγράφω,verb,tou/tois,οὗτος,pronoun,e)bou/leto,βούλομαι,verb,dia\,διά,preposition,ti/,τίς,pronoun,ou)k,οὐ,adverb,e)n,ἐν,preposition,e(te/rw|,ἕτερος,adjective,gra/yas,γράφω,verb,au)ta\,αὐτός,pronoun,grammatei/w|,γραμματεῖον,noun,kate/lipen,καταλιμπάνω,verb,e)peidh\,ἐπεί,conjunction,ta\,ὁ,article,gra/mmata,γράμμα,noun,para\,παρά,preposition,tw=n,a)rxo/ntwn,ἄρχων,noun,ou)k,οὐ,adverb,e)dunh/qh,δύναμαι,verb,labei=n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,
a)nelei=n,ἀναιρέω,verb,me\n,μέν,particle,ga/r,γάρ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou)x,οὐ,adverb,oi(=o/s,οἷος,adjective,t',τε,particle,h)=n,εἰμί,verb,a)/llo,ἄλλος,adjective,grammatei=on,γραμματεῖον,noun,h)\,ἠέ,conjunction,to\,ὁ,article,para\,παρά,preposition,th=|,ὁ,article,a)rxh=|,ἀρχή,noun,kei/menon,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gra/yai,γράφω,verb,d',δέ,particle,e)ch=n,ἔξεστι,verb,ei)s,εἰς,preposition,e(/teron,ἕτερος,adjective,ei)/,εἰ,conjunction,ti,τις,pronoun,e)bou/leto,βούλομαι,verb,kai\,καί,conjunction,mhde\,μηδέ,particle,tou=q',οὗτος,pronoun,h(mi=n,ἐγώ,pronoun,a)mfisbhth/simon,ἀμφισβητήσιμος,adjective,e)a=n,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,toi/nun,τοίνυν,particle,kai\,καί,conjunction,tou=to,οὗτος,pronoun,sugxwrh/saimen,συγχωρέω,verb,w(s,ὡς,conjunction,e)kei=nos,ἐκεῖνος,pronoun,e)panorqw=sai,ἐπανορθόω,verb,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,e)bou/leto,βούλομαι,verb,pa=si,πᾶς,adjective,dh/pou,δήπου,particle,fanero\n,φανερός,adjective,u(mi=n,σύ,pronoun,e)stin,εἰμί,verb,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,o)rqw=s,ὀρθός,adjective,au)ta\s,αὐτός,pronoun,e)/xein,ἔχω,verb,h(gei=to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἁγέομαι,verb,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,skopei=te,σκοπάω,verb,kai\,καί,conjunction,e)nteu=qen,ἐντεῦθεν,adverb,th\n,ὁ,article,a)naisxunti/an,ἀναισχυντία,noun,au)tw=n,αὐτός,pronoun,oi(/tines,ὅστις,pronoun,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,a)ciou=sin,ἀξιόω,verb,ei)=nai,εἰμί,verb,kuri/as,κύριος,adjective,a(\s,ὅς,pronoun,o(mologou=si,ὁμολογέω,verb,mhd',μηδέ,particle,au)to\n,αὐτός,pronoun,to\n,ὁ,article,diaqe/menon,διατίθημι,verb,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rqw=s,ὀρθός,adjective,e)/xein,ἔχω,verb,h(gei=sqai,ἡγέομαι,verb,kai\,καί,conjunction,pei/qousin,πείθω,verb,u(ma=s,σύ,pronoun,e)nanti/a,ἐναντίος,adjective,kai\,καί,conjunction,toi=s,ὁ,article,no/mois,νόμος,noun,kai\,καί,conjunction,tw=|,ὁ,article,dikai/w|,δίκαιος,adjective,kai\,καί,conjunction,th=|,ὁ,article,tou=,ὁ,article,teteleuthko/tos,τελευτάω,verb,gnw/mh|,γνώμη,noun,yhfi/sasqai,ψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,toi/nun,τοίνυν,particle,tou/twn,οὗτος,pronoun,a(pa/ntwn,ἅπας,adjective,a)naide/statos,ἀναιδής,adjective,tw=n,ὁ,article,lo/gwn,λόγος,noun,e)sti/n,εἰμί,verb,o(/tan,ὅταν,conjunction,tolmw=si,τολμάω,verb,le/gein,λέγω,verb,w(s,ὡς,conjunction,*klew/numos,Κλεώνυμος,proper,ou)de\n,οὐδείς,pronoun,h(ma=s,ἐγώ,pronoun,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,labei=n,λαμβάνω,verb,e)bou/leto,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ti/nas,τίς,pronoun,a)\n,ἄν,particle,a)/llous,ἄλλος,adjective,tau=ta,οὗτος,pronoun,e)/xein,ἔχω,verb,e)boulh/qh,βούλομαι,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,tou/tous,οὗτος,pronoun,ou(\s,ὅς,pronoun,kai\,καί,conjunction,zw=n,ζάω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,plei=sta,πλεῖστος,adjective,tw=n,ὁ,article,oi)kei/wn,οἰκεῖος,adjective,w)fe/lei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὠφελέω,verb,,,,,,,,,,,,,,,,,
pa/ntwn,πᾶς,adjective,d',δέ,particle,a)\n,ἄν,particle,ei)/h,ἀίω,verb,qaumasiw/taton,θαυμάσιος,adjective,ei),εἰ,conjunction,*khfi/sandros,,,me\n,μέν,particle,o(,ὁ,article,tou/twn,οὗτος,pronoun,oi)kei=os,οἰκεῖος,adjective,di/kaion,δίκαιος,adjective,h(gei=to,ἁγέομαι,verb,ei)=nai,εἰμί,verb,me/ros,μέρος,noun,e(/kaston,ἕκαστος,adjective,h(mw=n,ἐγώ,pronoun,e)/xein,ἔχω,verb,th=s,ὁ,article,ou)si/as,οὐσία,adjective,*klew/numos,Κλεώνυμος,proper,d',o(\s,ὅς,pronoun,h)=n,εἰμί,verb,h(mi=n,ἐγώ,pronoun,oi)keio/tatos,οἰκεῖος,adjective,kai\,καί,conjunction,h(ma=s,ἐγώ,pronoun,ei)s,εἰς,preposition,th\n,ὁ,article,oi)ki/an,οἰκία,noun,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,labw\n,λαμβάνω,verb,e)qera/peue,θεραπεύω,verb,kai\,καί,conjunction,e)pemelei=to,ἐπιμελέομαι,verb,tw=n,ὁ,article,h(mete/rwn,ἡμέτερος,adjective,w(/sper,ὥσπερ,adverb,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,pragma/twn,πρᾶγμα,noun,ou(=tos,οὗτος,pronoun,mo/nos,μόνος,adjective,e)bou/leto,βούλομαι,verb,h(ma=s,ἐγώ,pronoun,a)klh/rous,ἄκληρος,adjective,ei)=nai,εἰμί,verb,tw=n,ὁ,article,au(tou=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/s,τίς,pronoun,a)\n,ἄν,particle,u(mw=n,σύ,pronoun,pisteu/seien,πιστεύω,verb,eu)nouste/rous,εὔνους,adjective,kai\,καί,conjunction,metriwte/rous,μέτριος,adjective,tou\s,ὁ,article,a)ntidi/kous,ἀντίδικος,adjective,h(mi=n,ἐγώ,pronoun,ei)=nai,εἰμί,verb,tw=n,ὁ,article,oi)keiota/twn,οἰκεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)kei=non,ἐκεῖνος,pronoun,me/n,μέν,particle,w(=|,ὅς,pronoun,kai\,καί,conjunction,a)nagkai=on,ἀναγκαῖος,adjective,eu)=,εὖ,adverb,poiei=n,ποιέω,verb,h(ma=s,ἐγώ,pronoun,kai\,καί,conjunction,ai)sxro\n,αἰσχρός,adjective,h(mw=n,ἐγώ,pronoun,a)melh=sai,ἀμελέω,verb,mhde\n,μηδείς,pronoun,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,h(mi=n,ἐγώ,pronoun,dou=nai,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tous,οὗτος,pronoun,de/,δέ,particle,oi(=s,ὅς,pronoun,ou)/t',οὔτε,adverb,a)na/gkh,ἀνάγκη,noun,e)sti\n,εἰμί,verb,ou)/t',οὔτε,adverb,ai)sxu/nhn,αἰσχύνη,adjective,ou)demi/an,οὐδείς,pronoun,fe/rei,φέρω,verb,tw=n,ὁ,article,ou),οὐ,adverb,proshko/ntwn,προσήκω,verb,w(/s,ὡς,conjunction,fasin,φημί,verb,h(mi=n,ἐγώ,pronoun,metadido/nai,μεταδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tau=ta,οὗτος,pronoun,me/n,μέν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,pollh\n,πολύς,adjective,a)pisti/an,ἀπιστία,adjective,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,ei),εἰ,conjunction,me\n,μέν,particle,kai\,καί,conjunction,nu=n,νῦν,adverb,ou(/tw,οὕτως,adverb,pro\s,πρός,preposition,a)mfote/rous,ἀμφότερος,adjective,h(ma=s,ἐγώ,pronoun,e)/xwn,ἔχω,verb,e)teleu/thsen,τελευτάω,verb,w(/sper,ὥσπερ,adverb,o(/te,ὅτε,conjunction,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,tau/tas,οὗτος,pronoun,e)poih/sato,ποιέω,verb,ei)ko/tws,ἐοικότως,adverb,a)/n,ἄν,particle,tis,τις,pronoun,u(mw=n,σύ,pronoun,pisteu/seie,toi=s,ὁ,article,lo/gois,λόγος,noun,toi=s,ὁ,article,toutwni/,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πιστεύω,verb,,,,,,,,,,,,,,,,,
nuni\,νυνί,adverb,de\,δέ,particle,pa=n,πᾶς,adjective,tou)nanti/on,ἐναντίον,adverb,eu(rh/sete,εὑρίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
