word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
mo/na,μόνος,adjective,de\,δέ,particle,tau=ta,οὗτος,pronoun,tw=n,ὁ,article,a)qlhma/twn,ἄθλημα,noun,e)fe/ntos,ἐφίημι,verb,au)tou=,αὐτός,pronoun,toi=s,ὁ,article,poli/tais,πολίτης,noun,a)gwni/zesqai,ἀγωνίζομαι,verb,o(/pou,ὅπου,adverb,h(,xei\r,χείρ,noun,ou)k,οὐ,adverb,a)natei/netai,ἀνατείνω,verb,e)pu/qeto/,πύθω,verb,tis,τις,pronoun,th\n,ὁ,article,ai)ti/an,αἰτία,noun,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de/,δέ,particle,o(/pws,ὅπως,conjunction,ei)=pe,εἶπον,verb,mhdei\s,μηδείς,pronoun,au)tw=n,αὐτός,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,ponei=n,πονέω,verb,a)pauda=n,ἀπαυδάω,verb,e)qi/zhtai,ἐθίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rwtw=ntos,ἐρωτάω,verb,de/,δέ,particle,tinos,τις,pronoun,dia\,διά,preposition,ti/,τίς,pronoun,pukna\,πυκνός,adjective,metastratopedeu/ein,μεταστρατοπεδεύω,verb,keleu/ei,κελεύω,verb,o(/pws,ὅπως,conjunction,ei)=pe,εἶπον,verb,plei/w,πλέως,adjective,tou\s,e)xqrou\s,ἐχθρός,adjective,bla/ptwmen,βλάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llou,ἄλλος,adjective,d',δέ,particle,e)pizhtou=ntos,ἐπιζητέω,verb,dia\,διά,preposition,ti/,τίς,pronoun,purgomaxei=n,πυργομαχέω,verb,a)pei=pe,ἀπεῖπον,verb,i(/na,ἵνα,conjunction,e)/fh,φημί,verb,mh\,μή,conjunction,u(po\,ὑπό,preposition,gunaiko\s,h)\,ἠέ,conjunction,paido\s,παῖς,adjective,h)/,ἠέ,conjunction,tinos,τις,pronoun,paraplhsi/ou,παραπλήσιος,adjective,a)nqrw/pou,ἄνθρωπος,noun,oi(,ὁ,article,a)mei/nones,ἀμείνων,adjective,a)poqnh/|skwsin,ἀποθνήσκω,verb,,,,,,,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,de\,δέ,particle,sumbouleuome/nois,συμβουλεύω,verb,tw=n,ὁ,article,*qhbai/wn,Θηβαῖος,proper,peri\,περί,preposition,th=s,ὁ,article,i(erourgi/as,ἱερουργία,noun,kai\,καί,conjunction,tou=,ὁ,article,pe/nqous,πένθος,noun,h(\n,poiou=ntai,ποιέω,verb,th=|,ὁ,article,*leukoqe/a|,Λευκοθέα,proper,sunebou/leusen,συμβουλεύω,verb,ei),εἰ,conjunction,me\n,μέν,particle,qeo\n,θεός,noun,h(gou=ntai,ἡγέομαι,verb,mh\,μή,conjunction,qrhnei=n,θρηνέω,verb,ei),εἰ,conjunction,ὅς,pronoun,de\,δέ,particle,a)/nqrwpon,ἄνθρωπος,noun,mh\,μή,conjunction,i(erourgei=n,ἱερουργέω,verb,w(s,ὡς,conjunction,qew=|,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,tou\s,ὁ,article,e)pizhtou=ntas,ἐπιζητέω,verb,tw=n,ὁ,article,politw=n,πολίτης,noun,pw=s,πῶς,adverb,a)\n,ἄν,particle,polemi/wn,πολέμιος,adjective,e)/fodon,ἔφοδος,noun,a)lecoi/meqa,ἀλέξω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,ptwxoi/,πτωχός,adjective,e)/fh,φημί,verb,me/nhte,μένω,verb,kai\,καί,conjunction,mh\,μή,conjunction,mei/zwn,μέγας,adverb,a(/teros,ἅτερος,adjective,qate/rou,ἕτερος,adjective,e)ra=te,ἐράω,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa/lin,πάλιν,adverb,e)pizhtou/ntwn,ἐπιζητέω,verb,peri\,περί,preposition,teixw=n,τεῖχος,noun,ou)k,οὐ,adverb,e)/fh,φημί,verb,po/lin,πόλις,adjective,ei)=nai,εἰμί,verb,a)tei/xiston,ἀτείχιστος,adjective,h(/tis,ὅστις,pronoun,a)ndra/si,kai\,καί,conjunction,ou),οὐ,adverb,pli/nqois,πλίνθον,noun,e)stefa/nwtai,στεφανόω,verb,,,,,,,,,,,,,,,,,,,,,,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peme/lonto,ἐπιμελέομαι,verb,de\,δέ,particle,oi(,ὁ,article,*spartia=tai,Σπαρτιάτης,proper,kai\,καί,conjunction,th=s,ὁ,article,ko/mhs,κόμη,noun,a)pomnhmoneu/onte/s,ἀπομνημονεύω,verb,tina,τις,pronoun,*lukou/rgou,Λυκοῦργος,proper,lo/gon,λόγος,noun,peri\,tou/tou,οὗτος,pronoun,o(/ti,ὅστις,pronoun,tou\s,ὁ,article,me\n,μέν,particle,kalou\s,καλός,noun,eu)prepeste/rous,εὐπρεπής,adverb,,,,,,,,,,,,,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poiei=,ποιέω,verb,tou\s,ὁ,article,de\,δέ,particle,ai)sxrou\s,αἰσχρός,adjective,foberwte/rous,φοβερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parh/ggeile,παραγγέλλω,verb,de\,δέ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,pole/mois,πόλεμος,noun,treyame/nous,τρέπω,verb,kai\,καί,conjunction,nikh/santas,νικάω,verb,me/xri,μέχρι,preposition,tou=,ὁ,article,bebaiw/sasqai,βεβαιόω,verb,to\,ni/khma,νίκημα,noun,e)pidiw/kein,ἐπιδιώκω,verb,ei)=ta,εἶτα,adverb,eu)qu\s,εὐθύς,adverb,a)naxwrei=n,ἀναχωρέω,verb,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,gennai=on,γενναῖος,adjective,ou)/te,οὔτε,adverb,*(ellhniko\n,Ἑλληνικός,adjective,foneu/ein,φονεύω,verb,tou\s,ὁ,article,parakexwrhko/tas,παραχωρέω,verb,fa/skwn,φάσκω,verb,ei)=nai,εἰμί,verb,d',δέ,particle,ou),οὐ,adverb,mo/non,kalo\n,καλός,noun,tou=to,οὗτος,pronoun,kai\,καί,conjunction,megalo/yuxon,μεγαλόψυχος,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,xrh/simon,χρήσιμος,adjective,,,,,,,,,,,,,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)do/tas,οἶδα,verb,ga\r,γάρ,particle,tou\s,ὁ,article,maxome/nous,μάχομαι,verb,pro\s,πρός,preposition,au(tou\s,ἑαυτοῦ,pronoun,o(/ti,ὅστις,pronoun,fei/dontai,φείδομαι,verb,me\n,μέν,particle,tw=n,ὁ,article,e)ndido/ntwn,ἐνδίδωμι,verb,a)nairou=si,de\,δέ,particle,tou\s,ὁ,article,u(fistame/nous,ὑφίστημι,verb,tou=,ὁ,article,me/nein,μένω,verb,to\,ὁ,article,feu/gein,φεύγω,verb,w)felimw/teron,ὠφέλιμος,adjective,h(gh/sesqai,ἁγέομαι,verb,,,,,,,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
punqanome/nou,πυνθάνομαι,verb,de/,δέ,particle,tinos,τις,pronoun,dia\,διά,preposition,ti/,τίς,pronoun,tou\s,ὁ,article,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,nekrou\s,νεκρός,noun,a)phgo/reuse,ἀπαγορεύω,verb,skuleu/ein,σκυλεύω,verb,o(/pws,e)/fh,φημί,verb,mh\,μή,conjunction,kupta/zontes,κυπτάζω,verb,peri\,περί,preposition,ta\,ὁ,article,sku=la,σκῦλον,noun,th=s,ὁ,article,ma/xhs,μάχη,noun,a)melw=sin,ἀμελέω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,ὅπως,conjunction,th\n,ὁ,article,peni/an,πενία,noun,a(/ma,ἅμα,adverb,th=|,ὁ,article,ta/cei,τάξις,noun,diasw/|zwsi,διασῴζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lu/sandros,Λύσανδρος,proper,*dionusi/ou,Διονύσιον,proper,tou=,ὁ,article,th=s,ὁ,article,*sikeli/as,Σικελία,proper,tura/nnou,τύραννος,noun,pe/myantos,πέμπω,verb,au)tou=,αὐτός,pronoun,tai=s,ὁ,article,qugatra/sin,θυγάτηρ,adjective,i(ma/tia,ἱμάτιον,adjective,polutelh=,ou)k,οὐ,adverb,e)/laben,λάπτω,verb,ei)pw\n,εἶπον,verb,dedie/nai,δείδω,verb,mh\,μή,conjunction,dia\,διά,preposition,tau=ta,οὗτος,pronoun,ma=llon,μᾶλλον,adverb,ai)sxrai\,αἰσχρός,adjective,fanw=sin,φαίνω,verb,,,,πολυτελής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o)li/gon,ὀλίγος,adjective,u(/steron,ὕστερος,adjective,pro\s,πρός,preposition,to\n,ὁ,article,au)to\n,αὐτός,pronoun,tu/rannon,τύραννος,noun,e)k,ἐκ,preposition,th=s,ὁ,article,au)th=s,αὐτός,pronoun,po/lews,πόλις,adjective,a)postalei\s,presbeuth/s,πρεσβευτής,noun,prospe/myantos,προσέπειμι,verb,au)tw=|,αὐτός,pronoun,tou=,ὁ,article,*dionusi/ou,Διονύσιον,proper,du/o,δύο,adjective,stola\s,στολάς,noun,kai\,καί,conjunction,keleu/santos,κελεύω,verb,h(\n,ὅς,pronoun,bou/letai,βούλομαι,verb,ἀποστέλλω,verb,tau/thn,οὗτος,pronoun,e(lo/menon,αἱρέω,verb,th=|,ὁ,article,qugatri\,θυγάτηρ,adjective,komi/zein,κομίζω,verb,au)th\n,αὐτός,pronoun,e)kei/nhn,ἐκεῖνος,pronoun,e)/fh,φημί,verb,be/ltion,βελτίων,adverb,ai(rh/sesqai,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,labw\n,λαμβάνω,verb,a)mfote/ras,ἀμφότερος,adjective,a)ph=lqen,ἀπέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*lu/sandros,Λύσανδρος,proper,deino\s,δεινός,adjective,sofisth\s,σοφιστής,noun,geno/menos,γίγνομαι,verb,kai\,καί,conjunction,a)pa/tais,ἀπάτη,noun,ta\,ὁ,article,polla\,πολύς,adjective,poiki/llwn,ποικίλλω,verb,to\,di/kaion,δίκαιος,adjective,e)n,ἐν,preposition,mo/nw|,μόνος,adjective,tw=|,ὁ,article,lusitelei=,λυσιτελέω,verb,tiqe/menos,τίθημι,verb,kai\,καί,conjunction,to\,ὁ,article,kalo\n,καλός,noun,e)n,ἐν,preposition,tw=|,ὁ,article,ὁ,article,sumfe/ronti,συμφέρω,verb,to\,ὁ,article,a)lhqe\s,ἀληθής,adjective,e)/lege,λέγω,verb,tou=,ὁ,article,yeu/dous,ψεῦδος,noun,krei=tton,κρείσσων,verb,ei)=nai,εἰμί,verb,e(kate/rou,ἑκάτερος,adjective,de\,δέ,particle,th=|,ὁ,article,xrei/a|,χρεία,noun,th\n,ὁ,article,a)ci/an,ἄξιος,adjective,kai\,καί,conjunction,th\n,ὁ,article,timh\n,τιμή,noun,o(ri/zesqai,ὁρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,tou\s,ὁ,article,ye/gontas,ψέγω,verb,au)to\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,tw=|,ὁ,article,di',διά,preposition,a)pa/ths,ἀπάτη,noun,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,pra/ttein,w(s,ὡς,conjunction,a)na/cion,ἀνάξιος,adjective,tou=,ὁ,article,*(hrakle/ous,Ἡρακλέης,proper,kai\,καί,conjunction,do/lw|,δόλος,noun,ou)k,οὐ,adverb,a)/ntikrus,ἄντικρυς,adverb,katorqou=nta,κατορθόω,verb,gelw=n,γελάω,verb,e)/legen,λέγω,verb,πράσσω,verb,o(/pou,ὅπου,adverb,mh\,μή,conjunction,e)fiknei=tai,ἐφικνέομαι,verb,th=|,ὁ,article,leonth=,λεοντέη,noun,prosrapte/on,προσραπτέον,adjective,ei)=nai,εἰμί,verb,th\n,ὁ,article,a)lwpekh=n,ἀλωπέκειος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
