word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
*)\h,ἠέ,conjunction,tou=to,οὗτος,pronoun,dia/lusis,διάλυσις,noun,tw=n,e)n,ἐν,preposition,tai=s,a)to/mois,ἄτομος,adjective,a)ntemplokw=n,ἀντεμπλοκή,noun,ὁ,article,ὁ,article,kai\,καί,conjunction,toiou=to/s,τοιοῦτος,adjective,tis,τις,pronoun,skorpismo\s,σκορπισμός,noun,tw=n,ὁ,article,a)paqw=n,ἀπαθής,adverb,stoixei/wn,στοιχεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,si/toisi,σῖτος,noun,kai\,καί,conjunction,potoi=si,kai\,καί,conjunction,mageu/masi,parektre/pontes,παρεκτρέπω,verb,o)xeto\n,ὀχετός,noun,ποτός,adjective,μάγευμα,adjective,w(/ste,ὥστε,conjunction,mh\,μή,conjunction,qanei=n,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeo/qen,θεόθεν,adverb,de\,δέ,particle,pne/ont',πνέω,verb,ou)=ron,a)na/gkh,ἀνάγκη,noun,tlh=nai,kama/tois,κάματος,noun,a)nodu/rtois,ἀνόδυρτος,adjective,οὖρον,noun,τλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kabbalikw/teros,καββαλικός,adjective,a)ll',ἀλλά,adverb,ou)xi\,οὐ,adverb,koinwnikw/teros,ou)de\,οὐδέ,particle,ai)dhmone/steros,ou)d',οὐδέ,particle,eu)takto/teros,εὔτακτος,adjective,κοινωνικός,adjective,αἰδήμων,adjective,e)pi\,ἐπί,preposition,toi=s,ὁ,article,sumbai/nousin,συμβαίνω,verb,ou)de\,οὐδέ,particle,eu)mene/steros,εὐμενής,adverb,pro\s,πρός,preposition,ta\,ὁ,article,tw=n,ὁ,article,plhsi/on,πλησίος,adjective,parora/mata,παρόραμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/opou,ὅπου,adverb,e)/rgon,ἔργον,noun,e)pitelei=sqai,ἐπιτέλλω,verb,du/natai,kata\,κατά,preposition,to\n,koino\n,κοινός,adjective,qeoi=s,θεός,noun,δύναμαι,verb,ὁ,article,kai\,καί,conjunction,a)nqrw/pois,ἄνθρωπος,noun,lo/gon,λόγος,noun,e)kei=,ἐκεῖ,adverb,ou)de\n,οὐδείς,pronoun,deino/n,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pou,ὅπου,adverb,ga\r,γάρ,particle,w)felei/as,ὠφέλεια,noun,tuxei=n,e)/cesti,ἔξεστι,verb,dia\,th=s,ὁ,article,eu)odou/shs,εὐοδέω,verb,τυγχάνω,verb,διά,preposition,kai\,καί,conjunction,kata\,κατά,preposition,th\n,ὁ,article,kataskeuh\n,κατασκευή,noun,proiou/shs,πρόειμι,verb,e)nergei/as,ἐνέργεια,noun,e)kei=,ἐκεῖ,adverb,ou)demi/an,οὐδείς,pronoun,bla/bhn,βλάβος,noun,u(forate/on,ὑφορατέον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pantaxou=,πανταχοῦ,adverb,kai\,καί,conjunction,dihnekw=s,διηνεκής,adverb,e)pi\,soi/,σύ,pronoun,e)sti,kai\,καί,conjunction,th=|,ὁ,article,ἐπί,preposition,εἰμί,verb,parou/sh|,πάρειμι,verb,sumba/sei,σύμβασις,noun,qeosebw=s,θεοσεβής,adverb,eu)arestei=n,εὐαρεστέω,verb,kai\,καί,conjunction,toi=s,ὁ,article,parou=sin,πάρειμι,verb,a)nqrw/pois,ἄνθρωπος,noun,kata\,κατά,preposition,dikaiosu/nhn,δικαιοσύνη,noun,prosfe/resqai,προσφέρω,verb,kai\,καί,conjunction,th=|,ὁ,article,parou/sh|,πάρειμι,verb,fantasi/a|,φαντασία,noun,e)mfilotexnei=n,ἐμφιλοτεχνέω,verb,i(/na,ἵνα,conjunction,mh/,μή,conjunction,ti,τις,pronoun,a)kata/lhpton,ἀκατάληπτος,adjective,pareisruh=|,παρεισρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mh\,μή,conjunction,perible/pou,περιβλέπω,verb,a)llo/tria,ἀλλότριος,adjective,h(gemonika/,a)ll',ἀλλά,adverb,e)kei=,ble/pe,βλέπω,verb,kat',κατά,preposition,ἡγεμονικός,adjective,ἐκεῖ,adverb,eu)qu\,εὐθύς,adjective,e)pi\,ἐπί,preposition,ti/,τίς,pronoun,se,σύ,pronoun,h(,ὁ,article,fu/sis,φύσις,noun,o(dhgei=,ὁδηγέω,verb,h(/,ὅς,pronoun,te,τε,particle,tou=,ὁ,article,o(/lou,ὅλος,adjective,dia\,διά,preposition,tw=n,ὁ,article,sumbaino/ntwn,συμβαίνω,verb,soi,σύ,pronoun,kai\,καί,conjunction,h(,ὁ,article,sh\,σός,adjective,dia\,διά,preposition,tw=n,ὁ,article,prakte/wn,πράκτης,noun,u(po\,ὑπό,preposition,sou=,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prakte/on,πρακτέος,adjective,de\,δέ,particle,e(ka/stw|,ἕκαστος,adjective,to\,e(ch=s,ἑξῆς,adverb,th=|,kataskeuh=|,κατασκευή,noun,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kateskeu/astai,κατασκευάζω,verb,de\,δέ,particle,ta\,ὁ,article,me\n,loipa\,λοιπός,adjective,tw=n,logikw=n,λογικός,adjective,e(/neken,ἕνεκα,preposition,μέν,particle,ὁ,article,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,panto\s,πᾶς,adjective,a)/llou,ἄλλος,adjective,ta\,ὁ,article,xei/rw,χείρων,adverb,tw=n,ὁ,article,kreitto/nwn,κρείσσων,verb,e(/neken,ἕνεκα,preposition,ta\,ὁ,article,de\,δέ,particle,logika\,λογικός,adjective,a)llh/lwn,ἀλλήλων,pronoun,e(/neken,ἕνεκα,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,prohgou/menon,e)n,ἐν,preposition,th=|,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,προηγέομαι,verb,ὁ,article,kataskeuh=|,κατασκευή,noun,to\,ὁ,article,koinwniko/n,κοινωνικός,adjective,e)sti,εἰμί,verb,deu/teron,δεύτερος,adjective,de\,δέ,particle,to\,ὁ,article,a)ne/ndoton,ἀνένδοτος,adjective,pro\s,πρός,preposition,ta\s,ὁ,article,swmatika\s,σωματικός,adjective,pei/seis,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
logikh=s,λογικός,adjective,ga\r,γάρ,particle,kai\,καί,conjunction,noera=s,kinh/sews,κίνησις,adjective,i)/dion,periori/zein,περιορίζω,verb,e(auth\n,ἑαυτοῦ,pronoun,νοερός,adjective,ἴδιος,adjective,kai\,καί,conjunction,mh/pote,μήποτε,adverb,h(tta=sqai,ἡσσάομαι,verb,mh/te,μήτε,particle,ai)sqhtikh=s,αἰσθητικός,adjective,mh/te,μήτε,particle,o(rmhtikh=s,ὁρμητικός,adjective,kinh/sews,κίνησις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zw|w/deis,ζῳώδης,adverb,ga\r,γάρ,particle,e(ka/terai,ἑκάτερος,adjective,h(,de\,δέ,particle,noera\,e)qe/lei,ἐθέλω,verb,prwtisteu/ein,πρωτιστεύω,verb,ὁ,article,νοερός,adjective,kai\,καί,conjunction,mh\,μή,conjunction,katakratei=sqai,κατακρατέω,verb,u(p',ὑπό,preposition,e)kei/nwn,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dikai/ws,δίκαιος,adjective,ge,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/fuke,φύω,verb,ga\r,γάρ,particle,xrhstikh\,χρηστικός,adjective,pa=sin,e)kei/nois,ἐκεῖνος,pronoun,,,,,,,,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/ton,τρίτος,adjective,e)n,ἐν,preposition,th=|,ὁ,article,logikh=|,kataskeuh=|,κατασκευή,noun,to\,a)pro/ptwton,ἀπρόπτωτος,adjective,kai\,καί,conjunction,λογικός,adjective,ὁ,article,a)necapa/thton,ἀνεξαπάτητος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,ou)=n,οὖν,particle,e)xo/menon,ἔχω,verb,to\,h(gemoniko\n,ἡγεμονικός,adjective,eu)qei=an,peraine/tw,περαίνω,verb,kai\,καί,conjunction,ὁ,article,εὐθύς,adjective,e)/xei,ἔχω,verb,ta\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ws,ὡς,conjunction,a)poteqnhko/ta,ἀποθνήσκω,verb,dei=,δέομαι,verb,kai\,me/xri,μέχρι,preposition,nu=n,bebiwko/ta,βιόω,verb,to\,ὁ,article,καί,conjunction,νῦν,adverb,loipo\n,λοιπός,adjective,e)k,ἐκ,preposition,tou=,ὁ,article,perio/ntos,περίειμι,verb,zh=sai,ζάω,verb,kata\,κατά,preposition,th\n,ὁ,article,fu/sin,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mo/nws,μόνος,adjective,filei=n,φιλέω,verb,to\,ὁ,article,e(autw=|,sumbai=non,συμβαίνω,verb,kai\,sugklwqo/menon,συγκλώθω,verb,,,,ἑαυτοῦ,pronoun,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,a(rmodiw/teron,ἁρμόδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ef',ἐπί,preposition,e(ka/stou,ἕκαστος,adjective,sumba/matos,σύμβαμα,noun,e)kei/nous,pro\,πρό,preposition,o)mma/twn,e)/xein,ἔχω,verb,oi(=s,ὅς,pronoun,ἐκεῖνος,pronoun,ὄμμα,noun,ta\,ὁ,article,au)ta\,αὐτός,pronoun,sune/bainen,συμβαίνω,verb,e)/peita,ἔπειτα,adverb,h)/xqonto,ἄχθομαι,verb,e)ceni/zonto,ξενίζω,verb,e)me/mfonto,μέμφομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,ou(=n,ἐν,preposition,e)kei=noi,ἐκεῖνος,pronoun,pou=,,,,,,,,,,,πού,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ou)=n,οὖν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,su\,σύ,pronoun,qe/leis,ἐθέλω,verb,o(moi/ws,,,,,,,,,,,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)xi\,οὐ,adverb,de\,δέ,particle,ta\s,ὁ,article,me\n,a)llotri/as,ἀλλότριος,adjective,tropa\s,katalipei=n,καταλιμπάνω,verb,toi=s,ὁ,article,μέν,particle,τροπή,noun,tre/pousi,τρέπω,verb,kai\,καί,conjunction,trepome/nois,τρέπω,verb,au)to\s,αὐτός,pronoun,de\,δέ,particle,peri\,περί,preposition,to\,ὁ,article,pw=s,πῶς,adverb,xrh=sqai,χράομαι,verb,au)toi=s,αὐτός,pronoun,o(/los,ὅλος,adjective,gi/nesqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
