word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS
ou)de\,οὐδέ,particle,dixostasi/h,διχοστασία,noun,trw/ei,τιτρώσκω,verb,ge/nos,γένος,noun,h(/,ὅς,pronoun,te,τε,particle,kai\,καί,conjunction,eu)=,εὖ,adverb,per,πέρ,particle,oi)/kous,οἶκος,noun,e(sthw=tas,ἵστημι,verb,e)si/nato,σίνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tai\,ὁ,article,de\,δέ,particle,quwro/n,θυωρός,adjective,ei)na/teres,εἰνάτερες,adjective,galo/wi,,,te,τε,particle,mi/an,εἷς,adjective,pe/ri,περί,preposition,di/fra,δίφρας,noun,ti/qentai,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tnia,πότνια,noun,tw=n,ὁ,article,ei)/h,ἀίω,verb,me\n,μέν,particle,e)moi\,ἐγώ,pronoun,fi/los,φίλος,adjective,o(/stis,ὅστις,pronoun,a)lhqh/s,ἀληθής,adjective,ei)/hn,εἰμί,verb,d',δέ,particle,au)to/s,αὐτός,pronoun,a)/nassa,ἄνασσα,adjective,me/loi,μέλω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,ai)e\n,ἀεί,adverb,a)oidh/,ἀοιδός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=i,τῇ,adverb,e)/ni,ἐν,preposition,me\n,μέν,particle,*lhtou=s,Λητώ,proper,ga/mos,γάμος,adjective,e)/ssetai,ἔσσομαι,verb,e)n,ἐν,preposition,de\,δέ,particle,su\,σύ,pronoun,pollh/,πολύς,adjective,e)n,ἐν,preposition,de\,δέ,particle,kai\,καί,conjunction,*)apo/llwn,Ἀπόλλων,proper,e)n,ἐν,preposition,d',δέ,particle,oi(/,ἕ,pronoun,seo,σύ,pronoun,pa/ntes,πᾶς,adjective,a)/eqloi,e)n,ἐν,preposition,de\,δέ,particle,ku/nes,κύων,noun,kai\,καί,conjunction,to/ca,τόξον,noun,kai\,καί,conjunction,a)/ntuges,ἄντυξ,noun,ai(/,ὅς,pronoun,te/,τε,particle,se,σύ,pronoun,r(ei=a,ῥεῖα,adverb,qhhth\n,θηητός,adjective,fore/ousin,φορέω,verb,o(/t',ὅτε,conjunction,e)s,εἰς,preposition,*dio\s,Ζεύς,proper,oi)=kon,οἶκος,noun,e)lau/neis,ἐλαύνω,verb,,,,,,,,,,,,,,,,,ἆθλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,toi,τοι,particle,a)ntio/wntes,ἀντιάω,verb,e)ni\,ἐν,preposition,promolh=isi,,,de/xontai,δέχομαι,verb,o(/pla,ὅπλον,noun,me\n,μέν,particle,*(ermei/hs,Ἑρμῆς,proper,*)akakh/sios,Ἀκακήσιος,proper,au)ta\r,ἀτάρ,particle,*)apo/llwn,Ἀπόλλων,proper,qhri/on,θηρίον,noun,o(/tti,ὅστις,pronoun,fe/rhisqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/roiqe/,πάροιθε,preposition,ge/,γε,particle,pri/n,πρίν,adverb,per,πέρ,particle,i(ke/sqai,ἱκνέομαι,verb,kartero\n,καρτερός,adjective,*)alkei/+dhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,ou)ke/ti,οὐκέτι,adverb,tou=ton,οὗτος,pronoun,a)/eqlon,ἆθλον,noun,*foi=bos,Φοῖβος,proper,e)/xei,ἔχω,verb,toi=os,τοῖος,adjective,ga\r,γάρ,particle,a)ei\,ἀεί,adverb,*tiru/nqios,Τιρύνθιος,proper,a)/kmwn,ἄκμων,noun,e(/sthke,ἵστημι,verb,pro\,πρό,preposition,pule/wn,πύλη,adjective,potide/gmenos,προσδέχομαι,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,fe/rousa,φέρω,verb,nei=ai,pi=on,πῖον,noun,e)/desma,ἔδεσμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeoi\,θεός,noun,d',δέ,particle,e)pi\,ἐπί,preposition,pa/ntes,πᾶς,adjective,e)kei/nwi,ἐκεῖνος,pronoun,a)/llhkton,ἄλληκτος,adjective,gelo/wsi,γελάω,verb,ma/lista,μάλιστα,adverb,de\,δέ,particle,penqerh\,πενθερά,noun,au)th/,αὐτός,pronoun,tau=ron,ταῦρος,noun,o(/t',ὅτε,conjunction,e)k,ἐκ,preposition,di/froio,δίφρος,noun,ma/la,μάλα,adverb,me/gan,μέγας,adverb,h)\,ἠέ,conjunction,o(/,ὅς,pronoun,ge,xlou/nhn,χλούνης,noun,ka/pron,κάπρος,noun,o)pisqidi/oio,ὀπισθίδιος,adjective,fe/roi,φέρω,verb,podo\s,πούς,noun,a)spai/ronta,ἀσπαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kerdale/wi,,,mu/qwi,μῦθος,noun,se,σύ,pronoun,qeh\,θεά,noun,ma/la,μάλα,adverb,tw=ide,ὅδε,pronoun,pinu/skei,πινύσκω,verb,ba/lle,βάλλω,verb,kakou\s,κακός,adjective,e)pi\,ἐπί,preposition,qh=ras,θήρ,noun,i(/na,ἵνα,conjunction,qnhtoi/,θνητός,adjective,se,σύ,pronoun,bohqo/n,βοηθός,adjective,w(s,ὡς,conjunction,e)me\,ἐγώ,pronoun,kiklh/skwsin,κικλήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/a,ἔα,interjection,pro/kas,πρόξ,adjective,h)de\,ἠδέ,conjunction,lagwou/s,λαγῶς,noun,ou)/rea,ὄρος,adjective,bo/skesqai,βόσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ke/,ἄν,particle,min,μιν,pronoun,pro/kes,πρόξ,adjective,h)e\,ἠέ,conjunction,lagwoi/,λαγῶς,noun,r(e/ceian,ῥέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/es,ὗς,noun,e)/rga,ἔργον,noun,su/es,ὗς,noun,futa\,φυτάς,noun,lumai/nontai,λυμαίνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,bo/es,βοῦς,noun,a)nqrw/poisi,ἄνθρωπος,noun,kako\n,κακός,adjective,me/ga,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba/ll',βάλλω,verb,e)pi\,ἐπί,preposition,kai\,καί,conjunction,tou/s,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,e)/nepen,ἐνέπω,verb,taxino\s,ταχινός,adjective,de\,δέ,particle,me/gan,μέγας,adverb,peri\,περί,preposition,qh=ra,θήρ,noun,ponei=to,πονέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,o(/,ὅς,pronoun,ge,γε,particle,*frugi/hi,Φρύγιος,proper,per,πέρ,particle,u(po\,ὑπό,preposition,drui\,δρῦς,noun,gui=a,γυῖον,noun,qewqei/s,,,pau/sat',παύω,verb,a)dhfagi/hs,ἀδηφαγία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,oi(,ἕ,pronoun,pa/ra,παρά,preposition,nhdu\s,νηδύς,noun,e)kei/nh,ἐκεῖνος,pronoun,th=i,τῇ,adverb,pot',ποτέ,particle,a)rotrio/wnti,ἀροτριάω,verb,sunh/nteto,συνάντομαι,verb,*qeioda/manti,Θειοδάμας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soi\,σύ,pronoun,d',δέ,particle,*)amnisia/des,Ἀμνισιάδες,proper,me\n,μέν,particle,u(po\,ὑπό,preposition,zeu/glhfi,ζεύγλη,noun,luqei/sas,λύω,verb,yh/xousin,ψήχω,verb,kema/das,κεμάς,noun,para\,παρά,preposition,de/,δέ,particle,sfisi,σφεῖς,pronoun,poulu\,πολύς,adjective,ne/mesqai,νέμω,verb,*(/hrhs,Ἥρα,proper,e)k,ἐκ,preposition,leimw=nos,λειμών,noun,a)mhsa/menai,ἀμάω,verb,fore/ousin,φορέω,verb,w)ku/qoon,tripe/thlon,τριπέτηλον,noun,o(\,ὅς,pronoun,kai\,καί,conjunction,*dio\s,Ζεύς,proper,i(/ppoi,ἵππος,noun,e)/dousin,ἔδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὠκύθοος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,kai\,καί,conjunction,xrusei/as,χρύσεος,adjective,u(polhni/das,ὑποληνίς,noun,e)plh/santo,πίμπλημι,verb,u(/datos,ὕδωρ,noun,o)/fr',ὄφρα,conjunction,e)la/foisi,ἔλαφος,noun,poto\n,ποτός,adjective,quma/rmenon,θυμάρμενος,adjective,ei)/h,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)th\,αὐτός,pronoun,d',δέ,particle,e)s,εἰς,preposition,patro\s,πατήρ,noun,do/mon,δόμος,noun,e)/rxeai,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,de/,δέ,particle,s',σύ,pronoun,e)f',ἐπί,preposition,e(/drhn,ἕδρα,noun,pa/ntes,πᾶς,adjective,o(mw=s,ὁμῶς,adverb,kale/ousi,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,*)apo/llwni,Ἀπόλλων,proper,pari/zeis,παρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ni/ka,ἡνίκα,adverb,d',δέ,particle,ai(,ὁ,article,nu/mfai,νύμφη,noun,se,σύ,pronoun,xorw=i,χορός,noun,e)/ni,ἐν,preposition,kuklw/sontai,κυκλόω,verb,a)gxo/qi,ἀγχόθι,adverb,phga/wn,πηγή,noun,*ai)gupti/ou,Αἰγύπτιος,proper,*)inwpoi=o,Ἰνωπός,proper,h)\,ἠέ,conjunction,*pita/nhs,Πιτάνη,proper,kai\,καί,conjunction,ga\r,γάρ,particle,*pita/nh,Πιτάνη,proper,se/qen),σύ,pronoun,h)\,ἠέ,conjunction,e)ni\,*li/mnais,Λίμναι,proper,h)\,ἠέ,conjunction,i(/na,ἵνα,conjunction,dai=mon,δαίμων,adjective,*)ala\s,,,*)arafhni/das,,,oi)kh/sousa,οἰκέω,verb,h)=lqes,ἔρχομαι,verb,a)po\,ἀπό,preposition,*skuqi/hs,Σκύθιος,proper,a)po\,ἀπό,preposition,d',δέ,particle,ei)/pao,εἶπον,verb,te/qmia,θέσμιος,adjective,*tau/rwn,Ταῦρος,proper,mh\,μή,conjunction,neio\n,νειός,noun,thmou=tos,τημοῦτος,adverb,e)mai\,ἐμός,adjective,bo/es,βοῦς,noun,ei(/neka,ἕνεκα,preposition,misqou=,μισθός,noun,tetra/guon,τετράγυος,adjective,te/mnoien,ἐν,preposition,τέμνω,verb,u(p',ὑπό,preposition,a)llotri/wi,ἀλλότριος,adjective,a)roth=ri,ἀροτήρ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,ga/r,γάρ,particle,ken,ἄν,particle,guiai/,γυιός,adjective,te,τε,particle,kai\,καί,conjunction,au)xe/na,αὐχήν,noun,kekmhui=ai,,,ko/pron,κόπρον,noun,e)/pi,ἐπί,preposition,proge/nointo,προγίγνομαι,verb,kai\,καί,conjunction,ei),εἰ,conjunction,*stumfaii/des,,,ei)=en,εἰμί,verb,ei)naetizo/menai,εἰναετίζομαι,verb,keraelke/es,κεραελκής,adjective,ai(\,ὅς,pronoun,me/g',μέγας,adverb,a)/ristai,te/mnein,τέμνω,verb,w)=lka,αὖλαξ,noun,baqei=an,βαθύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,qeo\s,θεός,noun,ou)/pot',οὔποτε,adverb,e)kei=non,ἐκεῖνος,pronoun,h)=lqe,ἔρχομαι,verb,par',παρά,preposition,*)he/lios,Ἥλιος,proper,kalo\n,καλός,noun,xoro/n,χορός,noun,a)lla\,ἀλλά,adverb,qeh=tai,θεάομαι,verb,di/fron,δίφρος,noun,e)pisth/sas,ἐφίστημι,verb,ta\,ὁ,article,de\,δέ,particle,fa/ea,φάος,adjective,mhku/nontai,μηκύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,de/,δέ,particle,nu/,νῦν,adverb,toi,σύ,pronoun,nh/swn,νῆσος,noun,poi=on,ποῖος,adjective,d',δέ,particle,o)/ros,ὄρος,adjective,eu)/ade,ἁνδάνω,verb,plei=ston,πλεῖστος,adjective,ti/s,τίς,pronoun,de\,δέ,particle,limh/n,λιμήν,noun,poi/h,πόα,noun,de\,δέ,particle,po/lis,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,d',δέ,particle,e)/coxa,ἔξοχος,adjective,numfe/wn,νύμφη,noun,fi/lao,φιλέω,verb,kai\,καί,conjunction,poi/as,ποῖος,adjective,h(rwi/das,ἡρωίς,noun,e)/sxes,ἔχω,verb,e(tai/ras,ἑταίρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pe\,εἶπον,verb,qeh\,θεά,noun,su\,σύ,pronoun,me\n,μέν,particle,a)/mmin,ἐγώ,pronoun,e)gw\,ἐγώ,pronoun,d',δέ,particle,e(te/roisin,ἕτερος,adjective,a)ei/sw,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh/swn,νῆσος,noun,me\n,μέν,particle,*doli/xh,Δολίχη,proper,poli/wn,πόλιον,noun,de/,δέ,particle,toi,σύ,pronoun,eu)/ade,ἁνδάνω,verb,*pe/rgh,,,*thu/geton,Ταύγετον,proper,d',δέ,particle,o)re/wn,ὄρος,adjective,lime/nes,λιμήν,noun,ge,γε,particle,me\n,μέν,particle,*eu)ri/poio,Εὔριπος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/coxa,ἔξοχος,adjective,d',δέ,particle,a)lla/wn,ἄλλος,adjective,*gortuni/da,,,fi/lao,φιλέω,verb,nu/mfhn,νύμφη,noun,e)llofo/non,,,*brito/martin,Βριτόμαρτις,proper,e)u/skopon,εὔσκοπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(=s,ὅς,pronoun,pote,ποτέ,particle,*mi/nws,Μίνως,proper,ptoihqei\s,πτοέω,verb,u(p',ὑπό,preposition,e)/rwti,ἔρως,noun,kate/dramen,κατατρέχω,verb,ou)/rea,ὄρος,adjective,*krh/ths,Κρήτη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,d',δέ,particle,o(te\,ὅτε,conjunction,me\n,μέν,particle,lasi/hisin,,,u(po\,ὑπό,preposition,drusi\,δρῦς,noun,kru/pteto,κρύπτω,verb,nu/mfh,νύμφη,noun,a)/llote,ἄλλοτε,adverb,d',δέ,particle,ei(amenh=isin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,d',δέ,particle,e)nne/a,ἐννέα,verb,mh=nas,μείς,adjective,e)foi/ta,φοιτάω,verb,pai/pala/,παίπαλον,noun,te,τε,particle,krhmnou/s,κρημνός,noun,te,τε,particle,kai\,καί,conjunction,ou)k,οὐ,adverb,a)ne/pause,ἀναπαύω,verb,diwktu/n,διωκτύς,noun,me/sf',μέσφα,adverb,o(/te,ὅτε,conjunction,marptome/nh,μάρπτω,verb,kai\,καί,conjunction,dh\,δή,particle,sxedo\n,σχεδόν,adverb,h(/lato,po/nton,πόντος,noun,prho/nos,,,e)c,ἐκ,preposition,u(pa/toio,ὕπατος,adjective,kai\,καί,conjunction,e)/nqoren,ἐνθρῴσκω,verb,ei)s,εἰς,preposition,a(lih/wn,ἁλιεύς,adjective,di/ktua,δίκτυον,noun,ta/,τίς,pronoun,sf',σφεῖς,pronoun,e)sa/wsan,σαόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἅλλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,mete/peita,μετέπειμι,verb,*ku/dwnes,Κύδων,proper,nu/mfhn,νύμφη,noun,me\n,μέν,particle,*di/ktunan,Δίκτυνα,proper,o)/ros,ὄρος,adjective,d',δέ,particle,o(/qen,ὅθεν,adverb,h(/lato,ἅλλομαι,verb,nu/mfh,νύμφη,noun,*diktai=on,Δικταῖος,proper,kale/ousin,καλέω,verb,a)nesth/santo,ἀνίστημι,verb,de\,δέ,particle,bwmou/s,βωμός,noun,i(era/,ἱερός,adjective,te,τε,particle,r(e/zousi,ῥέζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
