word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS
*ne/arxos,Νέαρχος,proper,de\,δέ,particle,u(polabw\n,ὑπολαμβάνω,verb,le/gei,λέγω,verb,w)=,ὦ,interjection,basileu=,βασιλεύς,noun,e)gw\,ἐγώ,pronoun,me/n,μέν,particle,toi,σύ,pronoun,pa/nta,πᾶς,adjective,pei/qesqai,πείθω,verb,e)qe/lw,te,kai\,καί,conjunction,a)nagkai/h,moi/,ἐγώ,pronoun,e)stin,εἰμί,verb,,,,ἐθέλω,verb,τε,particle,ἀνάγκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ei),εἰ,conjunction,dh/,δή,particle,ti,τις,pronoun,kai\,καί,conjunction,su\,σύ,pronoun,e)moi\,ἐγώ,pronoun,xari/zesqai,χαρίζομαι,verb,e)qe/leis,ἐθέλω,verb,mh\,μή,conjunction,poih/sh|s,ποιέω,verb,w(=de,a)lla\,me,ἐγώ,pronoun,e)/ason,e)chgh/sasqai,ἐξηγέομαι,verb,e)s,εἰς,preposition,a(/pan,ἅπας,adjective,ὧδε,adverb,ἀλλά,adverb,ἀίω,verb,tou=,ὁ,article,stratou=,στρατός,noun,e)/st',εἰμί,verb,a)/n,ἄν,particle,soi,σύ,pronoun,sw/|as,σῶς,noun,katasth/sw,καθίστημι,verb,e)s,εἰς,preposition,*sou=sa,Σούσα,proper,ta\s,ὁ,article,ne/as,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,ta\,ὁ,article,me\n,μέν,particle,xalepa/,χαλεπός,adjective,te,τε,particle,kai\,καί,conjunction,a)/pora,ἄπορος,adjective,e)moi\,ἐγώ,pronoun,e)pitetramme/na,ἐπιτρέπω,verb,e)k,ἐκ,preposition,sou=,σύ,pronoun,e)/stw,ta\,de\,δέ,particle,eu)pete/a,te,τε,particle,kai\,καί,conjunction,kle/eos,,,εἰμί,verb,ὁ,article,εὐπετής,adverb,h)/dh,ἤδη,adverb,e)xo/mena,ἔχω,verb,e(toi/mou,ἑτοῖμος,adjective,tau=ta,οὗτος,pronoun,de\,δέ,particle,a)paireqe/nta,,,a)/llw|,ἄλλος,adjective,e)s,εἰς,preposition,xei=ras,χείρ,noun,dido/sqw,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,le/gonta,λέγω,verb,pau/ei,παύω,verb,*)ale/candros,Ἀλέξανδρος,proper,kai\,καί,conjunction,xa/rin,χάρις,noun,proswmolo/geen,,,ei)de/nai,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,dh\,δή,particle,katape/mpei,καταπέμπω,verb,au)to/n,αὐτός,pronoun,stratih\n,στρατία,noun,dou\s,δίδωμι,verb,e)s,εἰς,preposition,parapomph\n,παραπομπή,noun,w(s,ὡς,conjunction,dia\,διά,preposition,fili/hs,φιλία,noun,i)o/nti,o)li/ghn,,,,,,,,,,,,,,εἶμι,verb,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,de\,δέ,particle,ou)de\,οὐδέ,particle,ta\,ὁ,article,th=s,ὁ,article,o)dou=,οὐδός,noun,th=s,ὁ,article,e)pi\,ἐπί,preposition,qa/lassan,θάλασσα,noun,e)/cw,ἔξω,adverb,po/nou,πόνος,noun,e)ge/neto,a)lla\,sullelegme/noi,συλλέγω,verb,ga\r,oi(,ὁ,article,ku/klw|,κύκλος,noun,ba/rbaroi,βάρβαρος,adjective,γίγνομαι,verb,ἀλλά,adverb,γάρ,particle,ta\,ὁ,article,e)rumna\,ἐρυμνός,adjective,th=s,ὁ,article,xw/rhs,χώρα,noun,th=s,ὁ,article,*karmani/hs,,,katei=xon,κατέχω,verb,o(/ti,ὅστις,pronoun,o(,ὁ,article,satra/phs,σατράπης,noun,au)toi=si,αὐτός,pronoun,e)teteleuth/kei,τελευτάω,verb,kata\,κατά,preposition,pro/stacin,πρόσταξις,noun,*)aleca/ndrou,Ἀλέξανδρος,proper,o(,ὁ,article,de\,δέ,particle,newsti\,νεωστί,adverb,katesthkw\s,,,*tlhpo/lemos,Τληπόλεμος,proper,ou)/pw,οὔπω,adverb,be/baion,βέβαιος,adjective,to\,ὁ,article,kra/tos,κράτος,noun,ei)=xe,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di\s,δίς,adverb,w)=n,οὖν,particle,kai\,καί,conjunction,tri/s,τρίς,adverb,th=|,ὁ,article,au)th=|,αὐτός,pronoun,h(me/rh|,ἡμέρα,noun,a)/lloisi,ἄλλος,adjective,kai\,καί,conjunction,a)/lloisi,ἄλλος,adjective,tw=n,ὁ,article,barba/rwn,e)pifainome/noisin,e)s,εἰς,preposition,xei=ras,h)/|esan,εἶμι,verb,kai\,καί,conjunction,ou(/tws,οὕτως,adverb,βάρβαρος,adjective,ἐπιφαίνω,verb,χείρ,noun,ou)de/n,οὐδείς,pronoun,ti,τις,pronoun,e)linu/santes,ἐλινύω,verb,mo/lis,μόλις,adverb,kai\,καί,conjunction,xalepw=s,χαλεπός,adjective,e)pi\,ἐπί,preposition,qa/lassan,θάλασσα,noun,a)pesw/qhsan,ἀποσῴζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqau=ta,ἐνταῦθα,adverb,qu/ei,θύω,verb,*ne/arxos,Νέαρχος,proper,*dii\,Ζεύς,proper,*swth=ri,σωτήρ,noun,kai\,καί,conjunction,a)gw=na,ἀγών,noun,poie/ei,ποιέω,verb,gumniko/n,γυμνικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,au)tw=|,αὐτός,pronoun,ta\,ὁ,article,qei=a,θεῖος,adjective,e)n,ἐν,preposition,ko/smw|,κόσμος,noun,e)pepoi/hto,ποιέω,verb,ou(/tw,οὕτως,adverb,dh\,δή,particle,a)nh/gonto,ἀνάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paraplw/santes,παραπλέω,verb,de\,δέ,particle,nh=son,νῆσος,noun,e)rh/mhn,ἐρῆμος,adjective,te,τε,particle,kai\,καί,conjunction,trhxe/an,τραχύς,adjective,e)n,ἐν,preposition,a)/llh|,ἄλλος,adjective,nh/sw|,νῆσος,noun,o(rmi/zontai,ὁρμίζω,verb,mega/lh|,tau/th|,kai\,καί,conjunction,oi)keome/nh|,plw/santes,πλέω,verb,stadi/ous,στάδιον,noun,trihkosi/ous,τριακόσιοι,adjective,μέγας,adverb,ταύτῃ,adverb,οἰκέω,verb,e)/nqenper,ἔνθεν,adverb,w(rmh/qhsan,ὁρμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,me\n,μέν,particle,e)rh/mh,ἐρῆμος,adjective,nh=sos,νῆσος,noun,*)/organa,ὄργανον,noun,e)kale/eto,καλέω,verb,e)s,εἰς,preposition,h(\n,ὅς,pronoun,de\,δέ,particle,w(rmi/sqhsan,ὁρμίζω,verb,*)oa/rakta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/mpeloi/,ἄμπελος,noun,te,τε,particle,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,e)pefu/kesan,φύω,verb,kai\,καί,conjunction,foi/nikes,φοῖνιξ,noun,kai\,καί,conjunction,sitofo/ros,σιτοφόρος,adjective,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,mh=kos,μῆκος,adjective,th=s,ὁ,article,nh/sou,νῆσος,noun,sta/dioi,στάδιον,noun,o)ktako/sioi,ὀκτακόσιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,u(/parxos,ὕπαρχος,noun,th=s,ὁ,article,nh/sou,νῆσος,noun,*mazh/nhs,,,sune/plwen,,,au)toi=si,αὐτός,pronoun,me/xri,μέχρι,preposition,*sou/swn,Σοῦσα,proper,e)qelonth\s,ἐθελοντής,noun,h(gemw\n,tou=,plo/ou,πλόος,noun,,,,,,,,,,,ἡγεμών,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,tau/th|,ταύτῃ,adverb,th=|,ὁ,article,nh/sw|,νῆσος,noun,e)/legon,λέγω,verb,kai\,καί,conjunction,tou=,ὁ,article,prw/tou,πρότερος,adjective,dunasteu/santos,δυναστεύω,verb,th=s,ὁ,article,xw/rhs,χώρα,noun,tau/ths,dei/knusqai,to\n,ὁ,article,ta/fon,,,,,,,,,,οὗτος,pronoun,δείκνυμι,verb,τάφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/noma,ὄνομα,adjective,de\,δέ,particle,au)tw=|,αὐτός,pronoun,*)eru/qrhn,Ἐρύθρης,proper,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)p',ἀπό,preposition,o(/tou,ὅστις,pronoun,kai\,καί,conjunction,th\n,ὁ,article,e)pwnumi/hn,ἐπωνυμία,noun,th=|,ὁ,article,qala/ssh|,θάλασσα,noun,tau/th|,οὗτος,pronoun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,a)/rantes,αἴρω,verb,e)/plwon,πλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th=s,ὁ,article,nh/sou,νῆσος,noun,paraplw/santes,παραπλέω,verb,o(/son,ὅσος,adjective,dihkosi/ous,διακόσιοι,adjective,stadi/ous,στάδιον,noun,o(rmi/zontai,ὁρμίζω,verb,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,au)=qis,αὖθις,adverb,kai\,katore/ousin,a)/llhn,ἄλλος,adjective,nh=son,a)pe/xousan,ἀπέχω,verb,th=s,ὁ,article,mega/lhs,μέγας,adverb,καί,conjunction,,,νῆσος,noun,tau/ths,οὗτος,pronoun,tessara/konta,τεσσαράκοντα,adjective,ma/lista,μάλιστα,adverb,stadi/ous,στάδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*poseidw=nos,Ποσειδῶν,proper,i(rh\,ἱερός,adjective,e)le/geto,λέγω,verb,ei)=nai,εἰμί,verb,kai\,καί,conjunction,a)/batos,ἄβατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po\,ὑπό,preposition,de\,δέ,particle,th\n,ὁ,article,e(/w,ἠώς,noun,a)nh/gonto,ἀνάγω,verb,kai\,καί,conjunction,katalamba/nei,καταλαμβάνω,verb,au)tou\s,αὐτός,pronoun,a)na/pwtis,ἀνάπωτις,adjective,ou(/tw,οὕτως,adverb,ti,τις,pronoun,karterh/,w(/ste,trei=s,τρέω,verb,tw=n,new=n,ναός,noun,e)pokei/lasai,ἐποκέλλω,verb,e)n,ἐν,preposition,καρτερός,adjective,ὥστε,conjunction,ὁ,article,tw=|,ὁ,article,chrw=|,ξηρός,adjective,e)sxe/qhsan,,,ai(,ὁ,article,de\,δέ,particle,a)/llai,ἄλλος,adjective,xalepw=s,χαλεπός,adjective,diekplw/ousai,διεκπλέω,verb,ta\s,ὁ,article,r(hxi/as,ῥαχία,noun,e)s,εἰς,preposition,ta\,ὁ,article,ba/qea,βάθος,adjective,a)pesw/qhsan,ἀποσῴζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,e)pokei/lasai,ἐποκέλλω,verb,th=s,ὁ,article,plhmmuri/dos,πλημμυρίς,noun,e)pigenome/nhs,ἐπιγίγνομαι,verb,au)=qis,αὖθις,adverb,e)ce/plwsa/n,ἐκπλέω,verb,te,τε,particle,kai\,καί,conjunction,deuterai=ai,δευτεραῖος,adjective,kath/gonto,i(/naper,o(,ὁ,article,pa=s,sto/los,στόλος,noun,,,,,,,κατάγω,verb,ἵνα,conjunction,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rmi/zontai,ὁρμίζω,verb,de\,δέ,particle,e)s,εἰς,preposition,nh=son,νῆσος,noun,a)/llhn,ἄλλος,adjective,die/xousan,διέχω,verb,th=s,ὁ,article,h)pei/rou,ἤπειρος,adjective,o(/son,ὅσος,adjective,trihkosi/ous,τριακόσιοι,adjective,stadi/ous,στάδιον,noun,plw/santes,tetrakosi/ous,,,,,,,,,,,,,,πλέω,verb,τετρακόσιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
