word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS
kai\,καί,conjunction,pw=s,πῶς,adverb,be/bhlon,βέβηλος,adjective,a)/lsos,ἄλσος,noun,a)\n,ἄν,particle,r(u/oito/,ῥύομαι,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/toi,οὔτοι,adverb,pterwtw=n,πτερωτός,adjective,a(rpagai=s,ἁρπαγή,noun,s',σύ,pronoun,e)kdw/somen,ἐκδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei),εἰ,conjunction,drako/ntwn,δράκων,noun,dusfro/nwn,δύσφρων,adverb,e)xqi/osin,ἐχθίων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)/fhmon,εὔφημος,adjective,ei)/h,ἀίω,verb,tou)/pos,ἔπος,adjective,eu)fhmoume/nh|,εὐφημέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/toi,οὔτοι,adverb,ti,τις,pronoun,qau=ma,θαῦμα,noun,dusforei=n,δυσφορέω,verb,fo/bw|,φόβος,noun,freno/s,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ei/,ἀεί,adverb,g',γε,particle,a)/narkto/n,ἄναρκτος,adjective,e)sti,εἰμί,verb,dei=m',δέμω,verb,e)cai/sion,ἐξαίσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,kai\,καί,conjunction,le/gwn,λέγω,verb,eu)/fraine,εὐφραίνω,verb,kai\,καί,conjunction,pra/sswn,πράσσω,verb,fre/na,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)/ti,οὔτι,adverb,daro\n,δηρός,adjective,xro/non,χρόνος,noun,e)rhmw/sei,ἐρημόω,verb,path/r,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,laou\s,λαός,noun,sugkalw=n,συγκαλέω,verb,e)gxwri/ous,ἐγχώριος,adjective,stei/xw,στείχω,verb,to\,ὁ,article,koino\n,κοινός,adjective,w(s,ὡς,conjunction,a)\n,ἄν,particle,eu)mene\s,εὐμενής,adverb,tiqw=,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,so\n,σός,adjective,dida/cw,διδάσκω,verb,pate/ra,πατήρ,noun,poi=a,ποῖος,adjective,xrh\,χρή,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,tau=ta,οὗτος,pronoun,mi/mne,μίμνω,verb,kai\,καί,conjunction,qeou\s,θεός,noun,e)gxwri/ous,ἐγχώριος,adjective,litai=s,λιτή,noun,paraitou=,παραιτέομαι,verb,tw=n,ὁ,article,s',σύ,pronoun,e)/rws,ἔρος,noun,e)/xei,ἔχω,verb,tuxei=n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,tau=ta,οὗτος,pronoun,porsunw=n,πορσύνω,verb,e)leu/somai,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peiqw\,πειθός,adjective,d',δέ,particle,e(/poito,ἕπομαι,verb,kai\,καί,conjunction,tu/xh,τύχη,noun,prakth/rios,πρακτήριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/nac,ἄναξ,noun,a)na/ktwn,ἄναξ,noun,maka/rwn,μάκαρος,adjective,maka/rtate,μάκαρ,noun,kai\,καί,conjunction,tele/wn,τέλος,noun,teleio/taton,τέλειος,adjective,kra/tos,κράτος,noun,o)/lbie,ὄλβιος,adjective,*zeu=,Ζεύς,proper,piqou=,πείθω,verb,te,τε,particle,kai\,καί,conjunction,ge/nei,γένος,noun,sw=|,σός,adjective,a)/leuson,ἀλεύω,verb,a)ndrw=n,ἀνήρ,noun,u(/brin,ὕβρις,noun,eu)=,εὖ,adverb,stugh/sas,στυγέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
li/mna|,λίμνη,noun,d',δέ,particle,e)/mbale,ἐμβάλλω,verb,porfuroeidei=,πορφυροειδής,adverb,ta\n,ὁ,article,melano/zug',μελανόζυγος,adjective,a)/tan,ἄτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,pro\s,πρός,preposition,gunaikw=n,γυνή,noun,d',δέ,particle,e)pidw\n,ἐπεῖδον,verb,palai/faton,παλαίφατος,adjective,a(me/teron,ἡμέτερος,adjective,ge/nos,γένος,noun,fili/as,φίλιος,adjective,progo/nou,πρόγονος,adjective,gunaiko\s,γυνή,noun,ne/wson,νεόω,verb,eu)/fron',εὔφρων,adjective,ai)=non,αἶνος,noun,genou=,γίγνομαι,verb,polumna/stwr,,,e)/faptor,ἐφάπτωρ,noun,*)iou=s,Ἰώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*di=ai/,δῖος,adjective,toi,τοι,particle,ge/nos,γένος,noun,eu)xo/meq',εὔχομαι,verb,ei)=nai,εἰμί,verb,ga=s,γῆ,noun,a)po\,ἀπό,preposition,ta=sd',ὅδε,pronoun,a)/poikoi,ἄποικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palaio\n,παλαιός,adjective,d',δέ,particle,ei)s,εἰς,preposition,i)/xnos,ἴχνος,noun,mete/stan,μεθίστημι,verb,mate/ros,μήτηρ,noun,a)nqono/mous,ἀνθονόμος,adjective,e)pwpa/s,ἐπωπή,noun,leimw=na,λειμών,noun,bou/xilon,βούχιλος,adjective,e)/nqen,ἔνθεν,adverb,*)iw\,Ἰώ,proper,oi)/strw|,οἶστρος,noun,e)reqome/na,,,feu/gei,φεύγω,verb,a(marti/noos,ἁμαρτίνοος,adjective,polla\,πολύς,adjective,brotw=n,βροτός,noun,diameibome/na,διαμείβω,verb,fu=la,φῦλον,noun,dixh=|,διχή,noun,d',δέ,particle,a)nti/poron,ἀντίπορος,adjective,gai=an,γαῖα,noun,e)n,ἐν,preposition,ai)/sa|,Αἶσα,proper,diate/mnousa,διατέμνω,verb,po/ron,πόρος,noun,kumati/an,κυματίας,noun,o(ri/zei,ὁρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)a/ptei,ἰάπτω,verb,d',δέ,particle,*)asi/dos,Ἄσιας,proper,di',διά,preposition,ai)/as,αἶα,noun,mhlobo/tou,μηλόβοτος,adjective,*frugi/as,Φρύγιος,proper,diampa/c,διαμπάξ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pera=|,περάω,verb,de\,δέ,particle,*teu/qrantos,Τεύθρας,proper,a)/stu,ἄστυ,noun,*musw=n,Μυσός,proper,*lu/dia/,Λύδιος,proper,te,τε,particle,gu/ala,γύαλον,adjective,kai\,καί,conjunction,di',διά,preposition,o)rw=n,ὀρός,noun,*kili/kwn,Κίλιξ,proper,*pamfu/lwn,Πάμφυλος,proper,te,τε,particle,diornume/na,διόρνυμι,verb,kai/,καί,conjunction,potamou\s,ποταμός,noun,a)ena/ous,ἀέναος,adjective,kai\,καί,conjunction,baqu/plouton,βαθύπλουτος,adjective,xqo/na,χθών,noun,kai\,καί,conjunction,ta\n,ὁ,article,*)afrodi/tas,Ἀφροδίτη,proper,polu/puron,πολύπυρος,adjective,ai)=an,αἶα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(knei=tai,ἱκνέομαι,verb,dh\,δή,particle,sinoume/na,,,be/lei,βέλος,noun,bouko/lou,βούκολος,noun,ptero/entos,πτερόεις,adjective,*di=on,Δῖον,proper,pa/mboton,πάμβοτος,adjective,a)/lsos,ἄλσος,noun,leimw=na,λειμών,noun,xiono/boskon,χιονόβοσκος,adjective,o(/nt',ὅστε,pronoun,e)pe/rxetai,ἐπέρχομαι,verb,*tufw=,Τυφωεύς,proper,me/nos,μένος,noun,u(/dwr,ὕδωρ,noun,te,τε,particle,*nei/lou,Νεῖλος,proper,no/sois,νόσος,noun,a)/qikton,ἄθικτος,adjective,mainome/na,μαίνομαι,verb,po/nois,πόνος,noun,a)ti/mois,ἄτιμος,adjective,o)du/nais,ὀδύνη,noun,te,τε,particle,kentrodalh/tisi,κεντροδαλῆτις,noun,quia\s,θυιάς,adjective,*(/hras,Ἥρα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brotoi\,βροτός,noun,d',δέ,particle,oi(\,ἕ,pronoun,ga=s,γῆ,noun,to/t',τότε,adverb,h)=san,εἰμί,verb,e)/nnomoi,ἔννομος,adjective,xlwrw=|,χλωρός,adjective,dei/mati,δεῖμα,noun,qumo\n,θυμός,noun,pa/llont',πάλλω,verb,o)/yin,ὄψις,noun,a)h/qh,ἀήθης,adjective,boto\n,βοτόν,noun,e)sorw=ntes,εἰσοράω,verb,dusxere\s,δυσχερής,adverb,meico/mbroton,μειξόμβροτος,adjective,ta\n,ὁ,article,me\n,μέν,particle,boo/s,βοῦς,noun,ta\n,ὁ,article,d',δέ,particle,au)=,αὖ,interjection,gunaiko/s,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/ras,τέρας,noun,d',δέ,particle,e)qa/mboun,θαμβέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,dh\,δή,particle,ti/s,τίς,pronoun,h)=n,εἰμί,verb,o(,ὁ,article,qe/lcas,θέλγω,verb,polu/plagkton,πολύπλαγκτος,adjective,a)qli/an,ἄθλιος,adjective,oi)strodo/nhton,οἰστροδόνητος,adjective,*)iw/,Ἰώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di',διά,preposition,ai)w=nos,αἰών,noun,kre/wn,κρείων,noun,a)pau/stou,ἄπαυστος,adjective,*zeu\s,Ζεύς,proper,*dio\s,Ζεύς,proper,d',δέ,particle,a)phma/ntw|,ἀπήμαντος,adjective,sqe/nei,σθένος,noun,kai\,καί,conjunction,qei/ais,θεία,noun,e)pipnoi/ais,ἐπίπνοια,noun,pau/etai,παύω,verb,dakru/wn,δάκρυον,noun,d',δέ,particle,a)posta/zei,ἀποστάζω,verb,pe/nqimon,πένθιμος,adjective,ai)dw=,αἰδώ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labou=sa,λαμβάνω,verb,d',δέ,particle,e(/rma,ἕρμα,noun,*di=on,Δῖον,proper,a)yeudei=,ἀψευδέω,verb,lo/gw|,λόγος,noun,gei/nato,γείνομαι,verb,pai=d',παῖς,adjective,a)memfh=,ἄμεμπτος,adjective,di',διά,preposition,ai)w=nos,αἰών,noun,makrou=,μακρός,adjective,pa/nolbon,πάνολβος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,pa=sa,πᾶς,adjective,boa=|,βοάω,verb,xqw/n,χθών,noun,fusizo/ou,φυσίζοος,adjective,ge/nos,γένος,noun,to/de,ὅδε,pronoun,*zhno/s,Ζεύς,proper,e)stin,εἰμί,verb,a)lhqw=s,ἀληθής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga\r,γάρ,particle,a)\n,ἄν,particle,kate/pausen,καταπαύω,verb,*(/hras,Ἥρα,proper,no/sous,νόσος,noun,e)pibou/lous,ἐπίβουλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio\s,Ζεύς,proper,to/d',ὅδε,pronoun,e)/rgon,ἔργον,noun,kai\,καί,conjunction,to/d',ὅδε,pronoun,a)\n,ἄν,particle,ge/nos,γένος,noun,le/gwn,λέγω,verb,e)c,ἐκ,preposition,*)epa/fou,Ἔπαφος,proper,kurh/sais,κυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/n',τίς,pronoun,a)\n,ἄν,particle,qew=n,θέα,noun,e)ndikwte/roisin,ἔνδικος,adjective,kekloi/man,κέλομαι,verb,eu)lo/gws,εὔλογος,adjective,e)p',ἐπί,preposition,e)/rgois,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,o(,ὁ,article,path\r,πατήρ,noun,futourgo\s,φυτουργός,adjective,au)to/xeir,αὐτόχειρ,noun,a)/nac,ἄναξ,noun,ge/nous,γένος,noun,palaio/frwn,παλαιόφρων,noun,me/gas,μέγας,adverb,te/ktwn,τέκτων,adjective,to\,ὁ,article,pa=n,πᾶς,adjective,mh=xar,μῆχαρ,noun,ou)/rios,ὄρος,adjective,*zeu/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(p',ὑπό,preposition,a)rxa=s,ἀρχή,noun,d',δέ,particle,ou)/,οὐ,adverb,tinos,τις,pronoun,qoa/zwn,θοάζω,verb,to\,ὁ,article,mei=on,μείων,adverb,kreisso/nwn,κρείσσων,verb,kratu/nei,κρατύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/tinos,οὔτις,pronoun,a)/nwqen,ἄνωθεν,adverb,h(me/nou,ἧμαι,verb,se/bei,σέβομαι,verb,kra/th,κράτος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/resti,πάρειμι,verb,d',δέ,particle,e)/rgon,ἔργον,noun,w(s,ὡς,conjunction,e)/pos,ἔπος,adjective,speu=sai/,σπεύδω,verb,ti,τις,pronoun,tw=n,ὁ,article,bou/lios,βούλιος,adverb,fe/rei,φέρω,verb,frh/n,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qarsei=te,θαρσέω,verb,pai=des,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,ta\,τίς,pronoun,tw=n,ὁ,article,e)gxwri/wn,ἐγχώριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh/mou,δῆμος,noun,de/doktai,δοκέω,verb,pantelh=,παντελής,adverb,yhfi/smata,ψήφισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,xai=re,χαίρω,verb,pre/sbu,πρέσβυς,noun,fi/ltat',φίλτατος,adjective,a)gge/llwn,ἀγγέλλω,verb,e)moi/,ἐγώ,pronoun,e)/nispe,ἐνέπω,verb,d',δέ,particle,h(mi=n,ἐγώ,pronoun,poi=,ποι,adverb,keku/rwtai,κυρόω,verb,te/los,τέλος,noun,dh/mou,δῆμος,noun,kratou=sa,κρατέω,verb,xei\r,χείρ,noun,o(/ph|,ὅπη,adverb,plhqu/netai,πληθύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/docen,δοκέω,verb,*)argei/oisin,Ἀργεῖος,proper,ou),οὐ,adverb,dixorro/pws,διχόρροπος,adjective,a)ll',ἀλλά,adverb,w(/st',ὥστε,conjunction,a)nhbh=sai/,ἀνηβάω,verb,me,ἐγώ,pronoun,ghraia=|,γηραιός,adjective,freni/,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pandhmi/a|,πανδημία,noun,ga\r,γάρ,particle,xersi\,χείρ,noun,deciwnu/mois,δεξιώνυμος,adjective,e)/fricen,φρίσσω,verb,ai)qh\r,αἰθήρ,noun,to/nde,ὅδε,pronoun,kraino/ntwn,κραίνω,verb,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ma=s,ἐγώ,pronoun,metoikei=n,μετοικέω,verb,th=sde,ὅδε,pronoun,gh=s,γῆ,noun,e)leuqe/rous,ἐλεύθερος,adjective,ka)rrusia/stous,ἀρρυσίαστος,adjective,cu/n,σύν,preposition,t',τε,particle,a)suli/a|,ἀσυλία,noun,brotw=n,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
