word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS
tau=ta/,οὗτος,pronoun,tis,τις,pronoun,ta/x',τάχα,adjective,a)\n,ἄν,particle,path\r,πατήρ,noun,h)\,ἠέ,conjunction,tekou=sa,τίκτω,verb,neopaqh\s,νεοπαθής,adjective,oi)=kton,οἶκτος,noun,oi)kti/sait',οἰκτίζω,verb,e)peidh\,ἐπεί,conjunction,pi/tnei,πίπτω,verb,do/mos,δόμος,noun,di/kas,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sq',ἔσθω,verb,o(/pou,ὅπου,adverb,to\,ὁ,article,deino\n,δεινός,adjective,eu)=,εὖ,adverb,kai\,καί,conjunction,frenw=n,φρήν,noun,e)pi/skopon,ἐπίσκοπος,adjective,dei=,δέομαι,verb,me/nein,μένω,verb,kaqh/menon,κάθημαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cumfe/rei,συμφέρω,verb,swfronei=n,σωφρονέω,verb,u(po\,ὑπό,preposition,ste/nei,στένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,de\,δέ,particle,mhde\n,μηδείς,pronoun,e)n,ἐν,preposition,de/ei,δέος,noun,kardi/an,καρδία,noun,a)\n,ἄν,particle,a)natre/fwn,ἀνατρέφω,verb,h)\,ἠέ,conjunction,po/lis,πόλις,adjective,broto/s,βροτός,noun,q',τε,particle,o(moi/ws,ὅμοιος,adjective,e)/t',ἔτι,adverb,a)\n,ἄν,particle,se/boi,σέβω,verb,di/kan,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh/t',μήτε,particle,a)na/rxeton,,,bi/on,βίος,adjective,mh/te,μήτε,particle,despotou/menon,δεσποτέω,verb,ai)ne/sh|s,αἰνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panti\,πᾶς,adjective,me/sw|,μέσος,adjective,to\,ὁ,article,kra/tos,κράτος,noun,qeo\s,θεός,noun,w)/pasen,ὀπάζω,verb,a)/ll',ἄλλος,adjective,a)/lla|,ἄλλος,adjective,d',δέ,particle,e)foreu/ei,ἐφορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cu/mmetron,σύμμετρος,adverb,d',δέ,particle,e)/pos,ἔπος,adjective,le/gw,λέγω,verb,dussebi/as,δυσσεβία,noun,me\n,μέν,particle,u(/bris,ὕβρις,noun,te/kos,τέκος,noun,w(s,ὡς,conjunction,e)tu/mws,ἔτυμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,d',δέ,particle,u(giei/as,ὑγίεια,noun,frenw=n,φρήν,noun,o(,ὁ,article,pa/mfilos,πάμφιλος,adjective,kai\,καί,conjunction,polu/euktos,πολύευκτος,adjective,o)/lbos,ὄλβος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,to\,ὁ,article,pa=n,πᾶς,adjective,de/,δέ,particle,soi,σύ,pronoun,le/gw,λέγω,verb,bwmo\n,βωμός,noun,ai)/desai,αἰδέομαι,verb,*di/kas,Δίκη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde/,μηδέ,particle,nin,νιν,pronoun,ke/rdos,κέρδος,noun,i)dw\n,εἶδον,verb,a)qe/w|,ἄθεος,adjective,podi\,ποδίς,noun,la\c,λάξ,adverb,a)ti/sh|s,ἀτίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poina\,ποινή,noun,ga\r,γάρ,particle,e)pe/stai,ἔπειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ku/rion,κύριος,adjective,me/nei,μένω,verb,te/los,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,ta/de,ὅδε,pronoun,tis,τις,pronoun,toke/wn,τοκεύς,noun,se/bas,σέβας,noun,eu)=,εὖ,adverb,proti/wn,προτίω,verb,kai\,καί,conjunction,cenoti/mous,ξενότιμος,adjective,do/mwn,δόμος,noun,e)pistrofa\s,ἐπιστροφή,noun,ai)do/meno/s,αἰδέομαι,verb,tis,τις,pronoun,e)/stw,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(kw\n,ἑκών,adjective,d',δέ,particle,a)na/gkas,ἀνάγκη,noun,a)/ter,ἄτερ,preposition,di/kaios,δίκαιος,adjective,w)\n,εἰμί,verb,ou)k,οὐ,adverb,a)/nolbos,ἄνολβος,adjective,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panw/leqros,πανώλεθρος,adjective,d',δέ,particle,ou)/pot',οὔποτε,adverb,a)\n,ἄν,particle,ge/noito,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,a)nti/tolmon,ἀντίτολμος,adjective,de/,δέ,particle,fami,φημί,verb,parba/tan,,,a)/gonta,ἄγω,verb,polla\,πολύς,adjective,panto/furt',παντόφυρτος,adjective,a)/neu,ἄνευ,preposition,di/kas,δίκη,adjective,biai/ws,βίαιος,adjective,cu\n,σύν,preposition,xro/nw|,χρόνος,noun,kaqh/sein,καθίημι,verb,lai=fos,λαῖφος,noun,o(/tan,ὅταν,conjunction,la/bh|,λαμβάνω,verb,po/nos,πόνος,noun,qrauome/nas,θραύω,verb,kerai/as,κεραία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalei=,καλέω,verb,d',δέ,particle,a)kou/ontas,ἀκούω,verb,ou)de\n,οὐδείς,pronoun,e)n,ἐν,preposition,me/sa|,μέση,noun,duspalei=,δυσπαλής,adjective,te,τε,particle,di/na|,δίνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gela=|,γελάω,verb,de\,δέ,particle,dai/mwn,δαίμων,adjective,e)p',ἐπί,preposition,a)ndri\,ἀνδρίς,noun,qermw=|,θερμός,adjective,to\n,ὁ,article,ou)/pot',οὔποτε,adverb,au)xou=nt',αὐχέω,verb,i)dw\n,εἶδον,verb,a)maxa/nois,,,du/ais,δύη,adjective,lapadno\n,λαπαδνός,adjective,ou)d',οὐδέ,particle,u(perqe/ont',ὑπερθέω,verb,a)/kran,ἄκρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di',διά,preposition,ai)w=nos,αἰών,noun,de\,δέ,particle,to\n,ὁ,article,pri\n,πρίν,adverb,o)/lbon,ὄλβος,noun,e(/rmati,ἕρμα,noun,prosbalw\n,προσδαίω,verb,di/kas,δίκη,adjective,w)/let',ὄλλυμι,verb,a)/klautos,ἄκλαυστος,adjective,ai)=stos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh/russe,κηρύσσω,verb,kh=ruc,κῆρυξ,noun,kai\,καί,conjunction,strato\n,στρατός,noun,kateirgaqou=,κατεργαθεῖν,verb,h(/,ὅς,pronoun,t',τε,particle,ou)=n,οὖν,particle,dia/toros,διάτορος,adjective,*turshnikh\,Τυρσηνικός,adjective,sa/lpigc,σάλπιγξ,noun,brotei/ou,βρότειος,adjective,pneu/matos,πνεῦμα,noun,plhroume/nh,πληρόω,verb,u(pe/rtonon,ὑπέρτονος,adjective,gh/ruma,γήρυμα,noun,faine/tw,φαίνω,verb,stratw=|,στρατός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plhroume/nou,πληρόω,verb,ga\r,γάρ,particle,tou=de,ὅδε,pronoun,bouleuthri/ou,βουλευτήριον,noun,siga=n,σιγάω,verb,a)rh/gei,ἀρήγω,verb,kai\,καί,conjunction,maqei=n,μανθάνω,verb,qesmou\s,θεσμός,noun,e)mou\s,ἐμός,adjective,po/lin,πόλις,adjective,te,τε,particle,pa=san,πᾶς,adjective,ei)s,εἰς,preposition,to\n,ὁ,article,ai)anh=,αἰανής,adjective,xro/non,χρόνος,noun,kai\,καί,conjunction,tou/sd',ὅδε,pronoun,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,eu)=,εὖ,adverb,katagnwsqh=|,καταγιγνώσκω,verb,di/kh,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/nac,ἄναξ,noun,*)/apollon,Ἀπόλλων,proper,w(=n,ὅς,pronoun,e)/xeis,ἔχω,verb,au)to\s,αὐτός,pronoun,kra/tei,κρατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,tou=de,ὅδε,pronoun,soi\,σύ,pronoun,me/testi,μέτειμι,verb,pra/gmatos,πρᾶγμα,noun,le/ge,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,marturh/swn,μαρτυρέω,verb,h)=lqon,ἔρχομαι,verb,e)/sti,εἰμί,verb,ga\r,γάρ,particle,no/mw|,νόμος,noun,i(ke/ths,ἱκέτης,noun,o(/d',ὅδε,pronoun,a(nh\r,ἀνήρ,noun,kai\,καί,conjunction,do/mwn,δόμος,noun,e)fe/stios,ἐφέστιος,adjective,e)mw=n,ἐμός,adjective,fo/nou,φόνος,noun,de\,δέ,particle,tou=d',ὅδε,pronoun,e)gw\,ἐγώ,pronoun,kaqa/rsios,καθάρσιος,adjective,kai\,καί,conjunction,cundikh/swn,συνδικέω,verb,au)to/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ti/an,αἰτία,noun,d',δέ,particle,e)/xw,ἔχω,verb,th=s,ὁ,article,tou=de,ὅδε,pronoun,mhtro\s,μήτηρ,noun,tou=,ὁ,article,fo/nou,φόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,ei)/sage,εἰσάγω,verb,o(/pws,ὅπως,conjunction,t',τε,particle,e)pi/sta|,ἐπίσταμαι,verb,th/nde,ὅδε,pronoun,ku/rwson,κυρόω,verb,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mw=n,σύ,pronoun,o(,ὁ,article,mu=qos,μῦθος,noun,ei)sa/gw,εἰσάγω,verb,de\,δέ,particle,th\n,ὁ,article,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,diw/kwn,διώκω,verb,pro/teros,πρότερος,adjective,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,le/gwn,λέγω,verb,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,o)rqw=s,ὀρθός,adjective,pra/gmatos,πρᾶγμα,noun,dida/skalos,διδάσκαλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollai\,πολύς,adjective,me/n,μέν,particle,e)smen,εἰμί,verb,le/comen,λέγω,verb,de\,δέ,particle,sunto/mws,σύντομος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/pos,ἔπος,adjective,d',δέ,particle,a)mei/bou,ἀμείβω,verb,pro\s,πρός,preposition,e)/pos,ἔπος,adjective,e)n,ἐν,preposition,me/rei,μέρος,noun,tiqei/s,τίθημι,verb,th\n,ὁ,article,mhte/r',μήτηρ,noun,ei)pe\,εἶπον,verb,prw=ton,πρότερος,adjective,ei),εἰ,conjunction,kate/ktonas,κατακτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tou,οὗτος,pronoun,d',δέ,particle,ou)/tis,οὔτις,pronoun,a)/rnhsis,ἄρνησις,noun,pe/lei,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(\n,εἷς,adjective,me\n,μέν,particle,to/d',ὅδε,pronoun,h)/dh,ἤδη,adverb,tw=n,ὁ,article,triw=n,τρεῖς,noun,palaisma/twn,πάλαισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,keime/nw|,κεῖμαι,verb,pw,πω,particle,to/nde,ὅδε,pronoun,kompa/zeis,κομπάζω,verb,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pei=n,εἶπον,verb,ge,γε,particle,me/ntoi,μέντοι,particle,dei=,δέομαι,verb,s',σύ,pronoun,o(/pws,ὅπως,conjunction,kate/ktanes,κατακτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cifoulkw=|,ξιφουλκός,adjective,xeiri\,χείρ,noun,pro\s,πρός,preposition,de/rhn,δέρος,noun,temw/n,τέμνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,tou=,ὁ,article,d',δέ,particle,e)pei/sqhs,πείθω,verb,kai\,καί,conjunction,ti/nos,τίς,pronoun,bouleu/masin,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,tou=de,ὅδε,pronoun,qesfa/toisi,θέσφατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marturei=,μαρτύρομαι,verb,de/,δέ,particle,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ma/ntis,μάντις,noun,e)chgei=to/,ἐξηγέομαι,verb,soi,σύ,pronoun,mhtroktonei=n,μητροκτονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,deu=ro/,δεῦρο,adverb,g',γε,particle,a)ei\,ἀεί,adverb,th\n,ὁ,article,tu/xhn,τύχη,noun,ou),οὐ,adverb,me/mfomai,μέμφομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)/,εἰ,conjunction,se,σύ,pronoun,ma/ryei,μάρπτω,verb,yh=fos,ψῆφος,noun,a)/ll',ἄλλος,adjective,e)rei=s,ἐρέω,verb,ta/xa,τάχα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)rwga\s,ἀρωγή,adjective,d',δέ,particle,e)k,ἐκ,preposition,ta/fou,τάφος,noun,pe/myei,πέμπω,verb,path/r,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nekroi=si/,νεκρός,noun,nun,νῦν,adverb,pe/pisqi,πείθω,verb,mhte/ra,μήτηρ,noun,ktanw/n,κτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duoi=n,δύο,adjective,ga\r,γάρ,particle,ei)=xe,ἔχω,verb,prosbola\s,προσβολή,noun,miasma/toin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,dh/,δή,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/dacon,διδάσκω,verb,tou\s,ὁ,article,dika/zontas,δικάζω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ndroktonou=sa,ἀνδροκτονέω,verb,pate/r',πατήρ,noun,e)mo\n,ἐμός,adjective,kate/ktanen,κατακτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiga\r,τοιγάρ,particle,su\,σύ,pronoun,me\n,μέν,particle,zh=|s,ζάω,verb,h(,ὁ,article,d',δέ,particle,e)leuqe/ra,ἐλεύθερος,adjective,fo/nw|,φόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,ou)k,οὐ,adverb,e)kei/nhn,ἐκεῖνος,pronoun,zw=san,ζάω,verb,h)/launes,ἐλαύνω,verb,fugh=|,φυγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,h)=n,εἰμί,verb,o(/maimos,ὅμαιμος,adjective,fwto\s,φάος,adjective,o(\n,ὅς,pronoun,kate/ktanen,κατακτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
