word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS
xrhma/twn,χρῆμα,adjective,toi/nun,τοίνυν,particle,sunte/leian,συντέλεια,noun,kai\,καί,conjunction,pro\s,πρός,preposition,ta\,ὁ,article,me/llonta,u(posxe/seis,ὑπόσχεσις,noun,a)f',ἀπό,preposition,e(kate/ras,ἑκάτερος,adjective,th=s,ὁ,article,h)pei/rou,ἤπειρος,adjective,kai\,καί,conjunction,polla\s,πολύς,adjective,a)/llas,ἄλλος,adjective,filanqrwpi/as,φιλανθρωπία,noun,ei)s,εἰς,preposition,du/namin,δύναμις,adjective,th\n,ὁ,article,e(ka/stwn,ἕκαστος,adjective,genome/nas,γίγνομαι,verb,ti/s,τίς,pronoun,a)\n,ἄν,particle,e)kpera/neie,ἐκπεραίνω,verb,dihgou/menos,μέλλω,verb,διηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou),οὐ,adverb,tou/tou,οὗτος,pronoun,ge,γε,particle,e(/neka,ἕνεκα,preposition,h(,ὁ,article,po/lis,h)ci/wse,ἀξιόω,verb,pa/nta,πᾶς,adjective,e)fech=s,ἐφεξῆς,adverb,de/xesqai,δέχομαι,verb,ou)d',οὐδέ,particle,w(s,ὡς,conjunction,oi(,ἕ,pronoun,dido/ntes,δίδωμι,verb,e)bou/lonto,βούλομαι,verb,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,au)th=|,αὐτός,pronoun,kalo\n,καλός,noun,h)=n,εἰμί,verb,labei=n,λαμβάνω,verb,,,,,,,,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/,τίς,pronoun,dei=,δέομαι,verb,tau=t',οὗτος,pronoun,e)n,ἐν,preposition,me/rei,μέρος,noun,katale/gein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καταλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,ga\r,γάρ,particle,ta\,ὁ,article,e)/qnh,ἔθνος,adjective,ta\,ὁ,article,plhrou=nq',πληρόω,verb,h(mi=n,th\n,ὁ,article,*)asi/an,Ἄσιος,proper,filotimi/an,φιλοτιμία,noun,koinh\n,κοινός,adjective,filotimei=tai,φιλοτιμέομαι,verb,pro\s,πρός,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,ta\,ὁ,article,kra/tista,κράτιστος,adjective,tw=n,ὁ,article,a)rxai/wn,ἀρχαῖος,adjective,a)nista/nta,ἀνίστημι,verb,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,mo/nhs,μόνος,adjective,de\,δέ,particle,tau/ths,οὗτος,pronoun,th=s,ὁ,article,po/lews,πόλις,adjective,to\,palaio\n,παλαιός,adjective,r(h=ma,ῥῆμα,noun,e)chle/gxqh,ἐξελέγχω,verb,yeudw=s,ψευδής,adverb,e)/xon,ἔχω,verb,to\,ὁ,article,kakw=s,κακός,adjective,praca/ntwn,πράσσω,verb,lh/qhn,λήθη,noun,ei)=nai,εἰμί,verb,para\,παρά,preposition,toi=s,ὁ,article,fi/lois,φίλος,adjective,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosou=ton,τοσοῦτος,adjective,au)th=|,αὐτός,pronoun,kai\,καί,conjunction,para\,παρά,preposition,th\n,ὁ,article,sumfora\n,συμφορά,noun,e)pifanei/as,kai\,καί,conjunction,xari/twn,χάρις,noun,kai\,καί,conjunction,do/chs,δόξα,noun,e)fula/xqh,φυλάσσω,verb,para\,παρά,preposition,tou=,ὁ,article,dai/monos,δαίμων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπιφάνεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,o(/sa,ὅσος,adjective,me\n,μέν,particle,qrhnw/dous,θρηνώδης,adverb,a(rmoni/as,ἁρμονία,noun,kai\,sxhma/twn,σχῆμα,noun,a)xari/twn,ἄχαρις,noun,kai\,καί,conjunction,para\,παρά,preposition,th=s,ὁ,article,lu/phs,λύπη,noun,e)/xonta,ἔχω,verb,th\n,ὁ,article,eu)fhmi/an,εὐφημία,noun,e)kpodw\n,ἐκποδών,adverb,a)pelh/luqe,ἀπέρχομαι,verb,leuxeimonei=,λευχειμονέω,verb,de\,δέ,particle,h(,ὁ,article,h)/peiros,ἤπειρος,adjective,panhguri/zei,πανηγυρίζω,verb,d',δέ,particle,h(,καί,conjunction,ὁ,article,*(ella\s,Ἑλλάς,proper,e)pi\,ἐπί,preposition,xrhsth=s,χρηστός,adjective,u(poqe/sews,ὑπόθεσις,noun,h(,ὁ,article,po/lis,πόλις,adjective,d',δέ,particle,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,dra/mati,δρᾶμα,noun,kai\,καί,conjunction,dh\,δή,particle,pa/lin,πάλιν,adverb,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,a)nafu/etai,ἀφύω,verb,metabalou=sa,μεταβάλλω,verb,th\n,ὁ,article,h(liki/an,ἡλικία,noun,h(,ὁ,article,au)th\,αὐτός,pronoun,palaia\,παλαιός,adjective,kai\,καί,conjunction,ne/a,ναῦς,noun,genome/nh,γίγνομαι,verb,w(/sper,ὥσπερ,adverb,to\n,ὁ,article,foi/nika,φοῖνιξ,noun,a)nabiw/skesqai,ἀναβιώσκομαι,verb,lo/gos,λόγος,noun,au)to\n,αὐτός,pronoun,e)c,ἐκ,preposition,au(tou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dh\,δή,particle,tou=t',οὗτος,pronoun,a)/ra,ἄρα,particle,do/cai,δοκέω,verb,tw=|,qew=|,θεός,noun,e(/teron,ἕτερος,adjective,foi/nika,φοῖνιξ,noun,a)nt',ἀντί,preposition,e)kei/nou,ἐκεῖνος,pronoun,te,τε,particle,kai\,καί,conjunction,met',μετά,preposition,e)kei=non,ἐκεῖνος,pronoun,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,d',δέ,particle,w(/sper,ὥσπερ,adverb,o(dw=|,ὁδός,adjective,kexwrhke/nai,χωρέω,verb,fai/netai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*qhse/ws,Θησεύς,proper,me\n,μέν,particle,ga\r,γάρ,particle,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,oi)ki/santos,οἰκίζω,verb,*)ale/candros,u(/steron,ὕστερος,adjective,ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,to\,ὁ,article,sxh=ma,σχῆμα,noun,proh/gage,προάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀλέξανδρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/th,τρίτος,adjective,de\,δέ,particle,xei\r,χείρ,noun,tw=n,ὁ,article,pa/nta,πᾶς,adjective,nikw/ntwn,νικάω,verb,a)ni/sthsi,th\n,ὁ,article,au)th\n,αὐτός,pronoun,kai\,καί,conjunction,sunti/qhsi,συντίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀνίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metaqei=nai,μετατίθημι,verb,me\n,μέν,particle,ga\r,γάρ,particle,ou)k,οὐ,adverb,h)ci/wsan,ἀξιόω,verb,e)/rwti,ἔρως,noun,th=s,u(parxou/shs,ὑπάρχω,verb,oi(,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,tw=n,ὁ,article,i)xnw=n,ἴχνος,noun,e)gei/rousin,ἐγείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)po/qei,ποθέω,verb,d',δέ,particle,a)/ra,ἄρα,particle,kai\,καί,conjunction,h(,ὁ,article,th=s,ὁ,article,po/lews,fu/sis,φύσις,noun,oi)kista\s,οἰκιστής,noun,dittou\s,δισσός,adjective,du/o,δύο,adjective,ta\s,ὁ,article,a)rxhge/tidas,ἀρχηγέτης,noun,ne/mousa,νέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh\,δή,particle,lime/nes,λιμήν,noun,te,τε,particle,komi/zontai,κομίζω,verb,ta\s,ὁ,article,th=s,filta/ths,φίλτατος,adjective,po/lews,πόλις,adjective,a)gka/las,ἀγκάλη,noun,kai\,καί,conjunction,pa/lin,πάλιν,adverb,au)=,αὖ,interjection,katakosmei=tai,κατακοσμέω,verb,kai\,καί,conjunction,tw=|,ὁ,article,*me/lhti,,,ou)de\n,οὐδείς,pronoun,e)mpodw\n,ἐμποδών,adverb,to\,ὁ,article,mh\,μή,conjunction,tou\s,ὁ,article,prosoi/kous,πρόσοικος,adjective,e)/xein,ἔχω,verb,h)=ros,ὁ,article,ἔαρ,noun,de\,δέ,particle,pu/lai,πύλη,adjective,kai\,καί,conjunction,qe/rous,θέρος,noun,u(po\,ὑπό,preposition,stefa/nwn,στέφανος,noun,a)noi/gnuntai,ἀνοίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xoroi\,χορός,noun,de\,δέ,particle,*numfw=n,Νύμφης,proper,kai\,καί,conjunction,*mousw=n,Μοῦσα,proper,e)n,ἐν,preposition,au)th=|,te,τε,particle,kai\,καί,conjunction,peri\,περί,preposition,au)th\n,αὐτός,pronoun,xoreu/ousi,χορεύω,verb,ze/furoi,Ζέφυρος,proper,de\,δέ,particle,ou),οὐ,adverb,luph/sousi,λυπέω,verb,pne/ontes,πνέω,verb,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,maka/rioi,μακάριος,adjective,me\n,μέν,particle,tw=n,ὁ,article,presbute/rwn,πρέσβυς,noun,oi(,ὁ,article,pro\s,tau/thn,οὗτος,pronoun,a)fico/menoi,ἀφίζω,verb,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,e)n,ἐν,preposition,h(=|,ὅς,pronoun,th\n,ὁ,article,*smu/rnan,Σμύρνα,proper,o)/yontai,ὁράω,verb,to\n,ὁ,article,e(auth=s,ἑαυτοῦ,pronoun,e)/xousan,ἔχω,verb,ko/smon,κόσμος,noun,,,,,,,,,,,,,,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai=des,παῖς,adjective,de\,δέ,particle,ou)de\n,οὐδείς,pronoun,zhmiwso/menoi,ζημιόω,verb,a)ll',ἀλλά,adverb,o)yo/menoi,ὁράω,verb,th\n,patri/da,πατρίς,adjective,oi(/an,οἷος,adjective,oi(,ὁ,article,gonei=s,γονεύς,noun,w)/|koun,οἰκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,e)n,ἐν,preposition,h(liki/a|,ἡλικία,noun,ta\,ὁ,article,me\n,μέν,particle,sumpra/cante/s,te,τε,particle,kai\,καί,conjunction,sumponh/santes,συμπονέω,verb,ta\,ὁ,article,de\,δέ,particle,sunqu/sontes,συνθύω,verb,kai\,καί,conjunction,suneorta/sontes,συνεορτάζω,verb,e(autoi=s,ἑαυτοῦ,pronoun,te,τε,particle,kai\,καί,conjunction,toi=s,ὁ,article,ei)safiknoume/nois,εἰσαφικνέομαι,verb,,,,,,,,,,,,,,συμπράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,tw=n,ὁ,article,paro/ntwn,πάρειμι,verb,a)gaqw=n,ἀγαθός,adjective,e)/ti,ἔτι,adverb,kalli/ous,καλλίων,adverb,ai(,tw=n,ὁ,article,mello/ntwn,μέλλω,verb,e)lpi/des,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,*zeu=,Ζεύς,proper,polieu=,,,te,τε,particle,kai\,καί,conjunction,qeai\,θεά,noun,klhrou=xoi,th=sde,ὅδε,pronoun,th=s,ὁ,article,po/lews,πόλις,adjective,kai\,καί,conjunction,*po/seidon,Ποσειδῶν,proper,o(\s,ὅς,pronoun,a)mfo/tera,ἀμφότερος,adjective,ei)/lhxas,λαγχάνω,verb,kinei=n,κινέω,verb,te,τε,particle,kai\,καί,conjunction,sw/zein,σώζω,verb,kai\,καί,conjunction,qeoi\,θεός,noun,basi/leioi/,βασίλειος,adjective,te,τε,particle,kai\,καί,conjunction,*(ellh/nioi,κληροῦχος,noun,Ἑλλήνιος,proper,gene/sqai,γίγνομαι,verb,to/nde,ὅδε,pronoun,h(mi=n,ἐγώ,pronoun,to\n,ὁ,article,oi)kismo\n,οἰκισμός,noun,deute/rwn,δεύτερος,adjective,a)meino/nwn,ἀμείνων,adjective,bebaiote/rwn,βέβαιος,adjective,e)pi\,ἐπί,preposition,pollh=|,πολύς,adjective,me\n,μέν,particle,eu)frosu/nh|,εὐφροσύνη,noun,kai\,καί,conjunction,do/ch|,δοκέω,verb,tw=n,ὁ,article,oi)kistw=n,οἰκιστής,noun,xrhstoi=s,χρηστός,adjective,de\,δέ,particle,toi=s,ὁ,article,a)panthsome/nois,ἀπαντάω,verb,th=|,ὁ,article,po/lei,πόλις,adjective,dia\,διά,preposition,panto\s,πᾶς,adjective,tou=,ὁ,article,me/llontos,μέλλω,verb,xro/nou,χρόνος,noun,ei)=nai,εἰμί,verb,de/,δέ,particle,ti,τις,pronoun,kai\,καί,conjunction,tou)mo\n,ἐμός,adjective,e)n,ἐν,preposition,*(/ellhsi,Ἕλλην,proper,nu=n,νῦν,adverb,te,τε,particle,kai\,καί,conjunction,u(/steron,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
