word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/76/lemma/@_entry,word/76/lemma/@_POS,word/89/lemma/@_entry,word/89/lemma/@_POS
pro\s,πρός,preposition,tou=to,οὗτος,pronoun,*ka/ssios,e)dusxe/rane,δυσχεραίνω,verb,kai/,καί,conjunction,toi=s,ὁ,article,a)/llois,prose/krousen,προσκρούω,verb,ou),οὐ,adverb,metri/ws,μέτριος,adjective,o(,ὁ,article,*)ati/llios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κάσσιος,proper,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)de/dokto,δοκέω,verb,dh\,δή,particle,ma/xesqai,th=|,ὁ,article,u(sterai/a|,ὑστεραῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*brou=tos,,,me\n,e)n,ἐν,preposition,e)lpi/si,ἐλπίς,noun,kalai=s,καλός,noun,kai\,logismoi=s,λογισμός,noun,filoso/fois,φιλόσοφος,noun,geno/menos,γίγνομαι,verb,para\,παρά,preposition,to\,ὁ,article,dei=pnon,δεῖπνον,noun,a)nepau/eto,ἀναπαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,μέν,particle,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ka/ssion,Κάσσιος,proper,de\,δέ,particle,*messa/las,fhsi\,φημί,verb,deipnei=n,δειπνέω,verb,te,τε,particle,kaq',e(auto/n,ἑαυτοῦ,pronoun,o)li/gous,ὀλίγος,adjective,tw=n,ὁ,article,sunh/qwn,σύνηθέω,verb,paralabo/nta,παραλαμβάνω,verb,kai\,καί,conjunction,su/nnoun,σύννους,adjective,o(ra=sqai,kai\,καί,conjunction,siwphlo/n,σιωπηλός,adverb,ou),οὐ,adverb,fu/sei,φύσις,noun,toiou=ton,τοιοῦτος,adjective,o)/nta,εἰμί,verb,,,,,,,,,,κατά,preposition,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pausame/nou,παύω,verb,de\,δέ,particle,tou=,dei/pnou,δεῖπνον,noun,labo/menon,λαμβάνω,verb,th=s,ὁ,article,xeiro\s,au)tou=,αὐτός,pronoun,sfo/dra,σφόδρα,adverb,tosou=ton,τοσοῦτος,adjective,ei)pei=n,εἶπον,verb,w(/sper,ὥσπερ,adverb,ei)w/qei,ἔθω,verb,filofronou/menos,φιλοφρονέομαι,verb,*(ellhnikh=|,fwnh=|,φωνή,noun,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,χείρ,noun,Ἑλληνικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
martu/romai/,μαρτύρομαι,verb,se,σύ,pronoun,*messa/la,tau)ta\,ταυτός,adjective,*pomphi/+w|,Πομπήιος,proper,*ma/gnw|,Μάγνος,proper,pa/sxein,a)nagkazo/menos,ἀναγκάζω,verb,dia\,διά,preposition,mia=s,εἷς,adjective,ma/xhs,μάχη,noun,a)narri=yai,ἀναρρίπτω,verb,to\n,ὁ,article,peri\,περί,preposition,th=s,patri/dos,πατρίς,adjective,ku/bon,κύβος,noun,,,,,,,,,,,,,,,,,,,,,,πάσχω,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gaqh\n,ἀγαθός,adjective,me/ntoi,μέντοι,particle,yuxh\n,e)/xwmen,ἔχω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,*tu/xhn,a)forw=ntes,ἀφοράω,verb,ka)\n,κἀν,conjunction,bouleusw/meqa,βουλεύω,verb,kakw=s,κακός,adjective,a)pistei=n,ἀπιστέω,verb,ou),οὐ,adverb,di/kaion,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,ψυχή,noun,Τύχη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,ei)po/nta,εἶπον,verb,fhsi\n,o/,,,*messa/las,,,teleutai=a,τελευταῖος,adjective,pro\s,au)to\n,αὐτός,pronoun,a)spa/sasqai,ἀσπάζομαι,verb,to\n,ὁ,article,*ka/ssion,Κάσσιος,proper,ei)=nai,εἰμί,verb,de\,δέ,particle,keklhme/nos,καλέω,verb,ei)s,th\n,ὁ,article,u(sterai/an,ὑστεραῖος,adjective,e)pi\,ἐπί,preposition,dei=pnon,δεῖπνον,noun,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,gene/qlion,γενέθλιος,adjective,ou)=san,εἰμί,verb,,φημί,verb,πρός,preposition,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,ἅμα,adverb,d',δέ,particle,h(me/ra|,prou)/keito,πρόκειμαι,verb,me\n,μέν,particle,tw=|,ὁ,article,*brou/tou,xa/raki,χάραξ,noun,kai\,καί,conjunction,tw=|,ὁ,article,*kassi/ou,Κάσσιος,proper,su/mbolon,σύμβολον,noun,a)gw=nos,ἀγών,noun,foinikou=s,φοινίκεος,adjective,xitw/n,au)toi\,αὐτός,pronoun,de\,δέ,particle,sunh=lqon,συνέρχομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,me/son,μέσος,adjective,tw=n,ὁ,article,stratope/dwn,στρατόπεδον,noun,kai\,ἡμέρα,noun,,,χιτών,adjective,καί,conjunction,le/gei,λέγω,verb,*ka/ssios,Κάσσιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/h,ἀίω,verb,me\n,μέν,particle,w)=,*brou=te,,,nika=n,νικάω,verb,kai\,καί,conjunction,sunei=nai,to\n,ὁ,article,pa/nta,πᾶς,adjective,xro/non,χρόνος,noun,a)llh/lois,ἀλλήλων,pronoun,eu)=,εὖ,adverb,pra/cantas,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦ,interjection,σύνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,ta\,me/gista,μέγας,adverb,tw=n,ὁ,article,a)nqrwpi/nwn,ἀνθρώπινος,adjective,a)dhlo/tata,kai\,καί,conjunction,th=s,ὁ,article,ma/xhs,μάχη,noun,para\,παρά,preposition,gnw/mhn,γνώμη,noun,kriqei/shs,κρίνω,verb,ou),οὐ,adverb,r(a/|dion,au)=qis,αὖθις,adverb,a)llh/lous,ἀλλήλων,pronoun,i)dei=n,εἶδον,verb,ti/,τίς,pronoun,ginw/skeis,γιγνώσκω,verb,peri\,περί,preposition,fugh=s,φυγή,noun,kai\,καί,conjunction,teleuth=s,ὁ,article,ἄδηλος,adjective,ῥᾴδιος,adjective,τελευτή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,*brou=tos,a)pekri/nato,ἀποκρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ne/os,νέος,adjective,w)\n,εἰμί,verb,e)gw\,*ka/ssie,Κάσσιος,proper,kai\,καί,conjunction,pragma/twn,πρᾶγμα,noun,a)/peiros,ou)k,οὐ,adverb,oi)=d',οἶδα,verb,o(/pws,ὅπως,conjunction,e)n,ἐν,preposition,filosofi/a|,φιλοσοφία,noun,lo/gon,λόγος,noun,a)fh=ka,ἀφίημι,verb,me/gan,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,ἄπειρος,adjective,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)|tiasa/mhn,αἰτιάομαι,verb,*ka/twna,,,diaxrhsa/menon,e(auto/n,ἑαυτοῦ,pronoun,w(s,ὡς,conjunction,ou)x,οὐ,adverb,o(/sion,ou)d',οὐδέ,particle,a)ndro\s,ἀνήρ,noun,e)/rgon,ἔργον,noun,u(poxwrei=n,ὑποχωρέω,verb,tw=|,ὁ,article,dai/moni,δαίμων,adjective,kai\,καί,conjunction,mh\,de/xesqai,δέχομαι,verb,to\,ὁ,article,sumpi=pton,συμπίτνω,verb,a)dew=s,ἀδεής,adverb,a)ll',ἀλλά,adverb,a)podidra/skein,ἀποδιδράσκω,verb,,,,,,,,διαχράομαι,verb,ὅσιος,adjective,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuni\,νυνί,adverb,d',δέ,particle,a)lloi=os,e)n,ἐν,preposition,tai=s,ὁ,article,tu/xais,τύχη,noun,gi/nomai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλοῖος,adjective,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,qeou=,θεός,noun,kalw=s,ta\,ὁ,article,paro/nta,πάρειμι,verb,mh\,μή,conjunction,brabeu/santos,ou),οὐ,adverb,de/omai,δέομαι,verb,pa/lin,πάλιν,adverb,a)/llas,ἄλλος,adjective,e)lpi/das,ἐλπίς,noun,e)cele/gxein,ἐξελέγχω,verb,kai\,καί,conjunction,paraskeua/s,a)ll',ἀλλά,adverb,a)palla/comai,ἀπαλλάσσω,verb,th\n,ὁ,article,*tu/xhn,Τύχη,proper,e)painw=n,ἐπαινέω,verb,,,,,,,,,,,καλός,noun,βραβεύω,verb,παρασκευή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*marti/ais,Μαλίς,proper,ei)doi=s,εἰδοί,noun,dou\s,th=|,ὁ,article,patri/di,πατρίς,adjective,to\n,ὁ,article,e)mautou=,bi/on,βίος,adjective,a)/llon,ἄλλος,adjective,e)/zhsa,ζάω,verb,di',διά,preposition,e)kei/nhn,ἐκεῖνος,pronoun,e)leu/qeron,ἐλεύθερος,adjective,kai\,καί,conjunction,e)/ndocon,,,,,,,,,,,,,,,,,,,,,,,,,,δίδωμι,verb,ἐμαυτοῦ,pronoun,ἔνδοξος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,*ka/ssios,e)meidi/ase,μειδιάω,verb,kai\,καί,conjunction,to\n,ὁ,article,*brou=ton,a)spasa/menos,ἀσπάζομαι,verb,tau=ta,οὗτος,pronoun,e)/fh,φημί,verb,fronou=ntes,φρονέω,verb,i)/wmen,εἶμι,verb,e)pi\,ἐπί,preposition,tou\s,ὁ,article,polemi/ous,h)\,ἠέ,conjunction,ga\r,γάρ,particle,nikh/somen,νικάω,verb,h)\,ἠέ,conjunction,nikw=ntas,νικάω,verb,ou),οὐ,adverb,fobhqhso/meqa,φοβέω,verb,,,,,Κάσσιος,proper,,,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,tau=ta,οὗτος,pronoun,peri\,ta/cews,τάξις,noun,au)toi=s,αὐτός,pronoun,lo/gos,λόγος,noun,e)ge/neto,tw=n,ὁ,article,fi/lwn,φίλος,adjective,paro/ntwn,πάρειμι,verb,kai\,καί,conjunction,*brou=tos,,,h)|tei=to,αἰτέω,verb,*ka/ssion,Κάσσιος,proper,au)to\s,h(gei=sqai,ἡγέομαι,verb,tou=,ὁ,article,deciou=,δεξιός,adjective,ke/ratos,κέρας,noun,o(\,ὅς,pronoun,di',διά,preposition,e)mpeiri/an,ἐμπειρία,noun,kai\,καί,conjunction,h(liki/an,περί,preposition,γίγνομαι,verb,αὐτός,pronoun,ἡλικία,noun,ma=llon,μᾶλλον,adverb,w)/|onto,οἴομαι,verb,*kassi/w|,Κάσσιος,proper,prosh/kein,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,kai\,καί,conjunction,tou=to,οὗτος,pronoun,*ka/ssios,Κάσσιος,proper,e)/dwke,kai\,καί,conjunction,tw=n,ὁ,article,tagma/twn,τάγμα,noun,to\,ὁ,article,maximw/taton,μάχιμος,adjective,e)/xonta,ἔχω,verb,*messa/lan,,,e)ke/leusen,e)pi\,ἐπί,preposition,tou=,ὁ,article,deciou=,δεξιός,adjective,katasth=nai,καθίστημι,verb,,,,,,,,,,,,,,ἀλλά,adverb,δίδωμι,verb,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
