word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS
ei),εἰ,conjunction,d',δέ,particle,au)=,αὖ,interjection,mhde\n,μηδείς,pronoun,me\n,μέν,particle,a)/llo,ἄλλος,adjective,mh/t',μήτε,particle,ei)=pe,mh/t',μήτε,particle,εἶπον,verb,e)/prace,πράσσω,verb,tosau=ta,τοσοῦτος,adjective,de\,oi)/koqen,οἴκοθεν,adverb,ei)sh/negken,εἰσφέρω,verb,ei)ko/tws,ἐοικότως,adverb,a)\n,ἄν,particle,au)to\n,αὐτός,pronoun,e)n,ἐν,preposition,prw/tois,πρότερος,adjective,eu)docei=n,εὐδοξέω,verb,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,ei),εἰ,conjunction,mh/te,μήτε,particle,a)po\,ἀπό,preposition,xrhma/twn,χρῆμα,adjective,mh/te,μήτε,particle,a)po\,tw=n,ὁ,article,ἀπό,preposition,a)/llwn,ἄλλος,adjective,xrh/simos,χρήσιμος,adjective,u(mi=n,e)ge/neto,γίγνομαι,verb,dhmosi/a|,δημόσιος,adjective,to/,ὁ,article,g',γε,particle,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,katasth=nai,καθίστημι,verb,ta/cews,τάξις,noun,au)to\n,αὐτός,pronoun,e)n,ἐν,preposition,σύ,pronoun,toi=s,ὁ,article,*(/ellhsin,Ἕλλην,proper,ei)ko/tws,ἐοικότως,adverb,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,ei)=xe,ἔχω,verb,filotimi/an,φιλοτιμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,e)kei/nou,ἐκεῖνος,pronoun,do/ca,δόξα,noun,koinh\,κοινός,adjective,th=s,ὁ,article,po/lews,πόλις,adjective,gege/nhtai,,,,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/ga,μέγας,adverb,ga\r,γάρ,particle,kai\,καί,conjunction,po/lei,πόλις,adjective,kai\,καί,conjunction,e)/qnei,ἔθνος,adjective,e(/na,ἕνος,adjective,to\n,prw=ton,πρότερος,adjective,ὁ,article,pare/xesqai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de\,δέ,particle,kai\,καί,conjunction,diafero/ntws,διαφερόντως,adverb,e(te/rwn,ἕτερος,adjective,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,tu/xhs,a)pelau/sate,ἀπολαύω,verb,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)deni\,οὐδείς,pronoun,ga\r,γάρ,particle,tw=n,ὁ,article,pa/ntwn,πᾶς,adjective,ou(/tws,οὕτως,adverb,w)noma/zeto,ὀνομάζω,verb,h(,ὁ,article,patri/s,,,,πατρίς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w(/sper,ὥσπερ,adverb,oi(,ὁ,article,a)/lloi,ἄλλος,adjective,patro/qen,πατρόθεν,adverb,h)\,ἠέ,conjunction,a)po\,ἀπό,preposition,tw=n,a)/llwn,ἄλλος,adjective,ὁ,article,pragma/twn,πρᾶγμα,noun,gnwri/zontai,γνωρίζω,verb,ou(/tws,e)kei=nos,ἐκεῖνος,pronoun,meta\,μετά,preposition,th=s,ὁ,article,po/lews,πόλις,adjective,eu)qu\s,εὐθύς,adverb,h)kou/eto,ἀκούω,verb,,,,,,,,,,,,,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ka)n,ἐν,preposition,toi=s,ὁ,article,bibli/ois,βιβλίον,noun,a(\,ὅς,pronoun,diwrqou=to,διορθόω,verb,tou=to,οὗτος,pronoun,e)gkatale/leiptai,su/mbolon,σύμβολον,noun,ἐγκαταλείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,ga\r,γάρ,particle,tw=|,ὁ,article,*)aleca/ndrw|,Ἀλέξανδρος,proper,para/gramma,παράγραμμα,noun,h)=n,εἰμί,verb,h(,ὁ,article,patri/s,,,,πατρίς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,o(sa/kis,ὁσάκις,adverb,tis,τις,pronoun,e)kei/nou,ἐκεῖνος,pronoun,me/mnhtai,μιμνήσκω,verb,tosauta/kis,τοσαυτάκις,adverb,u(mei=s,σύ,pronoun,eu)dokimei=te,,,,εὐδοκιμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,kaqe/sthken,καθίστημι,verb,u(mw=n,σύ,pronoun,h(,ὁ,article,po/lis,πόλις,adjective,e)n,ἐν,preposition,mhtropo/lews,μητρόπολις,adjective,sxh/mati,th=|,ὁ,article,σχῆμα,noun,a)rxai/a|,ἀρχαῖος,adjective,*(ella/di,Ἑλλάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nq',ἀντί,preposition,w(=n,ὅς,pronoun,dikai/ws,δίκαιος,adjective,to/n,ὁ,article,te,τε,particle,ta/fon,τάφος,noun,kosmei=te,κοσμέω,verb,kai\,w(s,ὡς,conjunction,καί,conjunction,a)rxhge/thn,ἀρχηγέτης,noun,kai\,καί,conjunction,oi)kisth\n,tima=te,τιμάω,verb,toi=s,ὁ,article,pa=si,πᾶς,adjective,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,kai\,καί,conjunction,yhfi/zesqe,ψηφίζομαι,verb,a(\,ὅς,pronoun,toi=s,ὁ,article,prw/tois,πρότερος,adjective,οἰκιστής,noun,kti/sasi,κτίζω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,u(mw=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,ga\r,γάρ,particle,ou)=n,οὖν,particle,mikro/n,μικρός,adjective,ti/,τίς,pronoun,me,ἐγώ,pronoun,w(s,ὡς,conjunction,e)pi\,th=|,ὁ,article,ἐπί,preposition,sumfora=|,συμφορά,noun,paremuqh/sato,παραμυθέομαι,verb,a)kou/santa,kai\,καί,conjunction,dia\,διά,preposition,tau=ta,οὗτος,pronoun,ma/lista,μάλιστα,adverb,e)pistei=lai,ἐπιστέλλω,verb,proh/xqhn,προάγω,verb,a)gasqei\s,ἄγαμαι,verb,th=s,ὁ,article,gnw/mhs,γνώμη,noun,,,,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)sxro\n,αἰσχρός,adjective,ga\r,γάρ,particle,ei),εἰ,conjunction,*)amfipoli=tai,,,me\n,μέν,particle,*brasi/da|,Βρασίδης,proper,qu/ein,θύω,verb,h)ci/oun,w(s,ὡς,conjunction,ἀξιόω,verb,h(/rwi,ἥρως,noun,kai\,καί,conjunction,oi)kisth=|,o(/ti,ὅστις,pronoun,au)tou\s,αὐτός,pronoun,*)aqhnai/wn,Ἀθήναια,proper,a)pe/sthsen,ἀφίστημι,verb,u(mei=s,σύ,pronoun,de\,δέ,particle,o(\s,ὅς,pronoun,u(ma=s,σύ,pronoun,sune/sthsen,συνίστημι,verb,a(/pasi,ἅπας,adjective,οἰκιστής,noun,toi=s,ὁ,article,*(/ellhsi,Ἕλλην,proper,kai\,καί,conjunction,o(\s,ὅς,pronoun,dusxerou=s,δυσχερής,adverb,me\n,μέν,particle,ou)deno\s,οὐδείς,pronoun,ou)deni\,οὐδείς,pronoun,pw/pote,πώποτε,adverb,ai)/tios,αἴτιος,adjective,kate/sth,καθίστημι,verb,pa/ntas,πᾶς,adjective,de\,δέ,particle,w)felw=n,ὠφελέω,verb,kai\,καί,conjunction,lo/gw|,λόγος,noun,kai\,καί,conjunction,e)/rgw|,ἔργον,noun,diete/lesen,διατελέω,verb,a)f',ἀπό,preposition,u(mw=n,σύ,pronoun,a)rca/menos,ἄρχω,verb,th=s,ὁ,article,patri/dos,πατρίς,adjective,tou=ton,οὗτος,pronoun,mh\,μή,conjunction,e)me/llete,μέλλω,verb,e)n,ἐν,preposition,a)rxhge/tou,ἀρχηγέτης,noun,moi/ra|,μοῖρα,adjective,timh/sein,τιμάω,verb,koinou=,κοινός,adjective,ge,γε,particle,toi=s,ὁ,article,*(/ellhsin,Ἕλλην,proper,w(s,ὡς,conjunction,e)gw/,ἐγώ,pronoun,fhmi,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,ei),εἰ,conjunction,*(/omhron,Ὅμηρος,proper,*smurnai/ois,Σμυρναῖος,proper,parasxe/sqai,παρέχω,verb,kai\,καί,conjunction,*pari/ois,*)arxi/loxon,Ἀρχίλοχος,proper,Πάριος,proper,kai\,καί,conjunction,*boiwtoi=s,Βοιωτός,proper,*(hsi/odon,kai\,καί,conjunction,*kei/ois,Κέως,proper,dh\,δή,particle,*simwni/dhn,Σιμωνίδης,proper,kai\,καί,conjunction,*sthsi/xoron,Στησίχορος,proper,*(imerai/ois,Ἱμέραιος,proper,kai\,καί,conjunction,*qhbai/ois,Θηβαῖος,proper,*pi/ndaron,Πίνδαρος,proper,Ἡσίοδος,proper,kai\,καί,conjunction,*mutilhnai/ois,Μυτιληναῖοι,proper,*sapfw\,Σαπφώ,proper,kai\,καί,conjunction,*)alkai=on,Ἀλκαῖος,proper,kai\,καί,conjunction,e(te/rois,ἕτερος,adjective,e(te/rous,ἕτερος,adjective,tina\s,τις,pronoun,fe/rei,φέρω,verb,filotimi/an,φιλοτιμία,noun,ta\s,ὁ,article,ga\r,γάρ,particle,*)aqh/nas,Ἀθήνευς,proper,e)w=,ἀίω,verb,ta\,ὁ,article,nu=n,νῦν,adverb,h)=,ἦ,adverb,pou,πού,adverb,kai\,καί,conjunction,u(ma=s,σύ,pronoun,me/ga,μέγας,adverb,fronei=n,φρονέω,verb,ei)ko\s,ἔοικα,verb,e)pi\,ἐπί,preposition,tw=|,ὁ,article,tou/tous,οὗτος,pronoun,a(/pantas,ἅπας,adjective,kosmh/santi,κοσμέω,verb,kai\,καί,conjunction,dei/canti,δείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,ga\r,γάρ,particle,ei)/,εἰ,conjunction,tis,τις,pronoun,qew=n,θέα,noun,e)/dwken,δίδωμι,verb,au)toi=s,αὐτός,pronoun,a)na/stasin,e)/ti,ἔτι,adverb,ἀνάστασις,noun,tou/tou,οὗτος,pronoun,zw=ntos,ζάω,verb,pa/ntas,a)\n,ἄν,particle,ei)s,εἰς,preposition,tauto\n,,,tou\s,ὁ,article,o(mote/xnous,ὁμότεχνος,adjective,au)tw=n,αὐτός,pronoun,sunagago/ntas,συνάγω,verb,para\,παρά,preposition,tou/tou,οὗτος,pronoun,keleu/ein,κελεύω,verb,πᾶς,adjective,manqa/nein,μανθάνω,verb,a(\,ὅς,pronoun,xrh\,χρή,verb,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,fronei=n,φρονέω,verb,kai\,καί,conjunction,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ge/lwn,γελάω,verb,d',δέ,particle,e)/gwge,ἐγώ,pronoun,e)pi\,ἐπί,preposition,toi=s,ὁ,article,to\n,ὁ,article,*pla/twna,Πλάτων,proper,proi+stame/nois,kai\,καί,conjunction,προίστημι,verb,peri\,περί,preposition,tou=ton,οὗτος,pronoun,mo/non,filosofou=sin,φιλοσοφέω,verb,o(,ὁ,article,de\,δέ,particle,tw=|,ὁ,article,*pla/twni,Πλάτων,proper,panto\s,πᾶς,adjective,a)/llou,ἄλλος,adjective,ma=llon,μᾶλλον,adverb,gnw/mhn,γνώμη,noun,e)mh\n,ἐμός,adjective,μόνος,adjective,kexarisme/nos,χαρίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tosou=ton,τοσοῦτος,adjective,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,e)ni/ka,νικάω,verb,poihtai=s,ποιητής,noun,logogra/fois,λογόγραφος,noun,a(/pasi,toi=s,ὁ,article,ἅπας,adjective,a)/nqesin,ἄνθος,adjective,o(/sois,ὅσος,adjective,ai(,w(=rai,ὥρα,adjective,fasi\,φημί,verb,fu/ousi,φύω,verb,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,tou=to/,οὗτος,pronoun,ge,γε,particle,ou)/q',οὔτε,adverb,u(ma=s,σύ,pronoun,lanqa/nein,λανθάνω,verb,ei)ko\s,ou)/te,οὔτε,adverb,ἔοικα,verb,tou\s,ὁ,article,u(/steron,ὕστερος,adjective,w(s,kala\,καλός,noun,me\n,μέν,particle,kai\,καί,conjunction,a(\,ὅς,pronoun,gra/yas,γράφω,verb,kate/lipe,καταλιμπάνω,verb,kai\,καί,conjunction,belti/ona,βελτίων,adverb,tw=n,ὁ,article,o(mofu/lwn,ὁμόφυλος,adjective,ὡς,conjunction,pa/ntwn,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,de\,δέ,particle,mikra\,μικρός,adjective,a)/tta,ἄττα,interjection,ei)/dwla,εἴδωλον,noun,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,paidei/as,te,τε,particle,παιδεία,noun,kai\,καί,conjunction,gnw/mhs,γνώμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosou=ton,τοσοῦτος,adjective,e)ni/ka,νικάω,verb,tai=s,ὁ,article,sunousi/ais,συνουσία,noun,w(/st',ὥστε,conjunction,e)/moige,ἐγώ,pronoun,to\,ὁ,article,tou=,*pla/twnos,Πλάτων,proper,ὁ,article,au)tou=,αὐτός,pronoun,pari/stasqai,παρίστημι,verb,paidia\n,ei)=nai,εἰμί,verb,dokei=n,δοκέω,verb,ta\,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,gra/mmasi,γράμμα,noun,pro\s,πρός,preposition,ta\s,ὁ,article,o(mili/as,ὁμιλία,noun,au)ta\s,αὐτός,pronoun,παιδιή,noun,tw=n,ὁ,article,sofw=n,σοφός,adjective,a)ndrw=n,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,tou=to/,οὗτος,pronoun,ge,γε,particle,mh/pote,μήποτε,adverb,oi)hqh=|,οἴομαι,verb,tis,τις,pronoun,e)k,ἐκ,preposition,tou/twn,o)/yesqai,ὁράω,verb,οὗτος,pronoun,pa/nta,πᾶς,adjective,to\n,ὁ,article,*)ale/candron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἀλέξανδρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,to\,ὁ,article,th=s,ὁ,article,*(omhrikh=s,Ὁμηρικός,adjective,suggrafh=s,συγγραφεύς,noun,a)poxrw=n,ἀποχράω,verb,kai\,καί,conjunction,tau/th|,ko/smos,κόσμος,noun,ταύτῃ,adverb,ei)=nai,εἰμί,verb,pollaxh=,πολλαχῆ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=,δοκέω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,kai\,καί,conjunction,to\,ὁ,article,*ai)sw/pou,Αἴσωπος,proper,pra=gma,πρᾶγμα,noun,komyo\n,me/n,μέν,particle,κομψός,adjective,ti,τις,pronoun,gene/sqai,γίγνομαι,verb,kai\,sofo\n,σοφός,adjective,th=|,ὁ,article,de\,δέ,particle,*)aleca/ndrou,Ἀλέξανδρος,proper,paidei/a|,παιδεία,noun,parabalei=n,παραβάλλω,verb,paidia/,παιδιή,noun,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,po/ston,πόστος,adjective,me/ros,μέρος,noun,h)=n,εἰμί,verb,tw=n,ὁ,article,*)aleca/ndrou,Ἀλέξανδρος,proper,ta\,ὁ,article,*ai)sw/pou,sofa\,σοφός,adjective,Αἴσωπος,proper,tosou=ton,τοσοῦτος,adjective,ta\,ὁ,article,deu/tera,tw=n,ὁ,article,prw/twn,πρότερος,adjective,u(mi=n,σύ,pronoun,belti/w,βελτίων,adverb,e)ch/negken,ἐκφέρω,verb,h(,ὁ,article,gh=,γῆ,noun,,,,,,,,,,δεύτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
