word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,h(/de,ὅδε,pronoun,koi/lh,κόιλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/noma,ὄνομα,adjective,to\,ὁ,article,au)to\,αὐτός,pronoun,ou(/neken,οὕνεκα,conjunction,mi/a,εἷς,adjective,kai\,καί,conjunction,w(uth/,αὐτός,pronoun,e)stin,εἰμί,verb,h(,ὁ,article,fle\y,φλέψ,noun,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,h(/patos,ἥπατος,noun,i)/sxousa,ἴσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,tis,τις,pronoun,e)qe/loi,ἐθέλω,verb,diela/sai,διελαύνω,verb,a)\n,ἄν,particle,e)/lasma,ἔλασμα,noun,kai\,καί,conjunction,a)po\,ἀπό,preposition,th=s,ὁ,article,a)/nwqen,ἄνωθεν,adverb,th=s,ὁ,article,e)pi\,ἐπί,preposition,th\n,ὁ,article,kardi/hn,καρδία,noun,koi/lhs,κόιλος,adjective,flebo\s,φλέψ,noun,e)s,εἰς,preposition,th\n,ὁ,article,para\,παρά,preposition,th\n,ὁ,article,*ra/xin,,,kai\,καί,conjunction,a)po\,ἀπό,preposition,th=s,ὁ,article,*ra/xeos,,,dia\,tou=,ὁ,article,διά,preposition,h(/patos,ἥπατος,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,kardi/hn,καρδία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/nodos,ἄνοδος,noun,ga\r,γάρ,particle,h(,ὁ,article,au)th/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/de,ὅδε,pronoun,ou)=n,οὖν,particle,h(,ὁ,article,fle\y,φλέψ,noun,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,doke/w,δοκέω,verb,h(,ὁ,article,cu/mpasa,σύμπας,adjective,nose/ei,νοσέω,verb,o)ce/si,ὀξύς,adjective,pa/qesi,πάθος,adjective,karteroi=si,καρτερός,adjective,mi/a,εἷς,adjective,ga/r,γάρ,particle,e)sti,εἰμί,verb,pa=sa,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metecete/roisi,μετεξέτεροι,adjective,de\,δέ,particle,i)htroi=si,ἰατρός,noun,mou/nh,μόνος,adjective,doke/ei,δοκέω,verb,para\,παρά,preposition,th\n,ὁ,article,*ra/xin,,,nose/ein,νοσέω,verb,ou(/neka,οὕνεκα,conjunction,th=s,ὁ,article,e)s,εἰς,preposition,th\n,ὁ,article,kardi/hn,καρδία,noun,ta\,ὁ,article,shmei=a,σημεῖον,noun,ou),οὐ,adverb,profane/a,προφανής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nto\s,ἐντός,adverb,ga\r,γάρ,particle,tou=,ὁ,article,qw/rhkos,θώραξ,noun,diate/ta,,,tai,,,pro\s,πρός,preposition,ou)de\n,οὐδείς,pronoun,prosisxo,,,me/nh,μένος,noun,a)ll',ἀλλά,adverb,e)naiwreume/nh,ἐναιωρέομαι,verb,tw=|,ὁ,article,qw/rhki,θώραξ,noun,e)/s,εἰς,preposition,t',τε,particle,a)\n,ἄν,particle,a)po\,ἀπό,preposition,tou=,ὁ,article,diafra/gmatos,διάφραγμα,noun,e)mfu/h|,ἐμφύω,verb,th=|,ὁ,article,kardi/h|,καρδία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,ou)=n,οὖν,particle,ti,τις,pronoun,mega/lwn,μέγας,adverb,kakw=n,κακός,adjective,i)/sxh|,ἴσχω,verb,th/nde,ὅδε,pronoun,th\n,ὁ,article,fle/ba,φλέψ,noun,cune/kruye,συγκρύπτω,verb,a)mpe/xwn,ἀμπέχω,verb,o(,ὁ,article,qw/rhc,θώραξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnetai,γίγνομαι,verb,d',δέ,particle,ou)=n,οὖν,particle,a)mfi\,ἀμφί,preposition,th/nde,ὅδε,pronoun,th\n,ὁ,article,fle/ba,φλέψ,noun,kai\,καί,conjunction,ke/dmata,,,eu)=te,εὖτε,conjunction,*rhgnume/nh,,,ai(morragi/h|,αἱμορραγία,noun,w)/kista,ὠκύς,adjective,ktei/nei,κτείνω,verb,u(/perqen,ὕπερθεν,preposition,me\n,μέν,particle,dia\,διά,preposition,pleu/monos,πλεύμων,adjective,kai\,καί,conjunction,a)rthri/hs,ἀρτηρία,noun,e)kxeome/nou,ἐκχέω,verb,h)\n,ἐάν,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,qw/rhki,θώραξ,noun,*ragh=|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,para\,παρά,preposition,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,e)s,εἰς,preposition,th\n,ὁ,article,ka/tw,κάτος,adjective,koili/hn,κοιλία,noun,toi=si,ὁ,article,e)nte/roisi,ἔντερον,noun,perixe/etai,περιχέω,verb,w(s,ὡς,conjunction,e)mplei/ein,,,ta\,ὁ,article,e)/ntera,ἔντερον,noun,eu)=te,εὖτε,conjunction,pri\n,πρίν,adverb,h)\,ἠέ,conjunction,kaqe\n,καθίημι,verb,e)kfanh=nai,ἐκφαίνω,verb,to\,ὁ,article,ai(=ma,αἷμα,noun,qnh/skousi,θνήσκω,verb,oi(/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,h(,ὁ,article,koili/h,κοιλία,noun,plhreume/nh,πληρόω,verb,ai(/matos,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnetai,γίγνομαι,verb,de\,δέ,particle,kai\,καί,conjunction,flegmonh\,φλεγμονή,noun,a)mfi\,ἀμφί,preposition,th\n,ὁ,article,fle/ba,φλέψ,noun,a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,h(/de,ὅδε,pronoun,o)ce/ws,ὀξέως,adverb,ktei/nei,κτείνω,verb,h)\n,ἐάν,conjunction,mega/lh,μέγας,adverb,e)/h|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pu=r,πῦρ,noun,me\n,μέν,particle,ga\r,γάρ,particle,drimu\,δριμύς,adjective,daknw=des,δακνώδης,adverb,e)n,ἐν,preposition,th=|si,ὁ,article,koili/h|si,κοιλία,noun,a)mfoi=n,ἄμφω,noun,e)gkaqeirgme/non,ἐγκατείργω,verb,braxu\,βραχύς,adjective,de\,δέ,particle,mou=non,μόνος,adjective,u(peri/sxon,ὑπερίσχω,verb,w(s,ὡς,conjunction,doke/ein,δοκέω,verb,a(ptome/nw|,ἅπτω,verb,lepth\n,λεπτός,adjective,e)/mmenai,εἰμί,verb,qe/rmhn,θέρμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,a)/nqrwpos,ἄνθρωπος,noun,kai/esqai,καίω,verb,doke/ei,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfugmoi\,σφυγμός,noun,smikroi\,μικρός,adjective,pukno/tatoi,πυκνος,noun,o(koi=o/n,ὁποῖος,adjective,ti,τις,pronoun,pepiesme/noi,πιέζω,verb,kai\,καί,conjunction,dediwgme/noi,διώκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yu/cis,ψῦξις,noun,a)kre/wn,ἄκρος,adjective,di/yos,δίψος,noun,kartero\n,καρτερός,adjective,sto/matos,στόμα,noun,chro/ths,ξηρότης,noun,prosw/pou,πρόσωπον,noun,e)ru/qhma,ἐρύθημα,noun,cu\n,σύν,preposition,a)xroi/h|,ἄχροια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pe/ruqroi,ὑπέρυθρος,adjective,de\,δέ,particle,to\,ὁ,article,cu/mpan,σύμπας,adjective,sw=ma,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(poxo/ndria,ὑποχόνδριος,adjective,sklhra\,σκληρός,adjective,a)nespasme/na,ἀνασπάω,verb,o)du/nh,ὀδύνη,noun,e)pi\,ἐπί,preposition,decia\,δεξιός,adjective,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,palmo\s,παλμός,noun,th=|de,ὅδε,pronoun,paramh/khs,παραμήκης,adjective,me/xri,μέχρι,preposition,th=s,ὁ,article,lago/nos,λαγών,noun,metecete/roisi,μετεξέτεροι,adjective,de\,δέ,particle,kai\,καί,conjunction,th=s,ὁ,article,a)rthri/hs,ἀρτηρία,noun,th=s,ὁ,article,para\,παρά,preposition,th\n,ὁ,article,*ra/xin,,,h)\n,ἐάν,conjunction,o(,ὁ,article,sfugmo\s,σφυγμός,noun,e)s,to\,ὁ,article,εἰς,preposition,e(/teron,ἕτερος,adjective,u(poxo/ndrion,ὑποχόνδριος,adjective,diashmai/nh|,διασημαίνω,verb,cumpaqh\s,συμπαθής,adverb,ga\r,γάρ,particle,kai\,καί,conjunction,h(/de,gi/gnetai,γίγνομαι,verb,par',παρά,preposition,au)te/hn,,,e)p',ἐπί,preposition,ὅδε,pronoun,a)ristera\,ἀριστερός,adjective,keime/nh,κεῖμαι,verb,w(s,ὡς,conjunction,th=s,ὁ,article,e)pi\,ἐπί,preposition,tw=|,ὁ,article,panti\,πᾶς,adjective,diapnoh=s,διαπνοή,noun,ou)de\n,οὐδείς,pronoun,e)pikoufizou/shs,ἐπικουφίζω,verb,a)ll',ἀλλά,adverb,ou)de\,οὐδέ,particle,to\,ὁ,article,de/rma,δέρμα,noun,malqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chro\n,ξηρός,adjective,de\,δέ,particle,to/de,ὅδε,pronoun,kai\,καί,conjunction,*ruso\n,,,kai\,καί,conjunction,trhxu/,τραχύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)pi\,ἐπί,preposition,de\,δέ,particle,ma=llon,μᾶλλον,adverb,e)n,ἐν,preposition,toi=si,ὁ,article,e)ci/sxousi,ἐξίσχω,verb,o)stw/desi,ὀστώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=on,οἷος,adjective,o)lekra/nw|,ὀλέκρανον,noun,gou/nasi,γόνυ,noun,h)\,ἠέ,conjunction,kondu/loisi,κόνδυλος,noun,u(/pnoi,ὕπνος,noun,taraxw/dees,ταραχώδης,adverb,koili/h,κοιλία,noun,toi=s,ὁ,article,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,e)kdidoi=,ἐκδίδωμι,verb,toi=s,ὁ,article,de\,δέ,particle,smikro\n,μικρός,adjective,drimu\,δριμύς,adjective,xolw=des,χολώδης,adjective,ou)=ra,οὖρον,noun,canqa\,ξανθός,adjective,daknw/dea,δακνώδης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,gnw/mhn,γνώμη,noun,ou),οὐ,adverb,para/foroime\n,,,nwqroi\,νωθρός,adjective,de\,δέ,particle,kai\,καί,conjunction,marasmw/dees,μαρασμώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=te,εὖτε,conjunction,o(ko/soi,ὁπόσος,adjective,th/nde,ὅδε,pronoun,th\n,ὁ,article,kata/stasin,κατάστασις,noun,ei)=don,εἶδον,verb,kau=son,καῦσος,noun,e)ka/leon,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,kai\,καί,conjunction,tou=,ὁ,article,ge/nous,γένος,noun,tou=,ὁ,article,kau/sou,καῦσος,noun,ta\,ὁ,article,pareo/nta,πάρειμι,verb,kai\,καί,conjunction,e)n,ἐν,preposition,fqinopw/rw|,φθινόπωρον,noun,gi/gnetai,γίγνομαι,verb,e)pi\,ἐπί,preposition,to\,ὁ,article,qhriw=des,θηριώδης,adverb,kai\,καί,conjunction,a)kma/zousi,ἀκμάζω,verb,kai\,καί,conjunction,ne/oisi,νέω,verb,oi(=si,ὅς,pronoun,i)sxnh\,ἰσχνός,adjective,u(po\,ὑπό,preposition,diai/ths,δίαιτα,noun,ponhrh=s,πονηρός,adjective,kai\,καί,conjunction,talaipwri/hs,h(,ὁ,article,ταλαιπωρία,noun,e(/cis,ἕξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tessareskaidekatai=oi,,,oi(/de,ὅδε,pronoun,ta\,ὁ,article,polla\,πολύς,adjective,qnh/skousi,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=si,ὅς,pronoun,d',δέ,particle,a)\n,ἄν,particle,e)s,εἰς,preposition,mh=kos,μῆκος,adjective,h(,ὁ,article,nou=sos,νόσος,noun,a)fi/khtai,ἀφικνέομαι,verb,e)n,ἐν,preposition,diplasi/oisi,διπλάσιος,adjective,o)/lluntai,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/soi,ὁπόσος,adjective,de\,δέ,particle,h)\,ἠέ,conjunction,smikrh\n,μικρός,adjective,a)rxh=qen,ἀρχῆθεν,adverb,i)/sxousi,ἴσχω,verb,th\n,ὁ,article,flegmonh\n,φλεγμονή,noun,h)\,ἠέ,conjunction,th=s,ὁ,article,mega/lhs,μέγας,adverb,kata\,κατά,preposition,braxu\,βραχύς,adjective,dialuome/nhs,διαλύω,verb,diadidra/skousi,διαδιδράσκω,verb,me\n,μέν,particle,to\n,ὁ,article,o)/leqron,ὄλεθρος,noun,ou)de/kw,οὐδέπω,adverb,de\,δέ,particle,a)fi/entai,ἀφίημι,verb,tou=,ὁ,article,kakou=,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
