word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS
ka)n,ἐν,preposition,tou/tois,οὗτος,pronoun,o)/nta,εἰμί,verb,stre/fei,στρέφω,verb,me\,ἐγώ,pronoun,o(,ὁ,article,swth\r,σωτήρ,noun,*)asklhpio\s,Ἀσκληπιός,proper,th\n,ὁ,article,ei)s,εἰς,preposition,to\,ὁ,article,e)/cw,ἔξω,adverb,strofh\n,στροφή,noun,e)cai/fnhs,ἐξαίφνης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,ou),οὐ,adverb,polu\,πολύς,adjective,u(/steron,ὕστερος,adjective,h(,ὁ,article,*)aqhna=,Ἀθήνη,proper,fai/netai,φαίνω,verb,th/n,ὁ,article,te,τε,particle,ai)gi/da,αἰγίς,noun,e)/xousa,ἔχω,verb,kai\,καί,conjunction,to\,ὁ,article,ka/llos,κάλλος,noun,kai\,καί,conjunction,to\,ὁ,article,me/geqos,μέγεθος,adjective,kai\,καί,conjunction,su/mpan,σύμπας,adjective,dh\,δή,particle,sxh=ma,σχῆμα,noun,oi(/a,οἷος,adjective,per,πέρ,particle,h(,ὁ,article,*)aqh/nhsin,Ἀθήνευς,proper,h(,ὁ,article,*feidi/ou,Φειδίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pw=ze,ἀπόζω,verb,de\,δέ,particle,kai\,καί,conjunction,th=s,ὁ,article,ai)gi/dos,αἰγίς,noun,o(/ti,ὅστις,pronoun,h(/diston,ἡδύς,adjective,kai\,καί,conjunction,h)=n,εἰμί,verb,khrw=|,κηρός,noun,tini,τις,pronoun,prosferh\s,προσφερής,adverb,qaumasth\,θαυμαστός,adjective,kai\,καί,conjunction,au(/th,οὗτος,pronoun,to\,ὁ,article,ka/llos,κάλλος,noun,kai\,καί,conjunction,to\,ὁ,article,me/geqos,μέγεθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)fai/neto,φαίνω,verb,me\n,μέν,particle,dh\,δή,particle,mo/nw|,μόνος,adjective,sta=sa,ἵστημι,verb,katantikru\,καταντικρύ,preposition,kai\,καί,conjunction,o(/qen,ὅθεν,adverb,au)th\n,αὐτός,pronoun,w(s,ὡς,conjunction,ka/llista,κάλλιστα,adverb,e)/mellen,μέλλω,verb,o)/yesqai,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,e)pedei/knun,ἐπιδείκνυμι,verb,kai\,καί,conjunction,toi=s,ὁ,article,parou=si,πάρειμι,verb,du/o,δύο,adjective,d',δέ,particle,h)/sthn,εἰμί,verb,tw=n,ὁ,article,fi/lwn,φίλος,adjective,kai\,καί,conjunction,trofo\s,τροφός,noun,bow=n,βόα,noun,kai\,καί,conjunction,o)noma/zwn,ὀνομάζω,verb,th\n,ὁ,article,*)aqhna=n,Ἀθήνη,proper,o(/ti,ὅστις,pronoun,e(sth/koi,ἵστημι,verb,te,τε,particle,au(/th,οὗτος,pronoun,a)pantikru\,ἀπαντικρύ,adverb,kai\,καί,conjunction,diale/goito,διαλέγω,verb,kai\,καί,conjunction,th\n,ὁ,article,ai)gi/da,αἰγίς,noun,a)pedei/knun,ἀποδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,ou)k,οὐ,adverb,ei)=xon,ἔχω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,xrh/sointo,χράω,verb,a)ll',ἀλλά,adverb,h)po/roun,ἀπορέω,verb,te,τε,particle,kai\,καί,conjunction,e)dedoi/kesan,δείδω,verb,mh\,μή,conjunction,paralhrw=n,παραληρέω,verb,a)/ra,ἄρος,adjective,tugxa/nw,τυγχάνω,verb,pri/n,πρίν,adverb,ge,γε,particle,dh\,δή,particle,th/n,ὁ,article,te,τε,particle,du/namin,δύναμις,adjective,sunew/rwn,συνοράω,verb,a)naferome/nhn,ἀναφέρω,verb,kai\,καί,conjunction,tw=n,ὁ,article,lo/gwn,λόγος,noun,h)/kousan,ἀκούω,verb,w(=n,ὅς,pronoun,h)/kousa,ἀκούω,verb,para\,παρά,preposition,th=s,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/stin,εἰμί,verb,a(\,ὅς,pronoun,me/mnhmai,μιμνήσκω,verb,toia/de,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nemi/mnhske/,ἀναμιμνήσκω,verb,me,ἐγώ,pronoun,th=s,ὁ,article,*)odussei/as,Ὀδύσσεια,proper,kai\,καί,conjunction,e)/fasken,φάσκω,verb,ou),οὐ,adverb,mu/qous,μῦθος,noun,ei)=nai,εἰμί,verb,tau=ta,οὗτος,pronoun,tekmai/resqai,τεκμαίρομαι,verb,de\,δέ,particle,xrh=nai,χρή,verb,kai\,καί,conjunction,toi=s,ὁ,article,parou=si,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=n,δέω,verb,ou)=n,οὖν,particle,karterei=n,καρτερέω,verb,ei)=nai,εἰμί,verb,d',δέ,particle,au)to\n,αὐτός,pronoun,pa/ntws,πάντως,adverb,kai\,καί,conjunction,to\n,ὁ,article,*)odusse/a,Ὀδυσσεύς,proper,kai\,καί,conjunction,to\n,ὁ,article,*thle/maxon,Τηλέμαχος,proper,kai\,καί,conjunction,dei=n,δέω,verb,au)tw=|,αὐτός,pronoun,bohqei=n,βοηθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)/lla,ἄλλος,adjective,toiouto/tropa,τοιουτότροπος,adjective,h)/kousa,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,e)fa/nh,φαίνω,verb,te,τε,particle,h(,ὁ,article,qeo\s,θεός,noun,kai\,καί,conjunction,paremuqh/sato,παραμυθέομαι,verb,kai\,καί,conjunction,a)ne/swse,ἀνασῴζω,verb,kai\,καί,conjunction,dh\,δή,particle,kei/menon,κεῖμαι,verb,kai\,καί,conjunction,tw=n,ὁ,article,ei)s,εἰς,preposition,th\n,ὁ,article,teleuth\n,τελευτή,noun,ou)deno\s,οὐδείς,pronoun,e)/ti,ἔτι,adverb,e)llei/pontos,ἐλλείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh=ta,δῆτα,adverb,eu)qu/s,εὐθύς,adverb,me,ἐγώ,pronoun,ei)sh=lqe,εἰσέρχομαι,verb,klu/smati,κλύσμα,noun,xrh/sasqai,χράω,verb,me/litos,μέλι,noun,*)attikou=,Ἀττικός,adjective,kai\,καί,conjunction,e)ge/neto,γίγνομαι,verb,ka/qarsis,κάθαρσις,noun,xolh=s,χολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,h(=ken,ἥκω,verb,i)a/mata,ἴαμα,noun,kai\,καί,conjunction,trofai/,τροφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,h(=par,ἧπαρ,noun,oi)=mai,οἴομαι,verb,xhno\s,χήν,noun,meta\,μετά,preposition,th\n,ὁ,article,pollh\n,πολύς,adjective,a)po/rrhsin,ἀπόρρησις,noun,pro\s,πρός,preposition,a(/panta,ἅπας,adjective,ta\,ὁ,article,siti/a,σιτίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,u(ei/ou,ὕειος,adjective,ti,τις,pronoun,u(pogastri/ou,ὑπογάστριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,e)komi/sqhn,κομίζω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,e)p',ἐπί,preposition,o)xh/matos,ὄχημα,noun,kataste/gou,κατάστεγος,adjective,kai\,καί,conjunction,makrou=,μακρός,adjective,kai\,καί,conjunction,kata\,κατά,preposition,mikro\n,μικρός,adjective,ou(/tw,οὕτως,adverb,sunhgeiro/mhn,συναγείρω,verb,mo/lis,μόλις,adverb,te,τε,particle,kai\,καί,conjunction,xalepw=s,χαλεπός,adjective,ou),οὐ,adverb,me/ntoi,μέντοι,particle,pro/tero/n,πρότερος,adjective,ge,γε,particle,o(,ὁ,article,pureto\s,πυρετός,noun,pantelw=s,παντελής,adverb,e)ce/lipe,ἐκλείπω,verb,pri\n,πρίν,adverb,e)teleu/thse/,τελευτάω,verb,moi,ἐγώ,pronoun,tw=n,ὁ,article,trofi/mwn,τρόφιμος,adjective,o(,ὁ,article,plei/stou,πλεῖστος,adjective,a)/cios,ἄξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,d',δέ,particle,au)th=|,αὐτός,pronoun,h(me/ra|,ἡμέρα,noun,w(s,ὡς,conjunction,u(/steron,ὕστερος,adjective,e)/gnwn,γιγνώσκω,verb,e)kei=no/s,ἐκεῖνος,pronoun,te,τε,particle,e)teqnh/kei,θνήσκω,verb,kai\,καί,conjunction,h(,ὁ,article,no/sos,νόσος,noun,w)/|xeto,οἴχομαι,verb,a)piou=sa,ἄπειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,to/n,ὁ,article,te,τε,particle,a)/xri,ἄχρι,adverb,tou/tou,οὗτος,pronoun,xro/non,χρόνος,noun,dwrea\n,δωρεά,noun,e)/sxon,ἔχω,verb,para\,παρά,preposition,tw=n,ὁ,article,qew=n,θέα,noun,kai\,καί,conjunction,meta\,μετά,preposition,tou=to,οὗτος,pronoun,a)nebi/wn,ἀναβιόω,verb,u(po\,ὑπό,preposition,toi=s,ὁ,article,qeoi=s,θεός,noun,kai/,καί,conjunction,tis,τις,pronoun,oi(=on,οἷος,adjective,a)nti/dosis,ἀντίδοσις,noun,au(/th,οὗτος,pronoun,sune/bh,συμβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,th=s,ὁ,article,prorrh/sews,πρόρρησις,noun,th=s,ὁ,article,peri\,περί,preposition,tw=n,ὁ,article,e)tw=n,ἔται,noun,kai\,καί,conjunction,th=s,ὁ,article,u(/steron,ὕστερος,adjective,a)sqenei/as,ἀσθένεια,noun,ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,sumba/shs,συμβαίνω,verb,kai\,καί,conjunction,tw=n,ὁ,article,peri\,περί,preposition,tau=ta,οὗτος,pronoun,e)pifaneiw=n,ἐπιφάνεια,noun,ou(/tws,οὕτως,adverb,e)/sxen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(rmo/ttoi,ἁρμόζω,verb,d',δέ,particle,a)\n,ἄν,particle,i)/sws,ἴσως,adverb,peri\,περί,preposition,tw=n,ὁ,article,loutrw=n,λουτρόν,noun,h)/dh,ἤδη,adverb,le/gein,λέγω,verb,oi(=s,ὅς,pronoun,dih/gagen,διάγω,verb,h(ma=s,ἐγώ,pronoun,e)peidh\,ἐπεί,conjunction,kai\,καί,conjunction,to\,ὁ,article,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,a(/ma,ἅμα,adverb,th=|,ὁ,article,prorrh/sei,πρόρρησις,noun,to\,ὁ,article,loutro\n,λουτρόν,noun,e)pe/tace,ἐπιτάσσω,verb,to\,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,potamw=|,ποταμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=san,εἰμί,verb,oi(,ἕ,pronoun,kata/rroi,,,kai\,καί,conjunction,h(,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,u(perw/an,,,a)pori/a,ἀπορία,noun,kai\,καί,conjunction,pa/nta,πᾶς,adjective,pa/xnhs,πάχνη,noun,h)=n,εἰμί,verb,ple/a,πλέος,adjective,kai\,καί,conjunction,puro\s,πῦρ,noun,kai\,καί,conjunction,h(,ὁ,article,tou=,ὁ,article,stoma/xou,στόμαχος,noun,ka/kwsis,κάκωσις,noun,h)/kmaze,ἀκμάζω,verb,kai\,καί,conjunction,a)/lla,ἄλλος,adjective,polla\,πολύς,adjective,kai\,καί,conjunction,pantoi=a,παντοῖος,adjective,kai\,καί,conjunction,katekeklei/mhn,κατακλείω,verb,qe/rous,θέρος,noun,w(/ra|,ὥρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)gi/gneto,γίγνομαι,verb,tau=ta,οὗτος,pronoun,e)n,ἐν,preposition,*perga/mw|,Πέργαμον,proper,e)n,ἐν,preposition,tw=|,ὁ,article,tou=,ὁ,article,newko/rou,νεώκορος,noun,tou=,ὁ,article,*)asklhpiakou=,Ἀσκληπιακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,e)pe/tacen,ἐπιτάσσω,verb,ai(=ma,αἷμα,noun,a)felei=n,ἀφαιρέω,verb,a)p',ἀπό,preposition,a)gkw=nos,ἀγκών,noun,kai\,καί,conjunction,prose/qhken,προστίθημι,verb,o(/sa,ὅσος,adjective,e)gw\,ἐγώ,pronoun,me/mnhmai,μιμνήσκω,verb,li/tras,λίτρα,noun,ei)/kosi,εἴκοσι,verb,kai\,καί,conjunction,e(kato/n,ἑκατόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,h)=n,εἰμί,verb,a)/ra,ἄρος,adjective,dhlou=n,δηλόω,verb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,o)li/gwn,ὀλίγος,adjective,deh/soi,δέω,verb,tw=n,ὁ,article,flebotomiw=n,φλεβοτομία,noun,e)fa/nh,φαίνω,verb,d',δέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,u(/steron,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/,ἕ,pronoun,te,τε,particle,ga\r,γάρ,particle,newko/roi,νεωκόρος,noun,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,o)/ntes,εἰμί,verb,h(liki/as,ἡλικία,noun,kai\,καί,conjunction,pa/ntes,πᾶς,adjective,oi(,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,qeo\n,θεός,noun,qerapeutai\,θεραπευτής,adjective,kai\,καί,conjunction,ta/ceis,τάξις,noun,e)/xontes,ἔχω,verb,w(molo/goun,ὁμολογέω,verb,a)ei\,ἀεί,adverb,dh/,δή,particle,pote,ποτέ,particle,mhde/na,μηδείς,pronoun,pw,πω,particle,tw=n,ὁ,article,pa/ntwn,πᾶς,adjective,suneide/nai,σύνοιδα,verb,tosau=ta,τοσοῦτος,adjective,tmhqe/nta,τέμνω,verb,plh/n,πλήν,preposition,ge,γε,particle,*)isxu/rwnos,,,ei)=nai,εἰμί,verb,d',δέ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,para/docon,παράδοξος,adjective,to/,ὁ,article,g',γε,particle,e)kei/nou,ἐκεῖνος,pronoun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,w(\s,ὅς,pronoun,u(perba/llein,ὑπερβάλλω,verb,to\,ὁ,article,kaq',κατά,preposition,h(ma=s,ἐγώ,pronoun,a)/neu,ἄνευ,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,parado/cwn,παράδοξος,adjective,a(\,ὅς,pronoun,prosh=n,πρόσειμι,verb,tai=s,ὁ,article,flebotomi/ais,φλεβοτομία,noun,oi(=o/n,οἷος,adjective,per,πέρ,particle,ou)=n,οὖν,particle,kai\,καί,conjunction,to/te,τότε,adverb,eu)qe/ws,εὐθύς,adverb,sune/bh,συμβαίνω,verb,,,,,,,,,
mia=|,εἷς,adjective,me\n,μέν,particle,ga\r,γάρ,particle,oi)=mai,οἴομαι,verb,u(/steron,ὕστερος,adjective,h(me/ra|,ἡμέρα,noun,h)\,ἠέ,conjunction,duoi=n,δύο,adjective,ge,γε,particle,e)ke/leuse,κελεύω,verb,pa/lin,πάλιν,adverb,e)k,ἐκ,preposition,tou=,ὁ,article,metw/pou,μέτωπον,noun,a)felei=n,ἀφαιρέω,verb,kai/,καί,conjunction,tini,τις,pronoun,tw=n,ὁ,article,e)k,ἐκ,preposition,th=s,ὁ,article,*(rwmai/wn,,,boulh=s,βουλεύς,noun,paredreu/onti,παρεδρεύω,verb,kai\,καί,conjunction,au)tw=|,αὐτός,pronoun,tauto\n,,,tou=to,οὗτος,pronoun,e)ke/leusen,κελεύω,verb,e)pishmhna/menos,ἐπισημαίνω,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,*)aristei/dh|,Ἀριστείδης,proper,proste/taktai,προστάσσω,verb,*shda=tos,,,o)/noma,ὄνομα,adjective,au)tw=|,αὐτός,pronoun,be/ltistos,βέλτιστος,adjective,a)ndrw=n,ἀνήρ,noun,o(\s,ὅς,pronoun,e)moi\,ἐγώ,pronoun,tau=ta,οὗτος,pronoun,au)to\s,αὐτός,pronoun,dihgei=to,διηγέομαι,verb,e)n,ἐν,preposition,me/sw|,μέσος,adjective,de\,δέ,particle,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,flebotomiw=n,φλεβοτομία,noun,prosta/ttei,προστάσσω,verb,moi,ἐγώ,pronoun,to\,ὁ,article,loutro\n,λουτρόν,noun,to\,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,*kai/+kw|,,,kai\,καί,conjunction,e)/dei,δέω,verb,ta\,ὁ,article,e)/ria,ἔριον,noun,a)porri/yanta,ἀπορρίπτω,verb,o(doiporei=n,ὁδοιπορέω,verb,kai\,καί,conjunction,lou=sqai,λόω,verb
