word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
pro/sqen,πρόσθεν,adverb,me\n,μέν,particle,qa/nato/n,θάνατος,adjective,t',τε,particle,ei)=xon,ἔχω,verb,kai\,καί,conjunction,da/krusi,δάκρυον,noun,mu=ron,μύρω,verb,me/ssoi,μέσος,adjective,de\,δέ,particle,cestoi/,ξεστός,adjective,perimh/kees,περιμήκης,adjective,au)ta\r,ἀτάρ,particle,o)/pisqe,ὄπισθεν,adverb,mo/rfnoio,μόρφνος,noun,flegu/ao,φλεγύης,noun,kalupto/menoi,καλύπτω,verb,pteru/gessin,πτέρυξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(/leto,αἱρέω,verb,d',δέ,particle,o)/brimon,ὄβριμος,adjective,e)/gxos,ἔγχος,noun,a)kaxme/non,ἀκαχμένος,adjective,ai)/qopi,αἶθοψ,adjective,xalkw=|,χαλκός,noun,krati\,κράς,verb,d',δέ,particle,e)/p',ἐπί,preposition,i)fqi/mw|,ἴφθιμος,adjective,kune/hn,κυνέα,noun,e)u/tukton,εὔτυκτος,adjective,e)/qhke,τίθημι,verb,daidale/hn,δαιδάλεος,adjective,a)da/mantos,ἀδάμας,noun,e)pi\,ἐπί,preposition,krota/fois,κρόταφος,noun,a)rarui=an,ἀραρίσκω,verb,h(/t',ὅστε,pronoun,ei)/ruto,ἐρύω,verb,ka/rh,κάρα,noun,*(hraklh=os,,,qei/oio,θεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xersi/,χείρ,noun,ge,γε,particle,mh\n,μήν,particle,sa/kos,σάκκος,noun,ei(=le,αἱρέω,verb,panai/olon,παναίολος,adjective,ou)de/,οὐδέ,particle,tis,τις,pronoun,au)to\,αὐτός,pronoun,ou)/t',οὔτε,adverb,e)/rrhce,ῥήγνυμι,verb,balw\n,βάλλω,verb,ou)/t',οὔτε,adverb,e)/qlase,θλάω,verb,qau=ma,θαῦμα,noun,i)de/sqai,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=n,πᾶς,adjective,me\n,μέν,particle,ga\r,γάρ,particle,ku/klw|,κύκλος,noun,tita/nw|,τίτανος,noun,leukw=|,λευκός,adjective,t',τε,particle,e)le/fanti,ἐλέφας,adjective,h)le/ktrw|,ἤλεκτρον,noun,q',τε,particle,u(polampe\s,ὑπολαμπής,adjective,e)/hn,εἰμί,verb,xrusw=|,χρυσός,noun,te,τε,particle,faeinw=|,φαεινός,adjective,lampo/menon,λάμπω,verb,kua/nou,κύανος,noun,de\,δέ,particle,dia\,διά,preposition,ptu/xes,πτύξ,noun,h)lh/lanto,ἐλαύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,me/ssw|,μέσος,adjective,d',δέ,particle,a)da/mantos,ἀδάμας,noun,e)/hn,εἰμί,verb,*fo/bos,Φόβος,proper,ou)/,οὐ,adverb,ti,τις,pronoun,fateio/s,φατειός,adjective,e)/mpalin,ἔμπαλιν,adverb,o)/ssoisin,ὄσσε,adjective,puri\,πῦρ,noun,lampome/noisi,λάμπω,verb,dedorkw/s,δέρκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,kai\,καί,conjunction,o)do/ntwn,ὀδούς,noun,me\n,μέν,particle,plh=to,πελάζω,verb,sto/ma,στόμα,noun,leuka\,λευκάς,adjective,qeo/ntwn,θέω,verb,deinw=n,δεινός,adjective,a)plh/twn,ἄπλατος,adjective,e)pi\,ἐπί,preposition,de\,δέ,particle,blosuroi=o,βλοσυρός,adjective,metw/pou,μέτωπον,noun,deinh\,δεινός,adjective,*)/eris,Ἔρις,proper,pepo/thto,ποτάομαι,verb,koru/ssousa,κορύσσω,verb,klo/non,κλόνος,noun,a)ndrw=n,ἀνήρ,noun,sxetli/h,σχέτλιος,adjective,h(/,ὅς,pronoun,r(a,ἄρα,particle,no/on,νόος,adjective,te,τε,particle,kai\,καί,conjunction,e)k,ἐκ,preposition,fre/nas,φρήν,noun,ei(/leto,αἱρέω,verb,fwtw=n,φώς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/tines,ὅστις,pronoun,a)ntibi/hn,ἀντιβίην,adverb,po/lemon,πόλεμος,noun,*dio\s,Ζεύς,proper,ui(=i,υἱός,noun,fe/roien,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,kai\,καί,conjunction,yuxai\,ψυχή,noun,me\n,μέν,particle,xqo/na,χθών,noun,du/menai,δύω,verb,*)/aidos,Αἵδης,proper,ei)/sw,εἴσω,adverb,ka/kkion,,,o)ste/a,ὀστέον,noun,de/,δέ,particle,sfi,σφεῖς,pronoun,peri\,περί,preposition,r(inoi=o,ῥινόν,noun,sapei/shs,σήπω,verb,*seiri/ou,σείριος,noun,a)zale/oio,ἀζαλέος,adjective,melai/nh|,μέλας,adjective,pu/qetai,πύθω,verb,ai)/h|,αἶα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,*proi/+wci/s,προίωξις,noun,te,τε,particle,*pali/wci/s,παλίωξις,noun,te,τε,particle,te/tukto,τεύχω,verb,e)n,ἐν,preposition,d',δέ,particle,*(/omado/s,ὅμαδος,noun,te,τε,particle,*fo/bos,Φόβος,proper,t',τε,particle,*)androktasi/h,ἀνδροκτασία,noun,te,τε,particle,dedh/ei,δαίω,verb,e)n,ἐν,preposition,d',δέ,particle,*)/eris,Ἔρις,proper,e)n,ἐν,preposition,de\,δέ,particle,*kudoimo\s,Κυδοιμός,proper,e)qu/neon,θυνέω,verb,e)n,ἐν,preposition,d',δέ,particle,o)loh\,ὀλοός,adjective,*kh\r,Κήρ,proper,a)/llon,ἄλλος,adjective,zwo\n,ζωός,adjective,e)/xousa,ἔχω,verb,neou/taton,νεούτατος,adjective,a)/llon,ἄλλος,adjective,a)/outon,ἄουτος,adjective,a)/llon,ἄλλος,adjective,teqnhw=ta,θνήσκω,verb,kata\,κατά,preposition,mo/qon,μόθος,noun,e(/lke,ἕλκω,verb,podoi=in,πούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(=ma,εἷμα,noun,d',δέ,particle,e)/x',ἔχω,verb,a)/mf',ἀμφί,preposition,w)/moisi,ὦμος,noun,dafoineo\n,δαφοινεός,adjective,ai(/mati,αἷμα,noun,fwtw=n,φώς,adjective,deino\n,δεινός,adjective,derkome/nh,δέρκομαι,verb,kanaxh=|si/,καναχή,noun,te,τε,particle,bebruxui=a,βρυχάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,d',δέ,particle,o)fi/wn,ὄφις,noun,kefalai\,κεφαλή,noun,deinw=n,δεινός,adjective,e)/san,εἰμί,verb,ou)/,οὐ,adverb,ti,τις,pronoun,fateiw=n,φατειός,adjective,dw/deka,δώδεκα,adjective,tai\,ὁ,article,fobe/eskon,φοβέω,verb,e)pi\,ἐπί,preposition,xqoni\,χθών,noun,fu=l',φῦλον,noun,a)nqrw/pwn,ἄνθρωπος,noun,oi(/,ἕ,pronoun,tines,τις,pronoun,a)ntibi/hn,ἀντιβίην,adverb,po/lemon,πόλεμος,noun,*dio\s,Ζεύς,proper,ui(=i,υἱός,noun,fe/roien,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,kai\,καί,conjunction,o)do/ntwn,ὀδούς,noun,me\n,μέν,particle,kanaxh\,καναχή,noun,pe/len,πέλω,verb,eu)=te,εὖτε,conjunction,ma/xoito,μάχομαι,verb,*)amfitruwnia/dhs,,,ta\,ὁ,article,d',δέ,particle,e)dai/eto,δαίω,verb,qaumata\,θαυματός,adjective,e)/rga,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sti/gmata,στίγμα,noun,d',δέ,particle,w(\s,ὅς,pronoun,e)pe/fanto,φαίνω,verb,i)dei=n,εἶδον,verb,deinoi=si,δεινός,adjective,dra/kousin,δράκων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kua/neoi,κυάνεος,adjective,kata\,κατά,preposition,nw=ta,νῶτον,noun,mela/nqhsan,μελαίνω,verb,de\,δέ,particle,ge/neia,γένειον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,suw=n,ὗς,noun,a)ge/lai,ἀγέλη,noun,xlou/nwn,χλούνης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/san,εἰμί,verb,h)de\,ἠδέ,conjunction,leo/ntwn,λέων,noun,e)s,εἰς,preposition,sfe/as,σφεῖς,pronoun,derkome/nwn,δέρκομαι,verb,koteo/ntwn,κοτάω,verb,q',τε,particle,i(eme/nwn,ἵημι,verb,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,kai\,καί,conjunction,o(milhdo\n,ὁμιληδόν,adverb,sti/xes,στίξ,noun,h)/isan,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/,οὐδέ,particle,nu,νῦν,adverb,tw/,τῷ,adverb,ge,γε,particle,ou)de/teroi,οὐδέτερος,adjective,tree/thn,τρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fri=sso/n,φρίσσω,verb,ge,γε,particle,me\n,μέν,particle,au)xe/nas,αὐχήν,noun,a)/mfw,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,ga/r,γάρ,particle,sfin,σφεῖς,pronoun,e)/keito,κεῖμαι,verb,me/gas,μέγας,adverb,li=s,λίς,noun,a)mfi\,ἀμφί,preposition,de\,δέ,particle,ka/proi,κάπρος,noun,doioi/,δοιοί,adjective,a)poura/menoi,ἀπαυράω,verb,yuxa/s,ψυχή,noun,kata\,κατά,preposition,de/,δέ,particle,sfi,σφεῖς,pronoun,kelaino\n,κελαινός,adjective,ai(=m',αἷμα,noun,a)pelei/bet',ἀπολείβω,verb,e)/raz',ἔραζε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,au)xe/nas,αὐχήν,noun,e)ceripo/ntes,ἐξερείπω,verb,kei/ato,καίω,verb,teqnhw=tes,θνήσκω,verb,u(po\,ὑπό,preposition,blosuroi=si,βλοσυρός,adjective,le/ousin,λέων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,d',δέ,particle,e)/ti,ἔτι,adverb,ma=llon,μᾶλλον,adverb,e)geire/sqhn,ἐγείρω,verb,kote/onte,κοτάω,verb,ma/xesqai,μάχομαι,verb,a)mfo/teroi,ἀμφότερος,adjective,xlou=nai/,χλούνης,noun,te,τε,particle,su/es,ὗς,noun,xaropoi/,χαροπός,adjective,te,τε,particle,le/ontes,λέων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,d',δέ,particle,h)=n,εἰμί,verb,u(smi/nh,ὑσμίνη,noun,*lapiqa/wn,Λαπίθαι,proper,ai)xmhta/wn,αἰχμητής,noun,*kaine/a,Καινεύς,proper,t',τε,particle,a)mfi\,ἀμφί,preposition,a)/nakta,ἄναξ,noun,*dru/anta/,Δρύας,proper,te,τε,particle,*peiri/qoo/n,Πειρίθοος,proper,te,τε,particle,*(ople/a,Ὅπλευς,proper,t',τε,particle,*)eca/dio/n,Ἐξάδιος,proper,te,τε,particle,*fa/lhro/n,Φάληρον,proper,te,τε,particle,*pro/loxo/n,,,te,τε,particle,*mo/yon,Μόψος,proper,t',τε,particle,*)ampuki/dhn,Ἀμπυκίδης,proper,*titarh/sion,Τιταρήσιος,proper,o)/zon,ὄζος,noun,*)/arhos,Ἄρης,proper,*qhse/a,Θησεύς,proper,t',τε,particle,*ai)gei/+dhn,Αἰγεΐδης,proper,e)piei/kelon,ἐπιείκελος,adjective,a)qana/toisin,ἀθάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)rgu/reoi,ἀργύρεος,adjective,xru/seia,χρύσεος,adjective,peri\,περί,preposition,xroi\+,χρώς,noun,teu/xe',τεῦχος,noun,e)/xontes,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ke/ntauroi,Κένταυρος,proper,d',δέ,particle,e(te/rwqen,ἑτέρωθεν,adverb,e)nanti/oi,ἐναντίος,adjective,h)gere/qonto,ἠγερέθομαι,verb,a)mfi\,ἀμφί,preposition,me/gan,μέγας,adverb,*petrai=on,πετραῖος,adjective,i)d',ἰδέ,conjunction,*)/asbolon,Ἄσβολος,proper,oi)wnisth\n,οἰωνιστής,noun,*)/arkton,Ἄρκτος,proper,t',τε,particle,*ou)/reio/n,ὄρειος,adjective,te,τε,particle,melagxai/thn,μελαγχαίτης,noun,te,τε,particle,*mi/manta,Μίμας,proper,kai\,καί,conjunction,du/o,δύο,adjective,*peukei/+das,,,*perimh/dea/,Περιμήδης,proper,te,τε,particle,*dru/alo/n,,,te,τε,particle,a)rgu/reoi,ἀργύρεος,adjective,xruse/as,χρύσεος,adjective,e)la/tas,ἐλάτης,noun,e)n,ἐν,preposition,xersi\n,χείρ,noun,e)/xontes,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,te,τε,particle,sunai/+gdhn,συναίγδην,adverb,w(s,ὡς,conjunction,ei),εἰ,conjunction,zwoi/,ζωός,adjective,per,πέρ,particle,e)o/ntes,εἰμί,verb,e)/gxesin,ἔγχος,noun,h)d',ἠδέ,conjunction,e)la/th|s,ἐλάτης,noun,au)tosxedo\n,αὐτοσχεδόν,adverb,w)rignw=nto,ὀριγνάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,d',δέ,particle,*)/areos,Ἄρεος,proper,blosuroi=o,βλοσυρός,adjective,podw/kees,ποδώκης,adjective,e(/stasan,ἵστημι,verb,i(/ppoi,ἵππος,noun,xru/seoi,χρύσεος,adjective,e)n,ἐν,preposition,de\,δέ,particle,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,e)narsfo/ros,ἐναρηφόρος,adjective,ou)/lios,οὔλιος,adjective,*)/arhs,Ἄρης,proper,ai)xmh\n,αἰχμή,noun,e)n,ἐν,preposition,xei/ressin,χείρ,noun,e)/xwn,ἔχω,verb,prule/essi,πρυλέες,noun,keleu/wn,κελεύω,verb,ai(/mati,αἷμα,noun,foiniko/eis,φοινικόεις,adjective,w(s,ὡς,conjunction,ei),εἰ,conjunction,zwou\s,ζωός,adjective,e)nari/zwn,ἐναρίζω,verb,di/frou,δίφρος,noun,e)pembebaw/s,ἐπεμβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,de\,δέ,particle,*dei=mo/s,Δεῖμος,proper,te,τε,particle,*fo/bos,Φόβος,proper,te,τε,particle,e(/stasan,ἵστημι,verb,i(e/menoi,ἵημι,verb,po/lemon,πόλεμος,noun,katadu/menai,καταδύω,verb,a)ndrw=n,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,*dio\s,Ζεύς,proper,quga/thr,θυγάτηρ,adjective,a)gelei/h,ἀγελείη,noun,*tritoge/neia,Τριτογένεια,proper,th=|,ὁ,article,i)ke/lh,ἴκελος,adjective,w(s,ὡς,conjunction,ei)/,εἰ,conjunction,te,τε,particle,ma/xhn,μάχη,noun,e)qe/lousa,ἐθέλω,verb,koru/ssein,κορύσσω,verb,e)/gxos,ἔγχος,noun,e)/xous',ἔχω,verb,e)n,ἐν,preposition,xersi\n,χείρ,noun,i)de\,ἰδέ,conjunction,xruse/hn,χρύσεος,adjective,trufa/leian,τρυφάλεια,adjective,ai)gi/da,αἰγίς,noun,t',τε,particle,a)mf',ἀμφί,preposition,w)/mois,ὦμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,d',δέ,particle,w)/|xeto,οἴχομαι,verb,fu/lopin,φύλοπις,noun,ai)nh/n,αἰνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,d',δέ,particle,h)=n,εἰμί,verb,a)qana/twn,ἀθάνατος,adjective,i(ero\s,ἱερός,adjective,xoro/s,χορός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,d',δέ,particle,a)/ra,ἄρα,particle,me/ssw|,μέσος,adjective,i(mero/en,ἱμερόεις,adjective,kiqa/rize,κιθαρίζω,verb,*dio\s,Ζεύς,proper,kai\,καί,conjunction,*lhtou=s,Λητώ,proper,ui(o\s,υἱός,noun,xrusei/h|,χρύσεος,adjective,fo/rmiggi,φόρμιγξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeai\,θεά,noun,d',δέ,particle,e)ch=rxon,ἐξάρχω,verb,a)oidh=s,ἀοιδός,noun,*mou=sai,Μοῦσα,proper,*pieri/des,Πιερίδες,proper,ligu\,λιγύς,adjective,melpome/nh|s,μέλπω,verb,e)ikui=ai,εἰκός,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,limh\n,λιμήν,noun,e)u/ormos,,,a)maimake/toio,ἀμαιμάκετος,adjective,qala/sshs,θάλασσα,noun,kukloterh\s,κυκλοτερής,adverb,e)te/tukto,τεύχω,verb,pane/fqou,πάνεφθος,adjective,kassite/roio,κασσίτερος,noun,kluzome/nw|,κλύζω,verb,i)/kelos,ἴκελος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
