word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
kai\,καί,conjunction,ga\r,γάρ,particle,ptua/lou,,,a)nagwgo/n,ἀναγωγός,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,eu)/pnoon,εὔπνοος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kairou\s,καιρός,noun,me/ntoi,μέντοι,particle,toiou/sde,τοιόσδε,adjective,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,ka/rta,κάρτα,adverb,o)cu\,ὀξύς,adjective,ou)de\n,οὐδείς,pronoun,a)\n,ἄν,particle,me/son,μέσος,adjective,poih/seie,ποιέω,verb,pro\s,πρός,preposition,ta\,ὁ,article,ptu/ela,πτύελον,noun,ta\,ὁ,article,mh\,μή,conjunction,*rhi+di/ws,a)nio/nta,ἄνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,a)na/goi,ἀνάγω,verb,me\n,μέν,particle,ta\,ὁ,article,e)gke/rxnonta,,,kai\,καί,conjunction,o)/lisqon,ὄλισθος,noun,e)mpoih/seie,ἐμποιέω,verb,kai\,καί,conjunction,w(/sper,ὥσπερ,adverb,diapterw/seie,διαπτερόω,verb,to\n,ὁ,article,bro/gxon,βρόγχος,noun,parhgorh/seien,a)\n,ἄν,particle,to\n,ὁ,article,pleu/mona,πλεύμων,adjective,,,,,,,,,,,,,παρηγορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malqaktiko\n,μαλθακτικός,adjective,ga\r,γάρ,particle,au)te/ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei),εἰ,conjunction,me\n,μέν,particle,tau=ta,οὗτος,pronoun,cugkurh/seie,συγκυρέω,verb,mega/lhn,μέγας,adverb,a)\n,ἄν,particle,w)felei/hn,,,poih/seien,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,d',δέ,particle,o(/te,ὅτε,conjunction,to\,ὁ,article,ka/rta,κάρτα,adverb,o)cu\,ὀξύς,adjective,ou)k,οὐ,adverb,e)kra/thse,κρατέω,verb,th=s,ὁ,article,a)nagwgh=s,ἀναγωγεύς,noun,tou=,ὁ,article,ptue/lou,πτύελον,noun,a)lla\,ἀλλά,adverb,prosegli/sxrhne/,,,te,kai\,καί,conjunction,e)/blayen,βλάπτω,verb,,,,,,,,,,,,,,,,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,de\,δέ,particle,tou=to,οὗτος,pronoun,pa/sxousin,πάσχω,verb,oi(/per,ἕ,pronoun,kai\,καί,conjunction,a)/llws,ἄλλως,adverb,o)le/qrioi/,ὀλέθριος,adjective,ei)si,εἰμί,verb,kai\,καί,conjunction,a)du/natoi,ἀδύνατος,adjective,bh/ssein,βήσσω,verb,te,τε,particle,kai\,καί,conjunction,a)poxre/mptesqai,ta\,ὁ,article,e)nexo/mena,ἐνέχω,verb,,,,,,,,,,,,,,,,ἀποχρέμπτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,to/de,ὅδε,pronoun,prostekmai/resqai,προστεκμαίρομαι,verb,xrh\,χρή,verb,th\n,ὁ,article,*rw/mhn,,,tou=,ὁ,article,ka/mnontos,κάμνω,verb,kh)\n,ἐν,preposition,e)lpi/da,ἐλπίς,noun,e)/xh|,ἔχω,verb,dido/nai,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dido/nai,δίδωμι,verb,de\,δέ,particle,h)\n,ἐάν,conjunction,didw=|s,δίδωμι,verb,a)kroxli/aron,ἀκροχλίαρος,adjective,kai\,καί,conjunction,kat',κατά,preposition,o)li/gon,ὀλίγος,adjective,to\,ὁ,article,toio/nde,τοιόσδε,adjective,kai\,καί,conjunction,mh\,μή,conjunction,la/brws,λάβρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me/ntoi,μέντοι,particle,o)li/gon,ὀλίγος,adjective,e)/pocu,,,u(grai/nei,ὑγραίνω,verb,me\n,μέν,particle,to\,ὁ,article,sto/ma,στόμα,noun,kai\,καί,conjunction,fa/rugga,φάρυγξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nagwgo\n,ἀναγωγός,adjective,de\,δέ,particle,ptue/lou,πτύελον,noun,e)sti\,εἰμί,verb,kai\,καί,conjunction,a)/diyon,ἄδιψον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(poxondri/w|,ὑποχόνδριος,adjective,de\,δέ,particle,kai\,καί,conjunction,spla/gxnoisi,σπλάγχνον,noun,kai\,καί,conjunction,tau/th|,ταύτῃ,adverb,eu)mene/s,εὐμενής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\s,ὁ,article,a)po\,ἀπό,preposition,me/litos,μέλι,noun,bla/bas,βλάβη,adjective,kwlu/ei,κωλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,xolw=des,χολώδης,adjective,e)n,ἐν,preposition,me/liti,μέλι,noun,kola/zetai,κολάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,kai\,καί,conjunction,fuse/wn,φῦσα,noun,katar)*rhktiko\n,,,kai\,καί,conjunction,e)s,εἰς,preposition,ou)/rhsin,οὔρησις,noun,protreptiko/n,προτρεπτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nte/rou,ἔντερον,noun,me/ntoi,μέντοι,particle,tw=|,ὁ,article,ka/tw,κάτος,adjective,me/rei,μέρος,noun,pladarw/teron,πλαδαρός,adjective,kai\,καί,conjunction,cu/smata,ξύσμα,noun,e)mpoie/ei,ἐμποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,d',δέ,particle,o(/te,ὅτε,conjunction,kai\,καί,conjunction,flau=ron,φλαῦρος,adjective,tou=to,οὗτος,pronoun,e)n,ἐν,preposition,th=|sin,ὁ,article,o)cei/h|si,ὀξύς,adjective,nou/soisi,νόσος,noun,gi/gnetai,γίγνομαι,verb,ma/lista,μάλιστα,adverb,me\n,μέν,particle,o(/ti,ὅστις,pronoun,fu=san,kwlu/ei,κωλύω,verb,peraiou=sqai,περαιόω,verb,a)lla\,ἀλλά,adverb,palindrome/ein,παλινδρομέω,verb,poie/ei,ποιέω,verb,,,,,,,φῦσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,a)/llws,ἄλλως,adverb,guioi=,γυίζω,verb,kai\,καί,conjunction,ta\,ὁ,article,a)krwth/ria,ἀκρωτήριον,noun,yu/xei,ψῦχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/thn,οὗτος,pronoun,kai\,καί,conjunction,oi)=da,οἶδα,verb,mou/nhn,μόνος,adjective,di',διά,preposition,o)cume/litos,,,gignome/nhn,γίγνομαι,verb,bla/bhn,βλάβος,noun,h(/tis,ὅστις,pronoun,kai\,καί,conjunction,a)ci/h,ἄξιος,adjective,grafh=s,γραφεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)li/gon,ὀλίγος,adjective,de\,δέ,particle,to\,ὁ,article,toio/nde,τοιόσδε,adjective,poto\n,ποτός,adjective,nukto\s,νύξ,adjective,me\n,μέν,particle,kai\,καί,conjunction,nh/stei,νῆστις,noun,pro\,πρό,preposition,*rofh/matos,,,e)pith/deion,ἐπιτήδειος,adjective,propi/nesqai,προπίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,o(ko/tan,,,poulu\,πολύς,adjective,meta\,μετά,preposition,*ro/fhma,,,h)=|,εἰμί,verb,ou)de\n,οὐδείς,pronoun,kwlu/ei,κωλύω,verb,pi/nein,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,ὁ,article,de\,δέ,particle,potw=|,ποτός,adjective,mou=non,μόνος,adjective,diaitwme/noisin,διαιτάω,verb,a)/neu,ἄνευ,preposition,*rofhma/twn,,,dia\,διά,preposition,to/de,ὅδε,pronoun,ou)k,οὐ,adverb,e)pith/deio/n,ἐπιτήδειος,adjective,e)stin,εἰμί,verb,ai)ei\,ἀεί,adverb,kai\,καί,conjunction,dia\,panto\s,πᾶς,adjective,xre/esqai,χράομαι,verb,tou/tw|,οὗτος,pronoun,ma/lista,μάλιστα,adverb,me\n,μέν,particle,dia\,διά,preposition,cu/sin,,,διά,preposition,h)\,ἠέ,conjunction,trhxusmo\n,,,tou=,ὁ,article,e)nte/rou,ἔντερον,noun,a)ko/prw|,ἄκοπρος,adjective,ga\r,γάρ,particle,e)o/nti,εἰμί,verb,ma=llon,μᾶλλον,adverb,e)mpoie/oi,ἐμποιέω,verb,a)\n,ἄν,particle,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,keneaggei/hs,,,pareou/shs',πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,de\,δέ,particle,kai\,καί,conjunction,to\,ὁ,article,meli/krhton,μελίκρητον,noun,th=s,ὁ,article,i)sxu/os,ἰσχύς,noun,a)faire/oito,ἀφαιρέω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me/ntoi,μέντοι,particle,a)rh/gein,ἀρήγω,verb,fai/nhtai,φαίνω,verb,pro\s,πρός,preposition,th\n,ὁ,article,cu/mpasan,σύμπας,adjective,nou=son,νόσος,noun,pollw=|,πολύς,adjective,potw=|,ποτός,adjective,tou/tw|,οὗτος,pronoun,xre/esqai,χράομαι,verb,o)li/gon,ὀλίγος,adjective,xrh\,χρή,verb,to\,o)/cos,ὄξος,noun,paraxe/ein,παραχέω,verb,o(/son,ὅσος,adjective,mou=non,μόνος,adjective,gignw/skesqai,γιγνώσκω,verb,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,kai\,καί,conjunction,a(\,ὅς,pronoun,file/ei,φιλέω,verb,bla/ptein,βλάπτω,verb,h(/kista,ἥκιστος,adjective,a)\n,ἄν,particle,bla/ptoi,βλάπτω,verb,kai\,καί,conjunction,a(\,ὅς,pronoun,dei=tai,δέομαι,verb,proswfele/ein,προσωφελέω,verb,proswfeloi/h,προσωφελέω,verb,a)/n,,,,,,,,,,,,,,,,,,,,,,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
en,,,kefalai/w|,κεφάλαιος,adjective,d',δέ,particle,ei)/rhsqai,,,ai(,ὁ,article,a)po\,ἀπό,preposition,o)ce/os,ὀξύς,adjective,o)cu/thtes,ὀξύτης,noun,pikroxo/loisi,πικρόχολος,adjective,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,melagxolikoi=si,μελαγχολικός,adjective,cumfe/rousi,συμφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,pikra\,πικρός,adjective,dialu/etai,διαλύω,verb,kai\,καί,conjunction,e)kflegmatou=tai,ἐκφλεγματόομαι,verb,metewrizo/mena,μετεωρίζω,verb,u(p',ὑπό,preposition,au)te/ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
