word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS
a)/lsos,ἄλσος,noun,h)=n,εἰμί,verb,kai\,καί,conjunction,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,krh/nh,κρήνη,noun,pa/gkalos,πάγκαλος,adjective,e)k,ἐκ,preposition,ma/la,μάλα,adverb,kaqarou=,καθαρός,adjective,te,τε,particle,kai\,καί,conjunction,diaugou=s,διαυγής,adverb,u(/datos,ὕδωρ,noun,ei(sth/kei,ἵστημι,verb,de\,δέ,particle,e)p',ἐπί,preposition,au)th=|,αὐτός,pronoun,*na/rkissos,Νάρκισσος,proper,e)k,ἐκ,preposition,li/qou,λίθος,adjective,pepoihme/nos,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai=s,πᾶς,adjective,h)=n,εἰμί,verb,ma=llon,μᾶλλον,adverb,de\,δέ,particle,h)i/qeos,ἠίθεος,noun,h(likiw/ths,ἡλικιώτης,noun,*)erw/twn,ἔρως,noun,a)straph=s,ἀστραπή,noun,oi(=on,οἷος,adjective,a)p',ἀπό,preposition,au)tou=,αὐτός,pronoun,tou=,ὁ,article,sw/matos,σῶμα,adjective,a)pola/mpwn,ἀπολάμπω,verb,ka/llos,κάλλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,toio/nde,τοιόσδε,adjective,to\,ὁ,article,sxh=ma,σχῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko/mais,κόμη,noun,e)pixru/sois,ἐπίχρυσος,adjective,h)/strapte,ἀστράπτω,verb,kata\,κατά,preposition,me\n,μέν,particle,to\,ὁ,article,me/twpon,μέτωπον,noun,th=s,ὁ,article,trixo\s,θρίξ,noun,e(lissome/nhs,ἑλίσσω,verb,ei)s,εἰς,preposition,ku/klon,κύκλος,noun,kata\,κατά,preposition,de\,δέ,particle,to\n,ὁ,article,au)xe/na,αὐχήν,noun,kexume/nhs,χέω,verb,ei)s,εἰς,preposition,nw=ta,νῶτον,noun,e)/blepe,βλέπω,verb,de\,δέ,particle,ou)k,οὐ,adverb,a)kra/tws,ἀκράτως,adverb,gau=ron,γαῦρος,adjective,ou)de\,οὐδέ,particle,i(laro\n,ἱλαρός,adjective,kaqarw=s,καθαρός,adjective,e)pefu/kei,φύω,verb,ga\r,γάρ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,o)/mmasin,ὄμμα,noun,e)k,ἐκ,preposition,th=s,ὁ,article,te/xnhs,τέχνη,noun,kai\,καί,conjunction,lu/ph,λύπη,noun,i(/na,ἵνα,conjunction,meta\,μετά,preposition,tou=,ὁ,article,*narki/ssou,Νάρκισσος,proper,kai\,καί,conjunction,th\n,ὁ,article,tu/xhn,τύχη,noun,h(,ὁ,article,ei)kw\n,εἰκών,noun,mimh=tai,μιμέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stalto,στέλλω,verb,de\,δέ,particle,w(/sper,ὥσπερ,adverb,oi(,ὁ,article,*)/erwtes,ἔρως,noun,oi(=s,ὅς,pronoun,kai\,καί,conjunction,th=s,ὁ,article,w(/ras,ὥρα,adjective,th\n,ὁ,article,a)kmh\n,ἀκμή,noun,prosei/kasto,προσεικάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxh=ma,σχῆμα,noun,de\,δέ,particle,h)=n,εἰμί,verb,to\,ὁ,article,kosmou=n,κοσμέω,verb,toio/nde,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/plos,πέπλος,noun,leukanqh\s,λευκανθής,adjective,o(mo/xrous,ὁμόχρους,adjective,tw=|,ὁ,article,sw/mati,σῶμα,adjective,periqe/wn,περιθέω,verb,ei)s,εἰς,preposition,ku/klon,κύκλος,noun,kata\,κατά,preposition,de\,δέ,particle,to\n,ὁ,article,decio\n,δεξιός,adjective,w)=mon,ὦμος,noun,peronhqei\s,περονάω,verb,u(pe\r,ὑπέρ,preposition,go/nu,γόνυ,noun,katabai/nwn,καταβαίνω,verb,e)pau/eto,ἐπαύω,verb,mo/nhn,μόνος,adjective,tou=,ὁ,article,porph/matos,,,e)leuqerw=n,ἐλευθερόω,verb,th\n,ὁ,article,xei=ra,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,h)=n,εἰμί,verb,a(palo\s,ἁπαλός,adjective,kai\,καί,conjunction,pro\s,πρός,preposition,pe/plou,πέπλος,noun,gegonw\s,γίγνομαι,verb,mi/mhsin,μίμησις,noun,w(s,ὡς,conjunction,kai\,καί,conjunction,th\n,ὁ,article,tou=,ὁ,article,sw/matos,σῶμα,adjective,diala/mpein,διαλάμπω,verb,xro/an,χροιά,adjective,th=s,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,peribolh=|,περιβολή,noun,leuko/thtos,λευκότης,noun,th\n,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,me/lesin,μέλος,noun,au)gh\n,αὐγή,noun,e)cie/nai,ἔξειμι,verb,sugxwrou/shs,συγχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sth,ἵστημι,verb,de\,δέ,particle,kaqa/per,καθά,adverb,kato/ptrw|,κάτοπτρον,noun,th=|,ὁ,article,phgh=|,πηγή,noun,xrw/menos,χράομαι,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,au)th\n,αὐτός,pronoun,perixe/wn,περιχέω,verb,tou=,ὁ,article,prosw/pou,πρόσωπον,noun,to\,ὁ,article,ei)=dos,εἶδος,noun,h(,ὁ,article,de\,δέ,particle,tou\s,ὁ,article,a)p',ἀπό,preposition,au)tou=,αὐτός,pronoun,dexome/nh,δέχομαι,verb,xarakth=ras,χαρακτήρ,noun,th\n,ὁ,article,au)th\n,αὐτός,pronoun,ei)dwlopoii/an,εἰδωλοποιία,noun,h)/nuen,ἀνύω,verb,w(s,ὡς,conjunction,dokei=n,δοκέω,verb,a)llh/lais,ἀλλήλων,pronoun,a)ntifilotimei=sqai,ἀντιφιλοτιμέομαι,verb,ta\s,ὁ,article,fu/seis,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,li/qos,λίθος,adjective,o(/lh,ὅλος,adjective,pro\s,πρός,preposition,e)kei=non,ἐκεῖνος,pronoun,methlla/tteto,μεταλλάσσω,verb,to\n,ὁ,article,o)/ntws,ὄντως,adverb,pai=da,παῖς,adjective,h(,ὁ,article,de\,δέ,particle,phgh\,πηγή,noun,pro\s,πρός,preposition,ta\,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,li/qw|,λίθος,adjective,mhxanh/mata,μηχάνημα,noun,th=s,ὁ,article,te/xnhs,τέχνη,noun,a)nthgwni/zeto,ἀνταγωνίζομαι,verb,e)n,ἐν,preposition,a)swma/tw|,ἀσώματος,adjective,sxh/mati,σχῆμα,noun,th\n,ὁ,article,e)k,ἐκ,preposition,sw/matos,σῶμα,adjective,a)pergazome/nh,ἀπεργάζομαι,verb,tou=,ὁ,article,paradei/gmatos,παράδειγμα,noun,o(moio/thta,ὁμοιότης,noun,kai\,καί,conjunction,tw=|,ὁ,article,e)k,ἐκ,preposition,th=s,ὁ,article,ei)ko/nos,εἰκών,noun,katerxome/nw|,κατέρχομαι,verb,skia/smati,σκίασμα,noun,oi(=on,οἷος,adjective,tina\,τις,pronoun,sa/rka,σάρξ,adjective,th\n,ὁ,article,tou=,ὁ,article,u(/datos,ὕδωρ,noun,fu/sin,φύσις,noun,periqei=sa,περιτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,h)=n,εἰμί,verb,zwtiko\n,ζωτικός,adjective,kai\,καί,conjunction,e)/mpnoun,ἔμπνους,adjective,to\,ὁ,article,kaq',κατά,preposition,u(da/twn,ὕδωρ,noun,sxh=ma,σχῆμα,noun,w(s,ὡς,conjunction,au)to\n,αὐτός,pronoun,ei)=nai,εἰμί,verb,doca/sai,δοξάζω,verb,to\n,ὁ,article,*na/rkisson,Νάρκισσος,proper,o(\n,ὅς,pronoun,e)pi\,ἐπί,preposition,phgh\n,πηγή,noun,e)lqo/nta,ἔρχομαι,verb,th=s,ὁ,article,morfh=s,μορφή,noun,au)tw=|,αὐτός,pronoun,kaq',κατά,preposition,u(da/twn,ὕδωρ,noun,o)fqei/shs,ὁράω,verb,para\,παρά,preposition,*nu/mfais,Νύμφης,proper,teleuth=sai,τελευτάω,verb,le/gousin,λέγω,verb,e)rasqe/nta,ἔραμαι,verb,tw=|,ὁ,article,ei)dw/lw|,εἴδωλον,noun,summi=cai,συμμίγνυμι,verb,kai\,καί,conjunction,nu=n,νῦν,adverb,e)n,ἐν,preposition,leimw=si,λειμών,noun,fanta/zesqai,φαντάζομαι,verb,e)n,ἐν,preposition,h)rinai=s,ἠρινός,adjective,w(/rais,ὥρα,adjective,a)nqou=nta,ἀνθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=des,εἶδον,verb,d',δέ,particle,a)/n,ἄν,particle,w(s,ὡς,conjunction,ei(=s,εἷς,adjective,w)\n,εἰμί,verb,o(,ὁ,article,li/qos,λίθος,adjective,th\n,ὁ,article,xro/an,χροιά,adjective,kai\,καί,conjunction,o)mma/twn,ὄμμα,noun,kataskeuh\n,κατασκευή,noun,h(/rmoze,ἁρμόζω,verb,kai\,καί,conjunction,h)qw=n,ἦθος,adjective,i(stori/an,ἱστορία,noun,e)/swze,σώζω,verb,kai\,καί,conjunction,ai)sqh/seis,αἴσθησις,noun,e)nedei/knuto,ἐνδείκνυμι,verb,kai\,καί,conjunction,pa/qh,πάθη,noun,e)mh/nue,μηνύω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,trixw/matos,τρίχωμα,noun,e)cousi/an,ἐξουσία,noun,h)kolou/qei,ἀκολουθέω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,trixo\s,θρίξ,noun,kamph\n,καμπή,noun,luo/menos,λύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,ou),οὐ,adverb,lo/gw|,λόγος,noun,r(hto\n,ῥητός,adjective,li/qos,λίθος,adjective,ei)s,εἰς,preposition,u(gro/thta,ὑγρότης,noun,kexalasme/nos,χαλάω,verb,kai\,καί,conjunction,e)nanti/on,ἐναντίος,adjective,sw=ma,σῶμα,adjective,th=|,ὁ,article,ou)si/a|,οὐσία,adjective,parexo/menos,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterewte/ras,στερεός,adjective,ga\r,γάρ,particle,tetuxhkw\s,τυγχάνω,verb,fu/sews,φύσις,noun,trufero/thtos,τρυφερότης,noun,a)pe/stellen,ἀποστέλλω,verb,ai)/sqhsin,αἴσθησις,noun,ei)s,εἰς,preposition,a)raio/n,ἀραιός,adjective,tina,τις,pronoun,sw/matos,σῶμα,adjective,o)/gkon,ὄγκος,noun,diaxeo/menos,διαχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metexeiri/zeto,μεταχειρίζω,verb,de\,δέ,particle,kai\,καί,conjunction,su/rigga,σῦριγξ,noun,h(=s,ὅς,pronoun,nomi/ois,νόμιος,adjective,qeoi=s,θεός,noun,e)kei=nos,ἐκεῖνος,pronoun,a)ph/rxeto,ἀπάρχω,verb,kai\,καί,conjunction,th\n,ὁ,article,e)rhmi/an,ἐρημία,noun,kath/xei,κατάγω,verb,toi=s,ὁ,article,me/lesin,μέλος,noun,ei)/pote,εἴποτε,adverb,mousikoi=s,μουσικός,adjective,yalthri/ois,ψαλτήριον,noun,prosomilh=sai,προσομιλέω,verb,poqh/seie,ποθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,οὗτος,pronoun,qauma/sas,θαυμάζω,verb,w)=,ὦ,interjection,ne/oi,νέος,adjective,to\n,ὁ,article,*na/rkisson,Νάρκισσος,proper,kai\,καί,conjunction,ei)s,εἰς,preposition,u(ma=s,σύ,pronoun,parh/gagon,παράγω,verb,ei)s,εἰς,preposition,*mousw=n,Μοῦσα,proper,au)lh\n,αὐλή,noun,a)potupwsa/menos,ἀποτυπόομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xei,ἔχω,verb,de\,δέ,particle,o(,ὁ,article,lo/gos,λόγος,noun,w(s,ὡς,conjunction,kai\,καί,conjunction,h(,ὁ,article,ei)kw\n,εἰκών,noun,ei)=xen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)qe/lw,ἐθέλω,verb,soi,σύ,pronoun,kai\,καί,conjunction,to\,ὁ,article,*lusi/ppou,Λύσιππος,proper,dhmiou/rghma,δημιούργημα,noun,tw=|,ὁ,article,lo/gw|,λόγος,noun,parasth=sai,παρίστημι,verb,o(/per,ὅσπερ,adjective,a)galma/twn,ἄγαλμα,noun,ka/lliston,καλός,noun,o(,ὁ,article,dhmiourgo\s,δημιουργός,noun,texnhsa/menos,τεχνάομαι,verb,*sikuwni/ois,Σικυών,proper,ei)s,εἰς,preposition,qe/an,θέα,noun,prou)/qhke,προτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kairo\s,καιρός,noun,h)=n,εἰμί,verb,ei)s,εἰς,preposition,a)/galma,ἄγαλμα,noun,tetupwme/nos,τυπόω,verb,e)k,ἐκ,preposition,xalkou=,χαλκός,noun,pro\s,πρός,preposition,th\n,ὁ,article,fu/sin,φύσις,noun,a(millwme/nhs,ἁμιλλάομαι,verb,th=s,ὁ,article,te/xnhs,τέχνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
