word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/27/lemma/@_entry,word/27/lemma/@_POS
a)\n,ἄν,particle,ga\r,γάρ,particle,e)c,ἐκ,preposition,a)e/ros,ἀήρ,adjective,pu=r,πῦρ,noun,ge/nhtai,γίγνομαι,verb,luqe/ntos,tou=,ὁ,article,o)ktae/drou,ὀκτάεδρον,noun,kai\,καί,conjunction,kermatisqe/ntos,κερματίζω,verb,ei)s,εἰς,preposition,purami/das,πυραμίς,noun,h)\,ἠέ,conjunction,pa/lin,πάλιν,adverb,a)h\r,ἀήρ,adjective,e)k,ἐκ,preposition,puro/s,πῦρ,noun,sunwsqe/ntos,συνωθέω,verb,kai\,καί,conjunction,sunqlibe/ntos,,,ei)s,εἰς,preposition,o)kta/edron,ὀκτάεδρον,noun,ou),οὐ,adverb,dunato\n,δυνατός,adjective,λύω,verb,me/nein,μένω,verb,o(/pou,ὅπου,adverb,pro/teron,h)=n,εἰμί,verb,a)lla\,ἀλλά,adverb,feu/gei,φεύγω,verb,kai\,καί,conjunction,fe/retai,φέρω,verb,pro\s,πρός,preposition,e(te/ran,ἕτερος,adjective,xw/ran,χώρα,noun,e)kbiazo/menon,ἐκβιάζω,verb,kai\,καί,conjunction,maxo/menon,μάχομαι,verb,toi=s,ὁ,article,e)nistame/nois,ἐνίστημι,verb,kai\,καί,conjunction,katepei/gousin,κατέπειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρότερος,adjective
e)/ti,ἔτι,adverb,de\,δέ,particle,ma=llon,μᾶλλον,adverb,ei)ko/ni,εἰκών,noun,to\,ὁ,article,sumbai=non,συμβαίνω,verb,e)ndei/knutai,toi=s,ὁ,article,u(po\,ὑπό,preposition,tw=n,ὁ,article,ploka/nwn,πλόκανον,noun,kai\,καί,conjunction,o)rga/nwn,ὄργανον,noun,tw=n,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,tou=,ὁ,article,si/tou,σῖτος,noun,ka/qarsin,κάθαρσις,noun,seiome/nois,σείω,verb,kai\,καί,conjunction,a)nalikmwme/nois,ἀναλικμάω,verb,o(moi/ws,ὅμοιος,adjective,le/gwn,λέγω,verb,ta\,ὁ,article,ἐνδείκνυμι,verb,stoixei=a,στοιχεῖον,noun,sei/onta,σείω,verb,th\n,u(/lhn,ὕλη,noun,u(p',ὑπό,preposition,e)kei/nhs,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article
te,τε,particle,seio/mena,σείω,verb,prosxwrei=n,προσχωρέω,verb,a)ei\,ἀεί,adverb,ta\,ὁ,article,o(/moia,ὅμοιος,adjective,toi=s,o(moi/ois,ὅμοιος,adjective,a)/llhn,ἄλλος,adjective,te,τε,particle,xw/ran,χώρα,noun,a)/lla,ἄλλος,adjective,i)/sxein,ἴσχω,verb,pri\n,πρίν,adverb,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,gene/sqai,γίγνομαι,verb,to\,ὁ,article,pa=n,πᾶς,adjective,diakosmhqe/n,διακοσμέω,verb,ou(/tws,οὕτως,adverb,ou)=n,οὖν,particle,th=s,ὁ,article,u(/lhs,ὕλη,noun,e)xou/shs,ἔχω,verb,ὁ,article,w(s,ὡς,conjunction,e)/xein,ἔχω,verb,to\,pa=n,πᾶς,adjective,ei)ko/s,ἔοικα,verb,ou(=,ἕ,pronoun,qeo\s,θεός,noun,a)/pestin,ἄπειμι,verb,eu)qu\s,εὐθύς,adverb,ai(,ὁ,article,prw=tai,πρότερος,adjective,pe/nte,πέντε,adverb,poio/thtes,ποιότης,noun,i)di/as,ἴδιος,adjective,e)/xousai,ἔχω,verb,r(opa\s,ῥοπή,noun,e)fe/ronto,φέρω,verb,xwri/s,χωρίς,adverb,ou),οὐ,adverb,panta/pasin,παντάπασι,adverb,ou)d',οὐδέ,particle,ei)likrinw=s,εἰλικρινής,adverb,a)pokrino/menai,ἀποκρίνω,verb,dia\,διά,preposition,to\,ὁ,article,pa/ntwn,πᾶς,adjective,a)namemigme/nwn,ἀναμίγνυμι,verb,a)ei\,ἀεί,adverb,ta\,ὁ,article,kratou/mena,κρατέω,verb,toi=s,ὁ,article,e)pikratou=si,ἐπικρατέω,verb,para\,παρά,preposition,fu/sin,φύσις,noun,e(/pesqai,ἕπομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article
dio\,διό,conjunction,dh\,δή,particle,toi=s,ὁ,article,tw=n,ὁ,article,swma/twn,σῶμα,adjective,ge/nesin,γένεσις,noun,a)/llwn,a)llaxh=,ἀλλαχῆ,adverb,ferome/nwn,φέρω,verb,i)sari/qmous,ἰσάριθμος,adjective,meri/das,μερίς,noun,kai\,καί,conjunction,diasta/seis,διάστασις,noun,e)poi/hsan,ποιέω,verb,th\n,ὁ,article,me\n,μέν,particle,ou),οὐ,adverb,kaqarou=,καθαρός,adjective,puro\s,πῦρ,noun,a)lla\,ἀλλά,adverb,puroeidh=,πυροειδής,adverb,th\n,ὁ,article,d',δέ,particle,ou)k,οὐ,adverb,a)migou=s,ἀμιγής,adverb,ἄλλος,adjective,ai)qe/ros,αἰθήρ,noun,a)ll',ἀλλά,adverb,ai)qeroeidh=,th\n,ὁ,article,d',δέ,particle,ou),οὐ,adverb,gh=s,γῆ,noun,au)th=s,αὐτός,pronoun,kaq',κατά,preposition,e(auth\n,ἑαυτοῦ,pronoun,a)lla\,ἀλλά,adverb,geoeidh=,γεοειδής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αἰθεροειδής,adjective
ma/lista,μάλιστα,adverb,de\,δέ,particle,kai\,καί,conjunction,th\n,ὁ,article,a)e/ros,ἀήρ,adjective,koi/nwsin,κοίνωσις,noun,th\n,u(/datos,ὕδωρ,noun,dia\,διά,preposition,to\,ὁ,article,pollw=n,πολύς,adjective,w(/sper,ὥσπερ,adverb,ei)/rhtai,ἔρομαι,verb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,fu/lwn,φῦλον,noun,a)napeplhsme/n',,,a)pelqei=n,ἀπέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,o(,ὁ,article,qeo\s,θεός,noun,die/sthsen,διίστημι,verb,ou)de\,οὐδέ,particle,diw/|kise,th\n,ὁ,article,ou)si/an,οὐσία,adjective,a)ll',ἀλλά,adverb,u(p',ὑπό,preposition,au)th=s,αὐτός,pronoun,diestw=san,διίστημι,verb,au)th\n,αὐτός,pronoun,kai\,καί,conjunction,ferome/nhn,φέρω,verb,xwri\s,χωρίς,adverb,e)n,ἐν,preposition,a)kosmi/ais,ἀκοσμία,noun,tosau/tais,τοσοῦτος,adjective,paralabw\n,παραλαμβάνω,verb,e)/tace,ἐτάζω,verb,kai\,καί,conjunction,sunh/rmose,συναρμόζω,verb,di',διά,preposition,διοικίζω,verb,a)nalogi/as,ἀναλογία,noun,kai\,καί,conjunction,meso/thtos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μεσότης,noun
ei)=q',εἶτα,adverb,e(ka/sth|,ἕκαστος,adjective,lo/gon,λόγος,noun,e)gkatasth/sas,ἐγκαθίστημι,verb,w(/sper,ὥσπερ,adverb,a(rmosth\n,ἁρμοστής,noun,kai\,fu/laka,φύλαξ,noun,ko/smous,κόσμος,noun,e)poi/hse,ποιέω,verb,tosou/tous,τοσοῦτος,adjective,o(/sa,ὅσος,adjective,ge/nh,γένος,noun,tw=n,ὁ,article,prw/twn,πρότερος,adjective,swma/twn,σῶμα,adjective,u(ph=rxe,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,th=|,ὁ,article,*pla/twnos,Πλάτων,proper,a)nakei/sqw,ἀνάκειμαι,verb,xa/riti,di',διά,preposition,*)ammw/nion,Ἀμμώνιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,peri\,περί,preposition,me\n,μέν,particle,a)riqmou=,ἀριθμός,adjective,ko/smwn,κόσμος,noun,ou)k,a)/n,ἄν,particle,pote,ποτέ,particle,diisxurisai/mhn,διισχυρίζομαι,verb,o(/ti,ὅστις,pronoun,tosou=toi,τοσοῦτος,adjective,th\n,ὁ,article,de\,δέ,particle,plei/onas,πλείων,verb,me\n,μέν,particle,e(no\s,εἷς,adjective,ou),οὐ,adverb,mh\n,μείς,adjective,a)pei/rous,ἄπειρος,adjective,a)ll',ἀλλά,adverb,w(risme/nous,ὁρίζω,verb,plh/qei,πλῆθος,noun,tiqeme/nhn,τίθημι,verb,do/can,δόξα,noun,οὐ,adverb,ou)dete/ras,οὐδέτερος,adjective,e)kei/nwn,ἐκεῖνος,pronoun,a)logwte/ran,h(gou=mai,ἡγέομαι,verb,to\,ὁ,article,fu/sei,φύσις,noun,th=s,ὁ,article,u(/lhs,ὕλη,noun,skedasto\n,σκεδαστός,adjective,kai\,καί,conjunction,meristo\n,μεριστός,adjective,o(rw=n,ὁράω,verb,ou)/t',οὔτε,adverb,e)f',ἐπί,preposition,e(no\s,εἷς,adjective,me/non,μένω,verb,ou)/t',οὔτε,adverb,ei)s,εἰς,preposition,a)/peiron,ἄπειρος,adjective,u(po\,ὑπό,preposition,tou=,ὁ,article,lo/gou,λόγος,noun,badi/zein,βαδίζω,verb,e)w/menon,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄλογος,adjective
ei),εἰ,conjunction,d',δέ,particle,a)llaxo/qi,ἀλλαχόθι,adverb,pou,πού,adverb,ka)ntau=qa,ἐνταῦθα,adverb,th=s,ὁ,article,*)akadhmei/as,u(pomimnh/skontes,ὑπομιμνήσκω,verb,e(autou\s,ἑαυτοῦ,pronoun,to\,ὁ,article,a)/gan,ἄγαν,adverb,th=s,ὁ,article,pi/stews,πίστις,noun,a)fairw=men,ἀφαιρέω,verb,kai\,καί,conjunction,th\n,ὁ,article,a)sfa/leian,ἀσφάλεια,noun,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,xwri/w|,χωρίον,noun,sfalerw=|,σφαλερός,adjective,tw=|,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,a)peiri/as,ἀπειρία,noun,Ἀκαδήμεια,proper,lo/gw|,λόγος,noun,mo/non,μόνος,adjective,diasw/|zwmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διασῴζω,verb
e)mou=,ἐγώ,pronoun,de\,δέ,particle,tau=t',οὗτος,pronoun,ei)po/ntos,εἶπον,verb,o(,ὁ,article,*dhmh/trios,Δημήτριος,proper,o)rqw=s,e)/fh,φημί,verb,*lampri/as,,,parainei=,παραινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀρθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollai=s,πολύς,adjective,ga\r,γάρ,particle,oi(,ὁ,article,qeoi\,θεός,noun,morfai=s,μορφή,noun,ou),οὐ,adverb,sofisma/twn,w(s,ὡς,conjunction,*eu)ripi/dhs,Εὐριπίδης,proper,fhsi/n,φημί,verb,a)lla\,ἀλλά,adverb,pragma/twn,πρᾶγμα,noun,sfa/llousin,σφάλλω,verb,h(ma=s,ἐγώ,pronoun,o(/tan,ὅταν,conjunction,w(s,ὡς,conjunction,e)pista/menoi,ἐφίστημι,verb,tolmw=men,τολμάω,verb,a)pofai/nesqai,ἀποφαίνω,verb,peri\,περί,preposition,thlikou/twn,τηλικοῦτος,adjective,,,,,,,,,,,,,σόφισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)noiste/os,ἀνοιστέος,adjective,o(,ὁ,article,lo/gos,λόγος,noun,w(s,ὡς,conjunction,o(,ὁ,article,au)to\s,a)nh/r,ἀνήρ,noun,fhsin,φημί,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,u(po/qesin,ὑπόθεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
