word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/19/lemma/@_entry,word/19/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/36/lemma/@_entry,word/36/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS
*)/alkimos,Ἄλκιμος,proper,de/,δέ,particle,tis,τις,pronoun,progegonw\s,προγίγνομαι,verb,a)rxiereu/s,ἀρχιερεύς,adjective,e(kousi/ws,de\,δέ,particle,memolusme/nos,μολύνω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,th=s,ὁ,article,a)meici/as,xro/nois,sunnoh/sas,συννοέω,verb,o(/ti,ὅστις,pronoun,kaq',κατά,preposition,o(ntinaou=n,ὁδός,adjective,tro/pon,τρόπος,noun,ou)k,οὐ,adverb,e)/stin,au)tw=|,αὐτός,pronoun,swthri/a,σωτηρία,noun,ou)de\,οὐδέ,particle,pro\s,πρός,preposition,to\,ὁ,article,a(/gion,ἅγιος,adjective,qusiasth/rion,θυσιαστήριον,noun,e)/ti,ἔτι,adverb,pro/sodos,πρόσοδος,noun,h(=ken,ἥκω,verb,pro\s,πρός,preposition,to\n,ὁ,article,basile/a,βασιλεύς,noun,*dhmh/trion,Δημήτριος,proper,w(s,prw/tw|,πρότερος,adjective,kai\,penthkostw=|,πεντηκοστός,adjective,kai\,e(katostw=|,ἑκατοστός,adjective,e)/tei,ἔτος,noun,prosa/gwn,προσάγω,verb,au)tw=|,αὐτός,pronoun,ste/fanon,στέφανος,noun,xrusou=n,χρύσεος,adjective,kai\,foi/nika,φοῖνιξ,noun,pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,tw=n,ὁ,article,nomizome/nwn,νομίζω,verb,qallw=n,θαλλός,noun,tou=,ὁ,article,i(erou=,ἱερόν,noun,kai\,καί,conjunction,th\n,ὁ,article,h(me/ran,ἡμέρα,noun,e)kei/nhn,ἐκεῖνος,pronoun,h(suxi/an,ἡσυχία,noun,e)/sxen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἑκούσιος,adjective,ἀμειξία,noun,χρόνος,noun,εἰμί,verb,ὡς,conjunction,καί,conjunction,καί,conjunction,καί,conjunction,,,,,,,,,,,,,,,,,,
kairo\n,καιρός,noun,de\,δέ,particle,labw\n,λαμβάνω,verb,th=s,ὁ,article,i)di/as,ἴδιος,adjective,a)noi/as,sunergo\n,συνεργός,adjective,prosklhqei\s,προσκαλέω,verb,ei)s,εἰς,preposition,sune/drion,συνέδριον,noun,u(po\,ὑπό,preposition,tou=,*dhmhtri/ou,kai\,καί,conjunction,e)perwthqei/s,ἐπερωτάω,verb,e)n,ἐν,preposition,ti/ni,τίς,pronoun,diaqe/sei,διάθεσις,noun,kai\,καί,conjunction,boulh=|,kaqe/sthkan,,,oi(,ὁ,article,*ioudai=oi,,,pro\s,πρός,preposition,tau=ta,οὗτος,pronoun,e)/fh,φημί,verb,*oi(,ἕ,pronoun,lego/menoi,λέγω,verb,tw=n,ὁ,article,*ioudai/wn,,,*asidai=oi,,,w(=n,ὅς,pronoun,a)fhgei=tai,ἀφηγέομαι,verb,*ioudas,,,o(,*makkabai=os,,,polemotrofou=sin,kai\,καί,conjunction,stasia/zousin,ou)k,οὐ,adverb,e)w=ntes,ἀίω,verb,th\n,ὁ,article,basilei/an,βασιλεία,noun,eu)staqei/as,εὐστάθεια,noun,tuxei=n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄνοια,noun,ὁ,article,Δημήτριος,proper,βουλεύς,noun,ὁ,article,πολεμοτροφέω,verb,στασιάζω,verb,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,a)felo/menos,ἀφαιρέω,verb,th\n,ὁ,article,progonikh\n,προγονικός,adjective,do/can,δόξα,noun,le/gw,dh\,δή,particle,th\n,ὁ,article,a)rxierwsu/nhn,ἀρχιερωσύνη,noun,deu=ro,δεῦρο,adverb,nu=n,νῦν,adverb,e)lh/luqa,prw=ton,me\n,μέν,particle,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,a)nhko/ntwn,ἀνήκω,verb,tw=|,ὁ,article,basilei=,βασιλεύς,noun,gnhsi/ws,fronw=n,φρονέω,verb,deu/teron,δεύτερος,adjective,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,i)di/wn,ἴδιος,adjective,politw=n,πολίτης,noun,stoxazo/menos,στοχάζομαι,verb,th=|,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,tw=n,ὁ,article,proeirhme/nwn,προερέω,verb,a)logisti/a|,ἀλογιστία,noun,to\,su/mpan,σύμπας,adjective,h(mw=n,ge/nos,γένος,noun,ou),mikrw=s,μικρός,adjective,a)klhrei=,ἀκληρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,ἔρχομαι,verb,πρότερος,adjective,γνήσιος,adjective,ὁ,article,ἐγώ,pronoun,οὐ,adverb,,,,,,,,,,,,,,,,,,,,
e(/kasta,ἕκαστος,adjective,de\,δέ,particle,tou/twn,οὗτος,pronoun,e)pegnwkw\s,ἐπιγιγνώσκω,verb,su/,σύ,pronoun,basileu=,kai\,καί,conjunction,th=s,ὁ,article,xw/ras,χώρα,noun,kai\,καί,conjunction,tou=,ὁ,article,periistame/nou,ge/nous,h(mw=n,ἐγώ,pronoun,pronoh/qhti,προνοέω,verb,kaq',κατά,preposition,h(\n,ὅς,pronoun,e)/xeis,ἔχω,verb,pro\s,πρός,preposition,a(/pantas,eu)apa/nthton,εὐαπάντητος,adjective,filanqrwpi/an,φιλανθρωπία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βασιλεύς,noun,περιίστημι,verb,γένος,noun,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/xri,ἄχρι,adverb,ga\r,γάρ,particle,*ioudas,,,peri/estin,περίειμι,verb,a)du/naton,ἀδύνατος,adjective,ei)rh/nhs,tuxei=n,τυγχάνω,verb,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰρήνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiou/twn,τοιοῦτος,adjective,de\,δέ,particle,r(hqe/ntwn,ἐρῶ,verb,u(po\,ὑπό,preposition,tou/tou,οὗτος,pronoun,qa=tton,oi(,ὁ,article,loipoi\,λοιπός,adjective,fi/loi,φίλος,adjective,dusmenw=s,δυσμενής,adverb,e)/xontes,ἔχω,verb,ta\,pro\s,to\n,ὁ,article,*ioudan,,,prosepu/rwsan,προσπυρόω,verb,to\n,ὁ,article,*dhmh/trion,Δημήτριος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θάσσων,adjective,ὁ,article,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proxeirisa/menos,προχειρίζω,verb,de\,δέ,particle,eu)qe/ws,εὐθύς,adverb,*nika/nora,Νικάνωρ,proper,to\n,ὁ,article,geno/menon,e)lefanta/rxhn,ἐλεφαντάρχης,noun,kai\,καί,conjunction,strathgo\n,στρατηγός,noun,a)nadei/cas,ἀναδείκνυμι,verb,th=s,ὁ,article,*ioudai/as,e)cape/steilen,dou\s,δίδωμι,verb,e)ntola\s,ἐντολή,noun,au)to\n,αὐτός,pronoun,me\n,μέν,particle,to\n,ὁ,article,*ioudan,,,e)panele/sqai,tou\s,ὁ,article,de\,δέ,particle,su\n,σύν,preposition,au)tw=|,αὐτός,pronoun,skorpi/sai,σκορπίζω,verb,katasth=sai,καθίστημι,verb,de\,δέ,particle,*)/alkimon,Ἄλκιμος,proper,a)rxiere/a,ἀρχιερεύς,adjective,tou=,ὁ,article,megi/stou,μέγας,adverb,i(erou=,ἱερόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,,,ἐξαποστέλλω,verb,ἐπαναιρέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,e)pi\,ἐπί,preposition,th=s,ὁ,article,*ioudai/as,,,pefugadeuko/tes,to\n,ὁ,article,*ioudan,,,e)/qnh,ἔθνος,adjective,sune/misgon,συμμίγνυμι,verb,a)gelhdo\n,ἀγεληδόν,adverb,tw=|,*nika/nori,ta\s,ὁ,article,tw=n,ὁ,article,*ioudai/wn,,,a)tuxi/as,ἀτυχία,noun,kai\,καί,conjunction,sumfora\s,συμφορά,noun,i)di/as,eu)hmeri/as,εὐημερία,noun,dokou=ntes,δοκέω,verb,e)/sesqai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φυγαδεύω,verb,ὁ,article,Νικάνωρ,proper,ἴδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,
*)akou/santes,ἀκούω,verb,de\,δέ,particle,th\n,ὁ,article,tou=,ὁ,article,*nika/noros,Νικάνωρ,proper,e)/fodon,kai\,καί,conjunction,th\n,ὁ,article,e)pi/qesin,ἐπίθεσις,noun,tw=n,ὁ,article,e)qnw=n,ἔθνος,adjective,katapasa/menoi,gh=n,e)lita/neuon,λιτανεύω,verb,to\n,ὁ,article,a)/xri,ἄχρι,adverb,ai)w=nos,αἰών,noun,susth/santa,συνίστημι,verb,to\n,ὁ,article,au(tou=,lao/n,λαός,noun,a)ei\,ἀεί,adverb,de\,δέ,particle,met',μετά,preposition,e)pifanei/as,ἐπιφάνεια,noun,a)ntilambano/menon,ἀντινέω,verb,th=s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,meri/dos,μερίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔφοδος,noun,καταπάομαι,verb,γῆ,noun,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,
prosta/cantos,προσστάζω,verb,de\,δέ,particle,tou=,ὁ,article,h(goume/nou,ἡγέομαι,verb,e)kei=qen,ἐκεῖθεν,adverb,eu)qe/ws,a)nazeu/cas,ἀναζεύγνυμι,verb,summi/sgei,συμμίγνυμι,verb,au)toi=s,αὐτός,pronoun,e)pi\,ἐπί,preposition,kw/mhn,κώμη,noun,*dessaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εὐθύς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*simwn,,,de\,δέ,particle,o(,ὁ,article,a)delfo\s,ἀδελφός,adjective,*ioudou,,,sumbeblhkw\s,h)=n,εἰμί,verb,tw=|,ὁ,article,*nika/nori,Νικάνωρ,proper,brade/ws,βραδύς,adjective,de\,δέ,particle,dia\,th\n,ai)fni/dion,ἀφνίδιος,adjective,tw=n,ὁ,article,a)ntipa/lwn,ἀντίπαλος,adjective,a)fasi/an,ἀφασία,noun,e)ptaikw/s,πταίρω,verb,o(/mws,ὅμως,conjunction,de\,a)kou/wn,ἀκούω,verb,o(,ὁ,article,*nika/nwr,Νικάνωρ,proper,h(\n,ὅς,pronoun,ei)=xon,ἔχω,verb,oi(,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,*ioudan,,,a)ndragaqi/an,ἀνδραγαθία,noun,kai\,καί,conjunction,e)n,ἐν,preposition,toi=s,ὁ,article,peri\,περί,preposition,th=s,patri/dos,πατρίς,adjective,a)gw=sin,eu)yuxi/an,εὐψυχία,noun,u(peulabei=to,th\n,ὁ,article,kri/sin,κρίσις,adjective,di',διά,preposition,ai(ma/twn,αἷμα,noun,poih/sasqai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,συμβάλλω,verb,διά,preposition,ὁ,article,δέ,particle,ὁ,article,ἀγών,noun,ὑπευλαβέομαι,verb,,,,,,,,,,,,,,,,,,,,
dio/per,διόπερ,conjunction,e)/pemyen,πέμπω,verb,*posidw/nion,,,kai\,καί,conjunction,*qeo/doton,Θεόδοτος,proper,kai\,*mattaqian,,,dou=nai,δίδωμι,verb,kai\,καί,conjunction,labei=n,λαμβάνω,verb,decia/s,δεξιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plei/onos,πλείων,verb,de\,δέ,particle,genome/nhs,γίγνομαι,verb,peri\,περί,preposition,tou/twn,οὗτος,pronoun,e)piske/yews,kai\,καί,conjunction,tou=,ὁ,article,h(goume/nou,ἡγέομαι,verb,toi=s,ὁ,article,plh/qesin,πλῆθος,noun,a)nakoinwsame/nou,kai\,fanei/shs,φαίνω,verb,o(moyh/fou,ὁμόψηφος,adjective,gnw/mhs,γνώμη,noun,e)pe/neusan,ἐπινέω,verb,tai=s,ὁ,article,sunqh/kais,συνθήκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπίσκεψις,noun,ἀνακοινόω,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ta/canto,ἐτάζω,verb,de\,δέ,particle,h(me/ran,ἡμέρα,noun,e)n,ἐν,preposition,h(=|,ὅς,pronoun,kat',i)di/an,ἴδιος,adjective,h(/cousin,ἥκω,verb,ei)s,εἰς,preposition,to\,ὁ,article,au)to/,αὐτός,pronoun,kai\,proh=lqen,par',παρά,preposition,e(ka/stou,ἕκαστος,adjective,di/frac,δίφραξ,noun,e)/qesan,,,di/frous,δίφρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κατά,preposition,καί,conjunction,προέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
die/tacen,διατάσσω,verb,*ioudas,,,e)no/plous,ἔνοπλος,adjective,e(toi/mous,ἑτοῖμος,adjective,e)n,ἐν,preposition,toi=s,e)pikai/rois,ἐπίκαιρος,adjective,to/pois,τόπος,noun,mh/pote,μήποτε,adverb,e)k,ἐκ,preposition,tw=n,ὁ,article,polemi/wn,ai)fnidi/ws,kakourgi/a,κακουργία,noun,ge/nhtai,γίγνομαι,verb,th\n,ὁ,article,a(rmo/zousan,ἁρμόζω,verb,e)poih/santo,ποιέω,verb,koinologi/an,κοινολογία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πολέμιος,adjective,αἰφνίδιος,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
die/triben,διατρίβω,verb,o(,ὁ,article,*nika/nwr,Νικάνωρ,proper,e)n,ἐν,preposition,*ierosolu/mois,,,kai\,e)/pratten,πράσσω,verb,ou)qe\n,οὐδείς,pronoun,a)/topon,ἄτοπος,adjective,tou\s,ὁ,article,de\,δέ,particle,sunaxqe/ntas,a)gelai/ous,o)/xlous,ὄχλος,noun,a)pe/lusen,ἀπολύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,συνάγω,verb,ἀγελαῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=xen,ἔχω,verb,to\n,ὁ,article,*ioudan,,,dia\,διά,preposition,panto\s,e)n,ἐν,preposition,prosw/pw|,πρόσωπον,noun,yuxikw=s,ψυχικός,adjective,tw=|,ὁ,article,a)ndri\,ἀνδρίς,noun,proseke/klito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πᾶς,adjective,προσκλίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
