word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS
*)arxeptole/mou,Ἀρχεπτόλεμος,proper,de\,δέ,particle,fe/rontos,φέρω,verb,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,e)ceske/dasas,ἐκσκεδάννυμι,verb,ta\s,ὁ,article,presbei/as,πρέσβεια,noun,t',σύ,pronoun,a)pelau/neis,ἀπελαύνω,verb,e)k,ἐκ,preposition,th=s,ὁ,article,po/lews,πόλις,adjective,r(aqapugi/zwn,ῥαθαπυγίζω,verb,ai(\,ὅς,pronoun,ta\s,ὁ,article,sponda\s,σπονδή,noun,prokalou=ntai,προκαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,g',γε,particle,*(ellh/nwn,Ἕλλην,proper,a)/rch|,ἄρχω,verb,pa/ntwn,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,ga\r,γάρ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,logi/oisin,λόγιον,noun,w(s,ὡς,conjunction,tou=ton,οὗτος,pronoun,dei=,δέομαι,verb,pot',ποτός,adjective,e)n,ἐν,preposition,*)arkadi/a|,Ἀρκαδία,proper,pentw/bolon,πεντώβολος,adjective,h(lia/sasqai,ἡλιάω,verb,h)\n,ἐάν,conjunction,a)namei/nh|,ἀναμένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntws,πάντως,adverb,d',δέ,particle,au)to\n,αὐτός,pronoun,qre/yw,τρέφω,verb,g'w\,,,kai\,καί,conjunction,qerapeu/sw,θεραπεύω,verb,e)ceuri/skwn,ἐξευρίσκω,verb,eu)=,εὖ,adverb,kai\,καί,conjunction,miarw=s,μιαρός,adjective,o(po/qen,ὁπόθεν,adverb,to\,ὁ,article,triw/bolon,τριώβολον,noun,e(/cei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,i(/na,ἵνα,conjunction,g',γε,particle,a)/rch|,ἄρχω,verb,ma\,μά,particle,*di/',Δίη,proper,*)arkadi/as,Ἀρκαδία,proper,pronoou/menos,προνοέω,verb,a)ll',ἀλλά,adverb,i(/na,ἵνα,conjunction,ma=llon,μᾶλλον,adverb,su\,σύ,pronoun,me\n,μέν,particle,a(rpa/zh|s,ἁρπάζω,verb,kai\,καί,conjunction,dwrodokh=|s,δωροδοκέω,verb,para\,παρά,preposition,tw=n,ὁ,article,po/lewn,πόλις,adjective,o(,ὁ,article,de\,δέ,particle,dh=mos,δῆμος,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,pole/mou,πόλεμος,noun,kai\,καί,conjunction,th=s,ὁ,article,o(mi/xlhs,ὁμίχλη,noun,a(\,ὅς,pronoun,panourgei=s,πανουργέω,verb,mh\,μή,conjunction,kaqora=|,καθοράω,verb,sou,σύ,pronoun,a)ll',ἀλλά,adverb,u(p',ὑπό,preposition,a)na/gkhs,ἀνάγκη,noun,a(/ma,ἅμα,adverb,kai\,καί,conjunction,xrei/as,χρεία,noun,kai\,καί,conjunction,misqou=,μισθός,noun,pro/s,πρός,preposition,se,σύ,pronoun,kexh/nh|,χάσκω,verb,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de/,δέ,particle,pot',ποτέ,particle,ei)s,εἰς,preposition,a)gro\n,ἀγρός,noun,ou(=tos,οὗτος,pronoun,a)pelqw\n,ἀπέρχομαι,verb,ei)rhnai=os,εἰρηναῖος,adjective,diatri/yh|,διάτριψις,noun,kai\,καί,conjunction,xi=dra,χῖδρα,noun,fagw\n,ἐσθίω,verb,a)naqarrh/sh|,ἀναθαρσέω,verb,kai\,καί,conjunction,stemfu/lw|,στέμφυλον,noun,e)s,εἰς,preposition,lo/gon,λόγος,noun,e)/lqh|,ἔρχομαι,verb,gnw/setai,γιγνώσκω,verb,oi(/wn,οἷος,adjective,a)gaqw=n,ἀγαθός,adjective,au)to\n,αὐτός,pronoun,th=|,ὁ,article,misqofora=|,μισθοφορά,noun,pareko/ptou,παρακόπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=q',εἶτα,adverb,h(/cei,ἥκω,verb,soi,σύ,pronoun,drimu\s,δριμύς,adjective,a)/groikos,ἄγροικος,adjective,kata\,κατά,preposition,sou=,σύ,pronoun,th\n,ὁ,article,yh=fon,ψῆφος,noun,i)xneu/wn,ἰχνεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,su\,σύ,pronoun,gignw/skwn,γιγνώσκω,verb,to/nd',ὅδε,pronoun,e)capata=|s,ἐξαπατάω,verb,kai\,καί,conjunction,o)neiropolei=s,ὀνειροπολέω,verb,peri\,περί,preposition,sautou=,σαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,deino\n,δεινός,adjective,tauti/,οὗτος,pronoun,se,σύ,pronoun,le/gein,λέγω,verb,dh=t',δῆτα,adverb,e)/st',εἰμί,verb,e)me\,ἐγώ,pronoun,kai\,καί,conjunction,diaba/llein,διαβάλλω,verb,pro\s,πρός,preposition,*)aqhnai/ous,Ἀθήναιος,proper,kai\,καί,conjunction,to\n,ὁ,article,dh=mon,δῆμος,noun,pepoihko/ta,ποιέω,verb,plei/ona,πλείων,verb,xrhsta\,χρηστός,adjective,nh\,νή,preposition,th\n,ὁ,article,*dh/mhtra,Δημήτηρ,proper,*qemistokle/ous,Θεμιστοκλέης,proper,pollw=|,πολύς,adjective,peri\,περί,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,h)/dh,ἤδη,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,po/lis,πόλις,adjective,*)/argous,Ἄργος,proper,klu/eq',κλύω,verb,oi(=a,οἷος,adjective,le/gei,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,*qemistoklei=,Θεμιστοκλέης,proper,a)ntiferi/zeis,ἀντιφερίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,e)poi/hsen,ποιέω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,h(mw=n,ἐγώ,pronoun,mesth\n,μεστός,adjective,eu(rw\n,εὑρίσκω,verb,e)pixeilh=,ἐπιχειλής,adjective,kai\,καί,conjunction,pro\s,πρός,preposition,tou/tois,οὗτος,pronoun,a)ristw/sh|,ἀριστάω,verb,to\n,ὁ,article,*peiraia=,Πειραιεύς,proper,prose/macen,προσμάσσω,verb,a)felw/n,ἀφαιρέω,verb,t',τε,particle,ou)de\n,οὐδείς,pronoun,tw=n,ὁ,article,a)rxai/wn,ἀρχαῖος,adjective,i)xqu=s,ἰχθύς,noun,kainou\s,καινός,adjective,pare/qhken,παρατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,*)aqhnai/ous,Ἀθήναιος,proper,e)zh/thsas,ζητέω,verb,mikropoli/tas,μικροπολίτης,adjective,a)pofh=nai,ἀποφαίνω,verb,diateixi/zwn,διατειχίζω,verb,kai\,καί,conjunction,xrhsmw|dw=n,χρησμῳδός,adjective,o(,ὁ,article,*qemistoklei=,Θεμιστοκλέης,proper,a)ntiferi/zwn,ἀντιφερίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)kei=nos,ἐκεῖνος,pronoun,me\n,μέν,particle,feu/gei,φεύγω,verb,th\n,ὁ,article,gh=n,γῆ,noun,su\,σύ,pronoun,d',δέ,particle,*)axillei/wn,Ἀχίλλειος,proper,a)poma/ttei,ἀπομάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,tauti\,οὗτος,pronoun,deino\n,δεινός,adjective,a)kou/ein,ἀκούω,verb,w)=,ὦ,interjection,*dh=m',Δῆμος,proper,e)sti/n,εἰμί,verb,m',ἐγώ,pronoun,u(po\,ὑπό,preposition,tou/tou,οὗτος,pronoun,o(tih/,ὁτιή,conjunction,se,σύ,pronoun,filw=,φιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pau)=,,,w)=,ὦ,interjection,ou(=tos,οὗτος,pronoun,kai\,καί,conjunction,mh\,μή,conjunction,ske/rbolle,σκερβόλλω,verb,ponhra/,πονηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollou=,πολύς,adjective,de\,δέ,particle,polu/n,πολύς,adjective,me,ἐγώ,pronoun,xro/non,χρόνος,noun,kai\,καί,conjunction,nu=n,νῦν,adverb,e)lelh/qhs,,,e)gkrufia/zwn,ἐγκρυφιάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miarw/tatos,μιαρός,adjective,w)=,ὦ,interjection,*dhmaki/dion,δημακίδιον,noun,kai\,καί,conjunction,plei=sta,πλεῖστος,adjective,panou=rga,πανοῦργος,adjective,dedrakw/s,δράω,verb,o(po/tan,ὁπόταν,adverb,xasma=|,χασμάομαι,verb,kai\,καί,conjunction,tou\s,ὁ,article,kaulou\s,καυλός,noun,tw=n,ὁ,article,eu)qunw=n,εὔθυνα,noun,e)kkauli/zwn,ἐκκαυλίζω,verb,katabroxqi/zei,καταβροχθίζω,verb,ka)mfoi=n,ἄμφω,noun,xeiroi=n,χείρ,noun,mustila=tai,μυστιλάομαι,verb,tw=n,ὁ,article,dhmosi/wn,δημόσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,xairh/seis,χαίρω,verb,a)lla/,ἀλλά,adverb,se,σύ,pronoun,kle/ptonq',κλέπτω,verb,ai(rh/sw,αἱρέω,verb,g'w\,,,trei=s,τρέω,verb,muria/das,μυριάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,qalattokopei=s,θαλασσοκοπέω,verb,kai\,καί,conjunction,platugi/zeis,πλατυγίζω,verb,miarw/tatos,μιαρός,adjective,w)\n,εἰμί,verb,peri\,περί,preposition,to\n,ὁ,article,dh=mon,δῆμος,noun,to\n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,s',σύ,pronoun,e)pidei/cw,ἐπιδείκνυμι,verb,nh\,νή,preposition,th\n,ὁ,article,*dh/mhtr',Δημήτηρ,proper,h)\,ἠέ,conjunction,mh\,μή,conjunction,zw/|hn,ζωή,noun,dwrodokh/sant',δωροδοκέω,verb,e)k,ἐκ,preposition,*mutilh/nhs,Μυτιλήνη,proper,plei=n,πλέω,verb,h)\,ἠέ,conjunction,mna=s,μνᾶ,noun,tettara/konta,τεσσαράκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pa=sin,πᾶς,adjective,a)nqrw/pois,ἄνθρωπος,noun,fanei\s,φαίνω,verb,me/giston,μέγας,adverb,w)fe/lhma,ὠφέλημα,noun,zhlw=,ζηλέω,verb,se,σύ,pronoun,th=s,ὁ,article,eu)glwtti/as,εὐγλωσσία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,w(=d',ὧδε,adverb,e)poi/seis,ἐπιφέρω,verb,me/gistos,μέγας,adverb,*(ellh/nwn,Ἕλλην,proper,e)/sei,εἴσειμι,verb,kai\,καί,conjunction,mo/nos,μόνος,adjective,kaqe/ceis,κατέχω,verb,ta)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,tw=n,ὁ,article,cumma/xwn,σύμμαχος,adjective,t',σύ,pronoun,a)/rceis,ἄρχω,verb,e)/xwn,ἔχω,verb,tri/ainan,τρίαινα,noun,h(=|,ὅς,pronoun,polla\,πολύς,adjective,xrh/mat',χρῆμα,adjective,e)rga/sei,ἐργάζομαι,verb,sei/wn,σείω,verb,te,τε,particle,kai\,καί,conjunction,tara/ttwn,ταράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\,μή,conjunction,meqh=|s,μεθίημι,verb,to\n,ὁ,article,a)/ndr',ἀνήρ,noun,e)peidh/,ἐπεί,conjunction,soi,σύ,pronoun,labh\n,λαβή,noun,de/dwken,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katerga/sei,κατεργάζομαι,verb,ga\r,γάρ,particle,r(a|di/ws,ῥᾴδιος,adjective,pleura\s,πλευρά,noun,e)/xwn,ἔχω,verb,toiau/tas,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,w)=gaqoi\,,,tau=t',οὗτος,pronoun,e)sti/,εἰμί,verb,pw,πω,particle,tau/th|,ταύτῃ,adverb,ma\,μά,particle,to\n,ὁ,article,*poseidw=,Ποσειδῶν,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,ga/r,γάρ,particle,e)st',εἰμί,verb,ei)rgasme/non,ἐργάζομαι,verb,toiou=ton,τοιοῦτος,adjective,e)/rgon,ἔργον,noun,w(/ste,ὥστε,conjunction,a(paca/pantas,ἁπαξάπας,adjective,tou\s,ὁ,article,e)mou\s,ἐμός,adjective,e)xqrou\s,ἐχθρός,adjective,e)pistomi/zein,ἐπιστομίζω,verb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,h)=|,εἰμί,verb,tw=n,ὁ,article,a)spi/dwn,ἀσπίς,noun,tw=n,ὁ,article,e)k,ἐκ,preposition,*pu/lou,Πύλης,proper,ti,τις,pronoun,loipo/n,λοιπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/sxes,ἐπίσχω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,a)spi/sin,ἀσπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labh\n,λαβή,noun,ga\r,γάρ,particle,e)nde/dwkas,ἐνδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,s',σύ,pronoun,e)xrh=n,χρή,verb,ei)/per,εἴπερ,conjunction,filei=s,φιλέω,verb,to\n,ὁ,article,dh=mon,δῆμος,noun,e)k,ἐκ,preposition,pronoi/as,πρόνοια,noun,tau/tas,οὗτος,pronoun,e)a=n,ἀίω,verb,au)toi=si,αὐτός,pronoun,toi=s,ὁ,article,po/rpacin,πόρπαξ,noun,a)nateqh=nai,ἀνατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)sti\,εἰμί,verb,tou=t',οὗτος,pronoun,w)=,ὦ,interjection,*dh=me,Δῆμος,proper,mhxa/nhm',μηχάνημα,noun,i(/n',ἵνα,conjunction,h)\n,ἐάν,conjunction,su\,σύ,pronoun,bou/lh|,βούλομαι,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,kola/sai,κολάζω,verb,toutoni/,οὗτος,pronoun,soi\,σύ,pronoun,tou=to,οὗτος,pronoun,mh\,μή,conjunction,k'ge/nhtai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=|s,ὁράω,verb,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,sti=fos,στῖφος,noun,oi(=o/n,οἷος,adjective,e)sti,εἰμί,verb,bursopwlw=n,βυρσοπώλης,noun,neaniw=n,νεανίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tous,οὗτος,pronoun,de\,δέ,particle,perioikou=si,περιοικέω,verb,melitopw=lai,μελιτοπώλης,noun,kai\,καί,conjunction,turopw=lai,τυροπώλης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,d',δέ,particle,ei)s,εἰς,preposition,e(/n,εἷς,adjective,e)sti,εἰμί,verb,sugkekufo/s,συγκύπτω,verb,w(/st',ὥστε,conjunction,ei),εἰ,conjunction,su\,σύ,pronoun,brimh/saio,βριμάομαι,verb,kai\,καί,conjunction,ble/yeias,βλέπω,verb,o)straki/nda,ὀστρακίνδα,adverb,nu/ktwr,νύκτωρ,adverb,kaqarpa/santes,καθαρπάζω,verb,a)\n,ἄν,particle,ta\s,ὁ,article,a)spi/das,ἀσπίς,noun,qe/ontes,θέω,verb,ta\s,ὁ,article,e)sbola\s,εἰσβολή,noun,tw=n,ὁ,article,a)lfi/twn,ἄλφιτον,noun,a)\n,ἄν,particle,katala/boien,καταλαμβάνω,verb,h(mw=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ta/las,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xousi,ἔχω,verb,ga\r,γάρ,particle,po/rpakas,πόρπαξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,po/nhre,πονηρός,adjective,o(/son,ὅσος,adjective,me,ἐγώ,pronoun,pareko/ptou,παρακόπτω,verb,xro/non,χρόνος,noun,toiau=ta,τοιοῦτος,adjective,krousidhmw=n,κρουσιδημέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,daimo/nie,δαιμόνιος,adjective,mh\,μή,conjunction,tou=,ὁ,article,le/gontos,λέγω,verb,i)/sqi,εἰμί,verb,mhd',μηδέ,particle,oi)hqh=|s,οἴομαι,verb,e)mou=,ἐγώ,pronoun,poq',ποτέ,particle,eu(rh/sein,εὑρίσκω,verb,fi/lon,φίλος,adjective,belti/on',βελτίων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,ei(=s,εἷς,adjective,w)\n,εἰμί,verb,e)/pausa,ἐπαύω,verb,tou\s,ὁ,article,cunwmo/tas,συνωμότης,noun,kai/,καί,conjunction,m',ἐγώ,pronoun,ou),οὐ,adverb,le/lhqen,λανθάνω,verb,ou)de\n,οὐδείς,pronoun,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,cunista/menon,συνίστημι,verb,a)ll',ἀλλά,adverb,eu)qe/ws,εὐθύς,adverb,ke/kraga,κράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
