word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/4/lemma/@_entry,word/4/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS
prw=ton,πρότερος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,ge/graptai,γράφω,verb,o(/ti,e)p',ἐπί,preposition,oi)/nou,οἶνον,noun,kerami/ois,κεράμιον,noun,trisxili/ois,τρισχίλιοι,adjective,e)danei/zonto,δανείζω,verb,par',παρά,preposition,ὅστις,pronoun,h(mw=n,ἐγώ,pronoun,ta\s,ὁ,article,tria/konta,τριάκοντα,noun,mna=s,μνᾶ,noun,w(s,ὡς,conjunction,u(parxou/shs,ὑπάρχω,verb,au)toi=s,αὐτός,pronoun,u(poqh/khs,ὑποθήκη,noun,e(te/rwn,ἕτερος,adjective,tria/konta,τριάκοντα,noun,mnw=n,μνᾶ,noun,w(/ste,ὥστε,conjunction,ei)s,εἰς,preposition,ta/lanton,τάλαντον,noun,a)rguri/ou,ἀργύριον,adjective,th\n,ὁ,article,timh\n,τιμή,noun,ei)=nai,εἰμί,verb,tou=,ὁ,article,oi)/nou,οἶνον,noun,kaqistame/nhn,καθίστημι,verb,su\n,σύν,preposition,toi=s,ὁ,article,a)nalw/masin,ἀνάλωμα,adjective,o(/sa,ὅσος,adjective,e)/dei,δέω,verb,a)nali/skesqai,ἀναλίσκω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,kataskeuh\n,κατασκευή,noun,th\n,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,oi)=non,οἶνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,trisxi/lia,τρισχίλιοι,adjective,kera/mia,κεράμιον,noun,a)/gesqai,tau=ta,οὗτος,pronoun,ei)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,e)n,ἐν,preposition,th=|,ὁ,article,ἄγω,verb,ei)koso/rw|,εἰκόσορος,adjective,h(\n,ὅς,pronoun,*(ublh/sios,,,e)nauklh/rei,ναυκληρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/graptai,γράφω,verb,me\n,μέν,particle,tau=ta,οὗτος,pronoun,e)n,ἐν,preposition,th=|,suggrafh=|,συγγραφεύς,noun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,h(=s,ὅς,pronoun,u(mei=s,σύ,pronoun,ὁ,article,a)khko/ate,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,de\,δέ,particle,a)nti\,ἀντί,preposition,tw=n,ὁ,article,trisxili/wn,kerami/wn,κεράμιον,noun,ou)de\,οὐδέ,particle,pentako/sia,πεντακόσιοι,adjective,kera/mia,κεράμιον,noun,ei)s,εἰς,preposition,to\,ὁ,article,τρισχίλιοι,adjective,ploi=on,πλοῖον,noun,e)ne/qento,ἐντίθημι,verb,a)ll',ἀλλά,adverb,a)nti\,ἀντί,preposition,tou=,ὁ,article,h)gora/sqai,ἀγοράζω,verb,au)toi=s,αὐτός,pronoun,to\n,ὁ,article,oi)=non,οἶνον,noun,o(/son,ὅσος,adjective,prosh=ken,προσήκω,verb,toi=s,ὁ,article,xrh/masin,χρῆμα,adjective,e)xrw=nto,χράομαι,verb,o(/,ὅς,pronoun,ti,τις,pronoun,e)do/kei,δοκέω,verb,tou/tois,οὗτος,pronoun,ta\,ὁ,article,de\,δέ,particle,kera/mia,κεράμιον,noun,ta\,ὁ,article,trisxi/lia,τρισχίλιοι,adjective,ou)d',οὐδέ,particle,e)me/llhsan,μέλλω,verb,ou)de\,οὐδέ,particle,dienoh/qhsan,διανοέομαι,verb,e)nqe/sqai,ἔρχομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,ploi=on,πλοῖον,noun,kata\,κατά,preposition,th\n,ὁ,article,suggrafh/n,συγγραφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,d',δέ,particle,a)lhqh=,ἀληθής,adjective,tau=ta,οὗτος,pronoun,le/gw,labe\,λαμβάνω,verb,th\n,ὁ,article,marturi/an,μαρτυρία,noun,tw=n,ὁ,article,sumpleo/ntwn,συμπλέω,verb,e)n,ἐν,preposition,λέγω,verb,tw=|,ὁ,article,au)tw=|,αὐτός,pronoun,ploi/w|,πλοῖον,noun,tou/tois,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)erasiklh=s,,,marturei=,μαρτύρομαι,verb,kuberna=n,κυβερνάω,verb,th\n,ὁ,article,nau=n,h(\n,ὅς,pronoun,*(ublh/sios,,,e)nauklh/rei,ναυκληρέω,verb,kai\,καί,conjunction,ei)de/nai,οἶδα,verb,*)apollo/dwron,Ἀπολλόδωρος,proper,ναῦς,noun,a)go/menon,ἄγω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,ploi/w|,πλοῖον,noun,oi)/nou,οἶνον,noun,*mendai/ou,,,kera/mia,κεράμιον,noun,tetrako/sia,τετρακόσιοι,adjective,penth/konta,πεντήκοντα,verb,kai\,καί,conjunction,ou),οὐ,adverb,plei/w,πλέως,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llo,ἄλλος,adjective,de\,δέ,particle,mhde\n,μηδείς,pronoun,a)gw/gimon,ἀγώγιμος,adjective,a)/gesqai,e)n,ἐν,preposition,tw=|,ὁ,article,ploi/w|,πλοῖον,noun,*)apollo/dwron,Ἀπολλόδωρος,proper,ei)s,εἰς,preposition,to\n,ὁ,article,ἄγω,verb,*po/nton,Πόντος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ippi/as,Ἱππίης,proper,*)aqhni/ppou,Ἀθήνιππος,proper,*(alikarnasseu\s,Ἁλικαρνασσεύς,proper,marturei=,μαρτύρομαι,verb,sumplei=n,e)n,ἐν,preposition,th=|,ὁ,article,*(ublhsi/ou,,,nhi\,ναῦς,noun,diopeu/wn,διοπεύω,verb,th\n,ὁ,article,συμπλέω,verb,nau=n,ναῦς,noun,kai\,καί,conjunction,ei)de/nai,οἶδα,verb,*)apollo/dwron,Ἀπολλόδωρος,proper,to\n,ὁ,article,*fashli/thn,,,a)go/menon,ἄγω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,ploi/w|,πλοῖον,noun,e)k,ἐκ,preposition,*me/ndhs,Μένδη,proper,ei)s,εἰς,preposition,to\n,ὁ,article,*po/nton,Πόντος,proper,oi)/nou,οἶνον,noun,*mendai/ou,,,kera/mia,κεράμιον,noun,tetrako/sia,τετρακόσιοι,adjective,penth/konta,πεντήκοντα,verb,a)/llo,ἄλλος,adjective,de\,δέ,particle,mhde\n,μηδείς,pronoun,forti/onpro\s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/sd',ὅδε,pronoun,e)cemartu/rhsen,ἐκμαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)arxia/dhs,,,*mnhswni/dou,,,*)axarneu/s,Ἀχαρνεύς,proper,*sw/stratos,Σώστρατος,proper,*fili/ppou,*(estiaio/qen,,,*eu)ma/rixos,,,*eu)boi/ou,Εὔβοιος,proper,*(estiaio/qen,,,*filta/dhs,,,*kthsi/ou,Κτήσιας,proper,Φίλιππος,proper,*cupetaiw/n,,,*dionu/sios,Διονύσιος,proper,*dhmokrati/dou,,,*xollh/|dhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,tou=,ὁ,article,plh/qous,tou=,ὁ,article,oi)/nou,οἶνον,noun,o(/son,ὅσος,adjective,e)/dei,δέω,verb,au)tou\s,αὐτός,pronoun,e)nqe/sqai,ἔρχομαι,verb,πλῆθος,noun,ei)s,εἰς,preposition,to\,ὁ,article,ploi=on,πλοῖον,noun,tau=ta,οὗτος,pronoun,diepra/canto,διαπράσσω,verb,kai\,καί,conjunction,h)/rcanto,ἄρχω,verb,eu)qu\s,εὐθύς,adverb,e)nteu=qen,ἐντεῦθεν,adverb,a)po\,ἀπό,preposition,tou=,ὁ,article,prw/tou,πρότερος,adjective,gegramme/nou,γράφω,verb,parabai/nein,παραβαίνω,verb,kai\,καί,conjunction,mh\,μή,conjunction,poiei=n,ποιέω,verb,ta\,ὁ,article,gegramme/na,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=t',οὗτος,pronoun,e)/stin,εἰμί,verb,e)n,th=|,ὁ,article,suggrafh=|,συγγραφεύς,noun,o(/ti,ὅστις,pronoun,u(potiqe/asin,ὑποτίθημι,verb,tau=ta,οὗτος,pronoun,e)leu/qera,ἐλεύθερος,adjective,ἐν,preposition,kai\,καί,conjunction,ou)deni\,οὐδείς,pronoun,ou)de\n,οὐδείς,pronoun,o)fei/lontes,ὀφείλω,verb,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,ou)d',οὐδέ,particle,e)pidanei/sontai,ἐπιδανείζω,verb,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,par',παρά,preposition,ou)deno/s,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,diarrh/dhn,διαρρήδην,adverb,ge/graptai,γράφω,verb,w)=,ὦ,interjection,a)/ndres,dikastai/,δικαστής,noun,,,,,,,,,,,,,,,,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,de\,δέ,particle,ti/,τίς,pronoun,e)poi/hsan,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)melh/santes,ἀμελέω,verb,tw=n,ὁ,article,gegramme/nwn,γράφω,verb,e)n,ἐν,preposition,th=|,suggrafh=|,συγγραφεύς,noun,danei/zontai,δανείζω,verb,para/,παρά,preposition,tinos,τις,pronoun,neani/skou,νεάνισκος,noun,e)capath/santes,ἐξαπατάω,verb,ὁ,article,w(s,ὡς,conjunction,ou)deni\,οὐδείς,pronoun,ou)de\n,οὐδείς,pronoun,o)fei/lontes,ὀφείλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(ma=s,ἐγώ,pronoun,te,τε,particle,parekrou/santo,παρακρούω,verb,kai\,e)/laqon,λανθάνω,verb,daneisa/menoi,δανείζω,verb,e)pi\,ἐπί,preposition,toi=s,ὁ,article,h(mete/rois,ἡμέτερος,adjective,e)kei=no/n,ἐκεῖνος,pronoun,καί,conjunction,te,τε,particle,to\n,ὁ,article,neani/skon,νεανίσκος,noun,to\n,ὁ,article,danei/santa,δανείζω,verb,e)chpa/thsan,ἐξαπατάω,verb,w(s,ὡς,conjunction,e)p',ἐπί,preposition,e)leuqe/rois,ἐλεύθερος,adjective,toi=s,ὁ,article,xrh/masin,χρῆμα,adjective,daneizo/menoi,δανείζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta,τοιοῦτος,adjective,tou/twn,οὗτος,pronoun,e)sti\n,εἰμί,verb,ta\,ὁ,article,kakourgh/mata,,,,,,,,,,,,,,,,,,,κακούργημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,pa/nt',πᾶς,adjective,e)sti\n,εἰμί,verb,ta\,sofi/smata,σόφισμα,noun,*lakri/tou,Λάκριτος,proper,toutoui/,οὗτος,pronoun,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
