word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
xeirotonou=si,χειροτονέω,verb,de\,δέ,particle,kai\,καί,conjunction,ei)s,εἰς,preposition,*lh=mnon,Λῆμνος,proper,i(/pparxon,ἵππαρχος,noun,o(\s,ὅς,pronoun,e)pimelei=tai,ἐπιμελέομαι,verb,tw=n,ὁ,article,i(ppe/wn,ἱππεύς,noun,tw=n,ὁ,article,e)n,ἐν,preposition,*lh/mnw|,Λῆμνος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xeirotonou=si,χειροτονέω,verb,de\,δέ,particle,kai\,καί,conjunction,tami/an,ταμία,noun,th=s,ὁ,article,*para/lou,Πάραλος,proper,kai\,καί,conjunction,nu=n,νῦν,adverb,th=s,ὁ,article,tou=,ὁ,article,*)/ammwnos,Ἄμμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,klhrwtai\,κληρωτής,noun,a)rxai\,ἀρχή,noun,pro/teron,πρότερος,adjective,me\n,μέν,particle,h)=san,εἰμί,verb,ai(,ὁ,article,me\n,μέν,particle,met',μετά,preposition,e)nne/a,ἐννέα,verb,a)rxo/ntwn,ἄρχων,noun,e)k,ἐκ,preposition,th=s,ὁ,article,fulh=s,φυλή,noun,o(/lhs,ὅλος,adjective,klhrou/menai,κληρόω,verb,ai(,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,*qhsei/w|,Θησεῖον,proper,klhrou/menai,dih|rou=nto,διαιρέω,verb,ei)s,εἰς,preposition,tou\s,ὁ,article,dh/mous,δῆμος,noun,,,,,,,,,,,,,κληρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,d',δέ,particle,e)pw/loun,πωλέω,verb,oi(,ὁ,article,dh=moi,δῆμος,noun,kai\,καί,conjunction,tau/tas,οὗτος,pronoun,e)k,ἐκ,preposition,th=s,ὁ,article,fulh=s,φυλή,noun,o(/lhs,ὅλος,adjective,klhrou=si,κληρόω,verb,plh\n,πλήν,preposition,bouleutw=n,βουλευτής,noun,kai\,καί,conjunction,frourw=n,φρουρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tous,οὗτος,pronoun,d',δέ,particle,ei)s,εἰς,preposition,tou\s,ὁ,article,dh/mous,δῆμος,noun,a)podido/asi,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misqoforou=si,μισθοφορέω,verb,de\,δέ,particle,prw=ton,πρότερος,adjective,o(,ὁ,article,dh=mos,δῆμος,noun,tai=s,ὁ,article,me\n,μέν,particle,a)/llais,ἄλλος,adjective,e)kklhsi/ais,ἐκκλησία,noun,draxmh/n,δραχμή,noun,th=|,ὁ,article,de\,δέ,particle,kuri/a|,κυρία,noun,e)nne/a,ἐννέα,verb,o)bolou/s,ὀβολός,noun,e)/peita,ἔπειτα,adverb,ta\,ὁ,article,dikasth/ria,δικαστήριον,noun,trei=s,τρέω,verb,o)bolou/s,ὀβολός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=q',εἶτα,adverb,h(,ὁ,article,boulh\,βουλή,noun,pe/nte,πέντε,adverb,o)bolou/s,ὀβολός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,de\,δέ,particle,prutaneu/ousin,πρυτανεύω,verb,ei)s,εἰς,preposition,si/thsin,σίτησις,noun,o)bolo\s,ὀβολός,noun,prosti/qetai,προστίθημι,verb,de/ka,δέκα,verb,prosti/qentai,προστίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,ei)s,εἰς,preposition,si/thsin,σίτησις,noun,lamba/nousin,λαμβάνω,verb,e)nne/',ἐννέα,verb,a)/rxontes,ἄρχων,noun,te/ttaras,τέσσαρες,noun,o)bolou\s,ὀβολός,noun,e(/kastos,ἕκαστος,adjective,kai\,καί,conjunction,paratre/fousi,παρατρέφω,verb,kh/ruka,κῆρυξ,noun,kai\,καί,conjunction,au)lhth/n,αὐλητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,a)/rxwn,ἄρχων,noun,ei)s,εἰς,preposition,*salami=na,Σαλαμίς,proper,draxmh\n,δραχμή,noun,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)qloqe/tai,ἀθλοθέτης,noun,d',δέ,particle,e)n,ἐν,preposition,prutanei/w|,πρυτάνειος,adjective,deipnou=si,δειπνέω,verb,to\n,ὁ,article,*(ekatombaiw=na,ἑκατομβαιών,adjective,mh=na,μείς,adjective,o(/tan,ὅταν,conjunction,h)=|,εἰμί,verb,ta\,ὁ,article,*panaqh/naia,Παναθήναια,proper,a)rca/menoi,ἄρχω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,tetra/dos,τετράς,noun,i(stame/nou,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfiktu/ones,ἀμφικτίονες,noun,ei)s,εἰς,preposition,*dh=lon,Δῆλος,proper,draxmh\n,δραχμή,noun,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,e(ka/sths,ἕκαστος,adjective,e)k,ἐκ,preposition,*dh/lou,Δῆλος,proper,lamba/nousi,λαμβάνω,verb,lamba/nousi,λαμβάνω,verb,de\,δέ,particle,kai\,καί,conjunction,o(/sai,ὅσος,adjective,a)poste/llontai,ἀποστέλλω,verb,a)rxai\,ἀρχή,noun,ei)s,εἰς,preposition,*sa/mon,Σάμος,proper,h)\,ἠέ,conjunction,*sku=ron,Σκῦρος,adverb,h)\,ἠέ,conjunction,*lh=mnon,h)\,ἠέ,conjunction,*)/imbron,Ἴμβρος,proper,ei)s,εἰς,preposition,si/thsin,σίτησις,noun,a)rgu/rion,ἀργύριον,adjective,,,,,,,,,,Λῆμνος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/rxein,ἄρχω,verb,de\,δέ,particle,ta\s,ὁ,article,me\n,μέν,particle,kata\,κατά,preposition,po/lemon,πόλεμος,noun,a)rxa\s,ἀρχή,noun,e)/cesti,ἔξεστι,verb,pleona/kis,πλεονάκις,adverb,tw=n,ὁ,article,d',δέ,particle,a)/llwn,ἄλλος,adjective,ou)demi/an,οὐδείς,pronoun,plh\n,πλήν,preposition,bouleu=sai,βουλεύω,verb,di/s,δίς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,ta\,ὁ,article,dikasth/ria,δικαστήριον,noun,klhrou=sin,κληρόω,verb,oi(,ὁ,article,q,,,a)/rxontes,ἄρχων,noun,kata\,κατά,preposition,fula/s,φυλή,noun,o(,ὁ,article,de\,δέ,particle,grammateu\s,γραμματεύς,noun,tw=n,ὁ,article,qesmoqetw=n,θεσμοθέτης,noun,th=s,ὁ,article,deka/ths,δεκάτη,noun,fulh=s,φυλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/sodoi,εἴσοδος,noun,de/,δέ,particle,ei)sin,εἰμί,verb,ei)s,εἰς,preposition,ta\,ὁ,article,dikasth/ria,δικαστήριον,noun,de/ka,δέκα,verb,mi/a,εἷς,adjective,th=|,ὁ,article,fulh=|,φυλή,noun,e(ka/sth|,ἕκαστος,adjective,kai\,καί,conjunction,klhrwth/ria,κληρωτήριον,noun,ei)/kosi,εἴκοσι,verb,du/o,δύο,adjective,th=|,ὁ,article,fulh=|,φυλή,noun,e(ka/sth|,ἕκαστος,adjective,kai\,καί,conjunction,kibw/tia,κιβώτιον,noun,e(kato/n,ἑκατόν,noun,de/ka,th=|,ὁ,article,fulh=|,φυλή,noun,e(ka/sth|,ἕκαστος,adjective,kai\,καί,conjunction,e(/tera,ἕτερος,adjective,kibw/tia,κιβώτιον,noun,ei)s,εἰς,preposition,a(\,ὅς,pronoun,δέκα,verb,e)mba/lletai,ἐμβάλλω,verb,tw=n,ὁ,article,laxo/ntwn,λαγχάνω,verb,dikastw=n,δικαστής,noun,ta\,ὁ,article,pina/kia,πινάκιον,noun,kai\,καί,conjunction,u(dri/ai,ὑδρία,noun,du/o,δύο,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,bakthri/ai,βακτηρία,noun,parati/qentai,παρατίθημι,verb,kata\,κατά,preposition,th\n,ὁ,article,e)/codon,ἔξοδος,noun,e(ka/sthn,ἕκαστος,adjective,o(/soiper,ὅσος,adjective,oi(,ὁ,article,dikastai/,δικαστής,noun,kai\,καί,conjunction,ba/lanoi,βάλανος,adjective,ei)s,εἰς,preposition,th\n,ὁ,article,u(dri/an,ὑδρία,noun,e)mba/llontai,ἐμβάλλω,verb,i)/sai,ἴσος,adjective,tai=s,ὁ,article,bakthri/ais,βακτηρία,noun,e)gge/graptai,ἐγγράφω,verb,d',δέ,particle,e)n,tai=s,ὁ,article,bala/nois,βάλανος,adjective,tw=n,ὁ,article,stoixei/wn,στοιχεῖον,noun,a)po\,ἀπό,preposition,tou=,ὁ,article,e(ndeka/tou,ἑνδέκατος,adjective,tou=,ὁ,article,ἐν,preposition,l,,,triakostou=,τριακοστός,adjective,o(/saper,ὅσος,adjective,a)\n,ἄν,particle,me/llh|,μέλλω,verb,ta\,ὁ,article,dikasth/ria,δικαστήριον,noun,plhrwqh/sesqai,πληρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dika/zein,δικάζω,verb,d',δέ,particle,e)/cestin,ἔξεστι,verb,toi=s,ὁ,article,u(pe\r,ὑπέρ,preposition,l,,,e)/th,ἔτης,noun,gegono/sin,γίγνομαι,verb,o(/soi,ὅσος,adjective,au)tw=n,αὐτός,pronoun,mh\,μή,conjunction,o)fei/lousin,ὀφέλλω,verb,tw=|,ὁ,article,dhmosi/w|,δημόσιος,adjective,h)\,ἠέ,conjunction,a)/timoi/,ἄτιμος,adjective,ei)sin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de/,δέ,particle,tis,τις,pronoun,dika/zh|,δικάζω,verb,oi(=s,ὅς,pronoun,mh\,μή,conjunction,e)/cestin,ἔξεστι,verb,e)ndei/knutai,ἐνδείκνυμι,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,ei)sa/getai,εἰσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,d',δέ,particle,a(lw=|,ἁλίσκομαι,verb,prostimw=sin,προστιμάω,verb,au)tw=|,αὐτός,pronoun,oi(,ὁ,article,dikastai/,δικαστής,noun,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,dokh=|,δοκάζω,verb,a)/cios,ἄξιος,adjective,ei)=nai,εἰμί,verb,paqei=n,πάσχω,verb,h)\,ἠέ,conjunction,a)potei=sai,ἀποτίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,a)rguri/ou,ἀργύριον,adjective,timhqh=|,τιμάω,verb,dei=,δέομαι,verb,au)to\n,αὐτός,pronoun,dede/sqai,δέω,verb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,e)ktei/sh|,ἐκτίνω,verb,to/,ὁ,article,te,τε,particle,pro/teron,πρότερος,adjective,o)/flhma,ὄφλημα,noun,e)f',ἐπί,preposition,w(=|,ὅς,pronoun,e)nedei/xqh,ἐνδείκνυμι,verb,kai\,καί,conjunction,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,au)tw=|,prostimh/sh|,προστιμάω,verb,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xei,ἔχω,verb,d',δέ,particle,e(/kastos,ἕκαστος,adjective,dikasth\s,δικαστής,noun,to\,ὁ,article,pina/kion,πινάκιον,noun,pu/cinon,πύξινος,adjective,e)pigegramme/non,ἐπιγράφω,verb,to\,ὁ,article,o)/noma,ὄνομα,adjective,to\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,patro/qen,πατρόθεν,adverb,kai\,καί,conjunction,tou=,ὁ,article,dh/mou,δῆμος,noun,kai\,καί,conjunction,gra/mma,γράμμα,noun,e(\n,εἷς,adjective,tw=n,ὁ,article,stoixei/wn,στοιχεῖον,noun,me/xri,tou=,ὁ,article,k,,,,,,,,,,,,,,,,,,,,,μέχρι,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nene/mhntai,νέμω,verb,ga\r,γάρ,particle,kata\,κατά,preposition,fula\s,φυλή,noun,de/ka,δέκα,verb,me/rh,μέρα,noun,oi(,ὁ,article,dikastai/,δικαστής,noun,paraplhsi/ws,παραπλήσιος,adjective,i)/soi,ἴσος,adjective,e)n,ἐν,preposition,e(ka/stw|,ἕκαστος,adjective,tw=|,ὁ,article,gra/mmati,γράμμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
