word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,*karxhdo/nos,Καρχηδών,proper,ku/rion,κύριος,adjective,o)/nta,εἰμί,verb,kai\,καί,conjunction,ma/lista,tw=n,ὁ,article,strathgw=n,plouti/santa,πλουτίζω,verb,tou\s,ὁ,article,stratiw/tas,στρατιώτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μάλιστα,adverb,στρατηγός,noun,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,*polubi/ou,Πολύβιος,proper,para/ggelma,παράγγελμα,noun,diafula/ttwn,διαφυλάσσω,verb,e)peira=to,πειράω,verb,mh\,pro/teron,πρότερος,adjective,e)c,a)gora=s,ἀγορά,noun,a)pelqei=n,ἀπέρχομαι,verb,h)\,ἠέ,conjunction,poih/sasqai/,ποιέω,verb,tina,τις,pronoun,sunh/qh,συνήθης,adverb,kai\,καί,conjunction,fi/lon,φίλος,adjective,a(mwsge/pws,ἀμῶς,adverb,tw=n,ὁ,article,e)ntugxano/ntwn,ἐντυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μή,conjunction,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,ne/os,νέος,adjective,w)\n,εἰμί,verb,tosau/thn,τοσοῦτος,adjective,ei)=xe,ἔχω,verb,do/can,a)ndrei/as,ἀνδρεία,noun,kai\,sune/sews,σύνεσις,noun,w(/ste,ὥστε,conjunction,*ka/twna,,,me\n,μέν,particle,to\n,ὁ,article,presbu/teron,πρέσβυς,noun,ei)pei=n,εἶπον,verb,e)rwthqe/nta,ἐρωτάω,verb,peri\,περί,preposition,tw=n,ὁ,article,e)n,ἐν,preposition,*karxhdo/ni,Καρχηδών,proper,strateuome/nwn,στρατεύω,verb,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,kai\,καί,conjunction,*skipi/wn,,,h)=n,εἰμί,verb,oi)=os,οἶος,adjective,pe/pnutai,πέπνυμαι,verb,toi\,σύ,pronoun,de\,δέ,particle,skiai\,σκιά,noun,a)i/ssousin,ἀίσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δόξα,noun,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,de\,δέ,particle,th\n,ὁ,article,*(rw/mhn,,,e)lqo/ntos,ἔρχομαι,verb,a)po\,ἀπό,preposition,stratei/as,e)ka/loun,καλέω,verb,au)to/n,ou)k,οὐ,adverb,e)kei/nw|,ἐκεῖνος,pronoun,xarizo/menoi,χαρίζομαι,verb,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,*karxhdo/na,Καρχηδών,proper,di',διά,preposition,e)kei/nou,ἐκεῖνος,pronoun,taxu\,ταχύς,adjective,kai\,καί,conjunction,r(a|di/ws,ῥᾴδιος,adjective,lhyo/menoi,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,στρατεία,adjective,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,parelqw\n,παρέρχομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,tei=xos,τεῖχος,noun,tw=n,*karxhdoni/wn,Καρχηδόνιος,proper,e)k,th=s,ὁ,article,a)/kras,ἄκρος,adjective,a)munome/nwn,ἀμύνω,verb,r(w/mh|,ῥώμη,noun,sunei=de,σύνεῖδον,verb,th\n,ὁ,article,dia\,διά,preposition,me/sou,μέσος,adjective,qa/lattan,θάλασσα,noun,ou),οὐ,adverb,pa/nu,πάνυ,adverb,baqei=an,βαθύς,adjective,ou)=san,εἰμί,verb,tou=,ὁ,article,*polubi/ou,Πολύβιος,proper,sumbouleu/ontos,συμβουλεύω,verb,au)tw=|,αὐτός,pronoun,kataspei=rai,κατασπείρω,verb,tribo/lous,τρίβολος,noun,sidhrou=s,σιδήρεος,adjective,h)\,ἠέ,conjunction,sani/das,σανίς,noun,e)mba/llein,ἐμβάλλω,verb,kentrwta/s,κεντρωτός,adjective,o(/pws,ὅπως,conjunction,mh\,μή,conjunction,diabai/nontes,διαβαίνω,verb,oi(,ὁ,article,pole/mioi,πολέμιος,adjective,prosma/xwntai,προσμάχομαι,verb,toi=s,ὁ,article,xw/masin,χῶμα,noun,e)/fh,φημί,verb,geloi=on,γέλοιος,adjective,ei)=nai,εἰμί,verb,kateilhfo/tas,καταλαμβάνω,verb,ta\,ὁ,article,tei/xh,τεῖχος,noun,kai\,καί,conjunction,th=s,ὁ,article,po/lews,πόλις,adjective,e)nto\s,ἐντός,adverb,o)/ntas,εἰμί,verb,ei)=ta,εἶτα,adverb,pra/ttein,πράσσω,verb,o(/pws,ὅπως,conjunction,ou),οὐ,adverb,maxou=ntai,μάχομαι,verb,toi=s,ὁ,article,polemi/ois,πολέμιος,adjective,,,,,,,,,,ὁ,article,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,
eu(rw\n,εὑρίσκω,verb,de\,δέ,particle,th\n,ὁ,article,po/lin,πόλις,adjective,a)ndria/ntwn,ἀνδριάς,noun,*(ellhnikw=n,Ἑλληνικός,adjective,kai\,a)naqhma/twn,ἀνάθημα,noun,a)po\,*sikeli/as,Σικελία,proper,mesth\n,μεστός,adjective,ou)=san,εἰμί,verb,e)kh/ruce,κηρύσσω,verb,tou\s,ὁ,article,a)po\,ἀπό,preposition,tw=n,ὁ,article,po/lewn,πόλις,adjective,paro/ntas,πάρειμι,verb,e)piginw/skein,ἐπιγιγνώσκω,verb,kai\,καί,conjunction,komi/zesqai,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἀπό,preposition,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,xrhma/twn,χρῆμα,adjective,ou)/te,οὔτε,adverb,dou=lon,δοῦλος,noun,ou)/te,οὔτε,adverb,a)peleu/qeron,ei)/a,ἀίω,verb,labei=n,ou)de/na,οὐδείς,pronoun,a)ll',ἀλλά,adverb,ou)de\,οὐδέ,particle,pri/asqai,πρίαμαι,verb,pa/ntwn,πᾶς,adjective,a)go/ntwn,ἄγω,verb,kai\,καί,conjunction,fero/ntwn,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπελεύθερος,noun,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,
*gai/+w|,Γαῗος,proper,de\,δέ,particle,*laili/w|,,,tw=|,ὁ,article,filta/tw|,φίλτατος,adjective,tw=n,ὁ,article,e(tai/rwn,u(patei/an,ὑπατεία,noun,metio/nti,sumpra/ttwn,συμπράσσω,verb,e)phrw/thse,ἐπερωτάω,verb,*pomph/ion,Πομπήιος,proper,ei),εἰ,conjunction,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,u(patei/an,ὑπατεία,noun,me/teisin,μέτειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἑταῖρος,noun,μέτειμι,verb,,,,,,,,,,,,,,,,,,,,,
e)do/kei,δοκέω,verb,de\,δέ,particle,o(,ὁ,article,*pomph/ios,Πομπήιος,proper,ui(o\s,υἱός,noun,au)lhtou=,αὐλητής,noun,gegone/nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,fh/santos,φημί,verb,mh\,μή,conjunction,metie/nai,μέτειμι,verb,a)lla\,ἀλλά,adverb,kai\,to\n,ὁ,article,*lai/lion,e)paggellome/nou,ἐπαγγέλλω,verb,sumperia/cein,συμπεριάγω,verb,kai\,καί,conjunction,sunarxairesia/sein,συναρχαιρεσιάζω,verb,pisteu/santes,πιστεύω,verb,kai\,καί,conjunction,perime/nontes,περιμένω,verb,e)kei=non,ἐκεῖνος,pronoun,e)chpath/qhsan,ἐξαπατάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,
a)phgge/lleto,ἀπαγγέλλω,verb,ga\r,γάρ,particle,au)to\s,αὐτός,pronoun,e)n,ἐν,preposition,a)gora=|,ἀγορά,noun,periiw\n,περίειμι,verb,kai\,deciou/menos,δεξιόομαι,verb,tou\s,poli/tas,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ὁ,article,,,,,,,,,,,,,,,,,,,,,
a)ganaktou/ntwn,ἀγανακτέω,verb,de\,δέ,particle,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,o(,ὁ,article,*skipi/wn,,,gela/sas,a)belteri/a|,ἀβελτερία,noun,ge,ei)=pen,εἶπον,verb,h(mw=n,ἐγώ,pronoun,kaqa/per,καθά,adverb,ou)k,οὐ,adverb,a)nqrw/pous,ἄνθρωπος,noun,me/llontes,μέλλω,verb,a)lla\,ἀλλά,adverb,qeou\s,θεός,noun,parakalei=n,παρακαλέω,verb,pa/lai,πάλαι,adverb,diatri/bomen,διατρίβω,verb,au)lhth\n,αὐλητής,noun,a)name/nontes,ἀναμένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γελάω,verb,γε,particle,,,,,,,,,,,,,,,,,,,,,
*)appi/ou,Ἄππιος,proper,de\,δέ,particle,*klaudi/ou,Κλαύδιος,proper,peri\,περί,preposition,th=s,ὁ,article,timhtikh=s,τιμητικός,adjective,a)rxh=s,a(millwme/nou,ἁμιλλάομαι,verb,pro\s,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,le/gontos,λέγω,verb,o(/ti,ὅστις,pronoun,pa/ntas,πᾶς,adjective,o)nomasti\,ὀνομαστί,adverb,*(rwmai/ous,,,au)to\s,αὐτός,pronoun,a)spa/zetai,ἀσπάζομαι,verb,*skipi/wnos,,,o)li/gou,ὀλίγος,adjective,dei=n,δέω,verb,a)gnoou=ntos,ἀγνοέω,verb,a(/pantas,ἅπας,adjective,a)lhqh=,ἀληθής,adjective,le/geis,λέγω,verb,ei)=pen,εἶπον,verb,e)moi\,ἐγώ,pronoun,ga\r,γάρ,particle,ou)k,οὐ,adverb,ei)de/nai,οἶδα,verb,pollou\s,πολύς,adjective,a)ll',ἀλλά,adverb,u(po\,ὑπό,preposition,mhdeno\s,μηδείς,pronoun,a)gnoei=sqai,ἀγνοέω,verb,meme/lhken,μέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀρχή,noun,πρός,preposition,,,,,,,,,,,,,,,,,,,,,
e)ke/leue,κελεύω,verb,de\,δέ,particle,tou\s,ὁ,article,poli/tas,πολίτης,noun,e)peidh\,ἐπεί,conjunction,e)tu/gxanon,τυγχάνω,verb,polemou=ntes,*kelti/bhrsin,,,a)mfote/rous,e)pi\,ἐπί,preposition,th\n,ὁ,article,stratei/an,στρατεία,adjective,e)kpe/myantas,ἐκπέμπω,verb,h)\,ἠέ,conjunction,presbeuta\s,πρεσβευτής,noun,h)\,ἠέ,conjunction,xilia/rxous,χιλίαρχος,noun,ma/rturas,μάρτυς,noun,lamba/nein,λαμβάνω,verb,kai\,καί,conjunction,krita\s,κριτής,noun,th=s,ὁ,article,e(ka/stou,ἕκαστος,adjective,a)reth=s,ἀρετή,noun,tou\s,ὁ,article,polemou=ntas,πολεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολεμέω,verb,ἀμφότερος,adjective,,,,,,,,,,,,,,,,,,,,,
a)podeixqei\s,ἀποδείκνυμι,verb,de\,δέ,particle,timhth\s,τιμητής,noun,neani/skou,νεάνισκος,noun,me\n,μέν,particle,a)fei/leto,ἀφαιρέω,verb,to\n,i(/ppon,ἵππος,noun,o(/ti,deipnw=n,δειπνέω,verb,polutelw=s,πολυτελής,adverb,e)n,ἐν,preposition,w(=|,ὅς,pronoun,xro/nw|,χρόνος,noun,*karxhdw\n,Καρχηδών,proper,e)polemei=to,πολεμέω,verb,meli/phkton,μελίπηκτον,noun,ei)s,εἰς,preposition,sxh=ma,σχῆμα,noun,th=s,ὁ,article,po/lews,πόλις,adjective,diapla/sas,διαπλάσσω,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,*karxhdo/na,Καρχηδών,proper,proseipw\n,προσεῖπον,verb,prou/qhke,προτίθημι,verb,diarpa/sai,διαρπάζω,verb,toi=s,ὁ,article,parou=si,πάρειμι,verb,kai\,καί,conjunction,punqanome/nou,πυνθάνομαι,verb,tou=,ὁ,article,neani/skou,νεάνισκος,noun,th\n,ὁ,article,ai)ti/an,αἰτία,noun,di',διά,preposition,h(\n,ὅς,pronoun,a)fh/|rhtai,ἀφαιρέω,verb,to\n,ὁ,article,i(/ppon,ἵππος,noun,e)mou=,ἐγώ,pronoun,ga/r,γάρ,particle,e)/fh,φημί,verb,pro/teros,πρότερος,adjective,*karxhdo/na,Καρχηδών,proper,dih/rpasas,διαρπάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,
*ga/ion,Γαῗος,proper,de\,δέ,particle,*liki/nion,Λικίνιος,proper,i)dw\n,εἶδον,verb,parerxo/menon,παρέρχομαι,verb,oi)=da,οἶδα,verb,e)/fh,tou=ton,οὗτος,pronoun,e)piwrkhko/ta,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φημί,verb,ἐπιορκέω,verb,,,,,,,,,,,,,,,,,,,,,
mhdeno\s,μηδείς,pronoun,de\,δέ,particle,kathgorou=ntos,κατηγορέω,verb,ou),οὐ,adverb,du/namai,δύναμαι,verb,kath/goros,κατήγορος,noun,au)to\s,ei)=nai,εἰμί,verb,kai\,dikasth/s,δικαστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
*)ekpemfqe/nta,ἐκπέμπω,verb,d',δέ,particle,au)to\n,αὐτός,pronoun,u(po\,ὑπό,preposition,th=s,ὁ,article,boulh=s,βουλεύς,noun,tri/ton,w(/s,ὡς,conjunction,fhsi,*kleito/maxos,Κλειτόμαχος,proper,a)nqrw/pwn,ἄνθρωπος,noun,u(/brin,ὕβρις,noun,te,τε,particle,kai\,καί,conjunction,eu)nomi/hn,εὐνομία,noun,e)forw=nta,ἐφοράω,verb,po/lewn,πόλις,adjective,e)qnw=n,ἔθνος,adjective,basile/wn,βασίλη,noun,e)pi/skopon,ἐπίσκοπος,adjective,w(s,ὡς,conjunction,ei)s,εἰς,preposition,*)aleca/ndreian,Ἀλεξανδρεία,proper,h(=ke,ἥκω,verb,kai\,καί,conjunction,th=s,ὁ,article,new\s,ναός,noun,a)poba\s,ἀποβαίνω,verb,e)ba/dize,βαδίζω,verb,kata\,κατά,preposition,th=s,ὁ,article,kefalh=s,κεφαλή,noun,e)/xwn,ἔχω,verb,to\,ὁ,article,i(ma/tion,ἱμάτιον,adjective,h)ci/oun,ἀξιόω,verb,a)pokalu/yasqai,ἀποκαλύπτω,verb,periqe/ontes,περιθέω,verb,oi(,ὁ,article,*)alecandrei=s,Ἀλεξανδρεύς,proper,kai\,καί,conjunction,dei=cai,δείκνυμι,verb,poqou=sin,ποθέω,verb,au)toi=s,αὐτός,pronoun,to\,ὁ,article,pro/swpon,πρόσωπον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τρίτος,adjective,φημί,verb,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,a)pokaluyame/nou,ἀποκαλύπτω,verb,kraugh\n,κραυγή,noun,kai\,καί,conjunction,kro/ton,κρότος,noun,e)poi/hsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,basile/ws,βασιλεύς,noun,mo/lis,μόλις,adverb,a(millwme/nou,ἁμιλλάομαι,verb,badi/zousin,βαδίζω,verb,au)toi=s,di',διά,preposition,a)rgi/an,kai\,καί,conjunction,trufh\n,τρυφή,noun,tou=,ὁ,article,sw/matos,σῶμα,adjective,o(,ὁ,article,*skipi/wn,,,a)tre/ma,ἀτρέμας,adverb,pro\s,πρός,preposition,to\n,ὁ,article,*panai/tion,Παναίτιος,proper,yiquri/sas,ψιθυρίζω,verb,ei)=pen,εἶπον,verb,h)/dh,ἤδη,adverb,ti,τις,pronoun,th=s,ὁ,article,e)pidhmi/as,ἐπιδημία,noun,h(mw=n,ἐγώ,pronoun,*)alecandrei=s,Ἀλεξανδρεύς,proper,a)polelau/kasi,ἀπολαύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,ἀργία,noun,,,,,,,,,,,,,,,,,,,,,
di',διά,preposition,h(ma=s,ἐγώ,pronoun,ga\r,γάρ,particle,e(wra/kasi,ὁράω,verb,to\n,ὁ,article,basile/a,βασιλεύς,noun,peripatou=nta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περιπατέω,verb,,,,,,,,,,,,,,,,,,,,,,,
*sunapedh/mei,συναποδημέω,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,fi/los,φίλος,adjective,me\n,μέν,particle,ei(=s,εἷς,adjective,filo/sofos,*panai/tios,Παναίτιος,proper,oi)ke/tai,de\,δέ,particle,pe/nte,πέντε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φιλόσοφος,noun,οἰκέτης,noun,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/twn,οὗτος,pronoun,e(no\s,εἷς,adjective,a)poqano/ntos,ἀποθνήσκω,verb,e)pi\,ἐπί,preposition,th=s,ὁ,article,ce/nhs,a)/llon,ἄλλος,adjective,mh\,boulo/menos,βούλομαι,verb,pri/asqai,πρίαμαι,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,*(rw/mhs,,,metepe/myato,μεταπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ξένος,noun,μή,conjunction,,,,,,,,,,,,,,,,,,,,,
