word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS
ou)k,οὐ,adverb,e)/sti,εἰμί,verb,de\,δέ,particle,ou)de\,οὐδέ,particle,to\,ὁ,article,u(po\,ὑπό,preposition,th\n,ὁ,article,kata/fasin,κατάφασις,noun,kai\,καί,conjunction,a)po/fasin,ἀπόφασις,noun,kata/fasis,κατάφασις,noun,kai\,καί,conjunction,a)po/fasis,ἀπόφασις,noun,h(,ὁ,article,me\n,μέν,particle,ga\r,kata/fasis,κατάφασις,noun,lo/gos,λόγος,noun,e)sti\,εἰμί,verb,katafatiko\s,καταφατικός,adjective,kai\,καί,conjunction,h(,ὁ,article,a)po/fasis,ἀπόφασις,noun,lo/gos,λόγος,noun,a)pofatiko/s,ἀποφατικός,adjective,tw=n,ὁ,article,de\,δέ,particle,u(po\,ὑπό,preposition,th\n,ὁ,article,kata/fasin,κατάφασις,noun,h)\,ἠέ,conjunction,a)po/fasin,ἀπόφασις,noun,ou)de/n,οὐδείς,pronoun,e)sti,εἰμί,verb,lo/gos,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/getai,λέγω,verb,de\,δέ,particle,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,a)ntikei=sqai,ἀντίκειμαι,verb,a)llh/lois,ἀλλήλων,pronoun,w(s,ὡς,conjunction,kata/fasis,κατάφασις,noun,kai\,καί,conjunction,a)po/fasis,ἀπόφασις,noun,kai\,καί,conjunction,ga\r,γάρ,particle,e)pi\,ἐπί,preposition,tou/twn,οὗτος,pronoun,o(,ὁ,article,tro/pos,th=s,ὁ,article,a)ntiqe/sews,ἀντίθεσις,noun,o(,ὁ,article,au)to/s,αὐτός,pronoun,w(s,ὡς,conjunction,ga/r,γάρ,particle,pote,ποτέ,particle,h(,ὁ,article,kata/fasis,κατάφασις,noun,pro\s,πρός,preposition,th\n,ὁ,article,a)po/fasin,ἀπόφασις,noun,a)nti/keitai,ἀντίκειμαι,verb,oi(=on,οἷος,adjective,to\,ὁ,article,ka/qhtai,καθίημι,verb,ou),οὐ,adverb,ka/qhtai,καθίημι,verb,ou(/tw,οὕτως,adverb,kai\,καί,conjunction,to\,ὁ,article,u(f',ὑπό,preposition,e(ka/teron,ἑκάτερος,adjective,pra=gma,πρᾶγμα,noun,a)nti/keitai,ἀντίκειμαι,verb,to\,ὁ,article,kaqh=sqai,κάθημαι,verb,mh\,μή,conjunction,kaqh=sqai),*(/oti,ὅστις,pronoun,de\,δέ,particle,h(,ὁ,article,ste/rhsis,στέρησις,noun,kai\,καί,conjunction,τρόπος,noun,κάθημαι,verb,h(,ὁ,article,e(/cis,ἕξις,noun,ou)k,a)nti/keitai,ἀντίκειμαι,verb,w(s,ὡς,conjunction,ta\,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,οὐ,adverb,fanero/n,φανερός,adjective,ou),οὐ,adverb,ga\r,γάρ,particle,le/getai,λέγω,verb,au)to\,αὐτός,pronoun,o(/per,ὅσπερ,adjective,e)sti\,εἰμί,verb,tou=,ὁ,article,a)ntikeime/nou,ἀντίκειμαι,verb,h(,ὁ,article,ga\r,γάρ,particle,o)/yis,ὄψις,noun,ou)k,οὐ,adverb,e)/sti,εἰμί,verb,tuflo/thtos,τυφλότης,noun,o)/yis,ὄψις,noun,ou)d',οὐδέ,particle,a)/llws,ἄλλως,adverb,ou)damw=s,οὐδαμός,adverb,pro\s,πρός,preposition,au)to\,αὐτός,pronoun,le/getai,λέγω,verb,w(sau/tws,ὡσαύτως,adverb,de\,δέ,particle,ou)de\,οὐδέ,particle,h(,ὁ,article,tuflo/ths,τυφλότης,noun,le/goit',λέγω,verb,a)\n,ἄν,particle,tuflo/ths,τυφλότης,noun,o)/yews,ὄψις,noun,a)lla\,ἀλλά,adverb,ste/rhsis,στέρησις,noun,me\n,μέν,particle,o)/yews,ὄψις,noun,h(,ὁ,article,tuflo/ths,τυφλότης,noun,le/getai,λέγω,verb,tuflo/ths,τυφλότης,noun,de\,δέ,particle,o)/yews,ὄψις,noun,ou),οὐ,adverb,le/getai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,ta\,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,pa/nta,πᾶς,adjective,pro\s,πρός,preposition,a)ntistre/fonta,ἀντιστρέφω,verb,le/getai,λέγω,verb,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,h(,ὁ,article,tuflo/ths,τυφλότης,noun,ei)/per,εἴπερ,conjunction,h)=n,εἰμί,verb,tw=n,ὁ,article,pro/s,ti,τις,pronoun,a)nte/strefen,ἀντιστρέφω,verb,a)\n,ἄν,particle,ka)kei=no,ἐκεῖνος,pronoun,pro\s,πρός,preposition,o(\,ὅς,pronoun,le/getai,λέγω,verb,a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,a)ntistre/fei,ἀντιστρέφω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,le/getai,λέγω,verb,h(,ὁ,article,o)/yis,ὄψις,noun,tuflo/thtos,τυφλότης,noun,o)/yis,ὄψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/oti,ὅστις,pronoun,de\,δέ,particle,ou)d',οὐδέ,particle,w(s,ὡς,conjunction,ta\,ὁ,article,e)nanti/a,ἐναντίος,adjective,a)nti/keitai,ἀντίκειμαι,verb,ta\,ὁ,article,kata\,κατά,preposition,ste/rhsin,στέρησις,noun,lego/mena,λέγω,verb,kai\,καί,conjunction,e(/cin,ἕξις,noun,e)k,ἐκ,preposition,tw=nde,ὅδε,pronoun,dh=lon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δῆλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,e)nanti/wn,ἐναντίος,adjective,w(=n,ὅς,pronoun,mhde/n,μηδείς,pronoun,e)stin,εἰμί,verb,a)na\,ἀνά,preposition,me/son,μέσος,adjective,a)nagkai=on,ἀναγκαῖος,adjective,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,pe/fuke,φύω,verb,gi/gnesqai,γίγνομαι,verb,h)\,ἠέ,conjunction,w(=n,kathgorei=tai,κατηγορέω,verb,qa/teron,ἕτερος,adjective,au)tw=n,αὐτός,pronoun,u(pa/rxein,ὑπάρχω,verb,a)ei/,ἀεί,adverb,tou/twn,οὗτος,pronoun,ga\r,γάρ,particle,ou)de\n,οὐδείς,pronoun,h)=n,εἰμί,verb,a)na\,ἀνά,preposition,me/son,μέσος,adjective,w(=n,ὅς,pronoun,qa/teron,ἕτερος,adjective,a)nagkai=on,ἀναγκαῖον,noun,h)=n,εἰμί,verb,tw=i,ὁ,article,dektikw=i,,,u(pa/rxein,ὑπάρχω,verb,oi(=on,οἷος,adjective,e)pi\,ἐπί,preposition,no/sou,νόσος,noun,kai\,καί,conjunction,u(giei/as,ὑγίεια,noun,kai\,καί,conjunction,perittou=,περισσός,adjective,kai\,καί,conjunction,a)rti/ou,ἄρτιος,adjective,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(=wn,ὅς,pronoun,de\,δέ,particle,e)/sti,εἰμί,verb,ti,τις,pronoun,a)na\,ἀνά,preposition,me/son,μέσος,adjective,ou)de/pote,οὐδέποτε,adverb,a)na/gkh,ἀνάγκη,noun,panti\,πᾶς,adjective,u(pa/rxein,ὑπάρχω,verb,qa/teron,ἕτερος,adjective,ou)/te,οὔτε,adverb,ga\r,γάρ,particle,leuko\n,λευκός,adjective,h)\,ἠέ,conjunction,me/lan,a)na/gkh,ἀνάγκη,noun,pa=n,πᾶς,adjective,ei)=nai,εἰμί,verb,to\,ὁ,article,dektiko/n,δεκτικός,adjective,ou)/te,οὔτε,adverb,qermo\n,θερμός,adjective,h)\,ἠέ,conjunction,yuxro/n,ψυχρός,adjective,tou/twn,οὗτος,pronoun,ga\r,γάρ,particle,a)na\,ἀνά,preposition,me/son,μέσος,adjective,ti,τις,pronoun,ou)de\n,οὐδείς,pronoun,kwlu/ei,κωλύω,verb,u(pa/rxein,ὑπάρχω,verb,e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,h)=n,εἰμί,verb,ti,τις,pronoun,a)na\,ἀνά,preposition,me/son,μέσος,adjective,w(=n,ὅς,pronoun,mh\,μή,conjunction,a)nagkai=on,ἀναγκαῖος,adjective,h)=n,qa/teron,ἕτερος,adjective,u(pa/rxein,ὑπάρχω,verb,tw=i,ὁ,article,dektikw=i,,,ei),εἰ,conjunction,μέλας,adjective,εἰμί,verb,mh\,μή,conjunction,oi(=s,ὅς,pronoun,fu/sei,to\,ὁ,article,e(\n,εἷς,adjective,u(pa/rxei,ὑπάρχω,verb,oi(=on,οἷος,adjective,tw=i,ὁ,article,φύσις,noun,puri\,πῦρ,noun,to\,ὁ,article,qermw=i,θερμός,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,th=i,τῇ,adverb,xio/ni,χιών,adjective,to\,ὁ,article,leukh=i,λευκός,adjective,e)pi\,ἐπί,preposition,de\,δέ,particle,tou/twn,οὗτος,pronoun,a)fwrisme/nws,ἀφορίζω,verb,a)nagkai=on,ἀναγκαῖον,noun,qa/teron,ἕτερος,adjective,u(pa/rxein,ὑπάρχω,verb,kai\,καί,conjunction,ou)x,οὐ,adverb,o(po/teron,ὁπότερος,adjective,e)/tuxen,τυγχάνω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,e)nde/xetai,ἐνδέχομαι,verb,to\,ὁ,article,pu=r,πῦρ,noun,yuxro\n,ψυχρός,adjective,ei)=nai,εἰμί,verb,ou)de\,οὐδέ,particle,th\n,ὁ,article,xio/na,χιών,adjective,me/lainan,μέλας,adjective,w(/ste,ὥστε,conjunction,panti\,πᾶς,adjective,me\n,μέν,particle,ou)k,οὐ,adverb,a)na/gkh,ἀνάγκη,noun,tw=i,ὁ,article,dektikw=i,,,qa/teron,ἕτερος,adjective,au)tw=n,αὐτός,pronoun,u(pa/rxein,ὑπάρχω,verb,a)lla\,ἀλλά,adverb,mo/non,μόνος,adjective,oi(=s,ὅς,pronoun,fu/sei,φύσις,noun,to\,ὁ,article,e(\n,εἷς,adjective,u(pa/rxei,ὑπάρχω,verb,kai\,καί,conjunction,tou/tois,οὗτος,pronoun,a)fwrisme/nws,ἀφορίζω,verb,to\,ὁ,article,e(\n,εἷς,adjective,kai\,καί,conjunction,ou)x,οὐ,adverb,o(po/teron,ὁπότερος,adjective,e)/tuxen,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,
*)epi\,ἐπί,preposition,de\,δέ,particle,th=s,ὁ,article,sterh/sews,στέρησις,noun,kai\,καί,conjunction,th=s,ὁ,article,e(/cews,ἕξις,noun,ou)de/teron,οὐδέτερος,adjective,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,a)lhqe/s,ἀληθής,adjective,ou)de\,οὐδέ,particle,ga\r,γάρ,particle,a)ei\,ἀεί,adverb,tw=i,ὁ,article,dektikw=i,a)nagkai=on,ἀναγκαῖον,noun,qa/teron,ἕτερος,adjective,au)tw=n,αὐτός,pronoun,u(pa/rxein,ὑπάρχω,verb,to\,ὁ,article,ga\r,γάρ,particle,mh/pw,μήπω,adverb,pefuko\s,φύω,verb,o)/yin,ὄψις,noun,e)/xein,ἔχω,verb,ou)/te,οὔτε,adverb,tuflo\n,τυφλός,adjective,ou)/te,οὔτε,adverb,o)/yin,ὄψις,noun,e)/xein,ἔχω,verb,le/getai,λέγω,verb,w(/ste,ὥστε,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,ei)/h,ἀίω,verb,tau=ta,οὗτος,pronoun,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,e)nanti/wn,ἐναντίος,adjective,w(=n,ὅς,pronoun,ou)de/n,οὐδείς,pronoun,e)stin,εἰμί,verb,a)na\,ἀνά,preposition,me/son,a)ll',ἀλλά,adverb,ou)de\,οὐδέ,particle,w(=n,ὅς,pronoun,ti,τις,pronoun,e)/stin,εἰμί,verb,,,μέσος,adjective,a)na\,ἀνά,preposition,me/son,μέσος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)anagkai=on,ἀναγκαῖος,adjective,ga/r,γάρ,particle,pote,ποτέ,particle,panti\,πᾶς,adjective,tw=i,ὁ,article,dektikw=i,,,qa/teron,ἕτερος,adjective,au)tw=n,αὐτός,pronoun,u(pa/rxein,ὑπάρχω,verb,o(/tan,ὅταν,conjunction,ga\r,γάρ,particle,h)/dh,ἤδη,adverb,pefuko\s,φύω,verb,h)=i,εἰμί,verb,e)/xein,ἔχω,verb,o)/yin,to/te,τότε,adverb,h)\,ἠέ,conjunction,tuflo\n,τυφλός,adjective,h)\,ἠέ,conjunction,e)/xon,ἔχω,verb,o)/yin,ὄψις,noun,r(hqh/setai,ἐρῶ,verb,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,ou)k,οὐ,adverb,a)fwrisme/nws,ἀφορίζω,verb,qa/teron,ἕτερος,adjective,a)ll',ἀλλά,adverb,o(po/teron,ὁπότερος,adjective,e)/tuxen,τυγχάνω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,a)nagkai=on,ἀναγκαῖος,adjective,h)\,ἠέ,conjunction,tuflo\n,τυφλός,adjective,h)\,ἠέ,conjunction,o)/yin,ὄψις,noun,e)/xon,ἔχω,verb,ei)=nai,εἰμί,verb,a)ll',ἀλλά,adverb,o(po/teron,ὁπότερος,adjective,e)/tuxen,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,ὄψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)epi\,ἐπί,preposition,de/,δέ,particle,ge,γε,particle,tw=n,ὁ,article,e)nanti/wn,ἐναντίος,adjective,w(=n,ὅς,pronoun,e)/stin,εἰμί,verb,a)na\,ἀνά,preposition,me/son,μέσος,adjective,ti,τις,pronoun,ou)de/pote,οὐδέποτε,adverb,a)nagkai=on,ἀναγκαῖος,adjective,h)=n,εἰμί,verb,panti\,πᾶς,adjective,qa/teron,ἕτερος,adjective,u(pa/rxein,a)lla\,ἀλλά,adverb,tisi/n,τις,pronoun,kai\,καί,conjunction,tou/tois,οὗτος,pronoun,a)fwrisme/nws,ἀφορίζω,verb,to\,ὁ,article,e(/n,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,dh=lon,δῆλος,adjective,o(/ti,ὅστις,pronoun,kat',κατά,preposition,ou)de/teron,οὐδέτερος,adjective,tw=n,ὁ,article,tro/pwn,τρόπος,noun,w(s,ὡς,conjunction,ta\,ὁ,article,e)nanti/a,ἐναντίος,adjective,a)nti/keitai,ἀντίκειμαι,verb,ta\,ὁ,article,kata\,κατά,preposition,ste/rhsin,στέρησις,noun,kai\,καί,conjunction,e(/cin,a)ntikei/mena,ἀντίκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
