word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,e)teleu/thse,τελευτάω,verb,nosh/sas,νοσέω,verb,tou=,ὁ,article,e)celqo/ntos,ἐξέρχομαι,verb,e)niautou=,ἐνιαυτός,noun,mhno\s,μείς,adjective,*maimakthriw=nos,Μαιμακτηριών,proper,e)pi\,ἐπί,preposition,toi=s,ὁ,article,parou=sin,πάρειμι,verb,a)qumh/sas,ἀθυμέω,verb,kai\,καί,conjunction,th\n,ὁ,article,h(liki/an,ἡλικία,noun,th\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,katamemya/menos,καταμέμφομαι,verb,ou)k,οὐ,adverb,e)pela/qeto,ἐπιλανθάνομαι,verb,u(f',ὑπό,preposition,w(=n,ὅς,pronoun,kai\,καί,conjunction,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,eu)=,εὖ,adverb,peponqw\s,πάσχω,verb,h)=n,εἰμί,verb,a)ll',ἀλλά,adverb,e)lqw\n,ἔρχομαι,verb,w(s,ὡς,conjunction,th\n,ὁ,article,e)mh\n,ἐμός,adjective,mhte/ra,μήτηρ,noun,e(autou=,ἑαυτοῦ,pronoun,de\,δέ,particle,a)delfh/n,ἀδελφή,noun,h(\n,peri\,περί,preposition,plei/stou,πλεῖστος,adjective,pa/ntwn,πᾶς,adjective,e)poiei=to,ποιέω,verb,labei=n,λαμβάνω,verb,ὅς,pronoun,h)ci/wse/,ἀξιόω,verb,me,ἐγώ,pronoun,u(o\n,υἱός,noun,kai\,καί,conjunction,h)/|thse,αἰτέω,verb,kai\,καί,conjunction,e)/tuxen,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,d',δέ,particle,e)pei/sqh,πείθω,verb,tau=ta,οὗτος,pronoun,poih=sai,ποιέω,verb,dia\,διά,preposition,taxe/wn,τάχος,adjective,w(/st',ὥστε,conjunction,eu)qe/ws,εὐθύς,adverb,me,ἐγώ,pronoun,labw\n,λαμβάνω,verb,w)/|xet',ὀίζω,verb,e)/xwn,ἔχω,verb,pro\s,πρός,preposition,au(to\n,ἑαυτοῦ,pronoun,kai\,καί,conjunction,pa/nta,πᾶς,adjective,ta\,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,dioikei=n,διοικέω,verb,pare/dwken,παραδίδωμι,verb,w(s,ὡς,conjunction,au)to\s,αὐτός,pronoun,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,a)\n,ἄν,particle,e)/ti,ἔτι,adverb,pra=cai,πράσσω,verb,tou/twn,οὗτος,pronoun,dunhqei/s,δύναμαι,verb,e)mou=,ἐγώ,pronoun,de\,δέ,particle,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,oi(/ou,οἷος,adjective,te,τε,particle,e)some/nou,εἰμί,verb,poiei=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)peidh\,ἐπεί,conjunction,*qargh/lia,Θαργήλια,proper,h)=n,εἰμί,verb,h)/gage/,ἄγω,verb,me,ἐγώ,pronoun,e)pi\,ἐπί,preposition,tou\s,ὁ,article,bwmou\s,βωμός,noun,ei)s,εἰς,preposition,tou\s,ὁ,article,gennh/tas,γενέτης,noun,te,τε,particle,kai\,καί,conjunction,fra/toras,φράτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,d',δέ,particle,au)toi=s,αὐτός,pronoun,no/mos,νόμος,noun,o(,ὁ,article,au)to/s,αὐτός,pronoun,e)a/n,ἐάν,conjunction,te/,τε,particle,tina,τις,pronoun,fu/sei,φύσις,noun,gegono/ta,γίγνομαι,verb,ei)sa/gh|,εἰσάγω,verb,tis,τις,pronoun,e)a/n,ἐάν,conjunction,te,τε,particle,poihto/n,ποιητός,adjective,e)pitiqe/nai,ἐπιτίθημι,verb,pi/stin,πίστις,noun,kata\,κατά,preposition,tw=n,ὁ,article,i(erw=n,ἱερά,noun,h)=,ἦ,adverb,mh\n,μείς,adjective,e)c,ἐκ,preposition,a)sth=s,ἀστή,noun,ei)sa/gein,εἰσάγω,verb,kai\,καί,conjunction,gegono/ta,γίγνομαι,verb,o)rqw=s,ὀρθός,adjective,kai\,καί,conjunction,to\n,ὁ,article,u(pa/rxonta,ὑπάρχω,verb,fu/sei,φύσις,noun,kai\,καί,conjunction,to\n,ὁ,article,poihto/n,ποιητός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poih/santos,ποιέω,verb,de\,δέ,particle,tou=,ὁ,article,ei)sa/gontos,εἰσάγω,verb,tau=ta,οὗτος,pronoun,mhde\n,μηδείς,pronoun,h(=tton,ἥσσων,adverb,diayhfi/zesqai,διαψηφίζομαι,verb,kai\,καί,conjunction,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,ka)\n,κἀν,conjunction,do/ch|,δόξα,noun,to/t',τότε,adverb,ei)s,εἰς,preposition,to\,ὁ,article,koino\n,κοινός,adjective,grammatei=on,γραμματεῖον,noun,e)ggra/fein,ἐγγράφω,verb,pro/teron,πρότερος,adjective,de\,δέ,particle,mh/,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau/tas,τοιοῦτος,adjective,a)kribei/as,ἀκρίβεια,noun,e)/xei,ἔχω,verb,ta\,ὁ,article,di/kaia,δίκαιος,adjective,ta\,ὁ,article,par',παρά,preposition,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,no/mou,νόμος,noun,dh\,δή,particle,ou(/tws,οὕτως,adverb,e)/xontos,ἔχω,verb,kai\,καί,conjunction,tw=n,ὁ,article,frato/rwn,φράτηρ,noun,te,τε,particle,kai\,καί,conjunction,gennhtw=n,γενέτης,noun,e)kei/nw|,ἐκεῖνος,pronoun,ou)k,οὐ,adverb,a)pistou/ntwn,ἀπιστέω,verb,e)me/,ἐγώ,pronoun,te,τε,particle,ou)k,οὐ,adverb,a)gnoou/ntwn,ἀγνοέω,verb,o(/ti,ὅστις,pronoun,h)=n,εἰμί,verb,e)c,ἐκ,preposition,a)delfh=s,ἀδελφή,noun,au)tw=|,αὐτός,pronoun,gegonw/s,γίγνομαι,verb,e)ggra/fousi/,ἐγγράφω,verb,me,ἐγώ,pronoun,ei)s,εἰς,preposition,to\,ὁ,article,koino\n,κοινός,adjective,grammatei=on,γραμματεῖον,noun,yhfisa/menoi,ψηφίζομαι,verb,pa/ntes,πᾶς,adjective,e)piqe/ntos,ἐπιτίθημι,verb,e)kei/nou,ἐκεῖνος,pronoun,th\n,ὁ,article,pi/stin,πίστις,noun,kaq',κατά,preposition,i(erw=n,ἱερά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(/tw,οὕτως,adverb,me\n,μέν,particle,u(po\,ὑπό,preposition,zw=ntos,ζάω,verb,e)poih/qhn,ποιέω,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,to\,ὁ,article,koino\n,κοινός,adjective,grammatei=on,γραμματεῖον,noun,e)negra/fhn,ἐγγράφω,verb,*qra/sullos,Θράσυλλος,proper,*)apollodw/rou,Ἀπολλόδωρος,proper,poihsame/nou,ποιέω,verb,me,ἐγώ,pronoun,e)kei/nou,ἐκεῖνος,pronoun,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,tw=n,ὁ,article,no/mwn,νόμος,noun,au)tw=|,αὐτός,pronoun,dedwko/twn,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,labe/,λαμβάνω,verb,moi,ἐγώ,pronoun,ta\s,ὁ,article,marturi/as,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,toi/nun,τοίνυν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ma=llon,μᾶλλον,adverb,a)\n,ἄν,particle,u(ma=s,σύ,pronoun,toi=s,ὁ,article,memarturhko/si,μαρτυρέω,verb,pisteu/ein,πιστεύω,verb,ei),εἰ,conjunction,kai\,καί,conjunction,tines,τις,pronoun,tw=n,ὁ,article,o(moi/ws,ὅμοιος,adjective,proshko/ntwn,προσήκω,verb,e)/rgois,ἔργον,noun,fanerw=s,φανερός,adjective,memarturh/kasin,μαρτυρέω,verb,w(s,ὡς,conjunction,e)kei=nos,ἐκεῖνος,pronoun,tau=ta,οὗτος,pronoun,o)rqw=s,ὀρθός,adjective,kai\,καί,conjunction,kata\,κατά,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,e)/prace,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kate/lipe,καταλιμπάνω,verb,ga\r,γάρ,particle,*eu)/polis,Εὔπολις,proper,qugate/ras,θυγάτηρ,adjective,du/o,δύο,adjective,tau/thn,οὗτος,pronoun,te,τε,particle,h(\,ὅς,pronoun,nu=n,νῦν,adverb,a)mfisbhtei=,ἀμφισβητέω,verb,kai\,καί,conjunction,*prona/pei,,,sunoikei=,συνοικέω,verb,kai\,καί,conjunction,a)/llhn,ἄλλος,adjective,h(\n,ὅς,pronoun,e)/sxen,ἔχω,verb,*ai)sxi/nhs,Αἰσχίνης,proper,o(,ὁ,article,*lousieu/s,,,h(\,ὅς,pronoun,teteleu/thken,τελευτάω,verb,u(o\n,υἱός,noun,a)/ndra,ἀνήρ,noun,h)/dh,ἤδη,adverb,katalipou=sa,καταλιμπάνω,verb,*qrasu/boulon,Θρασυβούλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,no/mos,νόμος,noun,lto(/sgt,,,e)a\n,ἐάν,conjunction,a)delfo\s,ἀδελφός,adjective,o(mopa/twr,ὁμοπάτωρ,adjective,a)/pais,ἄπαις,noun,teleuth/sh|,τελευτάω,verb,kai\,καί,conjunction,mh\,μή,conjunction,diaqe/menos,διατίθημι,verb,th/n,ὁ,article,te,τε,particle,a)delfh\n,ἀδελφή,noun,o(moi/ws,ὅμοιος,adjective,ka)\n,κἀν,conjunction,e)c,ἐκ,preposition,e(te/ras,ἕτερος,adjective,a)delfidou=s,ἀδελφιδέος,noun,h)=|,εἰμί,verb,gegonw/s,γίγνομαι,verb,i)somoi/rous,ἰσόμοιρος,adjective,tw=n,ὁ,article,xrhma/twn,χρῆμα,adjective,kaqi/sthsi,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to,οὗτος,pronoun,ou)k,οὐ,adverb,a)gnoou/meno/n,ἀγνοέω,verb,e)stin,εἰμί,verb,ou)de\,οὐδέ,particle,par',παρά,preposition,au)toi=s,αὐτός,pronoun,tou/tois,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rgw|,ἔργον,noun,ga\r,γάρ,particle,ou(=toi,οὗτος,pronoun,fanero\n,φανερός,adjective,tou=to,οὗτος,pronoun,pepoih/kasi,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,ga\r,γάρ,particle,*eu)po/lidos,Εὔπολις,proper,u(e/os,υἱός,noun,a)/paidos,ἄπαις,noun,*)apollodw/rou,Ἀπολλόδωρος,proper,teleuth/santos,τελευτάω,verb,ta\,ὁ,article,h(mi/sea,ἥμισυς,adjective,*qrasu/boulos,Θρασυβούλος,proper,ei)/lhfen,λαμβάνω,verb,ou)si/as,οὐσία,adjective,kai\,καί,conjunction,pentetala/ntou,πεντετάλαντος,adjective,kataleifqei/shs,καταλιμπάνω,verb,r(a|di/ws,ῥᾴδιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patrw/|wn,πατρῷος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,kai\,καί,conjunction,a)delfou=,ἀδελφός,adjective,xrhma/twn,χρῆμα,adjective,to\,ὁ,article,i)/son,ἴσος,adjective,au)toi=s,αὐτός,pronoun,o(,ὁ,article,no/mos,νόμος,noun,metasxei=n,μετέχω,verb,di/dwsin,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)neyiou=,ἀνεψιός,noun,de/,δέ,particle,kai\,καί,conjunction,ei)/,εἰ,conjunction,tis,τις,pronoun,e)/cw,ἔξω,adverb,tau/ths,οὗτος,pronoun,th=s,ὁ,article,suggenei/as,συγγένεια,noun,e)sti/n,εἰμί,verb,ou)k,οὐ,adverb,i)/son,ἴσος,adjective,a)lla\,ἀλλά,adverb,prote/rois,πρότερος,adjective,toi=s,ὁ,article,a)/rresi,ἄρσην,noun,tw=n,ὁ,article,qhleiw=n,θῆλυς,adjective,th\n,ὁ,article,a)gxistei/an,ἀγχιστεία,noun,pepoi/hke,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/gei,λέγω,verb,ga/r,γάρ,particle,kratei=n,κρατέω,verb,de\,δέ,particle,tou\s,ὁ,article,a)/rrenas,ἄρσην,noun,kai\,καί,conjunction,tou\s,ὁ,article,e)k,ἐκ,preposition,tw=n,ὁ,article,a)rre/nwn,ἄρσην,noun,oi(\,ἕ,pronoun,a)\n,ἄν,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,au)tw=n,αὐτός,pronoun,w)=si,εἰμί,verb,ka)\n,κἀν,conjunction,ge/nei,γένος,noun,a)pwte/rw,ἀπώτερος,adjective,tugxa/nwsin,τυγχάνω,verb,o)/ntes,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/th|,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,ou)de\,οὐδέ,particle,me/rous,μέρος,noun,laxei=n,λαγχάνω,verb,prosh=ke,προσήκω,verb,*qrasubou/lw|,Θρασυβούλος,proper,de\,δέ,particle,a(pa/ntwn,ἅπας,adjective,ei),εἰ,conjunction,mh\,μή,conjunction,kuri/an,κυρία,noun,h(gei=to,ἁγέομαι,verb,ei)=nai,εἰμί,verb,th\n,ὁ,article,e)mh\n,ἐμός,adjective,ei)spoi/hsin,εἰσποίησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=nos,ἐκεῖνος,pronoun,toi/nun,τοίνυν,particle,ou)/te,οὔτε,adverb,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,h)mfisbh/thke,,,pro\s,πρός,preposition,e)me\,ἐγώ,pronoun,ou)de\n,οὐδείς,pronoun,ou)/te,οὔτε,adverb,nu=n,νῦν,adverb,di/khn,δίκη,adjective,ei)/lhxe,λαγχάνω,verb,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,a)lla\,ἀλλά,adverb,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,kalw=s,καλός,noun,e)/xein,ἔχω,verb,w(molo/ghken,ὁμολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,u(pe\r,ὑπέρ,preposition,tau/ths,οὗτος,pronoun,pa/ntwn,πᾶς,adjective,a)mfisbhtei=n,ἀμφισβητέω,verb,tetolmh/kasin,τολμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,a)naidei/as,ἀναίδεια,adjective,e)lhlu/qasi,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe\,λαμβάνω,verb,dh\,δή,particle,au)toi=s,αὐτός,pronoun,tou\s,ὁ,article,no/mous,νόμος,noun,par',παρά,preposition,ou(\s,ὅς,pronoun,tau=ta,οὗτος,pronoun,pepoih/kasi,ποιέω,verb,kai\,καί,conjunction,a)na/gnwqi,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,me\n,μέν,particle,o(moi/ws,ὅμοιος,adjective,kai\,καί,conjunction,a)delfh\,ἀδελφή,noun,kai\,καί,conjunction,a)delfidou=s,ἀδελφιδέος,noun,i)so/moiroi,ἰσόμοιρος,adjective,kata\,κατά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,ei)si/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe\,λαμβάνω,verb,dh\,δή,particle,kai\,καί,conjunction,tou=ton,οὗτος,pronoun,kai\,καί,conjunction,a)nagi/gnwske,ἀναγιγνώσκω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,mh\,μή,conjunction,w)=sin,εἰμί,verb,a)neyioi\,ἀνεψιός,noun,mhde\,μηδέ,particle,a)neyiw=n,ἀνεψιά,noun,pai=des,παῖς,adjective,mhde\,μηδέ,particle,tou=,ὁ,article,pro\s,πρός,preposition,patro\s,πατήρ,noun,ge/nous,γένος,noun,h)=|,εἰμί,verb,prosh/kwn,προσήκω,verb,mhdei/s,μηδείς,pronoun,to/te,τότε,adverb,a)pe/dwke,ἀποδίδωμι,verb,toi=s,ὁ,article,pro\s,πρός,preposition,mhtro/s,μήτηρ,noun,diori/sas,διορίζω,verb,ou(\s,ὅς,pronoun,dei=,δέομαι,verb,kratei=n,κρατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labe\,λαμβάνω,verb,de\,δέ,particle,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,tou=ton,οὗτος,pronoun,to\n,ὁ,article,no/mon,νόμος,noun,kai\,καί,conjunction,a)na/gnwqi,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,tw=n,ὁ,article,no/mwn,νόμος,noun,keleuo/ntwn,κελεύω,verb,o(,ὁ,article,me\n,μέν,particle,a)nh\r,ἀνήρ,noun,w)\n,εἰμί,verb,ou)de\,οὐδέ,particle,me/rous,μέρος,noun,ei)/lhxen,λαγχάνω,verb,oi(,ἕ,pronoun,d',δέ,particle,u(pe\r,ὑπέρ,preposition,tau/ths,οὗτος,pronoun,th=s,ὁ,article,gunaiko/s,γυνή,noun,a(pa/ntwn,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
