word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS
h(,ὁ,article,kwmw|di/a,κωμῳδία,noun,ge,γε,particle,to\,ὁ,article,loipo/n,λοιπός,adjective,e)stin,εἰμί,verb,e)/legon,λέγω,verb,de\,δέ,particle,a)nafe/rwn,ἀναφέρω,verb,ei)s,εἰς,preposition,tou\s,ὁ,article,*telmisse/as,,,tou=,ὁ,article,*)aristofa/nous,Ἀριστοφάνης,proper,w(s,ὡς,conjunction,e)kei=,ἐκεῖ,adverb,lo/gw|,λόγος,noun,tis,τις,pronoun,h)gwni/zeto,ἀγωνίζομαι,verb,e)/rgw|,ἔργον,noun,de\,δέ,particle,ou)/,οὐ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)na/th|,ἔνατος,adjective,de\,δέ,particle,e)do/koun,δοκέω,verb,w(s,ὡς,conjunction,e)n,ἐν,preposition,*smu/rnh|,Σμύρνα,proper,peri\,περί,preposition,e(spe/ran,ἑσπέρα,noun,prosie/nai,πρόσειμι,verb,tw=|,ὁ,article,i(erw=|,ἱερόν,noun,tou=,ὁ,article,*)asklhpiou=,Ἀσκληπιός,proper,tou=,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,gumnasi/w|,γυμνάσιον,noun,prosie/nai,πρόσειμι,verb,de\,δέ,particle,meta\,μετά,preposition,*zh/nwnos,Ζήνων,proper,kai\,καί,conjunction,ei)=nai,εἰμί,verb,to\n,ὁ,article,new\n,ναός,noun,mei/zw,μέγας,adverb,te,τε,particle,kai\,καί,conjunction,e)peilhfo/ta,ἐπιλαμβάνω,verb,th=s,ὁ,article,stoa=s,στοά,noun,o(/son,ὅσος,adjective,e)sti\,εἰμί,verb,to\,ὁ,article,e)strwme/non,στόρεννυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,ἅμα,adverb,de\,δέ,particle,kai\,καί,conjunction,w(s,ὡς,conjunction,peri\,περί,preposition,prona/ou,πρόναον,noun,tou/tou,οὗτος,pronoun,dienoou/mhn,διανοέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proseuxome/nou,προσεύχομαι,verb,de/,δέ,particle,mou,ἐγώ,pronoun,kai\,καί,conjunction,a)nakalou=ntos,ἀνακαλέω,verb,to\n,ὁ,article,qeo\n,θεός,noun,o(,ὁ,article,*zh/nwn,Ζήνων,proper,ou)de\n,οὐδείς,pronoun,e)/fh,φημί,verb,proshne/steron,προσηνής,adverb,le/gwn,λέγω,verb,dh\,δή,particle,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,to\n,ὁ,article,qeo\n,θεός,noun,katafugh/n,καταφυγή,noun,te,τε,particle,kai\,καί,conjunction,toiau=ta,τοιοῦτος,adjective,w)no/maze,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
periesko/poun,περισκοπέω,verb,de\,δέ,particle,w(s,ὡς,conjunction,e)n,ἐν,preposition,tw=|,ὁ,article,prona/w|,πρόναον,noun,dh\,δή,particle,tou/tw|,οὗτος,pronoun,a)ndria/nta,ἀνδριάς,noun,e)mautou=,ἐμαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,me/n,μέν,particle,ge,γε,particle,w(s,ὡς,conjunction,e)mautou=,ἐμαυτοῦ,pronoun,o)/nta,εἰμί,verb,e(w/rwn,ὁράω,verb,pa/lin,πάλιν,adverb,de\,δέ,particle,e)do/kei,δοκέω,verb,moi,ἐγώ,pronoun,ei)=nai,εἰμί,verb,au)tou=,αὐτός,pronoun,tou=,ὁ,article,*)asklhpiou=,Ἀσκληπιός,proper,me/gas,μέγας,adverb,tis,τις,pronoun,kai\,καί,conjunction,kalo/s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,kai\,καί,conjunction,w(s,ὡς,conjunction,o)/nar,ὄναρ,noun,moi,ἐγώ,pronoun,fanqe/nta,φαίνω,verb,au)=qis,αὖθις,adverb,dihgei=sqai,διηγέομαι,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,to\n,ὁ,article,*zh/nwna,Ζήνων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)do/kei,δοκέω,verb,sfo/dra,σφόδρα,adverb,e)/ntimon,ἔντιμος,adjective,to\,ὁ,article,tou=,ὁ,article,a)ndria/ntos,ἀνδριάς,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)=qis,αὖθις,adverb,de\,δέ,particle,au)=,αὖ,interjection,to\n,ὁ,article,a)ndria/nta,ἀνδριάς,noun,e(w/rwn,ὁράω,verb,w(s,ὡς,conjunction,e)n,ἐν,preposition,th=|,ὁ,article,stoa=|,στοά,noun,th=|,ὁ,article,promh/kei,προμήκης,adjective,tou=,ὁ,article,gumnasi/ou,γυμνάσιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,balanei/ou,βαλανεῖον,noun,toia/de,τοιόσδε,adjective,e)/doca,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,w(s,ὡς,conjunction,metacu\,μεταξύ,adverb,a)natribo/menos,ἀνατρίβω,verb,ei)selqei=n,εἰσέρχομαι,verb,ei)/s,εἰς,preposition,ti,τις,pronoun,balanei=on,βαλανεῖον,noun,tw=n,ὁ,article,i)diwtikw=n,ἰδιωτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,fa/nai,φαίνω,verb,w(s,ὡς,conjunction,e)/laqon,λανθάνω,verb,e)mauto\n,ἐμαυτοῦ,pronoun,ei)selqw\n,εἰσέρχομαι,verb,a)lou/twn,ἄλουτος,adjective,h(merw=n,ἡμέρα,noun,h)/dh,ἤδη,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,e)do/kei,δοκέω,verb,moi,ἐγώ,pronoun,paraqarru/nein,παραθαρσύνω,verb,*foi=bos,Φοῖβος,proper,parw\n,πάρειμι,verb,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,ei)s,εἰς,preposition,to\,ὁ,article,u(/dwr,ὕδωρ,noun,ei)se/bainon,εἰσβαίνω,verb,a)nupo/ptws,ἀνύποπτος,adjective,h)/dh,ἤδη,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)=qis,αὖθις,adverb,de\,δέ,particle,e)do/koun,δοκέω,verb,pro\s,πρός,preposition,au)tw=|,αὐτός,pronoun,tw=|,ὁ,article,*)asklhpiw=|,Ἀσκληπιός,proper,neani/skon,νεανίσκος,noun,tina\,τις,pronoun,tw=n,ὁ,article,gumnastikw=n,γυμναστικός,adjective,e)/ti,ἔτι,adverb,a)ge/neion,ἀγένειος,adjective,peri\,περί,preposition,balanei/wn,βαλανεῖον,noun,diale/gesqai,διαλέγω,verb,ta\,ὁ,article,mega/la,μέγας,adverb,dh\,δή,particle,e)painou=nta,ἐπαινέω,verb,kai\,καί,conjunction,toiau/tas,τοιοῦτος,adjective,tina\s,τις,pronoun,ta\s,ὁ,article,a)polau/seis,ἀπόλαυσις,noun,tou=,ὁ,article,bi/ou,βίος,adjective,tiqe/menon,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei/cas,δείκνυμι,verb,ou)=n,οὖν,particle,au)tw=|,αὐτός,pronoun,th\n,ὁ,article,qa/lattan,θάλασσα,noun,h)ro/mhn,ἀρόω,verb,ei),εἰ,conjunction,kai\,καί,conjunction,e)ntau=qa,ἐνταῦθα,adverb,a)/meinon,ἀμείνων,adjective,lou=sqai,λόω,verb,h)\,ἠέ,conjunction,e)n,ἐν,preposition,mikrw=|,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,mikrw=|,μικρός,adjective,e)/fh,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tou=to,οὗτος,pronoun,li/mnhn,λίμνη,noun,tina\,τις,pronoun,e)/deica,δείκνυμι,verb,kai\,καί,conjunction,h)ro/mhn,ἀρόω,verb,ei),εἰ,conjunction,kai\,καί,conjunction,e)n,ἐν,preposition,li/mnh|,λίμνη,noun,tosau/th|,τοσοῦτος,adjective,krei=tton,κρείσσων,verb,h)\,ἠέ,conjunction,e)n,ἐν,preposition,mikrw=|,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunexw/rei,συγχωρέω,verb,ka)ntau=qa,ἐνταῦθα,adverb,o(/ti,ὅστις,pronoun,ai(retw/teron,αἱρετός,adjective,to\,ὁ,article,e)n,ἐν,preposition,mikrw=|,μικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)/ra,ἄρα,particle,e)/fhn,φημί,verb,pantaxou=,πανταχοῦ,adverb,to/,ὁ,article,ge,γε,particle,mei=zon,μέγας,adverb,ai(retw/teron,αἱρετός,adjective,a)ll',ἀλλά,adverb,e)/sti,εἰμί,verb,tis,τις,pronoun,kai\,καί,conjunction,mikrou=,μικρός,adjective,xa/ris,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a(/ma,ἅμα,adverb,e)neno/hsa,ἐννοέω,verb,pro\s,πρός,preposition,e)mauto\n,ἐμαυτοῦ,pronoun,w(s,ὡς,conjunction,kai\,καί,conjunction,e)pideiknume/nw|,ἐπιδείκνυμι,verb,pou=,πού,adverb,kalo\n,καλός,noun,ei)pei=n,εἶπον,verb,o(/ti,ὅστις,pronoun,tw=n,ὁ,article,me\n,μέν,particle,a)/llwn,ἄλλος,adjective,a)nqrw/pwn,ἄνθρωπος,noun,ai(,ὁ,article,h(donai\,ἡδονά,noun,kinduneu/ousin,κινδυνεύω,verb,u(w=n,ὗς,noun,tinw=n,τις,pronoun,ei)=nai,εἰμί,verb,h(donai\,ἡδονά,noun,h(,ὁ,article,de\,δέ,particle,e)mh\,ἐμός,adjective,kaqarw=s,καθαρός,adjective,a)/ra,ἄρα,particle,a)nqrw/pou,ἄνθρωπος,noun,ei)/h,ἀίω,verb,o(/stis,ὅστις,pronoun,su/neimi/,σύνειμι,verb,te,τε,particle,kai\,καί,conjunction,xai/rw,χαίρω,verb,lo/gois,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/kei,δοκέω,verb,d',δέ,particle,ou)=n,οὖν,particle,tau=ta,οὗτος,pronoun,le/gein,λέγω,verb,o(,ὁ,article,neani/skos,νεανίσκος,noun,peri\,περί,preposition,tou=,ὁ,article,balanei/ou,βαλανεῖον,noun,tou=,ὁ,article,pro\s,πρός,preposition,tai=s,ὁ,article,pu/lais,πύλη,adjective,tai=s,ὁ,article,ei)s,εἰς,preposition,*)/efeson,Ἔφεσος,proper,ferou/sais,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,te/los,τέλος,noun,e)/doce/,δοκέω,verb,moi,ἐγώ,pronoun,xrh=nai,χρή,verb,a)popeiraqh=nai,ἀποπειράομαι,verb,po/te,πότε,adverb,ga\r,γάρ,particle,dh\,δή,particle,kai\,καί,conjunction,a)/llote,ἄλλοτε,adverb,qarrh=sai,θαρσέω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,nu=n,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,dh\,δή,particle,sunqe/sqai,συντίθημι,verb,ei)s,εἰς,preposition,w(/ran,ὥρα,adjective,e(/kthn,ἕκτος,adjective,w(s,ὡς,conjunction,thnikau=ta,τηνικαῦτα,adverb,a)sfale/staton,ἀσφαλής,adjective,o)\n,εἰμί,verb,kinei=sqai,κινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,a)fi/keto,ἀφικνέομαι,verb,h(,ὁ,article,w(/ra,ὥρα,adjective,ai)tia=sqai,αἰτιάομαι,verb,*ba/sson,βάζω,verb,w(s,ὡς,conjunction,diatri/bonta,διατρίβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=|s,ὁράω,verb,e)/fhn,φημί,verb,w(s,ὡς,conjunction,kai\,καί,conjunction,dh\,δή,particle,pare/rxetai,παρέρχομαι,verb,h(,ὁ,article,skia/,σκιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deiknu\s,δείκνυμι,verb,th\n,ὁ,article,tw=n,ὁ,article,kio/nwn,κίων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)poreuo/meqa/,ἐφορεύω,verb,te,τε,particle,kai\,καί,conjunction,w(s,ὡς,conjunction,h)nu/samen,ἀνύω,verb,e)pista\s,ἐφίστημι,verb,th=|,ὁ,article,decamenh=|,δεξαμενή,noun,tou=,ὁ,article,yuxrou=,ψυχρός,adjective,tou=,ὁ,article,e)/cw,ἔξω,adverb,e)peirw/mhn,πειράω,verb,tou=,ὁ,article,u(/datos,ὕδωρ,noun,kai/,καί,conjunction,moi,ἐγώ,pronoun,e)/doce,δοκέω,verb,par',παρά,preposition,e)lpi/das,ἐλπίς,noun,ou),οὐ,adverb,ma/la,μάλα,adverb,yuxro\n,ψυχρός,adjective,ei)=nai,εἰμί,verb,kuanou=n,κυάνεος,adjective,de\,δέ,particle,kai\,καί,conjunction,h(du\,ἡδύς,adjective,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,kalo\n,καλός,noun,e)/fhn,φημί,verb,oi(=a,οἷος,adjective,dh\,δή,particle,gnwri/zwn,γνωρίζω,verb,to\,ὁ,article,tou=,ὁ,article,u(/datos,ὕδωρ,noun,a)gaqo/n,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,parh=lqon,παρέρχομαι,verb,ei)/sw,εἴσω,adverb,pa/lin,πάλιν,adverb,eu(=ron,εὑρίσκω,verb,e(/teron,ἕτερος,adjective,e)n,ἐν,preposition,qermote/rw|,θερμός,adjective,oi)/kw|,οἶκος,noun,a)neime/non,ἀνίημι,verb,ma=llon,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a(/ma,ἅμα,adverb,e)gigno/mhn,γίγνομαι,verb,te,τε,particle,e)n,ἐν,preposition,tw=|,ὁ,article,qermw=|,θερμός,adjective,kai\,καί,conjunction,a)peduo/mhn,ἀποδύω,verb,e)lousa/mhn,λούω,verb,kai\,καί,conjunction,ma/la,μάλα,adverb,h(de/ws,ἡδέως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)gdo/h|,ὄγδοος,adjective,e)/metos,ἔμετος,noun,ei)s,εἰς,preposition,e(spe/ran,ἑσπέρα,noun,kata\,κατά,preposition,o)/nar,ὄναρ,noun,kai\,καί,conjunction,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(bdo/mh|,ἕβδομος,adjective,e)do/koun,δοκέω,verb,e)n,ἐν,preposition,u(/dasin,ὕδωρ,noun,ei)=nai/,εἰμί,verb,pou,πού,adverb,qermoi=s,θερμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tuxei=n,τυγχάνω,verb,ou)=n,οὖν,particle,tinas,τις,pronoun,plhsi/on,πλησίος,adjective,a)nqrw/pous,ἄνθρωπος,noun,e)gxeiri/dia,ἐγχειρίδιον,noun,e)/xontas,ἔχω,verb,kai\,καί,conjunction,a)/llws,ἄλλως,adverb,ou)k,οὐ,adverb,a)nupo/ptous,ἀνύποπτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dh=ta,δῆτα,adverb,proselqei=n,προσέρχομαι,verb,moi/,ἐγώ,pronoun,tinas,τις,pronoun,au)tw=n,αὐτός,pronoun,w(/s,ὡς,conjunction,tinos,τις,pronoun,prostasi/as,προστασία,noun,xrh/|zontas,χρῄζω,verb,e)gkalei=sqai,ἐγκαλέω,verb,ga\r,γάρ,particle,u(po/,ὑπό,preposition,tinwn,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,a(/pac,ἅπαξ,adverb,periesxe/qhn,,,e)n,ἐν,preposition,panti\,πᾶς,adjective,ei)=nai,εἰμί,verb,ou)/te,οὔτε,adverb,pisteu/wn,πιστεύω,verb,e)ndei/casqai/,ἐνδείκνυμι,verb,te,τε,particle,ou)k,οὐ,adverb,e)qe/lwn,ἐθέλω,verb,o(/ti,ὅστις,pronoun,a)pistoi/hn,ἀπιστέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)e/nai,εἶμι,verb,te,τε,particle,dh/,δή,particle,tina,τις,pronoun,o(do\n,ὁδός,adjective,kai\,καί,conjunction,e)kde/xesqai,ἐκδέχομαι,verb,yali/da,ψαλίς,noun,pa/nu,πάνυ,adverb,makra\n,μακρός,adjective,e)n,ἐν,preposition,h(=|,ὅς,pronoun,kai\,καί,conjunction,sfo/dra,σφόδρα,adverb,dei=sai,δείδω,verb,mh\,μή,conjunction,e)piqei=nto/,ἐπιθέω,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,diecelqei=n,διεξέρχομαι,verb,a)sme/nws,ἄσμενος,adjective,fanh=nai/,φαίνω,verb,te,τε,particle,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,tw=n,ὁ,article,*smurnai/wn,Σμυρναῖος,proper,e)n,ἐν,preposition,th=|,ὁ,article,a)gora=|,ἀγορά,noun,kai\,καί,conjunction,skopei=n,σκοπάω,verb,o(/pws,ὅπως,conjunction,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,polloi/,πολύς,adjective,te,τε,particle,a)qroisqei=en,ἀθροίζω,verb,kai\,καί,conjunction,e)ndeicai/mhn,ἐνδείκνυμι,verb,to\,ὁ,article,o)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
