word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
kai\,καί,conjunction,tou/tois,οὗτος,pronoun,e)p',ἐπί,preposition,a)spi/da,ἀσπίς,noun,h(,ὁ,article,e)/gklisis,ἔγκλισις,noun,gi/gnetai,γίγνομαι,verb,kai\,καί,conjunction,tau/th|,ταύτῃ,adverb,a)frakto/teroi,ἄφρακτος,adjective,parippeu/ousin,παριππεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,dh\,δή,particle,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,a)gaqou=,ἀγαθός,adjective,dei=,δέομαι,verb,i(ppe/ws,ἱππεύς,noun,w(s,ὡς,conjunction,o(mou=,ὁμοῦ,adverb,me\n,μέν,particle,e)cakonti/zein,ἐξακοντίζω,verb,dunato/s,δυνατός,adjective,te,τε,particle,gi/gnhtai,γίγνομαι,verb,e)s,εἰς,preposition,tou\s,ὁ,article,e)pelau/nontas,ἐπελαύνω,verb,o(mou=,ὁμοῦ,adverb,de\,δέ,particle,ske/pein,σκέπω,verb,th\n,decia\n,δεξιός,adjective,pleura\n,th=|,ὁ,article,probolh=|,προβολεύς,noun,tou=,ὁ,article,o(/plou,ὅπλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,πλευρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)n,ἐν,preposition,me\n,μέν,particle,th=|,ὁ,article,parela/sei,παρέλασις,noun,o(,ὁ,article,kata\,κατά,preposition,decia\n,δεξιός,adjective,e)pistrofh\n,ἐπιστροφή,noun,a)kontismo\s,ἀκοντισμός,noun,a)nagkai=os,ἀναγκαῖος,adjective,au)tw=|,αὐτός,pronoun,gi/gnetai,γίγνομαι,verb,e)n,ἐν,preposition,de\,δέ,particle,th=|,ὁ,article,pantelei=,παντελής,adverb,e)pistrofh=|,ἐπιστροφεύς,noun,o(,ὁ,article,pe/trinos,πέτρινος,adjective,dh\,o)nomazo/menos,ὀνομάζω,verb,th=|,*keltw=n,Κελτός,proper,fwnh=|,φωνή,noun,o(/s,ὅς,pronoun,e)sti,εἰμί,verb,pa/ntwn,πᾶς,adjective,xalepw/tatos,χαλεπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δή,particle,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh\,χρή,verb,ga\r,γάρ,particle,e)pistrafe/nta,ἐπιστρέφω,verb,o(/rh,ὁράω,verb,du/namis,δύναμις,adjective,ma('qakai=n,,,tai=n,ὁ,article,pleurai=n,πλευρά,noun,e)s,εἰς,preposition,to\,ὁ,article,kat',κατά,preposition,ou)ra\n,οὐρά,noun,tou=,ὁ,article,i(/ppou,ἵππος,noun,w(s,ὡς,conjunction,e)/ni,ἐν,preposition,ma/lista,μάλιστα,adverb,eu)qu\,εὐθύς,adjective,e)s,εἰς,preposition,tou)pi/sw,ἔπισος,adjective,a)konti/sai,kai\,καί,conjunction,tou=to,dra/santa,δράω,verb,o)ce/ws,ὀξέως,adverb,au)=,αὖ,interjection,e)pistre/yanta,ἐπιστρέφω,verb,kata\,κατά,preposition,nw/tou,νῶτον,noun,balei=n,βάλλω,verb,to\,ὁ,article,o(/plon,ὅπλον,noun,o(/ti,ὅστις,pronoun,ta\,ὁ,article,gumna\,γυμνάς,adjective,ou(/tw,οὕτως,adverb,ge,γε,particle,paradi/dotai,παραδίδωμι,verb,toi=s,ὁ,article,polemi/ois,πολέμιος,adjective,ei),εἰ,conjunction,a)/neu,ἄνευ,preposition,ἀκοντίζω,verb,οὗτος,pronoun,probolh=s,προβολεύς,noun,e)pistre/yeien,ἐπιστρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(mou=,ὁμοῦ,adverb,de\,δέ,particle,h(/,ὅς,pronoun,te,τε,particle,e)pe/lasis,ἐπέλασις,noun,h)/dh,ἤδη,adverb,a)popau/etai,ἀποπαύω,verb,kai\,καί,conjunction,oi(,ὁ,article,pro/sqen,πρόσθεν,adverb,e)pela/santes,ἐπελαύνω,verb,e)n,ἐν,preposition,ta/cei,τάξις,noun,au)=,αὖ,interjection,i(/stantai,ἵστημι,verb,e)pi\,ἐπί,preposition,decia=|,δεξιός,adjective,tou=,ὁ,article,bh/matos,βῆμα,noun,kaqa/per,καθά,adverb,oi(,a)/lloi,ἄλλος,adjective,e)n,a)ristera=|,ἀριστερός,adjective,kai\,καί,conjunction,oi(,ὁ,article,du/o,δύο,adjective,i(pph=s,ἱππεύς,noun,die/xontes,διέχω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,ke/rws,κέρας,noun,th=s,ὁ,article,probolh=s,προβολεύς,noun,to\,ὁ,article,i)/son,ἴσος,adjective,i(/stantai,ἵστημι,verb,kai\,καί,conjunction,au)=,αὖ,interjection,oi(,ὁ,article,metacu\,μεταξύ,adverb,au)toi=n,αὐτός,pronoun,ὁ,article,ἐν,preposition,te,τε,particle,tou/toin,οὗτος,pronoun,kai\,καί,conjunction,th=s,ὁ,article,pa/shs,πᾶς,adjective,ta/cews,τάξις,noun,e)kqe/ontes,ἐκθύω,verb,e)s,εἰς,preposition,to\n,ὁ,article,au)to\n,αὐτός,pronoun,tro/pon,e)cakonti/zousin,ἐξακοντίζω,verb,e)s,εἰς,preposition,tou\s,ὁ,article,parippeu/ontas,παριππεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,dh\,δή,particle,o(/,ὅς,pronoun,ti,τις,pronoun,per,πέρ,particle,kra/tiston,κράτιστος,adjective,tw=n,ὁ,article,i(ppe/wn,ἱππεύς,noun,e)s,εἰς,preposition,to/nde,ὅδε,pronoun,to\n,ὁ,article,a)krobolismo\n,ἀκροβόλισις,noun,e)pile/gontai,ἐπιλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me/n,μέν,particle,ge,γε,particle,a)po\,ἀπό,preposition,tw=n,ὁ,article,deciw=n,δεξιός,adjective,tou=,ὁ,article,bh/matos,βῆμα,noun,a)rxo/menoi,ἄρχω,verb,ou)de\n,οὐδείς,pronoun,a)/llo,ἄλλος,adjective,h)\,ἠέ,conjunction,to\,ὁ,article,sunexe\s,συνεχής,adverb,th=s,ὁ,article,a)kroboli/sews,ἀκροβόλισις,noun,kai\,καί,conjunction,to\,ὁ,article,e)pa/llhlon,ἐπάλληλος,adjective,tou=,ὁ,article,ktu/pou,pare/xontai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κτύπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,a)/llou,ἄλλος,adjective,tino\s,τις,pronoun,qe/an,θέα,noun,pare/xousi,παρέχω,verb,toi=s,ὁ,article,e)pi\,ἐπί,preposition,tou=,ὁ,article,bh/matos,βῆμα,noun,o(rw=sin,ὁράω,verb,a(/te,ἅτε,adverb,a)postro/fou,ἀπόστροφος,adjective,a)p',ἀπό,preposition,au)tw=n,αὐτός,pronoun,th=s,ὁ,article,decia=s,δεξιός,adjective,tw=n,ὁ,article,i(ppe/wn,ἱππεύς,noun,e)n,ἐν,preposition,th=|,toia=|de,τοιόσδε,adjective,e)pela/sei,gignome/nhs,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἐπέλασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(po/te,ὁπότε,adverb,de\,δέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,a)risterw=n,ἀριστερός,adjective,e)pelau/noien,ἐπελαύνω,verb,to/te,τότε,adverb,dh\,δή,particle,pa=s,πᾶς,adjective,o(,ὁ,article,a)krobolismo\s,ἀκροβόλισις,noun,a)ri/dhlos,ἀρίδηλος,adjective,gi/gnetai,γίγνομαι,verb,kai\,καί,conjunction,tw=n,ὁ,article,qurew=n,θυρεός,noun,h(,ὁ,article,probolh/,προβολή,noun,kai\,καί,conjunction,h(,ὁ,article,e)k,th=s,ὁ,article,a)ristera=s,xeiro\s,χείρ,noun,e)s,εἰς,preposition,th\n,ὁ,article,decia\n,δεξιός,adjective,u(/fesis,ὕφεσις,noun,tw=n,ὁ,article,a)konti/wn,ἀκόντιον,noun,o)cei=a,ὀξύς,adjective,kai\,καί,conjunction,h(,ὁ,article,decia\,δεξιός,adjective,o(/pws,ὅπως,conjunction,au)ta\,αὐτός,pronoun,u(polabou=sa,ὑπολαμβάνω,verb,kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,kefalh=s,κεφαλή,noun,perienegkou=sa,περιφέρω,verb,ἐκ,preposition,ἀριστερός,adjective,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,troxou=,τροχός,noun,peridinh/sei,περιδινέω,verb,o(mou=,ὁμοῦ,adverb,me\n,μέν,particle,e)chko/ntisen,ἐξακοντίζω,verb,o(mou=,ὁμοῦ,adverb,de\,δέ,particle,u(pe/laben,ὑπολαμβάνω,verb,to\,leifqe/n,λείπω,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,au)=,αὖ,interjection,u(perenegkou=sa,ὑπερφέρω,verb,e)chko/ntisen,ἐξακοντίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/,ὅς,pronoun,te,τε,particle,kaqe/dra,καθέδρα,noun,h(,ὁ,article,e)pi\,ἐπί,preposition,tou=,ὁ,article,i(/ppou,ἵππος,noun,au)tou=,αὐτός,pronoun,tou=,ὁ,article,i(ppe/ws,ἱππεύς,noun,a)ei\,ἀεί,adverb,eu)sxh/mwn,εὔσχημος,adjective,kai\,καί,conjunction,o)rqh\,ὀρθός,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,a)krobolismw=|,ἀκροβόλισις,noun,sw/|zetai,σώζω,verb,kai\,καί,conjunction,tau/th|,ταύτῃ,adverb,ma=llon,o(/ti,ὅστις,pronoun,e)pelauno/ntwn,o(ra=tai,ὁράω,verb,kai\,καί,conjunction,tw=n,ὁ,article,o(/plwn,ὅπλον,noun,h(,ὁ,article,lampro/ths,λαμπρότης,noun,kai\,καί,conjunction,tw=n,ὁ,article,i(/ppwn,ἵππος,noun,h(,ὁ,article,w)ku/ths,ὠκύτης,noun,te,τε,particle,kai\,καί,conjunction,to\,ὁ,article,e)n,ἐν,preposition,tai=s,ὁ,article,e)pistrofai=s,ἐπιστροφή,noun,eu)kampe/s,εὐκαμπής,adjective,kai\,καί,conjunction,μᾶλλον,adverb,ἐπελαύνω,verb,o(/pws,ὅπως,conjunction,e)n,ἐν,preposition,i)/sois,ἴσος,adjective,toi=s,ὁ,article,diasth/masin,διάστημα,noun,ai(,ὁ,article,e)pela/seis,ἐπέλασις,noun,gi/gnontai,γίγνομαι,verb,tw=n,ὁ,article,i(ppe/wn,ἱππεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,me/n,μέν,particle,ge,γε,particle,e)pi\,ἐπί,preposition,me/ga,μέγας,adverb,dialipou=sai,διαλείπω,verb,au)tw=|,αὐτός,pronoun,tou/tw|,οὗτος,pronoun,to\,ὁ,article,sunexe\s,συνεχής,adverb,tou=,ὁ,article,a)krobolismou=,ἀκροβόλισις,noun,a)fani/zousin,ἀφανίζω,verb,ai(,ὁ,article,de\,δέ,particle,a)/gan,ἄγαν,adverb,e)pa/llhloi,ἐπάλληλος,adjective,th=|,ὁ,article,a)kribei/a|,ἀκρίβεια,noun,th=s,ὁ,article,qewri/as,e)mpodw\n,ἐμποδών,adverb,i(/stantai,to\,ὁ,article,di/kaion,δίκαιος,adjective,au)th=s,αὐτός,pronoun,a)fairou/menai,ἀφαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θεωρία,noun,ἵστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/n,ὁ,article,te,τε,particle,ga\r,γάρ,particle,a)gaqo\n,ἀγαθός,adjective,i(ppe/a,ἱππεύς,noun,e)ggu\s,ἐγγύς,adverb,au)tw=|,αὐτός,pronoun,e)pelau/nwn,ἐπελαύνω,verb,o(,ὁ,article,kako\s,κακός,adjective,h)/dh,ἤδη,adverb,h)fa/nisen,ἀφανίζω,verb,kai\,καί,conjunction,tou=,ὁ,article,kakou=,κακός,adjective,a)/llos,ἄλλος,adjective,au)=,αὖ,interjection,a)gaqo\s,ἀγαθός,adjective,eu)sxhmo/nws,εὐσχήμων,adjective,e)pifero/menos,ἐπιφέρω,verb,th\n,a)pre/peian,ἀπρέπεια,noun,suneski/asen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,συσκιάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,xrh\,χρή,verb,tou=,ὁ,article,sunexou=s,συνεχής,adverb,sw|zome/nou,σώζω,verb,to/n,ὁ,article,te,τε,particle,e)/painon,ἔπαινος,noun,tw=|,ὁ,article,a)gaqw=|,ἀγαθός,adjective,sw=|on,σῶς,noun,ei)=nai,εἰμί,verb,kai\,καί,conjunction,pre/ponta,πρέπω,verb,kai\,καί,conjunction,tw=|,ὁ,article,kakw=|,κακός,adjective,to\,ὁ,article,o)feilo/menon,ὀφείλω,verb,o)/neidos,ὄνειδος,noun,a)podi/dosqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di\s,δίς,adverb,de\,δέ,particle,a)mei/yantes,ἀμείβω,verb,ta\s,ὁ,article,ta/ceis,τάξις,noun,te,τε,particle,kai\,καί,conjunction,ta\s,ὁ,article,probola\s,προβολή,noun,kai\,καί,conjunction,tou\s,ὁ,article,a)krobolismou/s,ἀκροβόλισις,noun,te,τε,particle,kai\,καί,conjunction,ta\s,ὁ,article,e)pistrofa/s,ἐπιστροφή,noun,e)peida\n,ἐπειδάν,conjunction,th\n,ὁ,article,deute/ran,δεύτερος,adjective,te,τε,particle,kai\,a)ristera\n,ἀριστερός,adjective,e)pe/lasin,poiw=ntai,ποιέω,verb,ou)x,οὐ,adverb,a(plw=s,ἁπλῶς,adverb,e)gkli/nantes,ἐγκλίνω,verb,e)pi\,ἐπί,preposition,do/ru,δόρυ,noun,kai\,καί,conjunction,para\,παρά,preposition,to\,ὁ,article,bh=ma,βῆμα,noun,parela/santes,παρελαύνω,verb,tou\s,ὁ,article,i(/ppous,ἵππος,noun,a)palla/ssontai,ἀπαλλάσσω,verb,a)ll',ἀλλά,adverb,oi(,ὁ,article,o)cu/tatoi,ὀξύς,adjective,au)tw=n,αὐτός,pronoun,e)s,εἰς,preposition,καί,conjunction,ἐπέλασις,noun,to\,ὁ,article,e)/rgon,ἔργον,noun,u(polei/pontai/,ὑπολείπω,verb,sfisin,σφεῖς,pronoun,e(\n,εἷς,adjective,e(/kastos,ἕκαστος,adjective,a)ko/ntion,ἀκόντιον,noun,oi(,ὁ,article,de\,δέ,particle,a)/kroi,ἄκρος,adjective,kai\,du/o,δύο,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)peida\n,ἐπειδάν,conjunction,pela/swsi,πελάω,verb,tw=|,ὁ,article,bh/mati,βῆμα,noun,parippeu/ontes,παριππεύω,verb,e)s,εἰς,preposition,ku/klon,κύκλος,noun,me\n,μέν,particle,e)pe/streyan,ἐπιστρέφω,verb,to\n,ὁ,article,i(/ppon,ἵππος,noun,e)/ti,ἔτι,adverb,de\,δέ,particle,e)n,ἐν,preposition,th=|,ὁ,article,e)pistrofh=|,ἐπιστροφεύς,noun,au)tou=,αὐτός,pronoun,e)/xontes,ἔχω,verb,e)pi\,ἐπί,preposition,to\,pe/ras,πέρας,noun,tou=,pedi/ou,πέδιον,noun,loco\n,λοξός,adjective,h)ko/ntisan,ἀκοντίζω,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,mh/,μή,conjunction,kisto/n,,,te,τε,particle,kai\,καί,conjunction,w(s,ὡς,conjunction,ma/lista,μάλιστα,adverb,kradaino/menon,κραδαίνω,verb,xrh\,χρή,verb,e)cike/sqai,ἐξικνέομαι,verb,,,,,,,,,,ὁ,article,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,de\,δέ,particle,kai\,καί,conjunction,du/o,δύο,adjective,u(poleipo/menoi,ὑπολείπω,verb,e)peida\n,ἐπειδάν,conjunction,e)pela/swsin,,,h)/dh,ἤδη,adverb,to\,ὁ,article,u(poleifqe\n,ὑπολείπω,verb,u(po\,ὑπό,preposition,to\n,ὁ,article,qureo\n,θυρεός,noun,e)gkli/nantes,ἐγκλίνω,verb,o)li/gon,ὀλίγος,adjective,th\n,ὁ,article,kefalh\n,κεφαλή,noun,kai\,καί,conjunction,th\n,ὁ,article,decia\n,δεξιός,adjective,pleura/n,w(s,ὡς,conjunction,a)nusto/n,perieli/cantes,περιελίσσω,verb,e)s,εἰς,preposition,tou)pi/sw,ἔπισος,adjective,sfw=n,σφεῖς,pronoun,e)chko/ntisan,ἐξακοντίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πλευρά,noun,ἀνυστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,de\,δέ,particle,*kantabrikh/,,,tis,τις,pronoun,kaloume/nh,καλέω,verb,e)pe/lasis,ἐπέλασις,noun,gi/gnetai,γίγνομαι,verb,w(s,ὡς,conjunction,dokei=n,δοκέω,verb,e)/moige,ἐγώ,pronoun,a)po\,ἀπό,preposition,*kanta/brwn,,,*)ibhrikou=,Ἰβηρικός,adjective,ge/nous,γένος,noun,tou=to,οὗτος,pronoun,o)nomasqei=sa,ὀνομάζω,verb,o(/ti,ὅστις,pronoun,e)kei=qen,ἐκεῖθεν,adverb,au)th\n,αὐτός,pronoun,prosepoi/hsan,sfi/si,σφεῖς,pronoun,*(rwmai=oi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προσποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
