word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/56/lemma/@_entry,word/56/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS
*lhtw\,Λητώ,proper,de\,δέ,particle,meta/tropos,μετάτροπος,adjective,au)=tis,αὖθις,adverb,e)xw/rei,χωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/t',ὅστε,pronoun,*)axaiia/des,Ἀχαιίς,proper,min,μιν,pronoun,a)phrnh/santo,ἀπαρνέομαι,verb,po/lhes,πόλις,adjective,e)rxome/nhn,ἔρχομαι,verb,*(eli/kh,Ἑλίκη,proper,te,τε,particle,*poseida/wnos,Ποσειδεών,proper,e(tai/rh,ἑταίρα,noun,*bou=ra/,Βούρα,proper,te,τε,particle,*decamenoi=o,Δεξαμενός,proper,boo/stasis,βοόστασις,noun,*oi)kia/dao,,,a)/y,ἄψ,adverb,d',δέ,particle,e)pi\,ἐπί,preposition,*qessali/hn,Θεσσαλία,proper,po/das,πούς,noun,e)/trepe,τρέπω,verb,feu=ge,φεύγω,verb,d',δέ,particle,*)/anauros,Ἄναυρος,proper,kai\,καί,conjunction,mega/lh,μέγας,adverb,*la/risa,Λάρισα,proper,kai\,καί,conjunction,ai(,ὁ,article,*xeirwni/des,Χειρωνίς,proper,a)/krai,ἄκρος,adjective,feu=ge,φεύγω,verb,de\,δέ,particle,kai\,καί,conjunction,*phneio\s,Πηνειός,proper,e(lisso/menos,ἑλίσσω,verb,dia\,διά,preposition,*tempe/wn,Τέμπη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rh,,,soi\,σύ,pronoun,d',δέ,particle,e)/ti,ἔτι,adverb,th=mos,τῆμος,adverb,a)nhlee\s,ἀνηλεής,adverb,h)=tor,ἦτορ,noun,e)/keito,κεῖμαι,verb,ou)de\,οὐδέ,particle,katekla/sqhs,κατακλάω,verb,te,τε,particle,kai\,καί,conjunction,w)/iktisas,οἰκτίζω,verb,h(ni/ka,ἡνίκα,adverb,ph/xeis,πῆχυς,noun,a)mfote/rous,ἀμφότερος,adjective,o)re/gousa,ὀρέγω,verb,ma/thn,μάτην,adverb,e)fqe/gcato,φθέγγομαι,verb,toi=a,τοῖος,adjective,'*nu/mfai,νύμφη,noun,*qessali/des,Θεσσαλίς,proper,potamou=,ποταμός,noun,ge/nos,γένος,noun,ei)/pate,εἶπον,verb,patri/,πατήρ,noun,koimh=sai,κοιμάω,verb,me/ga,μέγας,adverb,xeu=ma,χεῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
periple/casqe,περιπλέκω,verb,genei/wi,γένειον,noun,lisso/menai,λίσσομαι,verb,ta\,ὁ,article,*zhno\s,Ζεύς,proper,e)n,ἐν,preposition,u(/dati,ὕδωρ,noun,te/kna,τέκνον,noun,teke/sqai,τίκτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*phneie\,Πηνειός,proper,*fqiw=ta,Φθιώτης,proper,ti/,τίς,pronoun,nu=n,νῦν,adverb,a)ne/moisin,ἄνεμος,noun,e)ri/zeis,ἐρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pa/ter,πατήρ,noun,ou),οὐ,adverb,mh\n,μήν,particle,i(/ppon,ἵππος,noun,a)e/qlion,ἄθλιος,adjective,a)mfibe/bhkas,ἀμφιβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,r(a/,ἄρα,particle,toi,σύ,pronoun,w(=d',ὧδε,adverb,ai)ei\,ἀεί,adverb,taxinoi\,ταχινός,adjective,po/des,πούς,noun,h)\,ἠέ,conjunction,e)p',ἐπί,preposition,e)mei=o,ἐγώ,pronoun,mou=noi,μόνος,adjective,e)lafri/zousi,ἐλαφρίζω,verb,pepoi/hsai,ποιέω,verb,de\,δέ,particle,pe/tesqai,πέτομαι,verb,sh/meron,σήμερον,adverb,e)capi/nhs',ἐξαπίνης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,d',δέ,particle,a)nh/koos,ἀνήκοος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'w)=,εἰμί,verb,e)mo\n,ἐμός,adjective,a)/xqos,ἄχθος,noun,poi=,ποι,adverb,se,σύ,pronoun,fe/rw,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/leoi,μέλεος,adjective,ga\r,γάρ,particle,a)peirh/kasi,ἀπεῖπον,verb,te/nontes,τένων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ph/lion,Πήλιον,proper,w)=,ὦ,interjection,*filu/rhs,Φιλύρη,proper,numfh/ion,,,a)lla\,ἀλλά,adverb,su\,σύ,pronoun,mei=non,μένω,verb,mei=non,μένω,verb,e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,qh=res,θήρ,noun,e)n,ἐν,preposition,ou)/resi,ὄρος,adjective,polla/ki,πολλάκις,adverb,sei=o,σύ,pronoun,w)moto/kous,ὠμότοκος,adjective,w)di=nas,ὠδίς,adjective,a)phrei/santo,ἀπερείδω,verb,le/ainai',λέαινα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,d',δέ,particle,a)/ra,ἄρα,particle,kai\,καί,conjunction,*phneio\s,Πηνειός,proper,a)mei/beto,ἀμείβω,verb,da/krua,δάκρυον,noun,lei/bwn,λείβω,verb,'lhtoi=,,,*)anagkai/h,ἀνάγκη,noun,mega/lh,μέγας,adverb,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)/gwge,ἐγώ,pronoun,po/tnia,πότνια,noun,sa\s,σός,adjective,w)di=nas,ὠδίς,adjective,a)nai/nomai,ἀναίνομαι,verb,oi)=da,οἶδα,verb,kai\,καί,conjunction,a)/llas,ἄλλος,adjective,lousame/nas,λούω,verb,a)p',ἀπό,preposition,e)mei=o,ἐγώ,pronoun,lexwi/das),,,a)lla/,ἀλλά,adverb,moi,ἐγώ,pronoun,*(/hrh,Ἥρα,proper,dayile\s,δαψιλής,adverb,h)pei/lhsen,ἀπειλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pau/gasai,ἀπαυγάζω,verb,oi(=os,οἷος,adjective,e)/fedros,ἔφεδρος,adjective,ou)/reos,ὄρος,adjective,e)c,ἐκ,preposition,u(pa/tou,ὕπατος,adjective,skopih\n,σκοπιά,noun,e)/xei,ἔχω,verb,o(/s,ὅς,pronoun,ke/,ἄν,particle,me,ἐγώ,pronoun,r(ei=a,ῥεῖα,adverb,busso/qen,βυσσόθεν,adverb,e)ceru/seie,ἐξερύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,mh/somai,μήδομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,a)pole/sqai,ἀπόλλυμι,verb,h(du/,ἡδύς,adjective,ti/,τίς,pronoun,toi,σύ,pronoun,*phneio/n,Πηνειός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/tw,εἶμι,verb,peprwme/non,πόρω,verb,h)=mar,ἦμαρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tlh/somai,τλάω,verb,ei(/neka,ἕνεκα,preposition,sei=o,σύ,pronoun,kai\,καί,conjunction,ei),εἰ,conjunction,me/lloimi,μέλλω,verb,r(oa/wn,ῥόα,noun,diyale/hn,διψαλέος,adjective,a)/mpwtin,ἄμπωτις,noun,e)/xwn,ἔχω,verb,ai)w/nion,αἰώνιος,adjective,e)/rrein,ἔρρω,verb,kai\,καί,conjunction,mo/nos,μόνος,adjective,e)n,ἐν,preposition,potamoi=sin,ποταμός,noun,a)timo/tatos,ἄτιμος,adjective,kale/esqai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)ni/d',ἤν,interjection,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,perissa/,περισσός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka/lei,καλέω,verb,mo/non,μόνος,adjective,*ei)lh/quian',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pe,εἶπον,verb,kai\,καί,conjunction,h)rw/hse,ἐρωέω,verb,me/gan,μέγας,adverb,r(o/on,ῥόον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,oi(,ὁ,article,*)/arhs,Ἄρης,proper,*paggai/ou,Πάγγαιον,proper,proqe/lumna,προθέλυμνος,adjective,karh/ata,κάρα,noun,me/llen,μέλλω,verb,a)ei/ras,ἀείρω,verb,e)mbale/ein,ἐμβάλλω,verb,di/nhisin,,,a)pokru/yai,ἀποκρύπτω,verb,de\,δέ,particle,r(e/eqra,ῥεῖθρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(yo/qe,,,d',δέ,particle,e)smara/ghse,σμαραγέω,verb,kai\,καί,conjunction,a)spi/da,ἀσπίς,noun,tu/yen,τύφω,verb,a)kwkh=i,,,dou/ratos,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,d',δέ,particle,e)le/licen,ἐλελίζω,verb,e)no/plion,ἐνόπλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/treme,τρέμω,verb,d',δέ,particle,*)/osshs,Ὄσσα,proper,ou)/rea,ὄρος,adjective,kai\,καί,conjunction,pedi/on,πεδίον,noun,*krannw/nion,Κραννώνιος,proper,ai(/,ὅς,pronoun,te,τε,particle,dusaei=s,δυσαής,adjective,e)sxatiai\,ἐσχατιά,noun,*pi/ndoio,Πίνδος,proper,fo/bwi,φόβος,noun,d',δέ,particle,w)rxh/sato,ὀρχέομαι,verb,pa=sa,πᾶς,adjective,*qessali/h,Θεσσαλία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=os,τοῖος,adjective,ga\r,γάρ,particle,a)p',ἀπό,preposition,a)spi/dos,ἀσπίς,noun,e)/bramen,,,h)=xos,ἦχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,o(po/t',ὁπότε,adverb,*ai)tnai/ou,Αἰτναῖος,proper,o)/reos,ὄρος,adjective,puri\,πῦρ,noun,tufome/noio,τύφω,verb,sei/ontai,σείω,verb,muxa\,μυχάς,noun,pa/nta,πᾶς,adjective,katoudai/oio,κατουδαῖος,adjective,gi/gantos,γίγας,noun,ei)s,εἰς,preposition,e(te/rhn,ἕτερος,adjective,*briarh=os,,,e)pwmi/da,ἐπωμίς,noun,kinume/noio,κίνυμαι,verb,qerma/strai,θερμάστρα,noun,te,τε,particle,bre/mousin,βρέμω,verb,u(f',ὑπό,preposition,*(hfai/stoio,Ἥφαιστος,proper,pura/grhs,πυράγρα,noun,e)/rga,ἔργον,noun,q',τε,particle,o(mou=,ὁμοῦ,adverb,deino\n,δεινός,adjective,de\,δέ,particle,puri/kmhtoi/,πυρίκμητος,adjective,te,τε,particle,le/bhtes,λέβης,noun,kai\,καί,conjunction,tri/podes,τρίπους,adjective,pi/ptontes,πίπτω,verb,e)p',ἐπί,preposition,a)llh/lois,ἀλλήλων,pronoun,i)axeu=si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=mos,τῆμος,adverb,e)/gent',γίγνομαι,verb,a)/rabos,ἄραβος,adjective,sa/keos,σάκος,adjective,to/sos,τόσος,adjective,eu)ku/kloio,εὔκυκλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
