word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS
kai/toi,καίτοι,particle,skopei=sqe,σκοπάω,verb,po/teron,πότερος,adjective,ka/llio/n,κάλλιον,adverb,e)stin,εἰμί,verb,o(/plois,ὅπλον,noun,h)\,ἠέ,conjunction,lo/gois,λόγος,noun,diakri/nesqai,διακρίνω,verb,kai\,καί,conjunction,po/teron,πότερος,adjective,au)tou\s,αὐτός,pronoun,ei)=nai,εἰμί,verb,brabeuta\s,βραβεύς,noun,h)\,ἠέ,conjunction,pei=sai/,πείθω,verb,tinas,τις,pronoun,e(te/rous,ἕτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,logi/zesq',λογίζομαι,verb,w(s,ὡς,conjunction,a)/logo/n,ἄλογος,adjective,e)stin,εἰμί,verb,*)aqhnai/ous,Ἀθήναιος,proper,*qasi/ous,Θάσιος,proper,me\n,μέν,particle,kai\,καί,conjunction,*marwni/tas,,,a)nagka/sai,ἀναγκάζω,verb,peri\,περί,preposition,*stru/mhs,Στρύμη,proper,diakriqh=nai,διακρίνω,verb,lo/gois,λόγος,noun,au)tou\s,αὐτός,pronoun,de\,δέ,particle,pro\s,πρός,preposition,e)me\,ἐγώ,pronoun,mh\,μή,conjunction,dialu/sasqai,διαλύω,verb,peri\,περί,preposition,w(=n,ὅς,pronoun,a)mfisbhtou=men,ἀμφισβητέω,verb,to\n,ὁ,article,tro/pon,τρόπος,noun,tou=ton,οὗτος,pronoun,a)/llws,ἄλλως,adverb,te,τε,particle,kai\,καί,conjunction,gignw/skontas,γιγνώσκω,verb,o(/ti,ὅστις,pronoun,nikhqe/ntes,νικάω,verb,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,a)pobalei=te,ἀποβάλλω,verb,krath/santes,κρατέω,verb,de\,δέ,particle,lh/yesqe,λαμβάνω,verb,ta\,ὁ,article,nu=n,νῦν,adverb,u(f',ὑπό,preposition,h(mi=n,ἐγώ,pronoun,o)/nta,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntwn,πᾶς,adjective,de/,δέ,particle,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,paralogw/taton,παράλογος,adjective,ei)=nai,εἰμί,verb,dio/ti,διότι,conjunction,pe/myantos,πέμπω,verb,e)mou=,ἐγώ,pronoun,pre/sbeis,πρέσβις,noun,a)po\,ἀπό,preposition,th=s,ὁ,article,summaxi/as,συμμαχία,noun,pa/shs,πᾶς,adjective,i(/n',ἵνα,conjunction,w)=si,εἰμί,verb,ma/rtures,μάρτυς,noun,kai\,καί,conjunction,boulome/nou,βούλομαι,verb,poih/sasqai,ποιέω,verb,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,dikai/as,δίκαιος,adjective,o(mologi/as,ὁμολογία,noun,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,ou)de\,οὐδέ,particle,tou\s,ὁ,article,peri\,περί,preposition,tou/twn,οὗτος,pronoun,lo/gous,λόγος,noun,e)de/casqe,δέχομαι,verb,para\,παρά,preposition,tw=n,ὁ,article,presbeuo/ntwn,πρεσβεύω,verb,e)co\n,ἔξεστι,verb,u(mi=n,σύ,pronoun,h)\,ἠέ,conjunction,tw=n,ὁ,article,kindu/nwn,κίνδυνος,noun,a)palla/cai,ἀπαλλάσσω,verb,tou\s,ὁ,article,dusxere\s,δυσχερής,adverb,u(popteu/onta/s,ὑποπτεύω,verb,ti,τις,pronoun,kaq',κατά,preposition,h(mw=n,ἐγώ,pronoun,h)\,ἠέ,conjunction,fanerw=s,φανερός,adjective,e)cele/gcai,ἐξελέγχω,verb,me,ἐγώ,pronoun,faulo/taton,φαῦλος,adjective,o)/nta,εἰμί,verb,tw=n,ὁ,article,a(pa/ntwn,ἅπας,adjective,,,,,,,,,
tw=|,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,dh/mw|,δῆμος,noun,tau=ta,οὗτος,pronoun,sune/fere,συμφέρω,verb,toi=s,ὁ,article,de\,δέ,particle,le/gousin,λέγω,verb,ou)k,οὐ,adverb,e)lusite/lei,λυσιτελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasi\,φημί,verb,ga\r,γάρ,particle,oi(,ἕ,pronoun,th=s,ὁ,article,politei/as,πολιτεία,noun,th=s,ὁ,article,par',παρά,preposition,u(mi=n,σύ,pronoun,e)/mpeiroi,ἔμπειρος,adjective,th\n,ὁ,article,me\n,μέν,particle,ei)rh/nhn,εἰρήνη,noun,po/lemon,πόλεμος,noun,au)toi=s,αὐτός,pronoun,ei)=nai,εἰμί,verb,to\n,ὁ,article,de\,δέ,particle,po/lemon,πόλεμος,noun,ei)rh/nhn,εἰρήνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ga\r,γάρ,particle,sunagwnizome/nous,συναγωνίζομαι,verb,toi=s,ὁ,article,strathgoi=s,στρατηγός,noun,h)\,ἠέ,conjunction,sukofantou=ntas,συκοφαντέω,verb,a)ei/,ἀεί,adverb,ti,τις,pronoun,lamba/nein,λαμβάνω,verb,par',παρά,preposition,au)tw=n,αὐτός,pronoun,e)/ti,ἔτι,adverb,de\,δέ,particle,tw=n,ὁ,article,politw=n,πολίτης,noun,toi=s,ὁ,article,gnwrimwta/tois,γνώριμος,adjective,kai\,καί,conjunction,tw=n,ὁ,article,e)/cwqen,ἔξωθεν,adverb,toi=s,ὁ,article,e)ndocota/tois,ἔνδοξος,adjective,loidoroume/nous,λοιδορέω,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,bh/matos,βῆμα,noun,peripoiei=sqai,περιποιέω,verb,para\,παρά,preposition,tou=,ὁ,article,plh/qous,πλῆθος,noun,do/can,δόξα,noun,w(s,ὡς,conjunction,ei)si\,εἰμί,verb,dhmotikoi/,δημοτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(a/|dion,ῥαίδιον,noun,me\n,μέν,particle,ou)=n,οὖν,particle,e)sti/,εἰμί,verb,moi,ἐγώ,pronoun,pau=sai,παύω,verb,th=s,ὁ,article,blasfhmi/as,βλασφημία,noun,au)tou\s,αὐτός,pronoun,mikra\,μικρός,adjective,pa/nu,πάνυ,adverb,proeme/nw|,προίημι,verb,kai\,καί,conjunction,poih=sai,ποιέω,verb,le/gein,λέγω,verb,e)pai/nous,ἔπαινος,noun,u(pe\r,ὑπέρ,preposition,h(mw=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ai)sxunoi/mhn,αἰσχύνω,verb,a)/n,ἄν,particle,ei),εἰ,conjunction,th\n,ὁ,article,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,eu)/noian,εὔνοια,noun,para\,παρά,preposition,tou/twn,οὗτος,pronoun,fainoi/mhn,φαίνω,verb,w)nou/menos,ὠνέομαι,verb,oi(\,ἕ,pronoun,pro\s,πρός,preposition,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,to/lmhs,τόλμα,noun,h(/kousin,ἥκω,verb,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,peri\,περί,preposition,*)amfipo/lews,Ἀμφίπολις,proper,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,a)mfisbhtei=n,ἀμφισβητέω,verb,e)pixeirou=sin,ἐπιχειρέω,verb,u(pe\r,ὑπέρ,preposition,h(=s,ὅς,pronoun,tw=n,ὁ,article,a)ntipoioume/nwn,ἀντιποιέω,verb,au)th=s,αὐτός,pronoun,oi)=mai,οἴομαι,verb,polu\,πολύς,adjective,dikaio/tera,δίκαιος,adjective,le/gein,λέγω,verb,au)to/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/te,εἴτε,adverb,ga\r,γάρ,particle,tw=n,ὁ,article,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,krathsa/ntwn,κρατέω,verb,gi/gnetai,γίγνομαι,verb,pw=s,πῶς,adverb,ou),οὐ,adverb,dikai/ws,δίκαιος,adjective,h(mei=s,ἐγώ,pronoun,au)th\n,αὐτός,pronoun,e)/xomen,ἔχω,verb,*)aleca/ndrou,Ἀλέξανδρος,proper,tou=,ὁ,article,progo/nou,πρόγονος,adjective,prw/tou,πρότερος,adjective,katasxo/ntos,κατέχω,verb,to\n,ὁ,article,to/pon,τόπος,noun,o(/qen,ὅθεν,adverb,kai\,καί,conjunction,tw=n,ὁ,article,ai)xmalw/twn,αἰχμάλωτος,adjective,*mh/dwn,Μήδων,proper,a)parxh\n,ἀπαρχή,noun,a)ndria/nta,ἀνδριάς,noun,xrusou=n,χρύσεος,adjective,a)ne/sthsen,ἀνίστημι,verb,ei)s,εἰς,preposition,*delfou/s,Δελφοί,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/te,εἴτε,adverb,tou/twn,οὗτος,pronoun,me\n,μέν,particle,a)mfisbhth/seie/,ἀμφισβητέω,verb,tis,τις,pronoun,a)cioi=,ἀξιόω,verb,de\,δέ,particle,gi/gnesqai,γίγνομαι,verb,tw=n,ὁ,article,u(/steron,ὕστερος,adjective,genome/nwn,γίγνομαι,verb,kuri/wn,κῦρος,noun,u(pa/rxei,ὑπάρχω,verb,moi,ἐγώ,pronoun,kai\,καί,conjunction,tou=to,οὗτος,pronoun,to\,ὁ,article,di/kaion,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kpoliorkh/sas,ἐκπολιορκέω,verb,ga\r,γάρ,particle,tou\s,ὁ,article,u(ma=s,σύ,pronoun,me\n,μέν,particle,e)kbalo/ntas,ἐκβάλλω,verb,u(po\,ὑπό,preposition,*lakedaimoni/wn,Λακεδαιμόνιος,proper,de\,δέ,particle,katoikisqe/ntas,κατοικίζω,verb,e)/labon,λαμβάνω,verb,to\,ὁ,article,xwri/on,χωρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pa/ntes,πᾶς,adjective,oi)kou=men,οἰκέω,verb,ta\s,ὁ,article,po/leis,πόλις,adjective,h)\,ἠέ,conjunction,tw=n,ὁ,article,progo/nwn,πρόγονος,adjective,parado/ntwn,παραδίδωμι,verb,h)\,ἠέ,conjunction,kata\,κατά,preposition,po/lemon,πόλεμος,noun,ku/rioi,κύριος,adjective,katasta/ntes,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,d',δέ,particle,ou)/te,οὔτε,adverb,prw=toi,πρότερος,adjective,labo/ntes,λαμβάνω,verb,ou)/te,οὔτε,adverb,nu=n,νῦν,adverb,e)/xontes,ἔχω,verb,e)la/xiston,ἐλάχιστος,adjective,de\,δέ,particle,xro/non,χρόνος,noun,e)n,ἐν,preposition,toi=s,ὁ,article,to/pois,τόπος,noun,e)mmei/nantes,ἐμμένω,verb,a)ntipoiei=sqe,ἀντιποιέω,verb,th=s,ὁ,article,po/lews,πόλις,adjective,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,pi/stin,πίστις,noun,u(pe\r,ὑπέρ,preposition,h(mw=n,ἐγώ,pronoun,au)toi\,αὐτός,pronoun,bebaiota/thn,βέβαιος,adjective,e)piqe/ntes,ἐπιτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla/kis,πολλάκις,adverb,ga\r,γάρ,particle,e)mou=,ἐγώ,pronoun,gra/fontos,γράφω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,e)pistolai=s,ἐπιστολή,noun,u(pe\r,ὑπέρ,preposition,au)th=s,αὐτός,pronoun,e)gnw/kate,γιγνώσκω,verb,dikai/ws,δίκαιος,adjective,e)/xein,ἔχω,verb,h(ma=s,ἐγώ,pronoun,to/te,τότε,adverb,me\n,μέν,particle,poihsa/menoi,ποιέω,verb,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,e)/xontos,ἔχω,verb,e)mou=,ἐγώ,pronoun,th\n,ὁ,article,po/lin,πόλις,adjective,ka)=|ta,εἶτα,adverb,summaxi/an,συμμαχία,noun,e)pi\,ἐπί,preposition,tai=s,ὁ,article,au)tai=s,αὐτός,pronoun,o(mologi/ais,ὁμολογία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,a)\n,ἄν,particle,e(te/ra,ἕτερος,adjective,ge/noito,γίγνομαι,verb,bebaiote/ra,βέβαιος,adjective,tau/ths,οὗτος,pronoun,kth=sis,κτῆσις,noun,th=s,ὁ,article,to\,ὁ,article,me\n,μέν,particle,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,kataleifqei/shs,καταλιμπάνω,verb,h(mi=n,ἐγώ,pronoun,u(po\,ὑπό,preposition,tw=n,ὁ,article,progo/nwn,πρόγονος,adjective,pa/lin,πάλιν,adverb,de\,δέ,particle,kata\,κατά,preposition,po/lemon,πόλεμος,noun,e)mh=s,ἐμός,adjective,gegenhme/nhs,γίγνομαι,verb,tri/ton,τρίτος,adjective,de\,δέ,particle,sugxwrhqei/shs,συγχωρέω,verb,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,tw=n,ὁ,article,ei)qisme/nwn,ἐθίζω,verb,a)mfisbhtei=n,ἀμφισβητέω,verb,kai\,καί,conjunction,tw=n,ὁ,article,ou)de\n,οὐδείς,pronoun,u(mi=n,σύ,pronoun,proshko/ntwn,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,e)gkalw=,ἐγκαλέω,verb,tau=t',οὗτος,pronoun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,prou+parxo/ntwn,προυπάρχω,verb,kai\,καί,conjunction,dia\,διά,preposition,th\n,ὁ,article,e)mh\n,ἐμός,adjective,eu)la/beian,εὐλάβεια,adjective,ma=llon,μᾶλλον,adverb,h)/dh,ἤδη,adverb,toi=s,ὁ,article,pra/gmasin,πρᾶγμα,noun,e)pitiqeme/nwn,ἐπιτίθημι,verb,kai\,καί,conjunction,kaq',κατά,preposition,o(/son,ὅσος,adjective,a)\n,ἄν,particle,du/nhsqe,δύναμαι,verb,kakopoiou/ntwn,κακοποιέω,verb,u(mw=n,σύ,pronoun,a)munou=mai,ἀμύνω,verb,meta\,μετά,preposition,tou=,ὁ,article,dikai/ou,δίκαιος,adjective,kai\,καί,conjunction,ma/rturas,μάρτυς,noun,tou\s,ὁ,article,qeou\s,θεός,noun,poihsa/menos,ποιέω,verb,dialh/yomai,διαλαμβάνω,verb,peri\,περί,preposition,tw=n,ὁ,article,kaq',κατά,preposition,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
