word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/30/lemma/@_entry,word/30/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/51/lemma/@_entry,word/51/lemma/@_POS
diaxwre/ousi,διαχωρέω,verb,leuka\,λευκάς,adjective,chra\,ξηρός,adjective,a)rgilw/dea,ἀργιλλώδης,adjective,ou)re/ousi,οὐρέω,verb,canqa\,ξανθός,adjective,w)xra\,ὠχρός,adjective,krokoeide/a,κροκοειδής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfoi=n,ἄμφω,noun,de\,δέ,particle,to\,ὁ,article,cu/mpan,σύμπας,adjective,sw=ma,σῶμα,adjective,knhsmw=des,κνησμώδης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/rmh,θέρμη,noun,a)na\,ἀνά,preposition,*ri=nas,,,smikrh\,μικρός,adjective,me\n,μέν,particle,daknw/dh,δακνώδης,adverb,s,,,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mu/sson,ἀμύσσω,verb,to\,ὁ,article,xolw=des,χολώδης,adjective,geu=sis,γεῦσις,noun,me\n,μέν,particle,pikrw=n,πικρός,adjective,ou),οὐ,adverb,pikrh\,πικρός,adjective,to\,ὁ,article,qwu=ma,,,ou),οὐ,adverb,mh\n,μήν,particle,gluke/h,γλυκύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gluke/wn,γλυκύς,adjective,de\,δέ,particle,pikrh/,πικρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,e)n,ἐν,preposition,tw=|,ὁ,article,sto/mati,στόμα,noun,xolh\,χολή,noun,e)ni/zousa,ἐνίζω,verb,th=|,ὁ,article,glw/ssh|,γλῶσσα,noun,e)pi/prosqen,ἐπίπροσθεν,adverb,tw=n,ὁ,article,e)destw=n,ἐδεστής,noun,e)ntugxa/nousa,ἐντυγχάνω,verb,th\n,ὁ,article,ai)/sqhsin,αἴσθησις,noun,sofi/zetai,σοφίζομαι,verb,th/nde,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,glw=ssa,γλῶσσα,noun,a)napiou=sa,ἀφιέω,verb,th=s,ὁ,article,xolh=s,χολή,noun,th=sde,ὅδε,pronoun,ou)k,οὐ,adverb,e)kei/nwn,ἐκεῖνος,pronoun,ai)sqa/netai,αἰσθάνομαι,verb,kai\,καί,conjunction,to\n,ὁ,article,me\n,μέν,particle,pro/sqen,πρόσθεν,adverb,to\n,ὁ,article,th=s,ὁ,article,a)positi/hs,ἀποσιτία,noun,xro/non,χρόνος,noun,a)treme/ei,ἀτρεμέω,verb,h(,ὁ,article,xolh\,χολή,noun,a)ta\r,ἀτάρ,particle,ou)de\,οὐδέ,particle,h(,ὁ,article,glw=ssa,γλῶσσα,noun,tw=|,ὁ,article,h)/qei+,ἦθος,adjective,a)/xqetai,ἄχθομαι,verb,h)\n,ἐάν,conjunction,de\,δέ,particle,a)naze/sh|,geu/masi,γεῦμα,noun,e)pi/prosqen,ἐπίπροσθεν,adverb,tw=n,ὁ,article,e)destw=n,ἐδεστής,noun,th\n,ὁ,article,glw=ssan,γλῶσσα,noun,h(/de,ὅδε,pronoun,kine/ei,κινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀναζέω,verb,,,,,,,,,,,,,,,,,,
h)/n,ἐάν,conjunction,te,τε,particle,ou)=n,οὖν,particle,pikro\n,πικρός,adjective,e)/h|,εἰμί,verb,siti/on,σιτίον,noun,pikrw=n,πικρός,adjective,ai)/sqhsis,αἴσθησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/n,ἐάν,conjunction,te,τε,particle,gluku\,γλυκύς,adjective,xolw/deos,χολώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fqa/nei,φθάνω,verb,ga\r,γάρ,particle,h(,ὁ,article,ai)/sqhsis,αἴσθησις,noun,th=s,ὁ,article,xolh=s,χολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pa/th,ἀπάτη,noun,de\,δέ,particle,cu/nesti,σύνειμι,verb,toi=si,τίς,pronoun,h(geume/noisi,ἡγέομαι,verb,ta\,ὁ,article,pikra\,πικρός,adjective,gluke/a,γλυκύς,adjective,fai/nesqai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,ou(/tws,οὕτως,adverb,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/ti,ὅστις,pronoun,mh\,μή,conjunction,e)pi\,ἐπί,preposition,tw=|,ὁ,article,i)zai/nonti,,,pikrw=|,πικρός,adjective,pikra/zetai,πικράζω,verb,mo/non,μόνος,adjective,dia\,διά,preposition,to\,ὁ,article,cu/nhqes,σύνηθέω,verb,th=s,ὁ,article,nou/sou,νόσος,noun,fantasi/h,φαντασία,noun,gluka/zontos,γλυκάζω,verb,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,w)uth\,,,de\,δέ,particle,kata/stasis,κατάστασις,noun,kai\,καί,conjunction,e)n,ἐν,preposition,gluke/si,γλυκύς,adjective,kai\,καί,conjunction,pikroi=si,πικρός,adjective,geu/masi,γεῦμα,noun,a)pathlw=n,ἀπατηλός,adjective,a)/ra,ἄρα,particle,geuma/twn,γεῦμα,noun,proka/lumma,προκάλυμμα,noun,h(,ὁ,article,xolh/,χολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,mh\,μή,conjunction,cu/n,σύν,preposition,tinos,τις,pronoun,spla/gxnou,σπλάγχνον,noun,qermasi/h|,θερμασία,noun,fanh=|,φαίνω,verb,a)sine\s,ἀσινής,adverb,me\n,μέν,particle,w(s,ὡς,conjunction,e)pi/pan,ἐπίπαν,adverb,makro/teron,μακρός,adjective,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kai\,καί,conjunction,e)gxroni/sh|,ἐγχρονίζω,verb,kai\,καί,conjunction,e)piflegmai/nh|,,,spla/gxnon,σπλάγχνον,noun,e)s,εἰς,preposition,u(/drwpa,ὕδρωψ,noun,ta\,ὁ,article,polla\,πολύς,adjective,kai\,καί,conjunction,kaxeci/hn,καχεξία,noun,teleuta=|,τελευτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,de\,δέ,particle,kai\,καί,conjunction,di/xa,δίχα,adverb,u(/drwpos,ὕδρωψ,noun,e)ktake/ntes,ἐκτήκω,verb,w)/lonto,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cu/nhqes,σύνηθέω,verb,de\,δέ,particle,meiraki/oisi,μειράκιον,noun,ne/oisi,νέω,verb,kai\,καί,conjunction,toi=si,τίς,pronoun,de\,δέ,particle,a)sine/steron,ἀσινής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paidi/oisi,παίδιον,noun,de\,δέ,particle,ou)k,οὐ,adverb,a)/hqes,ἀήθης,adjective,pa/gxu,πάγχυ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,pa/nth,πάντῃ,adverb,de\,δέ,particle,a)sfale/s,ἀσφαλής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cumpa/ntwn,σύμπας,adjective,o(mou=,ὁμοῦ,adverb,paqe/wn,πάθη,noun,kaxeci/h,καχεξία,noun,troph/,τροπή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/pasai,ἅπας,adjective,ga\r,γάρ,particle,ai(,ὁ,article,nou=soi,νόσος,noun,th=sde,ὅδε,pronoun,a)poto/koi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,h(/de,ὅδε,pronoun,mou/nh,μόνος,adjective,a)/neuqen,ἄνευθε,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,farma/kwn,φάρμακον,noun,e)pi/dosin,ἐπίδοσις,noun,e)/xousa,ἔχω,verb,pollh\n,πολύς,adjective,i)luw/dea,ἰλυώδης,adjective,kata\,κατά,preposition,prw/tista,πρώτιστος,adjective,gi/gnetai,γίγνομαι,verb,pa/qos,πάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e(/cis,ἕξις,noun,me\n,μέν,particle,kakh\,κακός,adjective,sxe/dios,σχέδος,noun,cunh\,ξυνός,adjective,pa/ntwn,πᾶς,adjective,kai\,καί,conjunction,cumptw/mata,σύμπτωμα,noun,polla\,πολύς,adjective,kai\,καί,conjunction,ou)/noma,ὄνομα,adjective,to/de,ὅδε,pronoun,cu/mbolon,σύμβολον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)sxno/ths,ἰσχνότης,noun,de\,δέ,particle,h)\,ἠέ,conjunction,w)=xros,ὦχρος,noun,h)\,ἠέ,conjunction,oi(=dos,,,kai\,καί,conjunction,ei)/,εἰ,conjunction,ti,τις,pronoun,e(/teron,ἕτερος,adjective,pro/skairon,πρόσκαιρος,adjective,a)na\,ἀνά,preposition,to\,ὁ,article,sw=ma,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaxeci/h,καχεξία,noun,de\,δέ,particle,e(no\s,εἷς,adjective,mega/lou,μέγας,adverb,pa/qeos,πάθος,adjective,i)de/h,ἰδέα,noun,kai\,καί,conjunction,tou=de,ὅδε,pronoun,tou)/noma,ὄνομα,adjective,h(,ὁ,article,ga\r,γάρ,particle,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,e)s,εἰς,preposition,ta\,ὁ,article,pa/nta,πᾶς,adjective,eu)eci/h,εὐεξία,noun,kai\,καί,conjunction,h(,ὁ,article,e)s,εἰς,preposition,pe/yin,πέψις,noun,h)\,ἠέ,conjunction,e)s,εἰς,preposition,a)na/dosin,ἀνάδοσις,noun,ai(/matos,αἷμα,noun,ge/nna,γέννας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)de\,ἠδέ,conjunction,pa=n,πᾶς,adjective,e)/rgon,ἔργον,noun,fu/sios,φύσις,noun,e)f',ἐπί,preposition,oi(=si,ὅς,pronoun,eu)/pnoia,εὔπνοια,noun,eu)toni/h,εὐτονία,noun,eu)xroi/h,,,to\,ὁ,article,pro/sqen,πρόσθεν,adverb,u(gei/h,ὑγεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,e)s,εἰς,preposition,a)sqeni/hn,,,kakoxumi/hs,,,h(,ὁ,article,fu/sis,φύσις,noun,traph=|,τέρπω,verb,to/de,ὅδε,pronoun,e)sti\n,εἰμί,verb,h(,ὁ,article,kaxeci/h,καχεξία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(h,ὁ,article,nou=sos,νόσος,noun,h(/de,ὅδε,pronoun,dusalqh\s,δυσαλθής,adverb,h)de\,ἠδέ,conjunction,mh/kiston,μήκιστος,adjective,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ti/ktetai,τίκτω,verb,xro/nw|,χρόνος,noun,makrw=|,μακρός,adjective,kai\,καί,conjunction,ou)de\,οὐδέ,particle,e)pi\mih=|,,,tou=,ὁ,article,sw/matos,σῶμα,adjective,kaki/h|,κηκίω,verb,kai\,καί,conjunction,ou)de\,οὐδέ,particle,e)pi\,ἐπί,preposition,spla/gxnw|,σπλάγχνον,noun,e(ni/,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ga\r,γάρ,particle,tw=n,ὁ,article,a(pa/ntwn,ἅπας,adjective,troph=|,τροπή,noun,e)s,εἰς,preposition,ponhro/n,πονηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toigarou=n,τοιγάρ,particle,ta\,ὁ,article,a)po/toka,ἀπότοκος,noun,tou=de,ὅδε,pronoun,nosh/mata,νόσημα,noun,a)/fukta,ἄφυκτος,adjective,gi/gnetai,γίγνομαι,verb,u(/drwpes,ὕδρωψ,noun,h)\,ἠέ,conjunction,fqi/sies,φθίσις,noun,h)\,ἠέ,conjunction,cunth/cies,σύντηξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga/r,γάρ,particle,toi,σύ,pronoun,kai\,καί,conjunction,th=s,ὁ,article,kaxeci/hs,καχεξία,noun,profa/sies,πρόφασις,noun,a)delfai\,ἀδελφή,noun,th=s,ὁ,article,cunth/cios,σύντηξις,noun,e)/asi,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,nou=sos,νόσος,noun,makrh\,μακρός,adjective,dusenteri/h,δυσεντερία,noun,cunexh/s,συνεχής,adverb,nou/swn,νόσος,noun,u(postrofsai\,,,e)ni/oisi,ἔνιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)siti/h,εὐσιτία,noun,me\n,μέν,particle,ga\r,γάρ,particle,kai/,καί,conjunction,toi,σύ,pronoun,kai\,καί,conjunction,prosfe/rontai,προσφέρω,verb,polla/,πολύς,adjective,w)mw=n,ὠμός,adjective,de\,δέ,particle,kai\,καί,conjunction,a)tre/ptwn,ἄτρεπτος,adjective,h(,ὁ,article,a)na/dosis,ἀνάδοσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rgasi/h,ἐργασία,noun,ga\r,γάρ,particle,trofh=s,τροφεύς,noun,h(,ὁ,article,e)s,εἰς,preposition,pe/yin,πέψις,noun,a)/poros,ἄπορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ti/h,αἰτία,noun,de\,δέ,particle,kai\,καί,conjunction,ai(morroi/+dwn,,,*ro/ou,,,e)pi/sxesis,ἐπίσχεσις,noun,h)\,ἠέ,conjunction,e)me/twn,ἔμετος,noun,cunh/qwn,σύνηθέω,verb,a)pallagh/,ἀπαλλαγή,noun,gumnasi/wn,γυμνάζω,verb,a)rgi/h,ἀργία,noun,au)asmo\s,αὐασμός,noun,i(drw/twn,ἱδρώς,noun,kai\,καί,conjunction,mega/lwn,μέγας,adverb,po/nwn,πόνος,noun,*raqumi/h,,,eu)=te,εὖτε,conjunction,tw=n,ὁ,article,pareo/ntwn,πάρειμι,verb,e(/kaston,ἕκαστος,adjective,w(s,ὡς,conjunction,to\,ὁ,article,mhde\n,μηδείς,pronoun,ou)k,οὐ,adverb,e)pistre/fei,ἐπιστρέφω,verb,ba/ros,βάρος,noun,tou=,ὁ,article,skh/neos,σκῆνος,noun,w)=xros,a)/llote,ἄλλοτε,adverb,kai\,καί,conjunction,a)/llote,ἄλλοτε,adverb,gasth\r,γαστήρ,noun,fusw/dhs,φυσώδης,adjective,o)fqalmoi\,ὀφθαλμός,noun,koi=loi,κόιλος,adjective,u(/pnoi,ὕπνος,noun,bare/es,βαρύς,adjective,nwqroi/,νωθρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,ὦχρος,noun,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ta/de,ὅδε,pronoun,*rembw/dea,,,me\n,μέν,particle,gigno/mena,γίγνομαι,verb,nou/sou,νόσος,noun,a)pisti/hn,ἀπιστία,adjective,i)/sxei,ἴσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,*rizw/san,,,ta,,,mi/mnh|,μίμνω,verb,mhde\,μηδέ,particle,a)pie/nai,ἄπειμι,verb,e)qe/lh|,ἐθέλω,verb,mega/lou,μέγας,adverb,kakou=,κακός,adjective,e)sti,εἰμί,verb,su/mbola,σύμβολον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
