word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS
w(/ste,ὥστε,conjunction,grammatodidaskalei=on,γραμματοδιδασκαλεῖον,noun,h(mi=n,ἐγώ,pronoun,gene/sqai,γίγνομαι,verb,to\,ὁ,article,sumpo/sion,h)\,kwfa\,κωφός,adjective,kai\,καί,conjunction,a)/shma,ἄσημος,adjective,ta\,ὁ,article,skw/mmata,σκῶμμα,noun,diafe/resqai,διαφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,συμπόσιον,noun,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,th=s,ὁ,article,ne/as,ναῦς,noun,kwmw|di/as,κωμῳδία,noun,ti/,a)\n,a)ntile/goi,ἀντιλέγω,verb,tis,τις,pronoun,ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,e)gke/kratai,ἐγκεράννυμι,verb,toi=s,ὁ,article,sumposi/ois,συμπόσιον,noun,w(s,ὡς,conjunction,ma=llon,μᾶλλον,adverb,a)\n,ἄν,particle,oi)/nou,οἶνον,noun,xwri\s,χωρίς,adverb,h)\,ἠέ,conjunction,*mena/ndrou,Μένανδρος,proper,τίς,pronoun,ἄν,particle,diakubernh=sai,διακυβερνάω,verb,to\n,ὁ,article,po/ton,πότος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/,ὅς,pronoun,te,τε,particle,ga\r,γάρ,particle,le/cis,λέξις,noun,h(dei=a,ἡδύς,adjective,kai\,pezh\,kate/spartai,κατασπείρω,verb,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,w(s,ὡς,conjunction,mh/q',μήτε,particle,u(po\,ὑπό,preposition,nhfo/ntwn,νήφω,verb,katafronei=sqai,καταφρονέω,verb,mh/t',μήτε,particle,oi)nwme/nous,οἰνόομαι,verb,a)nia=n,ἀνία,noun,,,,,,,,,,καί,conjunction,πεζός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnwmologi/ai,γνωμολογία,noun,te,τε,particle,xrhstai\,χρηστός,adjective,kai\,καί,conjunction,a)felei=s,ἀφελής,adjective,u(porre/ousai,kai\,ta\,ὁ,article,sklhro/tata,σκληρός,adjective,tw=n,ὁ,article,h)qw=n,ἦθος,adjective,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,puri\,πῦρ,noun,tw=|,ὁ,article,oi)/nw|,οἶνον,noun,mala/ttousi,μαλάσσω,verb,kai\,καί,conjunction,ka/mptousi,κάμπτω,verb,pro\s,πρός,preposition,to\,ὁ,article,ὑπορρέω,verb,καί,conjunction,e)pieike/steron,ἐπιεικής,adjective,h(/,ὅς,pronoun,te,τε,particle,th=s,ὁ,article,spoudh=s,σπουδή,noun,pro\s,πρός,preposition,th\n,ὁ,article,paidia\n,παιδιή,noun,a)na/krasis,ἀνάκρασις,noun,e)p',ἐπί,preposition,ou)de\n,οὐδείς,pronoun,a)\n,ἄν,particle,pepoih=sqai,ποιέω,verb,do/ceien,δοκέω,verb,a)ll',ἀλλά,adverb,h)\,ἠέ,conjunction,pepwko/twn,πίνω,verb,kai\,καί,conjunction,diakexume/nwn,διαχέω,verb,h(donh\n,ἡδονά,noun,o(mou=,ὁμοῦ,adverb,kai\,καί,conjunction,w)fe/leian,ὠφέλεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xei,ἔχω,verb,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,e)rwtika\,ἐρωτικός,adjective,par',au)tw=|,kairo\n,καιρός,noun,pepwko/sin,πίνω,verb,a)nqrw/pois,ἄνθρωπος,noun,kai\,καί,conjunction,a)napausome/nois,ἀναπαύω,verb,meta\,μετά,preposition,mikro\n,μικρός,adjective,a)piou=si,ἄπειμι,verb,para\,παρά,preposition,ta\s,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,gunai=kas,γυνή,noun,,,,,,,παρά,preposition,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,paido\s,παῖς,adjective,e)/rws,ἔρος,noun,a)/rreno/s,ἄρσην,noun,e)stin,εἰμί,verb,e)n,tosou/tois,dra/masin,δρᾶμα,noun,ai(/,ὅς,pronoun,te,τε,particle,fqorai\,φθορά,noun,tw=n,ὁ,article,parqe/nwn,παρθένος,noun,ei)s,εἰς,preposition,ga/mon,γάμος,adjective,e)pieikw=s,ἐπιεικής,adjective,katastre/fousi,καταστρέφω,verb,,,,,,,,,,,,,ἐν,preposition,τοσοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,pro\s,πρός,preposition,e(tai/ras,ἑταίρα,noun,a)\n,ἄν,particle,me\n,w)=sin,i)tamai\,ἰταμός,adjective,kai\,καί,conjunction,qrasei=ai,θρασύς,adjective,diako/ptetai,διακόπτω,verb,swfronismoi=s,σωφρονισμός,noun,tisin,τις,pronoun,h)\,ἠέ,conjunction,metanoi/ais,μετάνοια,noun,tw=n,ὁ,article,ne/wn,νέος,adjective,,,,,,,,,,,,,μέν,particle,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tai=s,ὁ,article,de\,δέ,particle,xrhstai=s,χρηστός,adjective,kai\,καί,conjunction,a)nterw/sais,ἀντεράω,verb,h)\,path/r,tis,τις,pronoun,a)neuri/sketai,ἀνευρίσκω,verb,gnh/sios,γνήσιος,adjective,h)\,ἠέ,conjunction,xro/nos,χρόνος,noun,tis,τις,pronoun,e)pimetrei=tai,ἐπιμετρέω,verb,tw=|,ὁ,article,e)/rwti,ἔρως,noun,sumperifora\n,συμπεριφορά,noun,ai)dou=s,αἰδώ,noun,,,,,,,,,,ἠέ,conjunction,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xwn,ἔχω,verb,fila/nqrwpon,φιλάνθρωπον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,d',δέ,particle,a)nqrw/pois,ἄνθρωπος,noun,a)/llo,ἄλλος,adjective,me\n,μέν,particle,ti,pra/ttousin,i)/sws,ἴσως,adverb,ou)demia=s,οὐδείς,pronoun,spoudh=s,σπουδή,noun,a)/cia/,ἄξιος,adjective,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,tw=|,ὁ,article,pi/nein,πίνω,verb,ou),οὐ,adverb,qauma/saim',a)/n,ei),εἰ,conjunction,to\,ὁ,article,terpno\n,τερπνός,adjective,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,glafuro\n,γλαφυρός,adjective,a(/ma,ἅμα,adverb,kai\,καί,conjunction,pla/sin,πλάσις,adjective,tina\,τις,pronoun,kai\,καί,conjunction,katako/smhsin,κατακόσμησις,noun,e)pife/rei,ἐπιφέρω,verb,sunecomoiou=san,συνεξομοιόω,verb,θαυμάζω,verb,ἄν,particle,ta\,ὁ,article,h)/qh,ἦθος,adjective,toi=s,ὁ,article,e)pieike/si,ἐπιεικής,adjective,kai\,καί,conjunction,filanqrw/pois,φιλάνθρωπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,*diogeniano\s,,,h)\,ἠέ,conjunction,pausa/menos,h)\,dialipw\n,διαλείπω,verb,e)siw/phsen,σιωπάω,verb,e)pifuome/nou,ἐπιφύω,verb,d',δέ,particle,au)tw=|,αὐτός,pronoun,tou=,ὁ,article,sofistou=,σοφιστής,noun,pa/lin,πάλιν,adverb,kai\,καί,conjunction,r(h/seis,ῥῆσις,noun,tina\s,τις,pronoun,oi)ome/nou,οἴομαι,verb,dei=n,δέω,verb,tw=n,ὁ,article,παύω,verb,ἠέ,conjunction,*)aristofanei/wn,Ἀριστοφάνειος,proper,perai/nein,περαίνω,verb,o(,ὁ,article,*fi/lippos,Φίλιππος,proper,e)me\,ἐγώ,pronoun,prosagoreu/sas,προσαγορεύω,verb,ou(=tos,οὗτος,pronoun,me/n,μέν,particle,e)/fh,φημί,verb,th\n,ὁ,article,e)piqumi/an,ἐπιθυμία,noun,e)mpe/plhke,ἐμπίπλημι,verb,to\n,ὁ,article,h(/diston,ἡδύς,adjective,au)tw=|,αὐτός,pronoun,*me/nandron,Μένανδρος,proper,e)paine/sas,ἐπαινέω,verb,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,ou)de\n,οὐδείς,pronoun,e)/ti,ἔτι,adverb,fronti/zein,φροντίζω,verb,e)/oike,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lei/petai,λείπω,verb,de\,δέ,particle,polla\,πολύς,adjective,tw=n,ὁ,article,a)kroama/twn,ἀκρόαμα,noun,h(mi=n,a)nece/tasta,peri\,περί,preposition,w(=n,ὅς,pronoun,a)\n,ἄν,particle,h(de/ws,ἡδέως,adverb,a)kou/saimi/,ἀκούω,verb,sou,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,ἀνεξέταστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,zw|dioglu/fwn,ζῳδιογλύφος,adjective,a)gw=na,ἀγών,noun,brabeu/somen,au)/rion,a)\n,ἄν,particle,dokh=|,δοκάζω,verb,tw=|,ὁ,article,ce/nw|,ξένος,noun,kai\,καί,conjunction,*diogenianw=|,,,nh/fontes,νήφω,verb,,,,,,,,,,,,,,,,,,,,,,βραβεύω,verb,αὔριον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,e)/fhn,φημί,verb,e)gw\,ἐγώ,pronoun,mi=moi/,μῖμος,noun,tines,τις,pronoun,ei)sin,w(=n,tou\s,ὁ,article,me\n,μέν,particle,u(poqe/seis,ὑπόθεσις,noun,tou\s,ὁ,article,de\,δέ,particle,pai/gnia,παίγνιον,noun,kalou=sin,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(rmo/zein,ἁρμόζω,verb,d',δέ,particle,ou)de/teron,οὐδέτερος,adjective,oi)=mai,οἴομαι,verb,sumposi/w|,συμπόσιον,noun,ge/nos,ta\s,me\n,μέν,particle,u(poqe/seis,ὑπόθεσις,noun,dia\,διά,preposition,ta\,ὁ,article,mh/kh,μῆκος,adjective,tw=n,ὁ,article,drama/twn,δρᾶμα,noun,kai\,καί,conjunction,to\,ὁ,article,dusxorh/ghton,δυσχορήγητος,adjective,ta\,ὁ,article,de\,δέ,particle,pai/gnia,παίγνιον,noun,pollh=s,πολύς,adjective,γένος,noun,ὁ,article,ge/monta,γέμω,verb,bwmoloxi/as,βωμολοχία,noun,kai\,καί,conjunction,spermologi/as,σπερμολογία,noun,ou)de\,οὐδέ,particle,toi=s,ὁ,article,ta\,ὁ,article,u(podh/mata,ὑπόδημα,noun,komi/zousi,κομίζω,verb,paidari/ois,παιδάριον,noun,a)/n,ἄν,particle,ge,γε,particle,dh\,δή,particle,despotw=n,δεσπότης,adjective,tw=n,ὁ,article,h)=|,εἰμί,verb,swfronou/ntwn,σωφρονέω,verb,qea/sasqai,θεάομαι,verb,prosh/kei,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,polloi/,πολύς,adjective,kai\,καί,conjunction,gunaikw=n,γυνή,noun,sugkatakeime/nwn,kai\,pai/dwn,παῖς,adjective,a)nh/bwn,ἄνηβος,adjective,e)pidei/knuntai,ἐπιδείκνυμι,verb,mimh/mata,μίμημα,noun,pragma/twn,πρᾶγμα,noun,kai\,καί,conjunction,lo/gwn,λόγος,noun,a(\,ὅς,pronoun,pa/shs,πᾶς,adjective,me/qhs,μέθη,noun,taraxwde/steron,ταραχώδης,adverb,ta\s,ὁ,article,yuxa\s,ψυχή,noun,,,,συγκατάκειμαι,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
