word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS
o(,ὁ,article,de\,δέ,particle,sofisth\s,σοφιστής,noun,ou(=tos,οὗτος,pronoun,polu\s,πολύς,adjective,me\n,μέν,particle,peri\,περί,preposition,ta\s,ὁ,article,e)nnoi/as,ἔννοια,noun,kai\,καί,conjunction,lampro\s,λαμπρός,adjective,kai\,καί,conjunction,ta\s,ὁ,article,diaskeua\s,διασκευή,noun,tw=n,ὁ,article,u(poqe/sewn,ὑπόθεσις,noun,poikilw/tatos,ποικίλος,adjective,e)k,ἐκ,preposition,th=s,ὁ,article,tragw|di/as,τραγῳδία,noun,tou=to,οὗτος,pronoun,h(|rhkw/s,αἱρέω,verb,ou),οὐ,adverb,mh\n,μήν,particle,tetagme/nos,τάσσω,verb,ge,γε,particle,ou)de\,οὐδέ,particle,th=|,ὁ,article,te/xnh|,τέχνη,noun,e(po/menos,ἕπομαι,verb,th\n,ὁ,article,de\,δέ,particle,paraskeuh\n,παρασκευή,noun,th=s,ὁ,article,le/cews,λέξις,noun,a)po\,ἀπό,preposition,tw=n,ὁ,article,a)rxai/wn,ἀρχαῖος,adjective,sofistw=n,perieba/lleto,περιβάλλω,verb,h)/xw|,ἦχος,noun,prosa/gwn,προσάγω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,kro/tw|,κρότος,noun,,,,,,,,,,,,,σοφιστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollaxou=,πολλαχοῦ,adverb,de\,δέ,particle,th=s,ὁ,article,megalofwni/as,μεγαλοφωνία,noun,e)ce/pesen,ἐκπίτνω,verb,a)tamieu/tws,ἀταμίευτος,adjective,th=|,ὁ,article,tragw|di/a|,τραγῳδία,noun,xrhsa/menos,χράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,*buza/ntion,Βυζάντιος,proper,sofisth\n,σοφιστής,noun,*xrh=ston,Χρῆστος,proper,a)dikei=,ἀδικέω,verb,h(,ὁ,article,*(ella\s,Ἑλλάς,proper,a)melou=ntes,ἀμελέω,verb,a)ndro/s,ἀνήρ,noun,o(\s,ὅς,pronoun,a)/rista,ἄριστος,adjective,me\n,μέν,particle,*(ellh/nwn,Ἕλλην,proper,u(po\,ὑπό,preposition,*(hrw/dou,Ἡρώδης,proper,e)paideu/qh,παιδεύω,verb,pollou\s,πολύς,adjective,de\,δέ,particle,e)pai/deuse,παιδεύω,verb,kai\,καί,conjunction,qaumasi/ous,θαυμάσιος,adjective,a)/ndras,ἀνήρ,noun,w(=n,ὅς,pronoun,e)ge/neto,γίγνομαι,verb,*(ippo/dromo/s,ἱππόδρομος,noun,te,τε,particle,o(,ὁ,article,sofisth\s,σοφιστής,noun,kai\,καί,conjunction,*fili/skos,Φιλίσκος,proper,kai\,καί,conjunction,*)isago/ras,Ἰσαγόρης,proper,o(,ὁ,article,th=s,ὁ,article,tragw|di/as,τραγῳδία,noun,poihth\s,ποιητής,noun,r(h/tore/s,ῥήτωρ,noun,te,eu)do/kimoi,εὐδόκιμος,adjective,*nikomh/dhs,Νικομήδης,proper,o(,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,*perga/mou,Πέργαμον,proper,kai\,καί,conjunction,*)aku/las,Ἀκύλας,proper,o(,ὁ,article,e)k,ἐκ,preposition,τε,particle,th=s,ὁ,article,e(w/|ou,ἑώιος,adjective,*galati/as,Γαλατίη,proper,kai\,καί,conjunction,*)aristai/netos,Ἀρισταίνετος,proper,o(,ὁ,article,*buza/ntios,Βυζάντιος,proper,kai\,καί,conjunction,tw=n,ὁ,article,e)llogi/mws,ἐλλόγιμος,adjective,filosofhsa/ntwn,φιλοσοφέω,verb,*ka/llaisxro/s,Κάλλαισχρος,proper,te,τε,particle,o(,ὁ,article,*)aqhnai=os,Ἀθηναῖος,proper,kai\,καί,conjunction,o(,ὁ,article,e)pi\,ἐπί,preposition,bwmw=|,βωμός,noun,*sw=spis,,,kai\,καί,conjunction,plei/ous,πλέως,adjective,e(/teroi,ἕτερος,adjective,lo/gou,λόγος,noun,a)/cioi,ἄξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paideu/onti,παιδεύω,verb,de\,δέ,particle,au)tw=|,αὐτός,pronoun,kata\,κατά,preposition,tou\s,ὁ,article,*)adrianou=,Ἀδριανός,proper,tou=,ὁ,article,sofistou=,σοφιστής,noun,kairou\s,καιρός,noun,e(kato\n,ἑκατόν,noun,e)/mmisqoi,ἔμμισθος,adjective,a)kroatai\,ἀκροατής,noun,h)=san,εἰμί,verb,kai\,καί,conjunction,a)/ristoi,ἄριστος,adjective,tou/twn,οὗτος,pronoun,ou(\s,ὅς,pronoun,ei)=pon,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)adrianou=,Ἀδριανός,proper,de\,δέ,particle,kaqidruqe/ntos,καθιδρύω,verb,e)s,εἰς,preposition,th\n,ὁ,article,*(rw/mhn,,,e)yhfi/zonto,ψηφίζομαι,verb,me\n,μέν,particle,oi(,ὁ,article,*)aqhnai=oi,Ἀθηναῖος,proper,presbeu/esqai,πρεσβεύω,verb,u(pe\r,ὑπέρ,preposition,*xrh/stou,Χρῆστος,proper,to\n,ὁ,article,*)aqh/nhsin,Ἀθήνευς,proper,au)tw=|,αὐτός,pronoun,qro/non,θρόνον,noun,e)k,ἐκ,preposition,basile/ws,βασιλεύς,noun,ai)tou=ntes,αἰτέω,verb,o(,ὁ,article,de\,δέ,particle,parelqw\n,παρέρχομαι,verb,e)s,εἰς,preposition,au)tou\s,αὐτός,pronoun,e)kklhsia/zontas,ἐκκλησιάζω,verb,die/luse,διαλύω,verb,th\n,ὁ,article,pre/sbeusin,πρέσβευσις,noun,a)/lla,ἄλλος,adjective,te,τε,particle,dialexqei\s,διαλέγω,verb,a)cio/loga,ἀξιόλογος,adjective,kai\,καί,conjunction,e)pi\,ἐπί,preposition,pa=sin,πᾶς,adjective,ei)pw\n,εἶπον,verb,ou)x,οὐ,adverb,ai(,mu/riai,μυρίος,adjective,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/nou,οἶνον,noun,de\,δέ,particle,h(ttw/menos,ἡσσάομαι,verb,paroini/as,παροινία,noun,e)kra/tei,κρατέω,verb,kai\,καί,conjunction,eu)xerei/as,εὐχέρεια,noun,kai\,καί,conjunction,a)gerwxi/as,ἀγερωχία,noun,h(\n,ὅς,pronoun,o(,ὁ,article,oi)=nos,οἶνος,noun,e)pi\,ἐπί,preposition,ta\s,ὁ,article,gnw/mas,γνώμη,noun,tw=n,ὁ,article,a)nqrw/pwn,ἄνθρωπος,noun,e)sa/gei,εἰσάγω,verb,tosou=ton,τοσοῦτος,adjective,de\,δέ,particle,au)tw=|,αὐτός,pronoun,perih=n,περίειμι,verb,tou=,ὁ,article,nh/fein,νήφω,verb,w(s,ὡς,conjunction,kai\,καί,conjunction,e)s,εἰς,preposition,a)lektruo/nwn,ἀλεκτρυών,adjective,w)|da\s,ἀοιδός,noun,proba/ntos,προβαίνω,verb,tou=,ὁ,article,po/tou,πότης,noun,spoudh=s,σπουδή,noun,au)to\n,αὐτός,pronoun,a(/ptesqai,ἅπτω,verb,pri\n,πρίν,adverb,u(/pnou,ὕπνον,noun,spa/sai,σπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diebe/blhto,διαβάλλω,verb,de\,δέ,particle,ma/lista,μάλιστα,adverb,pro\s,πρός,preposition,tou\s,ὁ,article,a)lazo/nas,ἀλαζών,noun,tw=n,ὁ,article,ne/wn,νέος,adjective,kai/toi,καίτοι,particle,xrhsimwte/rous,χρήσιμος,adjective,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,o)/ntas,εἰμί,verb,e)s,εἰς,preposition,ta\s,ὁ,article,cumbola\s,συμβολή,noun,tou=,ὁ,article,misqou=,μισθός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dioge/nh,Διογένης,proper,gou=n,γοῦν,particle,to\n,ὁ,article,*)amastriano\n,,,o(rw=n,ὁράω,verb,tetufwme/non,τυφόω,verb,e)k,ἐκ,preposition,meiraki/ou,μειράκιον,noun,kai\,καί,conjunction,perinoou=nta,περινοέω,verb,me\n,μέν,particle,satrapei/as,σατραπεία,noun,perinoou=nta,περινοέω,verb,de\,δέ,particle,au)la\s,αὐλή,noun,kai\,καί,conjunction,to\,ὁ,article,a)gxou=,ἀγχοῦ,adverb,basile/wn,βασίλη,noun,e(sth/cein,ἵστημι,verb,le/gonta,λέγω,verb,de/,δέ,particle,w(s,ὡς,conjunction,o(,ὁ,article,dei=na,δεῖνα,noun,*ai)gu/ptios,Αἰγύπτιος,proper,proeirh/koi,προερέω,verb,au)tw=|,αὐτός,pronoun,tau=ta,οὗτος,pronoun,o(,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\,μηδέ,particle,ta\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,siwpw=n,σιωπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,de\,δέ,particle,i)de/an,ἰδέα,noun,tw=n,ὁ,article,lo/gwn,λόγος,noun,pepoi/kiltai,ποικίλλω,verb,me\n,μέν,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,*(hrw/dou,Ἡρώδης,proper,pleonekthma/twn,πλεονέκτημα,noun,lei/petai,λείπω,verb,de\,δέ,particle,au)tw=n,αὐτός,pronoun,tou=,ὁ,article,e(toi/mou,ἑτοῖμος,adjective,kaqa/per,καθά,adverb,e)n,ἐν,preposition,zwgrafi/a|,ζωγραφία,noun,h(,ὁ,article,a)/neu,ἄνευ,preposition,xrwma/twn,χρῶμα,noun,e)skiagrafhme/nh,σκιαγραφέω,verb,mi/mhsis,μίμησις,noun,prou)/bh,προβαίνω,verb,de\,δέ,particle,a)\n,ἄν,particle,kai\,καί,conjunction,e)s,εἰς,preposition,to\,ὁ,article,i)/son,ἴσος,adjective,th=s,ὁ,article,a)reth=s,ἀρετή,noun,ei),εἰ,conjunction,mh\,μή,conjunction,penthkontou/ths,πεντηκοντούτης,adjective,a)pe/qanen,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*poludeu/kh,Πολυδεύκης,proper,de\,δέ,particle,to\n,ὁ,article,*naukrati/thn,Ναυκρατίτης,proper,ou)k,οὐ,adverb,oi)=da,οἶδα,verb,ei)/te,εἴτε,adverb,a)pai/deuton,ἀπαίδευτος,adjective,dei=,δέομαι,verb,kalei=n,καλέω,verb,ei)/te,εἴτε,adverb,pepaideume/non,παιδεύω,verb,ei)/q',εἴθε,interjection,o(/per,ὅσπερ,adjective,eu)/hqes,εὐήθης,adjective,do/cei,δοκέω,verb,kai\,καί,conjunction,a)pai/deuton,ἀπαίδευτος,adjective,kai\,καί,conjunction,pepaideume/non,παιδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqumoume/nw|,ἐνθυμέομαι,verb,ga\r,γάρ,particle,au)tou=,αὐτός,pronoun,ta\,ὁ,article,o)no/mata,ὄνομα,adjective,i(kanw=s,ἱκανός,adjective,e)gegu/mnasto,γυμνάζω,verb,th\n,ὁ,article,glw=ttan,γλῶσσα,noun,th=s,ὁ,article,a)ttikizou/shs,Ἀττικίζω,verb,le/cews,λέξις,noun,diorw=nti,διοράω,verb,de\,δέ,particle,to\,ὁ,article,e)n,ἐν,preposition,tai=s,ὁ,article,mele/tais,μελέτη,noun,ei)=dos,εἶδος,noun,ou)de\n,οὐδείς,pronoun,be/ltion,βελτίων,adverb,e(te/rou,ἕτερος,adjective,h)tti/kisen,Ἀττικίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,ou)=n,οὖν,particle,xrh\,χρή,verb,peri\,περί,preposition,au)tou=,αὐτός,pronoun,ei)de/nai,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
