word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS
e)ssume/nws,ἐσσύμενος,adjective,d',δέ,particle,a)/ra,ἄρα,particle,li/knon,λίκνον,noun,e)pw/|xeto,ἐποίχομαι,verb,ku/dimos,κύδιμος,adjective,*(ermh=s,Ἑρμῆς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spa/rganon,σπάργανον,noun,a)mf',ἀμφί,preposition,w)/mois,ὦμος,noun,ei)lume/nos,εἰλύω,verb,h)u/te,ἠύτε,particle,te/knon,τέκνον,noun,nh/pion,νήπιος,adjective,e)n,ἐν,preposition,pala/mh|si,παλάμη,noun,per',περί,preposition,i)gnu/si,ἰγνύς,noun,lai=fos,λαῖφος,noun,a)qu/rwn,ἀθύρω,verb,kei=to,κέω,verb,xe/lun,χέλυς,noun,e)rath\n,ἐρατός,adjective,e)p',ἐπί,preposition,a)ristera\,ἀριστερός,adjective,xeiro\s,χείρ,noun,e)e/rgwn,ἔργω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhte/ra,μήτηρ,noun,d',δέ,particle,ou)k,οὐ,adverb,a)/r',ἄρα,particle,e)/lhqe,λανθάνω,verb,qea\n,θεά,noun,qeo\s,θεός,noun,ei)pe/,εἶπον,verb,te,τε,particle,mu=qon,μῦθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/pte,τίπτε,adverb,su/,σύ,pronoun,poikilomh=ta,ποικιλομήτης,noun,po/qen,πόθεν,adverb,to/de,ὅδε,pronoun,nukto\s,νύξ,adjective,e)n,ἐν,preposition,w(/rh|,ὥρα,adjective,e)/rxh|,ἔρχομαι,verb,a)naidei/hn,ἀναίδεια,adjective,e)pieime/ne,ἐφέζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,se,σύ,pronoun,ma/l',μάλα,adverb,oi)/w,οἶος,adjective,h)\,ἠέ,conjunction,ta/x',τάχα,adjective,a)mh/xana,ἀμήχανος,adjective,desma\,δεσμός,noun,peri\,περί,preposition,pleurh=|sin,πλευρά,noun,e)/xonta,ἔχω,verb,*lhtoi/dou,Λητοίδης,proper,u(po\,ὑπό,preposition,xersi\,χείρ,noun,die\k,διέκ,preposition,proqu/roio,πρόθυρον,noun,perh/sein,περάω,verb,h(\,ὅς,pronoun,se\,σύ,pronoun,fe/ronta,φέρω,verb,metacu\,μεταξύ,adverb,kat',κατά,preposition,a)/gkea,ἄγκος,noun,fhlhteu/sein,φηλητεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rre,ἔρρω,verb,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mega/lhn,μέγας,adverb,se,σύ,pronoun,path\r,πατήρ,noun,e)fu/teuse,φυτεύω,verb,me/rimnan,μέριμνα,noun,qnhtoi=s,θνητός,adjective,a)nqrw/poisi,ἄνθρωπος,noun,kai\,καί,conjunction,a)qana/toisi,ἀθάνατος,adjective,qeoi=si,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,d',δέ,particle,*(ermh=s,Ἑρμῆς,proper,mu/qoisin,μῦθος,noun,a)mei/beto,ἀμείβω,verb,kerdale/oisi,κερδαλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh=ter,μήτηρ,noun,e)mh/,ἐμός,adjective,ti/,τίς,pronoun,me,ἐγώ,pronoun,tau=ta,οὗτος,pronoun,dedi/skeai,,,h)u/te,ἠύτε,particle,te/knon,τέκνον,noun,nh/pion,νήπιος,adjective,o(\s,ὅς,pronoun,ma/la,μάλα,adverb,pau=ra,παῦρος,adjective,meta\,μετά,preposition,fresi\n,φρήν,noun,ai)/sula,αἴσυλος,adjective,oi)=de,οἶδα,verb,tarbale/on,ταρβαλέος,adjective,kai\,καί,conjunction,mhtro\s,μήτηρ,noun,u(paidei/doiken,ὑποδείδω,verb,e)nipa/s,ἐνιπή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)gw\,ἐγώ,pronoun,te/xnhs,τέχνη,noun,e)pibh/somai,ἐπιβαίνω,verb,h(/,ὅς,pronoun,tis,τις,pronoun,a)ri/sth,ἄριστος,adjective,boukole/wn,βουκολέω,verb,e)me\,ἐγώ,pronoun,kai\,καί,conjunction,se\,σύ,pronoun,diampere/s,διαμπερές,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,qeoi=si,θεός,noun,nw=i,ἐγώ,pronoun,met',μετά,preposition,a)qana/toisin,ἀθάνατος,adjective,a)dw/rhtoi,ἀδώρητος,adjective,kai\,καί,conjunction,a)/listoi,ἄλιστος,adjective,au)tou=,αὐτός,pronoun,th=|de,ὅδε,pronoun,me/nontes,μένω,verb,a)neco/meq',ἀνέχω,verb,w(s,ὡς,conjunction,su\,σύ,pronoun,keleu/eis,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be/lteron,βέλτερος,adjective,h)/mata,ἦμαρ,noun,pa/nta,πᾶς,adjective,met',μετά,preposition,a)qana/tois,ἀθάνατος,adjective,o)ari/zein,ὀαρίζω,verb,plou/sion,πλούσιος,adjective,a)fneio/n,ἀφνειός,adjective,polulh/ion,πολυλήιος,adjective,h)\,ἠέ,conjunction,kata\,κατά,preposition,dw=ma,δῶμα,noun,a)/ntrw|,ἄντρον,noun,e)n,ἐν,preposition,h)ero/enti,ἠερόεις,adjective,qaasse/men,θαάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,ἀμφί,preposition,de\,δέ,particle,timh=s,τιμή,noun,ka)gw\,ἐγώ,pronoun,th=s,ὁ,article,o(si/hs,ὁσία,noun,e)pibh/somai,ἐπιβαίνω,verb,h(=s,ὅς,pronoun,per,πέρ,particle,*)apo/llwn,Ἀπόλλων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,ke,ἄν,particle,mh\,μή,conjunction,dw/h|si,δίδωμι,verb,path\r,πατήρ,noun,e)mo/s,ἐμός,adjective,h(=,ἧ,adverb,toi,τοι,particle,e)/gwge,ἐγώ,pronoun,peirh/sw,πειράω,verb,du/namai,δύναμαι,verb,fhlhte/wn,φηλητής,noun,o)/rxamos,ὄρχαμος,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,m',ἐγώ,pronoun,e)reunh/sei,ἐρευνάω,verb,*lhtou=s,Λητώ,proper,e)rikude/os,ἐρικυδής,adjective,ui(o/s,υἱός,noun,a)/llo,ἄλλος,adjective,ti/,τίς,pronoun,oi(,ἕ,pronoun,kai\,καί,conjunction,mei=zon,μέγας,adverb,o)i/omai,οἴομαι,verb,a)ntibolh/sein,ἀντιβολέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=mi,εἶμι,verb,ga\r,γάρ,particle,e)s,εἰς,preposition,*puqw=na,Πυθών,proper,me/gan,μέγας,adverb,do/mon,δόμος,noun,a)ntitorh/swn,ἀντιτορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,a(/lis,ἅλις,adverb,tri/podas,τρίπους,adjective,perikalle/as,περικαλλής,adverb,h)de\,ἠδέ,conjunction,le/bhtas,λέβης,noun,porqh/sw,πορθέω,verb,kai\,καί,conjunction,xruso/n,χρυσός,noun,a(/lis,ἅλις,adverb,t',τε,particle,ai)/qwna,αἴθων,noun,si/dhron,σίδηρον,noun,kai\,καί,conjunction,pollh\n,πολύς,adjective,e)sqh=ta,ἐσθής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,o)/yeai,ὁράω,verb,ai)/,εἰ,conjunction,k',ἄν,particle,e)qe/lh|sqa,ἐθέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,oi(\,ἕ,pronoun,me/n,μέν,particle,r(',ἄρα,particle,e)pe/essi,ἔπος,adjective,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,a)go/reuon,ἀγορεύω,verb,ui(o/s,υἱός,noun,t',τε,particle,ai)gio/xoio,αἰγίοχος,adjective,*dio\s,Ζεύς,proper,kai\,καί,conjunction,po/tnia,πότνια,noun,*mai=a,Μαῖα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)hw\s,Ἠώς,proper,d',δέ,particle,h)rige/neia,ἠριγένεια,noun,fo/ws,φόως,noun,qnhtoi=si,θνητός,adjective,fe/rousa,φέρω,verb,w)/rnut',ὄρνυμι,verb,a)p',ἀπό,preposition,*)wkeanoi=o,Ὠκεανός,proper,baqurro/ou,βαθύρροος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,*)apo/llwn,Ἀπόλλων,proper,*)ogxhsto/nd',,,a)fi/kane,ἀφικάνω,verb,kiw/n,κίω,verb,poluh/raton,πολυήρατος,adjective,a)/lsos,ἄλσος,noun,a(gno\n,ἁγνός,adjective,e)risfara/gou,ἐρισφάραγος,adjective,*gaiho/xou,Γαιήοχος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqa,ἔνθα,adverb,ge/ronta,γέρων,noun,knw/dalon,κνώδαλον,noun,eu(=re,εὑρίσκω,verb,ne/monta,νέμω,verb,par',παρά,preposition,e)/codon,ἔξοδος,noun,e(/rkeos,ἕρκος,noun,au)lh=s,αὐλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,pro/teros,πρότερος,adjective,prose/fh,πρόσφημι,verb,*lhtou=s,Λητώ,proper,e)rikude/os,ἐρικυδής,adjective,ui(o/s,υἱός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,ge/ron,γέρων,noun,*)ogxhstoi=o,Ὀγχηστόν,proper,batodro/pe,βατοδρόπος,adjective,poih/entos,ποιήεις,adjective,bou=s,βοῦς,noun,a)po\,ἀπό,preposition,*pieri/hs,Πιερία,proper,dizh/menos,δίζημαι,verb,e)nqa/d',ἐνθάδε,adverb,i(ka/nw,ἱκάνω,verb,pa/sas,πᾶς,adjective,qhlei/as,θῆλυς,adjective,pa/sas,πᾶς,adjective,kera/essin,κέρας,noun,e(likta/s,ἑλικτός,adjective,e)c,ἐκ,preposition,a)ge/lhs,ἀγέλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,tau=ros,ταῦρος,noun,e)bo/sketo,βόσκω,verb,mou=nos,μόνος,adjective,a)p',ἀπό,preposition,a)/llwn,ἄλλος,adjective,kua/neos,κυάνεος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xaropoi\,χαροπός,adjective,de\,δέ,particle,ku/nes,κύων,noun,kato/pisqen,κατόπισθεν,adverb,e(/ponto,ἕπομαι,verb,te/ssares,τέσσαρες,noun,h)u/te,ἠύτε,particle,fw=tes,φώς,adjective,o(mo/frones,ὁμόφρων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,me\n,μέν,particle,e)/leifqen,λείπω,verb,oi(/,ἕ,pronoun,te,τε,particle,ku/nes,κύων,noun,o(/,ὅς,pronoun,te,τε,particle,tau=ros,ταῦρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,dh\,δή,particle,peri\,περί,preposition,qau=ma,θαῦμα,noun,te/tuktai,τεύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tai\,ὁ,article,d',δέ,particle,e)/ban,βαίνω,verb,h)eli/oio,ἥλιος,noun,ne/on,νέος,adjective,kataduome/noio,καταδύω,verb,e)k,ἐκ,preposition,malakou=,μαλακός,adjective,leimw=nos,λειμών,noun,a)po\,ἀπό,preposition,glukeroi=o,γλυκερός,adjective,nomoi=o,νομός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta/,οὗτος,pronoun,moi,ἐγώ,pronoun,ei)pe/,εἶπον,verb,geraie\,γεραιός,adjective,palaigene/s,παλαιγενής,adjective,ei)/,εἰ,conjunction,pou,πού,adverb,o)/pwpas,ὁράω,verb,a)ne/ra,ἀνήρ,noun,tai=sd',ὅδε,pronoun,e)pi\,ἐπί,preposition,bousi\,βοῦς,noun,diaprh/ssonta,διαπράσσω,verb,ke/leuqon,κέλευθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,d',δέ,particle,o(,ὁ,article,ge/rwn,γέρων,noun,mu/qoisin,μῦθος,noun,a)meibo/menos,ἀμείβω,verb,prose/eipen,προσεῖπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/los,φίλος,adjective,a)rgale/on,ἀργαλέος,adjective,me/n,μέν,particle,o(/s',ὅσος,adjective,o)fqalmoi=sin,ὀφθαλμός,noun,i)/doito,εἶδον,verb,pa/nta,πᾶς,adjective,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,ga\r,γάρ,particle,o(do\n,ὁδός,adjective,prh/ssousin,πράσσω,verb,o(di=tai,ὁδίτης,noun,tw=n,ὁ,article,oi(\,ἕ,pronoun,me\n,μέν,particle,kaka\,κακός,adjective,polla\,πολύς,adjective,memao/tes,μέμαα,verb,oi(\,ἕ,pronoun,de\,δέ,particle,ma/l',μάλα,adverb,e)sqla\,ἐσθλός,adjective,foitw=sin,φοιτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xalepo\n,χαλεπός,adjective,de\,δέ,particle,dah/menai/,δάω,verb,e)stin,εἰμί,verb,e(/kaston,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)gw\,ἐγώ,pronoun,pro/pan,πρόπας,adjective,h)=mar,ἦμαρ,noun,e)s,εἰς,preposition,h)e/lion,ἥλιος,noun,katadu/nta,καταδύω,verb,e)/skapton,σκάπτω,verb,peri\,περί,preposition,gouno\n,γουνός,noun,a)lwh=s,ἀλωεύς,noun,oi)nope/doio,οἰνόπεδον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pai=da,παῖς,adjective,d',δέ,particle,e)/doca,δοκέω,verb,fe/riste,φέριστος,adjective,safe\s,σαφής,adverb,d',δέ,particle,ou)k,οὐ,adverb,oi)=da,οἶδα,verb,noh=sai,νοέω,verb,o(/s,ὅς,pronoun,tis,τις,pronoun,o(,ὁ,article,pai=s,πᾶς,adjective,a(/ma,ἅμα,adverb,bousi\n,βοῦς,noun,e)ukrai/rh|sin,εὔκραιρος,adjective,o)ph/dei,ὀπαδέω,verb,nh/pios,νήπιος,adjective,ei)=xe,ἔχω,verb,de\,δέ,particle,r(a/bdon,ῥάβδος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pistrofa/dhn,ἐπιστροφάδην,adverb,d',δέ,particle,e)ba/dizen,βαδίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)copi/sw,ἐξοπίσω,adverb,d',δέ,particle,a)ne/erge,ἀνείργω,verb,ka/rh,κάρα,noun,d',δέ,particle,e)/xen,ἔχω,verb,a)nti/on,ἀντίον,adjective,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fh=,φημί,verb,r(',ἄρα,particle,o(,ὁ,article,ge/rwn,γέρων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,de\,δέ,particle,qa=sson,θάσσων,adjective,o(do\n,ὁδός,adjective,ki/e,κίω,verb,mu=qon,μῦθος,noun,a)kou/sas,ἀκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)wno\n,οἰωνός,noun,d',δέ,particle,e)no/ei,νοέω,verb,tanusi/pteron,τανυσίπτερος,adjective,au)ti/ka,αὐτίκα,adverb,d',δέ,particle,e)/gnw,γιγνώσκω,verb,fhlhth\n,φηλητής,noun,gegaw=ta,γίγνομαι,verb,*dio\s,Ζεύς,proper,pai=da,παῖς,adjective,*kroni/wnos,Κρονίων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ssume/nws,ἐσσύμενος,adjective,d',δέ,particle,h)/icen,ἀίσσω,verb,a)/nac,ἄναξ,noun,*dio\s,Ζεύς,proper,ui(o\s,υἱός,noun,*)apo/llwn,Ἀπόλλων,proper,e)s,εἰς,preposition,*pu/lon,Πύλος,proper,h)gaqe/hn,ἠγάθεος,adjective,dizh/menos,δίζημαι,verb,ei)li/podas,εἰλίπους,adjective,bou=s,βοῦς,noun,porfure/h|,πορφύρεος,adjective,nefe/lh|,νεφέλη,noun,kekalumme/nos,καλύπτω,verb,eu)re/as,εὐρύς,adjective,w)/mous',ὦμος,noun,i)/xnia/,ἴχνιον,noun,t',τε,particle,ei)seno/hsen,εἰσνοέω,verb,*(ekhbo/los,ἑκηβόλος,adjective,ei)=pe/,εἶπον,verb,te,τε,particle,mu=qon,μῦθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,po/poi,πόποι,interjection,h)=,ἦ,adverb,me/ga,μέγας,adverb,qau=ma,θαῦμα,noun,to/d',ὅδε,pronoun,o)fqalmoi=sin,ὀφθαλμός,noun,o(rw=mai,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/xnia,ἴχνιον,noun,me\n,μέν,particle,ta/de,ὅδε,pronoun,g',γε,particle,e)sti\,εἰμί,verb,bow=n,βόα,noun,o)rqokraira/wn,ὀρθόκραιρος,adjective,a)lla\,ἀλλά,adverb,pa/lin,πάλιν,adverb,te/traptai,τρέπω,verb,e)s,εἰς,preposition,a)sfodelo\n,ἀσφόδελος,noun,leimw=na,λειμών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
