word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/91/lemma/@_entry,word/91/lemma/@_POS
di',διά,preposition,e)kei=non,ἐκεῖνος,pronoun,ga\r,γάρ,particle,w(=n,ὅς,pronoun,ei)=pen,εἶπον,verb,ou)de\n,οὐδείς,pronoun,ei)pei=n,dia\,διά,preposition,de\,δέ,particle,th\n,ὁ,article,po/lin,πόλις,adjective,e)/sesqai,εἰμί,verb,de\,δέ,particle,su/mboulos,σύμβουλος,noun,i)di/a|,ἴδιος,adjective,parakalou/menos,παρακαλέω,verb,e)a\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,parakalh=tai,παρακαλέω,verb,dhmosi/a|,δημοσίᾳ,adverb,fra/sein,φράζω,verb,to\,ὁ,article,faino/menon,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶπον,verb,,,,
toiou=tos,τοιοῦτος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,*ka/twn,κάτος,adjective,e)n,ἐν,preposition,pa=si,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pomph/i+os,Πομπήιος,proper,de\,δέ,particle,parelqw\n,παρέρχομαι,verb,ei)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,e)/ghme,*kornhli/an,,,qugate/ra,θυγάτηρ,adjective,*mete/llou,Μέτελλος,proper,*skhpi/wnos,,,ou),οὐ,adverb,parqe/non,παρθένος,noun,a)lla\,ἀλλά,adverb,xh/ran,χήρα,noun,a)poleleimme/nhn,ἀπολείπω,verb,newsti\,νεωστί,adverb,*popli/ou,Πόπλιος,proper,tou=,ὁ,article,*kra/ssou,Κράσσος,proper,paido/s,παῖς,adjective,w(=|,ὅς,pronoun,sunw/|khsen,συνοικέω,verb,e)k,ἐκ,preposition,parqeni/as,παρθενία,noun,e)n,ἐν,preposition,*pa/rqois,Πάρθοι,proper,teqnhko/tos,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γαμέω,verb,,,,
e)nh=n,ἔνειμι,verb,de\,δέ,particle,th=|,ὁ,article,ko/rh|,κόρη,noun,polla\,πολύς,adjective,fi/ltra,φίλτρον,noun,di/xa,tw=n,ὁ,article,a)f',ἀπό,preposition,w(/ras,ὥρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δίχα,adverb,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,peri\,περί,preposition,gra/mmata,γράμμα,noun,kalw=s,καλός,noun,h)/skhto,ἀσκέω,verb,kai\,peri\,περί,preposition,lu/ran,λύρα,adjective,kai\,καί,conjunction,gewmetri/an,γεωμετρία,noun,kai\,καί,conjunction,lo/gwn,λόγος,noun,filoso/fwn,φιλόσοφος,noun,ei)/qisto,ἐθίζω,verb,xrhsi/mws,χρήσιμος,adjective,a)kou/ein,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,
kai\,καί,conjunction,prosh=n,πρόσειμι,verb,tou/tois,οὗτος,pronoun,h)=qos,ἦθος,adjective,a)hdi/as,ἀηδία,noun,kai\,καί,conjunction,periergi/as,kaqaro/n,καθαρός,adjective,a(\,ὅς,pronoun,dh\,δή,particle,ne/ais,νέα,adjective,prostri/betai,προστρίβω,verb,gunaici\,γυνή,noun,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,maqh/mata,μάθημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περιεργία,noun,,,,
path\r,πατήρ,noun,de\,δέ,particle,kai\,καί,conjunction,ge/nous,γένος,noun,e(/neka,ἕνεκα,preposition,kai\,καί,conjunction,do/chs,a)/memptos,ἄμεμπτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δόξα,noun,,,,
a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,tou=,ὁ,article,ga/mou,γάμος,adjective,toi=s,ὁ,article,me\n,μέν,particle,ou)k,h)/reske,ἀρέσκω,verb,to\,ὁ,article,mh\,μή,conjunction,kaq',κατά,preposition,h(liki/an,ἡλικία,noun,ui(w=|,υἱός,noun,ga\r,γάρ,particle,au)tou=,αὐτός,pronoun,sunoikei=n,συνοικέω,verb,w(/ran,ὥρα,adjective,ei)=xen,ἔχω,verb,h(,ὁ,article,*kornhli/a,,,ma=llon,μᾶλλον,adverb,oi(,ὁ,article,de\,δέ,particle,komyo/teroi,κομψός,adjective,to\,ὁ,article,th=s,ὁ,article,po/lews,πόλις,adjective,h(gou=nto,ἁγέομαι,verb,parewrake/nai,παροράω,verb,to\n,ὁ,article,*pomph/i+on,Πομπήιος,proper,e)n,ἐν,preposition,tu/xais,τύχη,noun,ou)/shs,εἰμί,verb,w(=n,ὅς,pronoun,e)kei=non,ἐκεῖνος,pronoun,i)atro\n,ἰατρός,noun,h(/|rhtai,kai\,καί,conjunction,mo/nw|,μόνος,adjective,parade/dwken,παραδίδωμι,verb,au(th/n,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐ,adverb,αἱρέω,verb,,
o(,ὁ,article,de\,δέ,particle,stefanou=tai,στεφανόω,verb,kai\,καί,conjunction,qu/ei,θύω,verb,ga/mous,γάμος,adjective,au)th\n,th\n,ὁ,article,u(patei/an,ὑπατεία,noun,o)fei/lwn,ὀφείλω,verb,h(gei=sqai,ἡγέομαι,verb,sumfora/n,συμφορά,noun,ou)k,οὐ,adverb,a)\n,ἄν,particle,ou(/tw,οὕτως,adverb,parano/mws,παράνομος,adjective,doqei=san,δίδωμι,verb,eu)tuxou/shs,εὐτυχέω,verb,th=s,ὁ,article,patri/dos,πατρίς,adjective,e)pei\,ἐπεί,conjunction,de\,δέ,particle,tai=s,ὁ,article,di/kais,δίκη,adjective,tw=n,ὁ,article,dwrodokiw=n,δωροδοκία,noun,kai\,καί,conjunction,dekasmw=n,δεκασμός,noun,e)pista/s,ἐφίστημι,verb,kai\,καί,conjunction,no/mous,νόμος,noun,gra/yas,γράφω,verb,kaq',κατά,preposition,ou(\s,ὅς,pronoun,ai(,ὁ,article,kri/seis,κρίσις,adjective,e)gi/nonto,γίγνομαι,verb,ta\,me\n,μέν,particle,a)/lla,ἄλλος,adjective,semnw=s,σεμνός,adjective,e)bra/beue,βραβεύω,verb,kai\,καί,conjunction,kaqarw=s,καθαρός,adjective,a)sfa/leian,ἀσφάλεια,noun,a(/ma,ἅμα,adverb,kai\,καί,conjunction,ko/smon,κόσμος,noun,kai\,καί,conjunction,h(suxi/an,ἡσυχία,noun,au)tou=,αὐτός,pronoun,proskaqhme/nou,προσκάθημαι,verb,meq',μετά,preposition,o(/plwn,ὅπλον,noun,toi=s,ὁ,article,dikasthri/ois,δικαστήριον,noun,pare/xwn,παραχώννυμι,verb,*skhpi/wnos,,,de\,δέ,particle,tou=,ὁ,article,penqerou=,πενθερός,noun,krinome/nou,κρίνω,verb,metapemya/menos,μεταπέμπω,verb,oi)/kade,οἴκαδε,adverb,tou\s,ὁ,article,e(ch/konta,ἑξήκοντα,adjective,kai\,καί,conjunction,triakosi/ous,τριακόσιοι,adjective,dikasta\s,δικαστής,noun,e)ne/tuxe,ἐντυγχάνω,verb,bohqei=n,βοηθέω,verb,o(,ὁ,article,de\,δέ,particle,kath/goros,κατήγορος,noun,a)pe/sth,ἀφίστημι,verb,th=s,ὁ,article,di/khs,δίκη,adjective,i)dw\n,εἶδον,verb,to\n,ὁ,article,*skhpi/wna,,,propempo/menon,προπέμπω,verb,e)c,ἐκ,preposition,a)gora=s,ἀγορά,noun,u(po\,ὑπό,preposition,tw=n,ὁ,article,dikastw=n,δικαστής,noun,pa/lin,πάλιν,adverb,ou)=n,οὖν,particle,h)/koue,ἀκούω,verb,kakw=s,κακός,adjective,e)/ti,ἔτι,adverb,de\,ma=llon,μᾶλλον,adverb,o(/ti,ὅστις,pronoun,lu/sas,λύω,verb,no/mw|,νόμος,noun,tou\s,ὁ,article,ginome/nous,γίγνομαι,verb,peri\,περί,preposition,tw=n,ὁ,article,krinome/nwn,κρίνω,verb,e)pai/nous,ἔπαινος,noun,au)to\s,αὐτός,pronoun,ei)sh=lqe,εἰσέρχομαι,verb,*pla/gkon,,,e)paineso/menos,ἐπαινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,ὁ,article,δέ,particle
kai\,καί,conjunction,*ka/twn,κάτος,adjective,'e)/tuxe,τυγχάνω,verb,ga\r,γάρ,particle,kri/nwn',κρίνω,verb,e)pisxo/menos,ἐπίσχω,verb,ta\,w)=ta,οὖς,noun,tai=s,ὁ,article,xersi\n,χείρ,noun,ou)k,οὐ,adverb,e)/fh,φημί,verb,kalw=s,καλός,noun,e)/xein,ἔχω,verb,au)tw=|,αὐτός,pronoun,para\,παρά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,a)kou/ein,ἀκούω,verb,tw=n,ὁ,article,e)pai/nwn,ἔπαινος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,
o(/qen,ὅθεν,adverb,o(,ὁ,article,me\n,μέν,particle,*ka/twn,κάτος,adjective,a)peblh/qh,ἀποβάλλω,verb,pro\,πρό,preposition,tou=,fe/rein,φέρω,verb,th\n,ὁ,article,yh=fon,ψῆφος,noun,e(a/lw,ἁλίσκομαι,verb,de\,δέ,particle,tai=s,ὁ,article,a)/llais,ἄλλος,adjective,o(,ὁ,article,*pla/gkos,,,su\n,σύν,preposition,ai)sxu/nh|,αἰσχύνη,adjective,tou=,ὁ,article,*pomphi/+ou,Πομπήιος,proper,kai\,καί,conjunction,ga\r,γάρ,particle,o)li/gais,ὀλίγος,adjective,u(/steron,ὕστερος,adjective,h(me/rais,ἡμέρα,noun,*(uyai=os,,,a)nh\r,ἀνήρ,noun,u(patiko/s,ὑπατικός,adjective,di/khn,δίκη,adjective,feu/gwn,φεύγω,verb,kai\,καί,conjunction,parafula/cas,παραφυλάσσω,verb,to\n,ὁ,article,*pomph/i+on,Πομπήιος,proper,e)pi\,ἐπί,preposition,dei=pnon,δεῖπνον,noun,a)pio/nta,ἄπειμι,verb,leloume/non,i(ke/teue,ἱκετεύω,verb,tw=n,ὁ,article,gona/twn,γόνυ,noun,labo/menos,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,λούω,verb,,
o(,ὁ,article,de\,δέ,particle,parh=lqen,παρέρχομαι,verb,u(peroptikw=s,ὑπεροπτικός,adjective,ei)pw\n,εἶπον,verb,diafqei/rein,διαφθείρω,verb,to\,dei=pnon,δεῖπνον,noun,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,
a)/llo,ἄλλος,adjective,de\,δέ,particle,mhde\n,μηδείς,pronoun,perai/nein,περαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
