word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS
ei)po/ntos,εἶπον,verb,de\,δέ,particle,tou=,ὁ,article,*)arxi/ou,fuga/das,φυγάς,noun,w)=,ὦ,interjection,*xa/rwn,Χάρων,proper,a)kou/omen,ἀκούω,verb,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,kru/ptesqai,κρύπτω,verb,pareiselqo/ntas,παρεισέρχομαι,verb,ou),οὐ,adverb,metri/ws,μέτριος,adjective,e)gw\,ἐγώ,pronoun,diataraxqei/s,διαταράσσω,verb,pou=,πού,adverb,Ἀρχίης,proper,d',δέ,particle,ei)=pon,εἶπον,verb,ei)=nai,εἰμί,verb,le/gontai,λέγω,verb,kai\,καί,conjunction,ti/nes,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gnoou=men,ἀγνοέω,verb,o(,ὁ,article,*)arxi/as,Ἀρχίης,proper,ei)=pe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,se,σύ,pronoun,tou/tou,οὗτος,pronoun,xa/rin,e)lqei=n,ἔρχομαι,verb,e)keleu/samen,κελεύω,verb,ei),εἰ,conjunction,dh/,δή,particle,ti,τις,pronoun,tugxa/nois,τυγχάνω,verb,safe/steron,σαφής,adverb,a)khkow/s,ἀκούω,verb,,,,,,,,,,,,,,,,,,,χάρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,mikro\n,μικρός,adjective,w(/sper,ὥσπερ,adverb,e)k,plhgh=s,πληγή,noun,a)nafe/rwn,ἀναφέρω,verb,th\n,ὁ,article,dia/noian,διάνοια,noun,e)logizo/mhn,λογίζομαι,verb,lo/gon,λόγος,noun,ei)=nai,εἰμί,verb,th\n,ὁ,article,mh/nusin,μήνυσις,noun,ou),οὐ,adverb,be/baion,βέβαιος,adjective,ou)d',οὐδέ,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,ἐκ,preposition,suneido/twn,σύνοιδα,verb,e)cenhne/xqai,ἐκφέρω,verb,th\n,ὁ,article,pra=cin,πρᾶξις,adjective,ou)deno/s,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,a)gnoei=n,th\n,ὁ,article,oi)ki/an,οἰκία,noun,au)tou/s,αὐτός,pronoun,ei)/,εἰ,conjunction,tis,τις,pronoun,ei)dw\s,οἶδα,verb,a)kribw=s,ἀκριβῶς,adverb,e)mh/nuen,μηνύω,verb,,,,,,,,,,,,,,,,,,,ἀγνοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llws,ἄλλως,adverb,d',δέ,particle,u(poyi/an,ὑποψία,noun,h)\,lo/gon,λόγος,noun,a)/shmon,ἄσημος,adjective,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,perifero/menon,περιφέρω,verb,h(/kein,ἥκω,verb,ei)s,εἰς,preposition,e)kei/nous,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pon,εἶπον,verb,ou)=n,οὖν,particle,pro\s,πρός,preposition,au)to\n,o(/ti,ὅστις,pronoun,zw=ntos,ζάω,verb,me\n,μέν,particle,*)androklei/dou,Ἀνδροκλείδης,proper,polla/kis,πολλάκις,adverb,e)pi/stamai,ἐφίστημι,verb,fh/mas,φήμη,noun,toiau/tas,τοιοῦτος,adjective,r(uei/sas,ῥέω,verb,diakenh=s,διακενῆς,adverb,kai\,καί,conjunction,lo/gous,λόγος,noun,yeudei=s,ψευδής,adverb,e)noxlh/santas,ἐνοχλέω,verb,αὐτός,pronoun,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuni\,νυνί,adverb,d',δέ,particle,e)/fhn,φημί,verb,ou)de\n,a)kh/koa,ἀκούω,verb,toiou=ton,τοιοῦτος,adjective,w)=,ὦ,interjection,*)arxi/a,Ἀρχίης,proper,ske/yomai,σκέπτομαι,verb,de\,δέ,particle,to\n,ὁ,article,lo/gon,λόγος,noun,ei),εἰ,conjunction,keleu/eis,κελεύω,verb,,,,,,,,,,,,,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)\n,κἀν,conjunction,pu/qwmai/,πύθω,verb,ti,τις,pronoun,fronti/dos,a)/cion,ἄξιος,adjective,ou),οὐ,adverb,lh/setai,λανθάνω,verb,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φροντίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nu,πάνυ,adverb,me\n,μέν,particle,ou)=n,οὖν,particle,o(,*fulli/das,Φυλλίς,proper,ei)=pe,εἶπον,verb,mhde/n,μηδείς,pronoun,w)=,ὦ,interjection,*xa/rwn,Χάρων,proper,a)diereu/nhton,ἀδιερεύνητος,adjective,mhd',μηδέ,particle,a)/puston,ἄπυστος,adjective,u(pe\r,ὑπέρ,preposition,tou/twn,οὗτος,pronoun,a)poli/ph|s,ἀπολείπω,verb,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,kwlu/ei,κωλύω,verb,mhdeno\s,katafronei=n,καταφρονέω,verb,a)lla\,ἀλλά,adverb,pa/nta,πᾶς,adjective,fula/ttesqai,φυλάσσω,verb,kai\,καί,conjunction,prose/xein,προσέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,μηδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalo\n,καλός,noun,ga\r,γάρ,particle,h(,ὁ,article,pro/noia,kai\,καί,conjunction,to\,ὁ,article,a)sfale/s,ἀσφαλής,adjective,a(/ma,ἅμα,adverb,de\,δέ,particle,to\n,ὁ,article,*)arxi/an,Ἀρχίης,proper,u(polabw\n,ὑπολαμβάνω,verb,a)ph=gen,ἀπάγω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,oi)=kon,οἶκος,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,πρόνοια,noun,pi/nontes,πίνω,verb,tugxa/nousin,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\,μή,conjunction,me/llwmen,μέλλω,verb,a)/ndres,e)/fh,φημί,verb,proseuca/menoi,προσεύχομαι,verb,de\,δέ,particle,toi=s,ὁ,article,qeoi=s,θεός,noun,e)ci/wmen,ἔξειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,tou=,ὁ,article,*xa/rwnos,Χάρων,proper,ei)po/ntos,eu)xo/meqa,εὔχομαι,verb,toi=s,ὁ,article,qeoi=s,θεός,noun,kai\,καί,conjunction,parekalou=men,παρακαλέω,verb,a)llh/lous,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ra,ὥρα,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,h)=n,kaq',κατά,preposition,h(\n,ὅς,pronoun,a(/nqrwpoi,ἄνθρωπος,noun,ma/lista,μάλιστα,adverb,peri\,περί,preposition,dei=pno/n,δεῖπνον,noun,ei)si,εἰμί,verb,to\,ὁ,article,de\,δέ,particle,pneu=ma,πνεῦμα,noun,ma=llon,μᾶλλον,adverb,e)pitei=non,ἐπιτείνω,verb,h)/dh,ἤδη,adverb,nifeto\n,νιφετός,noun,εἰμί,verb,u(peki/nei,ὑποκινέω,verb,yeka/di,ψεκάς,noun,lepth=|,λεπτός,adjective,memigme/non,μίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,pollh\n,πολύς,adjective,e)rhmi/an,ἐρημία,noun,ei)=nai,dia\,διά,preposition,tw=n,ὁ,article,stenwpw=n,στενωπός,adjective,dieciou=sin,διέξειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,e)pi\,to\n,ὁ,article,*leonti/dhn,,,kai\,καί,conjunction,to\n,ὁ,article,*(upa/thn,ὑπάτη,noun,taxqe/ntes,τάσσω,verb,e)ggu\s,ἐγγύς,adverb,a)llh/lwn,ἀλλήλων,pronoun,oi)kou=ntas,οἰκέω,verb,e)n,ἐν,preposition,i(mati/ois,ἱμάτιον,adjective,e)ch/|esan,ἔξειμι,verb,e)/xontes,ἔχω,verb,ou)de\n,οὐδείς,pronoun,ἐπί,preposition,e(/teron,ἕτερος,adjective,tw=n,ὁ,article,o(/plwn,ὅπλον,noun,h)\,ἠέ,conjunction,ma/xairan,μάχαιρα,noun,e(/kastos,ἕκαστος,adjective,'e)n,ἐν,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,h)=n,εἰμί,verb,kai\,καί,conjunction,*pelopi/das,Πελοπίδης,proper,kai\,καί,conjunction,*damoklei/das,Δαμοκλείδης,proper,kai\,καί,conjunction,*khfiso/dwros',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*xa/rwn,Χάρων,proper,de\,δέ,particle,kai\,καί,conjunction,*me/lwn,kai\,καί,conjunction,oi(,ὁ,article,met',μετά,preposition,au)tw=n,αὐτός,pronoun,e)piti/qesqai,ἐπιτίθημι,verb,toi=s,ὁ,article,peri\,περί,preposition,*)arxi/an,Ἀρχίης,proper,me/llontes,μέλλω,verb,h(miqwra/kia,ἡμιθωράκιον,adjective,e)ndedume/noi,ἐνδύω,verb,kai\,καί,conjunction,stefa/nous,στέφανος,noun,dasei=s,δασύς,adjective,μέλω,verb,e)/xontes,ἔχω,verb,oi(,ἕ,pronoun,me\n,μέν,particle,e)la/ths,ἐλάτης,noun,oi(,ὁ,article,de\,δέ,particle,peu/khs,πεύκη,noun,e)/nioi,ἔνιοι,adjective,de\,δέ,particle,kai\,καί,conjunction,xitw/nia,χιτώνιον,noun,tw=n,ὁ,article,gunaikei/wn,γυναικεῖος,adjective,a)mpexo/menoi,ἀμπέχω,verb,mequ/ontas,μεθύω,verb,a)pomimou/menoi,ἀπομιμέομαι,verb,kw/mw|,κῶμος,noun,xrwme/nous,χράομαι,verb,meta\,μετά,preposition,gunaikw=n,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,xei/rwn,χείρων,adverb,w)=,*)arxi/dame,Ἀρχίδαμος,proper,tu/xh,τύχη,noun,kai\,καί,conjunction,ta\s,ὁ,article,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,malaki/as,μαλακία,noun,kai\,καί,conjunction,a)gnoi/as,ἄγνοια,noun,tai=s,ὁ,article,h(mete/rais,ἡμέτερος,adjective,e)panisou=sa,ἐπανισόω,verb,to/lmais,τόλμα,noun,kai\,καί,conjunction,ὦ,interjection,paraskeuai=s,παρασκευή,noun,kai\,καί,conjunction,kaqa/per,καθά,adverb,dra=ma,δρᾶμα,noun,th\n,ὁ,article,pra=cin,πρᾶξις,adjective,h(mw=n,ἐγώ,pronoun,a)p',ἀπό,preposition,a)rxh=s,ἀρχή,noun,diapoiki/llousa,διαποικίλλω,verb,kindunw/desin,κινδυνώδης,adverb,e)peisodi/ois,ἐπεισόδιον,noun,ei)s,εἰς,preposition,au)to\,αὐτός,pronoun,sune/drame,συντρέχω,verb,to\,ὁ,article,e)/rgon,ἔργον,noun,o)cu\n,ὀξύς,adjective,e)pife/rousa,ἐπιφέρω,verb,kai\,καί,conjunction,deino\n,δεινός,adjective,a)nelpi/stou,ἀνέλπιστος,adjective,peripetei/as,περιπέτεια,noun,a)gw=na,ἀγών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
