word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS
kai\,καί,conjunction,nu=n,νῦν,adverb,me\n,μέν,particle,w(s,ὡς,conjunction,dh\,δή,particle,ce/non,ξένος,noun,a)/gwn,ἄγω,verb,s',σύ,pronoun,e)fe/stion,ἐφέστιος,adjective,dei/pnoisi,δεῖπνον,noun,te/ryw,τέρπω,verb,th=s,ὁ,article,d',δέ,particle,*)aqhnai/wn,Ἀθήναια,proper,xqono\s,χθών,noun,a)/cw,ἄγνυμι,verb,qeath\n,θεατής,noun,dh=qen,δῆθεν,adverb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,o)/nt',εἰμί,verb,e)mo/n,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,gunai=ka,γυνή,noun,th\n,ὁ,article,e)mh\n,ἐμός,adjective,ou),οὐ,adverb,bou/lomai,βούλομαι,verb,lupei=n,λυπέω,verb,a)/teknon,ἄτεκνος,adjective,ou)=san,εἰμί,verb,au)to\s,αὐτός,pronoun,eu)tuxw=n,εὐτυχής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xro/nw|,χρόνος,noun,de\,δέ,particle,kairo\n,καιρός,noun,lamba/nwn,λαμβάνω,verb,prosa/comai,προσάγω,verb,da/mart',δάμαρ,noun,e)a=n,ἀίω,verb,se,σύ,pronoun,skh=ptra,σκῆπτρον,noun,ta)/m',ἁμός,adjective,e)/xein,ἔχω,verb,xqono/s,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/iwna,Ἴων,proper,d',δέ,particle,o)noma/zw,ὀνομάζω,verb,se,σύ,pronoun,th=|,ὁ,article,tu/xh|,τύχη,noun,pre/pon,πρέπω,verb,o(qou/nek',ὁθούνεκα,conjunction,a)du/twn,ἄδυτον,noun,e)cio/nti,ἔξειμι,verb,moi,ἐγώ,pronoun,qeou=,θεός,noun,i)/xnos,ἴχνος,noun,sunh=yas,συνάπτω,verb,prw=tos,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tw=n,ὁ,article,fi/lwn,φίλος,adjective,plh/rwm',πλήρωμα,noun,a)qroi/sas,ἀθρέω,verb,bouqu/tw|,,,su\n,σύν,preposition,h(donh=|,ἡδονά,noun,pro/seipe,προσεῖπον,verb,me/llwn,μέλλω,verb,*delfi/d',Δελφικός,adjective,e)klipei=n,ἐκλείπω,verb,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mi=n,σύ,pronoun,de\,δέ,particle,siga=n,σιγάω,verb,dmwi/+des,δμωίς,noun,le/gw,λέγω,verb,ta/de,ὅδε,pronoun,h)\,ἠέ,conjunction,qa/naton,θάνατος,adjective,ei)pou/saisi,εἶπον,verb,pro\s,πρός,preposition,da/mart',δάμαρ,noun,e)mh/n,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stei/xoim',στείχω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(\n,εἷς,adjective,de\,δέ,particle,th=s,ὁ,article,tu/xhs,τύχη,noun,a)/pesti/,ἄπειμι,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,mh\,μή,conjunction,ga\r,γάρ,particle,h(/tis,ὅστις,pronoun,m',ἐγώ,pronoun,e)/teken,τίκτω,verb,eu(rh/sw,εὑρίσκω,verb,pa/ter,πατήρ,noun,a)bi/wton,ἀβίωτος,adjective,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)peu/casqai,ἐπεύχομαι,verb,xrew/n,χρεών,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,*)aqhnw=n,Ἀθήνη,proper,m',ἐγώ,pronoun,h(,ὁ,article,tekou=s',τίκτω,verb,ei)/h,ἀίω,verb,gunh/,γυνή,noun,w(/s,ὡς,conjunction,moi,ἐγώ,pronoun,ge/nhtai,γίγνομαι,verb,mhtro/qen,μητρόθεν,adverb,parrhsi/a,παρρησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqara\n,καθαρός,adjective,ga\r,γάρ,particle,h)/n,ἐάν,conjunction,tis,τις,pronoun,e)s,εἰς,preposition,po/lin,πόλις,adjective,pe/sh|,πίπτω,verb,ce/nos,ξένος,noun,ka)\n,κἀν,conjunction,toi=s,ὁ,article,lo/goisin,λόγος,noun,a)sto\s,ἀστός,noun,h)=|,εἰμί,verb,to/,ὁ,article,ge,γε,particle,sto/ma,στόμα,noun,dou=lon,δοῦλος,noun,pe/patai,πάομαι,verb,kou)k,οὐ,adverb,e)/xei,ἔχω,verb,parrhsi/an,παρρησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=,ὁράω,verb,da/krua,δάκρυον,noun,kai\,καί,conjunction,penqi/mous,πένθιμος,adjective,a)lalaga\s,ἀλαλαγή,noun,stenagma/twn,στέναγμα,noun,t',τε,particle,e)sbola/s,εἰσβολή,noun,o(/tan,ὅταν,conjunction,e)ma\,ἐμός,adjective,tu/rannos,τύραννος,noun,eu)paidi/an,εὐπαιδία,noun,po/sin,πόσις,noun,e)/xont',ἔχω,verb,ei)dh=|,οἶδα,verb,au)th\,αὐτός,pronoun,d',δέ,particle,a)/pais,ἄπαις,noun,h)=|,εἰμί,verb,kai\,καί,conjunction,leleimme/nh,λείπω,verb,te/knwn,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/n',τίς,pronoun,w)=,ὦ,interjection,pai=,παῖς,adjective,pro/manti,πρόμαντις,noun,*latou=s,Λητώ,proper,e)/xrhsas,χράω,verb,u(mnw|di/an,ὑμνῳδία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/qen,πόθεν,adverb,o(,ὁ,article,pai=s,πᾶς,adjective,o(/d',ὅδε,pronoun,a)mfi\,ἀμφί,preposition,naou\s,ναός,noun,se/qen,σύ,pronoun,tro/fimos,τρόφιμος,adjective,e)ce/ba,ἐκβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gunaikw=n,γυνή,noun,ti/nos,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga/r,γάρ,particle,me,ἐγώ,pronoun,sai/nei,σαίνω,verb,qe/sfata,θέσφατος,adjective,mh/,μή,conjunction,tin',τις,pronoun,e)/xh|,ἔχω,verb,do/lon,δόλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deimai/nw,δειμαίνω,verb,sumfora/n,συμφορά,noun,e)f',ἐπί,preposition,o(/,ὅς,pronoun,pote,ποτέ,particle,ba/setai,βάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/topos,ἄτοπος,adjective,a)/topa,ἄτοπος,adjective,ga\r,γάρ,particle,di/dwsi/,δίδωμι,verb,moi,ἐγώ,pronoun,to\,ὁ,article,d',δέ,particle,e)/t',ἔτι,adverb,eu)/fhm',,,e)/xei,ἔχω,verb,do/lon,δόλος,noun,tu/xan,τύχη,noun,q',τε,particle,o(,ὁ,article,pai=s,πᾶς,adjective,a)/llwn,ἄλλος,adjective,trafei\s,τρέφω,verb,e)c,ἐκ,preposition,ai(ma/twn,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ou),οὐ,adverb,ta/de,ὅδε,pronoun,cunoi/setai,συμφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fi/lai,φίλος,adjective,po/ter',πότερος,adjective,e)ma=|,ἐμός,adjective,despoi/na|,,,ta/de,ὅδε,pronoun,torw=s,τορός,adjective,e)s,εἰς,preposition,ou)=s,οὖς,noun,gegwnh/somen,γεγωνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/sin,πόσις,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,ta\,ὁ,article,pa/nt',πᾶς,adjective,e)/xous',ἔχω,verb,e)lpi/dwn,ἐλπίς,noun,me/toxos,μέτοχος,adjective,h)=n,εἰμί,verb,tla/mwn,τλήμων,adjective,nu=n,νῦν,adverb,d',δέ,particle,h(\,ὅς,pronoun,me\n,μέν,particle,e)/rrei,ἔρρω,verb,sumforai=s,συμφορά,noun,o(\,ὅς,pronoun,d',δέ,particle,eu)tuxei=,εὐτυχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polio\n,πολιός,adjective,e)spesou=sa,εἰσπίπτω,verb,gh=ras,γῆρας,noun,po/sis,πόσις,noun,d',δέ,particle,a)ti/etos,ἀτίετος,adjective,fi/lwn,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/leos,μέλεος,adjective,o(\s,ὅς,pronoun,qurai=os,θυραῖος,adjective,e)lqw\n,ἔρχομαι,verb,do/mous,δόμος,noun,me/gan,μέγας,adverb,e)s,εἰς,preposition,o)/lbon,ὄλβος,noun,ou)k,οὐ,adverb,i)/swsen,ἰσόω,verb,tu/xhs,τύχη,noun,o)/loit',ὄλλυμι,verb,o)/loito)po/tnian,,,e)capafw\n,ἐξαπαφίσκω,verb,e)ma/n,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,qeoi=sin,θεός,noun,mh\,μή,conjunction,tu/xoi,τυγχάνω,verb,kalli/floga,καλλίφλοξ,adjective,pe/lanon,πέλανος,noun,e)pi\,ἐπί,preposition,puri\,πῦρ,noun,kaqagni/sas,καθαγνίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,e)mo\n,ἐμός,adjective,ei)/setai,εἶμι,verb,o(/son,ὅσος,adjective,a)ma=s,ἁμός,adjective,e)/fun,φύω,verb,turanni/dos,τυραννίς,noun,fi/la,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,dh\,δή,particle,pe/las,πέλας,adverb,dei/pnwn,δεῖπνον,noun,kurei=,κυρέω,verb,pai=s,πᾶς,adjective,kai\,καί,conjunction,path\r,πατήρ,noun,ne/os,νέος,adjective,ne/wn,νέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)w\,ἰώ,interjection,deira/des,δειράς,noun,*parnasou=,Παρνασός,proper,pe/tras,πέτρα,noun,e)/xousai,ἔχω,verb,sko/pelon,σκόπελον,noun,ou)ra/nio/n,οὐράνιος,adjective,q',τε,particle,e(/dran,ἕδρα,noun,i(/na,ἵνα,conjunction,*ba/kxios,Βάκχιος,proper,a)mfipu/rous,ἀμφίπυρος,adjective,a)ne/xwn,ἀναχώννυμι,verb,peu/kas,πεύκη,noun,laiyhra\,λαιψηρός,adjective,phda=|,πηδάω,verb,nuktipo/lois,νυκτιπόλος,adjective,a(/ma,ἅμα,adverb,su\n,σύν,preposition,*ba/kxais,Βάκχη,proper,mh/,μή,conjunction,pot',ποτέ,particle,ei)s,εἰς,preposition,e)ma\n,ἐμός,adjective,po/lin,πόλις,adjective,i(/koiq',ἵκω,verb,o(,ὁ,article,pai=s,πᾶς,adjective,ne/an,νέα,adjective,d',δέ,particle,a(me/ran,ἡμέρα,noun,a)polipw\n,ἀπολείπω,verb,qa/noi,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stenome/na,,,ga\r,γάρ,particle,a)\n,ἄν,particle,po/lis,πόλις,adjective,e)/xoi,ἔχω,verb,skh=yin,σκῆψις,noun,ceniko\n,ξενικός,adjective,e)sbola\n,εἰσβολή,noun,a(li/sas,ἁλίζω,verb,o(,ὁ,article,pa/ros,πάρος,preposition,a)rxago\s,ἀρχηγός,adjective,w)\n,εἰμί,verb,*)erexqeu\s,Ἐρεχθεύς,proper,a)/nac,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pre/sbu,πρέσβυς,noun,paidagw/g',παιδαγωγός,noun,*)erexqe/ws,Ἐρεχθεύς,proper,patro\s,πατήρ,noun,tou)mou=,ἐγώ,pronoun,pot',ποτέ,particle,o)/ntos,εἰμί,verb,h(ni/k',ἡνίκα,adverb,h)=n,εἰμί,verb,e)/t',ἔτι,adverb,e)n,ἐν,preposition,fa/ei,φάος,adjective,e)/paire,ἐπαίρω,verb,sauto\n,σαυτοῦ,pronoun,pro\s,πρός,preposition,qeou=,θεός,noun,xrhsth/ria,χρηστήριον,noun,w(/s,ὡς,conjunction,moi,ἐγώ,pronoun,sunhsqh=|s,συνήδομαι,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,*loci/as,Λοξίας,proper,a)/nac,ἄναξ,noun,qe/spisma,θέσπισμα,noun,pai/dwn,παῖς,adjective,e)s,εἰς,preposition,gona\s,γονή,noun,e)fqe/gcato,φθέγγομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\n,σύν,preposition,toi=s,ὁ,article,fi/lois,φίλος,adjective,ga\r,γάρ,particle,h(du\,ἡδύς,adjective,me\n,μέν,particle,pra/ssein,πράσσω,verb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,mh\,μή,conjunction,ge/noito,γίγνομαι,verb,d',δέ,particle,ei)/,εἰ,conjunction,ti,τις,pronoun,tugxa/noi,τυγχάνω,verb,kako/n,κακός,adjective,e)s,εἰς,preposition,o)/mmat',ὄμμα,noun,eu)/nou,εὔνους,adjective,fwto\s,φάος,adjective,e)mble/yai,ἐμβλέπω,verb,gluku/,γλυκύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de/,δέ,particle,s',σύ,pronoun,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,su\,σύ,pronoun,pate/r',πατήρ,noun,e)mo/n,ἐμός,adjective,pote,ποτέ,particle,de/spoin',δέσποινα,noun,o(/mws,ὅμως,conjunction,ou)=s',εἰμί,verb,a)ntikhdeu/w,ἀντικηδεύω,verb,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,qu/gater,θυγάτηρ,adjective,a)/ci',ἄξιος,adjective,a)ci/wn,ἄξιος,adjective,gennhto/rwn,γενέτης,noun,h)/qh,ἦθος,adjective,fula/sseis,φυλάσσω,verb,kou),οὐ,adverb,kataisxu/nas',καταισχύνω,verb,e)/xeis,ἔχω,verb,tou\s,ὁ,article,sou\s,σός,adjective,palaiou/s,παλαιός,adjective,e)kgo/nous,κίκω,verb,au)to/xqonas,αὐτόχθων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/lx',ἕλκω,verb,e(/lke,ἕλκω,verb,pro\s,πρός,preposition,me/laqra,μέλαθρον,noun,kai\,καί,conjunction,ko/mize/,κομίζω,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)peina/,αἰπεινός,adjective,toi,τοι,particle,mantei=a,μαντεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
