word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/10/lemma/@_entry,word/10/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS
e)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,dh\,δή,particle,h(me/ra|,ἡμέρα,noun,tri/th|,τρίτος,adjective,h)\,ἠέ,conjunction,teta/rth|,τέταρτος,adjective,proh=lqon,προέρχομαι,verb,oi(,ὁ,article,i(ppei=s,ἱππεύς,noun,ei)s,to\n,ὁ,article,i(ppo/dromon,ἱππόδρομος,noun,ei)s,εἰς,preposition,εἰς,preposition,*gaiao/xou,γαιήοχος,adjective,kata\,κατά,preposition,ta/ceis,τάξις,noun,oi(/,ἕ,pronoun,te,τε,particle,*qhbai=oi,Θηβαῖος,proper,pa/ntes,πᾶς,adjective,kai\,καί,conjunction,oi(,ὁ,article,*)hlei=oi,Ἠλεῖος,proper,kai\,καί,conjunction,o(/soi,ὅσος,adjective,*fwke/wn,Φωκεύς,proper,h)\,ἠέ,conjunction,*qettalw=n,Θεσσαλός,proper,h)\,ἠέ,conjunction,*lokrw=n,Λοκρός,proper,i(ppei=s,ἱππεύς,noun,parh=san,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,*lakedaimoni/wn,Λακεδαιμόνιος,proper,i(ppei=s,ἱππεύς,noun,ma/la,μάλα,adverb,o)li/goi,ὀλίγος,adjective,faino/menoi,φαίνω,verb,a)ntitetagme/noi,ἀντιτάσσω,verb,au)toi=s,αὐτός,pronoun,h)=san,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ne/dran,ἐνέδρα,noun,de\,δέ,particle,poih/santes,ποιέω,verb,o(plitw=n,ὁπλίτης,noun,tw=n,ὁ,article,newte/rwn,νέος,adjective,o(/son,ὅσος,adjective,triakosi/wn,τριακόσιοι,adjective,e)n,ἐν,preposition,th=|,ὁ,article,tw=n,*tundaridw=n,Τυνδάρεος,proper,a(/ma,ἅμα,adverb,ou(=toi,οὗτος,pronoun,ὁ,article,me\n,μέν,particle,e)ce/qeon,ἐκθύω,verb,oi(,ἕ,pronoun,d',δέ,particle,i(ppei=s,ἱππεύς,noun,h)/launon,ἐλαύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,pole/mioi,πολέμιος,adjective,ou)k,οὐ,adverb,e)de/canto,δέχομαι,verb,a)ll',ἀλλά,adverb,e)ne/klinan,ἐγκλίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)do/ntes,εἶδον,verb,de\,δέ,particle,tau=ta,οὗτος,pronoun,polloi\,πολύς,adjective,kai\,καί,conjunction,tw=n,ὁ,article,pezw=n,πεζός,adjective,ei)s,εἰς,preposition,fugh\n,φυγή,noun,w(/rmhsan,ὁρμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,me/ntoi,μέντοι,particle,oi(/,ἕ,pronoun,te,τε,particle,diw/kontes,διώκω,verb,e)pau/santo,ἐπαύω,verb,kai\,καί,conjunction,to\,ὁ,article,tw=n,ὁ,article,*qhbai/wn,Θηβαῖος,proper,stra/teuma,e)/mene,μένω,verb,pa/lin,πάλιν,adverb,dh\,δή,particle,στράτευμα,adjective,katestratopedeu/santo,καταστρατοπεδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,me\n,μέν,particle,mh\,μή,conjunction,pro\s,πρός,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,prosbalei=n,προσδαίω,verb,a)\n,ἄν,particle,e)/ti,ἔτι,adverb,au)tou\s,h)/dh,ἤδη,adverb,ti,τις,pronoun,e)do/kei,δοκέω,verb,αὐτός,pronoun,qarralew/teron,θαρσαλέος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=qen,ἐκεῖθεν,adverb,me/ntoi,μέντοι,particle,a)pa=ran,ἀπαίρω,verb,to\,ὁ,article,stra/teuma,στράτευμα,adjective,e)poreu/eto,ἐφορεύω,verb,th\n,ὁ,article,e)f',ἐπί,preposition,*(/elos,Ἕλος,proper,kai\,καί,conjunction,*gu/qeion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\s,ὁ,article,me\n,μέν,particle,a)teixi/stous,ἀτείχιστος,adjective,tw=n,ὁ,article,po/lewn,πόλις,adjective,e)nepi/mprasan,ἐμπίμπρημι,verb,*guqei/w|,,,de/,δέ,particle,e)/nqa,ἔνθα,adverb,ta\,new/ria,νεώριον,noun,toi=s,ὁ,article,*lakedaimoni/ois,Λακεδαιμόνιος,proper,ὁ,article,h)=n,εἰμί,verb,kai\,καί,conjunction,prose/ballon,προσδαίω,verb,trei=s,τρέω,verb,h(me/ras,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=san,εἰμί,verb,de/,δέ,particle,tines,τις,pronoun,tw=n,ὁ,article,perioi/kwn,περίοικος,adjective,oi(\,ἕ,pronoun,kai\,καί,conjunction,e)pe/qento,ἐπιτίθημι,verb,kai\,καί,conjunction,sunestrateu/onto,συστρατεύω,verb,toi=s,meta\,μετά,preposition,*qhbai/wn,Θηβαῖος,proper,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kou/ontes,ἀκούω,verb,de\,δέ,particle,tau=ta,οὗτος,pronoun,oi(,ὁ,article,*)aqhnai=oi,Ἀθηναῖος,proper,e)n,ἐν,preposition,fronti/di,φροντίς,noun,h)=san,εἰμί,verb,o(/ti,ὅστις,pronoun,xrh\,χρή,verb,poiei=n,peri\,περί,preposition,*lakedaimoni/wn,Λακεδαιμόνιος,proper,kai\,καί,conjunction,ποιέω,verb,e)kklhsi/an,ἐκκλησία,noun,e)poi/hsan,ποιέω,verb,kata\,κατά,preposition,do/gma,δόγμα,noun,boulh=s,βουλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/tuxon,τυγχάνω,verb,de\,δέ,particle,paro/ntes,πάρειμι,verb,pre/sbeis,πρέσβις,noun,*lakedaimoni/wn,Λακεδαιμόνιος,proper,te,τε,particle,kai\,καί,conjunction,tw=n,ὁ,article,e)/ti,ἔτι,adverb,u(poloi/pwn,ὑπόλοιπος,adjective,summa/xwn,au)toi=s,αὐτός,pronoun,,,,,,,σύμμαχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,dh\,δή,particle,oi(,ὁ,article,*lakedaimo/nioi,Λακεδαιμόνιος,proper,*)/arakos,Ἄρακος,proper,kai\,καί,conjunction,*)/wkullos,,,kai\,καί,conjunction,*fa/rac,Φάραξ,proper,kai\,καί,conjunction,*)etumoklh=s,kai\,καί,conjunction,*)olonqeu\s,,,sxedo\n,σχεδόν,adverb,Ἐτυμοκλῆς,proper,pa/ntes,πᾶς,adjective,paraplh/sia,παραπλήσιος,adjective,e)/legon,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nemi/mnh|sko/n,ἀναμιμνήσκω,verb,te,τε,particle,ga\r,γάρ,particle,tou\s,ὁ,article,*)aqhnai/ous,Ἀθήναιος,proper,w(s,ὡς,conjunction,a)ei/,ἀεί,adverb,pote,ποτέ,particle,a)llh/lois,ἀλλήλων,pronoun,e)n,ἐν,preposition,toi=s,megi/stois,μέγας,adverb,kairoi=s,καιρός,noun,pari/stanto,παρίστημι,verb,ὁ,article,e)p',ἐπί,preposition,a)gaqoi=s,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)toi/,αὐτός,pronoun,te,τε,particle,ga\r,γάρ,particle,e)/fasan,φημί,verb,tou\s,ὁ,article,tura/nnous,τύραννος,noun,sunekbalei=n,συνεκβάλλω,verb,*)aqh/nhqen,Ἀθήνηθεν,adverb,kai\,καί,conjunction,*)aqhnai/ous,Ἀθήναιος,proper,o(/te,au)toi\,αὐτός,pronoun,e)poliorkou=nto,πολιορκέω,verb,u(po\,ὑπό,preposition,ὅτε,conjunction,*messhni/wn,Μεσσήνιοι,proper,proqu/mws,πρόθυμος,adjective,bohqei=n,βοηθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/legon,λέγω,verb,de\,δέ,particle,kai\,καί,conjunction,o(/s',ὅσος,adjective,a)gaqa\,ἀγαθός,adjective,ei)/h,ἀίω,verb,o(/te,ὅτε,conjunction,koinw=s,κοινός,adjective,a)mfo/teroi,ἀμφότερος,adjective,e)/pratton,πράσσω,verb,u(pomimnh/|skontes,me\n,μέν,particle,w(s,ὡς,conjunction,to\n,ὁ,article,ὑπομιμνήσκω,verb,ba/rbaron,βάρβαρος,adjective,koinh=|,κοινῇ,adverb,a)pemaxe/santo,ἀπομάχομαι,verb,a)namimnh/|skontes,ἀναμιμνήσκω,verb,de\,δέ,particle,w(s,ὡς,conjunction,*)aqhnai=oi/,Ἀθηναῖος,proper,te,τε,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,h(|re/qhsan,αἱρέω,verb,h(gemo/nes,ἡγεμών,noun,tou=,ὁ,article,nautikou=,ναυτικός,adjective,kai\,καί,conjunction,tw=n,ὁ,article,koinw=n,κοινός,adjective,xrhma/twn,χρῆμα,adjective,fu/lakes,φύλαξ,noun,tw=n,ὁ,article,*lakedaimoni/wn,Λακεδαιμόνιος,proper,tau=ta,οὗτος,pronoun,sumboulome/nwn,συμβούλομαι,verb,au)toi/,αὐτός,pronoun,te,τε,particle,kata\,κατά,preposition,gh=n,γῆ,noun,o(mologoume/nws,ὁμολογουμένως,adverb,u(f',ὑπό,preposition,a(pa/ntwn,ἅπας,adjective,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,h(gemo/nes,ἡγεμών,noun,prokriqei/hsan,προκρίνω,verb,sumboulome/nwn,συμβούλομαι,verb,au)=,αὖ,interjection,tau=ta,οὗτος,pronoun,tw=n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(=s,εἷς,adjective,de\,δέ,particle,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,w(=de/,ὧδε,adverb,pws,πως,particle,ei)=pen,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,u(mei=s,σύ,pronoun,kai\,καί,conjunction,h(mei=s,ἐγώ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,o(monoh/swmen,ὁμονοέω,verb,nu=n,νῦν,adverb,e)lpi\s,ἐλπίς,noun,to\,pa/lai,πάλαι,adverb,lego/menon,λέγω,verb,dekateuqh=nai,δεκατεύω,verb,ὁ,article,*qhbai/ous,Θηβαῖος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me/ntoi,μέντοι,particle,*)aqhnai=oi,Ἀθηναῖος,proper,ou),οὐ,adverb,pa/nu,πάνυ,adverb,e)de/canto,δέχομαι,verb,a)lla\,ἀλλά,adverb,qrou=s,θρόος,noun,tis,τις,pronoun,toiou=tos,τοιοῦτος,adjective,dih=lqen,w(s,ὡς,conjunction,nu=n,νῦν,adverb,tau=ta,οὗτος,pronoun,διέρχομαι,verb,le/goien,λέγω,verb,o(/te,ὅτε,conjunction,de\,δέ,particle,eu)=,εὖ,adverb,e)/pratton,πράσσω,verb,e)pe/keinto,ἐπίκειμαι,verb,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
