word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS
*cenoklh=s,Ξενοκλέης,proper,toi/nun,τοίνυν,particle,*bh/saze,,,me\n,i)w\n,εἶμι,verb,ei)s,εἰς,preposition,to\,ὁ,article,e)rgasth/rion,to\,ὁ,article,h(me/teron,ἡμέτερος,adjective,ei)s,εἰς,preposition,ta\,ὁ,article,e)/rga,ἔργον,noun,ou)x,οὐ,adverb,h(gh/sato,ἁγέομαι,verb,dei=n,δέω,verb,toi=s,ὁ,article,a)po\,ἀπό,preposition,tou=,ὁ,article,au)toma/tou,αὐτόματος,adjective,e)kei=,ἐκεῖ,adverb,e)ntuxou=si,ἐντυγχάνω,verb,ma/rtusi,μάρτυς,noun,xrh=sqai,χράομαι,verb,peri\,περί,preposition,th=s,ὁ,article,e)cagwgh=s,ἐξαγωγεύς,noun,a)ll',ἀλλά,adverb,h(=ken,ἥκω,verb,e)/xwn,ἔχω,verb,e)nqe/nde,ἐνθένδε,adverb,*dio/fanton,Διόφαντος,proper,to\n,ὁ,article,*sfh/ttion,Σφήττιος,proper,meq',μετά,preposition,e(autou=,ἑαυτοῦ,pronoun,o(\s,ὅς,pronoun,e)/lege,λέγω,verb,th\n,ὁ,article,di/khn,δίκη,adjective,u(pe\r,ὑπέρ,preposition,μέν,particle,ἐργαστήριον,noun,tou/tou,οὗτος,pronoun,kai\,καί,conjunction,*dwro/qeon,Δωρόθεος,proper,to\n,ὁ,article,*)eleusi/nion,Ἐλευσίνιος,proper,kai\,καί,conjunction,to\i,,,a)delfo\n,ἀδελφός,adjective,au)tou=,αὐτός,pronoun,*filoxa/rh,Φιλοχάρης,proper,kai\,καί,conjunction,a)/llous,ἄλλος,adjective,pollou\s,πολύς,adjective,ma/rturas,μάρτυς,noun,parakeklhkw\s,παρακαλέω,verb,e)nqe/nde,ἐνθένδε,adverb,stadi/ous,στάδιον,noun,e)ggu\s,ἐγγύς,adverb,triakosi/ous,τριακόσιοι,adjective,e)kei=se,ἐκεῖσε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,th=s,ὁ,article,e)ggu/hs,th=s,ὁ,article,th/qhs,τήθη,noun,tw=n,ὁ,article,pai/dwn,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,e)n,ἐν,preposition,tw=|,ὁ,article,a)/stei,ἄστυ,noun,e)kmarturi/an,ἐκμαρτυρία,noun,w(/s,ὡς,conjunction,fhsi),φημί,verb,poiou/menos,ποιέω,verb,tw=n,ὁ,article,me\n,μέν,particle,oi)kei/wn,οἰκεῖος,adjective,ou)de/na,οὐδείς,pronoun,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,parakeklhkw\s,παρακαλέω,verb,fai/netai,φαίνω,verb,*dionu/sion,Διονύσιον,proper,de\,δέ,particle,ltto\ngt,,,*)erxie/a,,,kai\,καί,conjunction,to\n,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγγύα,noun,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aristo/loxon,Ἀριστόλοχος,proper,to\n,ὁ,article,*ai)qali/dhn,Αἰθαλίδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,duoi=n,δύο,adjective,tou/toin,οὗτος,pronoun,e)n,tw=|,ὁ,article,a)/stei,ἄστυ,noun,au)tou=,αὐτός,pronoun,th\n,e)kmarturi/an,ἐκμαρτυρία,noun,poih/sasqai/,ποιέω,verb,fasin,φημί,verb,ou(=toi,οὗτος,pronoun,toiau/thn,τοιοῦτος,adjective,meta\,μετά,preposition,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=s,ὅς,pronoun,ou)d',οὐδέ,particle,a)\n,ἄν,particle,peri\,o(touou=n,ὅστις,pronoun,pisteu/seien,πιστεύω,verb,a)/llos,ἄλλος,adjective,ou)dei/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/sws,ἴσως,adverb,ga\r,γάρ,particle,h)=n,εἰμί,verb,nh\,*di/a,Δίη,proper,pa/rergon,πάρεργος,adjective,kai\,καί,conjunction,fau=lon,peri\,περί,preposition,ou(=,ἕ,pronoun,th\n,ὁ,article,e)kmarturi/an,ἐκμαρτυρία,noun,para\,παρά,preposition,tou=,ὁ,article,*pureti/dou,,,fasi\,φημί,verb,poih/sasqai,ποιέω,verb,ou(=toi,οὗτος,pronoun,w(/ste,ὥστε,conjunction,ou)de\n,οὐδείς,pronoun,qaumasto\n,θαυμαστός,adjective,o)ligwrhqh=nai,ὀλιγωρέω,verb,h)=n,εἰμί,verb,to\,ὁ,article,pra=gma,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νή,preposition,φαῦλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pw=s,πῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=s,ὅς,pronoun,ge,γε,particle,peri\,περί,preposition,au)tou=,tou/tou,οὗτος,pronoun,o(,ὁ,article,a)gw\n,ἀγών,noun,h)=n,o(,ὁ,article,tw=n,ὁ,article,yeudomarturi/wn,ψευδομαρτυρέω,verb,o(\n,ὅς,pronoun,*cenoklh=s,Ξενοκλέης,proper,e)/feugen,φεύγω,verb,h)\,ἠέ,conjunction,e)c,ἐκ,preposition,e(tai/ras,ἑταίρα,noun,h)\,ἠέ,conjunction,e)c,ἐκ,preposition,e)gguhth=s,ἐγγυητός,adjective,th\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,gunai=ka,γυνή,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,e)pi\,ἐπί,preposition,tau/thn,οὗτος,pronoun,a)\n,th\n,ὁ,article,marturi/an,μαρτυρία,noun,ei),εἰ,conjunction,h)=n,a)lhqh/s,ἀληθής,adjective,ou)k,οὐ,adverb,a)\n,ἄν,particle,a(/pantas,ἅπας,adjective,tou\s,ὁ,article,oi)kei/ous,οἰκεῖος,adjective,tou\s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,parakalei=n,παρακαλέω,verb,e)kei=nos,ἐκεῖνος,pronoun,h)ci/wsen,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄν,particle,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nai\,ναί,adverb,ma\,μά,particle,*di/a,Δίη,proper,w(s,e)/gwge,ἐγώ,pronoun,w)/|mhn,οἴομαι,verb,ei)/,εἰ,conjunction,ge,h)=n,εἰμί,verb,a)lhqe\s,ἀληθής,adjective,to\,ὁ,article,pra=gma,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,toi/nun,τοίνυν,particle,fai/netai,φαίνω,verb,a)ll',o(,ὁ,article,me\n,μέν,particle,*cenoklh=s,Ξενοκλέης,proper,pro\s,tou\s,ὁ,article,e)pituxo/ntas,ἐπιτυγχάνω,verb,du/o,δύο,adjective,e)kmarturhsa/menos,ἐκμαρτυρέω,verb,th\n,ὁ,article,marturi/an,μαρτυρία,noun,tau/thn,οὗτος,pronoun,*niko/dhmos,Νικόδημος,proper,de\,δέ,particle,ou(tosi\,οὗτος,pronoun,e(/na,ἕνος,adjective,mo/non,μόνος,adjective,ma/rtura,μάρτυς,noun,parakale/sas,παρακαλέω,verb,meq',μετά,preposition,e(autou=,ἑαυτοῦ,pronoun,tw=|,ὁ,article,to\n,ὁ,article,trita/lanton,τριτάλαντον,noun,oi)=kon,οἶκος,noun,kekthme/nw|,κτάομαι,verb,e)gguh=sai/,ἐγγυάω,verb,fhsi,φημί,verb,th\n,ὁ,article,a)delfh/n,ἀδελφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(=tos,οὗτος,pronoun,me\n,μέν,particle,to\n,*pureti/dhn,,,mo/non,μόνος,adjective,ou)x,οὐ,adverb,o(mologou=nta,prosepoih/sato,προσποιέω,verb,meq',μετά,preposition,e(autou=,ἑαυτοῦ,pronoun,paragene/sqai,παραγίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὁμολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po\,ὑπό,preposition,de\,δέ,particle,tou=,ὁ,article,e)gguh/sasqai,me/llontos,μέλλω,verb,th\n,ὁ,article,toiau/thn,τοιοῦτος,adjective,*lusime/nhs,kai\,καί,conjunction,oi(,ὁ,article,a)delfoi\,ἀδελφός,adjective,au)tou=,αὐτός,pronoun,*xai/rwn,Χαίρων,proper,kai\,καί,conjunction,*pula/dhs,Πυλάδης,proper,fasi\,φημί,verb,paraklhqe/ntes,παρακαλέω,verb,th=|,ὁ,article,e)ggu/h|,ἐγγύα,noun,paragene/sqai,παραγίγνομαι,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,qei=oi,θεῖος,noun,o)/ntes,εἰμί,verb,tw=|,ὁ,article,e)gguwme/nw|,ἐγγυάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγγυάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(me/teron,ὑμέτερος,adjective,ou)=n,οὖν,particle,e)/rgon,ἔργον,noun,ske/yasqai,nu=n,νῦν,adverb,ei),εἰ,conjunction,dokei=,δοκέω,verb,pisto\n,ei)=nai,εἰμί,verb,to\,ὁ,article,pra=gma,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σκέπτομαι,verb,πιστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,nomi/zw,e)k,ἐκ,preposition,tw=n,ὁ,article,ei)ko/twn,ἔοικα,verb,skopou/menos,polu\,πολύς,adjective,a)\n,ἄν,particle,ma=llon,μᾶλλον,adverb,to\n,ὁ,article,*pu/rron,Πύρρος,proper,pa/ntas,πᾶς,adjective,a)\n,ἄν,particle,tou\s,ὁ,article,oi)kei/ous,οἰκεῖος,adjective,bou/lesqai,βούλομαι,verb,lelhqe/nai,λανθάνω,verb,ei)/,εἰ,conjunction,ti,τις,pronoun,pareskeua/zeto,παρασκευάζω,verb,o(mologei=n,ὁμολογέω,verb,h)\,ἠέ,conjunction,pra/ttein,πράσσω,verb,a)na/cion,ἀνάξιος,adjective,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,h)\,ἠέ,conjunction,parakale/sai,παρακαλέω,verb,ma/rturas,μάρτυς,noun,tou\s,ὁ,article,qei/ous,θεῖος,noun,tou\s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,e)pi\,ἐπί,preposition,a(ma/rthma,ἁμάρτημα,noun,thlikou=ton,τηλικοῦτος,adjective,,,,,,,,,,νομίζω,verb,σκοπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,peri\,e)kei/nou,ἐκεῖνος,pronoun,qauma/zw,θαυμάζω,verb,ei),εἰ,conjunction,mhdemi/an,proi=ka,προίξ,adjective,mh/q',μήτε,particle,o(,ὁ,article,didou\s,δίδωμι,verb,mh/q',μήτε,particle,o(,ὁ,article,lamba/nwn,λαμβάνω,verb,diwmologh/santo,διομολογέω,verb,e(/cein,ἔχω,verb,e)pi\,ἐπί,preposition,th=|,ὁ,article,gunaiki/,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,μηδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,ei)/,tina,τις,pronoun,e)di/dou,δίδωμι,verb,ei)ko\s,ἔοικα,verb,h)=n,kai\,καί,conjunction,th\n,ὁ,article,doqei=san,δίδωμι,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,paragene/sqai,παραγίγνομαι,verb,fasko/ntwn,φάσκω,verb,marturei=sqai,μαρτύρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,d',δέ,particle,ei),εἰ,conjunction,di',e)piqumi/an,ἐπιθυμία,noun,th\n,ὁ,article,e)ggu/hn,ἐγγύα,noun,o(,qei=os,θεῖος,noun,h(mw=n,ἐγώ,pronoun,e)poiei=to,ποιέω,verb,th=s,ὁ,article,toiau/ths,τοιοῦτος,adjective,gunaiko/s,γυνή,noun,dh=lon,δῆλος,adjective,o(/ti,ὅστις,pronoun,ka)\n,κἀν,conjunction,a)rgu/rion,ἀργύριον,adjective,pollw=|,πολύς,adjective,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διά,preposition,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,e)gguw=n,ἐγγύα,noun,diwmologh/sato,διομολογέω,verb,e)/xein,au)to\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,th=|,ὁ,article,gunaiki/,i(/na,ἵνα,conjunction,mh\,μή,conjunction,e)p',ἐπί,preposition,e)kei/nw|,ἐκεῖνος,pronoun,ge/noito,γίγνομαι,verb,r(a|di/ws,ῥᾴδιος,adjective,a)palla/ttesqai,ἀπαλλάσσω,verb,o(po/te,ὁπότε,adverb,bou/loito,βούλομαι,verb,th=s,ὁ,article,gunaiko/s,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔχω,verb,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ma/rtura/s,μάρτυς,noun,ge,γε,particle,pollw=|,plei/ous,πλέως,adjective,ltei)ko\sgt,,,h)=n,εἰμί,verb,to\n,e)gguw=nta,ἐγγυάω,verb,parakalei=n,παρακαλέω,verb,h)\,ἠέ,conjunction,to\n,ὁ,article,e)gguw/menon,ἐγγυάω,verb,th\n,ὁ,article,toiau/thn,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολύς,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)dei\s,οὐδείς,pronoun,ga\r,γάρ,particle,u(mw=n,σύ,pronoun,a)gnoei=,o(/ti,ὅστις,pronoun,o)li/ga,ὀλίγος,adjective,diame/nein,διαμένω,verb,ei)/wqe,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀγνοέω,verb,ἔθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
