word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS
w(s,ὡς,conjunction,d',δέ,particle,e)/xw,ἔχω,verb,ti/,τίς,pronoun,ga\r,γάρ,particle,pa/qw,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko/smon,κόσμος,noun,t',τε,particle,a)gei/ras',ἀγείρω,verb,ai)xmalwti/dwn,αἰχμαλωτίς,noun,pa/ra,παρά,preposition,ai(/,ὅς,pronoun,moi,ἐγώ,pronoun,pa/redroi,πάρεδρος,adjective,tw=nd',ὅδε,pronoun,e)/sw,ἔσω,adjective,skhnwma/twn,σκήνωμα,noun,nai/ousin,ναίω,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,tou\s,ὁ,article,newsti\,νεωστί,adverb,despo/tas,δεσπότης,adjective,laqou=s',λανθάνω,verb,e)/xei,ἔχω,verb,ti,τις,pronoun,kle/mma,κλέμμα,noun,tw=n,ὁ,article,au(th=s,ἑαυτοῦ,pronoun,do/mwn,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,sxh/mat',σχῆμα,noun,oi)/kwn,οἶκος,noun,w)=,ὦ,interjection,pot',ποτέ,particle,eu)tuxei=s,εὐτυχής,adjective,do/moi,δόμος,noun,w)=,ὦ,interjection,plei=st',πλεῖστος,adjective,e)/xwn,ἔχω,verb,ka/llista/,κάλλιστα,adverb,t',τε,particle,eu)teknw/tate,,,*pri/ame,Πρίαμος,proper,geraia/,γεραιός,adjective,q',τε,particle,h(/d',ὅδε,pronoun,e)gw\,ἐγώ,pronoun,mh/thr,μήτηρ,noun,te/knwn,τέκνον,noun,w(s,ὡς,conjunction,e)s,εἰς,preposition,to\,ὁ,article,mhde\n,μηδείς,pronoun,h(/komen,ἥκω,verb,fronh/matos,φρόνημα,noun,tou=,ὁ,article,pri\n,πρίν,adverb,stere/ntes,στερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,dh=t',δῆτα,adverb,o)gkou/meqa,ὀγκάομαι,verb,o(\,ὅς,pronoun,me/n,μέν,particle,tis,τις,pronoun,h(mw=n,ἐγώ,pronoun,plousi/ois,πλούσιος,adjective,e)n,ἐν,preposition,dw/masin,δῶμα,noun,o(\,ὅς,pronoun,d',δέ,particle,e)n,ἐν,preposition,poli/tais,πολίτης,noun,ti/mios,τίμιος,adjective,keklhme/nos,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,ou)de\n,οὐδείς,pronoun,a)/llws,ἄλλως,adverb,fronti/dwn,φροντίς,noun,bouleu/mata,βούλευμα,noun,glw/sshs,γλῶσσα,noun,te,τε,particle,ko/mpoi,κόμπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei=nos,ἐκεῖνος,pronoun,o)lbiw/tatos,ὄλβιος,adjective,o(/tw|,ὅστις,pronoun,kat',κατά,preposition,h)=mar,ἦμαρ,noun,tugxa/nei,τυγχάνω,verb,mhde\n,μηδείς,pronoun,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,xrh=n,χράω,verb,sumfora/n,συμφορά,noun,e)moi\,ἐγώ,pronoun,xrh=n,χράω,verb,phmona\n,πημονή,noun,gene/sqai,γίγνομαι,verb,*)idai/an,Ἰδαῖος,proper,o(/te,ὅτε,conjunction,prw=ton,πρότερος,adjective,u(/lan,ὕλη,noun,*)ale/candros,Ἀλέξανδρος,proper,ei)lati/nan,ἐλάτινος,adjective,e)ta/meq',ἐτάζω,verb,a(/lion,ἅλιος,adjective,e)p',ἐπί,preposition,oi)=dma,οἶδμα,noun,naustolh/swn,ναυστολέω,verb,*(ele/nas,Ἑλένη,proper,e)pi\,ἐπί,preposition,le/ktra,λέκτρον,noun,ta\n,ὁ,article,kalli/stan,καλός,noun,o(,ὁ,article,xrusofah\s,χρυσοφαής,adjective,*(/alios,Ἅλιος,proper,au)ga/zei,αὐγάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/noi,πόνος,noun,ga\r,γάρ,particle,kai\,καί,conjunction,po/nwn,πόνος,noun,a)na/gkai,ἀνάγκη,noun,krei/ssones,κρείσσων,verb,kuklou=ntai,κυκλέω,verb,koino\n,κοινός,adjective,d',δέ,particle,e)c,ἐκ,preposition,i)di/as,ἴδιος,adjective,a)noi/as,ἄνοια,noun,kako\n,κακός,adjective,ta=|,ὁ,article,*simounti/di,,,ga=|,γῆ,noun,o)le/qrion,ὀλέθριος,adjective,e)/mole,βλώσκω,verb,sumfora/,συμφορά,noun,t',τε,particle,a)p',ἀπό,preposition,a)/llwn,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kri/qh,κρίνω,verb,d',δέ,particle,e)/ris,ἔρις,noun,a(\n,ὅς,pronoun,e)n,ἐν,preposition,*)/ida|,Ἴδη,proper,kri/nei,κρίνω,verb,trissa\s,τρισσός,adjective,maka/rwn,μάκαρος,adjective,pai=das,παῖς,adjective,a)nh\r,ἀνήρ,noun,bou/tas,βούτης,noun,e)pi\,ἐπί,preposition,dori\,δόρυ,noun,kai\,καί,conjunction,fo/nw|,φόνος,noun,kai\,καί,conjunction,e)mw=n,ἐμός,adjective,mela/qrwn,μέλαθρον,noun,lw/ba|,λώβη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ste/nei,στένω,verb,de\,δέ,particle,kai/,καί,conjunction,tis,τις,pronoun,a)mfi\,ἀμφί,preposition,to\n,ὁ,article,eu)/roon,ἐύρρους,adjective,*eu)rw/tan,Εὐρώτης,proper,*la/kaina,Λάκαινα,proper,poluda/krutos,πολυδάκρυτος,adjective,e)n,ἐν,preposition,do/mois,δόμος,noun,ko/ra,κόρη,noun,polia/n,πολιά,noun,t',τε,particle,e)pi\,ἐπί,preposition,kra=ta,κράς,verb,ma/thr,μήτηρ,noun,te/knwn,τέκνον,noun,qano/ntwn,θνήσκω,verb,ti/qetai,τίθημι,verb,xe/ra,χείρ,noun,dru/ptetai,δρύπτω,verb,pareia/n,παρειά,noun,di/aimon,δίαιμος,adjective,o)/nuxa,ὄνυξ,noun,tiqeme/na,τίθημι,verb,sparagmoi=s,σπαραγμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gunai=kes,γυνή,noun,*(eka/bh,Ἑκάβη,proper,pou=,πού,adverb,poq',ποθι,adverb,h(,ὁ,article,panaqli/a,πανάθλιος,adjective,h(,ὁ,article,pa/nta,πᾶς,adjective,nikw=s',νικάω,verb,a)/ndra,ἀνήρ,noun,kai\,καί,conjunction,qh=lun,θῆλυς,adjective,spora\n,σπορά,noun,kakoi=sin,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)dei\s,οὐδείς,pronoun,ste/fanon,στέφανος,noun,a)nqairh/setai,ἀνθαιρέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,w)=,ὦ,interjection,ta/laina,τάλας,adjective,sh=s,σός,adjective,kakoglw/ssou,κακόγλωσσος,adjective,boh=s,βοείη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ou)/poq',οὔποτε,adverb,eu(/dei,εὕδω,verb,lupra/,λυπρός,adjective,sou,σύ,pronoun,khru/gmata,κήρυγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(eka/bh|,Ἑκάβη,proper,fe/rw,φέρω,verb,to/d',ὅδε,pronoun,a)/lgos,ἄλγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,kakoi=si,κακός,adjective,de\,δέ,particle,ou),οὐ,adverb,r(a/|dion,ῥᾴδιος,adjective,brotoi=sin,βροτός,noun,eu)fhmei=n,εὐφημέω,verb,sto/ma,στόμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,perw=sa,περάω,verb,tugxa/nei,τυγχάνω,verb,do/mwn,δόμος,noun,u(/per,ὑπέρ,preposition,h(/d',ὅδε,pronoun,e)s,εἰς,preposition,de\,δέ,particle,kairo\n,καιρός,noun,soi=si,σός,adjective,fai/netai,φαίνω,verb,lo/gois,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,panta/laina,παντάλας,adjective,ka)/ti,ἔτι,adverb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,le/gw,λέγω,verb,de/spoin',δέσποινα,noun,o)/lwlas,ὄλλυμι,verb,kou)ke/t',οὐκέτι,adverb,ei)=,εἶμι,verb,ble/pousa,βλέπω,verb,fw=s,φάος,adjective,a)/pais,ἄπαις,noun,a)/nandros,ἀνάνω,verb,a)/polis,ἄπολις,adjective,e)cefqarme/nh,ἐκφθείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,kaino\n,καινός,adjective,ei)=pas,εἶπον,verb,ei)do/sin,οἶδα,verb,d',δέ,particle,w)nei/disas,ὀνειδίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,ti/,τίς,pronoun,nekro\n,νεκρός,noun,to/nde,ὅδε,pronoun,moi,ἐγώ,pronoun,*poluce/nhs,Πολυξένη,proper,h(/keis,ἥκω,verb,komi/zous',κομίζω,verb,h(=s,ὅς,pronoun,a)phgge/lqh,ἀπαγγέλλω,verb,ta/fos,τάφος,noun,pa/ntwn,πᾶς,adjective,*)axaiw=n,Ἀχαία,proper,dia\,διά,preposition,xero\s,χείρ,noun,spoudh\n,σπουδή,noun,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/d',ὅδε,pronoun,ou)de\n,οὐδείς,pronoun,oi)=den,οἶδα,verb,a)lla/,ἀλλά,adverb,moi,ἐγώ,pronoun,*poluce/nhn,Πολυξένη,proper,qrhnei=,θρηνέω,verb,ne/wn,νέος,adjective,de\,δέ,particle,phma/twn,πῆμα,adjective,ou)x,οὐ,adverb,a(/ptetai,ἅπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)\,οἰ,interjection,'gw\,ἀγός,noun,ta/laina,τάλας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw=n,μῶν,adverb,to\,ὁ,article,bakxei=on,Βάκχειος,proper,ka/ra,κάρα,noun,th=s,ὁ,article,qespiw|dou=,θεσπιῳδός,adjective,deu=ro,δεῦρο,adverb,*kasa/ndras,Κασάνδρη,proper,fe/reis,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zw=san,ζάω,verb,le/lakas,λάσκω,verb,to\n,ὁ,article,qano/nta,θνήσκω,verb,d',δέ,particle,ou),οὐ,adverb,ste/neis,στένω,verb,to/nd',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)/qrhson,ἀθρέω,verb,sw=ma,σῶμα,adjective,gumnwqe\n,γυμνόω,verb,nekrou=,νεκρός,noun,ei)/,εἰ,conjunction,soi,σύ,pronoun,fanei=tai,φαίνω,verb,qau=ma,θαῦμα,noun,kai\,καί,conjunction,par',παρά,preposition,e)lpi/das,ἐλπίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/moi,οἴμοι,interjection,ble/pw,βλέπω,verb,dh\,δή,particle,pai=d',παῖς,adjective,e)mo\n,ἐμός,adjective,teqnhko/ta,θνήσκω,verb,*polu/dwron,Πολύδωρος,proper,o(/n,ὅς,pronoun,moi,ἐγώ,pronoun,*qrh\|c,Θρᾷξ,proper,e)/sw|z',,,oi)/kois,οἶκος,noun,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pwlo/mhn,ἀπόλλυμι,verb,du/sthnos,δύστηνος,adjective,ou)ke/t',οὐκέτι,adverb,ei)mi\,εἰμί,verb,dh/,δή,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,te/knon,τέκνον,noun,te/knon,τέκνον,noun,ai)ai=,αἰαῖ,interjection,kata/rxomai,κατάρχω,verb,go/wn,γόος,noun,bakxei=on,Βάκχειος,proper,e)c,ἐκ,preposition,a)la/storos,ἀλάστωρ,noun,a)rtimaqh=,ἀρτιμαθής,adjective,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/gnws,γιγνώσκω,verb,ga\r,γάρ,particle,a)/thn,ἄτη,noun,paido/s,παῖς,adjective,w)=,ὦ,interjection,du/sthne,δύστηνος,adjective,su/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/pist',ἄπιστος,adjective,a)/pista,ἄπιστος,adjective,kaina\,καινός,adjective,kaina\,καινός,adjective,de/rkomai,δέρκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/tera,ἕτερος,adjective,d',δέ,particle,a)f',ἀπό,preposition,e(te/rwn,ἕτερος,adjective,kaka\,κακός,adjective,kakw=n,κακός,adjective,kurei=,κυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/,οὐδέ,particle,pot',ποτέ,particle,a)ste/naktos,ἀστένακτος,adjective,a)da/krutos,ἀδάκρυτος,adjective,a(me/ra,ἡμέρα,noun,e)pisxh/sei,ἐπέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei/n',δεινός,adjective,w)=,ὦ,interjection,ta/laina,τάλας,adjective,deina\,δεινός,adjective,pa/sxomen,πάσχω,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,te/knon,τέκνον,noun,te/knon,τέκνον,noun,talai/nas,τάλας,adjective,matro/s,μήτηρ,noun,ti/ni,τίς,pronoun,mo/rw|,μόρον,noun,qnh/|skeis,θνήσκω,verb,ti/ni,τίς,pronoun,po/tmw|,πότμος,noun,kei=sai,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,ti/nos,τίς,pronoun,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,oi)=d',οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)p',ἐπί,preposition,a)ktai=s,ἀκτέα,noun,nin,νιν,pronoun,kurw=,κυρέω,verb,qalassi/ais,θαλασσία,noun,e)/kblhton,ἔκβλητος,adjective,h)\,ἠέ,conjunction,pe/shma,πέσημα,noun,foini/ou,φοίνιος,adjective,doro/s,δόρυ,noun,e)n,ἐν,preposition,yama/qw|,ψάμαθος,noun,leura=|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/ntou,πόντος,noun,nin,νιν,pronoun,e)ch/negke,ἐκφέρω,verb,pela/gios,πελάγιος,adjective,klu/dwn,κλύδων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/moi,ὤμοι,interjection,ai)ai=,αἰαῖ,interjection,e)/maqon,μανθάνω,verb,e)/nupnon,ἔνυπνος,adjective,o)mma/twn,ὄμμα,noun,e)mw=n,ἐμός,adjective,o)/yin,ὄψις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,me,ἐγώ,pronoun,pare/ba,παραβαίνω,verb,fa/sma,φάσμα,adjective,melano/pteron,μελανόπτερος,adjective,ta\n,ὁ,article,e)sei=don,εἰσεῖδον,verb,a)mfi\,ἀμφί,preposition,se/,σύ,pronoun,w)=,ὦ,interjection,te/knon,τέκνον,noun,ou)ke/t',οὐκέτι,adverb,o)/nta,εἰμί,verb,*dio\s,Ζεύς,proper,e)n,ἐν,preposition,fa/ei,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga/r,γάρ,particle,nin,νιν,pronoun,e)/ktein',ἐκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=sq',οἶδα,verb,o)neiro/frwn,ὀνειρόφρων,noun,fra/sai,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
