word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/17/lemma/@_entry,word/17/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/65/lemma/@_entry,word/65/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
oi(,ἕ,pronoun,de/,δέ,particle,e)pei\,ἐπεί,conjunction,ta\,ὁ,article,*keltw=n,Κελτός,proper,diete/qeito,διατίθημι,verb,eu)qu\s,εὐθύς,adverb,me\n,μέν,particle,e)pipleu/santes,ἐπιπλέω,verb,ai(rou=si,αἱρέω,verb,tou\s,ὁ,article,lh|sta/s,ληιστής,noun,e)s,εἰς,preposition,new/ta,,,de\,δέ,particle,e)stra/teuon,στρατεύω,verb,e)pi\,ἐπί,preposition,*dhmh/trion,kai\,καί,conjunction,*)illuriw=n,Ἰλλυρία,proper,tou\s,ὁ,article,sunamarto/ntas,σύναμαρτάνω,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,Δημήτριος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dhmh/trion,Δημήτριος,proper,me\n,μέν,particle,dh\,δή,particle,pro\s,πρός,preposition,*fi/lippon,Φίλιππος,proper,to\n,ὁ,article,*makedo/nwn,Μακεδών,proper,basile/a,βασιλεύς,noun,fugo/nta,φεύγω,verb,kai\,καί,conjunction,au)=qis,αὖθις,adverb,e)pio/nta,ἔπειμι,verb,kai\,καί,conjunction,lh|steu/onta,λῃστεύω,verb,to\n,ὁ,article,*)io/nion,Ἰόνιος,proper,ktei/nousi,κτείνω,verb,kai\,th\n,ὁ,article,patri/da,πατρίς,adjective,au)tw=|,αὐτός,pronoun,*fa/ron,Φάρος,proper,sunamartou=san,σύναμαρτάνω,verb,e)pikate/skayan,εἰσκάπτω,verb,*)illuriw=n,Ἰλλυρία,proper,d',δέ,particle,καί,conjunction,e)fei/santo,ἐφίζω,verb,dia\,διά,preposition,*pi/nnhn,,,au)=qis,αὖθις,adverb,dehqe/nta,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,deu/terai,δεύτερος,adjective,pei=rai/,ἀπολάω,verb,te,τε,particle,kai\,καί,conjunction,sunqh=kai,συνθήκη,noun,pro\s,πρός,preposition,*)illuriou\s,Ἰλλυριός,proper,au)toi=s,αὐτός,pronoun,e)gi/gnonto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,loipa\,λοιπός,adjective,d',δέ,particle,ou)/ti,οὔτι,adverb,moi,ἐγώ,pronoun,pa/nta,πᾶς,adjective,xro/nw|,χρόνος,noun,kai\,καί,conjunction,ta/cei,τάξις,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,kata\,κατά,preposition,e)/qnos,ἔθνος,adjective,*)illuriw=n,Ἰλλυρία,proper,e(/kaston,ἕκαστος,adjective,o(/sa,ὅσος,adjective,hu(=ron,εὑρίσκω,verb,sugge/graptai,,,,,,,,,,,,,,,,,,,,,,,,,συγγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(rwmai=oi,,,*makedo/sin,Μακεδών,proper,e)pole/moun,πολεμέω,verb,kai\,καί,conjunction,*perseu\s,Περσεύς,proper,h)=n,εἰμί,verb,h)/dh,ἤδη,adverb,*makedo/nwn,Μακεδών,proper,basileu\s,βασιλεύς,noun,meta\,μετά,preposition,*fi/lippon,Φίλιππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*persei=,Περσεύς,proper,de\,δέ,particle,*ge/nqios,,,*)illuriw=n,Ἰλλυρία,proper,e(te/rwn,ἕτερος,adjective,basileu\s,βασιλεύς,noun,e)pi\,ἐπί,preposition,xrh/masi,χρῆμα,adjective,sunema/xei,συμμαχέω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,tou\s,ὁ,article,*(rwmai/wn,,,*)illuriou\s,Ἰλλυριός,proper,e)ne/bale,ἐμβάλλω,verb,kai\,καί,conjunction,pre/sbeis,πρέσβις,noun,*(rwmai/wn,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,e)lqo/ntas,ἔρχομαι,verb,e)/dhsen,δέω,verb,ai)tiw/menos,αἰτιάομαι,verb,ou),οὐ,adverb,pre/sbeis,πρέσβις,noun,a)lla\,ἀλλά,adverb,,,katasko/pous,κατάσκοπος,noun,e)lqei=n,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ani/kios,,,de\,δέ,particle,*(rwmai/wn,,,strathgo\s,στρατηγός,noun,le/mbous,λέμβος,noun,te,τε,particle,tou=,ὁ,article,*genqi/ou,,,tina\s,τις,pronoun,ei(=len,αἱρέω,verb,e)pipleu/sas,ἐπιπλέω,verb,kai\,καί,conjunction,kata\,κατά,preposition,gh=n,γῆ,noun,au)tw=|,αὐτός,pronoun,sunenexqei\s,συμφέρω,verb,e)kra/tei,κρατέω,verb,th\n,ma/xhn,μάχη,noun,kai\,καί,conjunction,sune/kleisen,συγκλείω,verb,e)/s,εἰς,preposition,ti,τις,pronoun,xwri/on,χωρίον,noun,o(/qen,ὅθεν,adverb,au)tw=|,αὐτός,pronoun,ὁ,article,deome/nw|,δέομαι,verb,o(,ὁ,article,me\n,μέν,particle,*)ani/kios,,,e)ke/leuse,κελεύω,verb,*(rwmai/ois,,,e(auto\n,ἑαυτοῦ,pronoun,e)pitre/yai,o(,ὁ,article,d',δέ,particle,e)s,εἰς,preposition,boulh\n,h)/|thse,αἰτέω,verb,trei=s,h(me/ras,ἡμέρα,noun,kai\,ἐπιτρέπω,verb,βουλή,noun,τρέω,verb,καί,conjunction,e)/laben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,tau/tais,οὗτος,pronoun,tw=n,ὁ,article,u(phko/wn,ὑπήκοος,adjective,au)tou=,αὐτός,pronoun,pro\s,πρός,preposition,to\n,ὁ,article,*)ani/kion,,,metatiqeme/nwn,μετατίθημι,verb,h)ci/wsen,ἀξιόω,verb,e)ntuxei=n,ἐντυγχάνω,verb,tw=|,ὁ,article,*)aniki/w|,,,kai\,καί,conjunction,gonupeth\s,γονυπετής,adverb,e)dei=to,δέομαι,verb,au)tou=,pa/nu,πάνυ,adverb,ai)sxrw=s,αἰσχρός,adjective,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,au)to\n,αὐτός,pronoun,e)piqarru/nwn,ἐπιθαρσύνω,verb,katepthxo/ta,καταπτήσσω,verb,a)ni/sth,ἀνίστημι,verb,kai\,καί,conjunction,kale/sas,καλέω,verb,e)pi\,ἐπί,preposition,e(sti/asin,ἑστίασις,noun,a)pio/nta,ἄπειμι,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,dei/pnou,δεῖπνον,noun,prose/tace,προστάσσω,verb,toi=s,ὁ,article,u(phre/tais,ὑπηρέτης,noun,e)s,fulakh\n,φυλακή,noun,e)mbalei=n,ἐμβάλλω,verb,,,,,,,,,,,,,,,,,,,εἰς,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/nde,ὅδε,pronoun,me\n,μέν,particle,e)s,εἰς,preposition,qri/ambon,θρίαμβος,adjective,a(/ma,ἅμα,adverb,toi=s,ὁ,article,paisi\n,παῖς,adjective,o(,ὁ,article,*)ani/kios,,,e)s,εἰς,preposition,*(rw/mhn,,,h)/gage,ἄγω,verb,kai\,καί,conjunction,o(,ὁ,article,*genqi/ou,,,po/lemos,πόλεμος,noun,a(/pas,ei)/kosin,εἴκοσι,verb,h(me/rais,ἡμέρα,noun,e)pepole/mhto,πολεμέω,verb,,,,,,,,,,,,,,,,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(bdomh/konta,ἑβδομήκοντα,verb,d',δέ,particle,au)tou=,αὐτός,pronoun,po/leis,πόλις,adjective,ou)/sas,εἰμί,verb,*ai)mi/lios,Αἰμίλιος,proper,*pau=los,Παῦλος,proper,o(,ὁ,article,to\n,ὁ,article,*perse/a,Πέρσευς,proper,e(lw/n,αἱρέω,verb,th=s,ὁ,article,boulh=s,βουλεύς,noun,e)pisteila/shs,ἐπιστέλλω,verb,e)n,ἐν,preposition,a)porrh/tw|,ἀπόρρητος,adjective,e)s,εἰς,preposition,*(rw/mhn,parw/deuen,παροδεύω,verb,e)pi/thdes,ἐπίτηδες,adverb,kai\,καί,conjunction,dedio/sin,δείδω,verb,au)toi=s,αὐτός,pronoun,u(pe/sxeto,ὑπέχω,verb,suggnw/sesqai,συγγιγνώσκω,verb,tw=n,ὁ,article,,,gegono/twn,γίγνομαι,verb,e)a\n,ἐάν,conjunction,o(/son,ὅσος,adjective,e)/xousin,ἔχω,verb,a)rgu/rio/n,ἀργύριον,adjective,te,τε,particle,kai\,καί,conjunction,xrusi/on,e)sene/gkwsin,,,,,,,,,,,,,,,,,,χρυσίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(podecame/nwn,ὑποδέχομαι,verb,d',δέ,particle,e)kei/nwn,ἐκεῖνος,pronoun,sune/pempen,συμπέμπω,verb,au)toi=s,αὐτός,pronoun,tou=,ὁ,article,stratou=,στρατός,noun,me/ros,μέρος,noun,e)s,εἰς,preposition,po/lin,πόλις,adjective,e(ka/sthn,ἕκαστος,adjective,o(ri/sas,ὁρίζω,verb,h(me/ran,ἡμέρα,noun,toi=s,ὁ,article,strathgou=si,στρατηγέω,verb,tou=,ὁ,article,stratou=,στρατός,noun,pa=si,th\n,ὁ,article,au)th/n,αὐτός,pronoun,kai\,καί,conjunction,e)nteila/menos,ἐντέλλω,verb,a(/ma,ἅμα,adverb,e(/w|,ἠώς,noun,khru/ssein,κηρύσσω,verb,e(/kaston,ἕκαστος,adjective,πᾶς,adjective,e)n,ἐν,preposition,e(ka/sth|,ἕκαστος,adjective,po/lei,πόλις,adjective,trisi\n,τρεῖς,noun,w(/rais,ὥρα,adjective,e)s,εἰς,preposition,th\n,ὁ,article,a)gora\n,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,fe/rein,φέρω,verb,sunenegko/ntwn,de\,δέ,particle,ta\,loipa\,λοιπός,adjective,diarpa/sai,ἀγορά,noun,συμφέρω,verb,ὁ,article,διαρπάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,me\n,μέν,particle,o(,ὁ,article,*pau=los,Παῦλος,proper,e(bdomh/konta,ἑβδομήκοντα,verb,po/leis,πόλις,adjective,dih/rpasen,διαρπάζω,verb,w(/ra|,ὥρα,adjective,mia=|,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ardei=oi,,,de\,δέ,particle,kai\,καί,conjunction,*pala/rioi,,,ge/nh,γένος,noun,e(/tera,ἕτερος,adjective,*)illuriw=n,Ἰλλυρία,proper,th\n,ὁ,article,u(po\,ὑπό,preposition,*(rwmai/ous,,,*)illuri/da,Ἰλλυρίς,proper,e)dh/|oun,δηιόω,verb,kai\,καί,conjunction,oi(,ὁ,article,*(rwmai=oi,,,di',διά,preposition,a)sxoli/an,ἀσχολία,noun,pre/sbeis,e)/pemyan,πέμπω,verb,e)piplh/contas,ἐπιπλήσσω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,πρέσβις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,metaqeme/nwn,μετατίθημι,verb,de\,δέ,particle,e)kei/nwn,ἐκεῖνος,pronoun,e)stra/teuon,στρατεύω,verb,e)p',ἐπί,preposition,au)tou\s,αὐτός,pronoun,muri/ois,μυρίος,adjective,pezoi=s,πεζός,adjective,kai\,καί,conjunction,i(ppeu=sin,ἱππεύς,noun,e(cakosiois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,puqo/menoi,πύθω,verb,kai\,καί,conjunction,e)/ti,ἔτι,adverb,o)/ntes,εἰμί,verb,a)para/skeuoi,ἀπαράσκευος,adjective,pre/sbeis,πρέσβις,noun,e)/pemyan,πέμπω,verb,metagignw/skontes,,,kai\,καί,conjunction,deo/menoi,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,boulh\,βουλή,noun,ta\s,ὁ,article,bla/bas,βλάβη,adjective,au)toi=s,αὐτός,pronoun,e)ke/leusen,κελεύω,verb,a)podou=nai,ἀποδίδωμι,verb,toi=s,ὁ,article,h)dikhme/nois,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)podido/ntwn,ἀποδίδωμι,verb,de\,δέ,particle,e)stra/teuen,στρατεύω,verb,e)p',ἐπί,preposition,au)tou\s,αὐτός,pronoun,*fou/louios,,,*fla/kkos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,po/lemos,πόλεμος,noun,a)/ra,ἄρος,adjective,me/xri,μέχρι,preposition,katadromh=s,καταδρομή,noun,e)/lhce,λήγω,verb,mo/nhs,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,hu(=ron,εὑρίσκω,verb,au)tou=,αὐτός,pronoun,te/los,τέλος,noun,a)kribe/s,ἀκριβής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)ia/posi,,,de\,δέ,particle,toi=s,ὁ,article,e)nto\s,ἐντός,adverb,*)/alpewn,Ἄλπις,proper,e)pole/mhse,πολεμέω,verb,me\n,μέν,particle,*semprw/nios,Σεμπρώνιος,proper,o(,ὁ,article,*touditano\s,,,e)pi/klhn,ἐπίκλην,adverb,kai\,καί,conjunction,*pandou/sas,,,*tibe/rios,Τιβέριος,proper,kai\,καί,conjunction,e)oi/kasin,ἔοικα,verb,oi(,ὁ,article,*)ia/podes,au)toi=s,αὐτός,pronoun,u(pakou=sai,ὑπακούω,verb,e)oi/kasi,ἔοικα,verb,de\,δέ,particle,kai\,καί,conjunction,*segestanoi\,,,*leuki/w|,Λεύκιος,proper,*ko/tta|,,,,,kai\,καί,conjunction,*mete/llw|,Μέτελλος,proper,a)mfo/teroi,ἀμφότερος,adjective,d',δέ,particle,ou),οὐ,adverb,polu\,πολύς,adjective,u(/steron,ὕστερος,adjective,a)posth=nai,,,,,,,,,,,,,,,,,,,ἀφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dalma/tai,,,de/,δέ,particle,*)illuriw=n,Ἰλλυρία,proper,e(/teron,ἕτερος,adjective,ge/nos,γένος,noun,*)illuriou\s,Ἰλλυριός,proper,tou\s,ὁ,article,u(po\,ὑπό,preposition,*(rwmai/ois,,,kate/qeon,καταθέω,verb,kai\,καί,conjunction,pre/sbeis,πρέσβις,noun,a)fikome/nous,ἀφικνέομαι,verb,peri\,περί,preposition,tou=de,ὅδε,pronoun,*(rwmai/wn,,,ou),οὐ,adverb,prosi/ento,,,,,,,,,,,,,,,,,,,,,,,,,προσίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
