word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS
a)ll',ἀλλά,adverb,e)pei\,ἐπεί,conjunction,ou)=n,οὖν,particle,pero/wnto,περάω,verb,meta\,μετά,preposition,xru/seion,χρύσεος,adjective,a)/eqlon,ἆθλον,noun,*)argw/hs,,,e)pi\,ἐπί,preposition,nho\s,*)ih/soni,Ἰήσων,proper,sumpone/ontes,συμπονέω,verb,pai=de,παῖς,adjective,*boreio/new,,,*zh/ths,ναός,noun,Ζήτης,proper,*ka/lai/+s,Κάλαις,proper,te,τε,particle,kleennw/,κλεεννός,adjective,oi)ktei/rante,οἰκτείρω,verb,ge/ronta,γέρων,noun,kate/kteinan,κατακτείνω,verb,to/te,τότε,adverb,fu=la,φῦλον,noun,kai\,καί,conjunction,glukerh\n,γλυκερός,adjective,mele/oisi,μέλεος,adjective,do/san,δίδωμι,verb,stoma/tessin,στόμα,noun,e)dhtu/n,ἐδητύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)d',οὐδέ,particle,w(\s,ὅς,pronoun,*fae/qwn,φαέθω,verb,xo/lon,χόλος,noun,eu)/nasen,εὐνάζω,verb,a)lla/,ἀλλά,adverb,min,μιν,pronoun,ai)=ya,αἶψα,adverb,a)spala/kwn,poi/hse,ποιέω,verb,ge/nos,γένος,noun,mh\,μή,conjunction,pro/sqen,πρόσθεν,adverb,e)o/ntwn,ἀσπάλαξ,adjective,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou)/neka,τούνεκα,adverb,nu=n,νῦν,adverb,a)lao/n,ἀλαός,adjective,te,τε,particle,me/nei,μένω,verb,kai\,καί,conjunction,la/bron,λάβρος,adjective,e)dwdai=s,ἐδωδή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/te,ὅστε,pronoun,dh\,δή,particle,keraw=n,κεραός,adjective,h)ei/samen,ἀείδω,verb,e)/qnea,ἔθνος,adjective,qhrw=n,θήρ,noun,tau/rous,ταῦρος,noun,h)d',ἠδέ,conjunction,e)la/fous,h)d',ἠδέ,conjunction,eu)ruke/rwtas,,,a)gauou\s,ἀγαυός,adjective,kai\,καί,conjunction,do/rkous,ἔλαφος,noun,δόρκος,noun,o)/ruga/s,ὄρυξ,adjective,te,τε,particle,kai\,καί,conjunction,ai)glh/entas,αἰγλήεις,adjective,i)orkou\s,,,a)/lla,ἄλλος,adjective,q',τε,particle,o(/soisin,ὅσος,adjective,u(/perqe,ὕπερθεν,preposition,karh/ata,κάρα,noun,teuxh/enta,τευχήεις,adjective,nu=n,νῦν,adverb,a)/ge,ἄγε,adverb,karxaro/donta,καρχαρόδους,noun,qea/,θεά,noun,fra/zwmen,φράζω,verb,o(/milon,ὅμιλος,noun,sarkofa/gwn,σαρκόφαγος,adjective,qhrw=n,θήρ,noun,kai\,καί,conjunction,xaulio/donta,χαυλιόδους,adjective,ge/neqla,γένεθλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prwti/sthn,πρώτιστος,adjective,de\,δέ,particle,le/onti,λέων,noun,kluth\n,κλυτός,adjective,a)naqw/meqa,ἀναθέω,verb,molph/n,μολπή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*zhno\s,Ζεύς,proper,e)/san,εἰμί,verb,qrepth=res,θρεπτήρ,noun,u(permene/os,ὑπερμενής,adjective,*kroni/dao,Κρονίδης,proper,nhpia/xou,νηπίαχος,adjective,*kourh=tes,Κουρῆτες,proper,o(/t',ὅτε,conjunction,a)rti/gono/n,ἀρτίγονος,adjective,min,e)o/nta,εἰμί,verb,a)rame/nh,αἴρω,verb,geneth=ros,γενετήρ,noun,a)meili/ktoio,ἀμείλικτος,adjective,*kro/noio,μιν,pronoun,Κρόνος,proper,kleyito/kos,κλεψιτόκος,adjective,*(rei/h,,,ko/lpois,κόλπος,noun,e)nika/tqeto,ἐγκατατίθεμαι,verb,*krh/ths,Κρήτη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou)rani/dhs,Οὐρανίδης,proper,d',δέ,particle,e)sidw\n,εἰσεῖδον,verb,kratero\n,κρατερός,adjective,neoqhle/a,νεοθηλής,adjective,pai=da,παῖς,adjective,prw/tous,πρότερος,adjective,a)mfh/llace,ἀμφαλλάσσω,verb,*dio\s,Ζεύς,proper,r(uth=ras,a)gauou\s,ἀγαυός,adjective,kai\,καί,conjunction,qh=ras,θήρ,noun,poi/hsen,ποιέω,verb,a)meiya/menos,ῥυτήρ,noun,ἀμείβω,verb,*kourh=tas,Κουρῆτες,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)/r',ἄρα,particle,e)pei\,ἐπεί,conjunction,boulh=|si,βουλή,noun,qeou=,θεός,noun,merophi/+da,,,morfh\n,μορφή,noun,a)mfeba/lonto,ἀμφιβάλλω,verb,*kro/noio,kai\,καί,conjunction,a)mfie/santo,ἀμφιάζω,verb,le/ontas,λέων,noun,dw/roisin,δῶρον,noun,meto/pisqe,Κρόνος,proper,μετόπισθε,adverb,*dio\s,Ζεύς,proper,me/ga,μέγας,adverb,koirane/ousi,κοιρανέω,verb,qhrsi\n,θήρ,noun,o)reiau/lois,ὀρείαυλος,adjective,kai\,καί,conjunction,r(igedano\n,ῥιγεδανός,adverb,qoo\n,θοός,adjective,a(/rma,ἅρμα,noun,*(rei/hs,,,eu)w/dinos,εὐώδιν,noun,u(po\,ὑπό,preposition,zeu/glh|sin,ζεύγλη,noun,a)/gousin,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)o/la,αἰόλος,adjective,fu=la,φῦλον,noun,de\,δέ,particle,toi=si,τίς,pronoun,kai\,καί,conjunction,ei)/dea,εἶδος,noun,qhrsi\n,θήρ,noun,e(ka/stois,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,me/n,μέν,particle,nun,νῦν,adverb,proxoh=|si,προχοή,noun,polurraqa/gou,πολυρράθαγος,adjective,potamoi=o,ποταμός,noun,*ti/rei,,,e)p',ἐπί,preposition,eu)rure/onti,εὐρυρέων,adjective,kuh/sato,toceu/teira,,,*)armeni/h,Ἀρμένιος,proper,*pa/rqwn,Πάρθοι,proper,te,τε,particle,polu/sporos,κυέω,verb,πολύσπορος,adjective,eu)/botos,εὔβοτος,adjective,ai)=a,αἶα,noun,canqoko/mai,ξανθοκόμης,noun,tele/qousi,τελέθω,verb,kai\,καί,conjunction,ou),οὐ,adverb,to/son,τόσος,adjective,a)lkh/entes,ἀλκήεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ssona,πάσσων,verb,me\n,μέν,particle,fore/ousi,φορέω,verb,de/rhn,δέρος,noun,mega/lhn,μέγας,adverb,de/,δέ,particle,te,τε,particle,ko/rshn,κόρση,noun,o)/mmata,ὄμμα,noun,d',ai)glh/enta,αἰγλήεις,adjective,kai\,καί,conjunction,o)fru/as,ὀφρυάω,verb,u(/yi,ὕψι,adverb,baqei/as,δέ,particle,βαθύς,adjective,a)mfilafei=s,ἀμφιλαφής,adverb,e)pi\,ἐπί,preposition,r(i=na,ῥίς,noun,kathfe/as,κατηφής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,d',δέ,particle,a)/ra,ἄρα,particle,deirh=s,δειρή,noun,kai\,καί,conjunction,genu/wn,γένυς,noun,e(ka/terqe,ἑκάτερθε,adverb,qoai\,θοός,adjective,komo/wsin,κομάω,verb,e)/qeirai,,,,,,,,,,,,,,ἔθειρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,de\,δέ,particle,tre/fei,τρέφω,verb,mega/dwros,μεγάδωρος,adjective,*)erembw=n,Ἐρεμβοί,proper,au)=qis,αὖθις,adverb,a)/roura,ἄρουρα,adjective,th\n,ὁ,article,e)/qnh,ἔθνος,adjective,mero/pwn,eu)dai/mona,εὐδαίμων,adjective,kiklh/skousi,κικλήσκω,verb,deirai\,δειρή,noun,ka)kei/nois,ἐκεῖνος,pronoun,kai\,μέροψ,noun,καί,conjunction,sth/qea,στῆθος,noun,laxnh/enta,λαχνήεις,adjective,kai\,καί,conjunction,puro\s,πῦρ,noun,a)stra/ptousin,ἀστράπτω,verb,a)p',ἀπό,preposition,o)fqalmw=n,ὀφθαλμός,noun,a)marugai/,ἀμαρυγή,adjective,e)/coxa,ἔξοχος,adjective,d',δέ,particle,e)n,ἐν,preposition,pa/ntessin,πᾶς,adjective,a)ri/zhloi,ἀρίζηλος,adjective,tele/qousin,τελέθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o)li/gon,ὀλίγος,adjective,tou/twn,οὗτος,pronoun,ge/nos,γένος,noun,e)/llaxe,λαγχάνω,verb,muri/os,μυρίος,adjective,ai)=a,αἶα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poulu\s,πολύς,adjective,d',δέ,particle,e)n,ἐν,preposition,*libu/h|,Λιβύη,proper,e)ribw/laki,ἐριβῶλαξ,noun,diya/di,διψάς,adjective,gai/h|,γαῖα,noun,o)/xlos,ὄχλος,noun,e)pibrome/ei,ἐπιβρομέω,verb,briarw=n,bru/xhma,βρύχημα,noun,leo/ntwn,λέων,noun,ou)ke/ti,οὐκέτι,adverb,laxnh/eis,λαχνήεις,adjective,o)li/gh,βριαρός,adjective,ὀλίγος,adjective,d',δέ,particle,e)pide/dromen,ἐπιτρέχω,verb,ai)/glh,αἴγλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smerdale/os,σμερδαλέος,adjective,de\,δέ,particle,pro/swpa,πρόσωπον,noun,kai\,καί,conjunction,au)xe/na,αὐχήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=si,πᾶς,adjective,de\,δέ,particle,gui/ois,γυῖον,noun,h)=ka,ἦκα,adverb,me/lan,μέλας,adjective,kua/noio,κύανος,noun,fe/rei,φέρω,verb,memorugme/non,μορύσσω,verb,a)/nqos,ἄνθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lkh\,ἀλκή,noun,d',δέ,particle,e)n,ἐν,preposition,mele/essin,μέλος,noun,a)pei/ritos,ἀπείριτος,adjective,h)de\,ἠδέ,conjunction,leo/ntwn,λέων,noun,koiranikw=n,κοιρανικός,adjective,*li/bues,Λίβυς,proper,me/ga,koirane/ousi,κοιρανέω,verb,le/ontes,λέων,noun,,,,,,,,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de/,δέ,particle,pot',ποτέ,particle,*ai)qio/pwn,Αἰθίοψ,proper,*libu/hn,Λιβύη,proper,h)mei/yato,ἀμείβω,verb,gai=an,γαῖα,noun,qau=ma,θαῦμα,noun,me/g',μέγας,adverb,ei)side/ein,melano/xroos,μελανόχροος,adjective,h)u/+komos,εὔκομος,adjective,li=s,λίς,noun,eu)ru\s,εὐρύς,adjective,u(/perqe,εἰσεῖδον,verb,ὕπερθεν,preposition,ka/rhna,κάρηνον,noun,po/das,πούς,noun,dasu/s,δασύς,adjective,o)/mmasin,ὄμμα,noun,ai)=qoy,αἶθοψ,adjective,mou/noisi,μόνος,adjective,canqoi=s,ξανθός,adjective,foinisso/menos,φοινίσσω,verb,stoma/tessin,στόμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/drakon,δέρκομαι,verb,ou),οὐ,adverb,puqo/mhn,πύθω,verb,kei=no/n,ἐκεῖνος,pronoun,pote,ποτέ,particle,qh=ra,θήρ,noun,dafoino/n,δαφοινός,adjective,koiranikoi=s,κοιρανικός,adjective,t',τε,particle,e)/molen,diapo/mpimos,διαπόμπιμος,adjective,o)fqalmoi=sin,ὀφθαλμός,noun,,,,,,,,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forbh=s,φορβή,noun,ou),οὐ,adverb,xate/ei,χατέω,verb,pa/nt',πᾶς,adjective,h)/mata,ἦμαρ,noun,fu=la,φῦλον,noun,leo/ntwn,λέων,noun,a)lla\,ἀλλά,adverb,to\,ὁ,article,me\n,do/rpoisi,δόρπον,noun,me/lei,μέλω,verb,to\,ὁ,article,de/,δέ,particle,t',μέν,particle,τε,particle,au)=te,αὖτε,adverb,po/noisin,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,u(/pnon,ὕπνον,noun,muxa/toisin,μύχατος,adjective,e)/xei,ἔχω,verb,para\,παρά,preposition,te/rmasi,τέρμα,noun,pe/trhs,πέτρα,noun,a)mfado\n,ἀμφαδόν,adverb,u(pnw/ei,,,de/,qrasu/frona,θρασύφρων,adjective,qumo\n,θυμός,noun,e(li/sswn,ἑλίσσω,verb,eu(/dei,εὕδω,verb,d',δέ,particle,δέ,particle,e)/nqa,ἔνθα,adverb,ki/xh|sin,κιχάνω,verb,u(pei/roxos,ὑπέροχος,adjective,e(speri/h,ἑσπέριος,adjective,nu/c,νύξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/kluon,ἐκλύω,verb,au)=,αὖ,interjection,ka)kei=no,ἐκεῖνος,pronoun,leontoko/mwn,λεοντοκόμος,adjective,ai)zhw=n,αἰζηός,noun,deciterh\n,δεξιτερός,adjective,u(po\,ὑπό,preposition,xei=ra,χείρ,noun,fe/rein,φέρω,verb,ai)/qwna,le/onta,λέων,noun,na/rka,νάρκα,noun,qoh/n,θοός,adjective,th=|,ὁ,article,pa/nta,αἴθων,noun,πᾶς,adjective,lugou=n,λυγόω,verb,a)/po,ἀπό,preposition,gou/nata,γόνυ,noun,qhrw=n,θήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*penta/ki,πεντάκις,adverb,qhlute/rh,θῆλυς,adjective,de\,δέ,particle,to/kwn,τόκος,noun,a)pelu/sato,ἀπολύω,verb,zw/nhn,ζώνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba/cis,βάξις,noun,d',δέ,particle,a)treke/ws,ἀτρεκής,adjective,a)nemw/lios,ἀνεμώλιος,adjective,w(s,ὡς,conjunction,e(/na,ἕνος,adjective,ti/ktei,τίκτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/nte,πέντε,adverb,fe/rei,φέρω,verb,prw/tiston,πρώτιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,pi/suras,τέσσαρες,noun,mete/peita,μετέπειμι,verb,w)di/nei,ὠδίνω,verb,sku/mnous,σκύμνος,noun,kata/,κατά,preposition,q',τε,particle,e(cei/hs,ἑξείης,adverb,u(pe/nerqe,ὑπένερθε,adverb,nhdu/os,e)k,ἐκ,preposition,trita/ths,τρίτατος,adjective,trei=s,τρέω,verb,e)/kqoron,ἐκθρῴσκω,verb,,νηδύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,teta/rths,τέταρτος,adjective,a)mfi/dumoi,ἀμφίδυμος,adjective,pai=des,παῖς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pu/maton,πύματος,adjective,d',δέ,particle,e(/na,ἕνος,adjective,gei/nato,γείνομαι,verb,mh/thr,μήτηρ,noun,gastro\s,γαστήρ,noun,a)ristoto/koio,ἀριστότοκος,noun,kluto\n,κλυτός,adjective,basilh=a,βασιλεύς,noun,le/onta,,,,,,,,,,,,,,λέων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
