word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/60/lemma/@_entry,word/60/lemma/@_POS
o(/tan,ὅταν,conjunction,de\,δέ,particle,to\,ὁ,article,e(/lkos,ἕλκος,noun,kaqaro\n,καθαρός,adjective,me\n,μέν,particle,e)/h|,εἰμί,verb,flegmai/nh|,φλεγμαίνω,verb,de\,δέ,particle,to/,ὁ,article,te,τε,particle,e(/lkos,ἕλκος,noun,kai\,καί,conjunction,ta\,ὁ,article,perie/xonta,περιέχω,verb,tou=,ὁ,article,e(/lkeos,ἕλκος,noun,fako\n,φακός,noun,e)n,ἐν,preposition,oi)/nw|,οἶνον,noun,e(yh/sas,ἕψω,verb,kai\,καί,conjunction,tri/yas,τρίβω,verb,lei=on,λείων,adjective,e)lai/w|,ἔλαιον,noun,o)li/gw|,ὀλίγος,adjective,furh/sas,φυράω,verb,katapla/sas,καταπλάσσω,verb,e)pidei=n,ἐπεῖδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=,ὁ,article,kunosba/tou,κυνόσβατον,noun,e(yh/sas,ἕψω,verb,ta\,ὁ,article,fu/lla,φύλλον,noun,e)n,ἐν,preposition,u(/dati,ὕδωρ,noun,tri/yas,τρίβω,verb,lei=a,λεῖος,adjective,katapla/ssein,καταπλάσσω,verb,o)qo/nion,ὀθόνιον,noun,u(potei/nas,ὑποτείνω,verb,lepto\n,λεπτός,adjective,kaqaro\n,καθαρός,adjective,oi)/nw|,οἶνον,noun,kai\,καί,conjunction,e)lai/w|,ἔλαιον,noun,te/gcas,τέγγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/tan,ὅταν,conjunction,cuna/gein,συνάγω,verb,bou/lh|,βούλομαι,verb,tou=,ὁ,article,kunosba/tou,κυνόσβατον,noun,ta\,ὁ,article,fu/lla,φύλλον,noun,w(/sper,ὥσπερ,adverb,to\n,ὁ,article,fako\n,φακός,noun,skeua/zein,σκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sauri/dion,σαυρίδιον,adjective,oi)=nos,οἶνος,noun,kai\,καί,conjunction,li/nou,λίνος,noun,karpo\s,καρπός,noun,parami/gnutai,παραμίγνυμι,verb,lepto/s,λεπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/de,ὅδε,pronoun,o(,ὁ,article,tou=,ὁ,article,li/nou,λίνος,noun,karpo\s,καρπός,noun,kai\,καί,conjunction,a)/gnos,ἄγνος,noun,w)mo\s,ὠμός,adjective,kai\,καί,conjunction,mhlei/a,μήλειος,adjective,stupthri/h,στυπτηρία,noun,o)/cei,ὄξος,noun,tau=ta,οὗτος,pronoun,deuqe/nta,δεύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/omfaka,ὄμφαξ,noun,leukh\n,λευκός,adjective,e)s,εἰς,preposition,xalkei=on,χαλκεῖον,noun,qli/yas,θλίβω,verb,e)ruqro\n,ἐρυθρός,adjective,di',διά,preposition,h)qmou=,ἠθμός,noun,pro\s,πρός,preposition,h(/lion,ἥλιος,noun,tiqe/nai,τίθημι,verb,ta\s,ὁ,article,h(me/ras,ἡμέρα,noun,ta\s,ὁ,article,de\,δέ,particle,nu/ktas,νύξ,adjective,ai)/rein,αἴρω,verb,o(/kws,ὅπως,conjunction,mh\,μή,conjunction,drosi/zhtai,δροσίζω,verb,a)natri/bein,ἀνατρίβω,verb,de\,δέ,particle,th=s,ὁ,article,h(me/rhs,ἡμέρα,noun,a)pau/stws,ἄπαυστος,adjective,w(s,ὡς,conjunction,o(malw=s,ὁμαλής,adverb,chrai/nhtai,ξηραίνω,verb,kai\,καί,conjunction,a)po\,ἀπό,preposition,tou=,ὁ,article,xalkei/ou,χαλκεῖον,noun,w(s,ὡς,conjunction,o(/ti,ὅστις,pronoun,plei=ston,πλεῖστος,adjective,a)nalamba/nh|,ἀναλαμβάνω,verb,tiqe/nai,τίθημι,verb,de\,δέ,particle,e)s,εἰς,preposition,to\n,ὁ,article,h(/lion,ἥλιος,noun,tosou=ton,τοσοῦτος,adjective,xro/non,χρόνος,noun,e)/st',εἰμί,verb,a)\n,ἄν,particle,paxu\,παχύς,adjective,ge/nhtai,γίγνομαι,verb,w(/sper,ὥσπερ,adverb,me/li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέλι,noun,,
e)/peita,ἔπειτα,adverb,e)s,εἰς,preposition,xu/trhn,χύτρα,noun,xalkh=n,χάλκεος,adjective,e)gxe/ai,ἐγχέω,verb,kai\,καί,conjunction,me/li,μέλι,noun,w(s,ὡς,conjunction,ka/lliston,καλός,noun,kai\,καί,conjunction,oi)=non,οἶνον,noun,gluku\n,γλυκύς,adjective,e)nafeyh/sas,ἀφεψάω,verb,pro/teron,πρότερος,adjective,*rhti/nhn,,,terminqi/nhn,τερμίνθινος,adjective,e(/yein,ἕψω,verb,de\,δέ,particle,th\n,ὁ,article,*rhti/nhn,,,e)n,ἐν,preposition,tw=|,ὁ,article,oi)/nw|,οἶνον,noun,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,sklhrh\,σκληρός,adjective,ge/nhtai,γίγνομαι,verb,w(/sper,ὥσπερ,adverb,me/li,μέλι,noun,e(fqo/n,ἑφθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,th\n,ὁ,article,me\n,μέν,particle,*rhti/nhn,,,e)celei=n,ἐξαιρέω,verb,to\n,ὁ,article,de\,δέ,particle,oi)=non,οἶνον,noun,cugxe/ai,συγχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stw,εἰμί,verb,de\,δέ,particle,plei=stos,πλεῖστος,adjective,me\n,μέν,particle,o(,ὁ,article,xulo\s,χυλός,noun,th=s,ὁ,article,o)/mfakos,ὄμφαξ,noun,deu/teron,δεύτερος,adjective,de\,δέ,particle,o(,ὁ,article,oi)=nos,οἶνος,noun,tri/ton,τρίτος,adjective,de\,δέ,particle,to\,ὁ,article,me/li,μέλι,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,smu/rnan,σμύρνα,noun,th\n,ὁ,article,stakth\n,στακτός,adjective,kai\,καί,conjunction,a)/llws,ἄλλως,adverb,w(s,ὡς,conjunction,belti/sthn,βέλτιστος,adjective,tri/yas,τρίβω,verb,lei/hn,λεία,noun,di/esqai,δίεμαι,verb,tou=,ὁ,article,oi)/nou,οἶνον,noun,tou=,ὁ,article,au)tou=,αὐτός,pronoun,paregxe/onta,παρεγχέω,verb,kat',κατά,preposition,o)li/gon,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,e(/yein,ἕψω,verb,au)th\n,αὐτός,pronoun,e)f',ἐπί,preposition,e(wuth=s,ἑαυτοῦ,pronoun,th\n,ὁ,article,smu/rnan,σμύρνα,noun,cu\n,σύν,preposition,tw=|,ὁ,article,oi)/nw|,οἶνον,noun,a)nakine/onta,ἀνακινέω,verb,o(/tan,ὅταν,conjunction,de\,δέ,particle,doke/h|,δοκέω,verb,h)/dh,ἤδη,adverb,kalw=s,καλός,noun,e)/xein,ἔχω,verb,to\,ὁ,article,pa/xos,πάχος,adjective,cugxe/ai,συγχέω,verb,e)s,εἰς,preposition,to\n,ὁ,article,xulo\n,χυλός,noun,th=s,ὁ,article,o)/mfakos,ὄμφαξ,noun,kai\,καί,conjunction,ni/tron,νίτρον,noun,w(s,ὡς,conjunction,a)/riston,ἄριστος,adjective,fru/cas,φρύγω,verb,h(su/xws,ἥσυχος,adjective,mignu/nai,μίγνυμι,verb,e)s,εἰς,preposition,to\,ὁ,article,fa/rmakon,φάρμακον,noun,kai\,καί,conjunction,a)/nqos,ἄνθος,adjective,xalkou=,χαλκός,noun,e)/lasson,ἐλάσσων,adjective,tou=,ὁ,article,ni/trou,νίτρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,e)peida\n,ἐπειδάν,conjunction,mi/ch|s,μίγνυμι,verb,e(/yein,ἕψω,verb,mh\,μή,conjunction,e)/lasson,ἐλάσσων,adjective,triw=n,τρεῖς,noun,h(mere/wn,ἡμέρα,noun,cu/loisi,ξύλον,adjective,suki/noisin,σύκινος,adjective,w(s,ὡς,conjunction,o)li/gon,ὀλίγος,adjective,u(pokai/onta,ὑποκαίω,verb,h)\,ἠέ,conjunction,a)/nqracin,ἄνθραξ,noun,w(s,ὡς,conjunction,mh\,μή,conjunction,fru/ghtai,φρύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)mballo/mena,ἐμβάλλω,verb,pa/nta,πᾶς,adjective,a)/nudra,ἄνυδρος,adjective,e)/stw,εἰμί,verb,kai\,καί,conjunction,ta\,ὁ,article,e(lkea,,,mh\,μή,conjunction,tegge/sqw,τέγγω,verb,o(/kh,ὅπη,adverb,a)\n,ἄν,particle,e)palei/fhtai,ἐπαλείφω,verb,tou=to,οὗτος,pronoun,to\,ὁ,article,fa/rmakon,φάρμακον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh=sqai,χράομαι,verb,de\,δέ,particle,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,farma/kw|,φάρμακον,noun,pro\s,πρός,preposition,ta\,ὁ,article,pepalaiwme/na,παλαιόω,verb,e(/lkea,ἕλκος,noun,kai\,καί,conjunction,pro\s,πρός,preposition,ta\,ὁ,article,neo/trwta,νεότρωτος,adjective,kai\,καί,conjunction,e)s,εἰς,preposition,po/sqion,πόσθιον,noun,kai\,καί,conjunction,e)s,εἰς,preposition,kefalh=s,κεφαλή,noun,e(/lkea,ἕλκος,noun,kai\,καί,conjunction,w)to/s,οὖς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*fa/rmakon,φάρμακον,noun,e(/teron,ἕτερος,adjective,tw=n,ὁ,article,au)te/wn,αὐτός,pronoun,e(lke/wn,ἕλκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xolh\,χολή,noun,boo\s,βοῦς,noun,chrh\,ξηρός,adjective,me/li,μέλι,noun,w(s,ὡς,conjunction,ka/lliston,καλός,noun,oi)=nos,οἶνος,noun,leuko/s,λευκός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nafeyh=sai,ἀφεψάω,verb,de\,δέ,particle,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,lwtou=,λωτός,adjective,torneu/mata,τόρνευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libanwto\s,λιβανωτός,noun,smu/rna,σμύρνα,noun,i)/sh,ἴσος,adjective,kro/kos,κρόκος,noun,i)/sos,ἴσος,adjective,a)/nqos,ἄνθος,adjective,xalkou=,χαλκός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(moi/ws,ὅμοιος,adjective,de\,δέ,particle,u(grw=n,ὑγρός,adjective,oi)=nos,οἶνος,noun,plei=stos,πλεῖστος,adjective,me/li,μέλι,noun,deu/teron,δεύτερος,adjective,o)li/giston,ὀλίγιστος,adjective,h(,ὁ,article,xolh/,χολή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=nos,οἶνος,noun,me/li,μέλι,noun,ke/drinon,κέδρινος,adjective,o)li/gon,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,chra\,ξηρός,adjective,a)/nqos,ἄνθος,adjective,xalkou=,χαλκός,noun,smu/rna,σμύρνα,noun,si/dion,σίδιον,noun,au)=on,αὖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/nqos,ἄνθος,adjective,xalkou=,χαλκός,noun,o)pto\n,ὀπτός,adjective,h(mimoi/rion,ἡμιμοίριον,noun,smu/rnhs,σμύρνα,noun,du/o,δύο,adjective,h(mimsi/ri,,,kro/kou,κρόκος,noun,trei=s,τρέω,verb,moi=rai,μοῖρα,adjective,me/li,μέλι,noun,o)li/gon,ὀλίγος,adjective,su\n,σύν,preposition,oi)/nw|,οἶνον,noun,o)ptw/mena,ὀπτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libanwtou=,λιβανωτός,noun,moi=ra,μοῖρα,adjective,smu/rnhs,σμύρνα,noun,moi=ra,μοῖρα,adjective,khki/dos,,,moi=ra,μοῖρα,adjective,kro/kou,κρόκος,noun,trei=s,τρέω,verb,moi=rai,μοῖρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
