word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/57/lemma/@_entry,word/57/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form
tw=n,ὁ,article,e)k,ἐκ,preposition,th=s,ὁ,article,boulh=s,βουλεύς,noun,oi(,ὁ,article,prw=toi,πρότερος,adjective,gra/fousi,γράφω,verb,pro\s,πρός,preposition,to\n,ὁ,article,basile/a,βασιλεύς,noun,parakalou=ntes,παρακαλέω,verb,a)fike/sqai,ἀφικνέομαι,verb,pro\s,πρός,preposition,au)tou\s,αὐτός,pronoun,paralhyo/menon,παραλαμβάνω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pe/sxeto,ὑπέχω,verb,d',δέ,particle,o(,ὁ,article,basileu\s,βασιλεύς,noun,e)/rxesqai,ἔρχομαι,verb,kai\,καί,conjunction,ta\s,ὁ,article,e)pistola\s,ἐπιστολή,noun,a)ntigra/fei,ἀντιγράφω,verb,kai\,καί,conjunction,tw=n,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,koitw=na,κοιτών,noun,tini/,τις,pronoun,*kri/spw|,,,me\n,μέν,particle,tou)/noma,ὄνομα,adjective,to\,ὁ,article,de\,δέ,particle,ge/nos,γένος,noun,*)ioudai/w|,Ἰουδαῖος,proper,di/dwsi,δίδωμι,verb,pro\s,πρός,preposition,tou\s,ὁ,article,*tiberiei=s,,,fe/rein,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,οὗτος,pronoun,komi/santa,κομίζω,verb,ta\,ὁ,article,gra/mmata,γράμμα,noun,gnwri/santes,γνωρίζω,verb,oi(,ὁ,article,*galilai=oi,,,kai\,καί,conjunction,sullabo/ntes,συλλαμβάνω,verb,a)/gousin,ἄγω,verb,e)p',ἐπί,preposition,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,pa=n,πᾶς,adjective,plh=qos,πλῆθος,noun,w(s,ὡς,conjunction,h)/kousen,ἀκούω,verb,parocunqe\n,παροξύνω,verb,e)f',ἐπί,preposition,o(/pla,ὅπλον,noun,tre/petai,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunaxqe/ntes,συνάγω,verb,de\,δέ,particle,polloi\,πολύς,adjective,pollaxo/qen,πολλαχόθεν,adverb,kata\,κατά,preposition,th\n,ὁ,article,e)piou=san,ἔπειμι,verb,h(=kon,ἥκω,verb,ei)s,εἰς,preposition,*)/aswxin,,,po/lin,πόλις,adjective,e)/nqa,ἔνθα,adverb,dh\,δή,particle,th\n,ὁ,article,kata/lusin,κατάλυσις,noun,e)poiou/mhn,ποιέω,verb,kataboh/seis,καταβόησις,noun,te,τε,particle,sfo/dra,σφόδρα,adverb,e)poiou=nto,ποιέω,verb,prodo/tin,προδότις,adjective,a)pokalou=ntes,ἀποκαλέω,verb,th\n,ὁ,article,*tiberia/da,,,kai\,καί,conjunction,basile/ws,βασιλεύς,noun,fi/lhn,φίλος,adjective,e)pitre/pein,ἐπιτρέπω,verb,te,τε,particle,h)ci/oun,ἀξιόω,verb,au)toi=s,αὐτός,pronoun,kataba=sin,καταβαίνω,verb,a)/rdhn,ἄρδην,adverb,a)fani/sai,ἀφανίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,pro\s,πρός,preposition,tou\s,ὁ,article,*tiberiei=s,,,ei)=xon,ἔχω,verb,a)pexqw=s,ἀπεχθής,adverb,w(s,ὡς,conjunction,pro\s,πρός,preposition,tou\s,ὁ,article,*sepfwri/tas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)egw\,ἐγώ,pronoun,d',δέ,particle,a)kou/sas,ἀκέω,verb,h)po/roun,ἀπορέω,verb,ti/na,τίς,pronoun,tro/pon,τρόπος,noun,e)carpa/sw,ἐξαρπάζω,verb,th\n,ὁ,article,*tiberia/da,,,th=s,ὁ,article,*galilai/wn,,,o)rgh=s,ὀργή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)rnh/sasqai,ἀρνέομαι,verb,ga\r,γάρ,particle,ou)k,οὐ,adverb,e)duna/mhn,δύναμαι,verb,mh\,μή,conjunction,gegrafe/nai,γράφω,verb,tou\s,ὁ,article,*tiberiei=s,,,kalou=ntas,καλέω,verb,to\n,ὁ,article,basile/a,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/legxon,ἐλέγχω,verb,ga\r,γάρ,particle,ai(,ὁ,article,par',παρά,preposition,e)kei/nou,ἐκεῖνος,pronoun,pro\s,πρός,preposition,au)tou\s,αὐτός,pronoun,a)ntigrafai\,ἀντιγραφή,noun,th\n,ὁ,article,a)lh/qeian,ἀλήθεια,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/nnous,σύννους,adjective,ou)=n,οὖν,particle,pollh\n,πολύς,adjective,geno/menos,γίγνομαι,verb,w(/ran,ὥρα,adjective,o(/ti,ὅστις,pronoun,me\n,μέν,particle,h)dikh/kasin,ἀδικέω,verb,ei)=pon,εἶπον,verb,*tiberiei=s,,,oi)=da,οἶδα,verb,ka)gw/,ἐγώ,pronoun,th\n,ὁ,article,po/lin,πόλις,adjective,d',δέ,particle,au)tw=n,αὐτός,pronoun,u(ma=s,σύ,pronoun,ou),οὐ,adverb,kwlu/sw,κωλύω,verb,diarpa/sai,διαρπάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,d',δέ,particle,o(/mws,ὅμως,conjunction,kai\,καί,conjunction,meta\,μετά,preposition,kri/sews,κρίσις,adjective,ta\,ὁ,article,thlikau=ta,τηλικοῦτος,adjective,pra/ttein,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,mo/noi,μόνος,adjective,*tiberiei=s,,,prodo/tai,προδότης,noun,th=s,ὁ,article,e)leuqeri/as,ἐλευθερία,noun,h(mw=n,ἐγώ,pronoun,gego/nasin,γίγνομαι,verb,a)lla\,ἀλλά,adverb,polloi\,πολύς,adjective,kai\,καί,conjunction,tw=n,ὁ,article,e)n,ἐν,preposition,*galilai/a|,,,dokimwta/twn,δόκιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosmei/nate,προσμένω,verb,dh\,δή,particle,me/xri,μέχρι,preposition,tou\s,ὁ,article,ai)ti/ous,αἴτιος,adjective,a)kribw=s,ἀκριβῶς,adverb,e)kma/qw,ἐκμανθάνω,verb,kai\,καί,conjunction,to/te,τότε,adverb,pa/ntas,πᾶς,adjective,u(poxeiri/ous,ὑποχείριος,adjective,e(/cete,ἔχω,verb,kai\,καί,conjunction,o(/sous,ὅσος,adjective,i)di/a|,ἴδιος,adjective,e)pa/cai,ἐπάγνυμι,verb,dunh/sesqe,δύναμαι,verb,tau=t',οὗτος,pronoun,ei)pw\n,εἶπον,verb,e)/peisa,ἐφίζω,verb,to\,ὁ,article,plh=qos,πλῆθος,noun,kai\,καί,conjunction,pausa/menoi,παύω,verb,th=s,ὁ,article,o)rgh=s,ὀργή,noun,dielu/qhsan,διαλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,para\,παρά,preposition,basile/ws,βασιλεύς,noun,de\,δέ,particle,pemfqe/nta,πέμπω,verb,dh=sai,δέομαι,verb,keleu/sas,κέλλω,verb,met',μετά,preposition,ou),οὐ,adverb,polla\s,πολύς,adjective,h(me/ras,ἡμέρα,noun,e)pi/,ἐπί,preposition,tina,τις,pronoun,tw=n,ὁ,article,e)mautou=,ἐμαυτοῦ,pronoun,xreiw=n,χρέος,noun,e)pei/gousan,ἐπείγω,verb,skhya/menos,σκήπτω,verb,e)kdhmei=n,ἐκδημέω,verb,th=s,ὁ,article,basilei/as,βασιλεία,noun,kale/sas,καλέω,verb,to\n,ὁ,article,*kri=spon,,,la/qra,λάθρῃ,adverb,prose/taca,προστάσσω,verb,mequ/sai,μέθυσος,adjective,to\n,ὁ,article,stratiw/thn,στρατιώτης,adjective,fu/laka,φύλαξ,noun,kai\,καί,conjunction,fugei=n,φεύγω,verb,pro\s,πρός,preposition,basile/a,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,ga\r,γάρ,particle,diwxqh/sesqai,διώκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,me\n,μέν,particle,tai=s,ὁ,article,u(poqh/kais,ὑποθήκη,noun,peisqei\s,πείθω,verb,die/fuge,διαφεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tiberia\s,,,de\,δέ,particle,me/llousa,μέλλω,verb,deu/teron,δεύτερος,adjective,a)fani/zesqai,ἀφανίζω,verb,strathgi/a|,στρατηγία,noun,th=|,ὁ,article,e)mh=|,ἐμός,adjective,kai\,καί,conjunction,pronoi/a|,πρόνοια,noun,th=|,ὁ,article,peri\,περί,preposition,au)th=s,αὐτός,pronoun,o)cu\n,ὀξύς,adjective,ou(/tws,οὕτως,adverb,ki/ndunon,κίνδυνος,noun,die/fugen,διαφεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kata\,κατά,preposition,tou=ton,οὗτος,pronoun,de\,δέ,particle,to\n,ὁ,article,kairo\n,καιρός,noun,*)iou=stos,,,o(,ὁ,article,*pistou=,πιστόν,noun,pai=s,πᾶς,adjective,laqw\n,λανθάνω,verb,e)me\,ἐγώ,pronoun,diadidra/skei,διαδιδράσκω,verb,pro\s,πρός,preposition,to\n,ὁ,article,basile/a,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,ai)ti/an,αἰτία,noun,de\,δέ,particle,di',διά,preposition,h(\n,ὅς,pronoun,tou=t',οὗτος,pronoun,e)/pracen,πράσσω,verb,a)fhgh/somai,ἀφηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labo/ntos,λαμβάνω,verb,a)rxh\n,ἀρχή,noun,*)ioudai/ois,Ἰουδαῖος,proper,tou=,ὁ,article,pro\s,πρός,preposition,*(rwmai/ous,,,pole/mou,πόλεμος,noun,*tiberiei=s,,,diegnw/keisan,διαγιγνώσκω,verb,u(pakou/ein,ὑπακούω,verb,basilei=,βασιλεύς,noun,kai\,καί,conjunction,*(rwmai/wn,,,mh\,μή,conjunction,a)fi/stasqai,ἀφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pei/qei,πείθω,verb,d',δέ,particle,au)tou\s,αὐτός,pronoun,*)iou=stos,,,e)f',ἐπί,preposition,o(/pla,ὅπλον,noun,xwrh=sai,χωρέω,verb,newte/rwn,νέος,adjective,au)to\s,αὐτός,pronoun,e)fie/menos,ἐφίημι,verb,pragma/twn,πρᾶγμα,noun,kai\,καί,conjunction,di',διά,preposition,e)lpi/dos,ἐλπίς,noun,e)/xwn,ἔχω,verb,a)/rcein,ἄρχω,verb,*galilai/wn,,,te,τε,particle,kai\,καί,conjunction,th=s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,patri/dos,πατρίς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,tw=n,ὁ,article,prosdokhqe/ntwn,προσδοκάω,verb,e)pe/tuxen,ἐπιτυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*galilai=oi/,,,te,τε,particle,ga\r,γάρ,particle,e)xqrw=s,ἐχθρός,adjective,e)/xontes,ἔχω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,*tiberiei=s,,,dia\,διά,preposition,mh=nin,μῆνις,noun,w(=n,ὅς,pronoun,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,pro\,πρό,preposition,tou=,ὁ,article,pole/mou,πόλεμος,noun,pepo/nqeisan,πάσχω,verb,ou)k,οὐ,adverb,h)nei/xonto,ἀνέχω,verb,strathgou=ntos,στρατηγέω,verb,au)tw=n,αὐτός,pronoun,*)iou/stou,Ἰοῦστος,proper,ka)gw\,ἐγώ,pronoun,de\,δέ,particle,th\n,ὁ,article,prostasi/an,προστασία,noun,th=s,ὁ,article,*galilai/as,,,pisteuqei\s,πιστεύω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,koinou=,κοινός,adjective,tw=n,ὁ,article,*(ierosolumitw=n,,,polla/kis,πολλάκις,adverb,ei)s,εἰς,preposition,tosau/thn,τοσοῦτος,adjective,h(=kon,ἥκω,verb,o)rgh/n,ὀργή,noun,w(s,ὡς,conjunction,o)li/gou,ὀλίγος,adjective,dei=n,δέω,verb,a)poktei=nai,ἀποκτείνω,verb,to\n,ὁ,article,*)iou=ston,,,fe/rein,φέρω,verb,au)tou=,αὐτός,pronoun,th\n,ὁ,article,moxqhri/an,μοχθηρία,noun,ou),οὐ,adverb,duna/menos,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei/sas,δείδω,verb,ou)=n,οὖν,particle,e)kei=nos,ἐκεῖνος,pronoun,mh\,μή,conjunction,kai\,καί,conjunction,la/bh|,λαμβάνω,verb,te/los,τέλος,noun,a(/pac,ἅπαξ,adverb,o(,ὁ,article,qumo/s,θυμός,noun,e)/pemye,πέμπω,verb,pro\s,πρός,preposition,basile/a,βασιλεύς,noun,*kri=spon,,,a)sfale/steron,ἀσφαλής,adjective,oi)kh/sein,οἰκέω,verb,par',παρά,preposition,e)kei/nw|,ἐκεῖνος,pronoun,nomi/zwn,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sepfwri=tai,,,de\,δέ,particle,parado/cws,παράδοξος,adjective,to\n,ὁ,article,prw=ton,πρότερος,adjective,ki/ndunon,κίνδυνος,noun,diafugo/ntes,διαφεύγω,verb,pro\s,πρός,preposition,*ke/stion,,,*ga/llon,Γάλλος,proper,e)/pemyan,πέμπω,verb,h(/kein,ἥκω,verb,parakalou=ntes,παρακαλέω,verb,w(s,ὡς,conjunction,au)tou\s,αὐτός,pronoun,qa=tton,θάσσων,adjective,paralhyo/menon,παραλαμβάνω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,h)\,ἠέ,conjunction,pe/mpein,πέμπω,verb,du/namin,δύναμις,adjective,th\n,ὁ,article,a)nako/yousan,ἀνακόπτω,verb,ta\s,ὁ,article,e)p',ἐπί,preposition,au)tou\s,αὐτός,pronoun,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,e)pidroma/s,ἐπιδρομή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
