word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS
su\,σύ,pronoun,d',δέ,particle,ou)k,οὐ,adverb,a)/meinon,ei)=pen,εἶπον,verb,e)poi/hsas,a)\n,ἄν,particle,i)di/a|,ἴδιος,adjective,pro\s,πρός,preposition,e)me\,ἐγώ,pronoun,tou=t',οὗτος,pronoun,ei)pw/n',εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,ἀμείνων,adjective,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*puqago/rou,Πυθαγόρας,proper,de\,δέ,particle,traxu/teron,τραχύς,adjective,e)n,polloi=s,πολύς,adjective,gnwri/mw|,prosenexqe/ntos,προσφέρω,verb,a)pa/gcasqai,ἀπάγχω,verb,to\,ὁ,article,meira/kion,μειράκιον,noun,le/gousin,λέγω,verb,e)k,ἐκ,preposition,tou/tou,οὗτος,pronoun,de\,δέ,particle,mhde/pote,μηδέποτε,adverb,to\n,ὁ,article,*puqago/ran,Πυθαγόρας,proper,au)=qis,αὖθις,adverb,a)/llou,ἄλλος,adjective,ἐν,preposition,γνώριμος,adjective,paro/ntos,πάρειμι,verb,a)/llou,ἄλλος,adjective,nouqeth=sai,νουθετέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,ga\r,γάρ,particle,w(s,ὡς,conjunction,nosh/matos,ou)k,οὐ,adverb,eu)prepou=s,th=s,ὁ,article,a(marti/as,ἁμαρτία,noun,th\n,ὁ,article,nouqe/thsin,νουθέτησις,noun,kai\,καί,conjunction,a)naka/luyin,,,a)po/rrhton,ἀπόρρητος,adjective,ei)=nai,εἰμί,verb,kai\,καί,conjunction,mh\,μή,conjunction,panhgurikh\n,πανηγυρικός,adjective,mhd',μηδέ,particle,e)pideiktikh\n,ἐπιδεικτικός,adjective,νόσημα,noun,εὐπρεπής,adverb,mhde\,μηδέ,particle,ma/rturas,μάρτυς,noun,kai\,καί,conjunction,qeata\s,θεατός,adjective,suna/gousan,συνάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,filiko\n,φιλικός,adjective,a)lla\,sofistiko\n,σοφιστικός,adjective,a)llotri/ois,e)neudokimei=n,ἐνευδοκιμέω,verb,sfa/lmasi,σφάλμα,noun,kallwpizo/menon,καλλωπίζω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,paro/ntas,πάρειμι,verb,w(/sper,ὥσπερ,adverb,oi(,ἕ,pronoun,xeirourgou=ntes,χειρουργέω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,qea/trois,θέατρον,noun,i)atroi\,ἰατρός,noun,ἀλλά,adverb,ἀλλότριος,adjective,pro\s,πρός,preposition,e)rgolabi/an,ἐργολαβία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/neu,ἄνευ,preposition,de\,δέ,particle,th=s,ὁ,article,u(/brews,h(\n,ὅς,pronoun,ou)demia=|,qerapei/a|,θεραπεία,noun,prosei=nai,πρόσειμι,verb,di/kaio/n,δίκαιος,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,to\,ὁ,article,th=s,ὁ,article,kaki/as,κακία,noun,skepte/on,σκεπτέος,adjective,filo/neikon,φιλόνεικος,adjective,kai\,καί,conjunction,au)/qades,,,ou),οὐ,adverb,ὕβρις,noun,οὐδείς,pronoun,ga\r,γάρ,particle,a(plw=s,ἁπλῶς,adverb,nouqetou/menos,νουθετέω,verb,e)/rws,ἔρος,noun,ma=llon,μᾶλλον,adverb,pie/zei,πιέζω,verb,kat',κατά,preposition,*eu)ripi/dhn,Εὐριπίδης,proper,a)ll',ἀλλά,adverb,a)\n,ἄν,particle,nouqeth=|,νουθετέω,verb,tis,τις,pronoun,e)n,ἐν,preposition,polloi=s,πολύς,adjective,kai\,καί,conjunction,mh\,μή,conjunction,feido/menos,φείδομαι,verb,pa=n,πᾶς,adjective,no/shma,νόσημα,noun,kai\,καί,conjunction,pa=n,πᾶς,adjective,pa/qos,πάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,to\,ὁ,article,a)nai/sxunton,ἀναίσχυντος,adjective,kaqi/sthsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,ou)=n,οὖν,particle,o(,ὁ,article,*pla/twn,tou\s,ὁ,article,paraskeua/zontas,e)n,ἐν,preposition,toi=s,ὁ,article,ne/ois,νέος,adjective,ai)sxu/nhn,αἰσχύνη,adjective,ge/rontas,γέρων,noun,au)tou\s,αὐτός,pronoun,a)cioi=,ἀξιόω,verb,prw=ton,πρότερος,adjective,ai)sxu/nesqai,αἰσχύνω,verb,tou\s,ὁ,article,ne/ous,νέος,adjective,ou(/tw,οὕτως,adverb,tw=n,ὁ,article,Πλάτων,proper,παρασκευάζω,verb,fi/lwn,φίλος,adjective,h(,ὁ,article,duswpoume/nh,δυσωπέω,verb,parrhsi/a,παρρησία,noun,duswpei=,δυσωπέω,verb,ma/lista,μάλιστα,adverb,kai\,καί,conjunction,to\,ὁ,article,met',μετά,preposition,eu)labei/as,εὐλάβεια,adjective,a)tre/ma,ἀτρέμας,adverb,prosie/nai,πρόσειμι,verb,kai\,καί,conjunction,a(/ptesqai,ἅπτω,verb,tou=,ὁ,article,a(marta/nontos,ἁμαρτάνω,verb,u(perei/pei,ὑπερείπω,verb,kai\,καί,conjunction,dierga/zetai,διεργάζομαι,verb,th\n,ὁ,article,kaki/an,κακία,noun,a)napimplame/nhn,ἀναπίμπλημι,verb,tou=,ὁ,article,ai)dei=sqai,αἰδέομαι,verb,to\,ὁ,article,ai)dou/menon,αἰδέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,a)/rista,ἄριστος,adjective,me\n,μέν,particle,e)/xei,to\,ὁ,article,a)/gxi,sxw\n,ἔχω,verb,kefalh/n,κεφαλή,noun,i(/na,ἵνα,conjunction,mh\,μή,conjunction,peuqoi/aq',πεύθομαι,verb,oi(,ὁ,article,a)/lloi,ἄλλος,adjective,h(\kista,ἥκιστος,adjective,de\,δέ,particle,pre/pei,πρέπω,verb,gameth=s,γαμετή,noun,a)kouou/shs,ἀκούω,verb,a)/ndra,ἀνήρ,noun,ἔχω,verb,ἄγχι,adjective,kai\,καί,conjunction,pai/dwn,παῖς,adjective,e)n,ἐν,preposition,o)/yei,ὄψις,noun,pate/ra,πατήρ,noun,kai\,καί,conjunction,e)rasth\n,ἐραστής,noun,e)rwme/nou,ἐρώμενος,adjective,paro/ntos,πάρειμι,verb,h)\,ἠέ,conjunction,gnwri/mwn,γνώριμος,adjective,dida/skalon,διδάσκαλος,noun,a)pokalu/ptein,ἀποκαλύπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ci/stantai,ἐξίστημι,verb,ga\r,γάρ,particle,u(po\,ὑπό,preposition,lu/phs,kai\,καί,conjunction,o)rgh=s,e)legxo/menoi,ἐλέγχω,verb,par',παρά,preposition,oi(=s,ὅς,pronoun,eu)dokimei=n,εὐδοκιμέω,verb,a)ciou=sin,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,λύπη,noun,ὀργή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,de\,δέ,particle,kai\,καί,conjunction,*klei=tos,ou)x,οὐ,adverb,ou(/tw,parw/cune,παροξύνω,verb,dia\,διά,preposition,to\n,ὁ,article,oi)=non,οἶνον,noun,w(s,ὡς,conjunction,o(/ti,ὅστις,pronoun,pollw=n,πολύς,adjective,paro/ntwn,πάρειμι,verb,e)do/kei,δοκέω,verb,kolou/ein,κολούω,verb,*)ale/candron,Ἀλέξανδρος,proper,,,,,,,Κλεῖτος,proper,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*)aristome/nhs,Ἀριστομένης,proper,o(,ὁ,article,*ptolemai/ou,kaqhghth\s,καθηγητής,noun,o(/ti,nusta/zonta,νυστάζω,verb,presbei/as,πρέσβεια,noun,parou/shs,πάρειμι,verb,e)pa/tacen,πατάσσω,verb,e)cegei/rwn,ἐξεγείρω,verb,labh/n,λαβή,noun,tina,τις,pronoun,pare/sxe,παρέχω,verb,toi=s,ὁ,article,ko/laci,κόλαξ,noun,prospoioume/nois,προσποιέω,verb,a)ganaktei=n,ἀγανακτέω,verb,u(pe\r,ὑπέρ,preposition,Πτολεμαῖος,proper,ὅστις,pronoun,tou=,ὁ,article,basile/ws,βασιλεύς,noun,kai\,καί,conjunction,le/gousin,λέγω,verb,ei),εἰ,conjunction,tosau=ta,τοσοῦτος,adjective,kopiw=n,κοπίζω,verb,kai\,καί,conjunction,a)grupnw=n,ἀγρυπνέω,verb,kathne/xqhs,καταφέρω,verb,i)di/a|,ἴδιος,adjective,se,σύ,pronoun,nouqetei=n,νουθετέω,verb,o)fei/lomen,ὀφέλλω,verb,ou)k,οὐ,adverb,e)nanti/on,ἐναντίον,adverb,a)nqrw/pwn,ἄνθρωπος,noun,tosou/twn,τοσοῦτος,adjective,prosfe/rein,προσφέρω,verb,ta\s,ὁ,article,xei=ras,χείρ,noun,o(,ὁ,article,de\,δέ,particle,farma/kou,φαρμακόω,verb,ku/lika,κύλιξ,noun,pe/myas,πέμπω,verb,e)ke/leusen,κελεύω,verb,e)kpiei=n,ἐκπίνω,verb,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aristofa/nhs,Ἀριστοφάνης,proper,de\,δέ,particle,kai\,καί,conjunction,to\n,*kle/wna,Κλέων,proper,tou=t',e)gkalei=n,ἐγκαλέω,verb,fhsin,φημί,verb,o(/ti,ὅστις,pronoun,ce/nwn,ξένος,noun,paro/ntwn,πάρειμι,verb,th\n,ὁ,article,po/lin,πόλις,adjective,kakw=s,κακός,adjective,le/gei,λέγω,verb,kai\,καί,conjunction,parocu/nei,παροξύνω,verb,tou\s,ὁ,article,*)aqhnai/ous,Ἀθήναιος,proper,ὁ,article,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
