word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS
a)ll',ἀλλά,adverb,ei),εἰ,conjunction,dei=,δέομαι,verb,ti,τις,pronoun,tou/tois,οὗτος,pronoun,e)/gklhma,ἔγκλημα,noun,e)negkei=n,φέρω,verb,ma=llon,μᾶλλον,adverb,a)/n,ἄν,particle,tis,τις,pronoun,kale/seie,καλέω,verb,dikai/ws,δίκαιος,adjective,eu)la/beian,εὐλάβεια,adjective,plei/w,πλέως,adjective,th=s,ὁ,article,proshkou/shs,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,e)kei=no/s,ἐκεῖνος,pronoun,ge,γε,particle,o(/pou,ὅπου,adverb,kai\,καί,conjunction,mikro\n,μικρός,adjective,e)le/gxein,ἐλέγχω,verb,e)/xei,ἔχω,verb,tina\,τις,pronoun,tw=n,ὁ,article,presbute/rwn,πρέσβυς,noun,h)\,ἠέ,conjunction,kai\,καί,conjunction,tw=n,ὁ,article,kaq',κατά,preposition,e(auto\n,ἑαυτοῦ,pronoun,e)ndo/cwn,ἔνδοξος,adjective,a)ndrw=n,ἀνήρ,noun,ou)de\n,οὐδείς,pronoun,u(fi/etai,ὑφίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh/,μή,conjunction,pw,πω,particle,peri\,περί,preposition,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ti/,τίς,pronoun,xrh=n,χράω,verb,me,ἐγώ,pronoun,poiei=n,ποιέω,verb,w)=,ὦ,interjection,pro\s,πρός,preposition,*dio/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,mh\,μή,conjunction,mnhsqh=nai,μιμνήσκω,verb,to\,ὁ,article,para/pan,παράπαν,adverb,th=s,ὁ,article,ei)s,εἰς,preposition,*sikeli/an,Σικελία,proper,a)podhmi/as,ἀποδημία,noun,w(/sper,ὥσπερ,adverb,ti,τις,pronoun,tw=n,ὁ,article,a)porrh/twn,ἀπόρρητος,adjective,me/llonta,μέλλω,verb,e)rei=n,ἐρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)/te,οὔτε,adverb,yh/fisma,ψήφισμα,noun,sunh/|dein,σύνοιδα,verb,a)pagoreu=on,ἀπαγορεύω,verb,kai\,καί,conjunction,tw=|,ὁ,article,lo/gw|,λόγος,noun,sune/fere,συμφέρω,verb,kai\,καί,conjunction,a(/ma,ἅμα,adverb,a)lhqe\s,ἀληθής,adjective,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)/pleusen,πλέω,verb,ou)x,οὐ,adverb,a(/pac,ἅπαξ,adverb,kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,*di/wni,Δίων,proper,gene/sqai,γίγνομαι,verb,ta\,ὁ,article,di/kaia,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stw,εἰμί,verb,de\,δέ,particle,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)fai/neto,φαίνω,verb,de\,δέ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,lo/gois,λόγος,noun,*gorgi/ou,Γοργίης,proper,ei)rhkw\s,ἐρῶ,verb,ou),οὐ,adverb,pollou=,πολύς,adjective,tinos,τις,pronoun,a)/cion,ἄξιος,adjective,to\,ὁ,article,mh\,μή,conjunction,a)dikei=sqai,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,tau=ta,οὗτος,pronoun,a)sqenh=,ἀσθενής,adjective,kai\,καί,conjunction,tou=,ὁ,article,mhdeno\s,μηδείς,pronoun,a)/cia,ἄξιος,adjective,e)n,ἐν,preposition,me/sw|,μέσος,adjective,me\n,μέν,particle,dh\,δή,particle,pro/keitai,πρόκειμαι,verb,luo/ntwn,λύω,verb,de\,δέ,particle,oi(,ὁ,article,sofoi\,σοφός,adjective,ei),εἰ,conjunction,bou/lontai,βούλομαι,verb,kai\,καί,conjunction,kakw=s,κακός,adjective,le/gontes,λέγω,verb,e)me/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntws,πάντως,adverb,sunhqe/steron,συνήθης,adverb,kakw=s,κακός,adjective,le/gein,λέγω,verb,h)\,ἠέ,conjunction,eu)=,εὖ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,su/n,σύν,preposition,tini,τις,pronoun,e)/qei,ἔθος,noun,pra|ote/rw|,πρᾶος,adjective,kai\,καί,conjunction,sxh/mati,σχῆμα,noun,xrh=n,χράω,verb,mnhsqh=nai,μιμνήσκω,verb,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,h)/kousas,ἀκούω,verb,th=s,ὁ,article,paraith/sews,παραίτησις,noun,ei),εἰ,conjunction,mh\,μή,conjunction,to/te,τότε,adverb,a)lla\,ἀλλά,adverb,nu=n,νῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,de\,δέ,particle,ou),οὐ,adverb,ta\s,ὁ,article,para\,παρά,preposition,sou=,σύ,pronoun,tau/tas,οὗτος,pronoun,ai)ti/as,αἰτία,noun,dei/santes,δείδω,verb,u(/steron,ὕστερος,adjective,ei)sepoih/samen,εἰσποιέω,verb,tau=ta,οὗτος,pronoun,a)ll',ἀλλά,adverb,a)p',ἀπό,preposition,a)rxh=s,ἀρχή,noun,e)nh=n,ἔνειμι,verb,ka/lei,καλέω,verb,tou/twn,οὗτος,pronoun,ma/rturas,μάρτυς,noun,ei),εἰ,conjunction,bou/lei,βούλομαι,verb,tou\s,ὁ,article,a)kou/ontas,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,nh\,νή,preposition,*di/',Δίη,proper,a)niaro\n,ἀνιαρός,adjective,tou=to,οὗτος,pronoun,toi=s,ὁ,article,*pla/twnos,Πλάτων,proper,e(tai/rois,ἑταῖρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/teros,ἕτερος,adjective,lo/gos,λόγος,noun,ou(=tos,οὗτος,pronoun,ou),οὐ,adverb,pro\s,πρός,preposition,e)me\,ἐγώ,pronoun,a)lla\,ἀλλά,adverb,pro\s,πρός,preposition,o(ntinadh/pote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,kai\,καί,conjunction,tou=to,οὗτος,pronoun,a)dikw=,ἀδικέω,verb,o(/ti,ὅστις,pronoun,ta\,ὁ,article,e)k,ἐκ,preposition,tw=n,ὁ,article,*no/mwn,Νόμος,proper,au)tou=,αὐτός,pronoun,paregraya/mhn,παραγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/pws,ὅπως,conjunction,ge,γε,particle,e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,dusxerai/nousi,δυσχεραίνω,verb,ka)kei=no,ἐκεῖνος,pronoun,e)pidei/cousin,ἐπιδείκνυμι,verb,w(s,ὡς,conjunction,ou),οὐ,adverb,toi=s,ὁ,article,au)to\s,αὐτός,pronoun,au(tou=,ἑαυτοῦ,pronoun,peripi/ptei,περιπίπτω,verb,lo/gois,λόγος,noun,e)peida/n,ἐπειδάν,conjunction,ti,τις,pronoun,fa/skh|,φάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,tw=n,ὁ,article,*no/mwn,Νόμος,proper,toi=s,ὁ,article,d',δέ,particle,eu)daimo/nws,εὐδαίμων,adjective,zw=sin,ζάω,verb,u(pa/rxein,ὑπάρχω,verb,a)na/gkh,ἀνάγκη,noun,prw=ton,πρότερος,adjective,to\,ὁ,article,mh\,μή,conjunction,a)dikei=n,ἀδικέω,verb,a)/llous,ἄλλος,adjective,mh/te,μήτε,particle,au)tou\s,αὐτός,pronoun,u(f',ὑπό,preposition,e(te/rwn,ἕτερος,adjective,a)dikei=sqai,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/toin,οὗτος,pronoun,de\,δέ,particle,to\,ὁ,article,me\n,μέν,particle,ou),οὐ,adverb,pa/nu,πάνυ,adverb,xalepo\n,χαλεπός,adjective,tou=,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,a)dikei=sqai,ἀδικέω,verb,kth/sasqai,κτάομαι,verb,du/namin,δύναμις,adjective,pagxa/lepon,παγχάλεπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,au)to\,αὐτός,pronoun,tele/ws,τέλειος,adjective,e)/xein,ἔχω,verb,a)/llws,ἄλλως,adverb,h)\,ἠέ,conjunction,tele/ws,τέλειος,adjective,geno/menon,γίγνομαι,verb,a)gaqo/n,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,au)=,αὖ,interjection,toi=s,ὁ,article,r(h/masi,ῥῆμα,noun,ti/,τίς,pronoun,h(mei=s,ἐγώ,pronoun,e)fqegca/meqa,φθέγγομαι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,bibli/w|,βιβλίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,tou=,ὁ,article,bibli/ou,βιβλίον,noun,i)ou=,ἰός,adjective,i)ou=,ἰός,adjective,th=s,ὁ,article,marturi/as,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,e)deo/mhn,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,le/gei,λέγω,verb,*pla/twn,Πλάτων,proper,o(,ὁ,article,tou=,ὁ,article,e)pigra/mmatos,ἐπίγραμμα,noun,mete/xwn,μετέχω,verb,kai\,καί,conjunction,di',διά,preposition,o(\n,ὅς,pronoun,to\,ὁ,article,*)ari/stwnos,Ἀρίστων,proper,ge/nos,γένος,noun,qei=on,θεῖος,adjective,w(s,ὡς,conjunction,a)lhqw=s,ἀληθής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tele/ws,τέλειος,adjective,a)/ra,ἄρα,particle,w)=,ὦ,interjection,daimo/nie,δαιμόνιος,adjective,r(htorikh\,ῥητορικός,adjective,kalo\n,καλός,noun,kai\,καί,conjunction,ou),οὐ,adverb,pro\s,πρός,preposition,panto\s,πᾶς,adjective,ou)/te,οὔτε,adverb,labei=n,λαμβάνω,verb,ou)/te,οὔτε,adverb,kth/sasqai,κτάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fai/nei,φαίνω,verb,ga\r,γάρ,particle,kai\,καί,conjunction,su\,σύ,pronoun,tou=to/,οὗτος,pronoun,ge,γε,particle,sugxwrw=n,συγχωρέω,verb,o(/ti,ὅστις,pronoun,e)pi\,ἐπί,preposition,tw=|,ὁ,article,mh\,μή,conjunction,a)dikei=sqai,ἀδικέω,verb,te/taktai,τάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
