word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS
du/o,ga\r,γάρ,particle,diaqh=kai,διαθήκη,noun,lta)pgtefa/nhsan,,,h(,ὁ,article,me\n,μέν,particle,pa/lai,πάλαι,adverb,h(,ὁ,article,de\,δέ,particle,pollw=|,πολύς,adjective,u(/steron,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δύο,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,kata\,κατά,preposition,me\n,μέν,particle,th\n,ὁ,article,palaia/n,παλαιός,adjective,h(\n,ὅς,pronoun,a)pe/fhne,ἀποφαίνω,verb,*pro/cenos,Πρόξενος,proper,o(,ὁ,article,*dikaioge/nous,,,toutoui\,οὗτος,pronoun,path/r,πατήρ,noun,e)pi\,ἐπί,preposition,tw=|,ὁ,article,tri/tw|,τρίτος,adjective,me/rei,μέρος,noun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,e)gi/gneto,γίγνομαι,verb,tw=|,ὁ,article,qei/w|,θεῖος,noun,tw=|,ὁ,article,h(mete/rw|,ἡμέτερος,adjective,u(o\s,ὗς,noun,poihto/s,ποιητός,adjective,kaq',κατά,preposition,h(\n,ὅς,pronoun,d',δέ,particle,au)to\s,αὐτός,pronoun,a)pe/fhne,ἀποφαίνω,verb,καί,conjunction,*dikaioge/nhs,Δικαιογένης,proper,e)pi\,ἐπί,preposition,panti\,πᾶς,adjective,tw=|,ὁ,article,oi)/kw|,οἶκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/toin,de\,δέ,particle,toi=n,ὁ,article,diaqh/kain,διαθήκη,noun,h(\n,ὅς,pronoun,me\n,μέν,particle,*pro/cenos,Πρόξενος,proper,a)pe/fhne,ἀποφαίνω,verb,*dikaioge/nhs,Δικαιογένης,proper,e)/peise,ἐφίζω,verb,tou\s,ὁ,article,dikasta\s,δικαστής,noun,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)lhqh\s,ἀληθής,adjective,ei)/h,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\n,de\,δέ,particle,*dikaioge/nhs,Δικαιογένης,proper,a)pe/fhnen,ἀποφαίνω,verb,oi(,ἕ,pronoun,marturh/santes,μαρτυρέω,verb,au)th\n,αὐτός,pronoun,to\n,ὁ,article,qei=on,θεῖος,noun,to\n,ὁ,article,h(me/teron,ἡμέτερος,adjective,diaqe/sqai,διατίθημι,verb,e(a/lwsan,ἁλίσκομαι,verb,yeudomarturi/wn,ψευδομαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfoi=n,de\,δέ,particle,toi=n,ὁ,article,diaqh/kain,διαθήκη,noun,a)ku/roin,ἄκυρον,noun,gignome/nain,γίγνομαι,verb,kai\,καί,conjunction,e(te/ras,ἕτερος,adjective,mhdemia=s,μηδείς,pronoun,o(mologoume/nhs,ὁμολογέω,verb,ei)=nai,εἰμί,verb,kata\,κατά,preposition,do/sin,δόσις,noun,me\n,μέν,particle,ou)deni\,οὐδείς,pronoun,prosh=ke,προσήκω,verb,tou=,ὁ,article,klh/rou,κλῆρος,adjective,kat',κατά,preposition,a)gxistei/an,ἀγχιστεία,noun,de\,δέ,particle,tai=s,ὁ,article,*dikaioge/nous,,,tou=,ὁ,article,a)poqano/ntos,ἀποθνήσκω,verb,a)delfai=s,ἀδελφή,noun,w(=n,ὅς,pronoun,ei)sin,εἰμί,verb,ai(,ὁ,article,h(me/terai,ἡμέτερος,adjective,ἄμφω,noun,mhte/res,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,de\,δέ,particle,tau=ta,οὗτος,pronoun,e)/doce/,δοκέω,verb,te,τε,particle,h(mi=n,ἐγώ,pronoun,laxei=n,λαγχάνω,verb,tou=,ὁ,article,klh/rou,κλῆρος,adjective,kat',κατά,preposition,a)gxistei/an,ἀγχιστεία,noun,kai\,καί,conjunction,e)la/xomen,λαγχάνω,verb,tou=,ὁ,article,me/rous,μέρος,noun,e(/kastos,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mello/ntwn,d',δέ,particle,h(mw=n,ἐγώ,pronoun,a)nto/mnusqai,ἀντόμνυμι,verb,diemartu/rhse,διαμαρτυρέω,verb,*lewxa/rhs,Λεωχάρης,proper,ou(tosi\,οὗτος,pronoun,mh\,μή,conjunction,e)pi/dikon,ἐπίδικος,adjective,ei)=nai,εἰμί,verb,to\n,ὁ,article,klh=ron,κλῆρος,adjective,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)piskhyame/nwn,d',δέ,particle,h(mw=n,ἐγώ,pronoun,h(,ὁ,article,me\n,μέν,particle,lh=cis,λῆξις,noun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,diegra/fh,διαγράφω,verb,h(,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,yeudomarturi/wn,ψευδομαρτυρέω,verb,di/kh,δίκη,adjective,ei)sh/|ei,εἴσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπισκήπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,de\,δέ,particle,tw=|,ὁ,article,dikasthri/w|,δικαστήριον,noun,pa/nta,πᾶς,adjective,me\n,μέν,particle,h(mw=n,ἐγώ,pronoun,ei)po/ntwn,εἶπον,verb,a(/,ὅς,pronoun,per,πέρ,particle,nuni/,νυνί,adverb,polla\,πολύς,adjective,de\,δέ,particle,*lewxa/rous,Λεωχάρης,proper,a)ntapologhsame/nou,ἀνταπολογέομαι,verb,e)/gnwsan,γιγνώσκω,verb,ta\,ὁ,article,yeudh=,ψευδής,adverb,marturh=sai,μαρτυρέω,verb,*lewxa/rhn,Λεωχάρης,proper,oi(,ὁ,article,dikastai/,δικαστής,noun,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,de\,δέ,particle,tou=to,οὗτος,pronoun,fanero\n,φανερός,adjective,e)ge/neto,γίγνομαι,verb,e)caireqeisw=n,ἐξαιρέω,verb,tw=n,ὁ,article,yh/fwn,ψήφων,noun,a(\,ὅς,pronoun,me\n,μέν,particle,tw=n,ὁ,article,dikastw=n,δικαστής,noun,kai\,καί,conjunction,h(mw=n,ἐγώ,pronoun,e)deh/qh,δέω,verb,*lewxa/rhs,Λεωχάρης,proper,h)\,ἠέ,conjunction,o(/sa,ὅσος,adjective,h(mi=n,ἐγώ,pronoun,e)cege/neto,ἐκγίγνομαι,verb,diapra/casqai,διαπράσσω,verb,to/te,τότε,adverb,ou)k,οὐ,adverb,oi)=d',οἶδα,verb,o(/,ὅς,pronoun,ti,τις,pronoun,dei=,δέομαι,verb,le/gein,λέγω,verb,a(\,ὅς,pronoun,de\,δέ,particle,ἐπεί,conjunction,w(mologh/qh,ὁμολογέω,verb,h(mi=n,ἐγώ,pronoun,tau=ta,οὗτος,pronoun,a)kou/sate,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugxwrou/ntwn,ga\r,γάρ,particle,h(mw=n,ἐγώ,pronoun,tw=|,ὁ,article,a)/rxonti,ἄρχων,noun,mh\,μή,conjunction,sunariqmei=n,συναριθμέω,verb,a)lla\,ἀλλά,adverb,sugxe/ai,συγχέω,verb,ta\s,ὁ,article,yh/fous,ψῆφος,noun,a)fi/stato,ἀφίστημι,verb,me\n,μέν,particle,*dikaioge/nhs,Δικαιογένης,proper,toi=n,ὁ,article,duoi=n,δύο,adjective,meroi=n,μέρος,noun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,tai=s,ὁ,article,*dikaioge/nous,,,a)delfai=s,ἀδελφή,noun,kai\,καί,conjunction,w(molo/gei,ὁμολογέω,verb,a)namfisbh/thta,ἀναμφισβήτητος,adjective,paradw/sein,παραδίδωμι,verb,h(mi=n,ἐγώ,pronoun,tau=ta,οὗτος,pronoun,ta\,ὁ,article,me/rh,μέρα,noun,συγχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tau=ta,οὗτος,pronoun,h)ggua=to,ἐγγυάω,verb,au)to\n,αὐτός,pronoun,*lewxa/rhs,Λεωχάρης,proper,ou(tosi\,οὗτος,pronoun,a(\,ὅς,pronoun,w(molo/gei,ὁμολογέω,verb,poih/sein,ποιέω,verb,ou),οὐ,adverb,mo/nos,μόνος,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,*mnhsipto/lemos,Μνησιπτόλεμος,proper,o(,ὁ,article,*plwqeieu/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tou/twn,οὗτος,pronoun,u(mi=n,σύ,pronoun,tou\s,ὁ,article,ma/rturas,μάρτυς,noun,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,toi/nun,τοίνυν,particle,tau=ta,οὗτος,pronoun,paqo/ntes,πάσχω,verb,u(po\,ὑπό,preposition,*lewxa/rous,Λεωχάρης,proper,kai\,καί,conjunction,e)ggeno/menon,ἐγγίγνομαι,verb,h(mi=n,ἐγώ,pronoun,au)to\n,αὐτός,pronoun,e)peidh\,ἐπεί,conjunction,ei(/lomen,αἱρέω,verb,tw=n,ὁ,article,yeudomarturi/wn,ψευδομαρτυρέω,verb,a)timw=sai,ἀτιμάω,verb,ou)k,οὐ,adverb,e)boulh/qhmen,βούλομαι,verb,a)ll',ἀλλά,adverb,e)ch/rkese,ἐξαρκέω,verb,ta\,ὁ,article,h(me/tera,ἡμέτερος,adjective,h(mi=n,ἐγώ,pronoun,komisame/nois,κομίζω,verb,a)phlla/xqai,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiou=toi,de\,δέ,particle,geno/menoi,γίγνομαι,verb,peri\,περί,preposition,*lewxa/rhn,Λεωχάρης,proper,kai\,καί,conjunction,*dikaioge/nhn,Δικαιογένης,proper,e)chpath/qhmen,ἐξαπατάω,verb,u(p',ὑπό,preposition,au)tw=n,αὐτός,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,ga\r,γάρ,particle,*dikaioge/nhs,Δικαιογένης,proper,ta\,ὁ,article,du/o,δύο,adjective,me/rh,μέρα,noun,h(mi=n,ἐγώ,pronoun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,pare/dwken,παραδίδωμι,verb,o(mologh/sas,ὁμολογέω,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,dikasthri/ou,δικαστήριον,noun,ou)/te,οὔτε,adverb,*lewxa/rhs,Λεωχάρης,proper,o(mologei=,ὁμολογέω,verb,e)gguh/sasqai,ἐγγυάω,verb,au)to\n,αὐτός,pronoun,to/te,τότε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὔτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,ei),εἰ,conjunction,mh\,μή,conjunction,e)nanti/on,ἐναντίον,adverb,me\n,μέν,particle,tw=n,ὁ,article,dikastw=n,δικαστής,noun,pentakosi/wn,πεντακόσιοι,adjective,o)/ntwn,εἰμί,verb,e)nanti/on,ἐναντίον,adverb,de\,δέ,particle,tw=n,ὁ,article,periesthko/twn,περιίστημι,verb,h)ggua=to,ἐγγυάω,verb,ou)k,οὐ,adverb,oi)=d',οἶδα,verb,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,e)poi/hsen,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καίτοι,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,me\n,μέν,particle,toi/nun,τοίνυν,particle,perifanw=s,περιφανής,adverb,yeu/dontai,ψεύδω,verb,ma/rturas,μάρτυς,noun,u(mi=n,σύ,pronoun,parexo/meqa,παρέχω,verb,tou\s,ὁ,article,paro/ntas,πάρειμι,verb,o(/te,ὅτε,conjunction,*dikaioge/nhs,Δικαιογένης,proper,me\n,μέν,particle,a)fi/stato,ἀφίστημι,verb,toi=n,ὁ,article,duoi=n,δύο,adjective,meroi=n,μέρος,noun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,kai\,καί,conjunction,w(molo/gei,ὁμολογέω,verb,a)namfisbh/thta,ἀναμφισβήτητος,adjective,paradw/sein,παραδίδωμι,verb,tai=s,ὁ,article,*dikaioge/nous,,,a)delfai=s,ἀδελφή,noun,*lewxa/rhs,Λεωχάρης,proper,de\,δέ,particle,h)ggua=to,ἐγγυάω,verb,au)to\n,αὐτός,pronoun,ὡς,conjunction,a(\,ὅς,pronoun,w(molo/ghse,ὁμολογέω,verb,kai\,καί,conjunction,poih/sein,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deo/meqa,de\,δέ,particle,kai\,καί,conjunction,u(mw=n,σύ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ei)/,εἰ,conjunction,tis,τις,pronoun,e)tu/gxane,τυγχάνω,verb,parw\n,πάρειμι,verb,to/te,τότε,adverb,a)namnhsqh=nai,ἀναμιμνήσκω,verb,ei),εἰ,conjunction,le/gomen,λέγω,verb,a)lhqh=,ἀληθής,adjective,kai\,καί,conjunction,bohqh=sai,βοηθέω,verb,h(mi=n,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei/,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ei),εἰ,conjunction,*dikaioge/nhs,Δικαιογένης,proper,a)lhqh=,ἀληθής,adjective,le/gei,λέγω,verb,ti/,τίς,pronoun,h(mei=s,ἐγώ,pronoun,w)felou/meqa,ὠφελέω,verb,nikh/santes,νικάω,verb,h)\,ἠέ,conjunction,ti/,τίς,pronoun,ou(=tos,οὗτος,pronoun,e)zhmiw/qh,ζημιόω,verb,h(tthqei/s,ἡσσάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπεί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),ga\r,γάρ,particle,a)pe/sth,ἀφίστημι,verb,mo/non,μόνος,adjective,w(/s,ὡς,conjunction,fhsi),φημί,verb,toi=n,ὁ,article,duoi=n,δύο,adjective,meroi=n,μέρος,noun,tou=,ὁ,article,klh/rou,κλῆρος,adjective,a)namfisbh/thta,ἀναμφισβήτητος,adjective,de\,δέ,particle,mh\,μή,conjunction,w(molo/gei,ὁμολογέω,verb,paradw/sein,παραδίδωμι,verb,ti/,τίς,pronoun,e)zhmiou=to,ζημιόω,verb,a)fista/menos,ἀφίστημι,verb,w(=n,ὅς,pronoun,timh\n,τιμή,noun,ei)=xen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,ga\r,γάρ,particle,pri\n,πρίν,adverb,h(tthqh=nai,ἡσσάομαι,verb,th\n,ὁ,article,di/khn,δίκη,adjective,ei)=xen,ἔχω,verb,w(=n,ὅς,pronoun,h(mei=s,ἐγώ,pronoun,dikazo/meqa,δικάζω,verb,a)ll',ἀλλά,adverb,oi(,ἕ,pronoun,para\,παρά,preposition,tou/tou,οὗτος,pronoun,pria/menoi,πρίαμαι,verb,kai\,καί,conjunction,qe/menoi,τίθημι,verb,oi(=s,ὅς,pronoun,e)/dei,δέω,verb,au)to\n,αὐτός,pronoun,a)podo/nta,ἀποδίδωμι,verb,th\n,ὁ,article,timh\n,τιμή,noun,h(mi=n,ἐγώ,pronoun,ta\,ὁ,article,me/rh,μέρα,noun,a)podou=nai,ἀποδίδωμι,verb,,,,,,,,,,οὐδέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,tau=ta,οὗτος,pronoun,ga\r,γάρ,particle,kai\,καί,conjunction,tou\s,ὁ,article,e)gguhta\s,ἐγγυητής,noun,par',παρά,preposition,au)tou=,αὐτός,pronoun,e)la/bomen,λαμβάνω,verb,ou),οὐ,adverb,pisteu/ontes,πιστεύω,verb,au)tw=|,αὐτός,pronoun,a(\,ὅς,pronoun,w(molo/ghse,ὁμολογέω,verb,poih/sein,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plh\n,ga\r,γάρ,particle,duoi=n,δύο,adjective,oi)kidi/oin,οἰκίδιον,noun,e)/cw,ἔξω,adverb,tei/xous,τεῖχος,noun,kai\,καί,conjunction,e)n,ἐν,preposition,*pedi/w|,Πεδίον,proper,e(ch/konta,ἑξήκοντα,adjective,ple/qrwn,πλέθρον,noun,ou)de\n,οὐδείς,pronoun,kekomi/smeqa,κομίζω,verb,a)ll',ἀλλά,adverb,oi(,ἕ,pronoun,para\,παρά,preposition,tou/tou,οὗτος,pronoun,qe/menoi,τίθημι,verb,kai\,καί,conjunction,pria/menoi,πρίαμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πλήν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,d',δέ,particle,ou)k,οὐ,adverb,e)ca/gomen,ἐξάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/dimen,ga\r,γάρ,particle,mh\,μή,conjunction,o)/flwmen,ὀφλισκάνω,verb,di/kas,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,ga\r,γάρ,particle,*miki/wna,,,keleu/ontos,κελεύω,verb,*dikaioge/nous,,,kai\,καί,conjunction,fa/skontos,φάσκω,verb,ltou)gt,,,bebaiw/sein,βεβαιόω,verb,e)ca/gontes,ἐξάγω,verb,e)k,ἐκ,preposition,tou=,ὁ,article,balanei/ou,βαλανεῖον,noun,w)/flomen,ὀφλισκάνω,verb,tettara/konta,τεσσαράκοντα,adjective,mna=s,μνᾶ,noun,dia\,διά,preposition,*dikaioge/nhn,Δικαιογένης,proper,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(gou/menoi,ga\r,γάρ,particle,ou)k,οὐ,adverb,a)\n,ἄν,particle,au)to\n,αὐτός,pronoun,bebaiw/sai,βεβαιόω,verb,ou)de\n,οὐδείς,pronoun,w(=n,ὅς,pronoun,h(mi=n,ἐγώ,pronoun,a)pe/sth,ἀφίστημι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,dikasthri/w|,δικαστήριον,noun,diisxurizo/meqa,διισχυρίζομαι,verb,pro\s,πρός,preposition,*miki/wna,,,e)nanti/on,ἐναντίος,adjective,tw=n,ὁ,article,dikastw=n,δικαστής,noun,e)qe/lontes,ἐθέλω,verb,o(tiou=n,ὁτιοῦν,adverb,pa/sxein,πάσχω,verb,ei),εἰ,conjunction,bebaiw/seien,βεβαιόω,verb,au)tw=|,αὐτός,pronoun,*dikaioge/nhs,Δικαιογένης,proper,to\,ὁ,article,balanei=on,βαλανεῖον,noun,ou)k,οὐ,adverb,a)/n,ἄν,particle,ἡγέομαι,verb,pote,ποτέ,particle,oi)o/menoi,οἴομαι,verb,au)to\n,αὐτός,pronoun,e)nanti/a,ἐναντίος,adjective,oi(=s,ὅς,pronoun,w(molo/ghse,ὁμολογέω,verb,pra=cai,πράσσω,verb,ou),οὐ,adverb,di',διά,preposition,a)/ll',ἄλλος,adjective,ou)de\n,οὐδείς,pronoun,h)\,ἠέ,conjunction,dia\,διά,preposition,tou\s,ὁ,article,e)gguhta/s,ἐγγυητής,noun,o(/ti,ὅστις,pronoun,kaqeisth/kesan,καθίστημι,verb,h(mi=n,ἐγώ,pronoun
a)posta\s,de\,δέ,particle,*dikaioge/nhs,Δικαιογένης,proper,tau=ta,οὗτος,pronoun,ta\,ὁ,article,me/rh,μέρα,noun,w(=n,ὅς,pronoun,kai\,καί,conjunction,nu=n,νῦν,adverb,o(mologei=,ὁμολογέω,verb,a)festa/nai,ἀφίστημι,verb,h(mi=n,ἐγώ,pronoun,e)bebai/wse,βεβαιόω,verb,*miki/wni,,,to\,ὁ,article,balanei=on,βαλανεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,o(,ὁ,article,a)/qlios,ἄθλιος,adjective,ou)x,οὐ,adverb,o(/pws,ὅπως,conjunction,ti,τις,pronoun,e)k,ἐκ,preposition,tou=,ὁ,article,klh/rou,κλῆρος,adjective,ei)lhfw/s,λαμβάνω,verb,a)lla\,ἀλλά,adverb,prosapolwlekw\s,προσαπόλλυμι,verb,tettara/konta,τεσσαράκοντα,adjective,mna=s,μνᾶ,noun,a)ph/|ein,ἄπειμι,verb,u(brisme/nos,ὑβρίζω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,*dikaioge/nous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,tou/twn,οὗτος,pronoun,u(mi=n,σύ,pronoun,ma/rturas,μάρτυς,noun,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
