word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/46/lemma/@_entry,word/46/lemma/@_POS
o(/sa,ὅσος,adjective,ga/r,γάρ,particle,e)stin,εἰμί,verb,e)nqa/d',ἐνθάδε,adverb,ai)sxra\,αἰσχρός,adjective,tw=|,ὁ,article,no/mw|,νόμος,noun,kratou/mena,κρατέω,verb,tau=ta,οὗτος,pronoun,pa/nt',πᾶς,adjective,e)sti\n,εἰμί,verb,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,toi=sin,τίς,pronoun,o)/rnisin,ὄρνις,noun,kala/,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,e)nqa/d',ἐνθάδε,adverb,e)sti\n,εἰμί,verb,ai)sxro\n,αἰσχρός,adjective,to\n,ὁ,article,pate/ra,πατήρ,noun,tu/ptein,τύπτω,verb,no/mw|,νόμος,noun,tou=t',οὗτος,pronoun,e)kei=,ἐκεῖ,adverb,kalo\n,καλός,noun,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,e)stin,εἰμί,verb,h)/n,ἐάν,conjunction,tis,τις,pronoun,tw=|,ὁ,article,patri\,πατήρ,noun,prosdramw\n,προστρέχω,verb,ei)/ph|,εἶπον,verb,pata/cas,πατάσσω,verb,ai)=re,αἴρω,verb,plh=ktron,πλῆκτρον,noun,ei),εἰ,conjunction,maxei=,μάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,tugxa/nei,τυγχάνω,verb,tis,τις,pronoun,u(mw=n,σύ,pronoun,drape/ths,δραπέτης,noun,e)stigme/nos,στίζω,verb,a)ttaga=s,ἀτταγᾶς,noun,ou(=tos,οὗτος,pronoun,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,poiki/los,ποικίλος,adjective,keklh/setai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,tugxa/nei,τυγχάνω,verb,tis,τις,pronoun,w)\n,εἰμί,verb,*fru\c,Φρύξ,proper,mhde\n,μηδείς,pronoun,h)=tton,ἀίσσω,verb,*spinqa/rou,Σπίνθαρος,proper,frugi/los,φρυγίλος,noun,o)/rnis,ὄρνις,noun,e)nqa/d',ἐνθάδε,adverb,e)/stai,εἰμί,verb,tou=,ὁ,article,*filh/monos,Φιλήμων,proper,ge/nous,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,dou=lo/s,δοῦλος,noun,e)sti,εἰμί,verb,kai\,καί,conjunction,*ka\r,Κάρ,proper,w(/sper,ὥσπερ,adverb,*)echkesti/dhs,Ἐξηκεστίδης,proper,fusa/tw,φύω,verb,pa/ppous,πάππος,noun,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,fanou=ntai,φαίνω,verb,fra/teres,φράτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,o(,ὁ,article,*peisi/ou,Πεισίης,proper,prodou=nai,προδίδωμι,verb,toi=s,ὁ,article,a)ti/mois,ἄτιμος,adjective,ta\s,ὁ,article,pu/las,πύλη,adjective,bou/letai,βούλομαι,verb,pe/rdic,πέρδιξ,noun,gene/sqw,γίγνομαι,verb,tou=,ὁ,article,patro\s,πατήρ,noun,neotti/on,νεοσσίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,par',παρά,preposition,h(mi=n,ἐγώ,pronoun,ou)de\n,οὐδείς,pronoun,ai)sxro/n,αἰσχρός,adjective,e)stin,εἰμί,verb,e)kperdiki/sai,ἐκπερδικίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toia/de,τοιόσδε,adjective,ku/knoi,κύκνος,noun,tio\,τιό,interjection,tio\,τιό,interjection,tia\,,,tio\,τιό,interjection,tio\,τιό,interjection,tioti/gc,τιοτίγξ,interjection,summigh=,συμμιγής,adverb,boh\n,βοή,noun,o(mou=,ὁμοῦ,adverb,pteroi=s,πτερόν,noun,kre/kontes,κρέκω,verb,i)/akxon,Ἴακχος,proper,*)apo/llw,Ἀπόλλων,proper,tio\,τιό,interjection,tio\,τιό,interjection,tio\,τιό,interjection,tioti/gc,τιοτίγξ,interjection,o)/xqw|,ὄχθος,noun,e)fezo/menoi,ἐφέζομαι,verb,par',παρά,preposition,*(/ebron,Ἕβρος,proper,potamo/n,ποταμός,noun,tio\,τιό,interjection,tio\,τιό,interjection,tio\,τιό,interjection,tioti/gc,τιοτίγξ,interjection,dia\,διά,preposition,d',δέ,particle,ai)qe/rion,αἰθέριος,adjective,ne/fos,νέφος,noun,h)=lqe,ἔρχομαι,verb,boa/,βοή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pth=ce,πτήσσω,verb,de\,δέ,particle,fu=la/,φῦλον,noun,te,τε,particle,poiki/la,ποικίλος,adjective,qhrw=n,θήρ,noun,ku/mata/,κῦμα,noun,t',τε,particle,e)/sbese,σβέννυμι,verb,nh/nemos,νήνεμος,adjective,ai)/qrh,αἴθρη,noun,totototototototototi/gc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=s,πᾶς,adjective,d',δέ,particle,e)pektu/phs',ἐπικτυπέω,verb,*)/olumpos,Ὄλυμπος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(=le,αἱρέω,verb,de\,δέ,particle,qa/mbos,θάμβος,noun,a)/naktas,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)olumpia/des,Ὀλυμπιάς,proper,de\,δέ,particle,me/los,μέλος,noun,*xa/rites,Χάρις,proper,*mou=sai/,Μοῦσα,proper,t',τε,particle,e)pwlo/lucan,ἐπολολύζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tio\,τιό,interjection,tio\,τιό,interjection,tio\,τιό,interjection,tioti/gc,τιοτίγξ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/n,οὐδείς,pronoun,e)st',εἰμί,verb,a)/meinon,ἀμείνων,adjective,ou)d',οὐδέ,particle,h(/dion,ἡδύς,adjective,h)\,ἠέ,conjunction,fu=sai,φύω,verb,ptera/,πτερόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/x',αὐτίκα,adverb,u(mw=n,σύ,pronoun,tw=n,ὁ,article,qeatw=n,θεατής,noun,ei)/,εἰ,conjunction,tis,τις,pronoun,h(=n,,,u(po/pteros,ὑπόπτερος,adjective,ei)=ta,εἶτα,adverb,peinw=n,πεινάω,verb,toi=s,ὁ,article,xoroi=si,χορός,noun,tw=n,ὁ,article,tragw|dw=n,τραγῳδός,noun,h)/xqeto,ἄχθομαι,verb,e)kpto/menos,ἐκπέτομαι,verb,a)\n,ἄν,particle,ou(=tos,οὗτος,pronoun,h)ri/sthsen,ἀριστάω,verb,e)lqw\n,ἔρχομαι,verb,oi)/kade,οἴκαδε,adverb,ka)=|t',εἶτα,adverb,a)\n,ἄν,particle,e)mplhsqei\s,ἐμπίπλημι,verb,e)f',ἐπί,preposition,h(ma=s,ἐγώ,pronoun,au)=qis,αὖθις,adverb,au)=,αὖ,interjection,kate/pteto,καταπέτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,te,τε,particle,*patroklei/dhs,Πατροκλείδης,proper,tis,τις,pronoun,u(mw=n,σύ,pronoun,tugxa/nei,τυγχάνω,verb,xezhtiw=n,χεζητιάω,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)ci/disen,ἐξιδίω,verb,e)s,εἰς,preposition,qoi)ma/tion,ἱμάτιον,adjective,a)ll',ἀλλά,adverb,a)ne/pteto,ἀναπέτομαι,verb,ka)popardw\n,ἀποπέρδομαι,verb,ka)napneu/sas,ἀναπνέω,verb,au)=qis,αὖθις,adverb,au)=,αὖ,interjection,kate/pteto,καταπέτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/,εἰ,conjunction,te,τε,particle,moixeu/wn,μοιχεύω,verb,tis,τις,pronoun,u(mw=n,σύ,pronoun,e)stin,εἰμί,verb,o(/stis,ὅστις,pronoun,tugxa/nei,τυγχάνω,verb,ka)=|q',εἶτα,adverb,o(ra=|,ὁράω,verb,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,th=s,ὁ,article,gunaiko\s,γυνή,noun,e)n,ἐν,preposition,bouleutikw=|,βουλευτικός,adjective,ou(=tos,οὗτος,pronoun,a)\n,ἄν,particle,pa/lin,πάλιν,adverb,par',παρά,preposition,u(mw=n,σύ,pronoun,pterugi/sas,πτερυγίζω,verb,a)ne/pteto,ἀναπέτομαι,verb,ei)=ta,εἶτα,adverb,binh/sas,βινέω,verb,e)kei=qen,ἐκεῖθεν,adverb,au)=qis,αὖθις,adverb,au)=,αὖ,interjection,kate/pteto,καταπέτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,u(po/pteron,ὑπόπτερος,adjective,gene/sqai,γίγνομαι,verb,panto/s,πᾶς,adjective,e)stin,εἰμί,verb,a)/cion,ἄξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,*dieitre/fhs,Διειτρέφης,proper,ge,γε,particle,putinai=a,πυτιναῖος,adjective,mo/non,μόνος,adjective,e)/xwn,ἔχω,verb,ptera\,πτερόν,noun,h(|re/qh,αἱρέω,verb,fu/larxos,φύλαρχος,noun,ei)=q',εἶτα,adverb,i(/pparxos,ἵππαρχος,noun,ei)=t',εἶτα,adverb,e)c,ἐκ,preposition,ou)deno\s,οὐδείς,pronoun,mega/la,μέγας,adverb,pra/ttei,πράσσω,verb,ka)sti\,εἰμί,verb,nuni\,νυνί,adverb,couqo\s,ξουθός,adjective,i(ppalektruw/n,ἱππαλεκτρυών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauti\,οὗτος,pronoun,toiauti/,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma\,μά,particle,*di/',Δίη,proper,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,pra=gma/,πρᾶγμα,noun,pw,πω,particle,geloio/teron,γέλοιος,adjective,ou)k,οὐ,adverb,ei)=don,εἶδον,verb,ou)depw/pote,οὐδεπώποτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,tw=|,τίς,pronoun,gela=|s,γελάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,toi=si,ὁ,article,soi=s,σός,adjective,w)kupte/rois,ὠκύπτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=sq',οἶδα,verb,w(=|,ὅς,pronoun,ma/list',μάλιστα,adverb,e)/oikas,ἔοικα,verb,e)pterwme/nos,πτερόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,eu)te/leian,εὐτέλεια,noun,xhni\,χήν,noun,suggegramme/nw|,συγγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,koyi/xw|,κόψιχος,noun,ge,γε,particle,ska/fion,σκάφιον,noun,a)potetilme/nw|,ἀποτίλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauti\,οὗτος,pronoun,me\n,μέν,particle,h)|ka/smesqa,εἰκάζω,verb,kata\,κατά,preposition,to\n,ὁ,article,*ai)sxu/lon,Αἰσχύλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/d',ὅδε,pronoun,ou)x,οὐ,adverb,u(p',ὑπό,preposition,a)/llwn,ἄλλος,adjective,a)lla\,ἀλλά,adverb,toi=s,ὁ,article,au(tw=n,ἑαυτοῦ,pronoun,pteroi=s,πτερόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ge,ἄγε,adverb,dh\,δή,particle,ti/,τίς,pronoun,xrh\,χρή,verb,dra=n,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,o)/noma,ὄνομα,adjective,th=|,ὁ,article,po/lei,πόλις,adjective,qe/sqai,τίθημι,verb,ti,τις,pronoun,me/ga,μέγας,adverb,kai\,καί,conjunction,kleino/n,κλεινός,adjective,ei)=ta,εἶτα,adverb,toi=s,ὁ,article,qeoi=s,θεός,noun,qu=sai,θύω,verb,meta\,μετά,preposition,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,ka)moi\,ἐγώ,pronoun,sundokei=,συνδοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/r',φέρω,verb,i)/dw,εἶδον,verb,ti/,τίς,pronoun,d',δέ,particle,h(mi=n,ἐγώ,pronoun,tou)/nom',ὄνομα,adjective,e)/stai,εἰμί,verb,th=|,ὁ,article,po/lei,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/lesqe,βούλομαι,verb,to\,ὁ,article,me/ga,μέγας,adverb,tou=to,οὗτος,pronoun,tou)k,ἐκ,preposition,*lakedai/monos,Λακεδαίμων,proper,*spa/rthn,Σπάρτη,proper,o)/noma,ὄνομα,adjective,kalw=men,καλέω,verb,au)th/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*spa/rthn,Σπάρτη,proper,ga\r,γάρ,particle,a)\n,ἄν,particle,qei/mhn,θέω,verb,e)gw\,ἐγώ,pronoun,th)mh=|,ἐμός,adjective,po/lei,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,a)\n,ἄν,particle,xameu/nh|,χάμευνα,noun,pa/nu,πάνυ,adverb,ge,γε,particle,keiri/an,κειρία,noun,g',γε,particle,e)/xwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh=t',δῆτα,adverb,o)/nom',ὄνομα,adjective,au)th=|,αὐτός,pronoun,qhso/mesq',τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nteuqeni\,ἐντευθενί,adverb,e)k,ἐκ,preposition,tw=n,ὁ,article,nefelw=n,νεφέλη,noun,kai\,καί,conjunction,tw=n,ὁ,article,metew/rwn,μετέωρος,adjective,xwri/wn,χωρίον,noun,xau=no/n,χαῦνος,adjective,ti,τις,pronoun,pa/nu,πάνυ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/lei,βούλομαι,verb,*nefelokokkugi/an,Νεφελοκοκκυγία,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)ou\,ἰού,interjection,i)ou/,ἰού,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
