word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS
po/teron,πότερος,adjective,w(s,ὡς,conjunction,h)nagka/smeqa,ἀναγκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,oi(,ἕ,pronoun,to/t',τότε,adverb,e)kei=na,ἐκεῖνος,pronoun,e)pairo/menoi,ἐπαίρω,verb,nu=n,νῦν,adverb,h(/kousi,ἥκω,verb,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,protei/nontes,προτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,e)lattw/sesqe/,ἐλασσόω,verb,ti,τις,pronoun,tau=t',οὗτος,pronoun,e)a\n,ἐάν,conjunction,de/chsqe,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)/te,οὔτε,adverb,th\n,ὁ,article,*ai)/ginan,Αἴγινα,proper,ou)dei\s,οὐδείς,pronoun,u(ma=s,σύ,pronoun,a)fie/nai,ἀφίημι,verb,keleu/ei,κελεύω,verb,nu=n,νῦν,adverb,ou)/t',οὔτε,adverb,e)k,ἐκ,preposition,*potidai/as,Ποτιδαία,proper,a)pie/nai,ἄπειμι,verb,ou)/te,οὔτε,adverb,de/xesqai,δέχομαι,verb,*megare/as,Μεγαρεύς,proper,e)a/n,ἐάν,conjunction,te,τε,particle,bou/lhsq',βούλομαι,verb,e)a/n,ἐάν,conjunction,te,τε,particle,mh\,μή,conjunction,ou)/t',οὔτε,adverb,e)/nesti,ἔνειμι,verb,polupragmosu/nhs,πολυπραγμοσύνη,noun,ou)de\n,οὐδείς,pronoun,toi=s,ὁ,article,drwme/nois,δράω,verb,a)lla\,ἀλλά,adverb,ku/rion,κύριος,adjective,me\n,μέν,particle,to\,ὁ,article,pina/kion,πινάκιον,noun,be/baios,βέβαιος,adjective,d',δέ,particle,h(,ὁ,article,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,a)rxh\,ἀρχή,noun,pa/nta,πᾶς,adjective,de\,δέ,particle,sw=a,σῶς,noun,ta\,ὁ,article,xwri/a,χωρίον,noun,kai\,καί,conjunction,lime/nes,kai\,καί,conjunction,i(/ppoi,ἵππος,noun,kai\,καί,conjunction,trih/reis,τριήρης,noun,kai\,καί,conjunction,to\,ὁ,article,λιμήν,noun,bouleu/esqai,βουλεύω,verb,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,ta\s,ὁ,article,semna\s,σεμνός,adjective,e)kei/nas,ἐκεῖνος,pronoun,e)paggeli/as,ἐπαγγελία,noun,e)paggello/menoi,ἐπαγγέλλω,verb,kai\,καί,conjunction,delea/zontes,δελεάζω,verb,tou\s,ὁ,article,*(/ellhnas,Ἕλλην,proper,tw=|,ὁ,article,th=s,ὁ,article,e)leuqeri/as,ἐλευθερία,noun,o)no/mati,ὄνομα,adjective,ou(=toi,οὗτος,pronoun,nu=n,νῦν,adverb,e)a\n,ἐάν,conjunction,au)toi=s,αὐτός,pronoun,au)tono/mois,αὐτόνομος,adjective,e)ch=|,ἔξεστι,verb,th\n,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,oi)kei=n,οἰκέω,verb,a)gapa=n,ἀγαπάω,verb,o(mologou=si,ὁμολογέω,verb,kai\,καί,conjunction,oi(,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,h(gemoni/as,ἡγεμονία,noun,a)mfisbhth/santes,ἀμφισβητέω,verb,u(mi=n,σύ,pronoun,bebaiwtai\,βεβαιωτής,noun,ma=llon,μᾶλλον,adverb,au)th=s,αὐτός,pronoun,gego/nasi,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pri\n,πρίν,adverb,me\n,μέν,particle,ga\r,γάρ,particle,o(/pla,ὅπλον,noun,kinh=sai,κινέω,verb,ta/xa,τάχα,adjective,a)/n,ἄν,particle,tis,τις,pronoun,kai\,καί,conjunction,prosedo/khsen,προσδοκάω,verb,au)tou\s,αὐτός,pronoun,e)pie/nai,ἔπειμι,verb,e)gxeirh/santes,ἐγχειρέω,verb,de\,δέ,particle,e)nantiou=sqai,ἐναντιόομαι,verb,ka)=|t',εἶτα,adverb,a)posta/ntes,ἀφίστημι,verb,ou)/q',οὔτε,adverb,w(s,ὡς,conjunction,a)di/kws,ἄδικος,adjective,ke/kthsqe,κτάομαι,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,ou)/q',οὔτε,adverb,w(s,ὡς,conjunction,kwlu/ein,κωλύω,verb,du/nantai,δύναμαι,verb,le/gein,λέγω,verb,e(/cousin,ἔχω,verb,w(/st',ὥστε,conjunction,e)/rgw|,ἔργον,noun,th\n,ὁ,article,yh=fon,ψῆφος,noun,oi)/sousin,φέρω,verb,w(s,ὡς,conjunction,ei)ko/tws,ἐοικότως,adverb,e)/xete,ἔχω,verb,au)th\n,αὐτός,pronoun,kai\,καί,conjunction,paradw/sousi,παραδίδωμι,verb,tou\s,ὁ,article,*(/ellhnas,Ἕλλην,proper,u(mi=n,σύ,pronoun,polu\,πολύς,adjective,ma=llon,μᾶλλον,adverb,h)\,o(/te,ὅτε,conjunction,*pausani/an,Παυσανίης,proper,me\n,μέν,particle,a)pallaca/ntwn,ἀπαλλάσσω,verb,u(ma=s,σύ,pronoun,d',δέ,particle,ἠέ,conjunction,e(lome/nwn,αἱρέω,verb,sunexw/rhsan,συγχωρέω,verb,au)toi/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ei),εἰ,conjunction,tau/thn,οὗτος,pronoun,th\n,ὁ,article,gnw/mhn,γνώμη,noun,a)p',ἀπό,preposition,a)rxh=s,ἀρχή,noun,e)/sxon,ἔχω,verb,*lakedaimo/nioi,Λακεδαιμόνιος,proper,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,ti/,τίς,pronoun,tw=n,ὁ,article,a(pa/ntwn,ἅπας,adjective,a)\n,ἄν,particle,u(ma=s,σύ,pronoun,proh/gagen,προάγω,verb,ei)s,εἰς,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,toutoni/,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,w(s,ὡς,conjunction,ta\s,ὁ,article,sponda\s,σπονδή,noun,para\,παρά,preposition,fau=lon,φαῦλος,adjective,e)poih/sasqe,ποιέω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/nes,τίς,pronoun,u(mw=n,σύ,pronoun,a)mei/nous,ἀμείνων,adjective,qerapeu/ein,θεραπεύω,verb,ta\,ὁ,article,qei=a,θεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,ou)de\n,οὐδείς,pronoun,u(mi=n,σύ,pronoun,a)po/xrh,ἀποχράω,verb,du/nait',δύναμαι,verb,a)/n,ἄν,particle,tis,τις,pronoun,ei)pei=n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tau=ta,οὗτος,pronoun,*kori/nqioi,Κορίνθιος,proper,me\n,μέν,particle,e)blasfh/moun,βλασφημέω,verb,u(mi=n,σύ,pronoun,d',δέ,particle,ou)dei\s,οὐδείς,pronoun,a)nqrw/pwn,ἄνθρωπος,noun,su/noiden,σύνοιδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=q',εἶτα,adverb,w(=n,ὅς,pronoun,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,u(mi=n,σύ,pronoun,u(parca/ntwn,ὑπάρχω,verb,ou)k,οὐ,adverb,a)/n,ἄν,particle,pot',ποτέ,particle,h)/rasqe,ἀράζω,verb,to\n,ὁ,article,po/lemon,πόλεμος,noun,ei),εἰ,conjunction,nu=n,νῦν,adverb,tau=t',οὗτος,pronoun,e)/xein,ἔχω,verb,e)/cestin,ἔξεστι,verb,ou)xi\,οὐ,adverb,pau/sesqe,παύω,verb,a)ll',ἀλλά,adverb,a)/kontes,ἄκων,noun,fa/skontes,φάσκω,verb,polemh=sai,πολεμέω,verb,e(ko/ntes,ἑκών,adjective,ou),οὐ,adverb,tre/yesqe,τρέπω,verb,pro\s,πρός,preposition,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/nos,τίς,pronoun,e(/neka,ἕνεκα,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,nh\,νή,preposition,*di/a,Δίη,proper,eu)tuxh/samen,εὐτυχέω,verb,oi(=a,οἷος,adjective,a)\n,ἄν,particle,eu)ca/meqa,εὔχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,au)to\,αὐτός,pronoun,dh\,δή,particle,tou=to,οὗτος,pronoun,kai\,καί,conjunction,be/ltisto/n,βέλτιστος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po/lwle,ἀπόλλυμι,verb,me\n,μέν,particle,ga\r,γάρ,particle,ou)de\n,οὐδείς,pronoun,h(mi=n,ἐγώ,pronoun,tw=n,ὁ,article,u(parca/ntwn,ὑπάρχω,verb,prosge/gone,προσγίγνομαι,verb,d',δέ,particle,h(,ὁ,article,tou=,ὁ,article,nenikhke/nai,νικάω,verb,do/ca,δόξα,noun,kai\,καί,conjunction,to\,ὁ,article,mhd',μηδέ,particle,au)=qis,αὖθις,adverb,ei)=nai/,εἰμί,verb,tini,τις,pronoun,qarrou/ntws,θαρσούντως,adverb,h(ma=s,ἐγώ,pronoun,a)dikh=sai,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,ei),εἰ,conjunction,to/t',τότε,adverb,e)ste/rgomen,στέργω,verb,oi(=s,ὅς,pronoun,ei)/xomen,ἔχω,verb,pw=s,πῶς,adverb,ou),οὐ,adverb,nu=n,νῦν,adverb,ge,γε,particle,ka)kei/nois,ἐκεῖνος,pronoun,kai\,καί,conjunction,toi=s,ὁ,article,prosupa/rcasi,προσυπάρχω,verb,ste/rcai,στέργω,verb,prosh/kei,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,d',δέ,particle,u(perdiateinome/nous,ὑπερδιατείνομαι,verb,toutousi\,οὗτος,pronoun,kai\,καί,conjunction,me/xri,μέχρι,preposition,panto\s,πᾶς,adjective,e)pecie/nai,ἐπέξειμι,verb,keleu/ontas,κελεύω,verb,e)rwta=te,ἐρωτάω,verb,ti/s,τίς,pronoun,u(mi=n,σύ,pronoun,e)gguhth\s,ἐγγυητής,noun,e)/stai,εἰμί,verb,tosou/tou,τοσοῦτος,adjective,pra/gmatos,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,peri\,περί,preposition,*sfakthri/an,Σφακτηρίη,proper,ge,γε,particle,a)ei\,ἀεί,adverb,polemh/somen,πολεμέω,verb,ou)d',οὐδέ,particle,e)f',ἐπί,preposition,e(/toima,ἑτοῖμος,adjective,toi=s,ὁ,article,strathgoi=s,στρατηγός,noun,e)ce/stai,ἔξεστι,verb,plei=n,πλέω,verb,ou)d',οὐδέ,particle,e)k,ἐκ,preposition,prorrh/sews,πρόρρησις,noun,a)/gein,ἄγω,verb,tou\s,ὁ,article,polemi/ous,πολέμιος,adjective,a)ll',ἀλλά,adverb,e)/stin,εἰμί,verb,a(\,ὅς,pronoun,kai\,καί,conjunction,a)gw=nos,ἀγών,noun,fanei=tai,φαίνω,verb,deo/mena,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei),εἰ,conjunction,me\n,μέν,particle,au)toi\,αὐτός,pronoun,tau=t',οὗτος,pronoun,e)ggua=sqai,ἐγγυάω,verb,fh/sousi,φημί,verb,mainome/nwn,μαίνομαι,verb,lo/gon,λόγος,noun,ou)x,οὐ,adverb,u(giaino/ntwn,ὑγιαίνω,verb,e)rou=sin,ἐρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
