word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/31/lemma/@_entry,word/31/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
o(/pou,ὅπου,adverb,de\,δέ,particle,ou)de\,οὐδέ,particle,peri\,περί,preposition,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,i)di/wn,ἴδιος,adjective,ai(,ὁ,article,mh\,μή,conjunction,di/kaiai,δίκαιος,adjective,diaqh=kai,διαθήκη,noun,ku/riai/,κύριος,adjective,ei)sin,εἰμί,verb,pw=s,πῶς,adverb,*)aqhnoge/nei,,,ge,γε,particle,ka,ἄν,particle,ta\,τίς,pronoun,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,sunqeme/nw|,συντίθημι,verb,toiau=ta,τοιοῦτος,adjective,dei=,δέομαι,verb,ku/ria,κύριος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)a\n,ἐάν,conjunction,me/n,μέν,particle,tis,τις,pronoun,w(s,ὡς,conjunction,e)/oiken,ἔοικα,verb,th=|,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,gunaiki\,γυνή,noun,peiqo/menos,πείθω,verb,diaqh/kas,διαθήκη,noun,gra/yh|,γράφω,verb,a)/kuroi,ἄκυρος,adjective,e)/sontai,εἰμί,verb,ei),εἰ,conjunction,d',δέ,particle,e)gw\,ἐγώ,pronoun,th=|,ὁ,article,*)aqhnog,,,e/no,,,us,,,e(tai/ra|,ἑταίρα,noun,e)pei/sqhn,ἐφέζομαι,verb,prosapolwle/nai,προσαπόλλυμι,verb,me,ἐγώ,pronoun,dei=,δέομαι,verb,o(\s,ὅς,pronoun,e)/xw,ἔχω,verb,megi/sthn,μέγας,adverb,boh/qeian,βοήθεια,noun,th\n,ὁ,article,e)n,tw=|,ὁ,article,no/mw|,νόμος,noun,gegramme/nhn,γράφω,verb,a)nagkasqei\s,ἀναγκάζω,verb,ἐν,preposition,u(po\,ὑπό,preposition,tou/twn,οὗτος,pronoun,tau=ta,οὗτος,pronoun,sunqe/sqai,συντίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,su\,σύ,pronoun,tai=s,ὁ,article,sunqh/kais,συνθήκη,noun,i)sxuri/zh|,ἰσχυρίζομαι,verb,a(\s,ὅς,pronoun,e)nedreu/sante/s,ἐνεδρεύω,verb,me,ἐγώ,pronoun,su\,σύ,pronoun,kai\,καί,conjunction,h(,ὁ,article,e(tai/ra,ἑταίρα,noun,sou,σύ,pronoun,e)shmh/nasqe,σημαίνω,verb,kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,w(=n,ὅς,pronoun,oi(,ὁ,article,no/moi,νόμος,noun,bouleu/sews,βούλευσις,noun,u(ma=s,σύ,pronoun,ke,ἄν,particle,leu/ousin,λεύω,verb,ai)ti/ous,αἴτιος,adjective,ei)=nai,εἰμί,verb,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,proslamba/nein,προσλαμβάνω,verb,ti,τις,pronoun,a)ciou=,ἀξιόω,verb,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)x,οὐ,adverb,i(kano/n,ἱκανός,adjective,soi,σύ,pronoun,h)=n,εἰμί,verb,ta\s,ὁ,article,tettara/konta,τεσσαράκοντα,adjective,mna=s,μνᾶ,noun,ei)lhfe/nai,λαμβάνω,verb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,muropwli/ou,μυροπώλιον,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,pe/nte,πέντε,adverb,ta/lanta,τάλαντον,noun,prosafei/lou,προσαφαιρέομαι,verb,me,ἐγώ,pronoun,w(/sper,ὥσπερ,adverb,u(,,,kateilhmme/non,καταλαμβάνω,verb,ou)k,οὐ,adverb,h)/|dei,οἶδα,verb,*mi/dan,Μίδας,proper,ei)s,εἰς,preposition,ta\,ὁ,article,e)n,ἐν,preposition,a)gora=|,ἀγορά,noun,a)tre/ma,ἀτρέμας,adverb,d',δέ,particle,e)/xwn,ἔχω,verb,e)n,trisi\,τρεῖς,noun,mhsi\n,μείς,adjective,a(/panta,ἅπας,adjective,ta\,ὁ,article,ἐν,preposition,xre/a,χρέος,noun,kai\,καί,conjunction,tou\s,ὁ,article,e)ra/nous,ἔρανος,noun,e)puqo/mhn,πύθω,verb,ou(=tos,οὗτος,pronoun,de/,δέ,particle,o(,ὁ,article,e)k,ἐκ,preposition,trigoni/as,τριγονία,noun,w)\n,εἰμί,verb,muropw/lhs,μυροπώλης,noun,kaqh/menos,κάθημαι,verb,d',δέ,particle,e)n,ἐν,preposition,th=|,ὁ,article,a)gora=|,ἀγορά,noun,o(/sai,ὅσος,adjective,h(me/rai,ἡμέρα,noun,tri/a,τρεῖς,noun,de\,δέ,particle,muropw/lia,μυροπώλιον,adjective,kekthme/nos,κτάομαι,verb,lo/gous,λόγος,noun,de\,δέ,particle,kata\,κατά,preposition,mh=na,μείς,adjective,lamba/nwn,λαμβάνω,verb,ou)k,οὐ,adverb,h)/|dei,οἶδα,verb,ta\,ὁ,article,xre/a,χρέος,noun,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)n,ἐν,preposition,me\n,μέν,particle,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,ou)k,οὐ,adverb,i)diw/ths,ἰδιώτης,noun,e)sti/n,εἰμί,verb,pro\s,πρός,preposition,de\,δέ,particle,to\n,ὁ,article,oi)ke/thn,οἰκέτης,noun,ou(/tws,οὕτως,adverb,eu)h/qhs,εὐήθης,adjective,e)ge/neto,γίγνομαι,verb,kai/,καί,conjunction,tina,τις,pronoun,me\n,μέν,particle,tw=n,ὁ,article,xrew=n,χρέος,noun,w(s,ὡς,conjunction,e)/oiken,ἔοικα,verb,h)/|dei,οἶδα,verb,ta\,ὁ,article,de/,δέ,particle,fhsin,φημί,verb,ou)k,οὐ,adverb,ei)de/nai,οἶδα,verb,o(/sa,ὅσος,adjective,mh\,μή,conjunction,bou/letai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,toiou=tos,τοιοῦτος,adjective,au)tou=,αὐτός,pronoun,lo/gos,λόγος,noun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,ou)k,οὐ,adverb,a)polo/ghma/,ἀπολόγημα,noun,e)stin,εἰμί,verb,a)ll',ἀλλά,adverb,o(molo/ghma,ὁμολόγημα,noun,w(s,ὡς,conjunction,ou),οὐ,adverb,dei=,δέομαι,verb,me,ἐγώ,pronoun,ta\,ὁ,article,xre/a,χρέος,noun,dialu/ein,διαλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,ga\r,γάρ,particle,fh=|,φημί,verb,mh\,μή,conjunction,ei)de/nai,οἶδα,verb,a(/panta,ἅπας,adjective,ta\,ὁ,article,o)feilo/mena,ὀφείλω,verb,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,au)tw=|,αὐτός,pronoun,dh/pou,δήπου,particle,to/d',ὅδε,pronoun,ei)pei=n,εἶπον,verb,w(s,ὡς,conjunction,proei=pe/,προεῖπον,verb,moi,ἐγώ,pronoun,peri\,περί,preposition,tw=n,ὁ,article,xrew=n,χρέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sa,ὅσος,adjective,d',δέ,particle,ou)k,οὐ,adverb,h)/kousa,ἀκούω,verb,para\,παρά,preposition,tou=,ὁ,article,pwlou=ntos,πωλέω,verb,tau=ta,οὗτος,pronoun,ou),οὐ,adverb,di/kaio/s,δίκαιος,adjective,ei)mi,εἰμί,verb,dialu/ein,διαλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,h)/|deis,οἶδα,verb,w)=,ὦ,interjection,*)aqhno/,,,genes,,,o)fei/lonta,ὀφείλω,verb,*mi/dan,Μίδας,proper,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,tau=ta,οὗτος,pronoun,oi)=mai,οἴομαι,verb,pa=sin,πᾶς,adjective,ei)=nai,εἰμί,verb,dh=lon,δῆλος,adjective,e)c,ἐκ,preposition,a)/llwn,ἄλλος,adjective,te,τε,particle,pollw=n,πολύς,adjective,kai\,καί,conjunction,e)k,ἐκ,preposition,tou=,ὁ,article,ai)tei=n,αἰτέω,verb,se,σύ,pronoun,to\n,ὁ,article,*ni/kwna,Νίκων,proper,u(pe\r,ὑπέρ,preposition,e)mou=,ἐγώ,pronoun,e)gguhth/n,ἐγγυητής,noun,ei),εἰ,conjunction,ta\,xre/a,χρέος,noun,o)/nta,εἰμί,verb,i(kano\n,ἱκανός,adjective,ou),οὐ,adverb,ὁ,article,me\n,μέν,particle,dh\,δή,particle,e)gw\,ἐγώ,pronoun,tw=|,ὁ,article,lo/gwi,λόγος,noun,sou=,σύ,pronoun,tou/tw|,οὗτος,pronoun,kai\,καί,conjunction,ou)k,οὐ,adverb,kai\,καί,conjunction,toutoni\,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,su\,σύ,pronoun,me\n,μέν,particle,dia\,διά,preposition,to\,ὁ,article,mh\,μή,conjunction,ei)de/nai,οἶδα,verb,mh\,μή,conjunction,proei=pa/s,προεῖπον,verb,moi,ἐγώ,pronoun,pa/nta,πᾶς,adjective,ta\,ὁ,article,xre/a,χρέος,noun,e)gw\,ἐγώ,pronoun,de\,δέ,particle,o(/sa,ὅσος,adjective,sou,σύ,pronoun,h)/kousa,ἀκούω,verb,tau=ta,οὗτος,pronoun,mo/non,μόνος,adjective,oi)o/menos,οἴομαι,verb,ei)=nai,εἰμί,verb,ta\s,ὁ,article,sunqh/kas,συνθήκη,noun,e)qe/mhn,τίθημι,verb,po/teros,πότερος,adjective,di/kaio/s,δίκαιος,adjective,e)stin,εἰμί,verb,e)ktei=sai,ἐκτίνω,verb,o(,ὁ,article,u(/steros,ὕστερος,adjective,pria/menos,h)\,ἠέ,conjunction,o(,ὁ,article,pa/lai,πάλαι,adverb,kekthme/nos,κτάομαι,verb,πρίαμαι,verb,o(/t',ὅτε,conjunction,e)danei/zeto,δανείζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,oi)/omai,οἴομαι,verb,se/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,a)/r',ἄρα,particle,a)ntile/gomen,ἀντιλέγω,verb,peri\,περί,preposition,tou/tou,οὗτος,pronoun,diaithth\s,διαιτητής,noun,h(mi=n,ἐγώ,pronoun,gene/sqw,γίγνομαι,verb,o(,ὁ,article,no/mos,νόμος,noun,o(\n,ὅς,pronoun,ou)x,οὐ,adverb,oi(,ἕ,pronoun,e)rw=ntes,ἐράω,verb,ou)d',οὐδέ,particle,oi(,ἕ,pronoun,e)pibouleu/ontes,ἐπιβουλεύω,verb,toi=s,ὁ,article,a)llotri/ois,ἀλλότριος,adjective,e)/qesan,,,a)ll',ἀλλά,adverb,o(,ὁ,article,dhmotikw/tatos,δημοτικός,adjective,*so/lwn,Σόλων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\s,ὅς,pronoun,ei)dw\s,οἶδα,verb,o(/ti,ὅστις,pronoun,pollai\,πολύς,adjective,w)nai\,ὠνή,noun,gi/gnontai,γίγνομαι,verb,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,e)/qhke,τίθημι,verb,no/mon,νόμος,noun,di/kaion,δίκη,adjective,w(s,ὡς,conjunction,para\,παρά,preposition,pa/ntwn,πᾶς,adjective,o(mologei=tai,ὁμολογέω,verb,ta\s,ὁ,article,zhmi/as,ζημία,noun,a(\s,ὅς,pronoun,a)\n,ἄν,particle,e)rga/swntai,ἐργάζομαι,verb,oi(,ὁ,article,oi)ke/tai,οἰκέτης,noun,kai\,καί,conjunction,ta\,ὁ,article,a)dikh/mata,ἀδίκημα,noun,dialu/ein,διαλύω,verb,to\n,ὁ,article,despo/thn,δεσπότης,adjective,par',παρά,preposition,w(=|,ὅς,pronoun,a)\n,e)rga/swntai,ἐργάζομαι,verb,oi(,ὁ,article,oi)ke/tai,οἰκέτης,noun,,,,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)a/n,ἐάν,conjunction,ti,τις,pronoun,a)gaqo\n,ἀγαθός,adjective,pra/ch|,πρᾶξις,adjective,h)\,ἠέ,conjunction,e)rgasi/an,ἐργασία,noun,eu(/rh|,εὑρίσκω,verb,o(,ὁ,article,oi)ke/ths,οἰκέτης,noun,tou=,ὁ,article,kekthme/nou,κτάομαι,verb,au)to\n,αὐτός,pronoun,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,to\n,ὁ,article,no/mon,νόμος,noun,a)fei\s,ἀφίημι,verb,peri\,περί,preposition,sunqhkw=n,συνθήκη,noun,parabainome/nwn,παραβαίνω,verb,diale/gh|,διαλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,me\n,μέν,particle,*so/lwn,Σόλων,proper,ou)d',οὐδέ,particle,o(\,ὅς,pronoun,dikai/ws,δίκαιος,adjective,e)/grafen,γράφω,verb,yh/fisma/,ψήφισμα,noun,tis,τις,pronoun,tou=,ὁ,article,no/mou,νόμος,noun,oi)/etai,οἴομαι,verb,dei=n,δέω,verb,kuriw/teron,κύριος,adjective,ei)=nai,εἰμί,verb,su\,σύ,pronoun,de\,δέ,particle,kai\,καί,conjunction,ta\s,ὁ,article,a)di/kous,ἄδικος,adjective,sunqh/kas,συνθήκη,noun,a)cioi=s,ἀξιόω,verb,kratei=n,κρατέω,verb,pa/ntwn,πᾶς,adjective,tw=n,ὁ,article,no/mwn,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pro\s,πρός,preposition,tou/tois,οὗτος,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,tw=|,ὁ,article,te,τε,particle,patri\,πατήρ,noun,tw=|,ὁ,article,e)mw=|,ἐμός,adjective,kai\,καί,conjunction,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,e)pithdei/ois,ἐπιτήδειος,adjective,e)/legen,λέγω,verb,w(s,ὡς,conjunction,dwrea\n,δωρεά,noun,to\n,ὁ,article,de\,δέ,particle,*mi/dan,Μίδας,proper,keleu/sas,κέλλω,verb,e)a=n,ἀίω,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,mh\,μή,conjunction,w)nei=sqai,ὠνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)me\,ἐγώ,pronoun,d',δέ,particle,ou)k,οὐ,adverb,e)qe/lein,ἐθέλω,verb,a)lla\,ἀλλά,adverb,bou/lesqai,βούλομαι,verb,pa/ntas,πᾶς,adjective,pri/asqai,πρίαμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,au)to/n,αὐτός,pronoun,fasi/n,φημί,verb,me/llein,μέλλω,verb,le/gein,λέγω,verb,i(/na,ἵνα,conjunction,dh\,δή,particle,dokoi/h,δοκέω,verb,me/trios,μέτριος,adjective,ei)=nai,εἰμί,verb,w(/s,ὅς,pronoun,per,πέρ,particle,pro\s,πρός,preposition,h)liqi/ous,ἠλίθιος,adjective,tina\s,τις,pronoun,dialeco/menos,διαλέγω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,ai)sqhsome/nous,αἰσθάνομαι,verb,th\n,ὁ,article,tou/tou,οὗτος,pronoun,a)nai/deian,ἀναίδεια,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,geno/menon,γίγνομαι,verb,dei=,δέομαι,verb,u(ma=s,σύ,pronoun,a)kou=sai,ἀκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fanh/setai,φαίνω,verb,ga\r,γάρ,particle,a)ko/louqon,ἀκόλουθος,adjective,o)\n,εἰμί,verb,th=|,ὁ,article,a)/llh|,ἄλλῃ,adverb,au)tw=n,αὐτός,pronoun,e)piboulh=|,ἐπιβουλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
