word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
po/lei,moi,ἐγώ,pronoun,cu/mmaxos,σύμμαχος,adjective,genou=,γίγνομαι,verb,ta=|d',ὅδε,pronoun,eu)menh/s,εὐμενής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,so\n,σός,adjective,a)/galma,ἄγαλμα,noun,to\,ὁ,article,so\n,σός,adjective,i(/druma,ἵδρυμα,noun,po/leos,πόλις,adjective,e)kkomi/zomai,,,pro\s,πρός,preposition,pura\n,πυρή,noun,u(brisqe/n,ὑβρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gunai=kes,h(/kw,ἥκω,verb,po/ll',πολύς,adjective,e)/xwn,ἔχω,verb,le/gein,λέγω,verb,fi/la,φίλος,adjective,au)to/s,αὐτός,pronoun,te,τε,particle,swqei/s,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(|re/qhn,ga\r,γάρ,particle,e)n,ἐν,preposition,ma/xh|,μάχη,noun,h(\n,ὅς,pronoun,oi(,ἕ,pronoun,qano/ntwn,θνήσκω,verb,e(pta\,ἑπτά,noun,despotw=n,δεσπότης,adjective,lo/xoi,λόχος,noun,h)gwni/santo,ἀγωνίζομαι,verb,r(eu=ma,ῥεῦμα,noun,*dirkai=on,,,pa/ra,παρά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ni/khn,te,τε,particle,*qhse/ws,Θησεύς,proper,a)ggelw=n,ἀγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νίκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo/gou,de/,δέ,particle,se,σύ,pronoun,makrou=,μακρός,adjective,a)popau/sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kapane/ws,ga\r,γάρ,particle,h)=,ἦ,adverb,la/tris,λάτρις,noun,o(\n,ὅς,pronoun,*zeu\s,Ζεύς,proper,keraunw=|,κεραυνός,noun,purpo/lw|,,,kataiqaloi=,καταιθαλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Καπανεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,fi/ltat',φίλτατος,adjective,eu)=,εὖ,adverb,me\n,μέν,particle,no/ston,νόστος,noun,a)gge/lleis,ἀγγέλλω,verb,se/qen,σύ,pronoun,th/n,ὁ,article,t',τε,particle,a)mfi\,ἀμφί,preposition,*qhse/ws,Θησεύς,proper,ba/cin,βάξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὦ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),de\,δέ,particle,kai\,καί,conjunction,strato\s,στρατός,noun,sw=s,σός,adjective,e)st',εἰμί,verb,*)aqhnw=n,Ἀθήνη,proper,pa/nt',πᾶς,adjective,a)\n,ἄν,particle,a)gge/llois,ἀγγέλλω,verb,fi/la,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sw=s,kai\,καί,conjunction,pe/pragen,πράσσω,verb,w(s,ὡς,conjunction,*)/adrastos,Ἄδραστος,proper,w)/felen,ὀφείλω,verb,pra=cai,πράσσω,verb,cu\n,σύν,preposition,*)argei/oisin,Ἀργεῖος,proper,ou(\s,ὅς,pronoun,a)p',ἀπό,preposition,*)ina/xou,Ἴναχος,proper,stei/las,στέλλω,verb,e)pestra/teuse,ἐπιστρατεύω,verb,*kadmei/wn,Καδμεῖος,proper,po/lin,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,ga\r,γάρ,particle,tropai=a,τροπαῖος,adjective,*zhno\s,Ζεύς,proper,*ai)ge/ws,Αἰγεύς,proper,to/kos,τόκος,noun,e)/sthsen,ἵστημι,verb,oi(/,ἕ,pronoun,te,τε,particle,summetasxo/ntes,συμμετέχω,verb,doro/s,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πῶς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parw\n,ga\r,γάρ,particle,ou),οὐ,adverb,paro/ntas,πάρειμι,verb,eu)franei=s,εὐφραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lampra\,me\n,μέν,particle,a)kti\s,ἀκτίς,adjective,h(li/ou,ἥλιος,noun,kanw\n,καίνω,verb,safh/s,σαφής,adverb,e)/balle,βάλλω,verb,gai=an,γαῖα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λαμπρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfi\,d',δέ,particle,*)hle/ktras,Ἠλέκτρη,proper,pu/las,πύλη,adjective,e)/sthn,ἵστημι,verb,qeath\s,θεατής,noun,pu/rgon,πύργος,noun,eu)agh=,εὐαγής,adverb,labw/n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀμφί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=,de\,δέ,particle,fu=la,φῦλον,noun,tri/a,τρεῖς,noun,triw=n,τρεῖς,noun,strateuma/twn,στράτευμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teuxesfo/ron,me\n,μέν,particle,lao\n,λαός,noun,e)ktei/nont',ἐκτείνω,verb,a)/nw,ἄνω,adverb,*)ismh/nion,Ἰσμήνιος,proper,pro\s,πρός,preposition,o)/xqon,ὄχθος,noun,w(s,ὡς,conjunction,me\n,μέν,particle,h)=n,εἰμί,verb,lo/gos,λόγος,noun,au)to/n,αὐτός,pronoun,t',τε,particle,a)/nakta,ἄναξ,noun,pai=da,παῖς,adjective,kleino\n,κλεινός,adjective,*ai)ge/ws,Αἰγεύς,proper,kai\,καί,conjunction,tou\s,ὁ,article,su\n,σύν,preposition,au)tw=|,αὐτός,pronoun,decio\n,δεξιός,adjective,tetagme/nous,τάσσω,verb,ke/ras,κέρας,noun,palaia=s,παλαιός,adjective,*kekropi/as,Κέκροψ,proper,t',τε,particle,oi)kh/toras,οἰκήτωρ,noun,i)/sous,ἴσος,adjective,a)riqmo/n,ἀριθμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,τευχεσφόρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(rma/twn,d',δέ,particle,o)xh/mata,ὄχημα,noun,au)to/n,αὐτός,pronoun,te,τε,particle,*pa/ralon,Πάραλος,proper,e)stolisme/non,στολίζω,verb,dori\,δόρυ,noun,krh/nhn,κρήνη,noun,par',παρά,preposition,au)th\n,αὐτός,pronoun,*)/areos,Ἄρεος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἅρμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(ppo/thn,d',δέ,particle,o)/xlon,ὄχλος,noun,pro\s,πρός,preposition,kraspe/doisi,κράσπεδον,noun,stratope/dou,στρατόπεδον,noun,tetagme/non,τάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἱππότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ka/dmou,de\,δέ,particle,lao\s,λαός,noun,h(=sto,ἧμαι,verb,pro/sqe,πρόσθεν,adverb,teixe/wn,τεῖχος,noun,nekrou\s,νεκρός,noun,o)/pisqen,ὄπισθεν,adverb,qe/menos,τίθημι,verb,w(=n,ὅς,pronoun,e)/keit',κεῖμαι,verb,a)gw/n,ἀγών,noun,e)/nerqe,ἔνερθε,preposition,semnw=n,σεμνός,adjective,mnhma/twn,μνῆμα,noun,*)amfi/onos,Ἄμφιων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Κάδμος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(ppeu=si,d',δέ,particle,i(pph=s,ἱππεύς,noun,h)=san,εἰμί,verb,a)nqwplisme/noi,ἀνθοπλίζω,verb,tetrao/roisi/,τετράορος,adjective,t',τε,particle,a)nti/',ἀντίον,adjective,a(/rmaq',ἅρμα,noun,a(/rmasin,ἅρμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἱππεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh=ruc,de\,δέ,particle,*qhse/ws,Θησεύς,proper,ei)=pen,εἶπον,verb,e)s,εἰς,preposition,pa/ntas,πᾶς,adjective,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κῆρυξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*siga=te,laoi/,λαός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σιγάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
si=ga,*kadmei/wn,Καδμεῖος,proper,sti/xes,στίξ,noun,a)kou/saq',ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σῖγα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,h(/komen,ἥκω,verb,nekrou\s,νεκρός,noun,me/ta,μετά,preposition,qa/yai,θάπτω,verb,qe/lontes,ἐθέλω,verb,to\n,ὁ,article,*panellh/nwn,Πανέλληνες,proper,no/mon,νόμος,noun,sw/|zontes,σώζω,verb,ou)de\n,οὐδείς,pronoun,deo/menoi,δέομαι,verb,tei=nai,τείνω,verb,fo/non,φόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kou)de\n,*kre/wn,Κρέων,proper,toi=sd',ὅδε,pronoun,a)ntekh/rucen,ἀντικηρύσσω,verb,lo/gois,λόγος,noun,a)ll',ἀλλά,adverb,h(=st',ἧμαι,verb,e)f',ἐπί,preposition,o(/plois,ὅπλον,noun,si=ga,σῖγα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poime/nes,d',δέ,particle,o)/xwn,ὄχος,noun,tetrao/rwn,τετράορος,adjective,kath=rxon,κατάρχω,verb,e)nteu=qen,ἐντεῦθεν,adverb,ma/xhs,μάχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ποιμήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/ran,de\,δέ,particle,diela/santes,διελαύνω,verb,a)llh/lwn,ἀλλήλων,pronoun,o)/xous,ὄχος,noun,paraiba/tas,παραβάτης,noun,e)/sthsan,ἵστημι,verb,e)s,εἰς,preposition,ta/cin,τάξις,noun,doro/s,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πέραν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xoi(\,me\n,μέν,particle,sidh/rw|,σίδηρον,noun,diema/xonq',διαμάχομαι,verb,oi(\,ἕ,pronoun,d',δέ,particle,e)/strefon,στρέφω,verb,pw/lous,πῶλος,noun,e)s,εἰς,preposition,a)lkh\n,ἀλκή,noun,au)=qis,αὖθις,adverb,e)s,εἰς,preposition,paraiba/tas,παραβάτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)dw\n,de\,δέ,particle,*fo/rbas,Φόρβας,proper,o(\s,ὅς,pronoun,monampu/kwn,μονάμπυξ,noun,a)/nac,ἄναξ,noun,h)=n,εἰμί,verb,toi=s,ὁ,article,*)erexqei/daisin,Ἐρεχθείδης,proper,a(rma/twn,ἅρμα,noun,o)/xlon,ὄχλος,noun,oi(/,ἕ,pronoun,t',τε,particle,au)=,αὖ,interjection,to\,ὁ,article,*ka/dmou,Κάδμος,proper,diefu/lasson,διαφυλάσσω,verb,i(ppiko/n,ἱππικός,adjective,sunh=yan,συνάπτω,verb,a)lkh\n,ἀλκή,noun,ka)kra/toun,ἀκρατέω,verb,h(ssw=nto/,ἑσσόομαι,verb,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leu/sswn,de\,δέ,particle,tau=ta,οὗτος,pronoun,kou),οὐ,adverb,klu/wn,κλύω,verb,e)kei=,ἐκεῖ,adverb,ga\r,γάρ,particle,h)=,ἦ,adverb,e)/nq',ἔνθα,adverb,a(/rmat',ἅρμα,noun,h)gwni/zeq',ἀγωνίζομαι,verb,oi(/,ἕ,pronoun,t',τε,particle,e)pemba/tai,ἐπεμβάτης,noun,ta)kei=,ἐκεῖ,adverb,paro/nta,πάρειμι,verb,polla\,πολύς,adjective,ph/mat',πῆμα,adjective,ou)k,οὐ,adverb,e)/xw,ἔχω,verb,ti/,τίς,pronoun,prw=ton,πρότερος,adjective,ei)/pw,εἶπον,verb,po/tera,πότερος,adjective,th\n,ὁ,article,e)s,εἰς,preposition,ou)rano\n,οὐρανός,noun,ko/nin,κόνις,noun,prosante/llousan,ἐλλούω,verb,w(s,ὡς,conjunction,pollh\,πολύς,adjective,parh=n,πάρειμι,verb,h)\,ἠέ,conjunction,tou\s,ὁ,article,a)/nw,ἄνω,adverb,te,τε,particle,kai\,καί,conjunction,ka/tw,κάτος,adjective,foroume/nous,φορέω,verb,i(ma=sin,ἱμάς,noun,λεύσσω,verb,ai(/mato/s,αἷμα,noun,te,τε,particle,foini/ou,φοίνιος,adjective,r(oa/s,ῥοάς,noun,tw=n,ὁ,article,me\n,μέν,particle,pitno/ntwn,πίπτω,verb,tw=n,ὁ,article,de\,δέ,particle,qrausqe/ntwn,,,di/frwn,δίφρος,noun,e)s,εἰς,preposition,kra=ta,κράς,verb,pro\s,πρός,preposition,gh=n,γῆ,noun,e)kkubistw/ntwn,ἐκκυβιστάω,verb,bi/a|,βία,adjective,pro\s,πρός,preposition,a(rma/twn,ἅρμα,noun,t',τε,particle,a)gai=si,ἀγή,noun,leipo/ntwn,λείπω,verb,bi/on,βίος,adjective
nikw=nta,d',δέ,particle,i(/ppois,ἵππος,noun,w(s,ὡς,conjunction,u(pei/deto,ὑπειδόμην,verb,strato\n,στρατός,noun,*kre/wn,Κρέων,proper,to\n,ὁ,article,e)nqe/nd',ἐνθένδε,adverb,i)te/an,ἰτέα,noun,labw\n,λαμβάνω,verb,xeri\,χείρ,noun,xwrei=,χωρέω,verb,pri\n,πρίν,adverb,e)lqei=n,ἔρχομαι,verb,cumma/xois,σύμμαχος,adjective,dusqumi/an,δυσθυμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,sumpata/cantes,συμπατάσσω,verb,me/son,μέσος,adjective,pa/nta,πᾶς,adjective,strato\n,στρατός,noun,e)/kteinon,ἐκτείνω,verb,e)ktei/nonto,ἐκτείνω,verb,kai\,καί,conjunction,parhggu/wn,παρεγγυάω,verb,keleusmo\n,κελευσμός,noun,a)llh/loisi,ἀλλήλων,pronoun,su\n,σύν,preposition,pollh=|,πολύς,adjective,boh=|,βοείη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nte/reide,toi=s,ὁ,article,*)erexqei/dais,Ἐρεχθείδης,proper,do/ru,δόρυ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀντερείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
