word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS
ou),οὐ,adverb,ga\r,γάρ,particle,h)=n,εἰμί,verb,au)to\n,αὐτός,pronoun,i)dei=n,εἶδον,verb,a)ll',ἀλλά,adverb,h)/|sqonto,αἰσθάνομαι,verb,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,e)c,ἐκ,preposition,ou(=,ἕ,pronoun,qhra=n,θηράω,verb,h)/rcw,ἄρχω,verb,ge/gonas,γίγνομαι,verb,h(mi=n,ἐγώ,pronoun,au)to/xrhma,αὐτόχρημα,adverb,*(ippo/lutos,Ἱππόλυτος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ra,ὁράω,verb,dh\,δή,particle,th\n,ὁ,article,*)afrodi/thn,Ἀφροδίτη,proper,mh\,μή,conjunction,kai\,καί,conjunction,soi\,σύ,pronoun,dia\,διά,preposition,th\n,ὁ,article,u(peroyi/an,ὑπεροψία,noun,mhni/sh|,μηνίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)groi/kou,ἄγροικος,adjective,bi/ou,βίος,adjective,ta/,τίς,pronoun,te,τε,particle,a)/lla,ἄλλος,adjective,e)sti\,εἰμί,verb,kala\,καλός,noun,kai\,καί,conjunction,dh\,δή,particle,kai\,καί,conjunction,to\,ὁ,article,h(/meron,ἥμερος,adjective,tou=,ὁ,article,tro/pou,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,ga\r,γάρ,particle,h(suxi/a,ἡσυχία,noun,kai\,καί,conjunction,to\,ὁ,article,a)/gein,ἄγω,verb,sxolh\n,σχολή,noun,toi=s,ὁ,article,th=s,ὁ,article,gh=s,γῆ,noun,kalh\n,καλός,noun,prao/thta,πραότης,noun,e)nerga/zetai,ἐνεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,ou)k,οὐ,adverb,oi)=d',οἶδα,verb,o(/pws,ὅπως,conjunction,a)groi=kos,ἀγροῖκος,adjective,ei)=,εἶμι,verb,kai\,καί,conjunction,gei/tosin,γείτων,noun,ou)k,οὐ,adverb,a)gaqo\s,ἀγαθός,adjective,pa/roikos,πάροικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba/lleis,βάλλις,noun,gou=n,γοῦν,particle,h(ma=s,ἐγώ,pronoun,tai=s,ὁ,article,bw/lois,βῶλος,noun,kai\,καί,conjunction,tai=s,ὁ,article,a)xra/si,ἀχράς,noun,kai\,καί,conjunction,me/ga,μέγας,adverb,ke/kragas,κράζω,verb,i)dw\n,εἶδον,verb,a)/nqrwpon,ἄνθρωπος,noun,w(s,ὡς,conjunction,diw/kwn,διώκω,verb,lu/kon,λύκος,adjective,kai\,καί,conjunction,a)rgale/os,ἀργαλέος,adjective,ei)=,εἶμι,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,dh\,δή,particle,to\,ὁ,article,lego/menon,λέγω,verb,a(lmuro\n,ἁλμυρός,adjective,geito/nhma,γειτόνημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,ei),εἰ,conjunction,mh\,μή,conjunction,patrw=|on,πατρῷος,adjective,a)gro\n,ἀγρός,noun,e)gew/rgoun,γεωργέω,verb,a)/smenos,ἄσμενος,adjective,a)\n,ἄν,particle,au)to\n,αὐτός,pronoun,a)pedo/mhn,ἀποδίδωμι,verb,fugh=|,φυγή,noun,foberou=,φοβερός,adjective,gei/tonos,γείτων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,be/ltiste,βέλτιστος,adjective,*knh/mwn,Κνῆμος,proper,to\,ὁ,article,skaio\n,σκαιός,adjective,tou=,ὁ,article,tro/pou,τρόπος,noun,kata/luson,καταλύω,verb,mhde/,μηδέ,particle,se,σύ,pronoun,o(,ὁ,article,qumo\s,θυμός,noun,e)s,εἰς,preposition,lh/qhn,λήθη,noun,proage/tw,προάγω,verb,mh\,μή,conjunction,kai\,καί,conjunction,manei\s,μαίνομαι,verb,seauto\n,σαυτοῦ,pronoun,la/qh|s,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta/,οὗτος,pronoun,soi,σύ,pronoun,fi/la,φίλος,adjective,para\,παρά,preposition,fi/lou,φίλος,adjective,paragge/lmata,παράγγελμα,noun,e)/stw,εἰμί,verb,kai\,καί,conjunction,i)/ama,ἴαμα,noun,tou=,ὁ,article,tro/pou,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/dei,δέω,verb,me\n,μέν,particle,mhde\n,μηδείς,pronoun,a)pokri/nasqai,ἀποκρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,ei)=,εἶμι,verb,peri/ergos,περίεργος,adjective,kai\,καί,conjunction,bia/zh|,βιάζω,verb,me,ἐγώ,pronoun,a)/konta/,ἄκων,noun,soi,σύ,pronoun,prodiale/gesqai,προδιαλέγομαι,verb,tou=to,οὗτος,pronoun,gou=n,γοῦν,particle,keke/rdagka,,,to\,ὁ,article,di',διά,preposition,a)gge/lwn,ἄγγελος,noun,soi,σύ,pronoun,lalei=n,λαλέω,verb,a)lla\,ἀλλά,adverb,mh\,μή,conjunction,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stw,εἰμί,verb,soi,σύ,pronoun,toi/nun,τοίνυν,particle,h(,ὁ,article,a)po\,ἀπό,preposition,*skuqw=n,Σκύθης,proper,legome/nh,λέγω,verb,a)po/krisis,ἀπόκρισις,noun,au(/th,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,mai/nomai,μαίνομαι,verb,kai\,καί,conjunction,fonw=,φονάω,verb,kai\,καί,conjunction,misw=,μισέω,verb,to\,ὁ,article,tw=n,ὁ,article,a)nqrw/pwn,ἄνθρωπος,noun,ge/nos,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,toi,τοι,particle,ba/llw,βάλλω,verb,tou\s,ὁ,article,e)sfoitw=ntas,εἰσφοιτάω,verb,e)s,εἰς,preposition,to\,ὁ,article,xwri/on,χωρίον,noun,kai\,καί,conjunction,bw/lois,βῶλος,noun,kai\,καί,conjunction,li/qois,λίθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maka/rion,μακάριος,adjective,de\,δέ,particle,h(/ghmai,ἁγέομαι,verb,to\n,ὁ,article,*perse/a,Πέρσευς,proper,kata\,κατά,preposition,du/o,δύο,adjective,tro/pous,τρόπος,noun,e)kei=non,ἐκεῖνος,pronoun,o(/ti,ὅστις,pronoun,te,τε,particle,pthno\s,πτηνός,adjective,h)=n,εἰμί,verb,kai\,καί,conjunction,ou)deni\,οὐδείς,pronoun,sunh/nta,συναντάω,verb,u(pera/nw,ὑπεράνω,adverb,te,τε,particle,h)=n,εἰμί,verb,tou=,ὁ,article,prosagoreu/ein,προσαγορεύω,verb,tina\,τις,pronoun,kai\,καί,conjunction,a)spa/zesqai,ἀσπάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zhlw=,ζηλέω,verb,de\,δέ,particle,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,tou=,ὁ,article,kth/matos,κτῆμα,noun,e)kei/nou,ἐκεῖνος,pronoun,eu)=,εὖ,adverb,ma/la,μάλα,adverb,w(=|,ὅς,pronoun,tou\s,ὁ,article,sunantw=ntas,συναντάω,verb,e)poi/ei,ποιέω,verb,li/qous,λίθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=per,οὗπερ,adverb,ou)=n,οὖν,particle,ei)/,εἰ,conjunction,moi/,ἐγώ,pronoun,tis,τις,pronoun,eu)moiri/a,εὐμοιρία,noun,katatuxei=n,κατατυγχάνω,verb,e)ge/neto,γίγνομαι,verb,ou)de\n,οὐδείς,pronoun,a)\n,ἄν,particle,a)fqonw/teron,ἄφθονος,adjective,liqi/nwn,λίθινος,adjective,a)ndria/ntwn,ἀνδριάς,noun,kai\,καί,conjunction,se\,σύ,pronoun,d',δέ,particle,a)\n,ἄν,particle,ei)rgasa/mhn,ἐργάζομαι,verb,tou=to,οὗτος,pronoun,prw=ton,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,paqw\n,πάσχω,verb,r(uqmi/zeis,ῥυθμίζω,verb,me,ἐγώ,pronoun,kai\,καί,conjunction,pra=on,πρᾶος,adjective,a)pofh=nai,ἀποφαίνω,verb,gli/xh|,γλίχομαι,verb,ou(/tws,οὕτως,adverb,e)xqra\,ἐχθρός,adjective,pa=si,πᾶς,adjective,noou=nta,νοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,toi,τοι,particle,kai\,καί,conjunction,tou=,ὁ,article,xwri/ou,χωρίον,noun,to\,ὁ,article,para\,παρά,preposition,th\n,ὁ,article,o(do\n,ὁδός,adjective,a)rgo\n,ἀργός,adjective,ei)/asa,ἀίω,verb,kai\,καί,conjunction,tou=to/,οὗτος,pronoun,moi,ἐγώ,pronoun,th=s,ὁ,article,gh=s,γῆ,noun,xh=ro/n,χῆρος,adjective,e)sti,εἰμί,verb,karpw=n,καρπός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,e(/na,ἕνος,adjective,seauto\n,σαυτοῦ,pronoun,tw=n,ὁ,article,a)nagkai/wn,ἀναγκαῖον,noun,a)pofai/neis,ἀποφαίνω,verb,kai\,καί,conjunction,speu/deis,σπεύδω,verb,me,ἐγώ,pronoun,fi/lon,φίλος,adjective,e)/xein,ἔχω,verb,mhde\,μηδέ,particle,e)mautou=,ἐμαυτοῦ,pronoun,fi/lon,φίλος,adjective,o)/nta,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga\r,γάρ,particle,kai\,καί,conjunction,maqw\n,μανθάνω,verb,ei)mi\,εἰμί,verb,a)/nqwpos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,me\n,μέν,particle,tw=n,ὁ,article,a)pofra/dwn,ἀποφράς,noun,diafe/reis,διαφέρω,verb,ou)de\n,οὐδείς,pronoun,ou(/tws,οὕτως,adverb,a)/grios,ἄγριος,adjective,w)\n,εἰμί,verb,kai\,καί,conjunction,monh/rhs,μονήρης,adjective,to\n,ὁ,article,tro/pon,τρόπος,noun,dei=,δέομαι,verb,de/,δέ,particle,se,σύ,pronoun,o(/mws,ὅμως,conjunction,kai\,καί,conjunction,mh\,μή,conjunction,boulo/menon,βούλομαι,verb,h(/meron,ἥμερος,adjective,h(mi=n,ἐγώ,pronoun,gene/sqai,γίγνομαι,verb,ai)doi=,αἰδώ,noun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,geitnia/sews,γειτνίασις,noun,kai\,καί,conjunction,qew=n,θέα,noun,o(ri/wn,ὅριον,noun,timh=|,τιμή,noun,oi(/per,ἕ,pronoun,ou)=n,οὖν,particle,ei)si,εἰμί,verb,koinoi/,κοινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qu/w,θύον,adjective,toi/nun,τοίνυν,particle,tw=|,ὁ,article,*pani\,Πάν,proper,kai\,καί,conjunction,*fulasi/wn,φυλάσιος,noun,tou\s,ὁ,article,ma/lista,μάλιστα,adverb,e)pithdei/ous,ἐπιτήδειος,adjective,e)s,εἰς,preposition,th\n,ὁ,article,i(erourgi/an,ἱερουργία,noun,parakalw=,παρακαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,dh\,δή,particle,tou/tois,οὗτος,pronoun,kai\,καί,conjunction,se\,σύ,pronoun,a)fike/sqai,ἀφικνέομαι,verb,bouloi/mhn,βούλομαι,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,kai\,καί,conjunction,e)mpiw\n,ἐμπίνω,verb,kai\,καί,conjunction,koinwnh/sas,κοινωνέω,verb,spondw=n,σπονδή,noun,e)/sh|,εἰμί,verb,ti,τις,pronoun,kai\,καί,conjunction,prao/teros,πρᾶος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga/r,γάρ,particle,toi,σύ,pronoun,*dio/nusos,Διόνυσος,proper,filei=,φιλέω,verb,ta\s,ὁ,article,me\n,μέν,particle,o)rga\s,ὀργάς,noun,marai/nein,μαραίνω,verb,te,τε,particle,kai\,καί,conjunction,katakoimi/zein,κατακοιμίζω,verb,ta\s,ὁ,article,de\,δέ,particle,eu)frosu/nas,εὐφροσύνη,noun,e)gei/rein,ἐγείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stai,εἰμί,verb,de/,δέ,particle,soi,σύ,pronoun,o(,ὁ,article,au)to\s,αὐτός,pronoun,ou(=tos,οὗτος,pronoun,qeo\s,θεός,noun,kai\,καί,conjunction,*paiw/n,Παιάν,proper,kai\,καί,conjunction,a)polu/sei,ἀπολύω,verb,se,σύ,pronoun,th=s,ὁ,article,a)kra/tou,ἄκρατος,adjective,xolh=s,χολή,noun,oi)/nw|,οἶνον,noun,sbe/sas,σβέννυμι,verb,to\,ὁ,article,tou=,ὁ,article,qumou=,θυμός,noun,u(pe/kkauma,ὑπέκκαυμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,au)lhtri/dos,αὐλητρίς,noun,de\,δέ,particle,a)kou/sas,ἀκέω,verb,i)/sws,ἴσως,adverb,w)=,ὦ,interjection,*knh/mwn,Κνῆμος,proper,kai\,καί,conjunction,e)s,εἰς,preposition,w)|dh\n,ἀοιδός,noun,e)mpesw\n,ἐμπίτνω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,me/los,μέλος,noun,u(polisqw\n,ὑπολισθάνω,verb,e(/ceis,ἔχω,verb,ti,τις,pronoun,kai\,καί,conjunction,galhno\n,γαληνός,adjective,e)n,ἐν,preposition,th=|,ὁ,article,yuxh=|,ψυχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,xei=ron,χείρων,adverb,d',δέ,particle,a)\n,ἄν,particle,ei)/h,ἀίω,verb,oi)nwme/non,οἰνόω,verb,se,σύ,pronoun,kai\,καί,conjunction,masxa/lhn,μασχάλη,adjective,a)=rai,αἴρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,pou,πού,adverb,kai\,καί,conjunction,mequ/wn,μεθύω,verb,ko/rh|,κόρη,noun,peripe/sois,περιπίπτω,verb,a(/bran,ἅβρα,noun,a)nakalou/sh|,ἀνακαλέω,verb,h)\,ἠέ,conjunction,th\n,ὁ,article,ti/tqhn,τίτθη,noun,u(poleifqei=san,ὑπολείπω,verb,eu(rei=n,εὑρίσκω,verb,peirwme/nh|,πειράω,verb,ta/xa,τάχα,adjective,pou/,πού,adverb,ti,τις,pronoun,kai\,καί,conjunction,qermo\n,θερμός,adjective,dra/seis,δράω,verb,kai\,καί,conjunction,neaniko\n,νεανικός,adjective,e)/rgon,ἔργον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,a)\n,ἄν,particle,a)peoiko\s,ἀπεοικώς,verb,ei)/h,ἀίω,verb,kai\,καί,conjunction,toiou=to/,τοιοῦτος,adjective,ti,τις,pronoun,praxqh=nai,πράσσω,verb,e)n,ἐν,preposition,th=|,ὁ,article,tou=,ὁ,article,*pano\s,Πάν,proper,qusi/a|,θυσία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga/r,γάρ,particle,toi,τοι,particle,ka)kei=nos,ἐκεῖνος,pronoun,e)rwtiko\s,ἐρωτικός,adjective,eu)=,εὖ,adverb,ma/la,μάλα,adverb,kai\,καί,conjunction,oi(=os,οἷος,adjective,e)pani/stasqai,ἐπανίστημι,verb,parqe/nois,παρθένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lu=son,λύω,verb,de\,δέ,particle,kai\,καί,conjunction,th\n,ὁ,article,o)fru/n,ὀφρύς,noun,kai\,καί,conjunction,to\,ὁ,article,skuqrwpo\n,σκυθρωπός,adjective,tou=to,οὗτος,pronoun,kai\,καί,conjunction,su/nnefes,,,xa/lason,χαλάω,verb,eu)qumi/a|,εὐθυμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fi/lou,φίλος,adjective,tau=ta,οὗτος,pronoun,parai/nesis,παραίω,verb,noou=nto/s,νοέω,verb,soi,σύ,pronoun,a)gaqa/,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,soi,σύ,pronoun,kai\,καί,conjunction,loidorh/swmai,λοιδορέω,verb,tau=t',οὗτος,pronoun,a)ntepiste/llw,ἀντεπιστέλλω,verb,kai\,καί,conjunction,a)fw=,ἀφίημι,verb,ti,τις,pronoun,th=s,ὁ,article,o)rgh=s,ὀργή,noun,e)s,εἰς,preposition,se/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/lista,μάλιστα,adverb,ga\r,γάρ,particle,e)deo/mhn,δέομαι,verb,paro/ntos,πάρειμι,verb,i(/na,ἵνα,conjunction,sou,σύ,pronoun,kai\,καί,conjunction,au)to/xeir,αὐτόχειρ,noun,ge/nwmai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ga/r,γάρ,particle,me,ἐγώ,pronoun,diafqei=rai,διαφθείρω,verb,gli/xh|,γλίχομαι,verb,ti/,τίς,pronoun,de\,δέ,particle,speu/deis,σπεύδω,verb,a)pole/sai,ἀπόλλυμι,verb,me,ἐγώ,pronoun,e)s,εἰς,preposition,e(sti/asin,ἑστίασις,noun,kai\,καί,conjunction,qoi/nhn,θοίνη,noun,parakalw=n,παρακαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,to\,ὁ,article,pollou\s,πολύς,adjective,o(ra=n,ὁράω,verb,kai\,καί,conjunction,sunei=nai,σύνειμι,verb,polloi=s,πολύς,adjective,deinw=s,δεινός,adjective,pe/frika,φρίσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
