word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS
a)rrenikw=n,ἀρρενικός,adjective,de\,δέ,particle,kai\,καί,conjunction,qhlukw=n,θηλυκός,adjective,kai\,καί,conjunction,ou)dete/rwn,οὐδέτερος,adjective,a)ntimetata/ceis,ἀντιμετάταξις,noun,e)kbebhkui=ai,ἐκβαίνω,verb,tw=n,ὁ,article,sunh/qwn,σύνηθέω,verb,sxhma/twn,σχῆμα,noun,ai(,ὁ,article,toiai/de,τοιόσδε,adjective,ei)si/n,εἰμί,verb,o(/tan,ὅταν,conjunction,th\n,ὁ,article,me\n,μέν,particle,taraxh\n,ταραχή,noun,ta/raxon,τάραχος,adjective,kalh=|,καλέω,verb,to\,ὁ,article,qhluko\n,θηλυκός,adjective,e)kfe/rwn,ἐκφέρω,verb,a)rrenikw=s,ἀρρενικός,adjective,kai\,καί,conjunction,th\n,ὁ,article,o)/xlhsin,ὄχλησις,noun,o)/xlon,ὄχλος,noun,th\n,ὁ,article,de\,δέ,particle,bou/lhsin,βούλομαι,verb,kai\,καί,conjunction,th\n,ὁ,article,du/namin,δύναμις,adjective,to\,ὁ,article,boulo/menon,βούλομαι,verb,le/gh|,λέγω,verb,kai\,καί,conjunction,to\,ὁ,article,duna/menon,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,tw=n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,te/qhken,τίθημι,verb,o(/te,ὅτε,conjunction,th\n,ὁ,article,ei)s,εἰς,preposition,*sikeli/an,Σικελία,proper,a)pe/stellon,ἀποστέλλω,verb,stratia/n,στρατία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,*)aqhnai=oi,Ἀθηναῖος,proper,to\,ὁ,article,me\n,μέν,particle,boulo/menon,βούλομαι,verb,ou)k,οὐ,adverb,a)fh|re/qhsan,ἀφαιρέω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,o)xlw/dous,ὀχλώδης,adjective,th=s,ὁ,article,paraskeuh=s,παρασκευή,noun,kai\,καί,conjunction,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,peri\,περί,preposition,tw=n,ὁ,article,*qessalw=n,Θεσσαλός,proper,ei)/rhken,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ei),εἰ,conjunction,mh\,μή,conjunction,dunastei/a|,δυναστεία,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,i)sonomi/a|,ἰσονομία,noun,e)xrw=nto,χράομαι,verb,tw=|,ὁ,article,e)pixwri/w|,ἐπιχώριος,adjective,oi(,ὁ,article,*qessaloi/,Θεσσαλός,proper,kai\,καί,conjunction,ga\r,γάρ,particle,e)ntau=qa,ἐνταῦθα,adverb,ou)de/teron,οὐδέτερος,adjective,pepoi/hken,ποιέω,verb,to\,ὁ,article,qhluko/n,θηλυκός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,to\,ὁ,article,shmaino/menon,σημαίνω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,le/cews,λέξις,noun,toio/nde,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ei),εἰ,conjunction,mh\,μή,conjunction,dunastei/a|,δυναστεία,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,i)sonomi/a|,ἰσονομία,noun,e)xrw=nto,χράομαι,verb,th=|,ὁ,article,e)pixwri/w|,ἐπιχώριος,adjective,oi(,ὁ,article,*qessaloi/,Θεσσαλός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,oi(=s,ὅς,pronoun,de\,δέ,particle,ta\s,ὁ,article,ptw/seis,πτῶσις,noun,tw=n,ὁ,article,o)noma/twn,ὄνομα,adjective,kai\,καί,conjunction,tw=n,ὁ,article,proshgoriw=n,προσηγορία,noun,kai\,καί,conjunction,tw=n,ὁ,article,metoxw=n,μετοχή,noun,kai\,καί,conjunction,tw=n,ὁ,article,sunaptome/nwn,συνάπτω,verb,tou/tois,οὗτος,pronoun,a)/rqrwn,ἄρθρον,noun,e)calla/ttei,ἐξαλλάσσω,verb,tou=,ὁ,article,sunh/qous,συνήθης,adverb,ou(/tws,οὕτως,adverb,sxhmati/zei,σχηματίζω,verb,swfrosu/nhn,σωφροσύνη,noun,ga\r,γάρ,particle,labou=sai,λαμβάνω,verb,ai(,ὁ,article,po/leis,πόλις,adjective,kai\,καί,conjunction,a)/deian,ἄδεια,noun,tw=n,ὁ,article,prassome/nwn,πράσσω,verb,e)xw/rhsan,χωρέω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,a)/ntikrus,ἄντικρυς,adverb,e)leuqeri/an,ἐλευθερία,noun,th=s,ὁ,article,a)po\,ἀπό,preposition,tw=n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,u(pou/lou,ὕπουλος,adjective,eu)nomi/as,εὐνομία,noun,ou),οὐ,adverb,protimh/santes,προτιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,a)kolou/qws,ἀκόλουθος,adjective,th=|,ὁ,article,koinh=|,κοινός,adjective,sunhqei/a|,συνήθεια,noun,sxhmati/zontes,σχηματίζω,verb,th\n,ὁ,article,fra/sin,φράσις,noun,tw=|,ὁ,article,te,τε,particle,qhlukw=|,θηλυκός,adjective,ge/nei,γένος,noun,th=s,ὁ,article,proshgori/as,προσηγορία,noun,to\,ὁ,article,qhluko\n,θηλυκός,adjective,a)\n,ἄν,particle,e)/zeucan,ζεύγνυμι,verb,mo/rion,μόριον,noun,kai\,καί,conjunction,th\n,ὁ,article,ptw=sin,πτῶσις,noun,th\n,ὁ,article,ai)tiatikh\n,αἰτιατικός,adjective,a)\n,ἄν,particle,a)nti\,ἀντί,preposition,th=s,ὁ,article,genikh=s,γενικός,adjective,e)/tacan,ἐτάζω,verb,to\n,ὁ,article,tro/pon,τρόπος,noun,to/nde,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swfrosu/nhn,σωφροσύνη,noun,ga\r,γάρ,particle,labou=sai,λαμβάνω,verb,ai(,ὁ,article,po/leis,πόλις,adjective,kai\,καί,conjunction,a)/deian,ἄδεια,noun,tw=n,ὁ,article,prassome/nwn,πράσσω,verb,e)xw/rhsan,χωρέω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,a)/ntikrus,ἄντικρυς,adverb,e)leuqeri/an,ἐλευθερία,noun,th\n,ὁ,article,a)po\,ἀπό,preposition,tw=n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,u(/poulon,ὕπουλος,adjective,eu)nomi/an,εὐνομία,noun,ou),οὐ,adverb,protimh/sasai,προτιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,ta\,ὁ,article,a)rrenika\,ἀρρενικός,adjective,toi=s,ὁ,article,qhlukoi=s,θηλυκός,adjective,sunta/ttontes,συντάσσω,verb,w(/sper,ὥσπερ,adverb,ou(=tos,οὗτος,pronoun,pepoi/hken,ποιέω,verb,kai\,καί,conjunction,ta\s,ὁ,article,genika\s,γενικός,adjective,a)nti\,ἀντί,preposition,tw=n,ὁ,article,ai)tiatikw=n,αἰτιατικός,adjective,ptw/sewn,πτῶσις,noun,paralamba/nontes,παραλαμβάνω,verb,soloiki/zein,σολοικίζω,verb,a)\n,ἄν,particle,u(f',ὑπό,preposition,h(mw=n,ἐγώ,pronoun,le/gointo,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/ti,ἔτι,adverb,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\,μή,conjunction,tw=|,ὁ,article,plh=qei,,,au)tw=n,αὐτός,pronoun,kataplage/ntes,καταπλάσσω,verb,ou),οὐ,adverb,ga\r,γάρ,particle,e)pi\,ἐπί,preposition,th=s,ὁ,article,dotikh=s,δοτικός,adjective,ptw/sews,πτῶσις,noun,e)sxhmati/sqai,σχηματίζω,verb,th\n,ὁ,article,le/cin,λέξις,noun,h(/rmotten,ἁρμόζω,verb,a)ll',ἀλλά,adverb,e)pi\,ἐπί,preposition,th=s,ὁ,article,ai)tiatikh=s,αἰτιατικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\,μή,conjunction,to\,ὁ,article,plh=qos,πλῆθος,noun,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,kataplage/ntes,καταπλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,th=|,ὁ,article,para\,παρά,preposition,tw=n,ὁ,article,qew=n,θέα,noun,o)rgh=|,ὀργή,noun,fobei=sqai,φοβέω,verb,le/goit',λέγω,verb,a)/n,ἄν,particle,tis,τις,pronoun,a)lla\,ἀλλά,adverb,th\n,ὁ,article,tw=n,ὁ,article,qew=n,θέα,noun,o)rgh/n,ὀργή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,para\,παρά,preposition,tou\s,ὁ,article,xro/nous,χρόνος,noun,tw=n,ὁ,article,r(hma/twn,ῥῆμα,noun,e)kbebhkui=a,ἐκβαίνω,verb,to\,ὁ,article,kata/llhlon,κατάλληλος,adjective,fra/sis,φράσις,noun,toiau/th,τοιοῦτος,adjective,ti/s,τίς,pronoun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ei),εἰ,conjunction,r(a|qumi/a|,ῥαθυμία,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,po/nwn,πόνος,noun,mele/th|,μελέτη,noun,kai\,καί,conjunction,mh\,μή,conjunction,meta\,μετά,preposition,no/mwn,νόμος,noun,to\,ὁ,article,ple/on,πλέος,adjective,h)\,ἠέ,conjunction,tro/pwn,τρόπος,noun,a)ndrei/as,ἀνδρεία,noun,e)qe/loimen,ἐθέλω,verb,kinduneu/ein,κινδυνεύω,verb,perigi/netai,περιγίγνομαι,verb,h(mi=n,ἐγώ,pronoun,toi=s,ὁ,article,te,τε,particle,me/llousin,μέλλω,verb,a)lgeinoi=s,ἀλγεινός,adjective,mh\,μή,conjunction,proka/mnein,προκάμνω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,au)ta\,αὐτός,pronoun,e)lqou=si,ἔρχομαι,verb,mh\,μή,conjunction,a)tolmote/rois,ἄτολμος,adjective,tw=n,ὁ,article,a)ei\,ἀεί,adverb,moxqou/ntwn,μοχθέω,verb,fai/nesqai,φαίνω,verb,e)ntau=qa,ἐνταῦθα,adverb,ga\r,γάρ,particle,to\,ὁ,article,me\n,μέν,particle,e)qe/loimen,ἐθέλω,verb,r(h=ma,ῥῆμα,noun,tou=,ὁ,article,me/llonto/s,μέλλω,verb,e)sti,εἰμί,verb,xro/nou,χρόνος,noun,dhlwtiko/n,δηλωτικός,adjective,to\,ὁ,article,de\,δέ,particle,perigi/gnetai,περιγίγνομαι,verb,tou=,ὁ,article,paro/ntos,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ko/louqon,ἀκόλουθος,adjective,d',δέ,particle,a)\n,ἄν,particle,h)=n,εἰμί,verb,ei),εἰ,conjunction,sune/zeucen,συζεύγνυμι,verb,tw=|,ὁ,article,e)qe/loimen,ἐθέλω,verb,to\,ὁ,article,perie/stai,περίειμι,verb,tou=,ὁ,article,te,τε,particle,ga\r,γάρ,particle,xwri/ou,χωρίον,noun,to\,ὁ,article,duse/mbaton,δυσέμβατος,adjective,h(me/teron,ἡμέτερος,adjective,nomi/zw,νομίζω,verb,o(\,ὅς,pronoun,meno/ntwn,μένω,verb,me\n,μέν,particle,h(mw=n,ἐγώ,pronoun,su/mmaxon,σύμμαχος,adjective,gi/netai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(poxwrh/sasi,ὑποχωρέω,verb,de\,δέ,particle,kai/per,καίπερ,particle,xalepo\n,χαλεπός,adjective,o)\n,εἰμί,verb,eu)/poron,εὔπορος,adjective,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,gi/netai,γίγνομαι,verb,tou=,ὁ,article,paro/ntos,πάρειμι,verb,e)sti/,εἰμί,verb,to\,ὁ,article,de\,δέ,particle,e)/stai,εἰμί,verb,tou=,ὁ,article,me/llontos,μέλλω,verb,xro/nou,χρόνος,noun,dhlwtiko/n,δηλωτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/gonen,γίγνομαι,verb,de\,δέ,particle,kai\,καί,conjunction,para\,παρά,preposition,ta\s,ὁ,article,ptw/seis,πτῶσις,noun,sxhmatismo\s,σχηματισμός,noun,a)kata/llhlos,ἀκατάλληλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,me\n,μέν,particle,ga\r,γάρ,particle,th=s,ὁ,article,genikh=s,γενικός,adjective,ptw/sews,πτῶσις,noun,e)cenh/noxen,ἐκφέρω,verb,to/,ὁ,article,te,τε,particle,metoxiko\n,μετοχικός,adjective,o)/noma,ὄνομα,adjective,to\,ὁ,article,meno/ntwn,μένω,verb,kai\,καί,conjunction,to\,ὁ,article,a)ntonomastiko\n,ἀντονομαστικός,adjective,to\,ὁ,article,h(mw=n,ἐγώ,pronoun,e)pi\,ἐπί,preposition,de\,δέ,particle,th=s,ὁ,article,dotikh=s,δοτικός,adjective,to\,ὁ,article,u(poxwrh/sasin,ὑποχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)keio/teron,οἰκεῖος,adjective,d',δέ,particle,h)=n,εἰμί,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,kata\,κατά,preposition,th\n,ὁ,article,au)th\n,αὐτός,pronoun,e)cenhne/xqai,ἐκφέρω,verb,ptw=sin,πτῶσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,pro\s,πρός,preposition,to\,ὁ,article,shmai=non,σημαίνω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,shmainome/nou,σημαίνω,verb,pra/gmatos,πρᾶγμα,noun,th\n,ὁ,article,a)postrofh\n,ἀποστροφή,noun,poih=tai,ποιέω,verb,h)\,ἠέ,conjunction,pro\s,πρός,preposition,to\,ὁ,article,shmaino/menon,σημαίνω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,shmai/nontos,σημαίνω,verb,ou(/tws,οὕτως,adverb,sxhmati/zei,σχηματίζω,verb,to\n,ὁ,article,no/menon,,,a)po\,ἀπό,preposition,tou=,ὁ,article,shmai/nontos,σημαίνω,verb,ou(/tws,οὕτως,adverb,sxhmati/zei,σχηματίζω,verb,to\n,ὁ,article,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
