word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS
ka)gw\,ἐγώ,pronoun,'ceph/dhs',ἐκπηδάω,verb,w(s,ὡς,conjunction,sunarpa/sai,συναρπάζω,verb,qe/lwn,ἐθέλω,verb,lo/xmhn,λόχμη,noun,kenw/sas,κενόω,verb,e)/nq',ἔνθα,adverb,e)krupto/mhn,κρύπτω,verb,de/mas,δέμας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,d',δέ,particle,a)nebo/hsen,ἀναβοάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)=w,ὦ,interjection,droma/des,δρομάς,noun,e)mai\,ἐμός,adjective,ku/nes,κύων,noun,qhrw/meq',θηράω,verb,a)ndrw=n,ἀνήρ,noun,tw=nd',ὅδε,pronoun,u(/p',ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e(/pesqe/,ἕπομαι,verb,moi,ἐγώ,pronoun,e(/pesqe,ἕπομαι,verb,qu/rsois,θύρσος,noun,dia\,διά,preposition,xerw=n,χείρ,noun,w(plisme/nai,ὁπλίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,feu/gontes,φεύγω,verb,e)chlu/camen,ἐξαλύσκω,verb,bakxw=n,Βακχάω,verb,sparagmo/n,σπαραγμός,noun,ai(\,ὅς,pronoun,de\,δέ,particle,nemome/nais,νέμω,verb,xlo/hn,χλόη,noun,mo/sxois,μόσχος,noun,e)ph=lqon,ἐπέρχομαι,verb,xeiro\s,χείρ,noun,a)sidh/rou,ἀσίδηρος,adjective,me/ta,,,,μετά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th\n,ὁ,article,me\n,μέν,particle,a)\n,ἄν,particle,prosei=des,προσεῖδον,verb,eu)/qhlon,εὔθηλος,adjective,po/rin,πόρις,noun,mukwme/nhn,μυκάομαι,verb,e)/xousan,ἔχω,verb,e)n,ἐν,preposition,xeroi=n,χείρ,noun,di/xa,δίχα,adverb,a)/llai,ἄλλος,adjective,de\,δέ,particle,dama/las,δάμαλις,noun,diefo/roun,spara/gmasin,σπάραγμα,noun,διαφορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=des,εἶδον,verb,d',δέ,particle,a)\n,ἄν,particle,h)\,ἠέ,conjunction,pleu/r',πλευρά,noun,h)\,ἠέ,conjunction,di/xhlon,δίχηλος,adjective,e)/mbasin,ἔμβασις,noun,r(ipto/men',ῥίπτω,verb,a)/nw,ἄνω,adverb,te,τε,particle,kai\,καί,conjunction,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kremasta\,κρεμαστός,adjective,de\,δέ,particle,e)/staz',στάζω,verb,u(p',ὑπό,preposition,e)la/tais,ἐλάτης,noun,a)napefurme/n',ἀναφύρω,verb,ai(/mati,αἷμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=roi,ταῦρος,noun,d',δέ,particle,u(bristai\,ὑβριστής,noun,ka)s,εἰς,preposition,ke/ras,κέρας,noun,qumou/menoi,θυμόω,verb,to\,ὁ,article,pro/sqen,πρόσθεν,adverb,e)sfa/llonto,σφάλλω,verb,pro\s,πρός,preposition,gai=an,γαῖα,noun,de/mas,δέμας,noun,muria/si,μυριάς,noun,xeirw=n,χείρ,noun,a)go/menoi,ἄγω,verb,neani/dwn,,,,νεᾶνις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa=sson,θάσσων,adjective,de\,δέ,particle,dieforou=nto,διαφορέω,verb,sarko\s,σάρξ,adjective,e)nduta\,ἐνδυτός,adjective,h)\,ἠέ,conjunction,se\,σύ,pronoun,cuna/yai,συνάπτω,verb,ble/fara,βλέφαρον,noun,basilei/ois,βασίλειος,adjective,ko/rais,κόρη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xwrou=si,χωρέω,verb,d',δέ,particle,w(/st',ὥστε,conjunction,o)/rniqes,ὄρνις,noun,a)rqei=sai,ἀραρίσκω,verb,dro/mw|,δρόμος,noun,pedi/wn,πέδιον,noun,u(pota/seis,ὑπότασις,noun,ai(\,ὅς,pronoun,par',παρά,preposition,*)aswpou=,Ἀσωπός,proper,r(oai=s,ῥοή,noun,eu)/karpon,εὔκαρπος,adjective,e)kba/llousi,ἐκβάλλω,verb,*qhbai/wn,Θηβαῖος,proper,sta/xun,,,,στάχυς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(usia/s,Ὑσιαί,proper,t',τε,particle,*)eruqra/s,Ἐρυθραί,proper,q',τε,particle,ai(\,ὅς,pronoun,*kiqairw=nos,Κιθαιρών,proper,le/pas,λέπας,noun,ne/rqen,ἔνερθε,preposition,katw|kh/kasin,κατοικέω,verb,w(/ste,ὥστε,conjunction,pole/mioi,πολέμιος,adjective,e)pespesou=sai,ἐπεισπίπτω,verb,pa/nt',πᾶς,adjective,a)/nw,ἄνω,adverb,te,τε,particle,kai\,ka/tw,κάτος,adjective,καί,conjunction,die/feron,διαφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/rpazon,ἁρπάζω,verb,me\n,μέν,particle,e)k,ἐκ,preposition,do/mwn,δόμος,noun,te/kna,τέκνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(po/sa,ὁπόσος,adjective,d',δέ,particle,e)p',ἐπί,preposition,w)/mois,ὦμος,noun,e)/qesan,,,ou),οὐ,adverb,desmw=n,δέσμη,noun,u(/po,ὑπό,preposition,prosei/xet',προσέχω,verb,ou)d',οὐδέ,particle,e)/pipten,πίπτω,verb,e)s,εἰς,preposition,me/lan,μέλας,adjective,pe/don,πέδον,noun,ou),οὐ,adverb,xalko/s,ou),οὐ,adverb,χαλκός,noun,si/dhros,σίδηρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,bostru/xois,βόστρυχος,noun,pu=r,πῦρ,noun,e)/feron,φέρω,verb,ou)d',οὐδέ,particle,e)/kaien,καίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,o)rgh=s,ὀργή,noun,u(/po,ὑπό,preposition,e)s,εἰς,preposition,o(/pl',ὅπλον,noun,e)xw/roun,χωρέω,verb,fero/menoi,φέρω,verb,bakxw=n,Βακχάω,verb,u(/po,ὑπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=per,οὗπερ,adverb,to\,ὁ,article,deino\n,δεινός,adjective,h)=n,εἰμί,verb,qe/am',θέαμα,noun,i)dei=n,εἶδον,verb,a)/nac,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,ou)x,οὐ,adverb,h(/|masse,,,logxwto\n,λογχωτός,adjective,be/los,βέλος,noun,kei=nai,ἐκεῖνος,pronoun,de\,δέ,particle,qu/rsous,θύρσος,noun,e)caniei=sai,ἐξανίημι,verb,xerw=n,χείρ,noun,e)trauma/tizon,τραυματίζω,verb,ka)penw/tizon,ἀπονωτίζω,verb,fugh=|,φυγή,noun,gunai=kes,a)/ndras,ἀνήρ,noun,γυνή,noun,ou)k,οὐ,adverb,a)/neu,ἄνευ,preposition,qew=n,θέα,noun,tinos,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,πάλιν,adverb,d',δέ,particle,e)xw/roun,χωρέω,verb,o(/qen,ὅθεν,adverb,e)ki/nhsan,κινέω,verb,po/da,πούς,noun,krh/nas,κρήνη,noun,e)p',ἐπί,preposition,au)ta\s,αὐτός,pronoun,a(\s,ὅς,pronoun,a)nh=k',ἀνήκω,verb,au)tai=s,αὐτός,pronoun,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ni/yanto,νίφω,verb,d',δέ,particle,ai(=ma,αἷμα,noun,stago/na,σταγών,noun,d',δέ,particle,e)k,ἐκ,preposition,parhi/dwn,παρηίς,noun,glw/ssh|,γλῶσσα,noun,dra/kontes,δράκων,noun,e)cefai/drunon,ἐκφαιδρύνω,verb,xroo/s,χρώς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,dai/mon',δαίμων,adjective,ou)=n,οὖν,particle,to/nd',ὅδε,pronoun,o(/stis,ὅστις,pronoun,e)/st',εἰμί,verb,w)=,ὦ,interjection,de/spota,δεσπότης,adjective,de/xou,δέχομαι,verb,po/lei,πόλις,adjective,th=|d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ta/,τίς,pronoun,t',τε,particle,a)/ll',ἄλλος,adjective,e)sti\n,εἰμί,verb,me/gas,μέγας,adverb,ka)kei=no/,ἐκεῖνος,pronoun,fasin,φημί,verb,au)to/n,αὐτός,pronoun,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,klu/w,κλύω,verb,th\n,ὁ,article,pausi/lupon,παυσίλυπος,adjective,a)/mpelon,ἄμπελος,noun,dou=nai,brotoi=s,βροτός,noun,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)/nou,οἶνον,noun,de\,δέ,particle,mhke/t',μηκέτι,adverb,o)/ntos,εἰμί,verb,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,*ku/pris,Κύπρις,proper,ou)d',οὐδέ,particle,a)/llo,ἄλλος,adjective,terpno\n,τερπνός,adjective,ou)de\n,οὐδείς,pronoun,a)nqrw/pois,ἄνθρωπος,noun,e)/ti,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarbw=,ταρβέω,verb,me\n,μέν,particle,ei)pei=n,εἶπον,verb,tou\s,ὁ,article,lo/gous,λόγος,noun,e)leuqe/rous,ἐλεύθερος,adjective,pro\s,πρός,preposition,to\n,ὁ,article,tu/rannon,τύραννος,noun,a)ll',ἀλλά,adverb,o(/mws,ὅμως,conjunction,ei)rh/setai,ἔρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio/nusos,Διόνυσος,proper,h(/sswn,ἥσσων,adverb,ou)deno\s,οὐδείς,pronoun,qew=n,θέα,noun,e)/fu,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,to/d',ὅδε,pronoun,e)ggu\s,ἐγγύς,adverb,w(/ste,ὥστε,conjunction,pu=r,πῦρ,noun,u(fa/ptetai,ὑφάπτω,verb,u(/brisma,ὕβρισμα,noun,bakxw=n,Βακχάω,verb,yo/gos,ψόγος,noun,e)s,εἰς,preposition,*(/ellhnas,Ἕλλην,proper,me/gas,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,o)knei=n,ὀκνέω,verb,dei=,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stei=x',στείχω,verb,e)p',ἐπί,preposition,*)hle/ktras,Ἠλέκτρη,proper,i)w\n,εἶμι,verb,pu/las,πύλη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ke/leue,κελεύω,verb,pa/ntas,πᾶς,adjective,a)spidhfo/rous,ἀσπιδηφόρος,adjective,i(/ppwn,ἵππος,noun,t',τε,particle,a)panta=n,ἀπαντάω,verb,taxupo/dwn,ταχύπους,noun,e)pemba/tas,ἐπεμβάτης,noun,pe/ltas,πέλτη,noun,q',τε,particle,o(/soi,ὅσος,adjective,pa/llousi,πάλλω,verb,kai\,καί,conjunction,to/cwn,τόξον,noun,xeri\,χείρ,noun,ya/llousi,neura/s,νευρά,noun,ψάλλω,verb,w(s,ὡς,conjunction,e)pistrateu/somen,ἐπιστρατεύω,verb,ba/kxaisin,Βάκχη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)ll',ἀλλά,adverb,u(perba/llei,ὑπερβάλλω,verb,ta/de,ὅδε,pronoun,ei),εἰ,conjunction,pro\s,πρός,preposition,gunaikw=n,γυνή,noun,peiso/mesq',πάσχω,verb,a(\,ὅς,pronoun,pa/sxomen,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pei/qh|,πείθω,verb,me\n,μέν,particle,ou)de/n,οὐδείς,pronoun,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,lo/gwn,λόγος,noun,klu/wn,κλύω,verb,*penqeu=,Πενθεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakw=s,κακός,adjective,de\,δέ,particle,pro\s,πρός,preposition,se/qen,σύ,pronoun,pa/sxwn,πάσχω,verb,o(/mws,ὅμως,conjunction,ou)/,οὐ,adverb,fhmi,φημί,verb,xrh=nai/,χρή,verb,s',σύ,pronoun,o(/pl',ὅπλον,noun,e)pai/resqai,ἐπαίρω,verb,qew=|,θεός,noun,a)ll',ἀλλά,adverb,h(suxa/zein,ἡσυχάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*bro/mios,Βρόμιος,proper,ou)k,οὐ,adverb,a)ne/cetai,ἀνέχω,verb,kinou=nta,κινέω,verb,ba/kxas,Βακχάω,verb,s',σύ,pronoun,eu)i/wn,ἤιος,adjective,o)rw=n,ὀρός,noun,a)/po,ἀπό,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\,μή,conjunction,frenw/seis,φρενόω,verb,m',ἐγώ,pronoun,a)lla\,ἀλλά,adverb,de/smios,δέσμιος,adjective,fugw\n,φεύγω,verb,sw/|sh|,σώζω,verb,to/d',ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,soi\,σύ,pronoun,pa/lin,πάλιν,adverb,a)nastre/yw,ἀναστρέφω,verb,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qu/oim',θύω,verb,a)\n,ἄν,particle,au)tw=|,αὐτός,pronoun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,qumou/menos,θυμόω,verb,pro\s,πρός,preposition,ke/ntra,κέντρον,noun,lakti/zoimi,λακτίζω,verb,qnhto\s,θνητός,adjective,w)\n,εἰμί,verb,qew=|,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qu/sw,θύω,verb,fo/non,φόνος,noun,ge,γε,particle,qh=lun,θῆλυς,adjective,w(/sper,ὥσπερ,adverb,a)/ciai,ἄξιος,adjective,polu\n,πολύς,adjective,tara/cas,ταράσσω,verb,e)n,ἐν,preposition,*kiqairw=nos,Κιθαιρών,proper,ptuxai=s,πτυχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feu/cesqe,φεύγω,verb,pa/ntes,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
