word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS
a)kou/et',ἀκούω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,tou=,ὁ,article,no/mou,νόμος,noun,le/gontos,λέγω,verb,a)/ntikrus,ἄντικρυς,adverb,w(=n,ὅς,pronoun,a)\n,ἄν,particle,a)fh=|,ἀφίημι,verb,kai\,καί,conjunction,a)palla/ch|,ἀπαλλάσσω,verb,tis,τις,pronoun,mhke/ti,μηκέτι,adverb,ta\s,ὁ,article,di/kas,δίκη,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,o(/ti,ὅστις,pronoun,g',γε,particle,a)mfo/ter',ἀμφότερος,adjective,e)sti\,εἰμί,verb,pepragme/na,πράσσω,verb,tau=ta,οὗτος,pronoun,tou/tw|,οὗτος,pronoun,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,h)kou/sate,ἀκούω,verb,tw=n,ὁ,article,marturiw=n,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(pa/ntwn,ἅπας,adjective,me\n,μέν,particle,toi/nun,τοίνυν,particle,tw=n,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,no/mois,νόμος,noun,a)peirhme/nwn,ἀπεῖπον,verb,ou),οὐ,adverb,prosh/kei,προσήκω,verb,dika/zesqai,δικάζω,verb,h(/kista,ἥκιστος,adjective,de\,δέ,particle,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,to\,ὁ,article,dhmo/sion,δημόσιος,adjective,pe/praken,πιπράσκω,verb,e)/xoi,ἔχω,verb,tis,τις,pronoun,a)\n,ἄν,particle,ei)pei=n,εἶπον,verb,w(s,ὡς,conjunction,a)di/kws,ἄδικος,adjective,ou),οὐ,adverb,prosh/konta,προσήκω,verb,pe/praken,πιπράσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,peri\,περί,preposition,w(=n,ὅς,pronoun,e)/gnw,γιγνώσκω,verb,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,e)/stin,εἰμί,verb,ei)pei=n,εἶπον,verb,w(s,ὡς,conjunction,e)capathqe\n,ἐξαπατάω,verb,tou=t',οὗτος,pronoun,e)poi/hsen,ποιέω,verb,kai\,καί,conjunction,peri\,περί,preposition,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,tw=n,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,no/mw|,νόμος,noun,kaq',e(ka/stou,ἕκαστος,adjective,ge/noit',γίγνομαι,verb,a)/n,ἄν,particle,tis,τις,pronoun,ei)ko/tws,ἐοικότως,adverb,lo/gos,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κατά,preposition
a(\,ὅς,pronoun,d',δέ,particle,au)to\s,αὐτός,pronoun,e)pei/sqh,πείθω,verb,kai\,καί,conjunction,a)fh=ken,ἀφήκω,verb,ou)k,οὐ,adverb,e)/ni,ἐν,preposition,dh/pouqen,δήπουθεν,particle,ei)pei=n,εἶπον,verb,ou)d',οὐδέ,particle,au(to\n,ἑαυτοῦ,pronoun,ai)tia/sasqai,αἰτιάομαι,verb,w(s,ὡς,conjunction,ou),οὐ,adverb,dikai/ws,δίκαιος,adjective,tau=t',οὗτος,pronoun,e)poi/hsen,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,para/,παρά,preposition,ti,τις,pronoun,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,tou/twn,οὗτος,pronoun,dikazo/menoi,δικάζω,verb,toi=s,ὁ,article,u(f',ὑπό,preposition,e(te/rwn,ἕτερος,adjective,dikai/ois,δίκαιος,adjective,w(risme/nois,ὁρίζω,verb,ou)k,οὐ,adverb,e)mme/nousin,ἐμμένω,verb,o(,ὁ,article,d',δέ,particle,w(=n,ὅς,pronoun,a)\n,ἄν,particle,a)fh=|,pa/lin,πάλιν,adverb,lagxa/nwn,λαγχάνω,verb,toi=s,ὁ,article,u(f',ὑπό,preposition,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀφίημι,verb
dio\,διό,conjunction,pa/ntwn,πᾶς,adjective,ma/list',μάλιστα,adverb,a)/cion,ἄξιος,adjective,tou/tois,οὗτος,pronoun,xalepai/nein,χαλεπαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,w(s,ὡς,conjunction,me\n,μέν,particle,a)fh=ke/,ἀφήκω,verb,me,ἐγώ,pronoun,pa/ntwn,πᾶς,adjective,o(/t',ὅτε,conjunction,e)gigno/mhn,γίγνομαι,verb,tw=n,ὁ,article,a)ndrapo/dwn,ἀνδράποδον,noun,prath/r,πρατήρ,noun,e)pe/deica,ἐπιδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,d',δέ,particle,ou)k,οὐ,adverb,e)w=sin,ἀίω,verb,oi(,ὁ,article,no/moi,νόμος,noun,tou/twn,οὗτος,pronoun,ei)=nai,εἰμί,verb,di/kas,δίκη,adjective,a)khko/at',ἀκούω,verb,a)rti/ws,ἄρτιος,adjective,a)nagignwskome/nou,ἀναγιγνώσκω,verb,tou=,ὁ,article,no/mou,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,d',δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,mh/,μή,conjunction,tis,τις,pronoun,oi)/htai,οἴομαι,verb,toi=s,ὁ,article,peri\,περί,preposition,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,au)tw=n,αὐτός,pronoun,dikai/ois,δίκαιος,adjective,a(lisko/meno/n,ἁλίσκομαι,verb,m',ἐγώ,pronoun,e)pi\,ἐπί,preposition,tou=t',οὗτος,pronoun,a)poxwrei=n,ἀποχωρέω,verb,kai\,καί,conjunction,kaq',e(/kaston,ἕκαστος,adjective,w(=n,ὅς,pronoun,e)gkalei=,ἐγκαλέω,verb,bou/lomai,βούλομαι,verb,dei=cai,δείκνυμι,verb,au)to\n,αὐτός,pronoun,yeudo/menon,ψεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κατά,preposition
le/ge,λέγω,verb,d',δέ,particle,au)to\,αὐτός,pronoun,to\,ὁ,article,e)/gklhma,ἔγκλημα,noun,o(/,ὅς,pronoun,moi,ἐγώ,pronoun,dika/zetai,δικάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/blaye/,βλάπτω,verb,me,ἐγώ,pronoun,*niko/boulos,νικόβουλος,adjective,e)pibouleu/sas,ἐπιβουλεύω,verb,e)moi\,ἐγώ,pronoun,kai\,καί,conjunction,th=|,ὁ,article,ou)si/a|,οὐσία,adjective,th=|,ὁ,article,e)mh=|,ἐμός,adjective,a)fele/sqai,ἀφαιρέω,verb,keleu/sas,κέλλω,verb,*)antige/nhn,Ἀντιγένης,proper,to\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,oi)ke/thn,οἰκέτης,noun,to\,ὁ,article,a)rgu/rion,ἀργύριον,adjective,tou=,ὁ,article,e)mou=,ἐγώ,pronoun,oi)ke/tou,o(\,ὅς,pronoun,e)/feren,φέρω,verb,katabolh\n,καταβολή,noun,th=|,ὁ,article,po/lei,πόλις,adjective,tou=,ὁ,article,meta/llou,μέταλλον,noun,o(\,ὅς,pronoun,e)gw\,ἐγώ,pronoun,e)pria/mhn,πρίαμαι,verb,e)nenh/konta,ἐνενήκοντα,verb,mnw=n,μνᾶ,noun,kai\,καί,conjunction,ai)/tios,αἴτιος,adjective,e)moi\,ἐγώ,pronoun,geno/menos,γίγνομαι,verb,e)ggrafh=nai,ἐγγράφω,verb,to\,ὁ,article,diplou=n,διπλόος,adjective,tw=|,ὁ,article,dhmosi/w|,δημόσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οἰκέτης,noun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauti\,οὗτος,pronoun,pa/nta,πᾶς,adjective,a(\,ὅς,pronoun,nu=n,νῦν,adverb,e)gke/klhken,ἐγκαλέω,verb,e)moi/,ἐγώ,pronoun,pro/teron,πρότερος,adjective,to\n,ὁ,article,*eu)/ergon,,,ai)tiasa/menos,αἰτιάομαι,verb,th\n,ὁ,article,di/khn,δίκη,adjective,ei(=le,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memartu/rhtai,μαρτυρέω,verb,me\n,μέν,particle,dh\,δή,particle,kai\,καί,conjunction,e)n,ἐν,preposition,a)rxh=|,ἀρχή,noun,moi,ἐγώ,pronoun,tou=,ὁ,article,lo/gou,λόγος,noun,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,w(s,ὡς,conjunction,a)pedh/moun,ἀποδημέω,verb,o(/te,ὅτε,conjunction,tou/tois,οὗτος,pronoun,ai(,ὁ,article,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,e)gi/gnonto,γίγνομαι,verb,diaforai/,διαφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,e)k,ἐκ,preposition,tou=,ὁ,article,e)gklh/matos,ἔγκλημα,noun,tou/tou,οὗτος,pronoun,dh=lo/n,δῆλος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)damou=,οὐδαμός,adverb,ga\r,γάρ,particle,w(s,ὡς,conjunction,e)gw/,ἐγώ,pronoun,ti,τις,pronoun,pepoi/hka,ποιέω,verb,tou/twn,οὗτος,pronoun,e)/grayen,γράφω,verb,a)ll',ἀλλά,adverb,u(pogra/yas,ὑπογράφω,verb,e)pibouleu=sai/,ἐπιβουλεύω,verb,me,ἐγώ,pronoun,au(tw=|,ἑαυτοῦ,pronoun,kai\,καί,conjunction,th=|,ὁ,article,ou)si/a|,οὐσία,adjective,prosta/cai,προσστάζω,verb,fhsi\,φημί,verb,tw=|,ὁ,article,paidi\,παῖς,adjective,tau=ta,poiei=n,ποιέω,verb,yeudo/menos,ψεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun
pw=s,πῶς,adverb,ga\r,γάρ,particle,e)gw\,ἐγώ,pronoun,prose/taca,προστάσσω,verb,o(\s,ὅς,pronoun,o(/t',ὅτε,conjunction,e)ce/pleon,ἐκπλέω,verb,tw=n,ὁ,article,genhsome/nwn,γίγνομαι,verb,e)ntau=q',ἐνταῦθα,adverb,ou)d',οὐδέ,particle,o(tiou=n,ὁτιοῦν,adverb,dh/pouqen,δήπουθεν,particle,h)/|dein,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,kai\,καί,conjunction,po/sh,πόσις,noun,mwri/a,μωρία,noun,le/gonq',λέγω,verb,w(s,ὡς,conjunction,e)pebou/leuon,ἐπιβουλεύω,verb,a)timw=sai,ἀτιμάω,verb,kai\,καί,conjunction,ta\,ὁ,article,e)/sxata,σχέθω,verb,pra=cai,πράσσω,verb,oi)ke/th|,οἰκέτης,noun,me,ἐγώ,pronoun,tau=ta,οὗτος,pronoun,prosta/cai,προσστάζω,verb,gegrafe/nai,γράφω,verb,a(\,ὅς,pronoun,ou)de\,οὐδέ,particle,poli/ths,πολίτης,noun,poli/thn,du/nait',δύναμαι,verb,a)\n,ἄν,particle,poih=sai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολίτης,noun
ti/,τίς,pronoun,ou)=n,οὖν,particle,e)sti,εἰμί,verb,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)/xwn,ἔχω,verb,oi)=mai,οἴομαι,verb,kat',κατά,preposition,ou)de\n,οὐδείς,pronoun,dia\,διά,preposition,th\n,ὁ,article,a)podhmi/an,ἀποδημία,noun,ei)s,εἰς,preposition,e)me\,ἐγώ,pronoun,tou/twn,οὗτος,pronoun,a)nenegkei=n,ἀναφέρω,verb,ti,τις,pronoun,sukofantei=n,συκοφαντέω,verb,de\,δέ,particle,boulo/menos,βούλομαι,verb,w(s,ὡς,conjunction,prose/taca,προστάσσω,verb,e)ne/grayen,ἐγγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
