word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/54/@_form,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/lemma/@_entry,word/54/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS
ou)k,οὐ,adverb,a)rkou/shs,ἀρκέω,verb,d',δέ,particle,e)s,εἰς,preposition,to\,ὁ,article,e)/rgon,ἔργον,noun,au)toi=s,αὐτός,pronoun,th=s,ὁ,article,nukto/s,νύξ,adjective,dedio/tes,δείδω,verb,peri\,περί,preposition,tw=|,ὁ,article,h)/dh,ἤδη,adverb,gegono/ti,γίγνομαι,verb,mh\,μή,conjunction,kai\,tou=to,οὗτος,pronoun,meq',μετά,preposition,h(me/ran,ἡμέρα,noun,ai(,ὁ,article,*(rwmai/wn,,,mhxanai\,neo/teukton,νεότευκτος,adjective,kai\,καί,conjunction,u(gro\n,ὑγρός,adjective,e)/ti,ἔτι,adverb,kataba/loien,e)ce/dramon,ἐκτρέχω,verb,e)pi\,ἐπί,preposition,ta\,ὁ,article,mhxanh/mata,μηχάνημα,noun,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,oi(,ἕ,pronoun,me\n,μέν,particle,su\n,σύν,preposition,o(/plois,ὅπλον,noun,oi(,ὁ,article,de\,δέ,particle,gumnoi\,γυμνός,adjective,καί,conjunction,μηχανή,noun,καταβάλλω,verb,lampa/das,λαμπάς,noun,h(mme/nas,ἅπτω,verb,e)/xontes,ἔχω,verb,kai\,καί,conjunction,e)ne/prhsan,ἐμπίμπρημι,verb,me\n,μέν,particle,ou)x,οὐ,adverb,o(/laou),,,ga\r,γάρ,particle,e)/fqasan,φθάνω,verb,*(rwmai/wn,,,e)pidramo/ntwn',ἐπιτρέχω,verb,a)xrei=a,ἀχρεῖος,adjective,d',o(/la,poih/santes,ποιέω,verb,a)nexw/roun,ἀναχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,ὅλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,ἅμα,adverb,d',δέ,particle,h(me/ra|,ἡμέρα,noun,*(rwmai/ois,,,e)pe/pesen,ἐπιπίπτω,verb,o(rmh\,ὁρμή,noun,dia\,διά,preposition,tou=,ὁ,article,peso/ntos,πίπτω,verb,ou)/pw,οὔπω,adverb,tele/ws,τέλειος,adjective,e)ghgerme/nou,ἐγείρω,verb,bia/sasqai,βιάω,verb,kai\,καί,conjunction,e)sdramei=n,εἰστρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga/r,γάρ,particle,ti,τις,pronoun,pedi/on,πεδίον,noun,e)nto\s,ἐντός,adverb,e)fai/neto,φαίνω,verb,eu)fue\s,εὐφυής,adverb,e)s,εἰς,preposition,ma/xhn,μάχη,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,tou\s,ὁ,article,e)no/plous,ἔνοπλος,adjective,e)/sthsan,ἵστημι,verb,oi(,ὁ,article,*karxhdo/nioi,kata\,κατά,preposition,metw/pou,μέτωπον,noun,tou\s,ὁ,article,d',δέ,particle,a)no/plous,ἄνοπλος,adjective,au)toi=s,e)pe/tacan,ἐπιτάσσω,verb,su\n,σύν,preposition,li/qois,λίθος,adjective,o)pi/sw,ὀπίσω,adverb,kai\,cu/lois,ξύλον,adjective,e(te/rous,ἕτερος,adjective,te,τε,particle,pollou\s,πολύς,adjective,diaqe/ntes,διατίθημι,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,perikeime/nwn,περίκειμαι,verb,oi)kiw=n,οἰκία,noun,a)ne/menon,ἀναμένω,verb,tou\s,ὁ,article,e)perxome/nous,ἐπέρχομαι,verb,e)sdramei=n,εἰστρέχω,verb,Καρχηδόνιος,proper,αὐτός,pronoun,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,e)/ti,ἔτι,adverb,ma=llon,μᾶλλον,adverb,h)reqi/zonto,ἐρεθίζω,verb,w(s,ὡς,conjunction,u(po\,ὑπό,preposition,gumnw=n,γυμνός,adjective,a)ndrw=n,ἀνήρ,noun,katafronou/menoi,καταφρονέω,verb,kai\,καί,conjunction,qrase/ws,θρασύς,adjective,e)peph/dwn,ἐπιπηδάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*skipi/wn,,,de/,δέ,particle,o(\s,ὅς,pronoun,met',μετά,preposition,o)li/gon,ὀλίγος,adjective,ei(=le,αἱρέω,verb,*karxhdo/na,Καρχηδών,proper,kai\,καί,conjunction,para\,παρά,preposition,tou=to,οὗτος,pronoun,*)afrikano\s,Ἀφρικανός,proper,e)peklh/qh,ἐπικαλέω,verb,xiliarxw=n,χιλιάρχης,noun,to/te,τότε,adverb,w)/knei,ὀκνέω,verb,kai\,tou\s,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,lo/xous,λόχος,noun,e)s,εἰς,preposition,polla\,πολύς,adjective,dielw/n,kai\,καί,conjunction,sth/sas,ἵστημι,verb,e)k,ἐκ,preposition,diasth/matos,διάστημα,noun,e)pi\,tou=,ὁ,article,teixi/ou,τειχίον,noun,katie/nai,κάτειμι,verb,me\n,μέν,particle,e)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,ou)k,οὐ,adverb,ei)/a,ἀίω,verb,tou\s,ὁ,article,de\,δέ,particle,e)selqo/ntas,εἰσέρχομαι,verb,e)cwqoume/nous,ἐξωθέω,verb,καί,conjunction,διαιρέω,verb,ἐπί,preposition,u(po\,ὑπό,preposition,tw=n,ὁ,article,*karxhdoni/wn,Καρχηδόνιος,proper,pa/ntoqen,πάντοθεν,adverb,au)toi=s,αὐτός,pronoun,e)pipeso/ntwn,ἐπιπίπτω,verb,u(pede/xeto,ὑποδέχομαι,verb,kai\,καί,conjunction,perie/swzen,περισώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to,οὗτος,pronoun,prw=ton,πρότερος,adjective,au)to\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,do/chs,δόξα,noun,e)poi/hsen,ποιέω,verb,eu)boulo/teron,εὔβουλος,adjective,tou=,ὁ,article,strathgou=,στρατηγός,noun,fane/nta,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuno\s,κύων,noun,d',δέ,particle,h)=n,εἰμί,verb,e)pitolh/,ἐπιτολή,noun,kai\,καί,conjunction,to\,ὁ,article,*khnswri/nou,,,strato/pedon,στρατόπεδον,noun,e)no/sei,νοσέω,verb,staqmeu=on,,,e)pi\,ἐπί,preposition,li/mnh|,λίμνη,noun,staqerou=,σταθερός,adjective,kai\,καί,conjunction,bare/os,βαρύς,adjective,u(/datos,kai\,καί,conjunction,u(po\,ὑπό,preposition,tei/xesi,τεῖχος,noun,megi/stois,μέγας,adverb,ou),οὐ,adverb,katapneo/menon,e)k,ἐκ,preposition,th=s,ὁ,article,qala/sshs,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὕδωρ,noun,καταπνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,o(,ὁ,article,*khnswri=nos,,,e)s,εἰς,preposition,th\n,ὁ,article,qa/lassan,θάλασσα,noun,a)po\,ἀπό,preposition,th=s,ὁ,article,li/mnhs,λίμνη,noun,metestratope/deusen,μεταστρατοπεδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi(,ὁ,article,*karxhdo/nioi,Καρχηδόνιος,proper,o(/te,ὅτε,conjunction,gi/gnoito,γίγνομαι,verb,pneu=ma,πνεῦμα,noun,e)s,εἰς,preposition,tou\s,ὁ,article,*(rwmai/ous,,,e)pi/foron,ἐπίφορος,adjective,ska/fas,σκάφη,noun,fruga/nwn,φρύγανον,noun,kai\,καί,conjunction,stuppi/ou,,,ei(=lkon,ἕλκω,verb,u(po\,toi=s,ὁ,article,tei/xesin,τεῖχος,noun,ou),οὐ,adverb,kaqorw/menoi,καθοράω,verb,toi=s,ὁ,article,polemi/ois,a)po\,ἀπό,preposition,ka/lwn,κάλως,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑπό,preposition,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,e)pika/mptontes,ἐπικάμπτω,verb,e)/mellon,μέλλω,verb,genh/sesqai,γίγνομαι,verb,katafanei=s,καταφαίνω,verb,qei=on,θεῖος,adjective,au)tai=s,αὐτός,pronoun,kai\,καί,conjunction,pi/ssan,πίσσα,noun,e)pixe/ontes,ἐπιχέω,verb,a)ne/teinon,ἀνατείνω,verb,ta\,ὁ,article,i(sti/a,ἑστία,noun,kai\,καί,conjunction,plh/santes,a)ne/mou,ἄνεμος,noun,pu=r,πῦρ,noun,e)ne/balon,ἐμβάλλω,verb,e)s,εἰς,preposition,ta\,ὁ,article,ska/fh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πίμπλημι,verb,σκάφη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,tw=|,ὁ,article,te,τε,particle,a)ne/mw|,ἄνεμος,noun,kai\,καί,conjunction,th=|,ὁ,article,r(oph=|,ῥοπή,noun,tou=,ὁ,article,puro\s,πῦρ,noun,e)s,εἰς,preposition,ta\s,ὁ,article,*(rwmai/wn,,,nau=s,ναῦς,noun,e)wqei=to,ὠθέω,verb,kai\,e)lumai/neto,λυμαίνομαι,verb,kai\,καί,conjunction,o)li/gou,ὀλίγος,adjective,to\n,ὁ,article,sto/lon,στόλος,noun,kate/flecen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,καταφλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,ou),οὐ,adverb,polu\,πολύς,adjective,*khnswri=nos,,,me\n,μέν,particle,e)s,εἰς,preposition,*(rw/mhn,,,w)/|xeto,οἴχομαι,verb,a)rxairesia/swn,ἀρχαιρεσιάζω,verb,oi(,ὁ,article,de\,δέ,particle,*karxhdo/nioi,Καρχηδόνιος,proper,tw=|,ὁ,article,*manili/w|,Μανίλιος,proper,qrasu/teron,e)pe/keinto,ἐπίκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,θρασύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
