word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS
au)ta\r,ἀτάρ,particle,e(ka/sth,ἕκαστος,adjective,i)/sh,ἴσος,adjective,metrhqei=sa,μετρέω,verb,du/w,δύο,adjective,perite/mnetai,περιτέμνω,verb,a)/stra,ἄστρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*zwi/+dion,ζῴδιον,noun,de/,δέ,particle,e(,ἕ,pronoun,ku/klon,κύκλος,noun,e)pi/klhsin,ἐπίκλησις,noun,kale/ousin,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,e)/ni,ἐν,preposition,*karki/nos,Καρκίνος,proper,e)sti/,εἰμί,verb,*le/wn,Λέων,proper,d',δέ,particle,e)pi\,ἐπί,preposition,tw=|,τίς,pronoun,kai\,καί,conjunction,u(p',ὑπό,preposition,au)to\n,αὐτός,pronoun,parqe/nos,παρθένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,d',δέ,particle,e)pi/,ἐπί,preposition,oi(,ὁ,article,*xhlai\,χηλή,noun,kai\,καί,conjunction,*skorpi/os,σκορπίος,noun,au)to/s,αὐτός,pronoun,*toceuth/s,τοξευτής,noun,te,τε,particle,kai\,καί,conjunction,*ai)go/kerws,αἰγόκερως,adjective,e)pi\,ἐπί,preposition,d',δέ,particle,*ai)gokerh=i+,,,*(udroxo/os,ὑδροχόος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/o,δύο,adjective,d',δέ,particle,au)to\n,αὐτός,pronoun,u(/p',ὑπό,preposition,*)ixqu/es,Ἰχθύς,proper,a)stero/wntai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,de\,δέ,particle,me/ta,μετά,preposition,*krio/s,Κριός,proper,*tau=ro/s,Ταῦρος,proper,d',δέ,particle,e)pi\,ἐπί,preposition,tw=|,ὁ,article,*di/dumoi/,Δίδυμος,proper,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,toi=s,ὁ,article,h)e/lios,ἥλιος,noun,fe/retai,φέρω,verb,duokai/deka,δυοκαίδεκα,verb,pa=sin,πᾶς,adjective,pa/nt',πᾶς,adjective,e)niauto\n,ἐνιαυτός,noun,a)/gwn,ἄγω,verb,kai/,καί,conjunction,oi(,ἕ,pronoun,peri\,περί,preposition,tou=ton,οὗτος,pronoun,i)o/nti,εἶμι,verb,ku/klon,κύκλος,noun,a)e/contai,ἀέξω,verb,pa=sai,πᾶς,adjective,e)pika/rpioi,ἐπικάρπιος,adjective,w(=rai,ὥρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,d',δέ,particle,o(/sson,ὅσος,adjective,koi/loio,κόιλος,adjective,kat',κατά,preposition,w)keanoi=o,Ὠκεανός,proper,du/htai,δύω,verb,to/sson,τόσος,adjective,u(pe\r,ὑπέρ,preposition,gai/hs,γαῖα,noun,fe/retai,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/sh|,πᾶς,adjective,d',δέ,particle,e)pi\,ἐπί,preposition,nukti\,νύξ,adjective,e(\c,ἕξ,adjective,ai)ei\,ἀεί,adverb,du/nousi,δύω,verb,duwdeka/des,δυωδεκάς,noun,ku/kloio,κύκλος,noun,to/ssai,τόσος,adjective,d',δέ,particle,a)nte/llousi,ἀνατέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/son,τόσος,adjective,d',δέ,particle,e)ti/,,,mh=kos,μῆκος,adjective,e(ka/sth,ἕκαστος,adjective,nu\c,νύξ,adjective,ai)ei\,ἀεί,adverb,teta/nustai,τανύω,verb,o(/son,ὅσος,adjective,te/,τε,particle,per,πέρ,particle,h(/misu,ἥμισυς,adjective,ku/klou,κύκλος,noun,a)rxome/nhs,ἄρχω,verb,a)po\,ἀπό,preposition,nukto\s,νύξ,adjective,a)ei/retai,ἀείρω,verb,u(yo/qi,ὑψόθι,adverb,gai/hs,γαῖα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,ken,ἄν,particle,a)po/blhton,ἀπόβλητος,adjective,dedokhme/nw|,δεδοκημένος,verb,h)/matos,ἦμαρ,noun,ei)/h,ἀίω,verb,moira/wn,μοῖρα,adjective,ske/ptesqai,σκέπτομαι,verb,o(/t',ὅτε,conjunction,a)nte/llh|sin,ἀνατέλλω,verb,e(ka/sth,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)ei\,ἀεί,adverb,ga\r,γάρ,particle,ta/wn,ὁ,article,ge,γε,particle,mih=|,εἷς,adjective,sunane/rxetai,σύνανέρχομαι,verb,au)to\s,αὐτός,pronoun,h)e/lios,ἥλιος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\s,ὁ,article,d',δέ,particle,a)/n,ἄν,particle,ke,ἄν,particle,periske/yaio,περισκέπτομαι,verb,ma/lista,μάλιστα,adverb,ei)s,εἰς,preposition,au)ta\s,αὐτός,pronoun,o(ro/wn,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,ei),εἰ,conjunction,nefe/essi,νέφος,noun,me/lainai,μέλας,adjective,gi/noint',γίγνομαι,verb,h)\,ἠέ,conjunction,o)/reos,ὄρος,adjective,kekrumme/nai,κρύπτω,verb,a)nte/lloien,ἀνατέλλω,verb,sh/mat',σῆμα,adjective,e)perxome/nh|sin,ἐπέρχομαι,verb,a)rhro/ta,ἀραρίσκω,verb,poih/sasqai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,d',δέ,particle,a)\n,ἄν,particle,ma/la,μάλα,adverb,toi,σύ,pronoun,kera/wn,κέρας,noun,e(ka/terqe,ἑκάτερθε,adverb,didoi/h,δίδωμι,verb,*)wkeano/s,Ὠκεανός,proper,ta/,τίς,pronoun,te,τε,particle,polla\,πολύς,adjective,peristre/fetai,περιστρέφω,verb,e(oi=,ἕ,pronoun,au)tw=|,αὐτός,pronoun,neio/qen,νειόθεν,adverb,o(pph=mos,ὁππῆμος,adverb,kei/nwn,ἐκεῖνος,pronoun,fore/h|sin,φορέω,verb,e(ka/sthn,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,oi(,ὁ,article,a)fauro/tatoi,ἀφαυρός,adjective,o(/te,ὅτε,conjunction,a)nte/llh|sin,ἀνατέλλω,verb,a)ste/res,ἀστήρ,noun,a)mfote/rwqen,ἀμφοτέρωθεν,adverb,e(lisso/menoi,ἑλίσσω,verb,peri/keintai,περίκειμαι,verb,toi\,σύ,pronoun,me\n,μέν,particle,du/nontes,δύω,verb,toi\,σύ,pronoun,d',δέ,particle,e)c,ἐκ,preposition,e(te/rhs,ἕτερος,adjective,a)nio/ntes,ἄνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su/nei,σύνειμι,verb,me\n,μέν,particle,*ste/fanos,Στέφανος,proper,du/nei,δύω,verb,de\,δέ,particle,kata\,κατά,preposition,r(a/xin,ῥάχις,noun,*)ixqu/s,Ἰχθύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/misu,ἥμισυς,adjective,me/n,μέν,particle,ken,ἄν,particle,i)/doio,εἶδον,verb,meth/oron,μετεράω,verb,h(/misu,ἥμισυς,adjective,d',δέ,particle,h)/dh,ἤδη,adverb,e)sxatiai\,ἐσχατιά,noun,ba/llousi,βάλλω,verb,katerxome/nou,κατέρχομαι,verb,*stefa/noio,Στέφανος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,o(/,ὅς,pronoun,g',γε,particle,e)co/piqen,ἐξόπιθεν,adverb,tetramme/nos,τρέπω,verb,a)/lla,ἄλλος,adjective,me\n,μέν,particle,ou)/pw,οὔπω,adverb,gaste/ri,γαστήρ,noun,neiai/rh|,νείαιρα,adjective,ta\,ὁ,article,d',δέ,particle,u(pe/rtera,ὑπέρ,preposition,nukti\,νύξ,adjective,forei=tai,φορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,ei)s,εἰς,preposition,w)/mous,ὦμος,noun,kata/gei,κατάγω,verb,mogero\n,μογερός,adjective,*)ofiou=xon,ὀφιοῦχος,noun,*karki/nos,Καρκίνος,proper,e)k,ἐκ,preposition,gona/twn,γόνυ,noun,kata/gei,κατάγω,verb,d',δέ,particle,*)/ofin,Ὄφις,proper,au)xe/nos,αὐχήν,noun,e)ggu/s,ἐγγύς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,a)/n,ἄν,particle,e)/t',ἔτι,adverb,*)arktofu/lac,,,ei)/h,ἀίω,verb,polu\s,πολύς,adjective,a)mfote/rwqen,ἀμφοτέρωθεν,adverb,mei/wn,μείων,adverb,h)ma/tios,ἠμάτιος,adjective,to\,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,ple/on,πλέος,adjective,e)/nnuxos,ἔννυχος,adverb,h)/dh,ἤδη,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/trasi,τέσσαρες,noun,ga\r,γάρ,particle,moi/rais,μοῖρα,adjective,a)/mudis,ἄμυδις,adverb,katio/nta,κάτειμι,verb,*bow/thn,Βοώτης,proper,*)wkeano\s,Ὠκεανός,proper,de/xetai,δέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)ph\n,ἐπήν,conjunction,fa/eos,φάος,adjective,kore/shtai,κορέννυμι,verb,boulutw=|,βουλυτός,noun,e)pe/xei,ἐπιχέω,verb,plei=on,πλέως,adjective,plei=on,πλέως,adjective,di/xa,δίχα,adverb,nukto\s,νύξ,adjective,i)ou/shs,εἶμι,verb,h)=mos,ἦμος,adverb,o(/t',ὅτε,conjunction,h)eli/oio,ἥλιος,noun,katerxome/noio,κατέρχομαι,verb,du/htai,δύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei=nai/,ἐκεῖνος,pronoun,oi(,ἕ,pronoun,kai\,καί,conjunction,nu/ktes,νύξ,adjective,e)p',ἐπί,preposition,o)ye\,ὀψέ,adverb,du/onti,δύω,verb,le/gontai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,oi(,ἕ,pronoun,me\n,μέν,particle,du/nousin,δύω,verb,o(,ὁ,article,d',δέ,particle,a)nti/os,ἀντίος,adjective,ou)de\n,οὐδείς,pronoun,a)eikh/s,ἀεικής,adjective,a)ll',ἀλλά,adverb,eu)=,εὖ,adverb,me\n,μέν,particle,zw/nh|,ζώνη,noun,eu)=,εὖ,adverb,d',δέ,particle,a)mfote/roisi,ἀμφότερος,adjective,faeino\s,φαεινός,adjective,w)/mois,ὦμος,noun,*)wri/wn,Ὠρίων,proper,ci/feo/s,ξίφος,noun,ge,γε,particle,me\n,μέν,particle,i)=fi,ἶφι,adverb,pepoiqw/s,πείθω,verb,pa/nta,πᾶς,adjective,fe/rwn,φέρω,verb,*potamo/n,ποταμός,noun,ke/raos,κέρας,noun,paratei/netai,παρατείνω,verb,a)/llou,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rxome/nw|,ἔρχομαι,verb,de\,δέ,particle,ta\,ὁ,article,me\n,μέν,particle,kata\,κατά,preposition,pa/nta,πᾶς,adjective,fe/rontai,φέρω,verb,karki/nw|,καρκίνος,noun,o(/ss',ὅσος,adjective,e)du/onto,δύω,verb,kai\,καί,conjunction,*ai)eto/s,ἀετός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,o(/,ὅς,pronoun,ge,γε,particle,*gnu\c,γνύξ,adverb,h(/menos,ἧμαι,verb,a)/lla,ἄλλος,adjective,me\n,μέν,particle,h)/dh,ἤδη,adverb,a)ta\r,ἀτάρ,particle,go/nu,γόνυ,noun,kai\,καί,conjunction,po/sa,πόσος,adjective,laio\n,λαιός,noun,ou)/pw,οὔπω,adverb,kumai/nontos,κυμαίνω,verb,u(postre/fei,ὑποστρέφω,verb,w)keanoi=o,Ὠκεανός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nte/llei,ἀνατέλλω,verb,d',δέ,particle,*(/udrhs,ὕδρα,noun,kefalh\,κεφαλή,noun,xaropo/s,χαροπός,adjective,te,τε,particle,*lagwo\s,λαγῶς,noun,kai\,καί,conjunction,*proku/wn,Προκύων,proper,pro/teroi/,πρότερος,adjective,te,τε,particle,po/des,πούς,noun,*kuno\s,Κυνός,proper,ai)qome/noio,αἴθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,me/n,μέν,particle,qhn,θήν,particle,o)li/gous,ὀλίγος,adjective,gai/hs,γαῖα,noun,u(po\,ὑπό,preposition,nei/ata,νέατος,adjective,ba/llei,βάλλω,verb,a)nte/llousa,ἀνατέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lu/rh,λύρα,adjective,to/te,τότε,adverb,*kullhnai/h,,,kai\,καί,conjunction,*delfi\s,Δελφικός,adjective,du/nousi,δύω,verb,kai\,καί,conjunction,eu)poi/htos,εὐποίητος,adjective,*)oi+sto/s,ὀιστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
