word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
ta\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,taxu\,ταχύς,adjective,metapi/ptein,μεταπίπτω,verb,ei)/qistai,ἐθίζω,verb,ta\,ὁ,article,de\,δέ,particle,diame/nein,διαμένω,verb,kai\,καί,conjunction,plei/w,πλέως,adjective,xro/non,χρόνος,noun,u(pa/rxein,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,ou(=tos,οὗτος,pronoun,ou)de\n,οὐδείς,pronoun,e)nqumou/menos,ἐνθυμέομαι,verb,e)le/gxei,ἐλέγχω,verb,ta)po/rrhta,ἀπόρρητος,adjective,th=s,ὁ,article,politei/as,πολιτεία,noun,w(/ste,ὥστε,conjunction,tau)/t',ταυτός,adjective,a)nagka/zesqai,ἀναγκάζω,verb,kai\,καί,conjunction,ku/ria,κύριος,adjective,kai\,καί,conjunction,pa/lin,πάλιν,adverb,a)/kura,ἄκυρον,noun,poiei=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,i)/sws,ἴσως,adverb,o(/ti,ὅστις,pronoun,pro\s,πρός,preposition,a(/pantas,ἅπας,adjective,a)ei\,ἀεί,adverb,proairei=tai,προαιρέω,verb,loidorei=sqai,λοιδορέω,verb,kai\,καί,conjunction,diaboa=sqai,διαβοάω,verb,kai\,καί,conjunction,me/mfesqai,μέμφομαι,verb,ta\,ὁ,article,lego/mena,λέγω,verb,dia\,διά,preposition,tau=ta,οὗτος,pronoun,peripoih=sai,περιποιέω,verb,nu=n,νῦν,adverb,au)to\n,αὐτός,pronoun,a(rmo/ttei,ἁρμόζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tau=ta/,οὗτος,pronoun,ge,γε,particle,nh\,νή,preposition,th\n,ὁ,article,*)aqhna=n,Ἀθήνη,proper,o)/neido/s,ὄνειδος,noun,e)stin,εἰμί,verb,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,th=|,ὁ,article,po/lei,πόλις,adjective,gigno/men',γίγνομαι,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,bh/matos,βῆμα,noun,kai\,καί,conjunction,dia\,διά,preposition,ta\s,ὁ,article,tou/twn,οὗτος,pronoun,a)ponoi/as,ἀπόνοια,noun,e)ponei/diston,ἐπονείδιστος,adjective,h)/dh,ἤδη,adverb,to\,ὁ,article,politeu/esqai,πολιτεύω,verb,para\,παρά,preposition,toi=s,ὁ,article,e)pieike/sin,ἐπιεικής,adjective,u(mw=n,σύ,pronoun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,ou)=n,οὖν,particle,tini,τις,pronoun,tou=q',οὗτος,pronoun,u(mw=n,σύ,pronoun,e)n,ἐν,preposition,h(donh=|,ἡδονά,noun,sumbe/bhken,συμβαίνω,verb,ou)k,οὐ,adverb,a)porh/sete,ἀπορέω,verb,tw=n,ὁ,article,toiau=ta,τοιοῦτος,adjective,poihso/ntwn,ποιέω,verb,e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,nu=n,νῦν,adverb,mesto\n,μεστός,adjective,to\,ὁ,article,bh=m',βῆμα,noun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)pitima=n,ἐπιτιμάω,verb,toi=s,ὁ,article,sumbebouleume/nois,συμβουλεύω,verb,xalepo/n,χαλεπός,adjective,a)lla\,ἀλλά,adverb,sumbouleu=sai,συμβουλεύω,verb,kai\,καί,conjunction,pei=sai/,πείθω,verb,ti,τις,pronoun,tw=n,ὁ,article,deo/ntwn,δέω,verb,u(ma=s,σύ,pronoun,yhfi/sasqai,ψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,ei),εἰ,conjunction,me\n,μέν,particle,mh\,μή,conjunction,kai\,καί,conjunction,pro/teron,πρότερος,adjective,toi=s,ὁ,article,au)toi=s,αὐτός,pronoun,tou/tois,οὗτος,pronoun,xrw/menos,χράομαι,verb,lo/gois,λόγος,noun,e)chpa/thsen,ἐξαπατάω,verb,u(ma=s,σύ,pronoun,o(/t',ὅτε,conjunction,h)gwni/sato,ἀγωνίζομαι,verb,th\n,ὁ,article,prote/ran,πρότερος,adjective,e)/ndeicin,ἔνδειξις,noun,h)=n,εἰμί,verb,me\n,μέν,particle,ou)d',οὐδέ,particle,ou(/tw,οὕτως,adverb,di/kaion,δίκαιος,adjective,para\,παρά,preposition,tou\s,ὁ,article,u(pa/rxontas,ὑπάρχω,verb,no/mous,νόμος,noun,ti,τις,pronoun,sugxwrei=n,συγχωρέω,verb,ou),οὐ,adverb,dei=,δέομαι,verb,ga\r,γάρ,particle,paranomei=n,παρανομέω,verb,do/ntas,δίδωμι,verb,tisi\,τις,pronoun,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,kata\,κατά,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,a)ciou=n,ἀξιόω,verb,pra/ttein),πράσσω,verb,ou),οὐ,adverb,mh\n,μήν,particle,a)ll',ἀλλά,adverb,i)/sws,ἴσως,adverb,g',γε,particle,eu)logw/teron,εὔλογος,adjective,h)=n,εἰμί,verb,to\,ὁ,article,pisteu=sai,πιστεύω,verb,kai\,καί,conjunction,kataxari/sasqai,καταχαρίζομαι,verb,kai\,καί,conjunction,proe/sqai,προίημι,verb,ti,τις,pronoun,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,to/t',τότε,adverb,a)fe/ntes,ἀφίημι,verb,e)pi\,ἐπί,preposition,tai=s,ὁ,article,o(mologoume/nais,ὁμολογέω,verb,e)lpi/sin,ἐλπίς,noun,mikro\n,μικρός,adjective,u(/steron,ὕστερος,adjective,to\n,ὁ,article,au)to\n,αὐτός,pronoun,tou=ton,οὗτος,pronoun,w(s,ὡς,conjunction,pra/ttonta,πράσσω,verb,kai\,καί,conjunction,le/gonta,λέγω,verb,mh\,μή,conjunction,ta\,ὁ,article,a)/rista,ἄριστος,adjective,tw=|,ὁ,article,dh/mw|,δῆμος,noun,pa/lin,πάλιν,adverb,e)kola/sate,κολάζω,verb,ti/s,τίς,pronoun,u(polei/petai,ὑπολείπω,verb,skh=yis,σκῆψις,noun,u(mi=n,σύ,pronoun,a(rmo/ttousa,ἁρμόζω,verb,a)\n,ἄν,particle,nu=n,νῦν,adverb,parakrousqh=te,παρακρούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,e)/rgw|,ἔργον,noun,pei=ran,πεῖρα,noun,ei)lh/fate,λαμβάνω,verb,ti/,τίς,pronoun,dei=,δέομαι,verb,toi=s,ὁ,article,lo/gois,λόγος,noun,pisteu/ein,πιστεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,de\,δέ,particle,mhde/pw,μηδέπω,adverb,th\n,ὁ,article,dokimasi/an,δοκιμασία,noun,e)/xet',ἔχω,verb,a)kribh=,ἀκριβής,adjective,par',παρά,preposition,u(mi=n,σύ,pronoun,au)toi=s,αὐτός,pronoun,e)k,ἐκ,preposition,tw=n,ὁ,article,legome/nwn,λέγω,verb,i)/sws,ἴσως,adverb,a)nagkai=o/n,ἀναγκαῖος,adjective,e)sti,εἰμί,verb,kri/nein,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qauma/zw,θαυμάζω,verb,d',δέ,particle,e)/gwge,ἐγώ,pronoun,tw=n,ὁ,article,ou(/tws,οὕτως,adverb,e)xo/ntwn,ἔχω,verb,w(/ste,ὥστε,conjunction,ta\,ὁ,article,me\n,μέν,particle,i)/dia,ἴδιος,adjective,toi=s,ὁ,article,e)k,ἐκ,preposition,tw=n,ὁ,article,parelhluqo/twn,παρέρχομαι,verb,xro/nwn,χρόνος,noun,ou)=sin,εἰμί,verb,e)pieike/si,ἐπιεικής,adjective,tou/tois,οὗτος,pronoun,parakatati/qesqai,παρακατατίθεμαι,verb,ta\,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,th=|,ὁ,article,politei/a|,πολιτεία,noun,koina\,κοινός,adjective,toi=s,ὁ,article,o(mologoume/nws,ὁμολογουμένως,adverb,e)celhlegme/nois,ἐξελέγχω,verb,ou)=si,εἰμί,verb,fau/lois,φαῦλος,adjective,e)pitre/pein,ἐπιτρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ku/na,κύων,noun,me\n,μέν,particle,e)pi\,ἐπί,preposition,poi/mnhn,ποίμνη,noun,a)gennh=,ἀγεννής,adverb,kai\,καί,conjunction,fau=lon,φαῦλος,adjective,ou)d',οὐδέ,particle,a)\n,ἄν,particle,ei(=s,εἷς,adjective,e)pisth/seie,ἐφίστημι,verb,fula/ttein,φυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,tou\s,ὁ,article,ta\,ὁ,article,koina\,κοινός,adjective,pra/ttontas,πράσσω,verb,tou\s,ὁ,article,tuxo/ntas,τυγχάνω,verb,a)nqrw/pous,ἄνθρωπος,noun,fasi\n,φημί,verb,e)/nioi,ἔνιοι,adjective,fu/lakas,φύλαξ,noun,dei=n,δέω,verb,e)pipe/mpein,ἐπέπειμι,verb,oi(\,ἕ,pronoun,prospoiou/menoi,προσποιέω,verb,mhnu/ein,μηνύω,verb,tou\s,ὁ,article,a(marta/nontas,ἁμαρτάνω,verb,au)toi\,αὐτός,pronoun,th=s,ὁ,article,megi/sths,μέγας,adverb,ei)si\,εἰμί,verb,fulakh=s,φυλακεύς,noun,deo/menoi,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ὅς,pronoun,e)a\n,ἐάν,conjunction,e)/xhte,ἔχω,verb,nou=n,νόος,adjective,e)nqumou/menoi,ἐνθυμέομαι,verb,tou\s,ὁ,article,me\n,μέν,particle,fa/skontas,φάσκω,verb,tou/tous,οὗτος,pronoun,tw=|,ὁ,article,lo/gw|,λόγος,noun,filei=n,φιλέω,verb,u(ma=s,σύ,pronoun,xai/rein,χαίρω,verb,e)a/sete,ἀίω,verb,au)toi\,αὐτός,pronoun,de\,δέ,particle,tou=t',οὗτος,pronoun,e)k,ἐκ,preposition,panto\s,πᾶς,adjective,tro/pou,τρόπος,noun,parafula/cete,παραφυλάσσω,verb,o(/pws,ὅπως,conjunction,mhdeni\,μηδείς,pronoun,dw=t',δίδωμι,verb,e)cousi/an,ἐξουσία,noun,a)ku/rous,ἄκυρος,adjective,tou\s,ὁ,article,no/mous,νόμος,noun,poiei=n,ποιέω,verb,a)/llws,ἄλλως,adverb,te,τε,particle,kai\,καί,conjunction,tw=n,ὁ,article,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,plh/qous,πλῆθος,noun,kai\,καί,conjunction,le/gein,λέγω,verb,kai\,καί,conjunction,gra/fein,γράφω,verb,du/nasqai,δύναμαι,verb,prospoioume/nwn,προσποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,pa/ndeino/n,πάνδεινος,adjective,e)stin,εἰμί,verb,tou\s,ὁ,article,me\n,μέν,particle,progo/nous,πρόγονος,adjective,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,mh\,μή,conjunction,kataluqh=nai,καταλύω,verb,tou\s,ὁ,article,no/mous,νόμος,noun,a)poqnh/|skein,ἀποθνήσκω,verb,tolma=n,τολμάω,verb,u(ma=s,σύ,pronoun,de\,δέ,particle,mhde\,μηδέ,particle,tou\s,ὁ,article,e)camarta/nontas,ἐξαμαρτάνω,verb,ei)s,εἰς,preposition,au)tou\s,αὐτός,pronoun,timwrei=sqai,τιμωρέω,verb,kai\,καί,conjunction,to\n,ὁ,article,me\n,μέν,particle,gra/yanta,γράφω,verb,tou\s,ὁ,article,no/mous,νόμος,noun,*so/lwna,Σόλων,proper,xalkou=n,χάλκεος,adjective,e)n,ἐν,preposition,a)gora=|,ἀγορά,noun,sth=sai,ἵστημι,verb,au)tw=n,αὐτός,pronoun,de\,δέ,particle,tw=n,ὁ,article,no/mwn,νόμος,noun,o)ligwrou=ntas,ὀλιγωρέω,verb,fai/nesqai,φαίνω,verb,di',διά,preposition,ou(\s,ὅς,pronoun,ka)kei=non,ἐκεῖνος,pronoun,u(perballo/ntws,ὑπερβαλλόντως,adverb,sumbe/bhke,συμβαίνω,verb,tima=sqai,τιμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,d',δέ,particle,ou)k,οὐ,adverb,a)\n,ἄν,particle,ei)/h,ἀίω,verb,to\,ὁ,article,sumbai=non,συμβαίνω,verb,a)/logon,ἄλογος,adjective,ei),εἰ,conjunction,nomoqetou=ntes,νομοθετέω,verb,me\n,μέν,particle,o)rgi/zesqe,ὀργίζω,verb,toi=s,ὁ,article,ponhroi=s,πονηρός,adjective,e)p',ἐπί,preposition,au)tofw/rw|,αὐτόφωρος,adjective,de/,δέ,particle,tinas,τις,pronoun,ei)lhfo/tes,λαμβάνω,verb,a)qw/|ous,ἀθῷος,adjective,e)a/sete,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\n,ὁ,article,me\n,μέν,particle,nomoqe/thn,νομοθέτης,noun,e(/n',ἕνος,adjective,o)/nta,εἰμί,verb,pa=sin,πᾶς,adjective,u(pe\r,ὑπέρ,preposition,u(mw=n,σύ,pronoun,a)pexqa/nesqai,ἀπεχθάνομαι,verb,toi=s,ὁ,article,fau/lois,φαῦλος,adjective,u(ma=s,σύ,pronoun,de\,δέ,particle,mhd',μηδέ,particle,u(pe\r,ὑπέρ,preposition,u(mw=n,σύ,pronoun,au)tw=n,αὐτός,pronoun,koinh=|,κοινῇ,adverb,sullege/ntas,συλλέγω,verb,e)pidei/casqai,ἐπιδείκνυμι,verb,misou=ntas,μισέω,verb,tou\s,ὁ,article,ponhrou/s,πονηρός,adjective,a)ll',ἀλλά,adverb,u(f',ὑπό,preposition,e(no\s,εἷς,adjective,a)ndro\s,ἀνήρ,noun,ponhri/as,πονηρία,noun,h(tthqh=nai,ἡσσάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,qa/naton,θάνατος,adjective,me\n,μέν,particle,w(rike/nai,ὁρίζω,verb,th\n,ὁ,article,zhmi/an,ζημία,noun,e)a/n,ἐάν,conjunction,tis,τις,pronoun,ou)k,οὐ,adverb,o)/nta,εἰμί,verb,no/mon,νόμος,noun,para/sxhtai,παρέχω,verb,tou\s,ὁ,article,de\,δέ,particle,tou\s,ὁ,article,o)/ntas,εἰμί,verb,ei)s,εἰς,preposition,th\n,ὁ,article,tw=n,ὁ,article,ou)k,οὐ,adverb,o)/ntwn,εἰμί,verb,no/mwn,νόμος,noun,ta/cin,τάξις,noun,a)/gontas,ἄγω,verb,tou/tous,οὗτος,pronoun,a)timwrh/tous,ἀτιμώρητος,adjective,periora=n,περιοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,d',δέ,particle,a)\n,ἄν,particle,a)kribe/stata,ἀκριβής,adjective,sunqewrh/saite,συνθεωρέω,verb,to\,ὁ,article,toi=s,ὁ,article,keime/nois,κεῖμαι,verb,no/mois,νόμος,noun,pei/qesqai,πείθω,verb,h(li/kon,ἡλίκος,adjective,a)gaqo/n,ἀγαθός,adjective,e)stin,εἰμί,verb,kai\,καί,conjunction,to\,ὁ,article,katafronei=n,καταφρονέω,verb,kai\,καί,conjunction,to\,ὁ,article,mh\,μή,conjunction,peiqarxei=n,πειθαρχέω,verb,au)toi=s,αὐτός,pronoun,h(li/kon,ἡλίκος,adjective,kako/n,κακός,adjective,ei),εἰ,conjunction,ta/,τίς,pronoun,t',σύ,pronoun,e)k,ἐκ,preposition,tw=n,ὁ,article,no/mwn,νόμος,noun,a)gaqa\,ἀγαθός,adjective,xwri\s,χωρίς,adverb,kai\,καί,conjunction,ta\,ὁ,article,dia\,διά,preposition,th=s,ὁ,article,paranomi/as,παρανομία,noun,sumbai/nonta,συμβαίνω,verb,pro\,πρό,preposition,o)fqalmw=n,ὀφθαλμός,noun,u(mi=n,σύ,pronoun,au)toi=s,αὐτός,pronoun,poihsa/menoi,ποιέω,verb,qewrh/saite,θεωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu(rh/sete,εὑρίσκω,verb,ga\r,γάρ,particle,th\n,ὁ,article,me\n,μέν,particle,ta\,ὁ,article,th=s,ὁ,article,mani/as,μανία,noun,kai\,καί,conjunction,a)krasi/as,ἀκρασία,noun,kai\,καί,conjunction,pleoneci/as,πλεονεξία,noun,tou\s,ὁ,article,de\,δέ,particle,ta\,ὁ,article,th=s,ὁ,article,fronh/sews,φρόνησις,noun,kai\,καί,conjunction,swfrosu/nhs,σωφροσύνη,noun,kai\,καί,conjunction,dikaiosu/nhs,δικαιοσύνη,noun,e)/rga,ἔργον,noun,diaprattome/nous,διαπράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh=lon,δῆλος,adjective,de/,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,ga\r,γάρ,particle,po/lewn,πόλις,adjective,tau/tas,οὗτος,pronoun,a)/rist',ἄριστος,adjective,oi)koume/nas,οἰκουμένη,noun,i)/doimen,εἶδον,verb,a)\n,ἄν,particle,e)n,ἐν,preposition,ai(=s,ὅς,pronoun,a)/ristoi,ἄριστος,adjective,nomoqe/tai,νομοθέτης,noun,gego/nasin,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,e)n,ἐν,preposition,toi=s,ὁ,article,sw/masin,σῶμα,adjective,a)rrwsth/mata,ἀρρώστημα,noun,toi=s,ὁ,article,tw=n,ὁ,article,i)atrw=n,ἰατρός,noun,eu(rh/masi,εὕρημα,noun,katapau/etai,καταπαύω,verb,ta\s,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,tai=s,ὁ,article,yuxai=s,ψυχή,noun,a)grio/thtas,ἀγριότης,noun,ai(,ὁ,article,tw=n,ὁ,article,nomoqetw=n,νομοθέτης,noun,e)cori/zousi,ἐξορίζω,verb,dia/noiai,διάνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/lws,ὅλος,adjective,d',δέ,particle,ou)de\n,οὐδείς,pronoun,ou)/te,οὔτε,adverb,semno\n,σεμνός,adjective,ou)/te,οὔτε,adverb,spoudai=on,σπουδαῖος,adjective,eu(rh/somen,εὑρίσκω,verb,o(\,ὅς,pronoun,mh\,μή,conjunction,no/mou,νόμος,noun,kekoinw/nhken,κοινωνέω,verb,e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,to\n,ὁ,article,o(/lon,ὅλος,adjective,ko/smon,κόσμος,noun,kai\,καί,conjunction,ta\,ὁ,article,qei=a,θεῖος,adjective,kai\,καί,conjunction,ta\s,ὁ,article,kaloume/nas,καλέω,verb,w(/ras,ὥρα,adjective,no/mos,νόμος,noun,kai\,καί,conjunction,ta/cis,τάξις,noun,ei),εἰ,conjunction,xrh\,χρή,verb,toi=s,ὁ,article,o(rwme/nois,ὁράω,verb,pisteu/ein,πιστεύω,verb,dioikei=n,διοικέω,verb,fai/netai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
