word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS
e(/cis,ἕξις,noun,u(gieinh\,ὑγιεινός,adjective,krei/sswn,κρείσσων,verb,e)n,ἐν,preposition,pa=sin,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/ga,μέγας,adverb,to\,ὁ,article,po/son,πόσος,adjective,eu)sto/xws,εὔστοχος,adjective,e)s,εἰς,preposition,du/namin,δύναμις,adjective,sunarmosqe/n,συναρμόζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ga/la,γάλα,noun,kai\,καί,conjunction,ai(=ma,αἷμα,noun,trofh=s,τροφεύς,noun,pleonasmo/s,πλεονασμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri/odoi,περίοδος,noun,e)s,εἰς,preposition,polla\,πολύς,adjective,su/mfwnoi,σύμφωνος,adjective,e)s,εἰς,preposition,e)/mbruon,ἔμβρυον,noun,e)s,εἰς,preposition,th\n,ὁ,article,tou/tou,οὗτος,pronoun,trofh/n,τροφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)=tis,αὖθις,adverb,d',δέ,particle,a)/nw,ἄνω,adverb,r(e/pei,ῥέπω,verb,e)s,εἰς,preposition,ga/la,γάλα,noun,kai\,καί,conjunction,e)s,εἰς,preposition,trofh\n,τροφή,noun,bre/feos,βρέφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwou=tai,ζωόω,verb,ta\,ὁ,article,mh\,μή,conjunction,zw=|a,ζώιον,noun,zwou=tai,ζωόω,verb,ta\,ὁ,article,zw=|a,ζώιον,noun,zwou=tai,ζωόω,verb,ta\,ὁ,article,me/rea,μέρος,noun,tw=n,ὁ,article,zw/|wn,ζώιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fu/sies,φύσις,noun,pa/ntwn,πᾶς,adjective,a)di/daktoi,ἀδίδακτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(=ma,αἷμα,noun,a)llo/trion,ἀλλότριος,adjective,w)fe/limon,ὠφέλιμος,adjective,ai(=ma,αἷμα,noun,i)/dion,ἴδιος,adjective,w)fe/limon,ὠφέλιμος,adjective,ai(=ma,αἷμα,noun,a)llo/trion,ἀλλότριος,adjective,blabero/n,βλαβερός,adjective,ai(=ma,αἷμα,noun,i)/dion,ἴδιος,adjective,blabero/n,βλαβερός,adjective,xumoi\,χυμός,noun,i)/dioi,ἴδιος,adjective,blaberoi/,βλαβερός,adjective,xumoi\,χυμός,noun,a)llo/trioi,ἀλλότριος,adjective,blaberoi/,βλαβερός,adjective,xumoi\,χυμός,noun,a)llo/trioi,ἀλλότριος,adjective,sumfe/rontes,συμφέρω,verb,xumoi\,χυμός,noun,i)/dioi,ἴδιος,adjective,sumfe/rontes,συμφέρω,verb,to\,ὁ,article,su/mfwnon,σύμφωνος,adjective,dia/fwnon,διάφωνος,adjective,to\,ὁ,article,dia/fwnon,διάφωνος,adjective,su/mfwnon,σύμφωνος,adjective,ga/la,γάλα,noun,a)llo/trion,ἀλλότριος,adjective,a)stei=on,ἀστεῖος,adjective,ga/la,γάλα,noun,i)/dion,ἴδιος,adjective,flau=ron,φλαῦρος,adjective,ga/la,γάλα,noun,a)llo/trion,ἀλλότριος,adjective,blabero/n,βλαβερός,adjective,ga/la,γάλα,noun,i)/dion,ἴδιος,adjective,w)fe/limon,ὠφέλιμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siti/on,σιτίον,noun,ne/ois,νέος,adjective,a)krosape/s,ἀκροσαπής,adjective,ge/rousin,γέρων,noun,e)s,εἰς,preposition,te/los,τέλος,noun,metabeblhme/non,μεταβάλλω,verb,a)kma/zousin,ἀκμάζω,verb,a)meta/blhton,ἀμετάβλητος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,tu/pwsin,τύπωσις,noun,le',λαός,noun,h)e/lioi,ἥλιος,noun,e)s,εἰς,preposition,ki/nhsin,κίνησις,adjective,o',,,e)s,εἰς,preposition,teleio/thta,τελειότης,noun,si',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lloi,ἄλλος,adjective,e)s,εἰς,preposition,i)de/hn,ἰδέα,noun,me',ἐγώ,pronoun,e)s,εἰς,preposition,ki/nhsin,κίνησις,adjective,s',σύ,pronoun,e)s,εἰς,preposition,e)/codon,ἔξοδος,noun,so',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/lloi,ἄλλος,adjective,n',,,e)s,εἰς,preposition,i)de/hn,ἰδέα,noun,e)s,εἰς,preposition,prw=ton,πρότερος,adjective,a(/lma,ἅλμα,noun,r',,,e)s,εἰς,preposition,teleio/thta,τελειότης,noun,t',τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,dia/krisin,διάκρισις,noun,m',ἐγώ,pronoun,e)s,εἰς,preposition,meta/basin,μετάβασις,noun,r',,,e)s,εἰς,preposition,e)/kptwsin,ἔκπτωσις,noun,sm',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)/sti,εἰμί,verb,kai\,καί,conjunction,e)/sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/netai,γίγνομαι,verb,de\,δέ,particle,e)n,ἐν,preposition,tou/tois,οὗτος,pronoun,kai\,καί,conjunction,plei/w,πλέως,adjective,kai\,καί,conjunction,e)la/ssw,ἐλάσσων,adjective,kai\,καί,conjunction,kaq',κατά,preposition,o(/lon,ὅλος,adjective,kai\,καί,conjunction,kata\,κατά,preposition,me/ros,μέρος,noun,ou),οὐ,adverb,pollo\n,πολύς,adjective,de\,δέ,particle,kai\,καί,conjunction,plei/w,πλέως,adjective,plei/w,πλέως,adjective,kai\,καί,conjunction,e)la/ssw,ἐλάσσων,adjective,e)la/ssw,ἐλάσσων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)ste/wn,ὀστέον,noun,trofh\,τροφή,noun,e)k,ἐκ,preposition,kath/cios,,,r(ini\,ῥίς,noun,di\s,δίς,adverb,pe/nte,πέντε,adverb,gna/qw|,γνάθος,adjective,kai\,καί,conjunction,klhi=di,κλείς,noun,kai\,καί,conjunction,pleurh=|si,πλευρά,noun,dipla/siai,διπλάσιος,adjective,ph/xei,πῆχυς,noun,tripla/siai,τριπλάσιος,adjective,knh/mh|,κνήμη,adjective,kai\,καί,conjunction,braxi/oni,βραχίων,adjective,tetrapla/siai,τετραπλάσιος,adjective,mhrw=|,μηρός,noun,pentapla/siai,πενταπλάσιος,adjective,kai\,καί,conjunction,ei)/,εἰ,conjunction,ti,τις,pronoun,e)n,ἐν,preposition,tou/tois,οὗτος,pronoun,du/natai,δύναμαι,verb,ple/on,πλέος,adjective,h)\,ἠέ,conjunction,e)/lasson,ἐλάσσων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(=ma,αἷμα,noun,u(gro\n,ὑγρός,adjective,kai\,καί,conjunction,ai(=ma,αἷμα,noun,stereo/n,στερεός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(=ma,αἷμα,noun,u(gro\n,ὑγρός,adjective,a)stei=on,ἀστεῖος,adjective,ai(=ma,αἷμα,noun,u(gro\n,ὑγρός,adjective,flau=ron,φλαῦρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(=ma,αἷμα,noun,stereo\n,στερεός,adjective,a)stei=on,ἀστεῖος,adjective,ai(=ma,αἷμα,noun,stereo\n,στερεός,adjective,flauro/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro/s,πρός,preposition,ti,τις,pronoun,pa/nta,πᾶς,adjective,flau=ra,φλαῦρος,adjective,kai\,καί,conjunction,pa/nta,πᾶς,adjective,a)stei=a,ἀστεῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(do\s,ὁδός,adjective,a)/nw,ἄνω,adverb,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/namis,δύναμις,adjective,trofh=s,τροφεύς,noun,kre/sswn,κρείσσων,verb,h)\,ἠέ,conjunction,o)/gkos,ὄγκος,noun,o)/gkos,ὄγκος,noun,trofh=s,τροφεύς,noun,kre/sswn,κρείσσων,verb,h)\,ἠέ,conjunction,du/namis,δύναμις,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,u(groi=s,ὑγρός,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,chroi=s,ξηρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fairei=,ἀφαιρέω,verb,kai\,καί,conjunction,prosti/qhsin,προστίθημι,verb,ou),οὐ,adverb,twu)to/,αὐτός,pronoun,tw=|,ὁ,article,me\n,μέν,particle,a)fairei=,ἀφαιρέω,verb,tw=|,ὁ,article,de\,δέ,particle,prosti/qhsi,προστίθημι,verb,twu)to/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flebw=n,φλέψ,noun,diasfu/cies,διάσφυξις,noun,kai\,καί,conjunction,a)napnoh\,ἀναπνοή,noun,pleu/monos,πλεύμων,adjective,kaq',κατά,preposition,h(liki/hn,ἡλικία,noun,kai\,καί,conjunction,su/mfwna,σύμφωνος,adjective,kai\,καί,conjunction,dia/fwna,διάφωνος,adjective,kai\,καί,conjunction,nou/sou,νόσος,noun,kai\,καί,conjunction,u(giei/hs,ὑγίεια,noun,shmei=a,σημεῖον,noun,kai\,καί,conjunction,u(giei/hs,ὑγίεια,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,nou/sou,νόσος,noun,kai\,καί,conjunction,nou/sou,νόσος,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,u(giei/hs,ὑγίεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trofh\,τροφή,noun,ga\r,γάρ,particle,kai\,καί,conjunction,pneu=ma,πνεῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(grh\,ὑγρός,adjective,trofh\,τροφή,noun,eu)meta/blhtos,εὐμετάβλητος,adjective,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,chrh/,ξηρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chrh\,ξηρός,adjective,trofh\,τροφή,noun,eu)meta/blhtos,εὐμετάβλητος,adjective,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,u(grh/,ὑγρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,dusalloi/wtos,δυσαλλοίωτος,adjective,dusecana/lwtos,δυσεξανάλωτος,adjective,h(,ὁ,article,eu)pro/sqetos,εὐπρόσθετος,adjective,eu)ecana/lwtos,εὐεξανάλωτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(ko/soi,ὁπόσος,adjective,taxei/hs,ταχύς,adjective,prosqe/sios,πρόσθεσις,noun,de/ontai,δέομαι,verb,u(gro\n,ὑγρός,adjective,i)/hma,ἴαμα,noun,e)s,εἰς,preposition,a)na/lhyin,ἀνάληψις,noun,duna/mios,δύναμις,adjective,kra/tiston,κράτιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/soi,ὁπόσος,adjective,de\,δέ,particle,e)/ti,ἔτι,adverb,taxute/rhs,ταχύς,adjective,di',διά,preposition,o)sfrh/sios,ὄσφρησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/soi,ὁπόσος,adjective,de\,δέ,particle,bradute/rhs,βραδύς,adjective,prosqe/sios,πρόσθεσις,noun,de/ontai,δέομαι,verb,stereh\,στερεός,adjective,trofh/,τροφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mu=es,,,sterew/teroi,στερεός,adjective,duse/kthktoi,δυσέκτηκτος,adjective,ma=llon,μᾶλλον,adverb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,pare\c,παρέξ,preposition,o)ste/ou,ὀστέον,noun,kai\,καί,conjunction,neu/rou,νευρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dusmeta/blhta,δυσμετάβλητος,adjective,ta\,ὁ,article,gegumnasme/na,γυμνάζω,verb,kata\,κατά,preposition,ge/nos,γένος,noun,au)ta\,αὐτός,pronoun,e(wutw=n,ἑαυτοῦ,pronoun,i)sxuro/tera,ἰσχυρός,adjective,e)o/nta,εἰμί,verb,dia\,διά,preposition,tou=to,οὗτος,pronoun,au)ta\,αὐτός,pronoun,e(wutw=n,ἑαυτοῦ,pronoun,dusthkto/tera,δύστηκτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pu/on,πύον,adjective,to\,ὁ,article,e)k,ἐκ,preposition,sarko/s,σάρξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puw=des,πυώδης,adjective,to\,ὁ,article,e)c,ἐκ,preposition,ai(/matos,αἷμα,noun,kai\,καί,conjunction,e)c,ἐκ,preposition,a)/llhs,ἄλλος,adjective,u(grasi/hs,ὑγρασία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pu/on,πύον,adjective,trofh\,τροφή,noun,e(/lkeos,ἕλκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puw=des,πυώδης,adjective,trofh\,τροφή,noun,flebo/s,φλέψ,noun,a)rthri/hs,ἀρτηρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muelo\s,μυελός,noun,trofh\,τροφή,noun,o)ste/ou,ὀστέον,noun,dia\,διά,preposition,tou=to,οὗτος,pronoun,e)pi,,,pwrou=tai,πωρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/namis,δύναμις,adjective,pa/nta,πᾶς,adjective,au)/cei,αὐξάνω,verb,kai\,καί,conjunction,tre/fei,τρέφω,verb,kai\,καί,conjunction,blasta/nei,βλαστάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ugrasi/h,ὑγρασία,noun,trofh=s,τροφεύς,noun,o)/xhma,ὄχημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
