word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS
*kaqa/per,καθά,adverb,*cenofw=n,Ξενοφῶν,proper,e)pi\,ἐπί,preposition,tou=,ὁ,article,*thlebo/a,Τηλεβόης,proper,potamou=,ποταμός,noun,mikrou=,μικρός,adjective,o)/ntos,εἰμί,verb,kai\,καί,conjunction,kalou=,καλέω,verb,fhsin,φημί,verb,'ou(=tos,οὗτος,pronoun,de\,δέ,particle,potamo\s,ποταμός,noun,h)=n,εἰμί,verb,me/gas,μέγας,adverb,me\n,μέν,particle,ou)/,οὐ,adverb,kalo\s,καλός,noun,de/',δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,ga\r,γάρ,particle,braxu/thti,βραχύτης,adjective,th=s,ὁ,article,sunqe/sews,σύνθεσις,noun,kai\,καί,conjunction,th=|,ὁ,article,a)polh/cei,ἀπόληξις,noun,th=|,ὁ,article,ei)s,εἰς,preposition,to\,ὁ,article,'de)\,,,mo/non,μόνος,adjective,ou)k,οὐ,adverb,e)pe/deicen,ἐπιδείκνυμι,verb,h(mi=n,ἐγώ,pronoun,mikro\n,μικρός,adjective,potamo/n,ποταμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/teros,ἕτερος,adjective,de/,δέ,particle,tis,τις,pronoun,e(rmhneu/wn,ἑρμηνεύω,verb,o(/moion,ὅμοιος,adjective,tw=|,ὁ,article,*thlebo/a|,Τηλεβόης,proper,potamw=|,ποταμός,noun,e)/fh,φημί,verb,w(s,ὡς,conjunction,'a)po\,ἀπό,preposition,tw=n,ὁ,article,*laurikw=n,,,o)re/wn,ὄρος,adjective,o(rmw/menos,ὁρμάω,verb,e)kdidoi=,ἐκδίδωμι,verb,e)s,εἰς,preposition,qa/lassan',θάλασσα,noun,kaqa/per,καθά,adverb,to\n,ὁ,article,*nei=lon,Νεῖλος,proper,e(rmhneu/wn,ἑρμηνεύω,verb,katakrhmnizo/menon,κατακρημνίζω,verb,h)\,ἠέ,conjunction,to\n,ὁ,article,*)/istron,Ἴστρος,proper,e)kba/llonta,ἐκβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,ou)=n,οὖν,particle,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,yuxro/ths,ψυχρότης,noun,kalei=tai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*gi/netai,γίγνομαι,verb,me/ntoi,μέντοι,particle,ta\,ὁ,article,mikra\,μικρός,adjective,mega/la,μέγας,adverb,e(/teron,ἕτερος,adjective,tro/pon,τρόπος,noun,ou),οὐ,adverb,dia\,διά,preposition,tou=,ὁ,article,a)prepou=s,ἀπρεπής,adjective,a)ll',ἀλλά,adverb,e)ni/ote,ἐνίοτε,adverb,u(p',ὑπό,preposition,a)na/gkhs,ἀνάγκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=on,οἷος,adjective,o(/tan,ὅταν,conjunction,mikra\,μικρός,adjective,katorqw/santa/,κατορθόω,verb,tina,τις,pronoun,strathgo\n,στρατηγός,noun,e)cai/rein,ἐξαίρω,verb,boulw/meqa,βούλομαι,verb,w(s,ὡς,conjunction,mega/la,μέγας,adverb,katwrqwko/ta,κατορθόω,verb,h)\,ἠέ,conjunction,oi(=on,οἷος,adjective,o(/ti,ὅστις,pronoun,e)/foros,ἔφορος,noun,e)n,ἐν,preposition,*lakedai/moni,Λακεδαίμων,proper,to\n,ὁ,article,perie/rgws,περίεργος,adjective,kai\,καί,conjunction,ou)k,οὐ,adverb,e)pixwri/ws,ἐπιχώριος,adjective,sfairi/santa,σφαιρίζω,verb,e)masti/gwsen,μαστιγόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw|,οὗτος,pronoun,ga\r,γάρ,particle,au)to/qen,αὐτόθεν,adverb,mikrw=|,μικρός,adjective,a)kousqh=nai,ἀκούω,verb,o)/nti,εἰμί,verb,e)pitragw|dou=men,ἐπιτραγῳδέω,verb,w(s,ὡς,conjunction,oi(,ἕ,pronoun,ta\,ὁ,article,mikra\,μικρός,adjective,ponhra\,πονηρός,adjective,e)/qh,ἔθος,noun,e)w=ntes,ἀίω,verb,o(do\n,ὁδός,adjective,toi=s,ὁ,article,mei/zosi,μέγας,adverb,ponhroi=s,πονηρός,adjective,a)noignu/ousin,ἀνοίγνυμι,verb,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,e)pi\,ἐπί,preposition,toi=s,ὁ,article,mikroi=s,μικρός,adjective,paranomh/masin,παρανόμημα,noun,xrh\,χρή,verb,kola/zein,κολάζω,verb,ma=llon,μᾶλλον,adverb,ou)k,οὐ,adverb,e)pi\,ἐπί,preposition,toi=s,ὁ,article,mega/lois,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th\n,ὁ,article,paroimi/an,παροιμία,noun,e)poi/somen,ἐπιφέρω,verb,'a)rxh\,ἀρχή,noun,de/,δέ,particle,toi,τοι,particle,h(/misu,ἥμισυς,adjective,panto/s',πᾶς,adjective,w(s,ὡς,conjunction,e)oikui=an,ἔοικα,verb,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,smikrw=|,μικρός,adjective,kakw=|,κακός,adjective,h)\,ἠέ,conjunction,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,ou)de\n,οὐδείς,pronoun,kako\n,κακός,adjective,mikro/n,μικρός,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ou(/tws,οὕτως,adverb,me\n,μέν,particle,dh\,δή,particle,e)ce/stw,ἔξεστι,verb,kai\,καί,conjunction,to\,ὁ,article,mikro\n,μικρός,adjective,kato/rqwma,κατόρθωμα,noun,e)cai/rein,ἐξαίρω,verb,me/ga,μέγας,adverb,ou),οὐ,adverb,mh\n,μήν,particle,w(/ste,ὥστε,conjunction,a)prepe/s,ἀπρεπής,adjective,ti,τις,pronoun,poiei=n,ποιέω,verb,a)ll',ἀλλά,adverb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,to\,ὁ,article,me/ga,μέγας,adverb,katasmikru/netai,κατασμικρύνω,verb,xrhsi/mws,χρήσιμος,adjective,polla/kis,πολλάκις,adverb,ou(/tws,οὕτως,adverb,a)\n,ἄν,particle,kai\,καί,conjunction,to\,ὁ,article,mikro\n,μικρός,adjective,e)cai/roito,ἐξαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ma/lista,μάλιστα,adverb,de\,δέ,particle,h(,ὁ,article,u(perbolh\,ὑπερβολή,noun,yuxro/taton,ψυχρός,adjective,pa/ntwn,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tritth\,τρισσός,adjective,de/,δέ,particle,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ga\r,γάρ,particle,kaq',κατά,preposition,o(moio/thta,ὁμοιότης,noun,e)kfe/retai,ἐκφέρω,verb,w(s,ὡς,conjunction,to\,ὁ,article,'qe/ein,θέω,verb,d',δέ,particle,a)ne/moisin,ἄνεμος,noun,o(moi=oi',ὅμοιος,adjective,h)\,ἠέ,conjunction,kaq',κατά,preposition,u(peroxh/n,ὑπεροχή,noun,w(s,ὡς,conjunction,to\,ὁ,article,'leuko/teroi,λευκός,adjective,xio/nos',χιών,adjective,h)\,ἠέ,conjunction,kata\,κατά,preposition,to\,ὁ,article,a)du/naton,ἀδύνατος,adjective,w(s,ὡς,conjunction,to\,ὁ,article,'ou)ranw=|,οὐρανός,noun,e)sth/rice,στηρίζω,verb,ka/rh',κάρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pa=sa,πᾶς,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,u(perbolh\,ὑπερβολή,noun,a)du/nato/s,ἀδύνατος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,xio/nos,χιών,adjective,leuko/teron,λευκός,adjective,ge/noito,γίγνομαι,verb,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,a)ne/mw|,ἄνεμος,noun,qe/ein,θέω,verb,o(/moion,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(/th,οὗτος,pronoun,me/ntoi,μέντοι,particle,h(,ὁ,article,u(perbolh/,ὑπερβολή,noun,h(,ὁ,article,ei)rhme/nh,ἐρῶ,verb,e)caire/tws,ἐξαιρετός,adjective,o)noma/zetai,ὀνομάζω,verb,a)du/natos,ἀδύνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,dh\,δή,particle,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,yuxra\,ψυχρός,adjective,dokei=,δοκέω,verb,pa=sa,πᾶς,adjective,u(perbolh/,ὑπερβολή,noun,dio/ti,διότι,conjunction,a)duna/tw|,ἀδύνατος,adjective,e)/oiken,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dia\,Ζεύς,proper,tou=to,οὗτος,pronoun,de\,δέ,particle,ma/lista,μάλιστα,adverb,kai\,καί,conjunction,oi(,ὁ,article,kwmw|dopoioi\,κωμῳδοποιός,noun,xrw=ntai,χράομαι,verb,au)th=|,αὐτός,pronoun,o(/ti,ὅστις,pronoun,e)k,ἐκ,preposition,tou=,ὁ,article,a)duna/tou,ἀδύνατος,adjective,e)fe/lkontai,ἐφέλκω,verb,to\,ὁ,article,geloi=on,γέλοιος,adjective,w(/sper,ὥσπερ,adverb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,*persw=n,Πέρσης,proper,th=s,ὁ,article,a)plhsti/as,ἀπληστία,noun,u(perballo/meno/s,ὑπερβάλλω,verb,tis,τις,pronoun,e)/fh,φημί,verb,o(/ti,ὅστις,pronoun,'pedi/a,πεδίον,noun,e)ce/xezon,ἐκχράω,verb,o(/la',ὅλος,adjective,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,'bou=s,βοῦς,noun,e)n,ἐν,preposition,tai=s,ὁ,article,gna/qois,γνάθος,adjective,e)/feron',φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tou=,τίς,pronoun,de\,δέ,particle,au)tou=,αὐτός,pronoun,ei)/dous,εἶδος,noun,e)sti\,εἰμί,verb,kai\,καί,conjunction,to\,ὁ,article,'falakro/teros,φαλακρός,adjective,eu)di/as',εὐδιάω,verb,kai\,καί,conjunction,to\,ὁ,article,'koloku/nths,κολοκύνθη,noun,u(gie/steros',ὑγιής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,'xrusw=,χρυσόω,verb,xrusote/ra),χρυσότερος,adjective,to\,ὁ,article,*sapfiko\n,Σαπφικός,adjective,e)n,ἐν,preposition,u(perbolh=|,ὑπερβολή,noun,le/getai,λέγω,verb,kai\,καί,conjunction,au)to\,αὐτός,pronoun,kai\,καί,conjunction,a)duna/tws,ἀδύνατος,adjective,plh\n,πλήν,preposition,au)tw=|,αὐτός,pronoun,ge,γε,particle,tw=|,ὁ,article,a)duna/tw|,ἀδύνατος,adjective,xa/rin,χάρις,noun,e)/xei,ἔχω,verb,ou),οὐ,adverb,yuxro/thta,ψυχρότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,dh\,δή,particle,kai\,καί,conjunction,ma/lista,μάλιστα,adverb,qauma/seien,θαυμάζω,verb,a)/n,ἄν,particle,tis,τις,pronoun,*sapfou=s,Σαπφώ,proper,th=s,ὁ,article,qei/as,θεία,noun,o(/ti,ὅστις,pronoun,fu/sei,φύσις,noun,kindunw/dei,κινδυνώδης,adverb,pra/gmati,πρᾶγμα,noun,kai\,καί,conjunction,duskatorqw/tw|,δυσκατόρθωτος,adjective,e)xrh/sato,χράω,verb,e)pixari/tws,ἐπίχαρις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,peri\,περί,preposition,me\n,μέν,particle,yuxro/thtos,ψυχρότης,noun,kai\,καί,conjunction,u(perbolh=s,ὑπερβολή,noun,tosau=ta,τοσοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,peri\,περί,preposition,tou=,ὁ,article,glafurou=,γλαφυρός,adjective,xarakth=ros,χαρακτήρ,noun,le/comen,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,glafuro\s,γλαφυρός,adjective,lo/gos,λόγος,noun,xarientismo\s,χαριεντισμός,noun,kai\,καί,conjunction,i(laro\s,ἱλαρός,adjective,lo/gos,λόγος,noun,e)sti/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,xari/twn,χάρις,noun,ai(,ὁ,article,me/n,μέν,particle,ei)si,εἰμί,verb,mei/zones,μέγας,adverb,kai\,καί,conjunction,semno/terai,σεμνός,adjective,ai(,ὁ,article,tw=n,ὁ,article,poihtw=n,ποιητής,noun,ai(,ὁ,article,de\,δέ,particle,eu)telei=s,εὐτελής,adverb,ma=llon,μᾶλλον,adverb,kai\,καί,conjunction,kwmikw/terai,κωμικός,adjective,skw/mmasin,σκῶμμα,noun,e)oikui=ai,ἔοικα,verb,oi(=on,οἷος,adjective,ai(,ὁ,article,*)aristote/lous,Ἀριστοτέλης,proper,xa/rites,χάρις,noun,kai\,καί,conjunction,*sw/fronos,Σώφρων,proper,kai\,καί,conjunction,*lusi/ou,Λυσίας,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,'h(=s,εἷς,adjective,r(a=|on,ῥάιος,adjective,a)/n,ἄν,particle,tis,τις,pronoun,a)riqmh/seien,ἀριθμέω,verb,tou\s,ὁ,article,o)do/ntas,ὀδούς,noun,h)\,ἠέ,conjunction,tou\s,ὁ,article,daktu/lous',δάκτυλος,noun,to\,ὁ,article,e)pi\,ἐπί,preposition,th=s,ὁ,article,presbu/tidos,πρεσβῦτις,adjective,kai\,καί,conjunction,to\,ὁ,article,'o(/sas,ὅσος,adjective,a)/cios,ἄξιος,adjective,h)=n,εἰμί,verb,labei=n,λαμβάνω,verb,plhga/s,πληγάς,noun,tosau/tas,τοσοῦτος,adjective,ei)/lhfen,λαμβάνω,verb,draxma/s',δραχμή,noun,oi(,ὁ,article,toiou=toi,τοιοῦτος,adjective,a)stei+smoi\,ἀστεισμός,noun,ou)de\n,οὐδείς,pronoun,diafe/rousin,διαφέρω,verb,skwmma/twn,σκῶμμα,noun,ou)de\,οὐδέ,particle,po/rrw,πρόσω,adverb,gelwtopoii/+as,γελωτοποιία,noun,ei)si/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to\,ὁ,article,de\,δέ,particle,th=|,ὁ,article,de/,δέ,particle,q',τε,particle,a(/ma,ἅμα,adverb,*nu/mfai,Νύμφης,proper,pai/zousi,παίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/ghqe,γηθέω,verb,de/,δέ,particle,te,τε,particle,fre/na,φρήν,noun,*lhtw/,Λητώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,r(ei=a,ῥεῖα,adverb,d',δέ,particle,a)rignw/th,ἀρίγνωτος,adjective,pe/letai,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalai\,κάλαις,noun,de/,δέ,particle,te,τε,particle,pa=sai,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(=tai/,οὗτος,pronoun,ei)sin,εἰμί,verb,ai(,ὁ,article,lego/menai,λέγω,verb,semnai\,σεμνός,adjective,xa/rites,χάρις,noun,kai\,καί,conjunction,mega/lai,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
