word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/40/lemma/@_entry,word/40/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS
kei/nh,ἐκεῖνος,pronoun,d',δέ,particle,o(moi/ws,w(/sper,ὥσπερ,adverb,ou)k,οὐ,adverb,i)dou=sa,εἶδον,verb,fw=s,φάος,adjective,te/qnhke,θνήσκω,verb,kou)de\n,οὐδείς,pronoun,oi)=de,οἶδα,verb,tw=n,ὁ,article,au(th=s,ἑαυτοῦ,pronoun,kakw=n,κακός,adjective,,,,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,toceu/sasa,th=s,ὁ,article,eu)doci/as,εὐδοξία,noun,laxou=sa,λαγχάνω,verb,plei=on,πλέως,adjective,th=s,ὁ,article,tu/xhs,τύχη,noun,h(ma/rtanon,ἁμαρτάνω,verb,,,,,,,,,,,,,τοξεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,ga\r,γάρ,particle,gunaici\,sw/fron',σώφρων,noun,e)/sq',ἔσθω,verb,hu(rhme/na,εὑρίσκω,verb,tau=t',οὗτος,pronoun,e)cemo/xqoun,ἐκμοχθέω,verb,*(/ektoros,Ἕκτωρ,proper,kata\,κατά,preposition,ste/gas,στέγη,noun,,,,,,,,,,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me/n,μέν,particle,e)/nqa,ka)\n,κἀν,conjunction,prosh=|,πρόσειμι,verb,ka)\n,κἀν,conjunction,mh\,μή,conjunction,prosh=|,πρόσειμι,verb,yo/gos,ψόγος,noun,gunaici/n,γυνή,noun,au)to\,αὐτός,pronoun,tou=t',οὗτος,pronoun,e)fe/lketai,ἐφέλκω,verb,kakw=s,κακός,adjective,ἔνθα,adverb,a)kou/ein,h(/tis,ὅστις,pronoun,ou)k,οὐ,adverb,e)/ndon,ἔνδον,adverb,me/nei,μένω,verb,tou/tou,οὗτος,pronoun,parei=sa,παρέζομαι,verb,po/qon,πόθος,noun,e)/mimnon,μίμνω,verb,e)n,ἐν,preposition,do/mois,δόμος,noun,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sw,ἔσω,adjective,te,τε,particle,mela/qrwn,komya\,κομψός,adjective,qhleiw=n,θῆλυς,adjective,e)/ph,ἔπος,adjective,ou)k,οὐ,adverb,ei)sefrou/mhn,εἰσφρέω,verb,to\n,ὁ,article,de\,δέ,particle,nou=n,νόος,adjective,dida/skalon,διδάσκαλος,noun,oi)/koqen,οἴκοθεν,adverb,e)/xousa,ἔχω,verb,μέλαθρον,noun,xrhsto\n,e)ch/rkoun,ἐξαρκέω,verb,e)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,χρηστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glw/sshs,γλῶσσα,noun,te,τε,particle,sigh\n,o)/mma,ὄμμα,noun,q',τε,particle,h(/suxon,ἥσυχος,adjective,po/sei,πόσις,noun,parei=xon,παρέχω,verb,,,,,,,,,,,,,,,,,,,σιγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/|dh,οἶδα,verb,d',δέ,particle,a(me\,xrh=n,χράω,verb,nika=n,νικάω,verb,po/sin,πόσις,noun,kei/nw|,ἐκεῖνος,pronoun,te,τε,particle,ni/khn,νίκη,noun,w(=n,ὅς,pronoun,e)xrh=n,χρή,verb,parie/nai,πάρειμι,verb,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=nde,ὅδε,pronoun,klhdw\n,e)s,εἰς,preposition,stra/teum',στράτευμα,adjective,*)axaii+ko\n,,,e)lqou=s',ἔρχομαι,verb,a)pw/lese/n,ἀπόλλυμι,verb,m',ἐγώ,pronoun,,,,,,,,,,,,,,,,κληδών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ga\r,γάρ,particle,h(|re/qhn,*)axille/ws,Ἀχιλλεύς,proper,me,ἐγώ,pronoun,pai=s,πᾶς,adjective,e)boulh/qh,βούλομαι,verb,labei=n,λαμβάνω,verb,da/marta,δάμαρ,noun,,,,,,,,,,,,,,,,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
douleu/sw,δουλεύω,verb,d',δέ,particle,e)n,au)qentw=n,αὐθέντης,noun,do/mois,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei),εἰ,conjunction,me\n,μέν,particle,parw/sas',*(/ektoros,Ἕκτωρ,proper,fi/lon,φίλος,adjective,ka/ra,κάρα,noun,pro\s,πρός,preposition,to\n,ὁ,article,paro/nta,πάρειμι,verb,po/sin,πόσις,noun,a)naptu/cw,ἀναπτύσσω,verb,fre/na,φρήν,noun,kakh\,κακός,adjective,fanou=mai,φαίνω,verb,παρόω,verb,tw=|,qano/nti,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/nde,ὅδε,pronoun,d',δέ,particle,au)=,stugou=s',στυγέω,verb,e)mauth=s,ἐμαυτοῦ,pronoun,despo/tais,δεσπότης,adjective,mish/somai,μισέω,verb,,,,,,,,,,,,,,,,,,,,,,αὖ,interjection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,le/gousin,λέγω,verb,w(s,mi/',εἷς,adjective,eu)fro/nh,εὐφρόνη,noun,xala=|,χαλάω,verb,to\,ὁ,article,dusmene\s,δυσμενής,adverb,gunaiko\s,γυνή,noun,ei)s,εἰς,preposition,a)ndro\s,ἀνήρ,noun,le/xos,λέχος,noun,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pe/ptus',ἀποπτύω,verb,au)th/n,αὐτός,pronoun,h(/tis,a)/ndra,ἀνήρ,noun,to\n,ὁ,article,pa/ros,πάρος,preposition,kainoi=si,καινός,adjective,le/ktrois,λέκτρον,noun,a)pobalou=s',ἀποβάλλω,verb,a)/llon,ἄλλος,adjective,filei=,φιλέω,verb,,,,,,,,,,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)de\,οὐδέ,particle,pw=los,h(/tis,ὅστις,pronoun,a)\n,ἄν,particle,diazugh=|,,,th=s,ὁ,article,suntrafei/shs,συντρέφω,verb,r(a|di/ws,ῥᾴδιος,adjective,e(/lcei,ἕλξις,noun,zugo/n,ζυγόν,noun,,,,,,,,,,πῶλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,to\,ὁ,article,qhriw=des,a)/fqoggo/n,ἄφθογγος,adjective,t',τε,particle,e)/fu,φύω,verb,cune/sei,σύνεσις,noun,t',τε,particle,a)/xrhston,ἄχρηστος,adjective,th=|,ὁ,article,fu/sei,φύσις,noun,te,τε,particle,lei/petai,λείπω,verb,,,,θηριώδης,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,d',δέ,particle,w)=,fi/l',φίλος,adjective,*(/ektor,Ἕκτωρ,proper,ei)=xon,ἔχω,verb,a)/ndr',ἀνήρ,noun,a)rkou=nta/,ἀρκέω,verb,moi,ἐγώ,pronoun,cune/sei,σύνεσις,noun,ge/nei,γένος,noun,plou/tw|,πλοῦτος,noun,te,τε,particle,ka)ndrei/a|,,,ὦ,interjection,me/gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μέγας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kh/raton,ἀκήρατος,adjective,de/,δέ,particle,m',e)k,ἐκ,preposition,patro\s,πατήρ,noun,labw\n,λαμβάνω,verb,do/mwn,δόμος,noun,prw=tos,πρότερος,adjective,to\,ὁ,article,parqe/neion,παρθένειος,adjective,e)zeu/cw,ζεύγνυμι,verb,le/xos,λέχος,noun,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,o)/lwlas,me\n,μέν,particle,su/,σύ,pronoun,nausqlou=mai,ναυσθλόω,verb,d',δέ,particle,e)gw\,ἐγώ,pronoun,pro\s,πρός,preposition,*(ella/d',Ἑλλάς,proper,ai)xma/lwtos,αἰχμάλωτος,adjective,e)s,εἰς,preposition,dou=lon,δοῦλος,noun,zugo/n,ζυγόν,noun,ὄλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,ou)k,οὐ,adverb,e)la/ssw,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,e)/xein,ἔχω,verb,kakw=n,κακός,adjective,*poluce/nhs,Πολυξένη,proper,o)/leqros,ὄλεθρος,noun,h(\n,ὅς,pronoun,kataste/neis,καταστένω,verb,,,,,,,,,,ἐλάσσων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,ga\r,γάρ,particle,ou)d',o(\,ὅς,pronoun,pa=si,πᾶς,adjective,lei/petai,λείπω,verb,brotoi=s,βροτός,noun,cu/nestin,σύνειμι,verb,e)lpi/s,ἐλπίς,noun,ou)de\,οὐδέ,particle,kle/ptomai,κλέπτω,verb,fre/nas,φρήν,noun,pra/cein,πράσσω,verb,ti,τις,pronoun,οὐδέ,particle,kedno/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κεδνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(du\,ἡδύς,adjective,d',δέ,particle,e)sti\,kai\,καί,conjunction,dokei=n,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)s,εἰς,preposition,tau)to\n,ταυτός,adjective,h(/keis,sumfora=s,συμφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qrhnou=sa,θρηνέω,verb,de\,δέ,particle,to\,so\n,σός,adjective,dida/skeis,διδάσκω,verb,m',ἐγώ,pronoun,e)/nqa,ἔνθα,adverb,phma/twn,πῆμα,adjective,kurw=,κυρέω,verb,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)th\,αὐτός,pronoun,me\n,μέν,particle,ou)/pw,nao\s,ναός,noun,ei)se/bhn,εἰσβαίνω,verb,ska/fos,σκάφος,noun,grafh=|,γραφεύς,noun,d',δέ,particle,i)dou=sa,εἶδον,verb,kai\,καί,conjunction,klu/ous',κλύω,verb,e)pi/stamai,ἐφίστημι,verb,,,,,,,οὔπω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nau/tais,ναύτης,noun,ga\r,γάρ,particle,h)\n,me\n,μέν,particle,me/trios,μέτριος,adjective,h)=|,εἰμί,verb,xeimw\n,χειμών,noun,fe/rein,φέρω,verb,proqumi/an,προθυμία,noun,e)/xousi,ἔχω,verb,swqh=nai,σώζω,verb,po/nwn,πόνος,noun,o(,ὁ,article,me\n,μέν,particle,ἐάν,conjunction,par',oi)/ax',οἴαξ,noun,o(,ὁ,article,d',δέ,particle,e)pi\,ἐπί,preposition,lai/fesin,λαῖφος,noun,bebw/s,βαίνω,verb,o(,ὁ,article,d',δέ,particle,a)/ntlon,ἄντλος,noun,ei)/rgwn,ἔργω,verb,παρά,preposition,nao/s,ναός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,u(perba/lh|,polu\s,πολύς,adjective,taraxqei\s,ταράσσω,verb,po/ntos,πόντος,noun,e)ndo/ntes,ἐνδίδωμι,verb,tu/xh|,τύχη,noun,parei=san,παρέζομαι,verb,au(tou\s,ἑαυτοῦ,pronoun,kuma/twn,κῦμα,noun,dromh/masin,δράμημα,adjective,,,,,,,ὑπερβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,ka)gw\,po/ll',πολύς,adjective,e)/xousa,ἔχω,verb,ph/mata,πῆμα,adjective,a)/fqoggo/s,ἄφθογγος,adjective,ei)mi,εἰμί,verb,kai\,καί,conjunction,parei=s',παρέζομαι,verb,e)w=,ἀίω,verb,sto/ma,στόμα,noun,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nika=|,νικάω,verb,ga\r,γάρ,particle,ou(k,qew=n,θέα,noun,me,ἐγώ,pronoun,du/sthnos,δύστηνος,adjective,klu/dwn,κλύδων,adjective,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,fi/lh,pai=,παῖς,adjective,ta\s,ὁ,article,me\n,μέν,particle,*(/ektoros,Ἕκτωρ,proper,tu/xas,τύχη,noun,e)/ason,ἀίω,verb,,,,,,,,,,,,,,,,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\,μή,conjunction,da/krua/,nin,νιν,pronoun,sw/sh|,σώζω,verb,ta\,ὁ,article,sa/,σός,adjective,,,,,,,,,,,,,,,,,,,,,,δάκρυον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/ma,τιμάω,verb,de\,δέ,particle,to\n,paro/nta,πάρειμι,verb,despo/thn,δεσπότης,adjective,se/qen,σύ,pronoun,fi/lon,φίλος,adjective,didou=sa,δίδωμι,verb,de/lear,δέλεαρ,noun,a)ndri\,ἀνδρίς,noun,sw=n,σός,adjective,tro/pwn,τρόπος,noun,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)\n,κἀν,conjunction,dra=|s,δράω,verb,ta/d',e)s,εἰς,preposition,to\,ὁ,article,koino\n,κοινός,adjective,eu)franei=s,εὐφραίνω,verb,fi/lous,φῖλος,noun,kai\,καί,conjunction,pai=da,παῖς,adjective,to/nde,ὅδε,pronoun,paido\s,παῖς,adjective,e)kqre/yeias,ἐκτρέφω,verb,a)\n,ἄν,particle,ὅδε,pronoun,*troi/a|,me/giston,μέγας,adverb,w)fe/lhm',ὠφέλημα,noun,i(/n',ἵνα,conjunction,ei)/,εἰ,conjunction,pote,ποτέ,particle,e)k,ἐκ,preposition,sou=,σύ,pronoun,geno/menoi,γίγνομαι,verb,pai=des,παῖς,adjective,*)/ilion,Ἴλιον,proper,Τροία,proper,pa/lin,πάλιν,adverb,katoiki/seian,κατοικίζω,verb,kai\,καί,conjunction,po/lis,πόλις,adjective,ge/noit',γίγνομαι,verb,e)/ti,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
