word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS
sta/dioi,στάδιον,noun,e)nenh/konta,ἐνενήκοντα,verb,e)n,ἐν,preposition,me/sw|,μέσος,adjective,a)mfoi=n,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)po\,ἀπό,preposition,tou=,ὁ,article,*puci/tou,,,e)s,εἰς,preposition,*)/arxabin,,,a)/lloi,ἄλλος,adjective,e)nenh/konta,ἐνενήκοντα,verb,a)po\,ἀπό,preposition,de\,δέ,particle,*)arxa/bios,,,e)s,εἰς,preposition,*)/ayaron,,,e(ch/konta,ἑξήκοντα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*)aya/rou,,,a)/rantes,αἴρω,verb,to\n,ὁ,article,*)/akamyin,,,parhmei/yamen,παραμείβω,verb,nu/ktwr,νύκτωρ,adverb,e)s,εἰς,preposition,pentekai/deka,πεντεκαίδεκα,noun,stadi/ous,στάδιον,noun,a)pe/xonta,ἀπέχω,verb,tou=,ὁ,article,*)aya/rou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*baqu\s,βαθύς,adjective,potamo\s,ποταμός,noun,e(bdomh/konta,ἑβδομήκοντα,verb,kai\,καί,conjunction,pe/nte,πέντε,adverb,a)pe/xei,ἀπέχω,verb,tou/tou,οὗτος,pronoun,kai\,καί,conjunction,o(,ὁ,article,*)akina/shs,,,a)po\,ἀπό,preposition,tou=,ὁ,article,*baqe/os,βαθύς,adjective,e)nenh/konta,ἐνενήκοντα,verb,e)nenh/konta,ἐνενήκοντα,verb,de\,δέ,particle,kai\,καί,conjunction,a)po\,ἀπό,preposition,*)akina/sou,,,o(,ὁ,article,*)=isis,Ἶσις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nausi/poroi,ναυσίπορος,adjective,de/,δέ,particle,ei)sin,εἰμί,verb,o(/,ὅς,pronoun,te,τε,particle,*)/akamyis,,,kai\,καί,conjunction,o(,ὁ,article,*)=isis,Ἶσις,proper,kai\,καί,conjunction,au)/ras,αὔρα,noun,ta\s,ὁ,article,e(wqina\s,ἑωθινός,adjective,i)sxura\s,ἰσχυρός,adjective,e)kpe/mpousin,ἐκπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,*)/isios,Ἶσις,proper,to\n,ὁ,article,*mw=gron,,,parhmei/yamen,παραμείβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nenh/konta,ἐνενήκοντα,verb,sta/dioi,στάδιον,noun,metacu\,μεταξύ,adverb,tou=,ὁ,article,*mw/grou,,,ei)si\n,εἰμί,verb,kai\,καί,conjunction,tou=,ὁ,article,*)/isios,Ἶσις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(=tos,οὗτος,pronoun,nausi/poros,ναυσίπορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)nqe/nde,ἐνθένδε,adverb,e)s,εἰς,preposition,to\n,ὁ,article,*fa=sin,Φᾶσις,proper,e)sepleu/samen,,,e)nenh/konta,ἐνενήκοντα,verb,tou=,ὁ,article,*mw/grou,,,die/xonta,διέχω,verb,potamw=n,ποταμός,noun,w(=n,ὅς,pronoun,e)gw\,ἐγώ,pronoun,e)/gnwn,γιγνώσκω,verb,koufo/taton,κοῦφος,adjective,u(/dwr,ὕδωρ,noun,parexo/menon,παρέχω,verb,kai\,καί,conjunction,th\n,ὁ,article,xro/an,χροιά,adjective,ma/lista,μάλιστα,adverb,e)chllagme/non,ἐξαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,koufo/thta,κουφότης,noun,tw=|,ὁ,article,te,τε,particle,staqmw=|,σταθμόν,noun,tekmai/roito,τεκμαίρομαι,verb,a)/n,ἄν,particle,tis,τις,pronoun,kai\,καί,conjunction,pro\,πρό,preposition,tou/tou,οὗτος,pronoun,o(/ti,ὅστις,pronoun,e)piplei=,ἐπιπλέω,verb,th=|,ὁ,article,qala/ssh|,θάλασσα,noun,ou)xi\,οὐ,adverb,de\,δέ,particle,summi/gnutai,συμμίγνυμι,verb,kaqa/per,καθά,adverb,tw=|,ὁ,article,*phneiw=|,Πηνειός,proper,to\n,ὁ,article,*titarh/sion,Τιταρήσιος,proper,le/gei,λέγω,verb,e)pirrei=n,ἐπιρρέω,verb,*(/omhros,Ὅμηρος,proper,'kaqu/perqen,καθύπερθε,adverb,h)u/t',ἠύτε,particle,e)/laion',ἔλαιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)=n,εἰμί,verb,kata\,κατά,preposition,me\n,μέν,particle,tou=,ὁ,article,e)pirre/ontos,ἐπιρρέω,verb,ba/yanta,βάπτω,verb,gluku\,γλυκύς,adjective,to\,ὁ,article,u(/dwr,ὕδωρ,noun,a)nimh/sasqai,ἀνιμάω,verb,ei),εἰ,conjunction,de\,δέ,particle,e)s,εἰς,preposition,ba/qos,βάθος,adjective,tis,τις,pronoun,kaqh=ken,καθήκω,verb,th\n,ὁ,article,ka/lpin,κάλπις,noun,a(lmuro/n,ἁλμυρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,o(,ὁ,article,pa=s,πᾶς,adjective,*po/ntos,Πόντος,proper,polu/,πολύς,adjective,ti,τις,pronoun,glukute/rou,γλυκύς,adjective,tou=,ὁ,article,u(dato/s,,,e)stin,εἰμί,verb,h)/per,ἠπειρωτικός,adjective,h(,ὁ,article,e)/cw,ἔξω,adverb,qa/lassa,θάλασσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/tou,οὗτος,pronoun,to\,ὁ,article,ai)/tion,αἴτιος,adjective,oi(,ὁ,article,potamoi/,ποταμός,noun,ei)sin,εἰμί,verb,ou)/te,οὔτε,adverb,plh=qos,πλῆθος,noun,ou)/te,οὔτε,adverb,me/geqos,μέγεθος,adjective,staqmhtoi\,σταθμητός,adjective,o)/ntes,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tekmh/rion,τεκμήριον,noun,de\,δέ,particle,th=s,ὁ,article,gluku/thtos,γλυκύτης,noun,ei),εἰ,conjunction,tekmhri/wn,τεκμήριον,noun,dei=,δέομαι,verb,e)pi\,ἐπί,preposition,toi=s,ὁ,article,ai)sqh/sei,αἴσθησις,noun,fainome/nois,φαίνω,verb,o(/ti,ὅστις,pronoun,pa/nta,πᾶς,adjective,ta\,ὁ,article,boskh/mata,βόσκημα,noun,oi(,ἕ,pronoun,prosoikou=ntes,προσοικέω,verb,th=|,ὁ,article,qala/ssh|,θάλασσα,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,qa/lassan,θάλασσα,noun,kata/gousin,κατάγω,verb,kai\,καί,conjunction,a)p',ἀπό,preposition,au)th=s,αὐτός,pronoun,poti/zousin,ποτίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,pi/nonta/,πίνω,verb,te,τε,particle,h(de/ws,ἡδέως,adverb,o(ra=tai,ὁράω,verb,kai\,καί,conjunction,lo/gos,λόγος,noun,kate/xei,καταχέω,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,w)fe/limon,ὠφέλιμος,adjective,au)toi=s,αὐτός,pronoun,tou=to,οὗτος,pronoun,to\,ὁ,article,poto/n,ποτός,adjective,e)stin,εἰμί,verb,tou=,ὁ,article,gluke/os,γλυκύς,adjective,ma=llon,μᾶλλον,adverb,h(,ὁ,article,de\,δέ,particle,xro/a,χρώς,noun,tw=|,ὁ,article,*fa/sidi,Φάσις,proper,oi(/a,οἷος,adjective,a)po\,ἀπό,preposition,moli/bdou,μόλυβδος,noun,h)\,ἠέ,conjunction,kassite/rou,κασσίτερος,noun,bebamme/nou,βάπτω,verb,tou=,ὁ,article,u(/datos,ὕδωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katasta\n,καθίστημι,verb,de\,δέ,particle,kaqarw/taton,καθαρός,adjective,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,toi/nun,τοίνυν,particle,neno/mistai,νομίζω,verb,e)skomi/sai,εἰσκομίζω,verb,u(/dwr,ὕδωρ,noun,e)s,εἰς,preposition,to\n,ὁ,article,*fa=sin,Φᾶσις,proper,tou\s,ὁ,article,e)sple/ontas,εἰσπλέω,verb,a)ll',ἀλλά,adverb,e)peida\n,ἐπειδάν,conjunction,e)sba/lwsin,εἰσβάλλω,verb,h)/dh,ἤδη,adverb,e)s,εἰς,preposition,to\n,ὁ,article,r(ou=n,ῥόος,noun,paragge/lletai,παραγγέλλω,verb,pa=n,πᾶς,adjective,e)kxe/ai,ἐκχέω,verb,to\,ὁ,article,e)no\n,ἔνειμι,verb,u(/dwr,ὕδωρ,noun,e)n,ἐν,preposition,tai=s,ὁ,article,nausi/n,ναῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,lo/gos,λόγος,noun,kate/xei,καταχέω,verb,o(/ti,ὅστις,pronoun,oi(,ἕ,pronoun,tou/tou,οὗτος,pronoun,a)melh/santes,ἀμελέω,verb,ou)k,οὐ,adverb,eu)ploou=sin,εὐπλοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,u(/dwr,ὕδωρ,noun,tou=,ὁ,article,*fa/sidos,Φάσις,proper,ou),οὐ,adverb,sh/petai,σήπω,verb,a)lla\,ἀλλά,adverb,me/nei,μένω,verb,a)kraifne\s,ἀκραιφνής,adverb,kai\,καί,conjunction,u(pe\r,ὑπέρ,preposition,de/katon,δέκατος,adjective,e)/tos,ἔτος,noun,plh/n,πλήν,preposition,ge,γε,particle,dh\,δή,particle,o(/ti,ὅστις,pronoun,to\,ὁ,article,gluku/teron,γλυκύς,adjective,metaba/llei,μεταβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)sballo/ntwn,εἰσβάλλω,verb,de\,δέ,particle,e)s,εἰς,preposition,to\n,ὁ,article,*fa=sin,Φᾶσις,proper,e)n,ἐν,preposition,a)ristera=|,ἀριστερός,adjective,i(/drutai,ἱδρύω,verb,h(,ὁ,article,*fasianh\,,,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/h,ἀίω,verb,d',δέ,particle,a)\n,ἄν,particle,a)po/,ἀπό,preposition,ge,γε,particle,tou=,ὁ,article,sxh/matos,σχῆμα,noun,tekmairome/nw|,τεκμαίρομαι,verb,h(,ὁ,article,*(re/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ku/mbalon,κύμβαλον,noun,meta\,μετά,preposition,xei=ras,χείρ,noun,e)/xei,ἔχω,verb,kai\,καί,conjunction,le/ontas,λέων,noun,u(po\,ὑπό,preposition,tw=|,ὁ,article,qro/nw|,θρόνον,noun,kai\,καί,conjunction,ka/qhtai,καθίημι,verb,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,*mhtrw/|w|,μητρώιος,adjective,*)aqh/nhsin,Ἀθήνησιν,adverb,h(,ὁ,article,tou=,ὁ,article,*feidi/ou,Φειδίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,kai\,καί,conjunction,h(,ὁ,article,a)/gkura,ἄγκυρα,noun,dei/knutai,δείκνυμι,verb,th=s,ὁ,article,*)argou=s,Ἀργώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h(,ὁ,article,me\n,μέν,particle,sidhra=,σιδηρεύς,noun,ou)k,οὐ,adverb,e)/doce/,δοκέω,verb,moi,ἐγώ,pronoun,ei)=nai,εἰμί,verb,palaia/,παλαιός,adjective,kai/toi,καίτοι,particle,to\,ὁ,article,me/geqos,μέγεθος,adjective,ou),οὐ,adverb,kata\,κατά,preposition,ta\s,ὁ,article,nu=n,νῦν,adverb,a)gku/ras,ἄγκυρα,noun,e)sti/n,εἰμί,verb,kai\,καί,conjunction,to\,ὁ,article,sxh=ma,σχῆμα,noun,a)mhge/ph,,,e)chllagme/nh,ἐξαλλάσσω,verb,a)lla\,ἀλλά,adverb,newte/ra,νέος,adjective,moi,ἐγώ,pronoun,e)fa/nh,φαίνω,verb,ei)=nai,εἰμί,verb,tou=,ὁ,article,xro/nou,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liqi/nhs,λίθινος,adjective,de/,δέ,particle,tinos,τις,pronoun,a)/llhs,ἄλλος,adjective,qrau/smata,θραῦσμα,noun,e)dei/knuto,δείκνυμι,verb,palaia/,παλαιός,adjective,w(s,ὡς,conjunction,tau=ta,οὗτος,pronoun,ma=llon,μᾶλλον,adverb,ei)ka/sai,εἰκάζω,verb,e)kei=na,ἐκεῖνος,pronoun,ei)=nai,εἰμί,verb,ta\,ὁ,article,lei/yana,λείψανον,noun,th=s,ὁ,article,a)gku/ras,ἄγκυρα,noun,th=s,ὁ,article,*)argou=s,Ἀργώ,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llo,ἄλλος,adjective,de\,δέ,particle,ou)de\n,οὐδείς,pronoun,u(po/mnhma,ὑπόμνημα,noun,h)=n,εἰμί,verb,e)ntau=qa,ἐνταῦθα,adverb,tw=n,ὁ,article,mu/qwn,μῦθος,noun,tw=n,ὁ,article,a)mfi\,ἀμφί,preposition,to\n,ὁ,article,*)ia/sona,Ἰάσων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me/ntoi,μέντοι,particle,frou/rion,φρούριον,noun,au)to/,αὐτός,pronoun,i(/naper,ἵνα,conjunction,ka/qhntai,κάθημαι,verb,tetrako/sioi,τετρακόσιοι,adjective,stratiw=tai,στρατιώτης,adjective,e)pi/lektoi,ἐπίλεκτος,adjective,th=|,ὁ,article,te,τε,particle,fu/sei,φύσις,noun,tou=,ὁ,article,xw/rou,χῶρος,noun,o)xurw/taton,ὀχυρός,adjective,ei)=nai/,εἰμί,verb,moi,ἐγώ,pronoun,e)/docen,δοκέω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,e)pithdeiota/tw|,ἐπιτήδειος,adjective,kei=sqai,κέω,verb,pro\s,πρός,preposition,a)sfa/leian,ἀσφάλεια,noun,tw=n,ὁ,article,tau/th|,ταύτῃ,adverb,pleo/ntwn,πλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta/fros,τάφρος,noun,diplh=,διπλόος,adjective,peribe/blhtai,περιβάλλω,verb,tw=|,ὁ,article,tei/xei,τεῖχος,noun,eu)rei=a,εὐρύς,adjective,e(kate/ra,ἑκάτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lai,πάλαι,adverb,me\n,μέν,particle,ou)=n,οὖν,particle,gh/inon,γήινος,adjective,to\,ὁ,article,tei=xos,τεῖχος,noun,h)=n,εἰμί,verb,kai\,καί,conjunction,pu/rgoi,πύργος,noun,cu/linoi,ξύλινος,adjective,e)feisth/kesan,ἐφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,e)k,ἐκ,preposition,pli/nqou,πλίνθον,noun,o)pth=s,ὀπτός,adjective,pepoi/htai,ποιέω,verb,kai\,καί,conjunction,au)to\,αὐτός,pronoun,kai\,καί,conjunction,oi(,ὁ,article,pu/rgoi,πύργος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,teqemeli/wtai,θεμελιόω,verb,a)sfalw=s,ἀσφαλής,adjective,kai\,καί,conjunction,mhxanai\,μηχανή,noun,e)festa=sin,ἐφίστημι,verb,kai\,καί,conjunction,e(ni\,εἷς,adjective,lo/gw|,λόγος,noun,pa=sin,πᾶς,adjective,e)ch/rtutai,ἐξαρτύω,verb,pro\s,πρός,preposition,to\,ὁ,article,mhde\,μηδέ,particle,pela/sai,πελάω,verb,a)\n,ἄν,particle,tina,τις,pronoun,au)tw=|,αὐτός,pronoun,tw=n,ὁ,article,barba/rwn,βάρβαρος,adjective,mh/ti,μήτις,noun,ge,γε,particle,dh\,δή,particle,e)s,εἰς,preposition,ki/ndunon,κίνδυνος,noun,katasth=sai,καθίστημι,verb,poliorki/as,πολιορκία,noun,tou\s,ὁ,article,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,frourou=ntas,φρουρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
